SA2_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
201021009,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,7,12,21,48,40,16,8,156,0,9,18,20,50,40,16,8,167,318,280,402,422,395,297,161,25,2305,27,25,31,25,25,29,21,6,189,342,313,451,469,470,369,197,43,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,24,0,0,3,13,6,0,0,0,23,267,309,422,448,467,337,161,66,2467,15,20,22,30,31,28,12,13,174,278,333,444,485,500,369,179,76,2664,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,0,8,14,28,58,36,16,8,178,0,12,16,31,58,36,16,8,185,580,591,819,864,859,637,324,90,4773,40,48,56,59,54,59,31,17,361,623,648,895,957,969,736,370,118,5322
201021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,19,28,56,39,13,171,0,3,11,18,34,56,39,13,177,310,300,373,519,561,535,251,55,2909,26,16,27,41,46,45,26,27,251,336,320,412,583,639,632,318,98,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,6,0,0,29,0,0,3,10,5,6,0,0,30,306,316,402,500,647,585,271,104,3126,26,20,39,36,37,40,42,27,260,332,335,438,550,685,629,315,135,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,15,28,35,62,46,17,203,0,3,15,30,33,62,46,17,207,616,617,775,1020,1206,1122,524,157,6041,49,37,65,76,83,85,64,52,520,669,657,856,1125,1326,1262,633,236,6761
201021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,36,70,54,22,216,0,5,16,23,38,70,54,22,223,331,335,454,640,799,784,296,54,3689,24,32,37,49,61,55,38,21,316,351,369,506,712,894,913,386,95,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,7,0,34,0,0,0,7,8,4,7,0,34,281,346,494,734,885,827,330,132,4034,25,42,38,47,63,80,48,31,378,305,385,530,793,965,912,384,167,4446,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,14,26,47,75,55,24,252,0,8,11,32,52,75,55,24,264,609,684,950,1370,1683,1613,628,183,7722,49,72,73,96,121,134,88,53,692,660,762,1036,1501,1863,1819,771,256,8675
201021012,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,17,35,35,24,11,136,0,3,13,17,34,35,24,11,144,361,232,339,443,447,355,132,25,2340,25,19,29,38,31,24,8,9,186,385,258,389,508,522,406,166,40,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,20,0,3,0,8,5,3,0,0,18,286,259,380,465,433,322,119,38,2291,26,24,33,32,31,26,19,0,191,310,284,416,505,471,347,137,37,2509,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,5,15,22,45,32,24,11,153,0,6,21,29,48,32,24,11,164,641,490,726,908,883,675,248,60,4633,52,48,65,75,61,46,31,8,378,689,545,803,1010,994,754,299,73,5172
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,46,10,21,98,0,0,5,11,11,46,10,21,96,138,116,121,223,261,286,137,25,1303,23,8,23,16,24,34,13,4,153,160,122,148,249,297,358,166,45,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,5,5,0,0,0,15,116,129,136,223,251,289,125,43,1319,17,6,14,30,11,32,15,3,137,133,140,151,260,273,321,143,55,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,14,44,10,22,108,0,5,5,14,16,44,10,22,109,249,242,253,449,512,575,265,74,2624,40,13,35,46,41,64,31,8,285,292,260,299,513,568,685,307,101,3024
201031014,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,14,18,55,24,7,131,0,3,9,13,24,55,24,7,138,189,153,180,269,301,294,128,28,1541,39,53,90,92,71,69,38,15,459,223,212,285,375,391,413,185,50,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,10,0,0,0,17,0,0,5,5,8,0,0,0,23,171,170,225,274,313,301,138,49,1647,29,19,22,31,19,26,17,6,164,204,192,247,308,352,323,152,60,1828,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,12,15,29,58,24,7,152,0,4,8,16,32,58,24,7,156,361,321,405,543,619,593,265,77,3188,62,74,114,122,90,87,50,17,624,427,404,531,685,739,739,338,101,3970
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,14,33,16,4,110,0,0,11,26,14,33,16,4,112,243,230,269,317,322,285,113,10,1781,30,21,20,31,22,23,8,0,162,273,254,298,377,363,347,142,14,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,14,0,0,5,4,3,4,0,0,14,210,220,260,347,308,265,105,24,1736,31,16,15,30,19,17,10,0,139,241,235,279,383,328,293,115,25,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,18,40,19,4,127,0,0,12,30,18,40,19,4,129,445,452,528,663,628,556,217,30,3518,57,37,36,65,36,44,24,0,301,511,485,573,758,692,637,259,40,3947
201031016,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,22,25,49,51,45,206,3,3,9,24,25,49,51,45,208,371,361,277,398,459,527,374,97,2866,24,31,30,42,21,28,32,15,218,396,390,309,462,506,608,458,159,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,27,0,0,0,0,13,5,0,0,33,344,398,329,458,569,639,451,209,3394,39,18,14,20,22,43,48,28,234,383,418,351,483,605,689,502,238,3662,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,4,30,36,62,51,49,236,3,3,8,23,33,62,51,49,243,717,756,611,855,1028,1169,822,306,6261,61,48,47,60,47,71,79,41,453,778,809,658,946,1109,1296,958,395,6955
201031017,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,12,35,62,36,10,173,3,3,10,12,37,62,36,10,180,232,168,192,323,441,418,210,34,2010,29,16,22,52,51,48,34,7,253,255,192,222,390,527,528,270,55,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,17,0,0,3,3,10,3,3,0,21,195,186,219,323,463,427,192,60,2059,17,17,28,42,42,36,30,4,208,213,203,249,362,511,466,219,66,2290,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,3,14,13,41,71,32,10,192,3,3,14,13,47,71,32,10,203,425,356,410,649,902,843,398,90,4074,41,34,46,87,91,79,60,16,457,472,395,471,751,1036,994,494,118,4735
202011018,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,22,22,35,49,83,68,60,324,3,17,22,36,51,83,68,60,333,882,1009,726,783,761,666,309,87,5224,65,96,64,73,55,52,53,52,506,952,1120,814,888,875,800,427,197,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,17,10,0,0,45,0,3,6,7,16,10,0,0,49,923,1136,778,868,912,795,416,211,6042,58,83,63,67,64,40,66,79,509,983,1216,849,938,997,849,482,292,6602,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,11,0,24,29,39,68,85,69,57,369,4,25,30,39,72,85,69,57,381,1804,2140,1505,1652,1678,1465,727,294,11267,122,176,129,138,122,95,115,127,1019,1934,2339,1657,1828,1865,1644,904,484,12668
202011019,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,13,15,36,42,58,59,42,271,0,18,17,35,43,58,59,42,276,746,857,628,598,647,567,255,59,4369,44,51,36,35,39,38,28,14,292,798,928,689,670,731,666,340,117,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,7,3,3,33,0,3,0,6,7,7,3,3,33,754,962,686,706,811,735,369,152,5177,45,62,48,50,35,42,34,31,340,797,1021,735,762,855,779,403,182,5545,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,20,17,39,51,63,62,50,301,3,17,16,47,49,63,62,50,311,1500,1822,1314,1302,1456,1298,626,209,9543,91,112,87,82,76,80,60,45,628,1594,1953,1426,1437,1581,1450,746,300,10482
