SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
201021010,13,0,0,0,13,3,0,10,244,36,0,6,285,6,0,6,287,13,0,303,423,81,5,9,515,3,0,7,517,20,0,540,44,15,4,0,66,0,0,0,66,0,0,66,5,0,0,8,13,0,0,0,13,0,0,13,709,134,13,18,872,10,0,12,887,37,0,920,9,0,0,0,8,3,0,3,13,0,0,13,6,4,0,0,8,0,0,0,8,0,0,8,8,9,0,0,20,3,0,3,18,0,0,18,724,146,13,18,892,11,0,16,903,37,0,939,169,30,12,7,217,0,0,0,217,27,0,249,0,0,0,0,0,0,0,0,0,0,0,0,890,172,24,28,1113,11,0,16,1124,66,0,1188
201021011,10,0,0,0,10,0,0,8,181,47,0,6,231,4,8,9,237,7,3,247,376,132,4,6,521,4,0,4,528,33,0,554,52,13,8,0,73,0,0,0,76,4,0,78,15,0,0,4,22,0,0,0,22,0,0,22,625,185,17,13,846,12,8,14,860,37,3,901,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,11,0,0,11,0,4,0,0,11,0,0,0,11,0,0,11,624,189,17,13,849,12,8,14,869,37,3,907,130,41,0,3,174,5,0,5,180,24,0,204,0,0,0,6,6,0,0,0,6,0,0,6,758,235,17,24,1028,13,8,19,1052,61,3,1114
201021012,9,0,0,0,10,3,0,17,259,51,11,4,322,3,0,3,327,22,0,350,422,58,8,3,489,4,0,3,491,14,0,512,55,3,14,0,67,0,0,0,67,8,0,79,10,0,0,5,11,4,0,4,17,0,0,21,746,111,25,10,894,13,0,11,908,41,8,955,6,0,0,0,6,0,0,6,10,0,0,10,8,0,0,0,8,0,0,0,8,5,0,8,10,0,0,0,14,0,0,6,13,5,0,21,752,119,25,10,906,14,0,12,922,43,8,972,169,18,16,15,216,0,0,0,220,24,5,251,0,0,0,0,0,0,0,0,0,0,9,9,921,129,42,28,1122,14,0,19,1140,72,18,1230
201031013,3,0,0,0,3,0,0,3,77,17,0,0,95,0,0,0,95,4,0,95,148,14,5,9,179,0,0,0,179,0,0,174,27,0,6,0,29,0,0,0,29,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,256,30,13,11,305,0,0,0,305,10,0,312,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,253,32,13,11,307,0,0,0,307,10,0,317,70,15,3,0,92,0,0,0,95,32,0,126,0,0,0,0,0,0,0,0,0,0,3,8,330,42,17,12,402,0,0,0,407,44,3,448
201031014,13,0,0,0,13,0,0,9,176,11,0,0,186,0,0,0,186,3,0,188,196,20,8,0,220,4,0,4,224,5,0,232,29,0,0,0,28,7,0,7,33,0,0,33,0,0,0,5,5,0,0,0,5,0,0,5,399,33,3,8,437,8,0,8,442,11,0,451,0,3,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,5,3,0,0,13,0,0,0,13,0,0,13,402,29,3,8,447,8,0,8,454,11,0,464,51,14,4,14,83,0,0,0,83,17,0,101,0,0,0,0,0,0,0,0,0,0,0,0,457,51,7,18,530,8,0,8,538,28,0,567
201031015,9,0,0,0,9,0,0,8,154,32,10,3,194,0,0,0,201,16,0,214,303,38,9,0,350,0,0,0,350,19,0,367,32,3,0,4,39,0,0,0,39,0,0,40,5,0,0,3,13,0,0,0,13,0,0,10,492,81,13,12,597,0,0,0,602,37,0,637,5,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,4,0,14,16,0,0,0,15,0,0,0,15,4,0,19,512,81,15,12,613,0,0,0,617,41,0,660,141,15,0,4,163,3,0,3,165,23,0,187,0,0,0,0,0,0,0,0,0,0,0,4,649,94,15,15,773,3,0,5,783,64,0,851
201031016,4,0,0,0,4,0,0,10,159,30,3,5,197,0,0,3,201,16,0,221,225,65,17,4,307,0,0,0,310,13,0,327,26,3,5,0,41,0,0,0,41,0,0,40,3,0,0,0,4,0,0,0,4,7,0,6,415,104,23,8,553,6,0,0,552,36,0,593,3,0,0,0,3,0,4,4,4,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,10,0,4,4,15,0,0,13,425,107,23,8,560,6,0,7,569,37,0,608,110,23,9,0,146,5,0,6,154,49,0,203,3,0,0,0,3,0,0,0,3,0,9,15,543,126,31,15,714,8,9,10,727,91,14,822
201031017,6,0,0,0,6,0,0,4,78,16,9,0,105,0,0,0,104,16,0,125,185,33,0,0,225,0,6,6,224,29,0,253,24,7,0,0,31,0,0,0,31,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,295,58,13,3,362,0,6,5,373,53,3,425,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,301,54,13,3,367,0,7,7,374,53,3,426,77,41,5,5,126,7,7,6,141,51,0,187,0,0,0,0,0,0,0,0,0,0,3,3,375,97,16,3,497,6,8,18,518,101,5,625
202011018,24,0,0,0,24,4,0,33,318,54,8,0,377,4,0,4,383,13,0,399,518,95,13,7,638,0,3,3,639,19,0,663,45,5,9,0,58,0,0,0,58,10,0,66,0,0,0,3,8,0,0,0,10,4,0,11,878,155,37,14,1075,5,3,11,1087,46,0,1137,13,0,0,0,12,0,0,0,12,3,0,13,6,0,0,0,12,0,0,0,12,3,0,18,20,4,0,0,25,0,0,0,25,4,0,31,901,155,37,14,1099,5,3,11,1112,50,0,1165,237,53,15,7,312,21,3,24,332,106,0,438,0,0,0,0,0,0,0,0,0,0,3,4,1140,204,49,19,1410,29,3,32,1441,159,8,1608
202011019,20,0,0,0,20,3,0,24,296,36,4,3,341,0,6,7,347,26,0,370,553,79,13,3,649,10,0,11,655,41,0,703,93,26,10,9,131,6,0,6,141,12,0,151,0,0,0,11,9,0,0,0,9,0,0,12,945,138,22,22,1127,18,4,21,1150,80,0,1233,0,0,0,0,0,0,0,0,4,0,0,4,15,0,0,0,18,0,0,0,17,0,0,17,17,0,0,0,20,0,0,0,20,0,0,19,957,141,22,22,1149,19,4,22,1174,83,0,1252,322,65,21,5,408,5,9,12,422,98,0,519,6,0,0,0,8,0,0,0,8,0,9,15,1282,203,42,29,1561,30,10,38,1598,179,9,1785
202011020,37,3,0,3,37,6,0,44,469,75,11,0,553,5,0,5,557,18,0,585,646,131,21,4,800,0,0,0,804,21,0,823,81,4,3,5,96,4,0,4,93,0,0,98,5,0,0,9,8,0,0,0,8,4,0,13,1198,205,39,14,1449,11,0,11,1467,44,0,1514,9,0,0,0,4,0,0,0,7,5,0,12,20,0,3,0,21,0,0,0,26,6,0,31,18,3,3,0,24,7,0,7,38,6,0,40,1223,211,37,14,1477,21,0,21,1497,55,0,1550,239,37,17,5,294,12,0,12,305,69,0,373,0,0,0,0,0,0,0,0,0,0,7,8,1460,247,54,16,1774,28,0,32,1807,122,7,1934
202011021,16,0,0,0,18,6,0,25,324,51,5,0,380,7,4,14,399,33,0,430,523,95,11,0,627,6,0,6,637,15,0,651,57,8,4,0,71,0,0,0,74,3,0,80,3,0,0,3,6,0,0,0,6,0,3,14,909,157,20,9,1090,23,4,28,1112,53,4,1171,0,0,0,0,0,0,0,0,0,0,0,4,12,3,0,0,11,0,0,0,11,0,0,11,12,6,0,0,12,0,0,0,12,0,0,12,920,158,20,9,1102,23,4,28,1128,53,4,1187,110,38,3,0,155,12,0,12,164,39,0,198,3,0,0,0,3,0,0,0,3,0,3,12,1032,197,23,3,1259,29,4,34,1292,92,11,1396
202011022,37,0,0,0,37,8,0,43,522,91,10,0,626,10,3,13,634,51,0,684,930,131,13,11,1090,3,0,6,1097,39,0,1133,112,17,18,0,151,7,0,7,155,4,0,156,14,0,0,16,28,0,0,0,28,5,0,30,1579,244,42,32,1895,14,5,15,1912,91,0,2005,11,0,0,0,11,5,0,5,17,0,0,17,34,16,0,0,48,0,0,0,51,3,0,49,47,16,0,0,59,3,0,3,71,3,0,73,1625,262,42,32,1954,19,5,29,1978,94,0,2074,438,81,17,4,540,10,0,12,555,99,0,654,0,0,0,0,6,0,0,0,6,0,10,17,2063,342,65,30,2502,28,6,35,2535,193,10,2741
202011023,21,0,0,0,21,0,0,26,358,44,4,0,405,0,0,0,405,17,0,428,633,56,15,10,711,8,0,8,718,5,4,729,61,4,20,0,86,0,0,0,86,0,0,90,12,0,0,0,12,0,0,0,12,0,0,12,1068,107,37,10,1218,4,0,11,1227,29,4,1261,0,3,0,0,3,0,0,0,3,0,0,3,10,4,0,0,13,0,0,0,13,0,0,13,10,4,0,0,16,0,0,0,16,0,0,16,1077,112,37,10,1232,4,0,11,1243,29,4,1275,132,14,0,0,146,4,0,4,145,20,0,163,0,0,0,0,0,0,0,0,0,0,0,0,1208,125,37,10,1379,7,0,13,1393,48,7,1441
202011024,62,0,0,4,65,5,0,68,671,81,21,3,784,12,5,15,793,38,3,835,1162,154,24,4,1347,3,0,9,1352,31,3,1387,127,14,22,0,165,0,0,0,165,3,0,166,9,0,0,3,11,0,0,0,11,0,0,12,1966,250,66,13,2300,16,8,27,2324,68,3,2397,5,0,0,0,5,0,0,0,5,0,0,5,15,4,4,0,25,0,0,0,25,0,0,25,19,4,4,0,30,0,0,0,30,0,0,30,1990,255,68,15,2327,16,8,27,2352,68,3,2421,232,17,14,4,272,0,0,0,272,13,0,287,4,0,0,0,4,0,0,0,4,0,7,9,2222,274,83,23,2600,16,8,27,2625,84,16,2721
202011025,27,0,0,0,27,4,0,32,596,67,21,0,687,0,0,0,687,23,0,714,959,139,21,3,1132,6,4,12,1138,39,5,1177,138,22,15,0,172,0,0,0,174,0,0,174,9,0,0,17,24,0,0,0,24,10,0,37,1703,232,60,19,2010,11,4,18,2024,73,5,2106,16,0,0,0,17,0,0,0,17,0,0,17,32,0,0,3,32,8,0,8,40,0,0,40,43,0,0,3,49,8,0,8,55,0,0,55,1745,233,59,20,2055,19,4,20,2084,73,5,2159,425,97,28,3,551,6,0,6,558,80,0,637,0,0,0,0,3,0,0,0,3,0,7,9,2176,332,85,26,2615,27,4,26,2644,155,9,2809
202021026,29,0,0,0,33,0,0,30,436,47,21,3,503,0,0,0,504,16,0,527,721,81,26,8,829,6,0,6,834,33,0,875,97,11,19,3,129,4,0,4,132,7,0,138,3,5,0,14,18,0,0,0,18,3,0,24,1249,146,62,30,1485,4,0,6,1494,64,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,6,0,0,6,6,0,0,0,8,7,0,7,12,0,0,12,1258,146,62,30,1494,13,0,12,1507,64,0,1570,190,17,13,3,216,0,0,0,219,25,0,237,8,0,3,0,12,0,0,0,12,3,0,12,1447,159,75,33,1721,13,3,11,1732,86,0,1818
