SA2_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
210011231,3,10,20,31,45,34,13,0,0,164,10,22,36,47,56,38,15,3,0,223,327,505,749,1119,1359,927,276,34,0,5280
210011533,5,15,40,46,46,48,15,0,0,215,5,26,59,59,67,41,18,12,0,274,222,452,1099,1324,1161,814,264,32,0,5368
210011534,5,8,61,62,64,43,4,6,0,254,8,29,62,63,71,44,18,3,0,297,364,538,1321,1603,1712,1110,289,41,3,6980
210021232,15,27,26,68,62,51,10,0,0,260,15,17,31,59,57,42,8,8,5,235,527,489,952,1802,1823,1220,277,38,3,7135
210021233,0,0,6,12,12,12,8,0,0,45,4,0,5,26,23,8,8,0,0,74,93,85,156,369,469,372,156,21,0,1716
210021234,8,9,16,19,22,21,6,0,0,92,0,8,21,13,29,9,4,0,0,87,124,189,334,483,587,468,118,19,0,2320
210021235,14,23,75,50,50,47,9,0,0,266,12,24,51,38,52,60,12,5,0,241,304,389,1049,1065,1255,972,274,69,6,5370
210031236,0,13,34,39,37,19,4,0,0,146,6,11,28,30,25,20,5,0,0,120,144,322,1062,1208,941,469,101,18,0,4262
210031237,0,17,54,49,40,37,9,0,0,206,9,39,104,84,55,32,12,0,0,336,181,627,1588,1387,960,660,133,10,0,5548
210031439,4,3,18,13,14,10,0,0,0,61,0,9,7,11,18,7,7,0,0,59,81,137,293,375,426,239,47,5,0,1603
210031440,0,10,31,25,25,18,4,0,0,107,3,11,32,27,18,19,0,3,0,112,100,219,803,668,479,323,65,9,0,2661
210031535,3,22,63,55,47,29,11,0,0,227,11,47,117,83,46,35,5,5,0,348,187,708,2150,1616,982,697,127,17,0,6491
210031536,4,17,41,22,30,17,7,4,0,129,0,32,110,48,17,17,9,0,0,229,119,564,1754,1046,594,385,72,10,0,4540
210031537,0,14,38,32,31,13,4,0,0,134,7,20,51,43,25,17,0,0,0,158,130,432,1264,1192,769,487,110,3,0,4384
210031538,8,31,81,77,56,39,9,0,0,298,11,21,107,118,67,31,6,4,0,362,296,715,2742,2379,1730,1135,194,11,0,9207
210041240,16,24,52,57,62,44,10,3,0,266,17,28,56,56,70,34,12,3,0,274,451,629,1353,1397,1625,1265,281,30,0,7027
210041539,3,14,51,20,22,15,0,0,0,126,7,19,30,30,20,17,0,0,0,120,82,228,1087,701,411,325,67,4,0,2907
210041540,6,32,60,51,50,37,8,5,0,256,12,19,57,63,65,30,13,0,3,265,368,648,1682,1731,1589,1045,292,28,3,7388
210041541,10,23,77,52,47,29,3,0,0,246,11,23,53,63,41,35,6,0,0,231,317,542,1440,1222,1172,1022,227,15,0,5956
210051242,0,17,43,40,28,13,5,0,0,162,16,36,112,75,59,35,5,0,0,342,136,586,1623,947,598,468,93,6,0,4471
210051243,8,20,54,55,31,28,9,0,0,206,11,53,131,80,65,41,11,0,0,391,177,565,1266,981,829,560,103,11,0,4496
210051245,13,31,74,64,63,56,17,0,0,317,15,23,84,72,77,71,21,4,0,361,363,692,1814,1704,1652,1441,379,29,0,8087
210051246,8,36,87,87,86,68,12,0,0,395,20,69,122,123,106,68,21,0,0,531,544,1131,2498,2357,2192,1678,377,23,0,10809
210051247,0,22,39,36,45,26,0,0,0,170,19,55,101,81,62,49,9,0,0,372,196,607,1211,864,796,645,100,7,0,4420
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,10,6,6,0,0,42
210051250,7,5,52,36,14,18,8,0,0,139,3,9,41,34,27,17,10,0,0,146,89,248,871,745,556,391,128,9,0,3037
210051441,0,15,33,20,23,21,3,0,0,122,9,18,69,40,42,38,11,0,0,233,175,399,801,738,643,595,106,6,0,3466
210051442,6,25,43,42,39,16,3,0,0,173,12,29,79,97,69,35,3,0,0,331,306,582,1222,1677,1122,564,97,6,0,5581
210051443,18,29,92,87,63,46,10,0,0,339,23,53,161,151,101,71,9,0,0,565,467,1001,2360,2605,1596,1075,178,9,0,9292
210051445,7,45,153,107,44,26,3,0,0,381,12,66,245,175,74,41,4,0,0,621,301,915,4357,3342,1139,594,100,9,0,10757
210051542,0,15,59,47,14,3,0,0,0,141,0,18,89,84,32,8,0,0,0,241,110,378,1441,1573,512,199,20,0,0,4237
210051543,4,19,68,52,24,19,5,0,0,178,3,26,98,87,42,34,0,0,0,289,197,488,1615,1762,751,388,51,3,0,5243
210051544,0,12,24,31,32,18,0,0,0,119,10,38,60,39,48,40,4,0,0,246,211,529,831,661,831,596,94,3,0,3757
210051545,7,24,30,52,44,18,5,0,0,177,22,57,96,87,81,39,9,0,0,380,320,648,1137,1104,1020,543,62,4,0,4831
211011251,8,25,72,63,45,49,11,0,0,267,8,28,90,94,56,58,8,0,0,338,245,538,1681,1637,1171,871,213,27,0,6382
211011254,7,33,66,58,68,60,24,0,0,317,14,25,84,117,106,74,24,0,0,441,395,762,1688,2139,1833,1275,341,20,0,8465
211011255,6,26,18,27,51,35,13,0,0,174,5,17,26,26,41,37,15,0,0,161,310,439,531,637,983,773,153,13,0,3840
211011256,8,24,64,67,81,79,17,0,0,336,8,31,87,80,68,86,21,0,0,381,387,770,1701,1687,1683,1671,351,19,0,8271
211011257,4,11,20,22,60,39,4,0,0,168,8,23,33,43,60,32,4,3,0,197,301,434,600,846,1138,778,124,18,0,4236
211011258,4,24,27,38,64,41,13,0,0,216,8,26,39,61,57,45,19,0,0,258,350,621,842,1026,1414,1203,258,19,0,5733
211011259,4,26,35,76,56,45,21,0,0,258,13,19,46,80,66,55,18,5,0,306,304,559,1242,1707,1414,1114,380,22,0,6746
211011260,5,34,61,44,75,57,21,3,0,309,12,32,82,107,81,67,26,5,0,410,430,852,1612,1794,1789,1669,541,45,3,8741
211011446,6,44,143,107,93,73,9,6,0,481,6,35,145,145,137,98,27,3,0,603,423,944,3017,2877,2278,1689,473,47,4,11743
211011447,17,21,63,49,61,58,9,3,0,269,8,14,69,89,75,60,12,5,0,333,352,492,1523,1699,1477,1103,309,43,0,6997
211011448,9,38,75,70,81,58,15,0,0,339,14,30,82,96,94,71,8,0,0,392,442,735,1643,1757,1795,1342,334,30,0,8081
211011449,5,3,25,22,25,16,0,0,0,99,5,12,18,23,29,30,7,0,0,120,143,180,425,519,549,389,91,7,0,2316
211021261,11,15,35,55,87,63,19,6,0,290,17,33,49,71,79,68,30,8,0,360,539,808,997,1489,2088,1495,467,79,0,7959
211021262,9,20,16,29,57,40,12,0,0,189,9,17,28,34,55,50,19,3,0,213,412,592,542,809,1460,1160,373,67,5,5416
211031263,10,25,51,60,43,41,13,0,0,247,3,20,70,66,70,52,14,0,0,292,312,564,1325,1445,1302,1086,208,11,3,6255
211031265,5,43,52,74,89,84,14,0,0,370,12,38,70,90,85,72,13,7,5,391,625,978,1501,2014,2345,1960,437,43,0,9898
211031266,8,29,92,80,78,50,19,0,0,361,12,43,132,107,84,47,18,6,0,446,349,797,2558,2425,1819,1173,329,38,0,9488
211031267,18,32,71,75,98,68,25,4,0,391,20,36,100,89,105,60,15,3,0,431,577,884,2169,2629,2399,1604,426,59,6,10757
211031268,4,18,30,36,46,40,13,0,0,183,7,15,32,40,44,29,10,0,0,176,317,422,749,1079,1215,920,275,41,6,5016
211031450,15,37,97,73,69,53,12,0,0,357,6,33,115,95,68,54,18,4,4,397,328,611,2154,1978,1510,1163,334,31,3,8113
211031451,9,21,53,59,56,47,9,7,0,261,8,24,59,57,48,26,19,7,4,251,348,585,1389,1647,1433,1009,282,47,7,6746
211031452,3,13,16,33,20,12,10,0,0,108,5,7,30,29,29,25,6,0,0,128,112,177,543,610,536,389,101,12,0,2487
211041269,9,13,33,33,48,31,0,0,0,164,6,17,55,54,46,40,9,6,5,226,223,410,948,1206,1140,771,187,33,3,4928
211041270,4,25,59,61,69,39,16,3,0,281,4,31,94,95,71,39,11,4,0,349,388,757,1998,2257,1913,1212,345,34,3,8910
211041271,8,20,53,51,53,31,12,3,0,227,5,18,52,61,44,34,7,0,0,218,280,525,1473,1626,1295,763,194,17,3,6176
211041272,8,15,40,35,54,35,10,0,0,193,9,13,31,62,53,30,14,0,0,214,334,383,749,1463,1341,741,212,28,5,5262
211041273,8,19,27,29,47,38,12,3,0,183,0,27,41,55,70,50,14,11,0,260,233,592,890,1045,1250,976,351,55,3,5400
211051274,5,26,48,65,57,47,15,0,0,266,6,10,33,38,55,37,15,4,0,200,284,433,830,1279,1269,964,288,26,0,5368
211051275,13,32,51,70,49,43,23,6,0,296,13,27,53,67,60,44,16,5,0,281,371,572,1286,1374,1240,963,295,37,0,6136
211051276,20,41,56,60,71,71,24,0,0,333,17,14,43,54,62,63,22,3,0,277,403,497,1206,1272,1493,1378,407,53,5,6719
211051277,10,26,60,46,27,38,8,0,0,209,11,21,67,62,53,28,10,0,0,254,238,423,1280,1154,856,745,197,14,0,4908
211051278,20,52,116,85,102,87,22,0,0,478,14,39,91,82,93,79,15,3,0,433,630,975,2167,1969,2173,1735,434,49,4,10140
211051279,6,12,28,22,41,18,14,0,0,142,4,7,24,27,31,23,7,0,0,111,179,227,468,566,757,522,181,18,0,2906
211051280,10,21,27,30,25,30,13,0,0,155,9,10,27,34,24,25,14,0,0,146,217,291,642,792,804,557,164,25,3,3494
211051281,24,47,147,129,111,94,21,3,0,571,30,72,152,156,119,76,22,4,0,630,635,1135,2836,2777,2384,1736,441,50,3,12003
211051282,8,7,29,36,24,31,20,3,0,150,6,12,29,54,49,43,19,8,0,225,268,329,644,1010,1296,1031,385,56,0,5020
211051283,17,21,53,63,48,37,8,3,0,252,12,24,52,47,47,32,13,0,0,233,344,468,1111,1135,1101,888,219,23,0,5289
211051284,9,17,36,47,45,43,13,0,0,209,10,11,30,32,55,39,6,3,0,186,302,395,909,1197,1287,1024,262,17,0,5392
211051285,11,19,49,53,50,44,14,4,0,236,8,17,31,39,53,43,9,0,0,194,249,427,831,792,978,773,228,47,0,4330
211051286,15,38,102,84,80,74,7,0,0,403,23,39,87,64,120,88,35,9,0,463,407,630,1545,1458,1754,1487,456,44,0,7783
212011289,25,32,70,86,94,74,25,4,0,417,17,39,61,97,120,106,27,6,0,474,619,781,1476,2003,2305,1858,493,63,0,9602
212011546,18,47,153,121,92,54,10,0,0,490,12,45,168,146,105,68,16,0,0,575,677,1186,3442,3206,2506,1404,297,28,0,12745
212011547,7,20,62,40,56,47,10,0,0,240,12,15,31,45,70,41,24,9,0,254,322,429,847,905,1116,940,271,51,9,4891
212011548,12,16,79,33,49,37,4,6,0,242,9,17,61,56,61,57,15,11,0,290,315,450,1382,970,934,751,233,56,12,5102
212011549,9,32,142,76,56,35,9,3,0,362,13,36,100,113,56,49,12,0,0,370,327,657,2363,1726,1265,780,197,13,0,7330
212011550,7,14,58,41,19,6,6,0,0,148,8,26,69,55,23,23,8,0,0,214,166,362,1152,1016,614,368,89,10,5,3780
212011551,4,12,33,28,9,13,4,0,0,111,0,18,53,27,40,25,5,0,0,175,126,320,900,539,463,362,71,6,0,2783
212011552,27,48,128,114,85,35,9,0,0,448,30,53,187,215,122,63,16,0,0,692,712,1141,3139,3581,2438,1255,272,14,0,12563
212021293,7,41,71,82,99,80,29,5,0,411,21,41,78,102,93,108,23,3,0,478,679,1060,1935,2316,2613,2096,528,70,6,11307
212021295,0,18,46,47,20,16,3,0,0,165,9,51,109,95,74,55,5,4,0,406,137,437,1401,1078,726,482,99,9,0,4381
212021297,7,18,38,47,37,19,12,0,0,181,11,36,92,57,51,70,16,4,0,332,181,462,1186,1002,801,768,195,19,0,4617
212021299,7,15,20,24,57,48,13,0,0,182,7,33,30,47,63,48,15,4,0,243,300,491,537,662,1012,851,233,34,3,4126
212021453,4,19,34,50,47,42,8,0,0,207,11,33,83,69,53,68,18,3,0,336,242,515,1203,1218,1109,1065,255,16,0,5615
212021454,3,18,57,47,48,42,22,0,0,228,12,39,67,95,56,57,23,0,0,341,237,540,1306,1376,1122,1131,343,20,0,6068
212021455,10,32,57,59,68,47,15,0,0,288,10,38,92,73,68,67,13,0,0,354,327,797,1396,1397,1491,1194,199,10,3,6825
212021456,7,27,77,64,57,48,3,5,0,290,11,39,131,111,88,62,12,4,0,460,240,702,1870,1511,1240,970,217,26,0,6773
212021553,14,42,52,89,73,46,14,0,0,321,15,28,63,145,115,60,8,0,0,439,666,858,1378,2502,2411,1165,211,10,0,9207
212021554,5,16,39,50,41,24,7,0,0,184,4,20,61,80,61,27,7,0,0,277,286,476,1195,1735,1304,624,121,3,0,5748
212031300,6,58,100,88,68,55,11,0,0,378,26,67,189,146,139,109,25,4,0,692,424,1022,2436,2127,1829,1325,327,30,0,9510
212031303,15,40,136,86,56,42,15,3,0,385,15,30,144,107,59,58,18,0,0,436,388,774,2891,2347,1507,1045,252,29,4,9240
212031304,15,41,131,107,53,35,12,0,0,385,27,67,205,174,106,62,6,0,0,648,389,878,3185,3193,1682,953,170,9,0,10469
212031306,5,10,69,110,60,23,11,0,0,287,12,62,130,163,135,71,17,0,0,593,357,765,1868,2800,1954,923,173,3,0,8847
212031308,7,17,37,32,41,39,5,0,0,180,5,13,34,46,46,55,9,0,0,212,257,360,766,802,918,800,205,22,0,4139
212031457,12,29,60,44,85,52,9,0,0,283,15,31,58,86,88,59,10,0,0,349,561,816,970,1309,1828,1093,182,18,0,6771
212031458,14,36,84,73,66,34,0,0,0,305,23,56,109,117,119,67,13,0,0,509,478,886,1634,1754,1803,1136,184,11,0,7892
212031555,7,16,43,66,33,6,4,0,0,161,10,20,74,75,44,22,0,0,0,248,213,385,1233,1904,1004,372,63,3,0,5187
212031556,5,32,108,58,43,9,5,0,0,262,13,29,159,130,41,23,5,0,0,397,212,645,2812,2574,957,358,59,0,0,7620
212031557,18,35,98,107,57,28,4,0,0,348,23,65,163,207,104,51,13,0,0,617,500,1012,2732,3636,1904,785,137,15,0,10730
212031558,0,28,75,54,29,15,0,0,0,202,9,32,113,91,36,26,0,0,0,318,199,597,1972,1875,788,371,46,9,0,5848
212031559,3,20,42,60,34,23,0,0,0,177,16,24,83,105,53,28,0,0,0,310,307,545,1338,2122,1242,430,76,0,0,6066
212031560,0,27,53,57,40,35,7,0,0,214,8,27,96,66,61,51,11,0,0,326,263,553,1269,1276,1140,843,130,5,0,5480
212031561,9,20,67,30,37,34,14,0,0,208,12,59,116,98,78,67,11,0,0,440,228,627,1370,1120,1093,901,137,3,0,5477
212031562,3,30,67,65,49,38,10,0,0,256,13,40,112,104,101,70,16,0,0,464,205,664,1405,1274,1051,837,183,7,0,5626
212041309,8,21,35,48,55,35,8,0,0,211,9,31,81,65,59,50,16,5,0,306,187,468,1069,1239,1056,918,278,24,0,5236
212041310,5,20,91,60,65,27,6,0,0,277,12,37,182,89,68,49,13,0,0,451,197,735,2328,1390,1033,651,174,11,0,6516
212041312,8,34,78,92,79,61,14,0,0,373,13,66,186,146,127,99,22,3,0,663,370,872,2351,2142,1821,1342,382,29,0,9310
212041313,9,9,25,44,66,50,14,5,0,230,4,12,38,37,53,56,13,5,0,209,321,424,705,1121,1325,996,310,45,6,5259
212041316,4,16,37,30,37,21,11,0,0,156,7,14,67,44,50,31,12,0,0,220,114,319,758,725,672,457,130,5,0,3177
212041317,3,59,129,118,100,39,14,0,0,467,12,91,308,208,159,137,29,3,0,947,253,1103,3174,1984,1531,1085,263,18,0,9421
212041318,3,30,64,86,61,31,11,0,0,291,11,42,114,127,92,99,21,0,0,521,203,614,1399,1200,1035,814,181,16,0,5459
212041459,0,21,74,56,45,28,7,0,0,234,7,54,154,111,85,47,0,0,3,468,116,619,2033,1440,833,639,157,9,0,5851
212041460,12,41,122,91,88,51,16,0,0,418,21,92,253,186,155,96,22,5,0,831,293,971,2549,1825,1424,1039,260,26,3,8398
212041563,4,25,97,84,42,41,7,3,0,307,18,81,259,178,106,68,11,4,0,726,222,889,2760,1949,1219,896,199,24,3,8158
212041564,0,6,35,40,16,10,0,0,0,107,4,44,117,90,66,22,12,0,0,363,105,412,1088,902,531,325,78,10,0,3452
212041565,4,25,71,69,64,47,12,0,0,285,12,44,163,126,113,84,30,6,0,587,251,617,1556,1416,1289,1009,284,31,0,6454
212041566,7,23,51,81,79,44,13,0,0,306,17,38,104,129,93,74,14,0,0,481,330,735,1819,2309,1701,934,189,13,0,8026
212051319,7,33,74,67,56,37,26,3,0,306,12,24,147,114,72,55,19,5,0,452,337,982,2776,2414,1922,1192,347,36,3,10010
212051321,11,31,33,58,74,56,24,0,0,279,14,37,111,113,109,68,17,9,0,472,426,1000,1643,2290,2213,1546,471,74,3,9664
212051322,8,27,64,57,54,50,11,9,0,271,22,42,122,110,99,59,12,4,0,484,350,962,2094,2282,1974,1509,393,52,8,9622
212051323,4,27,51,36,51,40,15,9,0,235,18,25,64,98,79,56,13,0,0,354,375,758,1458,1769,1714,1294,315,45,5,7724
212051324,8,16,61,54,70,40,13,0,0,256,11,31,106,111,97,49,15,6,5,428,403,880,1934,2179,2107,1385,346,50,14,9297
212051325,3,24,65,74,85,79,23,5,0,357,7,35,136,132,120,69,28,7,0,543,355,761,2176,2366,2027,1311,419,53,0,9479
212051326,14,33,97,85,103,58,15,5,0,406,10,49,173,123,100,67,22,6,3,544,443,1270,3320,2732,2413,1566,360,35,4,12138
212051327,8,27,47,65,79,57,32,0,0,310,14,27,75,90,95,72,31,22,0,423,454,823,1414,1889,2147,1518,594,130,12,8980
212051567,9,20,41,22,7,4,0,0,0,107,12,58,109,31,20,4,3,5,0,240,334,1152,1784,656,309,223,51,13,0,4520
212051568,0,31,65,40,33,18,3,3,0,196,3,67,181,67,44,37,14,0,0,409,157,1177,2676,1179,697,448,104,16,0,6450
213011328,0,12,34,26,23,11,3,0,0,114,4,27,81,51,42,28,4,0,0,240,89,306,1133,881,546,342,82,4,0,3388
213011329,0,17,39,50,64,25,8,0,0,210,19,30,79,65,84,47,17,0,0,333,215,494,961,1056,1140,699,129,0,0,4701
213011331,4,15,48,25,32,25,6,0,0,150,4,20,51,42,61,38,4,0,0,232,174,367,879,634,765,647,116,4,0,3589
213011332,4,13,60,46,50,54,9,0,0,249,4,25,61,53,58,39,16,0,0,253,230,532,1326,1151,1067,1026,318,25,0,5672
213011333,10,23,73,59,49,27,9,0,0,247,14,52,103,104,101,75,8,0,0,453,198,508,1288,1109,951,779,178,19,0,5039
213011334,9,43,129,93,60,36,9,0,0,380,13,82,194,158,123,81,16,0,0,668,211,939,2405,1546,1224,890,201,13,0,7440
213011335,4,36,102,82,60,30,9,0,0,329,8,49,161,117,103,78,16,0,0,534,195,828,1942,1322,1151,781,164,10,0,6387
213011336,0,20,35,33,20,18,0,0,0,141,8,30,78,55,53,35,4,0,0,272,99,465,1387,1086,764,485,99,13,0,4414
213011337,0,15,79,61,58,32,14,0,0,250,6,35,134,87,66,60,9,4,0,394,189,561,1435,1005,930,688,149,7,0,4961
213011338,5,23,82,72,50,36,12,3,0,290,15,56,193,105,100,68,12,5,0,550,270,762,2131,1758,1408,955,199,20,0,7498
213011339,10,25,54,44,47,23,5,0,0,204,14,37,90,48,48,34,10,0,0,291,302,660,1392,1093,1246,870,135,5,0,5704
213011340,9,25,51,34,89,89,17,3,0,313,18,54,83,64,78,105,26,0,0,434,540,989,1535,1250,2097,2077,419,22,0,8929
213011569,0,32,93,75,44,37,11,0,0,296,14,56,175,121,97,74,19,0,0,559,245,659,2032,1844,1299,878,218,16,0,7191
213011570,0,7,44,43,27,12,4,0,0,133,3,17,69,73,46,23,0,0,0,232,174,286,874,1415,840,358,57,4,0,4012
213021341,4,16,35,64,40,36,11,0,0,208,6,19,61,70,64,30,16,4,0,264,261,398,1270,1832,1639,1031,245,31,3,6710
213021342,11,30,75,76,79,63,12,0,0,334,16,27,108,80,77,63,15,0,0,388,351,655,1959,2038,1791,1499,305,22,0,8617
