SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
210011228,4,16,17,18,20,9,7,88,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,5,23,30,31,31,44,24,14,193,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,24,32,33,32,38,24,14,200,7,18,4,5,3,3,0,55,0,0,0,3,0,0,0,3,32,56,41,42,51,28,19,261
210011230,10,15,10,14,18,17,7,81,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,21,24,25,38,45,40,17,211,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,21,24,25,38,45,40,17,213,16,7,9,4,3,3,3,49,0,0,0,0,0,0,0,0,34,37,37,39,48,43,19,260
210011231,9,11,8,11,12,11,8,64,0,0,0,9,3,3,0,22,0,0,0,0,0,0,0,0,17,35,38,36,49,35,17,233,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,17,35,44,39,48,40,17,236,8,11,7,4,6,4,0,41,0,0,0,0,0,0,0,3,22,41,53,40,59,44,24,279
210011533,14,19,18,21,24,13,4,117,8,0,0,3,3,0,3,14,0,0,0,0,0,0,0,0,33,50,45,34,63,29,19,274,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,10,3,4,5,0,0,0,0,12,34,57,45,35,61,33,21,285,20,25,12,8,10,9,8,95,0,0,0,0,0,0,0,0,51,76,57,43,75,42,27,375
210011534,11,37,32,21,29,16,3,145,0,4,0,0,0,0,0,11,0,0,0,0,4,0,0,8,16,87,63,56,67,43,30,370,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,11,21,91,63,54,70,48,26,383,23,35,17,13,12,14,5,121,0,0,0,0,4,0,0,3,49,125,83,70,86,62,29,505
210021232,26,51,31,28,33,13,3,182,4,10,0,4,5,0,0,19,0,0,0,0,0,0,0,0,35,91,73,71,81,32,15,403,4,0,0,0,0,0,0,6,0,0,0,0,0,3,0,9,4,0,0,0,0,3,0,12,39,97,78,75,81,37,19,414,18,13,8,6,7,0,3,57,0,5,0,0,0,0,0,6,53,106,88,80,95,35,22,480
210021233,4,9,3,4,8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,14,14,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,14,14,11,0,65,0,5,4,0,3,4,0,18,0,0,0,0,0,0,0,0,11,17,15,15,22,7,4,83
210021234,3,10,6,11,14,3,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,21,18,13,34,16,0,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,6,25,18,13,34,16,0,117,9,4,4,3,0,0,0,25,6,0,0,0,0,0,0,6,22,27,22,19,37,16,0,143
210021235,11,35,27,20,20,6,0,118,9,8,0,0,0,0,0,11,0,0,0,0,5,0,0,6,21,66,45,28,55,15,3,231,0,4,3,0,0,0,4,9,5,9,0,0,0,0,0,9,0,5,0,0,0,0,4,20,23,75,50,32,55,15,9,254,47,47,16,10,10,6,4,135,0,0,0,0,0,0,0,0,65,117,69,44,66,21,5,392
210031236,11,18,17,13,13,7,5,85,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,22,35,38,25,38,22,9,192,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,9,0,5,5,0,0,0,0,14,22,39,46,25,38,22,13,203,13,18,6,9,11,7,4,65,0,4,0,0,0,0,0,5,40,62,52,35,45,29,14,274
210031237,10,21,14,17,17,13,3,103,0,0,5,0,0,0,0,8,0,5,0,0,0,0,0,3,14,36,35,34,40,23,9,186,0,0,0,0,0,0,0,4,0,10,7,12,0,3,0,36,6,14,7,12,5,4,0,36,17,49,44,43,42,29,9,232,31,51,32,33,28,12,4,194,4,3,0,0,0,0,0,10,54,99,72,77,78,40,20,433
210031439,3,9,0,6,6,0,0,26,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,20,8,10,17,15,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,8,10,17,15,6,85,6,10,5,0,0,0,0,22,0,0,0,0,0,0,0,0,12,31,18,17,19,16,6,105
210031440,8,15,14,4,10,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,34,19,13,21,9,7,122,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,12,3,9,0,4,0,0,0,17,13,44,24,16,28,10,7,140,23,34,10,5,9,7,4,97,0,0,0,0,0,0,0,4,41,79,31,24,35,19,11,240
210031535,14,18,18,21,19,8,3,101,4,0,6,5,6,0,0,17,0,0,0,0,0,0,0,4,31,41,36,30,44,27,15,229,4,5,5,3,8,5,0,26,6,8,3,0,0,5,0,24,8,17,9,5,3,3,0,55,37,58,47,39,52,27,16,283,62,55,29,26,40,19,7,228,0,0,0,0,0,0,0,4,101,109,75,68,94,44,23,515
210031536,13,14,5,11,11,4,0,66,4,5,0,0,0,0,0,20,0,0,0,0,0,0,0,3,30,38,25,22,36,21,14,180,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,38,22,23,38,21,14,180,22,24,16,8,21,15,4,108,0,0,0,0,0,0,0,4,52,60,38,29,53,35,13,293
210031537,5,17,10,11,6,4,3,66,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,13,28,26,18,31,15,19,161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,5,0,0,0,0,10,13,36,29,12,31,24,19,172,8,14,3,10,8,4,3,56,0,0,0,0,0,0,0,0,25,47,37,23,40,21,25,226
210031538,18,34,35,17,24,16,10,153,0,5,0,4,4,5,4,19,4,3,0,0,0,0,0,12,39,93,79,47,80,47,20,402,0,0,0,0,5,0,0,8,8,7,6,3,0,3,0,25,3,7,6,3,3,4,0,31,44,101,83,46,81,51,24,430,23,31,23,17,20,14,7,128,0,0,0,0,0,0,0,0,72,133,105,60,104,61,30,560
210041240,16,44,30,13,28,9,4,149,4,3,0,0,5,0,0,18,0,0,0,0,0,0,0,4,31,75,63,46,69,39,18,336,3,3,0,3,0,0,0,14,0,3,0,0,0,0,0,7,7,7,0,3,0,0,0,19,36,82,68,47,70,37,18,354,42,61,26,15,26,3,0,173,0,0,0,0,0,0,0,4,80,143,93,63,99,43,22,533
210041539,11,15,7,8,5,4,0,51,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,19,41,17,29,24,11,0,140,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,9,6,6,0,0,0,0,0,9,24,46,20,29,19,11,0,153,15,15,8,6,7,0,0,53,0,0,0,0,0,0,0,0,37,57,30,33,31,11,5,204
210041540,30,47,39,40,36,6,5,213,4,7,3,3,0,0,0,24,8,6,6,0,0,0,0,20,74,123,98,68,91,32,18,507,0,5,0,0,0,0,0,8,6,7,3,0,0,0,0,19,9,9,6,0,3,0,0,30,81,132,98,70,93,33,23,538,35,40,25,18,26,5,4,150,0,0,0,0,0,0,0,7,115,175,126,88,112,45,27,698
210041541,26,48,31,20,27,7,0,152,4,5,5,3,0,3,0,18,0,0,3,0,0,0,0,4,49,87,67,34,79,25,17,358,0,3,0,0,0,4,0,7,0,3,0,5,0,0,0,10,0,5,5,3,0,4,0,14,51,91,66,44,80,31,14,378,25,43,25,6,18,6,4,129,0,0,0,0,0,0,0,0,78,131,97,51,99,30,23,501
210051242,28,27,22,10,14,10,3,116,3,3,0,0,5,0,0,14,0,0,0,0,0,0,0,8,37,52,43,18,45,21,7,216,7,3,4,0,5,4,0,18,0,9,3,0,9,0,0,24,9,9,10,3,12,5,0,44,45,57,47,23,54,23,9,259,101,104,83,64,73,28,13,471,0,8,3,3,0,0,0,16,146,170,132,85,132,52,20,741
210051243,19,43,22,14,33,13,10,156,4,3,0,4,5,0,0,15,7,3,5,0,0,0,0,15,36,76,45,33,60,35,20,300,3,3,0,0,3,0,0,11,5,7,3,0,4,5,8,24,10,12,3,3,7,3,8,41,37,89,48,39,67,43,20,338,95,113,67,54,74,34,18,452,8,7,0,0,0,0,0,16,140,212,114,93,141,72,43,811
210051245,21,47,41,27,41,5,11,196,3,5,3,4,4,7,0,20,0,0,0,0,0,0,0,3,49,98,75,62,103,37,30,458,3,0,0,7,8,3,0,20,6,8,3,0,8,4,0,35,8,11,9,6,14,0,0,52,58,106,79,70,120,43,34,509,43,54,52,33,36,25,5,239,0,5,0,0,0,0,0,0,101,160,128,102,158,65,42,753
210051246,21,44,30,32,34,27,11,203,9,7,4,4,5,6,0,34,0,0,4,0,0,0,0,4,46,92,70,73,75,66,40,463,4,10,0,6,4,0,0,16,0,5,0,5,0,0,0,21,4,12,5,5,3,0,0,37,51,107,69,78,78,69,41,497,45,54,39,17,42,18,14,231,0,0,0,0,0,0,0,4,97,158,117,96,119,86,52,728
210051247,14,32,24,12,26,16,11,131,7,0,3,0,6,0,0,11,0,6,8,0,0,0,3,25,32,64,48,36,47,35,20,279,0,0,0,3,3,0,0,13,0,10,10,8,0,3,0,24,4,12,6,11,3,3,0,45,34,75,59,43,48,38,19,318,122,148,82,77,86,40,31,592,0,0,0,0,0,0,0,9,159,225,139,124,132,81,54,916
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
210051250,11,11,17,8,12,5,3,64,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,29,33,33,31,31,14,10,181,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,29,34,38,34,31,16,13,188,15,18,17,8,7,7,9,76,0,0,0,0,0,0,0,0,45,55,49,36,35,19,17,264
210051441,13,29,21,14,30,7,9,122,0,0,6,0,4,0,0,7,0,0,0,0,0,0,0,0,24,53,38,21,47,11,11,213,0,3,9,0,6,0,0,15,3,0,0,0,3,0,0,5,0,5,9,0,5,0,0,20,28,56,44,28,57,11,11,235,45,54,34,25,19,6,6,188,0,0,0,0,0,0,0,7,77,111,78,47,78,21,16,425
210051442,15,41,23,15,16,13,0,128,6,0,0,0,3,0,0,7,4,4,0,0,0,0,0,5,33,74,47,43,48,40,18,294,5,5,5,3,4,0,0,22,0,8,4,4,0,0,0,20,4,12,11,6,3,4,0,39,39,83,55,45,56,39,17,332,52,54,31,16,26,18,6,195,5,0,0,0,0,0,0,4,89,140,85,63,77,56,25,536
210051443,25,50,42,26,24,22,10,197,0,3,3,5,5,3,5,32,3,4,7,3,4,0,0,17,52,92,79,50,78,48,32,431,3,9,7,0,0,3,3,15,3,12,5,4,0,3,5,29,10,18,13,0,0,5,5,49,59,110,86,51,77,48,36,476,93,120,53,48,51,35,16,409,3,6,4,0,0,0,0,16,160,237,139,98,132,85,48,904
210051445,46,56,26,16,21,11,6,191,12,9,3,5,7,4,0,41,5,5,0,0,0,0,0,12,94,126,77,52,54,28,14,444,0,3,3,0,4,0,0,15,3,12,10,4,0,0,0,30,7,17,13,4,4,0,0,45,102,146,83,57,61,28,15,488,119,120,58,27,32,26,7,387,0,3,0,4,0,0,0,9,220,270,138,80,91,56,23,887
210051542,11,21,6,6,9,4,4,62,3,6,5,0,0,0,0,8,0,0,0,0,0,0,0,0,22,57,32,25,25,18,6,183,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,16,22,59,35,26,28,18,9,195,49,39,26,19,16,7,4,159,0,0,0,0,0,0,0,0,69,102,58,44,40,26,11,357
210051543,17,30,21,17,24,0,3,123,0,10,0,3,0,0,0,12,0,0,0,0,0,0,0,0,37,74,46,37,50,19,10,263,0,11,8,0,0,0,0,20,0,8,4,0,3,0,0,21,0,18,8,0,8,4,0,43,37,92,53,37,53,22,10,305,51,46,25,24,35,16,11,204,0,9,0,0,0,0,0,8,89,146,78,63,88,29,20,517
210051544,5,16,6,14,22,20,4,85,0,0,3,4,0,0,0,9,0,0,0,0,4,0,0,5,17,37,22,19,42,30,15,173,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,13,17,42,17,19,38,30,15,184,50,68,43,23,42,18,11,258,0,0,0,0,0,0,0,6,64,109,64,48,85,52,29,453
210051545,19,31,24,18,21,20,6,129,6,7,0,0,5,0,0,17,0,0,0,3,3,6,0,14,35,50,37,30,49,32,16,259,0,0,0,4,0,0,0,10,0,9,4,3,5,3,0,27,0,7,4,0,14,3,3,35,40,51,42,42,61,43,13,293,70,85,51,33,42,25,12,325,0,8,4,0,0,0,0,19,110,145,100,74,109,68,31,635
211011251,23,34,19,23,29,16,8,154,8,6,6,3,0,0,0,17,0,0,0,0,0,0,0,6,42,73,52,50,75,37,18,349,0,3,0,0,0,0,0,3,6,0,6,0,3,0,0,13,5,9,3,0,3,0,0,18,45,77,51,54,74,37,18,368,37,37,26,13,23,12,8,156,0,0,0,0,0,0,0,3,82,113,82,70,104,49,28,522
211011254,22,47,25,25,30,16,11,170,0,7,0,0,9,0,0,21,0,0,0,0,4,0,0,10,29,99,73,64,95,48,25,424,0,0,0,0,0,0,0,0,8,5,5,3,0,0,0,21,8,5,5,3,3,0,0,21,33,105,75,62,98,49,27,452,33,40,17,13,25,16,7,145,5,0,0,0,0,0,0,5,68,146,89,73,128,58,37,600
211011255,6,10,12,9,4,6,6,51,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,20,23,16,26,9,6,111,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,17,20,26,14,25,14,6,118,11,15,7,3,6,9,0,50,0,0,0,0,0,0,0,0,29,34,30,16,32,24,12,171
211011256,20,23,12,16,37,19,9,135,6,3,0,0,0,0,4,11,0,0,0,0,0,0,0,4,34,58,50,49,73,36,19,319,0,4,0,0,6,6,0,13,4,4,0,3,0,0,0,18,4,14,4,0,6,6,0,34,37,67,50,57,78,40,18,354,22,27,9,13,15,9,4,101,0,0,0,0,0,0,0,0,57,95,64,69,94,43,27,449
211011257,12,9,11,11,6,8,3,58,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,22,27,21,41,26,14,174,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,18,23,32,21,43,26,20,179,7,9,9,7,4,0,0,38,3,6,0,0,0,0,0,5,26,31,39,33,49,24,21,219
211011258,8,21,13,17,18,6,9,91,0,0,0,4,3,3,0,14,0,0,0,0,0,3,0,3,15,32,44,35,48,26,18,224,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,9,4,3,0,0,0,5,0,12,17,37,44,35,48,27,23,230,18,18,8,9,9,0,7,50,0,0,0,0,0,0,0,0,34,54,48,40,57,27,25,285
211011259,8,34,25,19,18,11,7,125,0,5,0,0,0,0,0,11,0,6,3,0,0,0,0,5,32,67,65,46,60,43,25,336,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,12,34,75,62,46,64,43,28,349,32,39,16,15,26,4,0,131,0,0,0,0,0,0,0,0,62,113,80,55,87,49,33,480
211011260,12,17,27,15,21,31,15,140,0,4,6,4,10,0,0,21,0,4,0,0,4,0,0,6,28,56,63,43,71,62,29,349,0,0,3,0,0,0,0,8,5,3,0,3,7,3,0,23,5,5,4,3,7,3,0,26,31,60,67,44,81,67,30,379,38,29,31,16,25,11,7,160,0,3,0,0,0,0,0,4,71,93,99,60,106,71,40,540
211011446,37,82,58,39,48,27,13,301,7,6,9,3,5,4,0,30,0,0,4,0,0,0,0,4,55,133,129,85,122,60,44,636,0,0,7,0,4,0,0,22,0,4,0,0,0,0,0,11,0,12,10,0,6,0,0,35,60,147,134,87,128,60,44,663,88,89,42,44,37,11,9,309,0,0,0,0,0,0,0,3,149,232,179,131,166,72,47,980
211011447,26,52,36,29,38,20,5,199,9,4,7,4,6,0,0,21,3,0,0,0,0,0,0,6,47,89,59,49,87,39,28,400,0,7,5,0,0,0,0,18,5,5,5,0,5,3,0,14,3,16,10,3,3,3,0,34,53,109,64,49,94,44,27,438,29,43,20,15,26,11,14,155,0,0,0,0,0,0,0,0,83,154,88,64,120,50,38,588
211011448,29,42,35,19,42,15,11,197,6,3,5,0,0,0,4,19,0,3,0,0,0,0,0,7,46,88,73,59,103,50,27,443,5,3,4,0,0,0,0,11,0,6,3,0,0,0,0,12,5,9,10,0,3,0,0,26,51,100,83,56,99,54,27,469,25,36,21,11,17,6,5,123,0,0,0,3,0,0,0,3,75,130,103,77,118,56,36,596
211011449,6,22,9,7,3,4,0,55,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,27,14,16,26,15,4,111,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,9,34,18,16,26,15,4,114,7,17,3,0,3,0,0,33,0,0,0,0,0,0,0,0,15,48,17,16,28,15,4,150
211021261,11,25,28,21,24,6,8,125,3,0,0,0,0,0,0,10,0,0,5,0,0,0,0,8,15,55,60,49,69,45,23,315,0,0,0,0,0,4,0,6,0,4,0,0,0,3,0,11,0,4,0,0,0,3,0,12,22,55,62,50,69,49,22,333,9,12,16,12,16,11,11,88,0,0,0,0,0,0,0,4,28,70,79,58,88,64,30,419
211021262,0,16,9,6,19,7,3,62,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,8,29,31,27,46,29,11,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,29,36,25,47,28,11,181,8,6,8,6,8,4,5,39,0,0,0,0,0,0,0,0,9,38,40,29,55,30,15,220
211031263,23,31,16,18,30,11,0,132,0,0,0,0,4,0,0,13,0,0,0,4,0,0,0,6,36,65,58,41,66,24,5,297,0,0,5,0,5,0,0,9,0,0,0,0,0,0,0,3,0,5,4,0,5,0,0,11,36,67,58,47,69,24,5,305,34,33,20,15,15,7,5,133,0,0,0,0,0,0,0,0,72,104,81,57,87,37,11,445
211031265,16,54,45,21,35,22,18,216,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,30,97,90,50,98,59,32,457,0,3,0,0,0,0,0,5,0,0,0,5,10,0,0,13,0,3,0,4,6,0,0,15,31,104,92,53,105,59,32,474,22,44,14,11,30,10,12,143,0,0,0,0,0,0,0,0,54,145,105,67,132,68,39,611
211031266,29,51,36,24,48,37,12,231,6,4,0,0,6,0,0,12,0,3,0,0,5,0,0,8,48,104,83,54,102,72,32,505,0,5,0,0,7,0,3,17,7,3,4,4,5,0,0,15,10,3,4,4,10,0,3,34,58,106,89,56,115,74,34,538,30,45,28,24,32,9,10,177,0,0,0,0,0,0,0,3,89,147,114,83,146,89,45,710
211031267,18,59,40,16,35,26,13,204,4,0,0,5,6,5,0,15,0,0,0,0,0,0,0,3,36,117,82,58,93,70,35,496,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,10,0,0,5,0,4,0,6,16,36,121,85,61,95,73,37,508,33,41,26,24,14,11,8,164,4,6,0,0,0,0,0,3,70,163,116,86,112,82,45,676
211031268,3,18,13,10,15,12,10,74,5,4,0,0,3,3,0,13,0,0,0,0,0,0,0,4,6,36,39,25,49,29,14,209,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,10,8,40,41,26,50,34,14,215,8,8,9,3,4,5,0,41,0,0,0,0,0,0,0,5,14,52,42,30,56,37,14,258
211031450,24,66,38,33,31,17,8,203,6,8,6,8,8,0,0,28,7,0,0,0,0,0,0,14,52,111,76,76,85,49,23,467,0,0,0,0,0,0,0,5,0,3,0,3,9,0,0,17,3,11,0,3,7,0,0,24,52,119,80,77,89,46,26,483,42,41,21,19,16,8,3,149,0,0,0,0,0,0,0,3,97,161,101,94,106,57,24,642
211031451,22,54,39,27,26,15,10,196,0,4,3,3,5,3,0,18,0,0,0,0,0,0,0,0,33,96,76,65,85,44,25,427,0,0,0,3,0,0,0,7,3,0,0,4,0,0,0,8,3,3,0,5,0,0,0,14,33,101,78,69,82,48,25,438,26,27,15,16,17,7,6,107,0,0,0,0,0,0,0,3,65,126,94,82,96,55,30,548
211031452,10,22,12,15,11,6,0,75,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,14,40,25,27,18,20,8,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,40,29,30,18,20,8,157,4,8,6,3,7,0,0,30,0,0,0,0,0,0,0,0,22,52,33,33,23,14,3,190
211041269,5,18,14,11,19,15,12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,39,36,33,53,45,24,240,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,8,0,3,0,0,3,3,0,15,15,44,38,33,56,41,25,246,13,23,10,9,17,9,12,95,0,0,0,0,0,0,0,0,24,69,52,40,74,58,33,341
211041270,7,36,22,11,26,14,10,125,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,26,68,41,31,67,48,30,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,26,68,41,30,71,44,30,311,23,31,13,5,14,18,12,114,0,0,0,0,0,0,0,3,41,95,59,39,86,64,43,427
211041271,13,25,18,18,21,16,9,123,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,29,52,45,30,44,30,20,256,0,0,0,0,0,4,0,7,0,0,0,0,0,5,0,6,0,0,0,0,7,3,0,14,29,52,45,34,54,38,20,269,8,14,7,13,8,7,3,62,0,0,0,0,0,0,0,0,41,64,50,37,63,48,24,335
211041272,8,15,27,14,21,10,8,105,0,5,0,0,5,0,0,4,0,3,0,0,0,0,0,3,13,36,56,29,59,39,21,251,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,6,0,0,0,13,13,38,57,31,60,40,21,262,14,32,17,14,27,15,3,121,0,0,0,0,0,0,0,5,29,70,81,52,85,50,22,386
211041273,8,15,19,9,20,5,4,80,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,15,45,39,38,52,35,23,245,0,0,0,0,0,3,3,8,0,3,7,0,0,0,0,6,0,4,5,0,0,3,3,15,17,48,44,38,53,38,28,264,11,11,13,4,20,13,5,85,0,0,0,0,0,0,0,0,31,66,53,46,72,56,30,345
211051274,10,27,34,8,27,7,4,129,4,0,5,3,3,6,0,16,0,0,3,0,0,0,0,3,26,38,56,43,68,24,13,267,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,3,26,45,58,45,68,24,13,269,10,12,21,5,16,5,3,71,0,0,0,0,0,0,0,0,33,54,75,49,88,32,17,346
211051275,7,23,16,11,28,12,4,106,6,5,3,7,0,0,0,22,0,4,5,0,6,0,0,18,23,65,48,44,73,28,14,286,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,13,23,66,46,49,74,29,14,296,29,48,24,12,24,8,0,142,0,0,0,0,0,0,0,0,53,115,67,61,97,38,16,438
211051276,22,46,43,30,32,13,3,183,0,0,5,5,7,7,0,15,4,0,0,0,0,0,0,5,41,76,62,53,67,30,8,336,0,5,0,4,4,0,0,10,0,0,0,0,4,0,0,14,0,5,0,4,3,0,0,20,41,77,63,60,74,31,8,355,30,44,22,16,13,8,3,135,0,0,0,0,0,0,0,4,67,124,86,74,86,40,17,491
211051277,13,45,28,20,27,5,3,149,4,6,0,4,5,0,0,24,0,0,0,0,0,0,0,7,34,83,53,46,62,22,16,312,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,7,5,3,3,4,0,0,0,17,38,86,56,53,62,22,16,330,31,33,20,8,12,6,0,116,0,0,0,0,0,0,0,0,67,121,78,60,79,29,16,446
211051278,22,75,57,35,53,20,9,271,3,3,0,0,0,0,0,9,0,0,3,0,3,0,0,3,43,100,107,75,121,42,19,509,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,8,0,3,3,5,7,0,0,10,42,103,108,80,128,43,19,527,38,59,28,34,22,13,4,201,0,0,0,0,0,0,0,0,84,160,142,114,149,53,18,726
