SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
201021009,0,3,10,3,11,14,3,47,0,105,0,0,0,0,0,7,0,17,0,35,0,4,0,6,33,37,16,29,0,131,0,0,0,0,6,4,3,15,0,35,19,17,14,15,79,142,30,75,16,404,0,5,0,0,6,18,7,8,0,52,8,18,5,3,12,23,0,4,0,71,10,31,12,3,8,5,0,0,0,78,5,10,10,12,12,41,18,52,3,156,0,3,0,0,0,9,0,0,0,20,0,0,0,0,3,10,3,7,0,21,0,4,3,0,10,5,0,0,0,27,0,5,9,3,11,13,8,20,0,69,3,8,6,4,3,4,3,4,0,39,10,5,5,4,40,44,5,19,0,138,0,5,10,0,18,14,5,11,0,58,0,11,4,9,6,11,0,9,0,54,3,0,3,5,6,0,3,0,0,31,4,5,5,5,15,17,11,13,0,76,8,3,0,4,4,21,7,12,19,84
201021010,5,17,11,10,28,51,17,113,5,262,0,0,0,0,0,0,0,6,0,14,7,7,12,7,41,44,24,35,0,171,0,0,0,0,6,3,0,0,0,19,14,18,14,19,44,100,27,59,5,307,0,0,9,0,12,10,6,7,0,49,3,31,14,9,18,23,0,14,8,123,6,19,7,5,8,8,3,9,0,67,9,13,9,3,17,21,7,34,0,108,0,0,0,3,0,4,0,4,0,20,0,0,0,0,7,5,3,3,0,18,0,6,0,0,0,3,0,5,0,14,5,7,10,12,4,24,8,18,0,80,3,6,6,8,3,11,0,6,3,49,6,3,0,4,30,31,9,7,0,90,7,4,12,4,18,16,3,10,5,73,9,12,12,13,24,12,5,6,4,79,4,7,4,7,17,4,0,4,0,44,3,5,3,4,17,28,12,14,0,94,6,16,3,3,14,25,7,8,12,89
201021011,7,20,23,18,20,38,22,66,7,208,0,0,0,0,0,0,7,7,0,10,6,23,6,8,38,36,19,33,0,165,0,0,0,0,10,9,0,3,0,31,11,27,29,22,53,111,32,52,8,346,3,4,7,3,12,19,3,11,0,59,4,34,22,5,12,26,7,10,0,126,26,63,29,14,24,23,5,42,3,232,11,7,8,12,13,22,10,28,3,116,0,8,0,0,8,9,5,11,0,41,0,6,5,8,8,10,4,14,0,54,0,5,0,5,5,7,0,4,0,24,0,27,31,21,24,48,16,41,4,207,9,24,14,6,4,9,6,12,0,85,6,5,9,9,44,33,13,23,3,141,0,19,12,10,24,24,6,12,0,114,13,26,29,19,22,17,8,17,4,154,0,12,7,0,14,10,0,3,0,55,4,14,10,4,13,3,0,10,4,56,14,11,10,4,13,17,7,18,15,103
201021012,6,12,18,18,22,41,12,103,4,239,0,3,0,0,0,6,6,19,3,31,3,11,3,9,30,27,21,18,3,112,0,0,0,0,9,10,3,3,3,36,13,19,27,16,50,130,46,85,8,382,0,0,0,0,8,14,7,5,0,45,3,17,7,11,14,20,6,6,0,78,8,26,5,0,3,0,0,5,0,50,5,10,6,3,23,24,11,33,0,118,3,3,0,0,9,0,0,0,0,16,0,0,0,0,3,8,3,6,0,19,0,0,0,0,5,3,0,0,0,9,3,3,8,9,12,26,12,15,0,87,0,9,4,4,10,13,0,8,0,46,17,0,0,4,23,37,4,15,0,94,6,11,7,0,16,21,9,10,0,75,11,5,10,3,12,13,3,8,0,52,0,7,3,5,3,6,3,9,0,38,0,9,3,5,11,21,3,16,0,66,5,10,8,8,17,16,7,18,19,90
201031013,8,12,4,10,27,40,13,80,4,192,0,0,0,0,0,0,0,6,0,9,6,4,9,6,26,24,8,16,0,100,0,0,0,0,0,0,0,0,0,4,10,3,7,5,13,28,7,12,0,87,0,0,0,5,7,4,0,0,0,19,0,8,8,4,8,10,5,5,0,44,3,7,6,0,0,0,0,3,0,26,3,3,6,0,6,8,3,19,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,23,0,3,4,0,0,0,0,0,0,10,0,0,0,3,13,7,0,5,0,39,0,9,0,0,0,0,4,5,0,23,3,8,8,0,0,9,0,3,0,33,0,0,3,0,0,0,5,3,0,9,0,0,3,0,5,12,0,8,0,27,6,0,0,0,7,4,7,5,12,38
201031014,9,14,11,8,21,40,9,110,9,221,4,0,0,0,0,7,0,10,0,19,0,8,0,3,15,23,9,12,0,76,3,0,0,0,0,0,0,4,0,10,9,11,5,10,29,55,8,30,6,171,0,3,0,4,9,6,0,0,0,26,5,15,4,3,15,11,0,3,0,59,0,9,12,6,6,7,0,3,0,31,0,8,0,0,4,12,8,15,0,65,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,3,0,8,0,7,0,0,6,13,3,0,0,21,0,0,0,0,4,7,0,0,0,19,0,0,0,0,26,30,5,10,3,74,0,0,5,0,8,3,0,7,0,20,0,5,10,6,5,10,0,7,0,33,0,3,0,0,0,3,0,0,0,11,0,4,4,4,9,15,4,4,0,43,0,4,4,0,5,4,3,13,16,56
201031015,0,9,5,4,15,33,6,42,3,123,4,0,0,0,3,9,4,6,0,22,6,0,0,8,45,44,13,15,4,134,0,0,5,0,3,4,3,8,0,19,6,22,12,11,46,74,22,49,5,251,7,0,0,0,8,10,6,4,0,33,0,10,7,8,21,15,9,5,0,75,7,18,7,0,0,0,0,5,3,42,11,0,3,0,15,11,5,17,0,69,0,4,0,0,0,0,0,0,0,7,0,4,0,0,6,3,0,4,0,15,0,0,0,0,0,3,0,0,0,5,0,0,5,0,7,17,0,13,0,40,0,10,9,0,11,9,5,4,0,46,0,0,0,4,24,22,4,3,0,54,3,9,0,0,7,13,0,4,0,45,3,6,7,8,10,14,9,11,0,59,0,0,0,0,0,4,0,7,0,15,0,0,5,0,19,6,3,8,0,44,3,3,4,3,10,19,4,6,12,68
201031016,6,7,0,3,13,13,9,19,0,77,0,0,0,0,0,8,3,4,0,18,9,15,9,19,98,65,23,22,4,259,0,0,4,0,0,9,0,9,0,26,9,15,4,13,20,55,15,27,3,163,0,3,8,4,5,4,0,4,0,24,5,30,19,15,23,29,10,10,0,137,8,21,8,4,12,0,0,7,0,62,4,11,8,6,20,13,8,25,0,98,0,5,4,0,0,0,3,7,0,20,0,0,0,0,7,3,0,0,0,9,0,0,0,0,5,0,0,3,0,13,0,0,0,0,3,4,0,10,0,22,0,0,3,0,5,5,0,0,0,25,7,4,4,5,25,32,4,10,0,91,3,10,7,6,19,15,4,3,0,65,8,9,14,16,27,12,9,0,0,100,6,7,0,0,3,3,0,0,0,18,4,7,0,3,11,8,3,10,3,50,7,3,9,7,20,14,0,8,20,87
201031017,9,10,11,10,13,41,11,61,0,170,0,0,0,0,0,4,0,8,0,22,6,13,6,9,47,48,11,15,4,159,0,0,0,0,5,9,5,0,0,26,7,9,9,0,9,40,5,25,5,115,0,0,0,0,10,9,5,3,0,29,6,19,15,7,16,6,6,4,3,84,4,19,8,0,4,0,0,9,4,43,0,7,12,3,11,18,7,15,0,74,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,0,4,0,21,0,8,0,3,3,3,0,5,0,19,6,0,4,0,25,23,0,6,0,63,0,3,4,4,8,0,0,3,0,23,5,7,0,12,7,3,0,4,0,45,0,6,0,0,4,4,0,4,0,14,0,3,4,5,11,17,4,11,0,55,4,9,5,0,8,13,6,6,9,63
202011018,4,13,6,4,19,16,13,12,0,87,0,5,0,0,9,19,8,51,0,87,8,13,16,18,121,128,36,41,0,397,0,0,0,0,15,10,3,6,0,43,21,19,18,18,77,169,41,96,7,462,5,0,0,4,20,15,8,12,0,68,8,51,38,22,60,48,13,22,0,270,20,91,41,14,44,21,5,21,6,272,10,11,15,9,19,39,10,31,3,148,8,3,0,0,7,13,4,3,0,39,4,0,8,0,46,21,11,14,0,105,0,3,3,4,8,5,0,13,0,43,0,16,5,11,41,44,13,30,0,159,4,25,10,5,21,14,6,11,5,99,9,8,9,16,60,65,15,14,0,197,0,23,11,17,57,31,8,34,0,179,14,40,41,51,92,87,20,61,3,403,0,11,8,0,10,4,0,0,0,38,3,15,4,8,27,40,10,14,0,116,8,12,11,13,31,23,0,24,34,156
202011019,3,3,3,0,23,11,7,13,0,80,0,0,5,0,0,13,10,54,0,88,17,16,15,18,154,127,41,51,4,443,0,0,0,0,13,20,3,10,0,44,15,27,14,32,110,198,50,71,4,525,0,3,3,0,24,23,7,3,0,76,9,29,39,24,57,29,19,17,3,231,15,61,24,10,21,12,3,10,0,151,7,9,9,8,42,34,16,35,4,170,0,0,0,4,14,9,0,0,0,21,0,0,0,0,16,9,6,5,0,38,0,0,0,0,7,4,3,5,0,22,0,6,5,4,19,20,4,15,0,77,0,5,11,11,18,13,4,9,0,69,7,10,0,11,43,48,14,16,0,152,0,17,10,0,30,21,5,6,0,93,0,27,28,29,41,41,8,13,0,182,3,9,4,0,8,7,0,4,0,42,3,13,8,8,46,43,11,10,0,133,11,15,11,6,32,40,13,11,26,159
