SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
202011020,0,9,5,5,13,14,7,21,0,76,5,0,0,0,5,19,12,34,0,77,18,12,18,6,88,94,25,45,0,314,3,4,7,6,3,23,9,7,0,65,12,28,16,16,79,149,46,99,6,445,0,11,5,6,22,33,9,18,0,102,15,77,34,22,39,38,13,22,3,264,15,98,49,10,26,23,3,20,0,243,5,7,10,6,31,19,7,31,4,116,0,4,0,0,26,13,3,3,0,50,0,4,4,6,42,50,19,27,0,151,0,4,6,0,3,12,3,11,0,39,3,23,12,5,45,50,18,30,0,188,4,14,6,10,12,16,4,9,3,73,16,14,9,9,74,64,11,19,3,205,9,24,21,12,57,38,13,31,0,204,23,29,44,47,70,78,18,27,0,325,5,14,8,5,9,7,0,4,0,47,8,7,12,6,31,26,4,16,0,110,11,10,6,4,21,21,6,17,20,104
202011021,0,0,3,0,3,3,3,4,0,30,4,0,0,0,3,11,3,24,0,50,4,17,13,11,52,72,21,33,0,228,0,0,0,0,6,9,3,8,0,32,13,14,12,19,55,113,35,58,6,326,0,4,4,0,10,11,4,8,0,35,12,58,29,10,43,28,4,7,0,193,25,69,36,10,22,10,4,7,0,173,4,7,8,5,13,6,3,15,0,73,4,5,4,0,5,7,5,7,0,36,0,0,7,9,28,16,4,12,0,68,0,5,0,0,5,10,0,4,0,20,7,12,4,9,30,32,8,28,0,127,0,13,10,5,13,5,0,3,0,52,18,0,7,7,67,43,12,14,0,169,6,25,13,17,41,34,13,35,0,185,4,24,30,37,59,40,13,20,0,232,3,14,4,0,7,4,0,3,0,38,8,17,9,4,14,15,5,21,0,93,0,13,13,3,14,14,3,6,8,69
202011022,10,6,10,9,20,16,0,14,0,86,6,0,0,5,4,17,9,67,0,115,28,33,25,28,216,206,66,78,10,689,0,0,0,8,19,36,10,8,0,79,17,25,33,39,146,246,71,108,9,693,0,4,3,0,33,35,18,20,0,114,18,86,66,35,117,60,21,27,9,448,19,108,27,16,32,23,3,23,6,254,21,20,20,16,58,47,25,69,0,269,0,4,6,5,20,7,6,4,0,47,0,4,0,4,44,33,7,19,0,110,0,0,0,0,11,11,7,7,0,37,0,14,7,4,29,62,16,30,0,173,4,19,15,23,33,20,5,6,0,124,18,14,14,14,91,97,20,27,0,299,3,18,10,19,48,32,26,27,0,182,10,42,49,34,81,54,9,41,0,317,7,12,8,3,9,7,0,4,0,53,5,22,8,16,49,54,8,27,0,194,5,21,12,6,59,54,12,22,27,234
202011023,0,9,8,0,5,14,0,9,0,43,5,0,5,0,3,9,7,23,0,49,0,9,3,4,53,59,25,29,0,174,5,6,0,0,7,4,4,8,0,31,7,11,13,5,57,99,19,67,0,287,0,0,0,4,12,8,7,6,0,35,3,37,14,16,22,25,19,15,0,147,0,25,8,3,9,4,4,4,0,62,0,3,3,0,13,18,7,31,0,82,0,0,0,0,0,0,0,5,0,9,3,0,0,0,18,29,3,8,0,66,0,5,0,0,6,0,0,7,0,13,3,8,0,0,17,14,0,10,0,57,0,7,0,3,4,12,0,3,0,27,7,3,3,4,17,39,11,23,0,112,0,5,9,0,20,22,0,8,0,75,7,0,14,12,23,14,5,10,5,96,3,0,0,0,3,0,0,0,0,13,4,5,3,3,14,19,0,15,0,70,0,3,3,3,12,18,3,7,4,46
202011024,0,5,3,0,6,19,3,13,0,59,3,0,0,0,3,27,13,45,0,99,6,14,10,13,44,57,24,37,0,204,0,5,0,0,9,28,4,10,0,54,16,16,13,17,70,176,39,96,5,443,0,10,5,5,16,16,10,17,0,64,10,59,32,17,33,31,17,21,0,223,13,94,15,6,12,10,4,9,0,152,3,5,7,8,22,23,12,27,3,115,0,4,0,0,11,8,0,3,0,30,5,4,5,6,45,47,19,27,0,147,0,5,0,0,7,7,5,15,0,35,3,8,10,6,20,32,20,28,0,133,0,15,3,9,14,19,0,5,0,59,14,6,13,6,73,66,28,27,0,233,8,23,5,4,56,28,17,30,0,172,10,17,14,34,60,67,10,34,3,249,4,10,9,3,11,3,0,5,0,46,0,10,0,3,25,31,4,21,0,96,4,6,5,3,10,21,3,12,14,80
202011025,3,11,10,8,21,27,7,27,7,122,23,3,0,0,8,44,18,96,4,200,14,28,10,14,136,149,44,60,0,460,3,0,5,5,15,29,7,15,0,78,19,24,20,23,108,246,58,131,3,634,5,7,0,0,26,33,15,16,0,103,8,40,40,24,78,49,14,30,0,277,9,74,19,11,20,15,0,14,7,168,9,11,19,23,30,59,19,68,4,227,0,0,0,6,26,13,3,3,0,48,4,0,0,0,44,27,7,11,0,89,0,0,0,0,12,3,0,3,0,29,3,7,4,6,33,30,8,14,0,104,0,11,11,9,18,17,0,9,0,72,10,6,5,11,64,53,14,19,0,188,5,15,8,10,42,21,13,16,0,128,6,16,17,40,61,56,9,14,0,222,3,15,4,0,4,11,0,12,0,47,5,10,6,7,35,45,13,25,0,144,6,15,11,5,24,35,6,18,27,140
202021026,9,11,7,7,18,19,4,35,0,121,9,0,0,0,9,17,6,29,0,76,12,7,12,11,60,70,37,43,6,255,3,3,0,4,6,18,3,9,0,50,13,15,23,14,65,165,47,89,6,448,4,12,0,5,4,21,4,13,0,62,5,48,21,13,36,37,10,21,0,181,8,36,10,3,5,9,0,8,6,83,4,8,12,8,17,20,15,32,0,116,0,5,0,0,0,5,0,0,0,16,3,0,0,6,17,7,5,5,0,49,0,0,0,3,8,5,0,4,0,20,4,8,12,6,11,28,9,21,0,103,3,3,6,5,9,6,0,5,0,37,10,10,4,7,50,55,10,21,0,162,3,12,8,9,26,26,7,10,0,102,7,12,11,12,21,28,5,19,0,114,10,5,5,3,9,0,0,4,0,33,0,10,4,0,27,31,4,18,3,97,0,12,3,3,12,26,7,17,23,99
202021027,0,9,4,5,3,7,0,3,0,41,0,0,0,0,3,3,0,4,0,13,13,13,27,17,54,90,22,46,0,301,0,0,0,0,6,8,6,3,0,25,9,32,34,29,49,96,19,56,3,323,0,4,0,0,3,15,7,12,0,43,8,59,23,10,18,22,16,20,0,186,3,39,16,12,11,13,0,12,0,105,8,13,14,8,9,14,5,13,9,87,0,3,6,6,10,4,0,5,0,29,0,0,0,3,9,16,0,3,0,30,0,4,0,0,4,7,0,4,0,24,4,26,16,22,26,49,8,31,0,182,4,15,9,3,5,9,3,7,0,51,16,13,18,16,42,70,8,18,4,198,4,19,24,18,33,31,14,28,0,165,15,21,32,28,30,37,0,14,3,176,4,13,10,7,15,10,0,5,0,68,0,8,6,11,15,17,8,5,0,80,3,13,7,7,9,14,7,15,14,87
202021028,6,15,10,15,17,47,16,71,0,187,3,4,3,0,0,12,4,17,3,44,5,16,21,21,47,87,22,32,0,254,3,0,3,0,6,8,3,3,0,27,22,32,29,26,50,96,20,47,15,342,0,10,9,3,8,11,0,9,0,43,4,53,19,15,22,14,15,14,0,156,11,27,4,0,5,4,0,11,4,67,10,9,17,11,21,20,6,31,0,120,0,5,0,0,3,8,0,3,0,25,0,6,3,3,8,4,4,8,0,28,0,3,0,5,0,6,0,3,0,18,9,17,24,10,25,32,10,31,0,144,7,28,9,11,6,10,3,3,4,81,17,5,13,5,30,25,10,17,0,132,3,20,17,12,19,14,8,28,3,115,8,24,17,14,17,15,13,14,3,126,8,9,3,3,5,8,0,5,0,46,4,8,4,5,13,24,7,11,0,76,13,8,7,8,20,24,5,10,20,110
202021029,0,12,3,13,9,23,3,27,0,87,9,0,0,0,4,9,18,31,0,75,0,15,5,0,30,39,6,25,7,132,0,0,0,0,5,9,4,5,0,20,9,11,17,10,35,57,13,31,4,193,0,3,0,4,3,8,0,11,0,25,0,16,5,4,4,6,4,10,0,60,3,11,8,0,6,6,0,4,0,34,9,5,7,6,14,16,4,12,4,77,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,5,6,3,8,3,8,0,36,0,7,6,0,0,4,3,3,0,23,9,0,0,3,16,25,4,6,0,61,0,5,3,0,4,5,0,11,0,30,6,3,5,5,3,10,0,4,0,38,0,0,0,0,6,6,0,3,0,15,0,3,4,0,10,13,3,11,4,51,0,9,5,0,10,4,4,16,13,60
202021030,0,15,13,14,12,25,5,34,3,119,0,0,0,0,0,5,0,8,0,14,8,23,22,32,65,103,25,44,5,333,3,0,5,4,3,16,5,9,0,54,10,19,17,17,59,133,49,109,4,422,0,10,8,0,15,18,7,22,0,76,10,53,8,12,30,24,6,18,0,169,18,38,9,10,9,9,4,19,0,109,16,15,9,6,19,29,16,40,0,149,6,4,0,5,4,13,0,3,0,37,0,3,5,0,10,29,10,17,0,70,8,0,0,4,0,0,3,5,3,26,4,19,14,13,22,58,22,62,0,217,0,19,5,8,13,6,4,8,0,58,13,10,9,8,67,58,10,27,0,199,9,23,14,14,16,32,8,20,0,140,10,12,13,13,17,14,4,10,5,88,4,6,7,7,16,10,0,7,0,64,3,10,6,3,15,35,0,15,0,93,9,12,5,3,14,24,7,18,12,108
202021031,4,8,4,3,9,7,3,17,0,55,0,0,0,0,0,0,0,4,0,8,3,14,10,7,26,49,12,25,0,144,0,0,0,0,7,16,0,4,0,29,11,15,16,18,38,92,29,76,7,309,0,3,0,0,3,12,9,10,0,37,7,23,15,5,10,19,5,13,0,103,8,35,7,3,8,10,0,6,0,72,12,13,10,10,23,31,8,24,3,135,0,0,3,0,13,14,0,4,0,40,5,0,4,0,7,28,14,25,3,86,0,7,4,0,3,0,9,4,0,19,3,19,20,17,23,87,29,46,3,246,6,8,5,6,7,13,7,6,0,57,17,6,6,5,42,60,17,16,0,165,6,12,10,9,23,22,12,18,0,123,7,16,9,27,17,23,3,15,3,109,5,6,0,3,4,12,5,0,0,39,9,3,6,7,7,13,3,8,0,48,9,7,4,0,9,12,0,15,8,71
202031032,3,20,9,9,11,36,11,81,5,195,3,3,3,0,4,6,3,37,0,60,4,3,7,11,29,38,5,31,3,128,0,0,0,0,7,3,0,8,0,20,15,9,5,11,32,65,25,41,5,201,0,0,0,0,6,18,3,10,0,44,5,6,6,0,12,14,0,13,0,65,5,10,3,4,0,4,0,3,0,32,7,3,3,4,12,13,7,25,4,76,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,9,0,0,0,9,5,5,0,0,7,10,0,10,0,33,0,3,5,3,4,3,0,0,0,21,8,0,0,4,11,20,0,0,0,47,5,3,0,5,10,4,0,6,0,24,0,5,7,8,12,4,5,7,0,55,0,0,0,0,0,3,0,3,0,15,4,8,4,4,10,13,10,11,0,54,4,9,0,7,11,14,0,14,15,66
202031033,16,35,35,24,45,122,38,347,19,687,0,3,0,0,0,6,4,10,0,26,7,5,7,3,26,40,11,27,0,125,0,0,0,4,5,0,0,9,0,14,6,3,6,14,23,40,11,31,4,147,0,3,0,4,11,5,6,11,0,42,0,22,13,4,10,8,3,10,0,65,0,14,0,5,0,0,0,5,0,25,5,8,13,9,8,14,6,17,0,79,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,3,0,30,0,3,4,10,3,7,0,6,0,27,7,0,0,3,21,18,4,0,0,58,0,4,4,3,0,5,0,11,0,24,0,0,5,6,9,11,4,0,0,41,0,3,0,0,6,0,0,0,0,13,0,8,0,0,4,9,3,4,0,37,3,6,6,6,18,20,3,14,19,94
203011034,0,8,10,0,12,11,4,33,0,85,0,0,0,0,0,0,5,3,0,11,6,7,3,3,60,70,29,48,0,225,0,3,0,0,19,8,7,7,0,43,15,11,15,27,85,170,35,146,3,504,9,3,6,6,14,27,8,20,0,78,6,31,17,0,23,27,10,19,0,135,15,40,5,9,7,3,0,6,0,83,9,7,7,3,22,42,16,44,4,157,0,0,0,0,0,7,6,5,0,17,0,0,0,0,5,10,0,8,0,24,0,0,0,0,3,0,0,5,0,23,0,3,3,3,20,19,10,15,0,77,6,7,5,3,12,10,0,9,0,52,10,9,4,4,30,52,12,9,0,132,3,17,9,4,12,22,3,7,0,88,6,7,10,8,18,15,4,12,0,79,0,0,0,0,0,5,0,6,0,16,8,4,6,6,11,31,6,17,0,91,0,10,0,3,12,21,3,19,16,90
203011035,7,18,9,13,33,60,21,118,4,285,0,0,3,0,0,4,0,15,0,22,8,6,6,6,58,63,19,35,4,199,0,0,0,3,0,17,0,6,0,29,24,28,15,24,84,168,43,113,13,500,4,4,4,5,30,31,11,18,0,108,7,23,10,10,21,21,4,13,3,107,11,23,3,0,3,4,0,3,0,49,11,10,5,8,12,35,18,49,0,149,0,0,0,0,6,5,0,0,0,17,0,0,4,0,9,9,4,6,0,25,0,0,0,6,4,7,0,4,0,20,0,9,3,5,18,22,3,19,0,88,0,11,3,0,9,9,3,6,3,47,11,0,7,3,38,52,8,11,0,146,0,10,7,9,21,15,3,12,0,82,6,10,12,3,14,13,5,4,0,66,0,0,0,0,10,4,0,4,0,23,6,6,6,3,23,24,8,16,3,95,0,8,3,6,21,18,10,14,14,92
203011036,7,31,21,22,24,45,10,91,3,248,0,0,0,0,0,0,3,11,4,19,13,8,13,10,21,40,10,27,3,140,0,0,0,5,8,5,5,4,0,27,9,21,7,22,54,143,36,97,6,403,0,3,3,4,14,20,8,19,0,73,4,16,7,3,21,25,3,15,3,100,11,24,5,3,4,11,0,8,0,80,4,7,3,5,15,27,6,15,0,77,0,0,0,0,6,9,0,5,0,19,0,0,0,0,0,4,4,4,0,15,0,0,3,0,0,3,0,10,0,25,4,7,5,5,15,21,8,20,0,92,5,11,0,0,8,12,3,0,0,43,6,8,0,4,22,33,5,9,3,86,0,13,5,3,18,24,3,9,0,75,4,14,8,15,16,16,9,3,0,90,9,0,4,0,4,4,5,3,0,34,3,9,0,0,11,16,3,18,0,60,0,8,3,0,10,17,7,17,16,74
203021037,0,0,0,0,7,16,0,4,0,32,3,0,0,0,0,3,0,3,0,10,6,11,13,12,70,88,31,48,3,286,5,0,0,0,20,15,3,8,0,46,22,27,25,38,126,279,75,156,3,755,4,5,6,4,31,35,9,24,3,127,14,86,41,26,64,37,22,17,0,304,25,106,41,10,39,23,9,11,0,265,7,28,15,9,30,45,17,37,6,197,0,3,4,4,20,9,0,5,4,50,0,5,4,3,31,29,7,18,0,92,0,0,0,0,8,10,7,11,0,39,6,14,13,12,68,79,29,35,7,245,4,32,18,11,12,17,3,9,0,102,15,16,7,13,56,73,21,28,4,232,13,34,23,16,90,81,13,46,0,315,12,54,32,32,84,73,11,25,0,322,14,13,3,4,9,20,4,4,0,71,3,19,14,0,38,23,9,18,0,117,6,24,9,11,29,20,7,17,24,148
203021039,0,3,5,0,8,10,3,3,0,31,0,0,0,0,0,0,3,11,0,16,4,13,13,4,65,90,8,49,0,251,3,0,0,0,22,18,9,6,0,64,15,35,31,29,76,199,55,127,3,580,3,3,0,10,22,33,8,20,3,113,15,69,47,21,51,38,14,30,0,288,26,108,42,10,42,29,9,23,0,291,9,19,9,16,23,30,4,29,0,143,0,8,0,0,12,21,3,11,0,58,4,0,3,8,17,29,7,18,0,91,0,3,4,0,9,10,3,11,0,40,5,19,18,19,56,95,24,53,0,292,3,20,15,7,11,17,4,6,0,90,13,17,11,10,56,67,19,17,0,210,12,31,21,8,49,55,17,15,0,212,21,40,36,50,74,88,26,55,5,388,8,17,4,7,18,12,4,10,0,81,0,12,7,5,24,19,3,15,0,93,5,21,9,5,26,29,9,15,26,146
203021040,0,12,4,7,7,8,4,9,0,52,3,0,0,0,0,3,3,4,0,9,15,18,21,18,116,165,41,87,3,483,4,4,5,8,25,31,15,16,0,105,16,48,45,45,184,409,112,246,3,1116,0,9,7,3,46,66,23,36,5,199,19,88,50,34,104,91,32,44,3,467,32,126,48,20,31,29,18,14,3,319,24,27,25,12,60,92,33,75,0,356,3,3,3,4,17,23,4,5,0,66,4,0,5,0,54,63,17,33,0,186,0,5,8,5,13,19,3,20,0,80,11,22,18,12,99,139,40,90,0,436,7,33,15,8,24,26,8,14,4,143,14,13,9,11,118,141,32,44,0,388,20,34,18,16,105,102,37,63,3,387,14,46,46,41,89,75,28,44,3,388,9,25,12,6,20,24,4,11,0,107,0,14,9,15,27,38,11,15,0,144,4,14,9,15,37,54,11,37,39,223
203021042,0,19,4,3,9,14,4,10,0,73,0,3,0,0,0,4,0,16,0,24,12,37,20,16,87,150,65,109,0,493,0,3,0,0,33,35,4,11,0,99,23,47,37,36,140,324,104,216,13,947,9,13,11,0,59,61,23,45,0,235,25,228,69,45,108,90,36,76,0,676,40,193,50,18,31,22,4,28,3,389,16,35,23,10,51,67,29,62,4,291,5,12,7,4,17,24,6,14,5,86,0,7,3,11,43,71,18,49,0,207,5,10,0,3,15,21,0,29,0,87,10,50,33,24,111,160,47,104,0,539,4,34,21,11,22,20,12,13,0,152,28,12,14,13,113,145,30,34,7,389,18,70,27,24,124,125,42,79,0,524,29,59,52,57,122,124,38,60,7,543,11,41,6,6,10,16,8,6,0,103,7,22,18,7,19,43,9,20,0,160,7,19,16,9,36,46,17,34,16,204
203021043,4,10,8,9,20,27,9,36,0,132,3,0,0,0,0,7,5,17,0,32,17,7,19,19,150,188,61,105,5,578,3,0,5,0,27,20,9,22,0,91,23,25,43,31,205,378,104,263,10,1081,9,10,10,3,55,68,24,33,0,217,16,69,36,22,73,74,27,36,4,349,23,120,28,14,21,9,3,12,5,230,31,24,20,16,73,152,48,144,14,532,0,5,0,3,16,22,4,7,0,61,3,0,5,0,28,43,10,14,0,106,0,5,0,0,7,18,7,12,0,54,8,18,7,12,66,95,19,44,0,266,5,20,17,11,30,31,9,15,0,133,24,8,10,6,95,174,37,41,0,403,11,26,15,10,65,30,21,27,0,202,7,23,23,15,56,46,10,21,0,204,8,15,0,0,14,10,0,19,0,78,6,15,11,3,41,54,11,32,0,177,6,9,8,17,47,72,15,28,44,246
203021044,0,5,6,0,9,16,4,7,0,48,0,0,0,0,0,3,0,6,0,11,5,16,10,8,69,105,29,33,4,278,3,6,0,0,17,24,9,12,0,66,17,31,34,48,150,262,70,129,8,749,0,10,4,5,31,41,16,15,3,130,13,71,38,31,66,58,20,28,0,320,13,72,20,3,13,16,4,9,0,154,6,19,25,11,30,52,22,55,0,219,0,4,0,0,4,5,0,0,0,20,0,6,0,3,23,23,7,9,0,71,0,5,0,0,4,5,0,8,0,20,9,11,9,4,37,55,10,30,0,164,3,20,9,12,9,20,10,4,0,98,17,6,6,5,71,68,15,20,0,213,5,8,12,16,45,23,10,18,0,139,9,17,30,20,46,49,10,12,0,194,3,3,3,6,13,10,0,0,0,39,4,14,13,11,36,47,10,30,0,155,0,9,4,12,26,28,7,19,19,132
203021045,0,0,0,0,11,8,4,7,0,35,0,0,0,0,0,3,5,0,0,11,11,15,14,15,110,118,41,36,6,377,0,4,3,5,20,24,11,10,0,76,26,36,42,36,139,270,58,107,10,717,0,8,9,8,41,38,16,17,0,141,8,63,57,32,75,64,11,28,5,345,20,83,27,9,25,22,5,9,0,205,10,21,21,7,34,49,21,50,5,226,0,0,0,0,10,9,4,3,0,27,0,0,0,0,19,12,0,10,0,40,0,0,0,4,7,9,3,3,0,30,0,8,3,3,44,50,14,16,0,141,5,25,22,5,19,20,3,18,0,118,10,17,12,0,43,61,17,17,0,181,8,17,14,6,27,21,7,9,0,104,5,30,43,29,44,38,6,16,3,214,6,16,0,3,16,4,0,3,0,45,11,14,15,10,44,46,18,18,6,178,8,21,12,4,35,40,8,18,35,178
203021046,0,6,3,0,9,5,6,7,0,40,0,0,0,0,0,3,0,8,0,10,8,8,8,9,27,55,14,38,0,168,0,0,0,0,3,17,4,8,0,37,6,15,18,18,60,145,42,120,0,426,9,6,3,0,12,23,11,32,0,89,11,67,27,14,30,44,11,47,0,256,26,82,24,7,12,14,3,13,0,181,4,20,6,3,16,22,17,23,0,105,0,3,3,0,3,11,0,8,0,28,0,7,3,4,13,35,16,32,0,118,3,6,4,6,7,6,0,13,0,50,6,28,11,14,36,66,23,82,0,266,0,7,13,0,8,14,4,8,0,56,3,6,5,4,30,54,29,17,0,149,8,19,10,12,38,57,22,37,0,198,11,27,23,28,44,63,26,80,0,296,0,15,9,6,3,5,7,14,0,58,0,0,7,4,12,19,5,15,0,59,7,18,14,3,23,24,5,18,13,114
203021047,0,7,8,5,10,8,5,13,0,50,0,0,0,0,0,3,0,6,0,10,10,14,19,17,99,139,35,62,5,392,0,0,5,0,22,24,4,15,0,71,14,33,28,32,137,276,64,121,4,716,5,6,4,15,38,44,11,19,5,137,8,63,43,27,76,66,13,30,9,328,18,92,25,4,28,19,4,16,4,206,13,15,27,20,38,82,31,60,7,297,0,4,0,0,7,15,3,0,0,32,3,6,10,5,17,23,7,16,0,82,4,0,0,0,3,12,3,11,0,32,11,21,16,10,50,81,10,31,0,234,0,29,22,8,21,16,4,9,0,116,18,10,4,11,69,64,15,16,0,210,8,20,24,16,42,38,11,26,0,181,5,29,29,26,58,45,11,17,7,221,4,22,3,4,5,7,0,0,0,39,7,13,11,3,44,40,6,8,0,126,3,15,13,18,36,57,10,21,37,198
203021485,0,0,0,0,3,6,0,5,0,25,0,0,0,0,3,0,0,0,0,7,3,7,5,10,59,82,18,36,3,230,0,0,0,0,16,20,5,11,0,55,16,14,23,24,94,233,70,122,10,612,0,3,3,7,24,38,3,11,0,88,14,55,30,25,68,56,18,24,0,292,13,46,27,8,29,21,6,6,5,154,6,15,9,9,23,36,12,40,0,152,0,0,0,0,7,13,0,0,0,30,0,0,0,3,40,27,6,4,0,79,0,0,0,0,13,9,3,10,0,30,6,7,9,12,30,51,8,17,0,148,0,16,11,5,13,12,4,7,0,75,13,12,9,6,54,75,20,31,0,212,10,9,11,13,62,42,14,13,0,171,6,18,29,46,68,29,7,15,0,217,5,7,8,0,11,6,3,9,0,46,3,13,8,4,29,17,6,11,0,90,0,9,5,3,13,20,4,15,13,81
203021486,4,6,13,10,28,18,5,9,0,87,0,0,0,0,0,5,0,13,0,20,14,28,24,18,198,218,32,51,5,583,0,0,6,4,17,25,6,14,0,68,18,36,33,49,167,267,70,106,16,764,6,4,0,9,45,33,18,20,0,131,16,73,40,27,85,48,10,24,0,323,16,93,37,8,30,10,7,11,3,211,21,18,37,15,63,114,32,82,7,389,0,0,3,5,8,9,0,3,0,21,0,0,4,0,13,10,0,3,0,33,0,0,0,0,6,8,4,0,0,28,0,3,5,0,28,29,3,12,0,90,0,28,20,14,29,31,7,8,0,140,13,18,15,6,53,65,17,7,0,194,3,17,15,9,23,14,8,36,0,129,4,19,29,19,35,23,3,15,5,152,0,8,6,0,6,9,0,3,0,31,8,13,15,4,38,37,7,19,0,152,17,22,18,19,66,73,16,29,55,315
