SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
201021009,842,27,0,0,0,872,1109,12,0,4,0,1121,149,18,0,6,0,168,14,10,0,0,0,26,0,0,0,0,0,4,80,3,0,0,0,90,9,0,0,5,0,19,4,0,0,0,0,4,260,31,0,13,0,303,51,0,0,0,0,50,35,0,0,0,0,40,2290,73,4,18,0,2388
201021010,1456,4,21,29,5,1507,1136,6,8,5,0,1147,147,0,20,6,0,167,21,0,35,0,0,54,4,3,4,0,0,7,170,0,0,4,0,176,17,0,0,11,0,30,0,0,0,0,0,0,356,9,56,25,0,442,50,3,16,3,0,71,49,0,9,0,0,51,3046,26,92,52,3,3229
201021011,1980,41,0,15,5,2037,1320,12,0,3,6,1343,248,29,0,0,0,280,8,24,0,0,0,34,3,19,0,0,0,22,220,14,5,10,4,249,15,0,0,0,0,14,8,3,0,0,0,8,506,89,5,7,4,611,86,8,0,3,0,93,65,5,0,0,0,68,3953,157,8,28,11,4157
201021012,901,0,0,5,3,900,1042,0,0,0,0,1042,65,0,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,84,7,0,0,0,0,12,0,0,0,0,0,0,167,0,4,0,0,168,53,0,0,0,0,59,42,0,0,0,0,42,2199,0,4,0,4,2212
201031013,778,0,0,18,0,798,418,0,0,0,4,425,41,4,0,0,0,48,0,11,0,0,0,6,4,0,0,0,0,4,80,0,0,0,0,79,19,0,0,0,0,18,3,0,0,0,0,3,144,14,0,0,0,159,34,0,0,0,0,34,29,0,0,0,0,36,1409,19,0,15,4,1448
201031014,803,0,0,41,5,851,576,0,0,4,0,583,64,0,0,0,0,66,4,0,0,0,0,10,0,0,0,0,0,0,103,0,0,0,0,106,16,3,0,11,0,30,3,0,0,0,0,4,186,9,0,17,0,210,61,0,0,0,0,62,31,0,0,9,0,35,1659,14,3,62,5,1746
201031015,762,0,0,0,0,764,827,0,0,4,0,834,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,67,8,0,0,0,0,8,0,0,0,0,0,0,107,0,0,0,0,106,34,0,0,0,0,38,34,0,0,0,0,39,1760,7,0,7,0,1777
201031016,1433,105,4,24,10,1578,857,14,5,0,0,872,399,102,17,5,0,524,84,38,9,0,0,138,13,20,12,0,0,42,213,26,8,10,0,259,11,0,0,5,5,24,12,0,0,0,0,10,737,184,47,18,5,993,57,23,0,3,0,84,86,11,6,4,0,108,3169,343,61,52,13,3639
201031017,1138,11,0,28,0,1175,714,0,0,6,0,728,62,0,0,0,0,62,9,24,0,0,0,29,4,3,0,0,0,8,104,0,0,0,0,109,10,0,0,0,0,14,0,0,0,0,0,0,187,31,0,3,0,222,45,0,0,0,0,49,49,3,0,0,0,53,2129,49,0,40,8,2221
202011018,1703,73,15,0,3,1796,1471,68,10,0,0,1552,1342,368,64,8,0,1790,238,102,21,0,0,356,30,20,0,0,0,47,423,45,13,3,3,483,32,0,0,0,0,35,9,0,0,0,0,13,2079,531,101,10,9,2722,56,9,0,0,0,60,72,15,4,0,0,86,5376,691,131,15,8,6229
202011019,1601,40,3,0,3,1651,1801,22,6,0,13,1837,777,81,6,0,4,870,189,56,4,0,0,248,59,4,0,0,0,62,303,18,0,0,4,329,22,3,0,0,0,32,7,3,0,0,0,6,1361,162,10,8,3,1545,42,4,0,0,0,46,87,9,0,0,0,103,4890,241,15,8,22,5178
202011020,2051,199,14,0,6,2268,1374,112,19,0,0,1504,852,404,25,0,0,1278,81,97,13,0,0,185,20,35,0,0,0,54,248,70,3,0,4,325,16,6,0,0,4,15,0,0,0,0,0,10,1215,610,33,0,5,1865,56,13,0,0,0,69,43,13,0,0,0,52,4739,941,64,6,10,5759
202011021,1093,132,3,0,0,1233,1059,64,0,0,0,1123,769,244,0,0,5,1022,61,27,9,0,0,94,19,20,8,0,0,45,187,41,0,0,0,236,10,4,0,0,0,12,5,0,0,0,0,10,1057,337,13,0,3,1414,26,19,0,0,0,44,23,15,0,0,0,40,3257,564,16,0,9,3847
202011022,2874,125,19,8,4,3019,2594,71,18,4,6,2692,1279,202,66,0,0,1555,217,107,39,0,0,366,58,34,14,0,0,103,476,37,21,0,0,533,39,0,3,0,0,48,16,0,3,0,0,20,2091,383,148,0,0,2627,78,11,4,0,0,91,128,16,8,0,0,149,7761,601,191,10,13,8582
202011023,623,0,3,12,0,641,959,0,0,0,0,964,74,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,125,0,0,0,0,124,10,0,0,0,0,10,9,0,0,0,0,12,1727,0,3,17,0,1747
202011024,1265,4,0,0,9,1278,1765,0,0,0,0,1766,256,3,0,0,0,255,0,0,0,0,0,0,4,0,0,0,0,4,73,0,0,0,0,73,4,0,0,0,0,12,0,0,0,0,0,0,339,5,0,0,0,346,108,0,0,0,0,108,27,0,0,0,0,27,3511,8,0,6,13,3530
202011025,1426,22,0,19,0,1469,2275,30,0,6,7,2311,793,85,0,0,0,879,67,23,0,0,0,90,24,16,0,0,0,38,210,10,0,5,0,225,14,0,0,5,0,23,3,0,0,0,0,3,1114,143,0,8,5,1266,37,0,0,0,0,39,58,4,0,0,0,64,4911,196,4,33,8,5147
202021026,1028,5,0,11,0,1042,1461,4,0,0,0,1463,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,75,17,0,0,3,0,14,0,0,0,0,0,0,166,0,0,3,0,164,33,0,0,0,0,34,27,0,0,4,0,29,2715,6,0,18,0,2744
202021027,2159,60,0,4,6,2223,1408,22,0,0,0,1431,438,47,0,3,0,497,59,76,0,0,0,138,25,6,0,0,0,35,244,13,5,3,0,261,12,0,0,7,0,24,3,0,0,0,0,3,783,148,0,14,3,947,52,3,0,0,0,55,70,3,0,0,0,78,4471,234,11,21,7,4737
202021028,1895,3,0,13,6,1913,1414,3,0,0,3,1425,108,0,0,0,0,107,0,6,3,0,0,11,6,0,0,0,0,6,178,0,0,3,0,183,11,0,0,0,0,11,0,0,0,0,0,3,301,11,3,0,0,319,88,0,0,0,0,86,49,4,0,0,0,46,3744,19,9,20,7,3799
202021029,968,10,0,25,0,997,690,4,0,0,0,703,109,9,0,3,0,116,9,0,0,0,0,9,11,0,0,0,0,11,79,8,0,0,0,85,11,0,0,4,0,12,3,0,0,0,0,8,220,16,0,6,3,250,33,0,0,0,0,40,48,0,0,0,0,50,1959,30,6,37,0,2035
202021030,1542,66,0,16,0,1629,1464,21,0,29,0,1521,306,87,0,12,0,408,41,24,0,0,0,71,10,22,0,0,0,27,127,26,0,12,0,164,20,0,0,0,0,24,0,0,0,0,0,4,511,156,0,22,0,688,59,3,0,6,0,67,48,6,0,0,0,54,3624,260,5,75,0,3960
202021031,1090,108,0,0,0,1201,1166,21,0,0,4,1191,189,53,0,0,0,241,36,8,0,0,0,41,19,7,0,0,0,27,83,11,0,0,0,96,6,0,0,0,0,9,0,0,0,0,0,0,330,80,0,0,0,414,44,3,0,0,0,43,21,6,0,0,0,33,2650,219,6,4,0,2880
202031032,738,0,0,15,6,757,743,0,0,5,0,748,65,0,0,0,0,65,9,0,0,0,0,9,0,0,0,0,0,0,88,0,0,0,0,87,9,0,0,0,4,17,4,0,0,0,0,4,172,0,0,5,3,183,36,0,0,0,0,34,24,0,0,4,0,24,1715,0,0,22,11,1751
202031033,1534,27,0,24,5,1600,692,3,0,5,0,705,65,7,0,0,0,67,13,21,0,0,0,32,4,3,0,0,0,11,167,7,0,3,0,178,49,4,0,9,0,60,4,0,0,0,0,4,291,42,0,13,0,346,129,0,0,5,3,138,81,0,0,3,0,83,2729,70,4,51,12,2869
203011034,733,18,3,0,0,755,1362,19,0,0,0,1383,147,35,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,57,9,0,0,0,0,12,0,0,0,0,0,0,208,40,0,0,0,248,28,0,0,0,0,28,18,0,0,0,0,18,2349,83,6,0,0,2439
203011035,981,4,0,0,0,981,1419,8,0,0,0,1423,80,0,3,0,0,79,0,0,0,0,0,0,4,0,0,0,0,4,69,0,0,0,0,69,25,0,0,0,0,25,0,0,0,0,0,0,184,0,3,0,0,184,55,0,0,0,0,55,38,0,0,0,0,38,2672,5,5,5,0,2685
203011036,939,15,0,3,0,958,981,7,0,0,0,985,112,9,0,0,0,124,21,9,0,0,0,25,0,0,0,0,0,0,119,5,0,0,0,130,29,0,0,3,0,30,3,0,0,0,0,5,285,27,0,3,0,309,32,0,0,0,0,37,43,4,0,0,0,51,2281,50,4,8,3,2339
203021037,1610,259,6,64,5,1953,1724,178,4,6,7,1928,1001,491,36,4,7,1533,98,43,0,0,0,145,14,31,0,4,0,47,237,95,0,7,5,346,23,9,0,80,0,108,11,13,0,0,0,18,1375,671,39,92,11,2192,39,12,0,8,0,61,38,22,0,4,0,65,4793,1146,53,177,26,6194
203021039,1404,233,153,11,0,1798,1280,150,115,4,0,1551,841,480,333,9,10,1670,40,168,34,0,0,245,12,19,37,0,0,66,200,76,33,5,0,314,17,7,10,0,0,34,6,4,4,0,0,16,1124,750,438,14,12,2340,50,14,9,0,0,71,39,19,10,0,0,70,3899,1163,726,23,16,5827
203021040,2333,187,132,0,0,2651,2711,176,104,0,0,2994,1305,482,566,8,5,2368,60,47,44,0,0,149,13,23,21,0,0,56,315,72,74,0,4,464,20,4,8,0,0,34,4,0,0,0,0,10,1714,629,715,11,3,3073,73,7,8,0,0,87,66,16,23,0,0,103,6896,1014,975,15,6,8907
203021042,3045,220,0,0,4,3268,3094,132,15,0,4,3249,871,362,4,0,0,1236,20,30,0,0,0,51,9,41,0,0,0,55,223,73,0,0,4,297,13,3,0,0,0,17,6,3,0,0,0,10,1143,513,4,0,5,1665,46,38,0,0,0,88,53,17,0,0,0,73,7381,928,18,0,13,8342
203021043,1969,205,9,6,0,2190,3009,110,6,0,0,3125,829,210,23,0,5,1064,25,0,0,0,0,28,22,9,15,0,0,43,207,30,3,0,0,237,30,13,4,0,0,48,9,0,0,0,0,11,1119,263,44,0,5,1428,80,15,0,0,0,95,71,10,0,0,0,77,6242,604,56,4,10,6908
203021044,1744,108,0,27,0,1880,2033,58,0,0,0,2090,558,69,0,0,0,632,22,6,0,0,0,27,5,4,0,0,0,14,173,26,0,3,0,193,13,0,0,26,0,37,8,0,0,0,0,9,775,108,0,29,0,909,31,37,0,8,0,74,54,14,0,0,0,63,4631,324,3,62,0,5021
203021045,1958,123,8,20,0,2101,1730,108,0,0,0,1842,906,265,36,0,5,1208,265,46,0,0,0,314,41,88,0,0,0,135,286,65,6,0,0,359,26,37,0,12,0,71,13,8,0,0,0,19,1539,506,40,11,13,2111,203,18,0,0,0,224,111,16,0,0,0,129,5537,775,49,35,12,6411
203021046,1306,187,15,0,6,1508,1113,148,8,0,3,1270,451,341,62,9,0,851,19,46,0,0,0,65,10,22,0,0,0,35,130,64,4,4,0,204,12,5,0,0,0,14,3,0,0,0,0,9,620,474,67,5,3,1175,28,9,0,0,0,37,23,3,0,0,0,34,3090,825,89,9,8,4015
203021047,2276,123,45,50,4,2497,1594,111,48,0,0,1752,965,260,118,3,5,1354,56,80,11,0,0,146,14,27,9,0,0,50,201,46,29,0,0,276,27,8,0,8,3,52,6,7,0,0,0,8,1261,424,169,16,9,1878,77,7,0,0,0,84,89,15,3,4,0,108,5299,679,270,66,11,6323
203021485,465,94,0,0,0,565,1804,57,0,0,3,1861,821,46,7,0,0,870,6,4,0,0,0,6,4,7,0,0,0,8,127,10,0,0,0,141,12,3,0,0,0,16,0,0,0,0,0,0,970,63,7,0,0,1036,70,112,0,0,0,190,39,20,0,0,0,62,3351,342,11,0,7,3708
203021486,1870,42,15,0,0,1927,1936,61,15,0,4,2017,1174,171,46,0,0,1389,394,83,5,0,0,477,66,5,3,0,0,73,287,23,4,0,0,317,41,3,0,24,0,72,16,3,0,0,0,18,1982,288,55,29,0,2352,50,4,3,35,0,91,130,4,0,0,0,128,5966,396,93,64,7,6516
203021487,2585,190,7,14,0,2798,3497,129,10,0,4,3637,1354,178,11,0,0,1538,127,62,5,0,0,196,48,38,0,0,0,86,343,34,5,0,0,382,24,17,0,8,0,56,4,3,0,0,0,4,1900,332,15,8,0,2261,75,171,6,0,0,254,68,29,0,0,0,99,8129,846,35,29,7,9042
203021488,824,34,7,0,0,867,635,52,10,0,0,699,913,107,10,4,0,1039,423,237,3,0,0,667,45,37,0,0,0,79,158,11,8,0,0,181,21,4,0,0,0,26,10,4,0,0,0,18,1567,399,28,4,0,2009,49,9,3,0,0,53,83,30,3,0,0,114,3156,527,56,5,5,3744
203031048,2541,120,25,0,0,2684,2405,19,0,0,0,2428,984,86,0,4,0,1069,9,5,0,0,0,15,10,0,0,0,0,8,206,8,3,0,0,219,12,6,0,0,0,16,8,0,0,0,0,6,1223,106,0,4,0,1336,113,4,0,0,0,118,76,4,0,0,0,87,6357,262,29,4,0,6656
203031049,1229,44,11,6,0,1289,584,20,4,0,0,610,167,24,5,4,0,202,17,5,0,0,0,23,4,10,10,0,0,21,130,15,0,3,5,147,6,0,0,0,0,17,3,0,0,0,0,3,323,58,11,9,7,407,68,7,3,3,0,83,38,0,0,0,0,41,2243,121,37,23,4,2427
203031051,2056,95,8,5,5,2174,901,22,5,3,8,935,556,110,10,0,0,676,0,0,0,0,0,0,0,6,0,0,0,10,130,23,6,0,0,154,7,4,0,3,0,15,3,0,0,0,0,4,704,147,8,4,3,862,65,10,0,0,0,72,81,8,0,0,0,94,3809,278,15,17,11,4135
203031052,1212,93,18,30,0,1351,494,12,3,4,0,513,171,22,8,0,0,204,0,9,0,0,0,9,0,0,0,0,0,0,60,14,7,7,0,84,7,0,0,4,0,17,4,0,0,0,0,0,244,45,18,8,0,311,57,45,0,0,0,103,28,4,0,0,0,32,2034,198,39,38,0,2313
203031053,2789,167,16,0,5,2976,3354,124,7,0,0,3489,1074,201,21,0,0,1296,0,3,0,0,0,3,4,0,0,0,0,4,299,32,7,0,0,342,24,0,0,8,0,30,0,0,0,0,0,3,1392,239,25,11,4,1674,160,40,0,0,0,199,68,8,0,0,0,84,7765,588,48,17,12,8424
203031489,1073,50,17,0,0,1150,1533,101,4,0,0,1640,748,66,13,5,0,831,10,12,0,0,0,25,4,0,0,0,0,4,117,18,6,0,0,142,14,0,0,0,0,12,4,0,0,0,0,7,895,92,22,5,0,1013,58,0,0,0,0,60,38,3,0,0,0,44,3595,252,50,3,4,3906
203031490,2789,138,4,11,0,2940,2559,87,3,0,0,2646,802,116,15,7,0,933,14,12,0,0,0,27,12,0,0,0,0,12,226,24,0,0,0,255,21,0,0,0,0,25,4,0,0,0,0,9,1076,152,15,9,0,1251,101,7,0,0,0,106,96,11,0,0,0,105,6622,398,22,15,3,7058
204011054,1390,18,0,88,7,1504,796,0,0,5,0,797,223,40,0,3,0,269,20,16,0,0,0,34,7,3,0,0,0,10,150,10,0,3,0,161,36,0,0,7,0,44,5,0,0,0,0,5,435,74,0,17,0,518,54,0,0,4,0,59,44,0,0,0,3,48,2708,90,0,116,15,2934
204011055,1437,24,0,0,0,1468,756,12,0,3,0,767,178,39,8,0,0,229,31,15,0,0,0,46,21,0,0,0,0,21,132,10,0,0,0,143,30,0,0,11,0,44,4,0,0,0,0,8,405,68,9,11,0,484,70,3,0,0,0,77,65,0,0,4,0,74,2738,110,12,16,0,2871
204011056,1660,200,8,5,0,1878,2511,50,10,6,0,2574,618,71,11,0,5,697,30,35,0,0,0,70,3,5,0,0,0,15,183,18,0,0,0,206,19,9,0,7,0,37,0,0,0,0,0,4,860,147,10,12,6,1034,64,69,0,0,0,133,90,22,0,0,0,111,5189,480,28,20,10,5726
204011057,1753,35,13,17,5,1818,1188,21,8,9,3,1225,278,49,6,0,0,334,40,5,0,0,0,51,3,0,0,0,0,3,173,9,5,0,0,191,32,0,3,4,3,47,3,0,0,0,0,4,537,66,12,3,3,632,128,0,0,0,0,133,65,9,0,0,0,73,3673,127,38,30,16,3882
204011058,863,23,0,36,0,927,511,5,0,4,0,519,173,28,0,0,0,203,3,12,0,0,0,11,4,0,0,0,0,3,78,5,0,3,0,82,23,0,0,0,0,35,0,4,0,0,0,0,286,43,0,9,0,338,53,0,0,0,0,51,38,3,0,0,0,44,1752,69,0,50,4,1875
204011059,949,27,0,8,0,983,720,3,0,0,0,723,333,105,0,4,0,443,152,47,0,0,0,198,13,7,0,0,0,21,135,28,0,0,0,162,31,5,0,6,0,34,4,3,0,0,0,6,659,194,0,6,4,865,30,4,0,5,0,33,49,8,0,0,0,63,2405,239,3,14,6,2668
204011060,543,0,0,0,0,542,558,6,0,0,0,559,30,0,0,0,0,27,22,0,0,0,0,22,0,0,0,0,0,0,55,0,0,0,0,56,211,6,0,0,0,217,0,0,0,0,0,0,316,8,0,0,0,332,27,0,0,0,0,33,30,0,0,0,0,30,1476,9,0,0,0,1492
204011061,29,0,0,0,0,33,50,0,0,0,0,51,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,89,0,0,0,0,92
204011062,812,3,0,15,0,835,520,0,0,0,0,525,106,0,0,0,3,108,8,0,0,0,0,8,0,0,0,0,0,0,83,0,0,0,0,84,11,0,0,0,0,16,6,0,0,0,0,6,217,0,0,0,5,218,43,0,0,0,0,49,29,0,0,6,0,31,1623,7,5,20,8,1653
204021063,1830,109,0,7,4,1953,1196,39,0,5,0,1241,472,249,0,4,0,718,136,76,0,0,0,214,12,13,0,0,0,26,156,30,4,0,0,193,16,10,0,0,0,28,7,4,0,0,0,15,801,382,3,4,0,1190,48,27,0,0,0,79,96,27,0,25,0,142,3973,583,7,34,9,4602
204021064,719,4,0,3,0,725,519,0,0,0,0,519,53,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,63,10,0,0,3,0,16,4,0,0,0,0,4,125,0,0,3,0,128,50,0,0,0,0,54,37,0,0,0,0,37,1446,0,0,11,0,1462
204021065,672,32,0,13,0,712,539,11,3,4,0,560,108,41,0,3,0,156,28,11,0,0,0,43,9,0,0,0,0,6,67,5,0,0,0,66,10,0,0,0,0,15,0,0,0,0,0,0,219,58,0,5,0,283,28,0,0,0,0,28,28,8,0,5,0,41,1486,108,4,21,0,1620
204021066,2850,174,0,10,0,3039,2376,81,0,0,0,2453,917,444,0,3,0,1365,249,116,5,0,0,362,23,49,0,0,0,69,316,83,0,3,0,403,21,15,0,5,0,44,7,10,0,0,0,12,1531,714,5,12,0,2264,63,29,0,0,0,92,158,133,0,0,0,301,6979,1123,5,29,9,8146
204021067,1808,0,0,12,0,1834,1321,4,0,0,5,1331,115,5,0,0,0,116,0,0,6,0,0,6,0,0,0,0,0,0,206,0,0,0,0,206,25,0,0,11,0,38,0,0,0,0,0,0,354,5,6,11,0,367,113,0,0,0,0,117,50,0,0,0,0,50,3655,7,3,32,3,3703
204031068,888,15,0,7,3,908,613,8,0,3,5,631,172,15,12,0,0,200,22,15,0,0,0,38,3,3,0,0,0,4,93,10,0,5,6,108,5,0,0,0,0,8,0,0,0,0,0,0,299,44,12,4,6,362,39,0,0,0,5,38,29,0,0,0,0,28,1860,65,15,15,12,1968
