SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
212041309,29,50,22,21,55,18,9,22,3,222,42,45,56,77,67,31,11,26,5,365,57,28,286,99,52,38,57,77,15,719,0,0,7,3,13,6,0,0,0,31,10,9,15,14,25,6,0,10,4,97,4,6,3,3,5,0,0,7,0,43,6,17,16,9,15,20,5,9,21,105,479,1149,503,401,526,237,146,204,84,3735
212041310,17,43,38,35,30,19,29,18,6,235,27,50,96,98,70,27,42,63,0,484,43,24,264,126,53,25,66,60,17,681,3,0,5,7,6,0,9,0,0,39,7,0,11,18,14,7,10,22,0,99,0,18,5,10,6,8,5,3,0,59,5,11,13,8,12,5,14,21,33,125,377,1448,653,535,602,273,356,466,109,4828
212041312,48,66,68,44,56,34,39,41,5,404,78,88,137,164,120,53,62,88,9,802,102,45,591,241,136,73,175,165,22,1554,3,7,3,16,22,10,13,20,6,109,10,12,25,35,22,16,26,24,0,171,5,12,11,7,11,0,5,4,3,65,11,21,22,36,21,11,16,31,30,197,576,1477,1061,788,768,348,478,550,126,6164
212041313,60,57,38,37,56,30,8,12,3,292,85,75,54,60,86,30,19,14,0,429,108,48,410,94,114,51,47,62,13,957,11,4,0,13,16,5,3,3,3,50,10,6,11,18,28,11,10,5,0,90,3,11,0,0,0,5,4,0,0,23,5,13,10,9,18,4,3,0,10,79,594,1029,577,321,532,223,118,127,46,3573
212041316,20,19,26,19,24,11,3,18,3,135,25,19,38,56,38,26,19,15,0,244,26,19,181,73,49,29,63,59,8,510,0,3,10,0,7,0,4,0,0,23,4,4,7,9,10,0,3,5,0,43,0,0,0,4,0,5,7,4,0,19,3,10,7,6,4,6,11,10,13,66,194,518,323,255,271,135,148,169,44,2064
212041317,23,34,48,33,42,25,24,44,0,279,49,44,144,150,78,57,75,118,15,738,51,28,280,174,68,59,118,141,24,940,13,3,17,9,5,8,10,15,6,78,11,7,22,24,17,9,11,23,3,126,7,8,16,5,8,4,9,15,0,82,13,20,25,19,10,14,21,42,53,224,425,1383,814,739,621,382,485,724,176,5743
212041318,17,22,21,21,29,13,14,23,0,159,24,31,51,83,51,29,41,55,10,375,38,19,198,96,47,33,86,84,17,625,3,3,0,0,9,5,11,18,0,47,8,0,14,15,4,10,4,22,0,80,0,0,0,0,7,3,3,7,0,28,3,4,15,15,5,0,14,27,25,123,200,625,405,387,323,176,273,330,84,2801
212041459,18,25,57,45,30,5,22,28,7,234,29,34,96,148,42,36,65,77,9,545,24,28,263,153,72,34,87,109,15,784,3,0,11,5,13,0,7,8,0,41,12,12,16,22,9,4,20,17,6,113,3,10,11,4,6,6,11,8,0,53,10,10,18,20,14,6,15,24,24,132,266,879,627,653,460,199,404,493,96,4079
212041460,10,20,44,44,46,16,34,36,8,255,43,46,101,162,74,49,66,99,13,659,57,26,321,217,66,43,120,151,27,1025,7,6,12,10,7,6,7,27,0,75,10,3,18,37,8,8,18,40,0,145,0,4,14,4,8,7,7,14,0,64,5,9,10,27,7,14,16,28,28,146,303,1067,684,779,523,262,457,640,121,4849
212041563,16,31,80,40,36,21,53,52,3,339,50,39,137,182,76,36,75,98,13,703,46,27,420,227,69,65,139,161,18,1180,0,0,17,12,7,12,20,22,4,95,3,3,27,29,17,10,25,22,4,145,7,7,13,12,0,0,9,22,4,75,8,15,28,25,11,5,30,33,27,179,333,1008,928,819,556,283,568,706,127,5328
212041564,17,13,22,14,19,5,7,18,3,117,21,21,38,64,20,13,25,31,3,236,22,11,143,54,34,26,59,65,9,414,3,0,7,4,3,9,7,10,4,44,0,3,12,12,5,6,11,7,0,59,4,0,3,0,0,0,4,4,0,25,7,8,10,3,3,0,8,18,17,83,143,362,294,221,213,102,188,223,59,1799
212041565,24,26,43,37,39,16,24,22,0,235,41,29,48,105,89,32,38,59,8,450,75,29,362,141,86,49,103,104,20,964,8,0,10,10,16,12,12,8,0,71,7,3,17,18,13,10,13,20,3,105,4,8,12,3,4,6,9,10,0,56,8,11,10,14,10,9,8,17,23,106,333,831,600,463,509,234,299,332,84,3690
212041566,56,59,56,23,82,20,29,33,6,356,90,89,84,94,102,60,31,43,0,603,90,33,299,98,73,59,65,79,19,792,3,0,4,6,11,8,8,10,0,58,13,8,18,12,20,14,8,8,4,98,13,19,7,4,5,0,3,0,0,69,7,21,6,5,20,10,9,10,29,130,857,1890,653,429,777,357,237,279,112,5587
212051319,65,101,34,41,68,23,23,22,7,379,100,124,62,133,107,63,20,44,9,661,109,56,339,135,93,71,21,84,10,916,7,0,6,13,14,13,3,5,0,61,14,12,17,24,25,9,6,14,4,127,3,20,10,9,9,8,0,4,0,69,14,14,19,14,5,10,6,15,31,125,1322,3219,737,698,905,482,181,326,160,8037
212051321,76,86,70,49,62,31,21,28,0,412,80,95,84,91,85,48,28,44,9,562,80,35,214,136,64,48,34,49,13,683,4,3,13,9,15,5,6,10,0,58,13,12,8,13,14,8,7,13,0,95,12,26,9,16,5,13,3,0,0,76,20,30,14,8,23,13,4,8,27,137,1280,3102,666,616,911,450,208,290,143,7662
212051322,69,91,70,46,69,34,21,25,3,432,78,70,94,104,100,44,30,67,14,596,73,28,208,102,50,50,44,54,17,628,0,0,4,11,13,4,9,9,0,49,9,16,6,18,25,11,8,8,0,107,22,22,4,6,4,7,9,0,4,89,18,34,13,8,14,7,0,5,29,132,1223,3093,701,609,958,443,222,324,142,7724
212051323,55,71,42,42,49,26,12,18,0,317,66,46,56,74,72,46,13,35,9,419,77,28,206,84,75,38,34,52,12,603,6,5,3,5,5,10,0,8,0,44,16,8,8,8,24,7,6,11,3,93,9,12,8,4,6,4,0,7,6,50,19,23,7,16,12,13,4,3,19,119,1075,2543,527,431,787,389,132,224,113,6226
212051324,76,76,47,49,63,27,12,20,12,386,82,82,78,73,103,53,24,45,17,559,86,50,286,93,99,55,51,70,14,804,4,0,3,12,19,8,0,5,0,49,24,16,12,19,27,8,8,14,0,122,13,19,8,4,5,3,5,3,3,67,16,24,8,8,15,11,0,5,35,123,1282,2990,667,549,958,408,169,293,150,7458
212051325,79,80,51,46,81,27,22,30,13,430,84,86,115,136,151,66,31,46,22,731,123,62,409,154,131,61,82,109,19,1148,5,5,10,15,11,9,3,8,4,68,13,6,15,20,35,12,16,13,0,145,4,18,8,13,16,4,6,8,0,66,11,24,17,12,21,12,13,21,33,166,1025,2393,828,674,997,367,251,361,159,7056
212051326,65,106,57,76,83,39,13,20,3,468,122,140,119,155,137,72,45,53,10,854,133,65,502,181,120,85,76,121,28,1321,4,9,9,16,25,17,9,10,0,97,25,15,23,15,37,25,7,19,4,171,13,10,5,9,11,7,8,0,3,67,6,15,18,18,23,12,13,12,31,139,1337,3588,1028,816,1119,570,299,421,149,9326
212051327,87,84,48,46,76,33,12,24,6,416,95,74,85,83,114,53,16,27,9,546,130,49,292,116,95,55,37,67,18,857,0,3,9,4,12,5,0,6,0,59,26,14,16,19,43,17,3,16,0,157,12,27,4,4,5,5,0,0,0,65,13,19,19,10,22,11,4,7,17,120,1189,2641,649,502,933,405,146,237,118,6830
212051567,15,14,14,17,6,3,5,12,0,96,24,32,46,47,29,29,29,30,5,271,22,26,81,62,29,20,29,30,3,300,0,5,4,7,12,3,0,3,0,38,0,3,3,13,4,5,9,0,3,41,3,3,0,3,3,9,7,8,0,37,4,14,8,10,5,7,8,4,16,69,267,1280,302,383,324,219,175,294,78,3324
212051568,20,21,37,15,27,12,16,24,8,179,27,26,95,100,44,46,34,56,6,437,35,23,162,96,43,33,42,64,18,515,0,5,0,4,4,0,0,6,0,17,11,0,5,17,10,6,10,6,0,66,3,16,14,6,4,3,3,11,0,59,12,16,12,9,10,5,7,14,35,119,354,1700,563,530,538,358,381,567,125,5119
213011328,7,24,23,24,18,5,10,5,0,116,38,20,63,71,47,16,24,30,4,312,29,28,145,77,57,21,47,60,10,482,5,4,5,10,4,5,0,8,0,47,5,6,6,14,10,0,4,15,0,58,7,4,0,0,0,0,0,3,0,18,8,9,11,7,9,0,6,8,10,73,237,653,337,326,288,137,168,217,49,2411
213011329,24,26,23,23,35,16,16,14,0,179,32,32,49,75,66,29,23,23,8,333,44,21,189,74,76,36,91,64,17,605,4,5,7,8,10,5,4,4,0,42,5,0,14,11,15,10,12,8,0,79,0,10,3,0,0,0,3,6,0,32,7,13,17,11,16,8,8,5,28,113,314,789,383,294,468,172,221,175,74,2902
213011331,13,14,17,19,17,13,16,10,5,122,12,28,37,50,42,15,14,25,3,227,48,24,215,93,81,34,75,72,11,656,5,0,3,0,11,11,6,4,0,42,4,6,9,10,15,13,5,9,0,70,0,5,0,7,6,4,4,0,0,22,4,5,3,12,6,8,8,16,14,68,160,414,339,261,321,131,170,173,49,2025
213011332,32,39,28,28,35,27,12,11,0,203,48,61,53,92,70,43,32,19,6,427,100,24,412,133,138,42,105,116,19,1092,4,8,3,9,11,10,0,10,3,66,14,11,14,27,20,13,12,17,4,131,0,13,0,0,5,9,5,5,0,35,8,8,14,19,14,11,0,6,19,103,410,968,597,427,528,225,200,214,69,3644
213011333,16,18,18,23,24,7,26,16,0,156,30,36,58,86,44,32,26,25,8,347,41,27,267,139,69,38,101,114,20,815,0,0,4,16,13,3,14,17,0,67,3,6,10,29,17,3,11,16,0,94,0,3,3,0,0,5,3,4,0,18,0,9,14,10,8,4,13,12,18,97,157,483,462,424,351,168,275,255,63,2642
213011334,22,26,53,46,34,19,31,28,5,259,44,37,101,121,78,52,60,72,14,562,54,22,335,192,87,51,128,120,29,1029,3,6,15,19,13,11,4,24,0,87,9,7,20,17,5,12,20,16,0,101,3,8,6,0,3,3,14,14,0,54,9,19,9,21,10,11,24,32,34,158,301,833,719,675,522,280,455,506,128,4429
213011335,21,18,37,40,26,19,28,21,5,209,28,25,94,134,64,28,48,56,15,490,39,24,224,147,71,42,116,110,24,792,5,0,9,14,8,4,9,15,8,69,8,11,10,16,13,0,11,23,4,98,3,7,0,9,0,0,7,3,0,37,3,13,18,22,10,9,23,28,38,161,260,801,536,590,451,202,393,408,118,3761
213011336,11,26,30,22,10,9,9,20,3,146,30,33,53,63,44,18,28,37,8,298,32,33,167,105,65,19,69,52,7,551,0,3,5,4,7,8,5,3,0,36,3,3,3,5,8,11,12,12,0,59,0,7,4,3,8,5,5,0,3,37,6,9,11,11,10,0,9,3,11,71,298,966,373,389,366,174,218,258,55,3098
213011337,19,19,24,21,25,10,18,14,0,142,40,24,60,81,57,31,25,40,8,362,48,15,188,127,60,39,77,63,11,626,4,5,10,9,4,6,7,3,0,54,5,7,14,16,8,3,18,14,3,85,6,5,5,5,6,0,0,3,0,24,13,5,12,11,10,9,7,13,20,86,292,775,407,366,386,179,237,237,80,2956
213011338,31,38,41,36,47,18,25,15,8,256,47,65,69,123,86,31,41,64,11,542,84,40,321,147,113,64,139,135,17,1060,5,0,13,10,18,5,7,19,0,85,14,3,20,23,19,16,22,10,4,121,5,8,11,11,10,3,0,0,0,48,11,17,12,21,15,12,26,24,38,170,445,1159,614,573,612,279,422,383,113,4595
213011339,37,31,41,34,34,11,24,15,6,232,47,46,56,116,97,41,40,32,4,489,76,34,355,134,109,77,90,122,18,1020,0,0,8,10,16,8,10,10,3,56,13,6,11,16,37,6,7,13,4,114,0,11,12,3,7,4,4,4,0,46,5,7,15,21,10,6,8,13,13,97,404,887,600,516,543,256,280,277,79,3849
213011340,86,83,49,43,81,25,16,10,4,399,107,85,76,102,124,59,17,22,10,603,149,64,612,162,171,85,120,109,29,1493,6,7,3,22,22,11,6,3,0,88,22,11,21,30,50,19,9,13,3,182,12,14,0,4,10,0,4,6,7,59,21,22,15,17,25,16,4,10,27,156,832,1626,888,540,823,316,233,240,111,5603
213011569,23,32,29,44,59,18,25,20,6,254,54,61,84,146,96,43,46,48,16,580,54,38,377,198,103,47,140,120,33,1106,3,0,14,11,13,7,12,23,0,85,7,3,14,26,15,6,14,13,5,110,4,11,3,3,10,5,5,0,0,47,3,8,14,22,9,3,21,14,35,138,355,1002,674,680,615,252,403,377,128,4480
213011570,18,31,16,28,27,10,22,10,0,167,28,35,40,60,59,24,35,26,8,317,36,22,173,75,66,20,71,52,14,537,8,0,0,4,10,0,15,9,0,39,5,11,6,11,14,5,9,7,0,64,0,3,0,0,7,4,0,0,0,19,4,9,7,11,7,3,14,10,19,86,288,734,322,301,431,122,234,167,65,2669
213021341,61,68,40,40,50,8,7,7,0,287,93,106,56,83,92,32,22,13,7,511,133,67,388,103,142,54,78,89,22,1070,0,4,3,6,11,5,3,3,0,39,17,13,13,15,32,7,3,11,5,119,3,5,0,3,5,3,0,0,0,17,12,16,9,8,15,7,4,13,23,99,912,1795,622,463,656,215,140,187,104,5095
213021342,40,59,51,50,60,25,25,13,3,329,103,96,91,191,133,39,30,40,10,737,126,65,650,199,187,78,163,144,36,1654,9,10,14,6,22,8,6,12,0,86,13,8,10,26,31,9,19,16,6,150,3,10,5,0,8,7,0,4,4,48,8,15,20,23,27,11,13,14,35,173,652,1599,970,716,789,284,330,308,137,5787
213021343,40,48,32,21,59,23,9,12,6,248,93,73,78,83,96,37,25,27,5,519,122,47,433,90,112,69,84,79,34,1067,10,3,8,11,12,13,3,4,0,67,22,4,12,15,18,9,11,6,0,95,11,12,3,6,10,7,3,0,0,49,8,11,4,7,14,5,10,13,19,93,769,1507,667,400,649,258,204,203,101,4754
213021344,107,99,46,56,50,29,11,13,3,415,178,161,66,99,129,49,16,25,13,733,165,93,465,144,161,75,67,102,20,1287,6,5,11,12,17,7,5,5,0,71,23,23,9,16,38,14,9,11,0,143,15,17,0,0,4,3,5,0,0,44,17,25,0,7,14,9,0,7,17,102,1795,3249,747,620,910,325,166,230,102,8146
213021345,9,17,13,18,19,5,11,3,3,96,18,14,26,47,33,11,12,11,0,166,34,16,167,61,47,19,44,29,10,430,0,0,0,3,6,0,0,3,0,18,3,0,0,9,12,0,0,0,0,31,0,3,0,0,0,0,0,0,0,14,0,5,5,5,4,4,4,6,15,46,197,559,263,205,220,83,90,70,37,1719
213021346,90,116,35,40,63,19,3,9,4,384,118,112,37,73,104,45,12,21,8,528,154,57,319,78,82,59,34,61,11,857,9,4,0,4,13,7,6,3,5,49,20,6,7,18,24,26,4,10,0,117,7,17,5,0,5,0,0,0,0,43,12,20,4,13,5,5,5,3,9,89,1499,2568,519,440,683,273,81,156,100,6319
213031347,48,64,57,54,51,14,26,24,11,335,68,101,82,146,71,55,48,44,13,612,75,59,256,170,117,54,87,116,18,958,10,7,5,6,15,4,6,18,0,83,22,18,19,28,24,8,22,15,3,150,4,17,9,8,5,3,7,4,3,71,8,12,19,19,21,19,14,24,45,186,775,2210,673,771,854,410,423,453,152,6718
213031348,42,67,67,52,52,19,15,28,4,355,89,109,87,140,97,58,26,45,9,658,73,85,256,151,119,63,55,76,20,901,4,4,19,7,11,13,6,11,0,76,11,13,5,14,23,10,3,10,0,86,6,11,6,0,5,4,3,13,0,57,10,16,17,21,10,7,9,14,39,143,1036,3125,713,775,954,412,267,441,146,7878
213031349,54,69,42,42,38,22,11,14,0,291,101,92,46,97,91,42,20,22,8,522,82,52,221,117,95,55,49,54,11,751,6,3,0,13,11,7,8,4,0,62,11,15,10,13,19,14,12,4,5,101,5,7,3,3,9,0,0,5,3,38,4,14,3,5,16,15,11,9,24,105,902,2071,477,534,714,344,191,226,100,5558
213031350,38,60,22,35,28,20,10,9,3,219,54,75,43,51,44,18,14,15,11,325,78,43,175,70,65,33,24,34,7,523,5,9,3,0,8,0,0,0,0,21,12,13,4,6,15,6,0,9,0,72,10,12,6,3,0,3,0,3,0,37,9,10,0,3,5,3,0,4,3,41,888,2008,346,316,463,193,78,120,46,4463
213031351,38,62,38,37,30,13,11,9,6,230,59,81,58,82,83,34,20,39,3,455,73,50,236,95,76,36,41,67,6,683,6,0,4,7,6,0,3,7,0,41,9,11,11,15,5,5,5,4,3,69,7,8,4,4,4,4,4,3,0,31,6,17,4,6,13,9,6,3,4,67,815,1985,506,456,560,233,171,238,57,5033
213031352,69,89,56,28,55,31,9,6,5,356,112,125,58,87,86,42,18,18,7,548,139,78,320,96,108,63,39,73,18,932,13,8,4,11,9,7,8,5,0,57,16,19,13,19,20,12,5,5,0,112,5,13,0,4,5,0,7,3,4,31,25,24,8,8,16,6,5,3,14,109,1506,3006,625,496,757,325,121,197,104,7133
213041353,73,83,64,83,92,26,26,20,5,480,126,137,112,266,197,49,48,52,10,996,310,129,1237,421,395,165,303,264,63,3289,16,3,16,19,30,26,9,22,0,148,31,14,28,35,35,20,15,11,0,181,5,8,7,10,14,0,4,0,0,49,17,18,25,26,23,19,15,22,33,193,953,1892,1608,1137,1049,397,477,450,141,8112
213041358,46,46,32,69,57,20,46,19,5,326,81,84,64,217,126,49,79,52,6,755,157,81,738,370,272,133,265,234,36,2296,11,0,12,16,18,17,21,22,0,121,18,9,15,30,20,15,19,17,4,150,9,10,6,6,0,0,11,4,0,44,15,15,14,24,21,8,17,26,27,171,516,989,975,981,720,331,553,446,105,5620
213041359,43,33,49,42,52,23,55,24,3,324,86,57,98,176,98,34,150,54,17,775,82,35,406,167,121,57,132,115,29,1139,0,4,4,14,14,6,6,4,0,53,11,4,8,25,26,6,20,6,0,107,10,12,5,10,7,0,10,0,3,60,5,13,18,15,12,8,15,14,25,123,567,1531,801,759,718,275,601,349,140,5743
213041360,66,70,47,41,81,27,29,10,13,385,116,92,89,169,155,55,42,28,20,758,154,61,515,173,196,125,156,156,31,1570,8,4,4,15,21,15,0,13,4,84,19,19,26,27,43,19,25,17,0,201,4,16,9,3,6,8,4,9,3,58,16,18,16,21,11,12,12,13,16,121,910,1717,847,705,984,419,357,310,131,6379
213041461,25,15,8,15,17,4,6,6,4,104,28,20,27,47,32,12,16,10,3,197,26,13,151,65,35,28,47,40,4,413,0,4,4,8,7,5,0,3,0,25,0,0,10,7,17,4,3,10,0,54,0,9,7,0,0,0,0,0,0,11,7,11,4,6,3,7,5,8,10,52,176,433,249,220,237,85,109,101,31,1651
213041462,16,15,24,10,29,11,16,3,5,132,30,19,27,47,29,13,25,15,4,205,37,14,122,65,55,11,50,36,10,402,0,0,0,0,3,3,4,0,0,14,3,5,9,9,10,0,5,6,0,44,6,7,3,0,4,3,0,5,0,26,0,4,9,9,8,0,3,0,13,44,256,609,252,267,309,90,140,95,48,2068
213041463,66,73,54,59,87,26,25,26,3,422,138,105,86,168,145,64,50,42,12,799,141,68,531,219,174,77,145,134,33,1519,11,0,14,16,26,22,15,13,0,121,13,19,21,33,49,24,18,14,7,199,11,15,8,3,7,5,0,5,0,48,12,24,16,17,29,16,15,17,25,166,977,2006,885,805,972,397,377,344,147,6915
213041571,20,16,19,26,26,10,20,5,0,147,43,31,27,112,57,16,43,27,11,361,62,27,315,152,107,60,125,72,12,932,3,3,9,3,17,7,11,13,0,64,8,4,12,7,13,9,13,5,0,73,0,6,6,3,9,4,8,4,0,28,3,5,6,12,7,12,15,9,7,78,226,477,428,441,351,164,289,182,53,2610
213041572,15,11,31,22,22,18,38,9,10,172,24,25,44,99,55,24,113,25,5,427,37,18,194,104,70,24,90,63,14,619,0,0,4,8,3,4,11,7,0,39,0,0,0,7,6,0,8,4,0,34,0,7,3,0,3,0,6,5,4,29,3,5,6,16,6,4,11,5,15,65,189,607,368,439,339,134,387,189,65,2715
213041573,13,16,7,8,19,4,4,0,5,65,31,16,14,36,32,17,4,3,0,149,45,25,161,44,48,25,43,23,5,418,5,0,0,0,5,0,0,0,0,14,0,0,7,3,7,0,4,4,0,27,0,6,0,0,0,0,0,0,0,9,0,0,6,0,3,5,0,0,0,17,169,277,196,122,157,66,51,34,20,1094
213041574,32,29,35,30,51,18,22,19,0,230,62,52,61,89,107,30,45,22,6,480,71,37,303,96,105,48,103,73,16,866,0,4,14,3,10,5,3,3,0,46,13,8,9,16,27,16,16,12,6,118,3,0,0,3,12,5,3,0,0,33,8,14,3,11,16,6,10,3,17,90,399,1042,521,442,597,202,303,198,61,3762
213041575,57,58,35,43,93,24,15,14,9,347,83,92,75,126,128,55,34,33,13,639,166,73,723,170,200,103,126,150,50,1760,4,3,7,12,26,20,8,12,0,81,22,9,18,40,52,19,12,14,10,201,13,5,7,6,8,0,0,0,0,52,13,13,11,13,20,10,11,13,18,126,703,1432,971,562,837,361,282,289,125,5564
213041576,35,28,24,30,38,8,10,12,4,195,48,48,42,118,64,24,26,16,3,395,99,65,492,205,155,78,194,149,25,1453,3,0,8,8,14,10,7,10,0,61,12,9,10,18,22,8,9,13,0,104,6,3,9,4,6,3,0,0,0,28,10,8,10,14,12,9,8,13,17,99,302,526,620,514,419,183,307,240,69,3173
213041577,16,6,5,18,21,6,10,6,0,83,20,13,17,49,32,18,18,18,5,189,41,17,201,124,77,21,88,79,8,656,0,0,7,8,6,0,5,12,0,44,4,0,6,12,9,3,12,5,4,51,5,0,0,3,4,0,3,0,0,21,3,3,13,11,6,3,12,13,6,78,124,205,273,303,209,79,174,149,35,1550
213041578,21,21,31,42,32,6,31,15,0,199,55,52,61,156,64,33,71,42,7,530,64,39,367,244,128,64,188,153,33,1283,3,0,5,18,14,7,24,10,0,87,8,0,8,24,17,9,23,14,4,110,5,4,8,3,4,0,7,0,5,35,8,11,13,19,11,10,19,19,21,132,297,690,576,726,442,190,466,324,85,3804
213051361,53,64,33,59,39,24,26,27,3,327,106,65,102,174,96,54,60,46,15,736,126,62,652,210,186,97,210,183,35,1755,6,4,11,12,19,7,24,10,0,91,14,4,15,27,27,10,33,16,0,150,9,8,6,8,7,11,5,6,0,59,4,14,17,18,16,13,19,17,26,136,570,1319,958,754,684,339,501,415,103,5647
213051362,33,44,50,36,45,8,32,20,0,266,58,64,92,160,86,45,61,54,9,644,100,60,467,221,168,105,189,157,26,1493,4,4,14,13,15,12,15,17,0,96,10,7,9,26,19,15,20,19,4,121,11,12,7,3,10,9,8,7,4,60,6,14,22,18,22,14,22,20,28,164,465,1227,805,709,662,319,480,419,123,5203
213051363,29,23,47,26,26,14,27,21,0,219,52,46,72,98,74,27,57,36,3,467,55,36,199,77,78,44,93,94,25,696,3,3,3,7,11,6,5,3,0,39,9,4,8,11,6,5,9,7,3,67,8,15,6,0,0,5,5,7,3,46,9,14,4,8,3,3,12,12,9,78,548,1390,509,436,546,255,372,344,103,4509
213051368,55,54,44,36,51,17,25,12,0,290,88,75,74,142,117,47,29,42,8,629,149,61,541,175,148,73,139,125,29,1443,12,8,4,8,22,5,5,16,3,80,4,9,15,21,31,22,7,11,4,122,10,9,4,12,8,7,3,11,3,65,11,16,10,13,15,11,5,15,21,116,746,1630,851,616,714,327,317,307,103,5612
213051464,89,73,29,40,72,39,15,15,5,374,132,134,71,131,122,56,41,36,18,733,146,72,363,127,121,67,92,84,24,1098,5,4,7,5,17,5,5,8,0,53,24,7,8,16,26,11,13,9,6,123,15,15,9,8,8,8,3,3,4,74,22,25,13,11,5,7,12,11,47,143,1313,2320,719,623,928,409,313,276,168,7071
213051466,69,60,51,34,48,29,18,19,10,343,98,100,68,133,93,54,53,37,16,652,81,56,259,127,102,59,82,74,14,848,3,6,5,3,5,7,4,15,0,44,19,10,11,20,15,5,13,8,3,103,18,34,5,9,7,0,7,6,7,91,22,26,6,6,8,11,7,8,24,127,1176,2923,639,682,915,407,304,253,172,7465
213051467,25,34,41,53,39,19,19,28,9,260,68,61,69,171,101,46,53,52,8,628,108,76,512,226,176,88,210,207,27,1635,13,6,0,12,14,19,15,25,3,107,10,18,18,26,30,17,19,13,0,151,8,9,8,4,10,0,5,8,0,55,5,13,15,16,11,12,21,13,21,138,456,1071,802,756,631,320,457,456,88,5045
213051468,48,69,75,64,73,26,23,18,13,402,121,109,111,262,163,55,91,46,13,975,171,98,803,306,271,131,264,214,56,2308,13,5,3,26,29,21,15,16,0,126,16,9,12,40,39,18,23,21,7,176,8,22,7,12,9,6,9,9,3,79,11,18,18,13,21,17,17,16,30,160,820,2007,1239,1119,1067,418,576,451,165,7868
213051579,20,27,25,19,27,14,23,8,3,155,44,42,51,112,56,19,46,24,3,397,38,24,182,115,99,52,79,65,5,662,5,0,0,9,17,0,8,10,0,46,3,8,4,17,13,4,9,3,6,63,3,6,0,4,10,0,0,4,0,34,3,20,6,6,7,0,3,6,17,76,418,1520,379,511,530,192,274,174,101,4093
213051580,46,48,50,40,62,25,22,21,4,316,80,91,61,105,94,44,36,14,7,535,117,57,344,135,106,60,102,79,21,1024,7,6,3,4,12,3,11,10,0,64,16,3,15,20,25,12,10,7,6,120,7,15,5,6,14,5,0,4,0,50,16,24,6,11,15,4,7,11,17,103,743,1617,628,546,677,289,267,203,103,5068
213051581,17,43,26,26,31,11,8,10,4,174,63,42,52,71,73,18,20,20,3,364,65,33,176,94,82,40,53,42,8,584,0,0,4,6,3,7,0,4,0,26,0,5,4,6,16,11,7,13,0,64,9,18,3,4,3,0,5,6,0,51,8,11,8,9,9,6,0,5,9,65,530,1288,395,373,546,214,174,154,66,3728
213051582,14,18,26,27,16,13,42,14,0,173,32,26,70,129,57,30,99,28,5,477,27,17,146,83,53,33,93,44,13,509,0,3,4,0,0,4,10,0,0,25,5,0,5,22,5,3,14,9,0,57,0,11,7,8,6,3,14,3,0,59,0,8,9,13,9,3,12,6,16,83,347,964,416,521,466,214,484,220,90,3725
