SA2_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
203011034,471,635,708,507,511,346,288,358,70,3891
203011035,629,669,760,447,419,266,331,461,60,4043
203011036,657,650,560,370,310,246,194,340,52,3371
203021037,754,2042,1073,1004,827,608,385,657,123,7480
203021039,872,2045,922,911,829,554,270,588,122,7121
203021040,1500,3145,1545,1389,1353,912,549,893,185,11470
203021042,1748,3687,1349,1557,1416,1193,454,800,172,12375
203021043,1075,1759,1645,1311,1237,818,917,987,185,9936
203021044,667,1180,1090,919,804,643,417,635,113,6464
203021045,482,868,1154,1094,685,670,601,983,116,6647
203021046,919,1811,503,561,588,443,150,316,79,5376
203021047,723,1392,1098,923,832,653,564,831,154,7170
203021485,544,1288,853,909,652,508,311,511,72,5648
203021486,516,693,1122,1056,655,667,944,1417,194,7257
203021487,1301,2810,1912,1824,1466,1275,710,1141,184,12627
203021488,170,264,465,534,248,287,474,581,81,3106
203031048,808,1391,1271,1082,872,736,458,809,128,7564
203031049,573,793,380,325,278,224,39,200,53,2879
203031051,507,675,533,443,456,283,197,327,77,3485
203031052,393,641,262,227,263,159,34,132,56,2169
203031053,2132,3701,1606,1442,1325,991,264,749,174,12382
203031489,860,1551,774,817,664,482,213,387,73,5828
203031490,1398,2543,1368,1164,1067,747,261,585,142,9277
204011054,559,407,481,372,317,204,202,368,51,2957
204011055,651,445,412,288,280,200,163,400,60,2888
204011056,785,1076,1308,872,895,555,681,876,176,7214
204011057,880,758,775,603,465,432,267,518,86,4785
204011058,418,276,316,236,209,113,117,317,42,2047
204011059,305,311,414,408,302,261,186,463,47,2687
204011060,473,351,307,467,251,118,212,234,47,2465
204011061,3,14,21,9,8,5,4,15,0,83
204011062,367,267,301,183,165,111,120,214,34,1760
204021063,505,731,668,625,479,371,336,625,101,4437
204021064,489,257,280,169,152,109,129,228,36,1858
204021065,331,280,276,199,182,123,148,301,38,1881
204021066,943,1698,1238,1307,960,886,612,1133,145,8934
204021067,1139,870,723,548,478,342,314,616,85,5110
204031068,400,625,279,306,191,157,83,236,38,2309
204031069,880,798,664,542,355,322,180,491,79,4318
204031070,240,235,262,192,182,134,147,164,29,1600
204031071,351,328,332,280,225,207,188,325,40,2275
204031072,749,398,357,289,274,153,193,362,64,2834
204031073,782,1128,1054,996,902,734,597,910,127,7225
204031075,530,583,369,243,272,180,158,239,49,2625
204031491,847,1377,1144,1040,804,510,430,485,108,6750
204031492,626,1081,1063,985,727,645,576,887,122,6707
205011076,1065,1308,1549,1114,1019,753,704,1171,169,8864
205011077,631,472,533,322,323,205,200,364,55,3106
205011078,643,622,587,481,427,307,290,466,53,3869
205011079,1414,2274,1572,1355,1260,841,620,1342,172,10836
205021080,0,0,0,0,0,0,0,0,0,0
205021081,677,1056,929,918,725,678,415,940,131,6475
205021082,769,512,574,457,382,261,293,523,107,3888
205021083,0,0,0,0,0,0,0,0,0,0
205021084,560,596,561,601,427,353,190,533,100,3919
205021085,542,370,273,338,227,169,169,374,52,2515
205021086,341,456,337,351,279,242,129,254,43,2431
205031087,965,638,510,418,352,277,178,531,100,3973
205031088,22,8,0,4,0,3,4,4,4,57
205031089,844,625,766,514,486,363,340,559,104,4596
205031090,909,900,787,573,536,452,333,575,94,5165
205031091,802,1035,946,735,557,553,174,622,109,5536
205031092,0,4,0,0,0,0,0,0,0,8
205031093,1571,1940,1711,1378,1155,1113,585,1175,226,10846
205041094,613,805,897,663,661,433,416,550,98,5145
205041095,528,801,1206,985,847,628,476,865,155,6498
205041096,357,536,713,696,629,532,402,737,118,4720
205041098,227,299,450,278,294,166,240,278,39,2279
205041493,520,941,833,672,708,554,363,571,104,5271
205041494,794,1778,1250,947,1244,715,497,768,146,8143
205051099,8,0,0,0,0,0,0,3,0,13
205051100,430,418,317,250,177,144,115,188,51,2092
205051101,921,931,1140,853,632,470,553,830,128,6450
205051102,428,226,312,200,169,143,139,248,38,1906
205051103,798,1426,931,1008,677,615,307,690,114,6565
205051104,489,276,299,263,180,163,168,335,58,2238
206011106,1349,3872,623,722,947,456,145,286,113,8513
206011107,1187,3274,781,900,1074,537,256,455,120,8573
206011109,926,1767,576,500,813,499,162,280,94,5621
206011495,1145,3464,658,785,905,470,161,358,113,8070
206011496,1277,3870,637,785,932,469,146,303,117,8526
206011497,945,2605,671,761,821,528,215,363,114,7020
206011498,1104,2648,782,718,923,591,209,412,136,7530
206021110,863,2159,401,443,586,327,101,219,78,5160
206021112,1742,4325,953,1052,1225,672,290,528,143,10928
206021499,1495,3906,651,757,886,497,152,300,112,8753
206021500,1082,2804,464,515,639,319,114,213,92,6242
206031113,1473,2995,624,759,998,557,239,423,131,8200
206031115,679,1910,313,514,573,299,154,326,99,4867
206031116,1666,3438,760,800,1288,708,195,431,145,9434
206031501,1528,2572,828,749,1357,784,250,490,172,8733
206031502,1182,2444,609,663,1037,527,177,363,115,7121
206041117,857,3606,630,1135,881,688,250,556,154,8749
206041118,1529,3990,644,724,1080,634,224,437,176,9438
206041119,617,1514,115,193,341,154,28,69,52,3078
206041120,11,27,4,0,4,6,6,10,4,65
206041121,1119,2852,436,501,789,365,153,264,83,6567
206041124,399,1574,242,587,431,319,70,290,62,3980
206041125,741,1750,170,231,413,225,20,86,76,3717
206041127,0,0,0,0,0,0,0,0,0,0
206041503,766,2069,500,719,647,422,153,468,122,5855
206041504,776,3029,1010,1569,968,962,277,840,190,9608
206041505,1077,3462,1048,1376,1042,733,289,866,230,10129
206041506,1118,3873,598,906,951,532,224,471,140,8813
206041507,0,0,0,0,0,0,0,0,0,0
206041508,735,1607,271,404,504,256,105,223,77,4190
206041509,1606,4359,852,1161,1373,740,239,770,216,11320
206041510,660,1930,400,466,554,299,123,322,85,4829
206051128,2050,3531,491,593,964,603,120,268,166,8791
206051129,1863,3607,713,798,949,715,137,299,144,9222
206051130,2201,3195,570,636,1070,586,165,286,175,8873
206051134,1801,3814,894,935,1109,687,208,428,148,10030
206051511,248,419,114,108,150,90,33,51,27,1241
206051512,1427,2707,396,497,780,404,85,221,129,6645
206051513,1289,2793,775,823,914,540,174,361,144,7809
206051514,1581,3171,693,803,955,505,193,349,155,8415
206061135,1095,2268,284,371,584,451,74,142,95,5367
206061136,2446,5195,855,1057,1474,960,195,382,194,12757
206061138,1587,2677,260,402,753,539,51,150,184,6603
206061515,1439,3525,417,579,851,526,106,182,132,7761
206061516,1165,2723,332,416,658,439,57,182,110,6082
206071139,1105,2733,450,491,666,382,92,200,99,6223
206071140,786,2492,310,479,500,307,58,118,92,5130
206071141,1020,2806,375,477,522,314,108,172,98,5889
206071142,1089,2949,352,518,562,330,97,196,93,6186
206071143,1344,3762,435,614,749,414,74,183,100,7669
206071145,1111,2746,353,385,572,289,96,172,74,5796
206071517,2465,5493,776,825,1283,726,134,309,178,12189
206071518,1480,3478,653,744,955,583,167,407,136,8602
207011146,865,1545,231,278,457,331,56,155,54,3980
207011147,1458,2868,413,543,875,681,131,296,148,7414
207011148,1963,3556,655,747,1310,1017,173,428,201,10041
207011149,2219,4292,544,842,1293,867,131,336,158,10685
207011150,1926,3640,469,647,1004,697,102,269,123,8873
207011152,1649,3833,562,680,1050,667,153,270,127,8981
207011154,641,1294,222,264,428,284,55,133,52,3368
207011155,1763,3174,365,638,897,676,110,237,126,8002
207011519,1029,2418,326,466,614,408,92,239,80,5677
207011520,1185,3093,432,633,860,522,98,260,111,7199
207011521,1168,2512,295,442,723,470,72,169,118,5966
207011522,1310,2806,398,541,749,525,94,249,149,6819
207021156,896,1599,543,466,710,575,170,313,95,5371
207021157,1749,3629,1164,1101,1496,1090,337,678,262,11500
207021159,1497,2323,734,605,1118,810,165,347,174,7764
207021160,1090,2012,653,565,867,615,162,316,115,6403
207021424,1125,2278,682,668,1036,749,208,388,148,7284
207021425,1053,2065,693,703,928,676,230,402,143,6905
207031161,1743,3990,994,990,1509,921,323,631,206,11295
207031162,817,1688,524,445,731,433,181,288,91,5197
207031163,1415,3546,1205,1293,1299,1008,379,888,232,11258
207031164,1338,3166,859,856,1065,771,251,531,166,9012
207031165,752,1803,501,674,739,649,245,440,120,5922
207031166,679,1534,534,439,651,444,207,442,88,5015
207031167,939,2267,318,415,656,401,65,205,73,5339
208011168,1718,2164,484,572,919,632,90,259,131,6972
208011169,2865,4051,514,815,1222,908,119,261,235,10978
208011170,1938,2737,494,673,966,743,106,250,130,8032
208011171,1340,2025,674,621,833,573,130,301,79,6569
208011172,2192,3125,618,791,1108,822,135,338,145,9273
208011173,2080,2899,620,736,1031,739,118,302,153,8679
208021174,2450,4452,1086,1132,1649,1134,293,563,216,12971
208021176,1564,3947,910,950,1338,824,313,547,206,10602
208021177,2129,4751,721,1099,1300,806,186,413,263,11672
208021178,1808,3546,596,816,1085,714,186,343,169,9268
208021179,1276,2629,432,578,761,488,104,230,123,6622
208021180,638,1428,416,406,576,343,123,211,65,4189
208021181,868,1891,458,453,679,412,159,272,79,5274
208021182,1123,2720,691,736,888,605,205,398,141,7493
208021426,1491,2707,818,767,1155,787,218,377,140,8462
208021427,1311,2133,779,652,1038,661,190,385,112,7268
208031183,776,1136,569,453,679,505,202,328,78,4735
208031184,4,5,6,0,0,0,0,0,0,22
208031185,1073,1410,931,643,938,563,263,368,130,6312
208031186,1179,2100,1079,841,1125,544,321,450,110,7755
208031187,314,596,449,289,392,241,147,198,51,2676
208031188,1993,3586,1451,1220,1765,1133,393,665,209,12413
208031189,1224,2106,904,780,942,590,193,327,113,7189
208031190,1252,2102,748,712,1003,625,219,343,107,7104
208031191,805,1337,543,445,627,398,159,295,68,4690
208031192,0,0,0,0,4,0,0,0,0,3
208031193,2020,3331,1277,1070,1618,1023,308,579,145,11376
208041194,2270,4401,616,847,1340,869,164,370,183,11054
208041195,2220,4404,779,1042,1423,975,208,514,179,11747
209011196,572,1095,693,557,655,424,229,357,87,4667
209011197,1583,3058,1423,1085,1545,812,313,559,156,10530
209011198,1314,3257,719,718,1017,564,182,413,113,8299
209011199,886,2334,838,828,835,477,378,533,133,7246
209011200,1187,2739,477,533,842,498,139,246,99,6758
209011201,865,1604,262,266,531,329,50,157,53,4135
209011202,1372,2542,1081,829,1159,658,201,416,112,8381
209011203,1368,2992,1110,977,1278,649,250,475,137,9232
209011204,587,1337,683,507,680,344,187,293,65,4675
209021205,675,1380,571,610,696,501,307,479,100,5320
209021428,1546,3716,1271,1225,1365,852,408,788,208,11381
209021429,964,2408,660,658,797,524,206,415,116,6746
209021523,767,1917,938,903,957,525,465,698,157,7330
209021524,430,801,566,387,579,424,291,422,110,4015
209021525,672,1536,761,679,755,500,354,537,134,5926
209021526,901,2153,883,796,942,503,379,592,150,7284
209031209,2215,3783,1489,1181,1685,926,305,576,152,12320
209031210,261,486,377,217,232,123,67,119,22,1912
209031211,283,302,497,261,233,112,138,198,44,2070
209031212,469,606,470,264,350,171,115,173,40,2664
209031213,898,1219,727,460,738,468,168,271,78,5032
209031214,757,1079,472,373,451,277,77,201,63,3741
209031215,1231,1920,1296,942,1113,671,295,528,110,8099
209041216,512,910,409,406,555,400,228,273,61,3757
209041217,293,628,433,332,380,263,194,234,89,2850
209041220,952,1710,1225,1017,1396,958,632,788,198,8878
209041221,487,1101,810,617,791,499,444,526,114,5390
209041223,603,1105,1205,937,918,693,905,1191,190,7747
209041224,1177,1495,2120,1364,1531,931,1142,1105,234,11098
209041225,597,780,1004,650,671,414,387,447,98,5044
209041431,472,902,894,721,776,623,585,699,141,5816
209041432,261,516,548,450,501,307,417,477,81,3555
209041433,552,1051,768,719,784,517,586,555,132,5665
209041435,823,1352,885,736,1045,738,437,533,138,6680
209041436,702,1182,910,725,969,637,420,578,136,6262
209041437,961,2205,1573,1600,1367,851,1277,1128,282,11246
209041527,1041,1576,1312,1061,1208,764,426,654,139,8181
209041528,615,1137,842,717,787,490,307,414,110,5424
209041529,255,549,597,473,455,333,439,629,104,3837
209041530,506,926,748,601,724,442,541,683,129,5298
209041531,557,1148,738,780,779,488,388,479,106,5462
209041532,613,1235,838,815,823,573,477,479,105,5960
210011226,601,984,598,429,670,325,222,291,72,4189
210011227,0,4,0,6,0,0,0,0,0,8
210011228,656,912,548,321,687,386,194,260,89,4054
210011230,682,1097,439,362,609,386,144,235,71,4024
210011231,974,1530,518,422,854,472,143,272,104,5280
210011533,752,1336,630,481,845,490,291,432,115,5368
210011534,993,1757,845,683,1116,645,357,432,150,6980
210021232,1102,1706,1126,818,959,521,324,486,89,7135
210021233,340,565,198,162,188,107,42,97,25,1716
210021234,326,514,416,258,332,156,120,149,48,2320
210021235,759,944,1004,557,722,406,354,503,125,5370
210031236,583,1449,496,408,499,333,153,279,64,4262
210031237,508,1317,744,658,604,460,490,596,165,5548
210031439,261,393,186,149,268,130,79,90,44,1603
210031440,297,637,427,264,389,208,183,203,58,2661
210031535,657,1476,930,787,831,510,456,704,133,6491
210031536,434,1109,630,582,525,273,284,604,96,4540
210031537,602,1409,516,406,645,281,162,278,76,4384
210031538,1310,2777,1104,887,1318,682,372,579,179,9207
210041240,885,1251,1197,825,1055,651,476,575,114,7027
210041539,274,557,449,345,460,229,267,256,65,2907
210041540,897,1368,1119,940,1129,677,555,575,127,7388
210041541,638,1024,1039,753,929,529,427,491,112,5956
210051242,235,621,760,643,411,318,601,733,148,4471
210051243,311,539,746,590,468,380,634,646,172,4496
210051245,904,1389,1293,847,1334,715,650,777,172,8087
210051246,1528,2217,1525,985,1665,1065,769,804,259,10809
210051247,290,652,693,599,497,380,561,597,154,4420
210051248,8,10,9,0,5,3,3,0,0,42
210051250,327,489,444,358,499,260,297,294,68,3037
210051441,234,406,599,435,479,343,441,454,73,3466
210051442,546,903,784,706,707,523,659,606,138,5581
210051443,813,1496,1436,1204,1176,816,1022,1112,218,9292
210051445,1002,1739,1505,1475,1408,858,1493,1043,238,10757
210051542,374,753,563,644,494,306,531,456,105,4237
210051543,451,985,728,684,667,421,609,600,105,5243
210051544,303,645,571,463,470,359,400,439,96,3757
210051545,397,778,691,633,546,457,520,633,174,4831
211011251,662,1444,970,789,846,502,400,632,128,6382
211011254,1122,2153,1099,867,1185,783,453,645,150,8465
211011255,649,798,559,328,649,431,147,220,58,3840
211011256,1104,1927,1178,783,1243,825,444,627,132,8271
211011257,662,980,604,351,656,433,191,292,69,4236
211011258,838,1324,770,519,887,591,288,396,118,5733
211011259,865,1858,851,642,931,635,320,505,135,6746
211011260,1200,2421,961,847,1314,849,372,602,163,8741
211011446,1252,2577,1922,1359,1658,1036,713,1044,188,11743
211011447,839,1551,1145,777,917,593,452,604,113,6997
211011448,972,1665,1302,878,1207,744,467,698,145,8081
211011449,317,452,410,246,324,215,119,186,45,2316
211021261,1483,2370,785,695,1094,780,194,427,130,7959
211021262,1125,1423,689,488,727,479,106,314,69,5416
211031263,663,1265,1079,701,901,567,383,593,104,6255
211031265,1523,2495,1367,1025,1496,957,304,568,157,9898
211031266,1237,2709,1201,1038,1254,724,415,728,187,9488
211031267,1501,3324,1340,1141,1341,872,347,721,155,10757
211031268,867,1427,612,543,664,445,90,296,83,5016
211031450,912,1959,1276,964,1061,628,409,737,159,8113
211031451,959,1752,889,743,887,596,285,523,121,6746
211031452,316,622,396,250,351,207,116,174,45,2487
211041269,652,1527,489,493,695,476,182,333,78,4928
211041270,1286,3070,905,844,1216,668,250,526,140,8910
211041271,836,2054,635,611,799,489,214,434,95,6176
211041272,789,1665,564,502,683,464,167,340,90,5262
211041273,796,1669,550,509,750,482,199,337,108,5400
211051274,839,1418,843,628,649,365,227,328,78,5368
211051275,873,1205,1032,695,871,580,268,497,109,6136
211051276,972,1144,1276,816,773,502,395,735,103,6719
211051277,573,929,886,597,674,383,287,479,101,4908
211051278,1317,1766,1839,1230,1444,869,531,965,170,10140
211051279,490,494,604,317,343,195,148,265,54,2906
211051280,460,686,694,367,480,289,168,281,57,3494
211051281,1382,2438,2152,1472,1587,1024,622,1090,234,12003
211051282,916,1515,693,524,541,310,131,312,79,5020
211051283,653,953,1060,621,694,443,289,507,74,5289
211051284,715,1464,822,620,654,412,218,386,105,5392
211051285,681,614,973,482,553,316,236,400,78,4330
211051286,925,971,1728,1041,865,539,607,948,159,7783
212011289,1392,1804,1896,1056,1204,673,523,877,174,9602
212011546,1528,2683,1913,1526,1867,1202,801,1015,212,12745
212011547,748,655,1010,473,623,362,364,520,135,4891
212011548,702,585,975,542,617,405,535,629,107,5102
212011549,699,1043,1286,893,946,715,759,851,137,7330
212011550,404,667,605,475,491,351,333,369,77,3780
212011551,219,356,513,387,291,223,313,413,60,2783
212011552,1264,1975,1937,1651,1560,1203,1207,1497,262,12563
212021293,1729,2638,1557,1135,1691,1098,515,779,176,11307
212021295,252,462,964,497,375,323,620,737,146,4381
212021297,420,654,770,521,602,375,540,630,105,4617
212021299,715,770,664,308,647,386,219,304,116,4126
212021453,604,1077,869,581,832,522,467,538,135,5615
212021454,675,1248,903,628,865,544,485,595,125,6068
212021455,693,1157,1152,772,988,659,572,677,147,6825
212021456,601,1036,1098,770,963,557,720,851,172,6773
212021553,1204,2201,1198,981,1304,886,541,710,181,9207
212021554,696,1319,832,652,730,544,374,490,117,5748
212031300,797,1039,1629,1208,1180,803,1228,1395,233,9510
212031303,1159,1502,1617,1118,1296,765,728,879,171,9240
212031304,932,1607,1656,1378,1273,831,1241,1341,212,10469
212031306,906,1863,1134,999,1205,678,865,945,246,8847
212031308,466,480,899,457,582,378,357,459,79,4139
212031457,834,1166,1081,706,1067,690,484,622,120,6771
212031458,746,1128,1406,904,1058,739,769,945,191,7892
212031555,641,1312,600,585,726,415,395,409,96,5187
212031556,745,1459,1122,1077,909,565,874,718,158,7620
212031557,891,1639,1694,1520,1294,955,1247,1251,233,10730
212031558,549,935,829,887,707,474,690,637,141,5848
212031559,652,1252,840,777,743,544,543,594,133,6066
212031560,463,700,905,660,707,493,731,719,98,5480
212031561,377,616,932,637,672,430,774,884,151,5477
212031562,344,620,968,693,633,425,855,926,165,5626
212041309,609,1215,659,527,752,509,341,512,124,5236
212041310,491,1537,870,704,800,470,608,864,170,6516
212041312,754,1585,1524,1015,1157,783,1022,1257,220,9310
212041313,809,1112,772,459,850,562,246,381,68,5259
212041316,269,554,436,337,411,284,348,456,76,3177
212041317,666,1475,1309,1052,821,742,1126,1881,344,9421
212041318,403,667,683,587,494,441,804,1238,155,5459
212041459,358,924,836,806,619,370,746,1028,161,5851
212041460,550,1153,1076,1076,751,603,1128,1803,261,8398
212041563,456,1069,1546,1012,747,547,1097,1445,241,8158
212041564,277,394,615,293,319,258,543,639,116,3452
212041565,522,897,861,641,778,512,870,1193,188,6454
212041566,1147,2012,931,615,1069,743,564,796,155,8026
212051319,1523,3396,909,974,1246,850,298,598,204,10010
212051321,1481,3253,874,886,1207,856,335,582,197,9664
212051322,1414,3239,913,810,1228,810,368,632,207,9622
212051323,1239,2679,662,617,1016,692,214,444,159,7724
212051324,1448,3140,861,747,1262,787,287,561,208,9297
212051325,1270,2533,1106,869,1372,809,522,779,226,9479
212051326,1600,3781,1328,1132,1597,1113,532,831,226,12138
212051327,1465,2790,878,725,1295,853,286,518,174,8980
212051567,334,1438,376,629,462,455,257,468,98,4520
212051568,422,1782,738,692,693,530,546,871,168,6450
213011328,287,697,460,416,407,229,380,427,94,3388
213011329,427,853,550,431,693,428,581,583,157,4701
213011331,251,447,504,381,524,379,517,515,82,3589
213011332,569,1041,826,589,914,554,495,565,114,5672
213011333,251,528,787,588,555,437,785,945,157,5039
213011334,441,888,1123,946,771,588,1061,1356,265,7440
213011335,397,867,891,817,644,447,946,1156,217,6387
213011336,387,1024,545,511,537,313,433,558,109,4414
213011337,421,832,673,522,581,411,622,753,148,4961
213011338,604,1249,953,767,926,630,1035,1101,230,7498
213011339,526,959,803,697,843,559,560,634,132,5704
213011340,1178,1773,1198,814,1482,936,628,699,205,8929
213011569,487,1065,999,893,907,529,1020,1050,240,7191
213011570,374,785,457,401,597,274,574,435,116,4012
213021341,1099,1915,767,649,962,467,292,417,154,6710
213021342,876,1718,1237,962,1309,727,826,753,213,8617
213021343,976,1611,865,562,943,520,474,500,149,6597
213021344,2066,3461,951,830,1305,681,327,478,144,10252
213021345,255,594,337,261,358,194,192,180,60,2428
213021346,1763,2737,659,699,1040,603,179,385,134,8194
213031347,978,2330,942,1041,1159,752,802,987,245,9234
213031348,1220,3289,933,1041,1244,668,468,775,194,9841
213031349,1150,2218,607,725,1000,624,371,483,141,7320
213031350,1008,2114,432,428,596,334,155,224,70,5363
213031351,955,2075,633,627,801,414,341,463,103,6399
213031352,1732,3228,764,701,1057,617,254,402,143,8901
213041353,1310,2040,2084,1507,1760,1004,1091,1073,218,12099
213041358,752,1087,1336,1273,1204,907,1208,1025,207,9005
213041359,717,1581,996,899,973,510,1005,659,208,7554
213041360,1207,1844,1181,947,1485,1000,843,833,221,9564
213041461,228,462,341,298,358,220,286,269,66,2531
213041462,320,644,338,352,428,242,307,275,77,2985
213041463,1240,2177,1227,1097,1457,960,843,870,236,10118
213041571,346,522,582,569,555,395,557,452,99,4081
213041572,264,635,463,504,468,253,580,329,79,3574
213041573,237,301,248,154,241,171,110,83,20,1566
213041574,524,1097,672,549,840,436,520,419,101,5163
213041575,970,1549,1310,792,1386,984,671,768,188,8609
213041576,462,575,848,667,756,477,693,597,112,5188
213041577,187,220,389,383,354,250,413,372,79,2642
213041578,423,744,827,886,707,463,979,778,147,5956
213051361,804,1440,1305,980,1214,830,1076,948,176,8766
213051362,644,1329,1089,922,1097,694,975,960,201,7912
213051363,654,1468,652,546,716,402,610,633,128,5809
213051368,1071,1721,1060,828,1150,659,692,691,177,8042
213051464,1590,2464,902,814,1275,737,600,597,213,9189
213051466,1342,3021,810,825,1147,671,524,488,233,9062
213051467,663,1163,1077,965,994,700,1036,1087,175,7860
213051468,1118,2122,1588,1384,1653,915,1125,1016,251,11172
213051579,498,1560,465,587,692,378,461,383,127,5148
213051580,898,1724,826,741,1015,636,544,492,151,7023
213051581,645,1350,504,464,706,412,330,330,107,4839
213051582,394,988,490,595,561,326,736,389,125,4613
213051583,1174,2568,1440,1574,1629,1063,1903,1240,329,12926
213051584,262,731,387,414,413,190,654,320,96,3462
213051585,385,876,554,643,645,436,707,497,150,4899
213051586,354,937,444,486,562,255,722,370,113,4240
213051587,586,1225,454,542,596,345,577,382,144,4845
213051588,701,1552,889,969,1008,620,1262,745,235,7984
213051589,344,878,522,562,544,344,463,418,100,4176
213051590,532,995,835,801,849,519,749,690,130,6099
214011370,1052,1555,2064,1429,1535,1031,1081,1339,222,11311
214011371,1246,2370,1747,1541,1308,1023,644,1075,184,11123
214011372,754,1269,1496,1144,943,704,665,1036,165,8179
214011373,1517,2394,1226,959,1168,862,299,632,144,9192
214011374,1518,2258,2524,1553,1940,1307,717,1230,212,13254
214011375,997,1697,1431,958,1056,745,491,751,179,8309
214011376,1041,1238,1054,815,1034,766,466,636,119,7169
214021377,917,1055,1034,679,716,604,214,493,123,5832
214021378,756,756,332,214,254,196,50,164,57,2780
214021379,1276,1604,2443,1663,1068,916,591,1156,210,10931
214021381,1951,2524,951,833,1110,841,162,427,143,8937
214021382,1725,2238,1260,1121,1124,948,243,607,156,9421
214021383,1427,1701,1448,891,847,767,212,686,203,8165
214021384,994,1505,1678,1196,952,971,391,968,189,8842
214021385,1205,1603,1902,1161,1250,827,539,1037,155,9684
214021591,849,1320,1142,913,798,683,293,659,94,6747
214021592,826,1118,564,513,581,388,88,259,83,4425
215011386,357,472,417,624,311,286,208,620,84,3383
215011387,577,205,138,138,123,68,69,200,28,1543
215011388,1066,1502,1158,1056,900,795,511,869,137,7987
215011389,553,251,248,176,200,117,116,194,35,1885
215011390,818,415,301,296,248,173,257,449,53,3014
215011391,369,168,154,187,125,105,93,241,21,1469
215011392,582,470,455,590,328,273,276,653,73,3701
215011393,495,145,111,100,86,44,64,192,27,1270
215011394,668,337,275,343,239,183,206,334,49,2640
215021395,646,611,605,399,450,392,227,388,91,3820
215021396,315,285,330,242,232,206,185,301,59,2151
215021398,536,188,148,148,132,77,155,279,41,1701
215021399,402,307,412,297,255,259,246,437,78,2695
215021469,832,1319,904,1019,729,714,472,1235,196,7429
215021470,867,1388,964,921,808,726,470,1003,166,7307
215031400,786,351,284,230,227,160,204,365,48,2656
215031401,774,310,370,268,260,198,238,434,61,2910
215031402,197,238,232,178,143,138,112,197,36,1475
215031403,299,85,129,76,121,66,144,526,81,1535
215031404,718,899,715,673,586,502,263,782,100,5241
215031405,735,325,377,304,268,197,234,593,73,3090
216011406,897,1183,1152,1010,721,747,453,891,106,7163
216011407,760,683,772,565,473,414,381,808,112,4966
216011408,513,208,264,194,169,154,140,258,39,1936
216011409,327,206,233,206,140,127,159,251,33,1678
216011410,430,204,199,156,163,94,142,295,37,1714
216021411,383,256,337,288,250,221,204,566,59,2558
216021412,339,172,158,130,122,100,108,175,29,1335
216021413,1139,688,750,609,508,398,440,925,129,5578
216021414,429,518,589,474,358,324,172,471,58,3395
216031415,320,468,454,437,325,333,293,579,74,3290
216031416,1104,2153,1150,1112,1075,856,497,1167,143,9263
216031418,487,340,299,176,214,159,148,221,36,2085
216031419,908,668,677,519,492,323,350,678,112,4725
216031593,669,893,645,533,612,405,221,445,75,4475
216031594,736,770,849,746,610,619,482,1211,161,6181
217011420,971,485,523,428,344,268,390,558,88,4064
217011421,579,842,712,628,520,494,261,567,76,4671
217011422,449,735,702,689,441,400,568,664,118,4769
217011423,1115,419,309,247,242,161,128,412,49,3086
217031471,188,256,214,191,137,130,119,215,33,1477
217031472,574,677,849,798,521,537,493,1350,119,5923
