SA2_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
204011056,2918,1837,1914,1821,2131,1975,1645,979,354,15563
204011057,1768,960,995,1156,1253,1731,1659,767,239,10517
204011058,679,383,389,488,549,769,766,383,140,4537
204011059,992,788,791,666,805,949,888,474,217,6569
204011060,827,675,559,543,639,655,484,214,53,4645
204011061,50,25,19,27,45,41,17,10,0,238
204011062,562,367,288,398,566,783,715,399,104,4182
204021063,1507,1045,1114,987,1209,1602,1673,1148,524,10822
204021064,569,312,281,369,520,766,682,242,42,3781
204021065,667,370,386,417,536,614,627,321,115,4047
204021066,3429,2165,2282,2229,2388,2478,2399,1714,795,19882
204021067,1780,902,766,1075,1471,1653,1456,664,156,9925
204031068,798,408,367,596,711,792,806,382,127,4986
204031069,1353,837,890,1041,1217,1390,1293,668,207,8903
204031070,525,326,295,323,483,556,416,212,45,3184
204031071,703,463,417,476,596,792,697,409,190,4745
204031072,962,482,482,620,759,1107,1024,533,217,6196
204031073,3003,1923,1874,1845,1974,1965,1702,807,300,15396
204031075,1063,486,421,611,736,845,629,311,109,5221
204031491,3052,1720,1931,1785,1425,1165,1028,455,213,12778
204031492,2628,1733,2044,1806,1797,1901,1765,1076,335,15082
205011076,4050,2026,2700,2268,2223,2452,2307,1318,432,19773
205011077,1108,690,571,688,875,1134,954,453,116,6585
205011078,1554,859,906,973,1014,1146,1170,547,194,8368
205011079,4269,2547,2986,2661,2828,2872,2653,1634,605,23051
205021080,0,0,0,0,0,0,0,0,0,0
205021081,2698,1638,1807,1580,1787,2010,2117,1477,567,15684
205021082,1388,731,819,862,1093,1421,1264,574,136,8290
205021083,0,0,0,0,0,0,0,0,0,0
205021084,1566,843,828,1017,1223,1792,2344,1212,337,11164
205021085,938,480,519,599,798,1309,1239,647,199,6727
205021086,713,440,420,446,730,1237,1732,966,283,6977
205031087,1362,747,662,882,1155,1663,1830,871,272,9446
205031088,16,13,5,24,22,21,30,13,4,139
205031089,1717,968,1027,1023,1342,1548,1338,634,239,9842
205031090,2093,1117,973,1240,1436,1670,1678,949,347,11502
205031091,2099,1028,1157,1450,1644,2385,2477,1174,396,13799
205031092,0,0,3,0,0,0,0,0,0,16
205031093,4045,2215,2388,2777,3151,4251,4679,2466,821,26792
205041094,2174,1359,1319,1375,1475,1902,1527,659,126,11912
205041095,2795,1846,2140,1823,2071,2399,2320,1329,563,17291
205041096,2497,1628,1780,1504,1766,1968,1756,1055,475,14432
205041098,885,535,568,564,624,740,566,185,40,4707
205041493,2102,1391,1636,1358,1433,1558,1297,832,393,12000
205041494,3199,1860,2348,2221,1936,2055,1855,992,356,16822
205051099,0,0,0,0,3,9,8,0,0,23
205051100,661,503,356,453,694,957,916,324,54,4915
205051101,2727,1561,1643,1640,1661,2145,2090,983,301,14756
205051102,771,474,832,805,610,619,555,220,50,4928
205051103,2805,1687,1869,1785,1900,1899,1800,1098,465,15301
205051104,772,472,466,518,692,1022,1025,475,166,5605
206011106,1227,1386,4230,2507,1351,908,586,367,168,12738
206011107,1829,1706,3608,2425,1691,1295,913,564,283,14318
206011109,1886,1254,1339,1567,1562,1251,735,459,326,10390
206011495,1407,1575,3566,2283,1470,1088,747,522,222,12890
206011496,1218,1522,4052,2372,1417,1053,700,418,228,12983
206011497,1642,1427,2665,2175,1610,1257,892,578,284,12535
206011498,2408,1543,2383,2226,2056,1414,1012,644,346,14031
206021110,1431,1006,1548,1383,1298,1109,702,351,165,8994
206021112,2796,1856,3825,3334,2675,1852,1233,846,497,18919
206021499,2312,1532,2883,2339,2256,1655,1062,706,321,15068
206021500,1489,988,2308,1719,1585,980,624,407,203,10299
206031113,2685,1603,2651,2506,2147,1704,1117,556,228,15191
206031115,1183,1076,2398,1492,1050,819,653,273,123,9065
206031116,2250,1830,3138,2423,2130,1936,1361,752,415,16224
206031501,2570,2265,1946,2095,2505,2079,1383,733,479,16042
206031502,1696,1547,2268,1801,1597,1453,1094,514,220,12191
206041117,886,5112,5593,1813,1042,855,692,449,217,16655
206041118,1207,1813,6036,2890,1397,1204,695,207,42,15493
206041119,289,368,1144,786,552,663,651,324,119,4896
206041120,3,9,36,21,11,3,0,0,0,77
206041121,1559,1116,2550,2138,1334,959,666,296,134,10745
206041124,487,2765,1696,760,446,400,342,245,155,7297
206041125,555,559,1516,995,666,658,701,521,241,6423
206041127,0,0,0,0,0,0,0,0,0,0
206041503,439,2152,3536,1656,805,635,413,174,41,9848
206041504,462,6427,6733,1797,703,419,239,68,17,16870
206041505,531,3751,7163,2368,869,574,291,85,18,15648
206041506,1772,2891,4602,2450,1529,1136,798,338,126,15637
206041507,0,0,0,0,0,0,0,0,0,0
206041508,475,709,2370,1219,613,528,336,171,35,6463
206041509,869,2593,7014,2978,1128,783,526,185,27,16101
206041510,560,1220,2976,1300,648,416,226,84,15,7446
206051128,2108,1427,2568,2478,2285,1997,1609,1062,281,15825
206051129,1950,1214,3198,2760,2363,1745,1031,417,143,14818
206051130,2295,1194,2150,2849,2732,2149,1650,922,244,16192
206051134,1917,1638,4389,2924,2016,1373,934,449,176,15813
206051511,170,222,775,374,218,117,34,15,0,1907
206051512,1343,1015,2422,1993,1670,1374,1001,593,287,11693
206051513,826,993,3916,2396,1462,1176,724,289,75,11857
206051514,1024,1133,3710,2505,1936,1676,1073,525,271,13858
206061135,1189,989,1916,1377,1176,901,896,667,221,9336
206061136,1524,2020,6152,3347,2057,1611,1170,837,400,19119
206061138,1417,1504,1885,1372,1543,1699,1760,1244,517,12953
206061515,586,1482,4486,2018,947,734,552,289,98,11192
206061516,813,1039,3102,1558,1068,943,747,479,197,9939
206071139,733,859,3279,1784,888,692,508,249,97,9088
206071140,896,1104,2148,1112,858,809,732,391,141,8186
206071141,898,847,3348,1752,1030,661,394,189,67,9179
206071142,1067,994,3072,1841,1197,1108,697,324,135,10431
206071143,1563,1288,3163,1964,1549,1247,1042,667,294,12781
206071145,1503,845,2023,1675,1270,1113,894,386,139,9855
206071517,1754,1831,5735,2891,2030,1610,1056,574,210,17671
206071518,1274,1496,4328,2309,1552,1292,944,460,202,13867
207011146,1585,1014,712,1041,1245,1018,694,420,227,7952
207011147,2581,2233,1578,1970,2266,2002,1717,1175,640,16163
207011148,3761,3334,1813,2264,3364,2893,1889,1189,615,21123
207011149,3390,3007,2233,2405,2966,2696,2200,1428,912,21232
207011150,3185,2398,1562,2070,2615,2232,1556,908,312,16829
207011152,2292,2063,3156,2255,1977,1582,1246,787,329,15684
207011154,1165,890,657,807,951,865,608,369,166,6482
207011155,2545,2387,1331,1654,2420,2199,1826,1008,570,15944
207011519,1344,1561,1945,1365,1236,977,825,479,151,9890
207011520,1361,1874,2886,1729,1315,1100,884,562,251,11957
207011521,1735,1837,1375,1211,1610,1488,1195,773,368,11601
207011522,1993,1650,1799,1628,1849,1696,1281,728,418,13039
207021156,1627,1296,1260,1354,1556,1477,1120,1092,514,11289
207021157,3482,2848,3879,3472,2927,2841,2435,2027,909,24814
207021159,2618,1939,1571,2010,2112,2459,2113,1447,696,16966
207021160,2361,1503,1346,1789,2030,1620,1403,1451,693,14191
207021424,2608,1843,1578,2049,2000,2149,1790,1170,480,15672
207021425,3020,1504,1818,2576,1876,1579,1339,1225,518,15454
207031161,3803,2857,2594,3143,3169,2658,1821,1296,761,22106
207031162,1903,1314,1142,1446,1576,1244,1043,789,480,10939
207031163,2825,3758,4879,3067,2762,2197,1665,1019,673,22841
207031164,3097,2376,2498,2507,2541,2138,1599,930,442,18126
207031165,1489,2609,2381,1387,1329,1112,849,718,456,12336
207031166,1461,1341,1592,1360,1367,1183,1015,996,372,10675
207031167,1596,1350,1193,1303,1425,1300,1135,543,315,10166
208011168,2504,1813,752,1329,2400,2078,1698,1026,423,14021
208011169,3540,2659,1795,2383,3440,3248,2829,1920,940,22758
208011170,3188,2090,1151,1936,2667,2149,1606,1085,679,16540
208011171,2531,1352,1359,1965,2037,1331,998,576,285,12439
208011172,3205,2284,1620,2278,2976,2631,1779,1043,394,18200
208011173,2719,1985,1227,1929,2744,2608,2166,1279,709,17358
208021174,4595,3156,2857,3535,3904,2894,1988,1233,728,24896
208021176,2557,2134,4072,2984,2138,1825,1436,925,457,18534
208021177,3960,2931,3963,2998,2424,2139,2239,1053,667,22362
208021178,3127,1999,2236,2429,2439,2030,2078,1079,649,18075
208021179,2026,1289,2003,1717,1615,1327,1085,563,273,11904
208021180,1183,959,1261,1091,1098,856,532,371,214,7563
208021181,1550,1101,1548,1433,1305,1088,752,403,195,9369
208021182,2010,1644,2605,2027,1762,1361,1022,528,171,13128
208021426,3544,2048,1615,2603,2678,1791,1209,723,379,16583
208021427,2721,1500,1533,2165,2119,1629,1220,718,458,14057
208031183,1606,1323,687,1085,1553,1234,758,452,159,8853
208031184,0,0,10,3,3,12,0,0,3,31
208031185,1993,1193,1299,1558,1846,1736,1430,721,252,12032
208031186,2592,1184,2159,2396,2104,1804,1568,919,478,15204
208031187,1053,586,534,830,749,641,543,341,111,5393
208031188,4107,2333,3325,3770,3286,2652,2135,1513,961,24085
208031189,2712,1455,1479,2057,2053,1713,1105,722,261,13563
208031190,2075,1305,1708,1902,2008,1599,1299,889,403,13197
208031191,1744,957,1102,1443,1402,1013,781,478,210,9116
208031192,0,20,3,0,0,0,0,0,0,26
208031193,3845,2457,2247,2926,3450,2672,1958,1082,558,21199
208041194,2979,2600,2974,2598,2802,2295,1926,1417,659,20239
208041195,3502,3172,3231,2777,3027,2496,1921,1144,651,21923
209011196,1622,1278,1364,1217,1328,1045,956,741,269,9831
209011197,3826,2153,2217,3078,2805,2533,2397,1284,524,20807
209011198,2886,1555,2172,2524,2089,1730,1381,1016,674,16039
209011199,2447,1701,3105,2254,1709,1723,1133,514,264,14852
209011200,1912,1492,1696,1762,1675,1620,1274,651,363,12458
209011201,1210,1060,697,819,1133,1199,935,489,201,7740
209011202,3171,1597,1661,2375,2350,2003,1921,1116,349,16539
209011203,3645,2093,2030,2735,2621,1981,1799,1268,558,18733
209011204,1701,914,1302,1409,1200,1020,891,596,204,9236
209021205,1314,2089,1881,1161,1414,1140,653,491,275,10408
209021428,2847,2142,4528,3675,2826,2029,1354,875,432,20711
209021429,2163,1263,2071,2187,1873,1346,897,593,301,12696
209021523,2185,1458,3271,2427,1729,1450,1023,805,442,14795
209021524,1473,1092,1231,1225,1257,1032,1017,992,475,9801
209021525,1874,1422,2409,1881,1580,1310,1074,725,522,12799
209021526,2480,1299,2628,2559,1904,1418,924,569,320,14090
209031209,4436,2947,1896,2908,3710,3388,2686,1161,307,23444
209031210,708,439,353,450,534,527,372,155,26,3554
209031211,763,479,444,544,722,660,429,139,24,4204
209031212,795,667,364,518,794,925,704,271,54,5091
209031213,1674,1313,814,1172,1498,1348,935,464,240,9454
209031214,1311,970,525,794,1157,1088,710,307,67,6935
209031215,2746,2064,1622,1809,2179,2023,1237,551,183,14417
209041216,1089,1269,1121,939,1052,873,556,299,157,7350
209041217,827,692,1035,824,690,701,743,508,172,6186
209041220,2675,2302,2452,2195,2388,2727,1735,707,288,17470
209041221,1769,1343,1709,1472,1360,1736,1212,506,129,11240
209041223,3114,2302,3181,2645,2202,2178,2255,1581,536,19998
209041224,5593,2589,3741,3505,2787,2332,1457,524,106,22627
209041225,2102,1300,1538,1371,1399,1142,1017,527,251,10661
209041431,2454,1609,1972,1824,1649,1638,1064,587,347,13144
209041432,1308,1004,1315,1147,982,999,861,411,170,8204
209041433,3214,1427,1955,2433,1430,930,533,172,47,12143
209041435,2961,1830,1489,2250,1995,1180,629,215,45,12595
209041436,2254,1670,1805,1716,1786,1341,903,576,335,12392
209041437,7106,2427,5190,5239,2036,1253,854,253,48,24407
209041527,4359,2061,1851,2916,2345,1283,1001,418,63,16299
209041528,2889,1051,1878,2104,1127,717,501,178,21,10471
209041529,1610,1170,1568,1407,1137,1040,987,739,293,9947
209041530,2688,1618,1965,1981,1637,1312,1146,813,350,13513
209041531,2995,1133,1813,2289,1229,816,742,352,51,11427
209041532,3301,1339,2039,2469,1395,769,449,154,29,11940
210011226,1349,742,1281,1273,1028,892,770,562,265,8173
210011227,0,0,3,4,6,0,0,0,0,13
210011228,1424,943,847,987,1154,1094,1068,751,285,8548
210011230,1331,960,884,1047,1185,898,611,337,216,7460
210011231,1893,1403,910,1292,1585,1281,988,462,213,10031
210011533,1977,1175,1376,1659,1510,1373,1424,1280,607,12388
210011534,2640,1611,1638,1950,2139,1650,1479,1452,514,15073
210021232,3173,1640,1127,2061,2130,1763,1326,742,254,14222
210021233,727,329,197,450,554,525,500,205,34,3523
210021234,861,550,396,546,695,661,493,223,33,4457
210021235,2109,1176,1299,1320,1568,1499,1169,532,99,10765
210031236,1493,859,1358,1475,1204,808,489,408,337,8425
210031237,2972,1710,2307,2097,1478,1243,888,781,520,14002
210031439,600,390,368,432,489,319,228,204,71,3111
210031440,1190,650,1103,889,719,596,441,417,231,6241
210031535,2684,1770,2996,2301,1544,1343,907,740,508,14783
210031536,1447,1057,2203,1371,866,716,463,406,319,8857
210031537,1322,892,1534,1462,950,760,482,295,204,7898
210031538,3029,1779,3276,2912,2197,1659,1039,726,607,17214
210041240,2618,1759,1741,1722,1986,1883,1266,519,183,13671
210041539,1116,483,1287,884,523,509,314,94,14,5237
210041540,2771,1742,2082,2134,1985,1640,1429,812,380,14985
210041541,2159,1355,1741,1487,1463,1481,970,401,110,11166
210051242,2798,1853,2783,2016,1396,1376,858,562,221,13859
210051243,3485,2179,2381,2005,1879,1622,1246,938,327,16057
210051245,3053,2071,2370,2336,2254,2328,2094,1173,352,18024
210051246,4641,3006,3214,3148,2983,2678,1668,627,132,22095
210051247,3198,2196,2248,1868,1818,1821,1106,530,108,14890
210051248,12,20,21,15,18,17,14,8,0,126
210051250,998,609,1165,955,782,740,738,466,117,6576
210051441,1722,1135,1209,1124,997,1014,615,224,59,8099
210051442,3150,1753,1779,2292,1564,1030,525,168,50,12309
210051443,5351,3031,3570,3746,2502,1998,1074,320,85,21673
210051445,6792,2325,6038,4436,1740,1222,614,171,43,23374
210051542,3018,1033,2041,2164,766,478,259,67,17,9842
210051543,3445,1557,2399,2547,1244,829,533,314,113,12999
210051544,1849,1705,1301,1168,1400,1181,572,236,64,9479
210051545,3683,2482,2014,2037,1933,1389,678,347,99,14658
211011251,2067,1320,2061,2010,1540,1378,1126,760,338,12589
211011254,2997,2064,2066,2633,2242,1897,1573,893,230,16601
211011255,1136,1075,619,757,1119,1104,532,204,51,6594
211011256,2521,1892,2038,2003,2042,2425,1488,744,272,15418
211011257,1460,1149,744,982,1324,1072,628,404,134,7905
211011258,1673,1545,1022,1207,1657,1641,957,514,151,10375
211011259,2648,1527,1544,2101,1753,1718,1806,843,404,14341
211011260,2652,2217,2002,2202,2236,2489,2184,1252,708,17942
211011446,3979,2356,3715,3561,2943,2596,2350,1439,626,23560
211011447,2403,1454,1915,2090,1858,1670,1454,944,354,14145
211011448,2712,1881,1988,2143,2175,1973,1493,741,226,15334
211011449,868,496,525,601,661,569,423,164,43,4345
211021261,2752,2227,1243,1829,2529,2220,1714,1213,550,16275
211021262,1668,1597,657,957,1741,1603,1170,524,198,10112
211031263,2142,1392,1607,1763,1629,1552,1019,479,278,11871
211031265,3329,2477,1797,2331,2698,2677,1703,791,249,18059
211031266,3199,2001,3110,3048,2319,1841,1564,1044,584,18715
211031267,4042,2333,2635,3221,2947,2363,1890,1197,505,21132
211031268,1764,1172,866,1250,1400,1297,1030,657,208,9654
211031450,2895,1533,2620,2448,1921,1758,1628,936,372,16109
211031451,2552,1474,1712,1963,1732,1503,1434,1170,595,14139
211031452,991,483,650,748,653,561,460,257,82,4898
211041269,1754,1194,1218,1522,1457,1267,1056,849,456,10780
211041270,2975,1858,2374,2675,2308,1876,1484,909,326,16795
211041271,2175,1351,1816,1951,1658,1223,1028,771,437,12413
211041272,2265,1297,933,1756,1594,1124,969,800,257,10993
211041273,1762,1506,1103,1314,1579,1481,1653,1063,495,11954
211051274,1903,1227,1008,1502,1537,1353,1013,386,79,10005
211051275,2301,1421,1536,1629,1502,1362,1174,691,165,11779
211051276,2402,1427,1510,1606,1877,2070,1773,1030,374,14065
211051277,1850,1030,1521,1402,1054,1087,950,733,280,9916
211051278,3421,2417,2613,2419,2658,2491,1947,1181,445,19599
211051279,1080,698,567,698,925,784,653,307,94,5816
211051280,1362,767,781,926,953,809,703,430,213,6943
211051281,4590,2805,3374,3363,2908,2532,2080,1146,346,23146
211051282,1690,987,812,1238,1580,1476,1308,513,113,9706
211051283,1962,1201,1304,1326,1305,1231,935,452,76,9799
211051284,1844,1116,1095,1391,1491,1425,1009,332,81,9777
211051285,1497,1027,979,924,1153,1102,723,394,94,7902
211051286,2996,1890,1962,1904,2395,2448,1999,904,295,16799
212011289,3722,2269,1839,2438,2791,2673,1879,793,227,18633
212011546,5464,3077,4157,3869,2975,2020,1358,585,125,23632
212011547,1945,1232,1064,1151,1373,1410,993,535,174,9868
212011548,2103,1174,1665,1213,1193,1106,950,480,185,10069
212011549,3707,1738,3042,2269,1664,1247,968,568,234,15441
212011550,1931,852,1419,1254,764,563,463,206,28,7479
212011551,1156,730,1274,785,674,616,542,501,163,6439
212011552,6772,3297,4154,4542,3072,2052,1566,980,360,26783
212021293,3822,2825,2392,2800,3195,3021,2279,1790,842,22963
212021295,2327,1437,2272,1790,1287,1156,889,522,200,11889
212021297,2261,1447,1753,1477,1296,1385,993,558,314,11472
212021299,1456,1288,694,846,1267,1233,844,409,197,8241
212021453,2065,1513,1623,1641,1539,1736,1261,518,198,12086
212021454,2404,1560,1783,1841,1559,1914,1554,588,167,13360
212021455,2607,2011,1845,1810,1924,1787,901,469,148,13504
212021456,2881,1846,2650,2082,1773,1653,1118,546,217,14758
212021553,4218,2688,1750,3003,2889,1669,996,451,87,17760
212021554,2797,1468,1552,2128,1596,939,519,192,62,11254
212031300,4299,2800,3494,3027,2661,2358,1648,742,245,21281
212031303,4233,1803,3498,2778,1832,1541,1052,498,172,17400
212031304,5714,2389,4086,3976,2224,1548,1019,428,151,21535
212031306,4588,2299,2539,3453,2414,1447,828,303,163,18027
212031308,1536,957,951,1021,1138,1161,846,331,89,8024
212031457,2729,2312,1291,1644,2236,1591,866,404,82,13152
212031458,3790,2735,2269,2428,2412,1704,892,373,114,16713
212031555,3100,1126,1579,2282,1182,569,465,205,20,10535
212031556,4384,1531,3544,3105,1182,650,316,92,5,14802
212031557,6456,2949,3681,4534,2438,1364,1064,711,221,23415
212031558,3323,1438,2543,2306,1006,626,457,372,222,12289
212031559,3749,1719,1820,2628,1524,730,401,157,45,12772
212031560,2720,1598,1832,1751,1546,1368,711,329,61,11910
212031561,2807,1861,2110,1719,1582,1486,745,315,83,12715
212031562,2791,1874,2137,1931,1553,1563,997,422,107,13368
212041309,1738,1159,1366,1539,1408,1520,1533,909,395,11554
212041310,1892,1762,3092,1918,1440,1209,1048,746,283,13381
212041312,3943,2692,3343,3129,2753,2515,2239,1366,543,22526
212041313,1847,1205,843,1332,1550,1406,1227,773,321,10499
212041316,1264,892,999,984,1009,857,824,519,115,7456
212041317,3222,2959,4544,2996,2530,2346,1828,1200,614,22248
212041318,2076,1730,1937,1710,1531,1581,1186,642,229,12621
212041459,2068,1461,2811,2010,1307,1311,907,539,327,12739
212041460,3204,2622,3606,2711,2217,2038,1671,1087,428,19591
212041563,3677,2574,4457,3307,2283,2078,1531,1038,541,21487
212041564,2044,1179,1807,1457,966,718,642,414,141,9350
212041565,2532,1784,2096,1984,1781,1806,1762,1012,339,15096
212041566,3387,2104,2189,2763,2093,1406,771,274,119,15093
212051319,3229,2377,3519,2987,2449,1969,1477,973,531,19507
212051321,3641,2911,2164,2918,2865,2462,2258,1700,686,21603
212051322,3440,2893,2799,3002,2690,2430,1769,1308,712,21036
212051323,2700,2264,1873,2153,2186,1955,1349,1075,524,16073
212051324,3288,2463,2418,2659,2661,2145,1642,1320,665,19265
212051325,3516,2190,2704,2894,2599,2073,1965,1420,519,19889
212051326,3634,2883,4138,3345,3007,2422,1664,1168,660,22928
212051327,3017,2369,1759,2325,2729,2387,2685,2204,1178,20652
212051567,673,3651,2897,915,476,410,314,255,230,9829
212051568,1260,2309,3714,1590,974,819,612,479,295,12052
213011328,1162,759,1602,1275,839,696,625,359,186,7502
213011329,1931,1548,1319,1431,1558,1222,718,221,92,10038
213011331,1293,1060,1207,967,1093,1193,830,329,96,8077
213011332,2068,1510,1752,1589,1561,1852,1729,769,249,13082
213011333,2604,1731,1981,1852,1676,1684,1663,658,136,13983
213011334,3494,2628,3819,2699,2259,2224,1953,1105,391,20581
213011335,2723,2283,2945,2211,2054,1927,1687,1103,529,17454
213011336,1534,1085,1982,1503,1147,930,640,381,229,9445
213011337,2010,1532,2046,1548,1501,1441,1026,614,338,12047
213011338,3094,2189,3066,2595,2261,1974,1733,1235,412,18558
213011339,1965,1681,1869,1523,1637,1458,836,463,296,11726
213011340,2366,2482,1883,1646,2602,3028,1861,802,241,16910
213011569,3667,2043,3072,2800,2082,1754,1632,799,157,18004
213011570,2432,1052,1167,1799,1116,639,305,115,16,8653
213021341,2383,1104,1569,2238,2016,1602,1370,887,398,13556
213021342,3029,1857,2588,2659,2459,2569,2003,919,402,18479
213021343,2900,1336,2619,2376,1729,1223,1082,1064,606,14931
213021344,4038,1682,2485,3494,2881,2069,1183,594,320,18753
213021345,1047,545,639,825,697,644,353,166,44,4952
213021346,2791,1887,1282,1908,2640,2493,1789,813,303,15912
213031347,2983,2368,4422,3051,2180,1817,1361,592,296,19068
213031348,1813,1891,5187,3152,1773,1440,971,573,334,17131
213031349,1725,1585,2698,2087,1687,1357,952,366,114,12573
213031350,1762,713,1685,1873,1402,920,466,273,147,9247
213031351,2016,1051,2636,2224,1534,1104,643,357,169,11735
213031352,2955,1396,2634,2875,2356,1586,856,507,293,15463
213041353,5158,2767,3571,3442,3135,2664,2371,1187,431,24717
213041358,5439,2706,3187,3408,2534,1843,1455,542,104,21208
213041359,4318,1802,4639,3850,1471,814,498,144,22,17553
213041360,4923,2837,2031,3523,3140,1561,961,450,108,19539
213041461,1202,741,718,844,715,649,425,294,200,5800
213041462,1842,787,673,1441,818,455,267,78,11,6377
213041463,4548,2997,2397,3304,3420,1886,1242,477,95,20365
213041571,2557,1227,1435,1552,1055,842,714,330,107,9829
213041572,2331,761,1994,1528,486,314,150,34,9,7598
213041573,859,277,336,583,439,261,195,37,6,2990
213041574,2788,1163,1980,2103,1006,594,357,91,15,10098
213041575,3173,2587,2019,2269,2735,1867,1051,410,75,16182
213041576,2561,1527,1672,1636,1479,1349,917,381,106,11632
213041577,1483,869,1069,1030,949,894,1004,481,109,7886
213041578,4447,1911,2895,2580,1720,1266,1195,471,165,16658
213051361,3414,2562,2565,2429,2538,2639,1535,575,185,18446
213051362,3652,2293,2779,2672,2165,2267,1889,876,167,18772
213051363,2309,1449,2698,2271,1166,866,499,145,55,11459
213051368,3177,1912,2629,2707,2026,1773,1356,802,435,16810
213051464,5248,2159,2870,3992,2473,1394,841,246,42,19274
213051466,6124,1636,2397,5369,1919,843,654,142,7,19091
213051467,3707,2320,2944,2581,2340,2226,1593,900,402,19010
213051468,5171,2675,4646,3731,2336,1996,1240,443,111,22341
213051579,3236,1070,1982,2564,938,451,248,85,46,10616
213051580,3191,1874,1702,2397,2397,1300,784,440,81,14167
213051581,2453,1129,1312,2137,1321,609,385,139,73,9565
213051582,3195,979,2568,2261,595,311,157,48,7,10132
213051583,7889,3521,5036,6098,2723,1515,913,341,78,28116
213051584,2137,740,2037,1646,347,183,91,20,4,7197
213051585,3184,1430,1750,2183,1194,703,453,228,49,11182
213051586,2343,1019,2714,2203,601,285,126,35,3,9340
213051587,2778,880,2100,2379,752,420,220,51,11,9596
213051588,5898,2114,3407,4197,1636,938,601,245,39,19065
