SA2_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
209031215,30,10,75,53,45,30,6,16,0,272,0,0,0,0,0,0,0,0,0,0,21,17,9,12,10,7,3,3,4,82,17,8,18,9,13,7,4,16,17,111,990,1803,1014,700,667,244,134,217,84,5851
209041216,15,3,32,21,19,14,3,13,0,128,0,0,3,0,0,0,0,0,0,3,6,4,3,3,10,7,0,0,0,38,5,8,9,11,9,0,3,4,8,59,405,870,284,272,360,161,108,124,43,2635
209041217,11,3,35,25,11,3,5,10,0,103,0,0,0,0,0,0,0,0,0,4,8,3,6,11,7,4,4,3,0,39,8,8,10,10,9,12,6,10,22,91,221,609,297,256,234,134,108,113,56,2025
209041220,31,8,85,56,51,37,17,30,4,319,0,4,0,0,0,0,0,0,0,7,5,18,15,12,21,11,7,4,0,96,14,12,31,13,25,14,13,11,34,162,688,1595,892,730,850,397,284,310,106,5851
209041221,16,5,45,25,32,16,9,19,3,168,0,6,0,0,0,0,0,0,0,7,10,10,6,9,7,5,0,0,3,53,0,8,21,17,8,9,18,9,22,115,358,1047,583,479,495,208,188,231,71,3655
209041223,23,3,109,68,30,37,31,48,3,334,0,0,3,0,0,0,0,0,0,9,8,13,12,15,21,4,20,12,3,107,15,4,32,22,13,15,25,31,31,192,425,1033,825,728,584,323,394,483,94,4888
209041224,47,13,129,60,66,65,51,52,10,494,0,0,0,0,5,5,0,0,0,15,11,19,14,18,13,4,21,8,5,119,20,12,43,20,26,11,34,24,47,229,840,1383,1587,1074,898,379,531,441,138,7276
209041225,19,4,47,35,43,28,25,14,5,215,0,0,0,0,0,0,0,0,0,5,9,10,8,11,10,3,16,3,0,64,9,8,28,9,8,12,7,14,20,118,421,732,762,514,410,193,214,207,64,3512
209041431,25,6,83,47,33,27,27,41,0,279,0,0,5,0,0,0,0,0,0,4,11,4,8,10,6,4,14,13,3,67,12,10,22,9,16,6,18,17,20,130,326,839,662,562,457,226,259,282,83,3701
209041432,10,3,46,25,15,11,12,29,0,151,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,12,10,0,52,4,3,11,12,12,12,19,8,20,99,179,483,398,328,305,132,184,219,52,2280
209041433,19,9,85,40,30,18,25,24,0,249,0,0,0,0,0,0,0,0,0,0,8,9,8,21,12,3,18,0,5,80,4,10,14,17,19,7,14,23,21,119,424,1000,560,592,538,216,300,254,83,3963
209041435,26,9,72,37,32,38,20,23,7,267,0,0,0,0,0,0,0,0,0,0,10,24,14,17,6,3,10,9,0,87,5,11,22,4,13,14,5,11,22,107,587,1247,679,552,637,309,205,222,85,4515
209041436,33,0,67,30,39,21,6,14,6,218,0,0,0,0,0,0,0,0,0,6,10,5,4,11,8,6,7,10,5,76,9,0,14,13,10,9,15,10,25,99,516,1097,653,558,573,273,183,241,85,4171
209041437,70,9,183,94,66,54,107,61,12,658,0,0,0,5,0,0,0,4,0,8,12,22,21,31,29,11,34,31,5,203,14,10,40,40,21,18,33,28,48,241,744,2105,1209,1359,1045,456,761,553,181,8397
209041527,30,11,92,68,59,36,21,30,6,344,0,0,0,0,0,0,0,0,0,0,8,16,7,12,17,3,7,10,6,91,9,9,25,7,17,11,11,10,11,114,752,1468,1040,816,745,311,216,297,89,5735
209041528,29,10,78,52,33,28,20,16,7,278,0,0,0,0,0,0,0,0,0,0,3,10,7,17,11,4,6,3,0,54,11,7,15,7,15,6,4,17,13,92,473,1078,671,585,499,236,158,191,73,3960
209041529,15,4,77,29,18,15,14,27,6,204,0,0,0,3,0,0,4,0,0,6,3,10,12,4,3,9,7,13,0,64,3,0,12,0,4,6,11,20,21,86,172,510,406,378,304,169,203,277,65,2480
209041530,24,6,61,45,33,20,21,29,3,227,0,0,0,0,0,4,0,0,0,7,13,7,4,6,8,0,8,8,4,65,9,13,15,12,14,9,12,18,33,136,332,861,492,449,437,192,214,260,68,3308
209041531,33,10,71,49,30,24,16,29,6,269,0,0,0,0,0,0,3,0,0,5,3,4,11,10,10,3,10,5,7,62,0,7,12,10,6,7,8,4,18,86,429,1093,563,651,529,234,204,225,71,4011
209041532,34,11,73,55,37,35,30,26,3,302,0,0,0,0,0,0,0,0,0,0,11,10,8,13,9,0,12,10,7,74,10,9,18,11,11,4,8,8,13,79,482,1171,655,686,563,283,256,254,66,4406
210011226,19,4,35,25,30,14,5,19,4,157,0,0,0,0,0,0,0,0,0,3,7,14,4,15,11,3,6,0,3,63,6,9,16,13,12,3,11,5,14,80,474,925,481,308,404,151,114,123,49,3027
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,5
210011228,17,5,30,18,23,16,8,11,3,118,0,0,0,0,0,0,0,0,0,0,3,7,5,3,9,4,0,0,8,45,12,0,9,3,13,4,0,3,11,68,479,846,418,223,407,146,75,106,48,2746
210011230,22,3,27,26,24,14,3,11,0,130,0,0,0,0,0,0,0,0,0,0,12,14,7,0,7,6,4,0,0,53,14,10,8,4,9,0,6,5,14,70,557,1029,345,246,374,144,70,108,58,2925
210011231,15,11,29,17,18,19,8,9,0,126,0,0,0,0,0,0,0,0,0,0,16,21,5,6,16,0,0,4,0,75,5,4,8,3,9,7,6,6,16,68,787,1434,392,270,537,156,78,110,61,3825
210011533,23,4,45,29,21,18,8,16,3,163,0,4,0,0,0,0,0,3,0,7,11,6,6,17,11,3,4,3,0,67,16,5,11,12,16,6,8,0,15,83,558,1253,477,338,555,194,118,155,72,3731
210011534,26,8,54,19,26,28,11,18,0,192,0,0,0,0,0,0,0,0,0,3,19,15,13,14,16,8,8,4,4,97,17,4,16,8,22,9,8,9,29,126,771,1646,664,463,695,259,184,177,86,4937
210021232,27,9,63,31,34,15,6,17,4,212,0,0,0,0,0,0,0,0,0,0,14,26,11,15,14,5,10,3,0,101,15,10,18,13,10,4,13,10,18,111,869,1577,899,545,585,195,173,213,64,5116
210021233,8,0,7,7,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,24,7,4,4,0,0,8,0,3,0,21,275,534,150,109,117,56,26,40,14,1322
210021234,4,0,24,5,20,3,0,4,0,69,0,0,0,0,0,0,0,0,0,3,4,9,9,4,5,6,3,3,0,40,3,4,6,0,5,0,5,0,19,43,254,474,340,184,201,70,69,52,40,1673
210021235,19,5,43,22,26,27,9,18,4,179,0,0,0,0,0,3,0,0,0,4,15,11,8,3,4,0,7,0,3,58,23,0,32,12,14,8,8,10,26,118,573,873,778,400,422,176,151,231,82,3697
210031236,11,3,56,13,10,17,4,11,0,134,0,0,0,0,0,0,0,0,0,0,18,23,9,7,12,5,7,5,0,74,10,10,10,4,16,9,0,4,3,67,484,1377,384,308,359,157,80,143,38,3330
210031237,17,8,64,26,20,22,18,28,0,203,0,0,0,0,0,0,0,0,0,6,10,16,11,11,12,7,7,11,3,80,11,9,22,13,17,4,17,16,36,145,386,1225,555,521,399,221,267,277,107,3975
210031439,9,0,13,7,12,3,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,3,0,0,0,5,0,3,0,3,25,193,352,142,107,170,56,34,34,27,1119
210031440,5,8,32,10,13,8,4,9,0,91,0,0,0,0,0,0,0,0,0,0,0,9,3,9,4,0,3,0,0,27,0,4,8,5,8,3,3,4,16,52,219,596,307,209,241,80,90,77,35,1847
210031535,21,6,98,46,20,26,21,41,4,281,0,0,0,0,0,0,0,0,0,4,14,14,9,11,16,3,3,6,0,71,7,5,16,15,13,9,14,21,20,129,518,1406,680,635,556,255,263,340,90,4738
210031536,11,3,85,31,12,15,19,29,0,201,0,0,0,0,0,0,0,0,0,4,6,17,5,7,7,0,5,9,0,62,6,4,9,3,12,4,6,14,9,73,361,1049,472,454,369,161,176,369,68,3474
210031537,13,9,32,18,12,11,6,13,0,115,0,0,0,0,0,0,0,0,0,3,13,21,8,7,16,4,4,4,4,74,6,13,9,6,7,9,6,0,20,75,510,1320,402,306,433,147,96,153,53,3420
210031538,36,12,85,43,41,20,14,26,11,281,0,0,0,0,0,0,0,0,0,7,10,36,9,17,25,12,3,4,4,117,14,9,19,7,19,9,7,3,37,120,1091,2635,874,673,899,338,225,277,132,7156
210041240,30,4,79,43,42,16,22,13,0,252,0,0,0,0,0,0,0,0,0,4,9,12,12,14,10,0,9,0,3,70,14,15,16,14,13,7,9,15,16,118,634,1160,941,605,638,239,237,224,71,4754
210041539,6,7,31,18,26,7,10,11,0,124,0,0,0,0,3,0,0,0,0,3,6,3,7,6,0,3,3,0,0,33,4,0,7,4,8,4,6,10,7,46,197,519,355,264,296,111,142,139,43,2058
210041540,36,12,82,39,38,33,19,26,4,294,0,0,0,0,0,0,0,0,0,3,10,15,8,8,18,7,16,11,5,94,17,3,19,11,14,8,11,9,19,130,653,1256,856,727,641,290,245,241,85,5013
210041541,20,11,83,35,34,25,10,27,4,247,0,0,0,0,0,5,0,0,0,3,0,9,13,11,13,6,4,8,7,62,17,7,10,7,10,5,9,8,15,97,480,944,806,564,506,193,196,220,77,3977
210051242,16,0,71,24,10,8,26,33,7,209,0,0,0,0,0,0,0,3,0,5,4,7,3,11,9,0,5,5,5,44,0,6,24,5,6,3,10,16,27,101,179,589,515,509,278,166,326,355,77,2994
210051243,14,0,51,29,20,12,15,19,0,155,0,0,0,0,0,0,0,0,0,4,4,6,13,8,8,0,0,3,0,44,4,7,14,12,10,9,29,17,34,134,199,496,440,430,291,156,271,246,87,2620
210051245,28,12,83,35,40,31,12,19,7,267,0,0,0,0,0,0,0,0,0,0,11,16,9,4,18,8,11,11,7,92,12,8,26,10,18,16,20,14,32,159,621,1252,946,604,765,298,302,302,98,5195
210051246,41,12,100,50,55,36,24,31,4,342,4,0,0,0,0,0,0,0,0,6,21,18,16,10,16,9,11,5,5,106,25,16,30,13,22,22,9,20,41,204,1106,2039,1079,693,983,435,349,326,167,7162
210051247,5,4,32,28,9,11,9,11,4,120,0,0,0,0,0,0,0,0,0,3,5,7,7,10,7,4,10,4,5,49,0,6,11,15,10,3,14,11,27,107,171,593,387,443,311,156,210,194,75,2545
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,5,4,0,0,0,28
210051250,9,0,45,25,16,17,11,11,0,133,0,0,0,0,0,0,0,3,0,4,3,9,5,3,8,0,0,4,0,36,6,6,6,9,10,5,6,4,14,56,242,458,328,259,281,128,129,122,32,1969
210051441,6,5,39,12,6,17,19,19,0,139,0,0,0,0,0,0,0,0,0,0,4,7,8,6,3,0,11,0,0,40,3,3,18,5,5,3,20,11,18,85,141,377,435,326,273,140,207,185,38,2123
210051442,24,3,70,27,30,23,34,31,0,242,0,0,0,0,0,0,0,4,0,4,17,3,9,12,5,3,16,11,0,85,10,11,19,15,6,12,18,9,27,127,410,844,542,578,461,227,354,279,85,3782
210051443,43,10,121,60,37,31,51,56,0,406,0,0,0,0,0,0,0,4,0,7,14,16,16,11,19,11,21,15,4,121,21,18,31,29,16,11,28,16,39,210,605,1416,1002,957,757,322,515,450,124,6148
210051445,52,14,137,86,67,69,148,57,8,636,0,0,0,0,3,0,0,8,0,10,14,13,31,37,19,13,50,28,0,200,18,15,24,27,24,21,37,31,41,223,740,1653,1123,1246,1000,461,917,543,124,7810
210051542,18,4,63,42,20,19,55,32,3,259,0,0,0,0,0,0,0,0,0,0,11,3,6,16,9,6,18,9,3,71,3,6,17,13,0,10,15,12,24,93,303,729,408,572,367,180,307,237,69,3169
210051543,19,6,75,39,22,23,41,26,0,252,0,0,0,0,7,0,0,0,0,8,4,9,20,17,7,6,16,19,0,97,3,7,19,13,6,9,4,8,18,93,359,948,514,563,493,196,340,266,62,3749
210051544,6,3,40,13,6,13,14,15,0,114,0,0,0,0,0,0,0,0,0,0,3,5,4,5,5,0,4,13,0,41,4,4,16,5,5,7,6,13,22,83,208,599,365,340,294,148,176,178,53,2369
210051545,19,0,40,16,10,21,16,19,0,141,0,0,0,0,0,0,0,0,0,3,5,5,7,11,3,0,4,8,0,33,4,6,10,8,5,3,13,7,28,89,262,727,378,496,366,171,214,232,91,2929
211011251,19,8,91,36,26,22,12,35,5,261,0,0,0,0,0,0,0,0,0,4,11,9,5,14,9,5,0,3,0,54,6,7,18,13,20,3,16,12,25,123,512,1352,733,625,572,241,188,291,85,4605
211011254,38,7,96,41,27,34,14,28,0,289,0,0,0,0,0,0,0,0,0,8,17,15,13,12,10,9,8,4,5,88,16,16,30,11,20,8,16,12,20,139,940,2026,856,654,829,379,222,296,89,6275
211011255,9,5,46,24,27,11,10,11,0,139,0,0,0,0,0,0,0,0,0,3,3,16,6,9,3,5,0,0,0,40,5,9,11,0,5,6,0,3,4,45,481,725,418,214,364,155,61,72,34,2526
211011256,21,7,77,33,30,23,13,17,8,232,0,0,0,0,0,0,0,0,0,3,25,20,8,10,17,0,6,5,4,82,12,9,16,11,23,9,14,14,23,128,855,1797,876,587,787,369,198,250,96,5816
211011257,17,6,43,11,11,14,4,17,0,128,0,0,0,0,0,0,0,0,0,4,8,6,6,3,7,3,0,3,0,44,5,10,10,4,7,5,0,6,10,57,515,905,435,242,411,191,85,118,43,2945
211011258,24,5,42,25,23,21,9,12,0,155,0,0,0,0,0,0,0,0,0,3,8,15,8,4,9,10,8,0,3,59,6,5,9,5,13,9,5,14,13,77,653,1215,580,370,545,228,136,164,68,3939
211011259,38,7,58,33,19,29,9,32,7,232,0,3,0,0,0,0,0,0,0,5,11,24,6,21,15,4,3,9,5,90,3,6,18,6,9,11,5,13,22,93,724,1741,655,485,635,307,143,216,87,4993
211011260,27,7,73,36,28,20,6,25,3,223,0,0,0,0,0,0,0,0,0,3,12,31,16,8,16,16,7,7,5,115,20,13,15,12,13,9,4,16,32,137,979,2272,722,625,921,390,199,253,120,6480
211011446,45,11,118,72,61,40,30,44,5,426,0,0,0,0,0,0,0,0,0,6,21,25,22,13,19,6,6,10,4,132,18,18,43,13,24,15,20,18,24,190,956,2435,1487,1092,1092,481,333,458,122,8446
211011447,33,7,79,31,29,21,13,24,5,247,0,0,0,0,0,0,0,0,0,5,16,23,12,13,3,8,8,5,4,88,5,11,18,10,14,8,10,8,23,104,676,1447,876,599,579,261,230,254,74,4995
211011448,42,10,78,38,48,41,10,26,0,283,0,0,0,0,0,0,0,0,0,3,14,18,10,6,12,4,9,4,11,89,14,13,36,7,17,7,9,12,25,138,737,1540,1017,671,734,324,207,279,105,5609
211011449,6,0,23,7,15,8,3,5,0,77,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,3,0,20,0,0,15,3,7,0,0,3,8,41,251,411,318,193,208,80,54,81,29,1632
211021261,42,10,51,23,27,28,8,10,0,194,0,0,0,0,0,0,0,0,0,0,25,35,8,10,20,4,0,3,3,109,15,9,11,8,8,6,6,3,28,101,1251,2219,605,432,733,317,92,152,92,5878
211021262,27,4,33,10,33,7,0,6,8,127,0,0,0,0,0,0,0,0,0,4,16,17,4,13,12,3,0,0,0,57,16,8,6,5,3,3,0,0,7,50,887,1318,508,304,450,189,58,118,49,3876
211031263,34,4,60,41,28,20,9,23,0,217,0,0,0,0,0,0,0,0,0,0,6,5,9,3,0,0,5,9,0,46,3,12,17,11,12,9,9,11,18,97,502,1192,793,523,552,240,175,239,70,4283
211031265,27,11,81,39,36,40,6,10,4,260,0,0,0,0,0,0,0,5,0,8,18,26,12,13,25,6,3,8,3,119,23,15,31,14,28,7,10,12,26,158,1204,2322,1027,734,932,378,140,237,108,7083
211031266,40,10,102,51,46,22,22,32,9,328,0,0,0,0,0,0,3,0,0,3,11,24,8,16,24,7,5,11,0,112,11,16,19,23,4,13,3,7,34,135,1030,2542,930,787,907,351,224,332,120,7223
211031267,41,8,92,46,47,36,9,21,3,315,0,0,0,0,0,0,0,0,0,3,23,39,17,23,18,7,7,0,5,134,15,17,24,14,19,8,9,9,38,151,1256,3127,1016,831,960,400,172,295,105,8170
211031268,11,10,34,24,25,14,5,11,0,131,0,0,0,0,0,0,0,0,0,3,12,11,6,5,10,9,0,0,0,48,11,7,14,5,11,4,0,0,13,64,718,1337,468,406,454,178,49,118,59,3769
211031450,42,14,107,49,46,33,19,36,4,346,0,0,0,0,0,0,0,0,3,4,4,28,11,22,15,9,5,3,0,89,5,0,21,19,8,3,4,18,23,104,711,1831,987,773,682,270,184,295,86,5824
211031451,46,10,58,30,30,33,9,19,3,232,0,0,0,0,0,0,0,0,0,0,18,14,10,0,12,4,3,6,5,75,17,9,15,8,8,8,0,4,18,87,767,1627,664,547,593,279,143,202,72,4888
211031452,10,0,24,17,12,17,0,5,3,94,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,3,0,0,30,3,6,15,3,6,0,0,4,0,40,232,592,316,186,238,93,43,82,32,1813
211041269,14,3,34,15,14,17,7,11,0,133,0,0,0,0,0,0,0,0,0,5,15,17,12,8,15,4,3,0,4,73,0,9,8,10,4,5,0,7,8,56,560,1447,382,375,518,243,91,150,60,3813
211041270,29,11,68,36,20,28,18,17,0,224,0,0,0,0,0,0,0,0,0,5,20,24,12,12,19,8,7,4,0,103,14,12,9,8,9,4,3,8,25,105,1081,2921,707,624,883,333,135,212,103,6996
211041271,14,3,60,40,23,18,12,24,4,193,0,0,0,0,0,0,0,0,0,0,9,16,12,9,12,0,3,0,0,72,11,12,10,13,10,3,0,9,20,77,716,1960,490,458,601,261,108,203,64,4862
211041272,15,3,48,16,16,12,3,8,0,131,0,0,0,0,0,0,0,0,0,6,7,11,4,3,16,4,3,0,0,52,7,8,13,7,6,0,6,13,14,76,671,1578,465,388,508,198,78,138,59,4084
211041273,21,0,40,20,15,11,11,12,5,144,0,0,0,0,0,0,0,3,0,5,12,11,3,7,9,6,5,9,0,59,8,13,9,7,5,5,6,12,17,84,655,1594,410,374,538,247,112,160,85,4173
211051274,12,5,61,22,31,11,6,7,6,159,0,0,0,0,0,0,0,0,0,5,13,20,4,18,10,7,4,0,6,85,15,3,13,4,13,9,0,5,10,73,685,1325,660,477,417,159,104,137,51,4016
211051275,25,7,64,36,33,27,11,9,0,213,0,0,0,0,0,0,0,0,0,0,12,7,3,10,17,4,4,3,5,66,11,6,15,0,8,11,7,9,21,91,664,1116,762,521,543,248,139,198,73,4262
211051276,51,8,90,43,37,27,9,30,4,296,0,0,0,0,0,0,0,0,0,4,11,16,12,6,8,8,8,0,3,78,9,13,26,17,8,5,12,18,19,130,733,1050,972,568,513,232,181,304,63,4627
211051277,30,7,57,17,35,21,10,17,6,197,0,0,0,0,0,0,0,0,0,0,3,12,9,5,0,0,3,0,0,42,0,0,18,6,6,3,7,5,11,70,447,862,651,468,408,158,132,173,58,3363
211051278,47,12,134,58,69,52,11,41,5,419,0,0,0,0,0,0,0,0,0,4,11,19,14,9,20,3,7,9,4,103,19,13,27,19,11,8,11,18,37,161,986,1652,1405,894,874,357,256,377,106,6907
211051279,16,3,31,18,14,0,0,9,0,92,0,0,0,0,0,0,0,0,0,5,9,3,5,3,5,8,3,0,0,33,4,4,11,0,7,0,8,6,17,52,338,457,452,228,212,97,68,113,39,2005
211051280,11,3,34,16,22,9,4,19,0,115,0,0,0,0,0,0,0,0,0,0,7,11,8,0,9,0,0,6,0,32,7,0,19,3,5,9,0,3,10,52,354,630,556,272,313,96,83,128,37,2473
211051281,59,9,134,70,68,42,21,43,6,443,0,0,3,0,0,0,0,0,0,5,10,29,22,20,19,12,5,3,3,133,19,17,38,19,19,18,16,25,35,200,1049,2238,1658,1082,1010,408,302,435,131,8317
211051282,22,3,38,19,19,4,5,11,0,112,0,0,0,0,0,0,0,0,0,0,21,17,6,13,11,0,0,3,4,77,8,13,14,6,4,3,3,3,19,73,742,1415,542,358,364,144,69,141,49,3833
211051283,25,3,63,27,29,13,13,21,4,195,0,0,0,0,0,0,0,0,0,3,9,13,5,10,0,0,8,0,5,51,3,3,20,4,7,6,7,8,10,68,520,868,807,468,415,166,133,222,50,3654
211051284,17,5,32,22,17,15,9,15,9,136,0,0,0,0,0,0,0,0,0,6,13,25,8,12,16,7,3,3,4,86,4,4,9,5,8,3,10,6,17,70,593,1375,630,468,433,181,104,174,74,4032
211051285,27,7,47,18,31,15,0,15,4,163,0,0,0,0,0,0,0,0,0,0,4,10,3,5,3,0,0,6,0,33,9,9,16,0,7,3,3,0,12,71,479,569,738,340,326,123,97,161,52,2887
211051286,35,9,113,57,43,30,11,41,4,337,0,0,0,0,0,0,0,0,0,3,15,14,15,20,7,3,7,6,0,80,21,12,43,20,16,8,18,23,26,180,640,895,1284,790,543,234,283,405,83,5141
212011289,39,9,85,38,42,34,20,30,4,294,0,0,0,0,0,0,0,0,0,3,25,24,18,17,9,8,6,5,0,109,26,8,53,12,28,16,22,21,17,200,1057,1664,1454,775,745,265,238,372,102,6685
212011546,39,16,177,91,80,64,51,43,11,562,0,0,3,0,0,0,0,0,0,8,21,25,19,25,18,7,10,12,0,135,29,26,24,21,18,17,15,22,34,216,1174,2505,1524,1210,1244,529,446,469,142,9245
212011547,26,3,42,17,33,15,8,17,6,171,0,0,0,0,0,0,0,0,0,0,11,0,7,3,8,0,11,4,0,45,30,3,33,5,10,10,15,22,27,156,508,596,781,318,391,124,177,213,92,3202
212011548,25,7,62,24,39,20,11,23,6,211,0,0,0,0,0,0,0,0,0,0,17,3,5,3,4,4,5,3,6,44,9,0,29,6,11,10,19,13,12,102,402,551,739,399,360,159,223,258,54,3150
212011549,34,12,112,45,49,48,30,46,0,375,0,0,0,0,0,0,4,0,0,6,3,15,18,11,8,8,12,14,0,81,12,8,26,14,8,3,15,10,29,122,498,973,990,729,602,305,348,373,82,4893
212011550,18,3,39,27,24,19,20,18,4,173,0,0,0,0,0,0,0,0,0,3,3,10,3,8,0,4,12,0,5,42,5,4,9,8,10,6,0,6,20,67,293,625,466,373,342,160,166,165,54,2636
212011551,8,0,47,19,14,14,23,25,3,154,0,0,0,0,0,0,0,0,0,3,4,0,3,10,0,4,8,5,0,36,0,4,3,4,4,3,4,9,10,52,147,323,379,308,194,113,150,195,39,1846
212011552,45,13,156,91,56,49,66,73,12,556,0,0,0,0,0,0,0,3,0,9,20,18,25,18,23,6,16,18,0,147,24,10,41,27,26,14,34,33,66,278,900,1830,1455,1348,999,520,618,632,165,8473
212021293,53,17,90,65,60,33,18,24,4,362,0,0,0,0,0,0,0,0,0,0,19,28,17,12,22,7,3,8,0,118,20,14,31,16,29,11,11,16,38,175,1283,2455,1204,830,1022,448,260,349,114,7957
212021295,5,3,52,20,11,18,19,36,0,166,0,0,0,0,0,0,4,6,0,4,0,0,12,10,3,5,9,11,0,43,5,5,24,12,0,5,22,24,32,143,166,436,501,420,268,144,291,303,73,2598
212021297,8,0,45,27,13,16,13,25,0,155,0,0,0,0,0,0,0,0,0,0,5,8,7,9,7,4,10,5,4,54,12,3,22,8,8,7,15,18,21,113,317,602,487,409,380,167,225,270,62,2910
212021299,17,0,22,11,19,16,4,7,0,97,0,0,0,0,0,3,0,0,0,4,10,3,9,4,3,4,3,0,5,48,8,13,14,4,8,0,5,7,16,74,505,717,484,204,377,135,112,128,69,2734
212021453,18,11,43,20,25,16,16,20,3,176,0,0,0,0,0,0,0,0,0,5,8,3,9,9,15,8,11,3,3,70,5,13,21,9,13,12,10,6,25,106,437,1005,625,441,553,247,203,215,89,3807
212021454,16,0,57,26,26,25,13,21,0,195,0,0,0,0,0,0,0,0,0,0,5,13,7,4,14,10,6,4,0,65,18,14,20,3,12,8,16,9,33,134,525,1174,643,483,591,244,227,266,84,4245
212021455,17,6,65,41,37,24,16,28,3,232,0,0,0,0,0,0,0,0,0,3,4,10,9,8,10,0,8,5,0,60,6,8,21,14,8,8,9,12,28,114,504,1063,845,577,610,258,250,270,98,4469
212021456,21,9,67,45,33,25,28,31,9,252,0,0,0,0,0,0,0,0,0,3,6,12,14,7,17,0,11,16,3,84,11,6,19,12,17,4,19,18,35,138,434,967,803,626,644,246,332,373,101,4518
212021553,22,8,79,52,44,31,14,24,6,282,0,0,0,0,0,0,0,0,0,0,13,25,18,18,13,8,13,8,0,106,17,13,28,9,20,9,16,14,28,157,915,2046,875,763,843,352,273,299,113,6480
212021554,25,6,66,35,28,19,7,20,5,217,0,0,0,0,0,0,0,0,0,6,4,14,3,16,13,4,9,10,0,69,18,13,14,7,9,12,8,10,20,113,539,1237,642,521,517,251,207,231,73,4224
212031300,39,9,120,57,52,30,55,63,6,440,0,0,0,0,0,0,0,0,0,0,13,12,17,16,11,7,20,15,6,104,11,13,38,32,13,8,29,30,42,217,525,948,1113,955,768,330,542,580,135,5900
212031303,45,13,143,65,64,50,42,28,5,455,0,0,0,0,0,0,0,0,0,0,16,10,8,20,19,8,6,8,5,105,12,10,29,18,18,4,19,9,33,163,828,1412,1279,912,816,364,383,393,105,6485
212031304,40,17,156,99,65,40,80,68,8,568,0,0,0,0,0,0,6,0,0,9,15,13,18,32,15,8,36,17,4,156,17,11,44,19,20,11,30,31,40,217,664,1509,1251,1145,854,393,692,587,123,7217
212031306,41,5,90,55,38,22,33,48,8,336,0,0,0,0,0,0,0,5,0,5,20,17,20,21,15,10,13,14,3,139,14,11,25,18,19,3,23,18,46,180,704,1751,827,806,869,328,477,438,155,6356
212031308,15,0,44,24,26,11,9,14,4,156,0,0,0,0,0,0,0,0,0,3,4,7,7,0,7,0,6,5,7,38,9,5,10,6,4,5,9,10,9,73,303,441,661,328,314,142,153,194,43,2574
212031457,21,0,51,38,26,31,20,18,0,214,0,0,0,0,0,0,0,0,0,0,6,6,10,11,13,4,3,3,0,54,24,12,22,3,11,12,10,4,19,111,603,1041,717,503,627,258,228,238,77,4290
212031458,27,8,87,32,25,34,25,37,3,279,0,0,3,0,0,0,0,0,0,7,8,10,11,14,14,3,9,9,0,78,6,5,37,11,10,6,22,15,37,150,530,1052,909,682,675,313,326,385,113,4986
212031555,18,12,52,33,20,8,38,17,6,209,0,0,0,0,0,0,0,0,0,8,10,12,9,4,14,6,15,9,0,69,11,9,16,7,12,8,6,3,27,104,534,1233,481,485,519,221,255,218,79,4033
