SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,13,4,22
208031185,57,39,96,9,6,10,3,0,3,0,0,0,3,0,3,1958,1461,3421,83,103,186,26,0,26,6,0,6,19,3,17,8,7,19,20,30,51,2195,1653,3847,14,13,24,0,0,0,0,3,8,9,3,10,0,0,7,4,0,4,22,23,45,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,3,5,5,27,3,32,53,33,82,3,5,11,0,0,0,0,0,0,3,5,13,691,919,1614,251,471,718,22,14,32,3216,3094,6312
208031186,50,57,114,8,10,19,0,0,3,0,0,7,9,5,16,2134,1656,3786,76,94,171,24,0,24,18,6,24,31,5,29,17,5,24,38,58,95,2406,1905,4312,26,27,54,0,0,0,0,0,3,12,6,20,3,6,5,7,0,6,51,41,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,20,72,49,115,7,17,30,0,0,0,0,0,0,7,16,28,984,1361,2340,330,601,935,15,10,23,3814,3940,7755
208031187,12,4,18,3,4,9,0,0,0,0,0,0,3,0,10,832,636,1468,38,48,83,10,0,10,7,0,7,4,0,5,0,3,5,8,9,12,915,711,1627,7,10,10,0,0,0,0,3,3,8,0,3,0,0,0,0,0,5,11,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,17,27,0,0,3,0,0,0,0,0,0,5,0,3,288,360,652,122,232,355,10,3,15,1348,1332,2676
208031188,139,134,273,29,55,88,0,0,0,0,0,0,4,11,15,3044,2307,5353,123,203,325,36,0,36,25,0,30,54,14,71,32,20,53,114,154,266,3608,2896,6506,16,14,32,0,0,0,9,11,16,15,9,30,4,4,3,0,4,3,51,40,89,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,3,6,35,18,52,85,64,150,13,13,22,0,0,0,0,0,0,14,15,31,1954,2252,4203,537,946,1483,31,13,40,6222,6190,12413
208031189,101,57,159,9,8,19,0,0,0,0,0,0,3,7,10,1832,1414,3247,59,85,145,17,0,17,25,0,24,21,14,36,11,7,16,27,53,85,2113,1643,3758,18,18,27,0,0,0,0,4,7,9,3,14,0,3,8,5,0,5,33,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,22,44,35,83,13,9,18,0,0,0,0,0,0,13,9,18,1109,1301,2415,317,580,896,16,7,20,3611,3580,7189
208031190,86,80,161,25,22,46,3,0,3,0,0,0,10,7,10,1671,1384,3058,61,97,162,30,0,25,15,0,19,28,6,35,13,16,28,75,81,154,2008,1683,3690,17,14,27,0,0,0,3,5,13,7,4,14,0,7,7,8,4,11,33,41,71,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,5,8,11,22,42,52,95,9,4,13,0,0,0,0,0,0,6,4,15,1143,1343,2486,269,532,796,10,7,19,3479,3635,7104
208031191,63,36,105,16,17,26,0,0,0,0,0,0,3,4,5,1121,965,2089,63,79,140,11,4,13,15,0,16,19,3,22,12,8,20,51,48,97,1369,1159,2527,5,15,21,0,0,0,0,4,4,5,3,11,3,0,4,3,0,4,19,21,46,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,3,5,6,7,3,17,33,36,63,6,5,12,0,0,0,0,0,0,6,7,13,775,775,1551,172,337,514,10,0,16,2372,2317,4690
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208031193,130,101,229,12,28,35,0,0,0,0,0,0,9,7,15,2734,2287,5023,127,192,316,41,0,41,15,3,20,63,18,78,17,13,24,85,112,193,3229,2751,5976,13,9,23,0,0,0,6,6,14,10,13,23,3,7,10,4,0,9,40,44,79,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,4,6,22,12,36,64,59,123,4,11,14,0,0,0,3,0,3,8,11,20,1792,2118,3911,470,833,1311,19,20,38,5585,5793,11376
208041194,196,164,359,6,9,14,0,0,0,73,123,194,0,16,17,2022,1619,3640,69,135,202,5,0,11,14,3,17,81,22,103,20,13,36,127,189,319,2621,2295,4913,5,15,27,0,0,0,25,34,65,8,11,17,3,4,6,8,0,10,57,68,125,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,20,10,32,84,77,159,14,27,43,0,4,4,4,0,6,21,30,51,2280,2432,4715,435,755,1187,11,15,32,5447,5608,11054
208041195,250,177,432,25,45,65,0,0,0,21,19,43,10,11,25,2324,1765,4086,86,170,255,21,0,21,23,7,24,80,19,99,29,22,47,114,126,238,2975,2353,5330,25,18,45,0,0,0,17,30,52,14,4,20,0,7,11,6,8,9,68,75,135,0,0,0,0,0,5,0,0,0,0,0,3,0,4,4,3,3,12,23,27,43,89,103,187,24,23,49,0,0,0,0,0,3,28,25,51,2395,2395,4793,502,848,1349,23,12,36,6012,5735,11747
209011196,28,30,59,20,30,49,0,0,0,21,28,46,4,4,8,1446,1033,2478,80,100,176,15,0,15,5,0,5,19,0,20,8,12,20,27,29,52,1669,1263,2930,8,4,21,0,0,0,5,3,10,16,5,22,0,0,4,3,0,3,40,16,57,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,10,15,15,10,22,51,46,97,7,13,16,5,0,5,5,0,0,15,12,21,491,549,1036,226,341,565,10,4,12,2464,2212,4667
209011197,137,84,220,20,34,54,3,0,3,0,0,0,0,0,3,2739,2142,4881,105,127,236,43,0,41,15,0,19,9,3,10,19,7,33,47,59,107,3145,2460,5608,9,13,25,0,0,0,0,6,9,15,13,30,6,3,5,3,4,10,37,46,80,0,0,0,0,3,3,0,3,3,3,0,5,0,0,4,0,8,11,13,8,16,53,61,111,16,4,23,0,0,0,0,0,0,18,9,24,1605,1749,3352,493,918,1412,6,13,21,5323,5207,10530
209011198,154,131,288,24,27,50,0,0,0,3,0,3,6,3,13,1613,1310,2921,71,101,167,19,0,19,15,0,15,40,11,52,15,14,33,119,246,362,2075,1844,3918,13,17,29,0,0,0,9,12,16,11,4,16,3,4,4,13,3,18,45,39,83,0,0,0,0,0,0,0,0,5,3,7,4,0,5,5,6,10,13,13,8,28,66,53,124,7,9,18,0,0,0,0,0,0,7,9,18,1602,1607,3215,379,628,1008,14,12,21,4143,4158,8299
209011199,41,44,87,62,72,131,0,0,0,0,0,0,17,8,23,1880,1456,3340,75,120,198,24,0,24,19,0,19,48,19,67,22,12,32,81,109,193,2279,1840,4115,20,11,31,0,0,0,6,3,10,7,7,16,0,6,10,7,0,4,43,30,69,0,0,0,7,3,11,3,0,3,0,8,10,0,3,3,22,16,29,22,21,36,80,64,135,8,14,24,0,5,9,0,0,0,13,19,27,946,1083,2031,335,551,887,26,24,48,3667,3580,7246
209011200,112,80,187,24,26,46,0,0,0,0,0,0,3,8,7,1314,1070,2380,52,89,143,16,0,16,15,0,17,57,21,80,17,9,27,61,132,194,1657,1440,3101,6,11,18,0,0,0,7,17,21,14,11,22,0,3,7,5,4,8,39,38,75,0,0,0,4,5,8,0,0,0,0,0,7,0,0,0,3,8,11,20,13,32,62,56,120,0,13,11,0,0,0,0,0,0,0,13,11,1360,1416,2777,262,470,729,8,0,15,3358,3400,6758
209011201,58,46,108,7,4,5,0,0,0,0,0,0,0,0,0,908,625,1537,44,70,117,9,0,9,6,0,9,35,12,52,7,7,10,44,55,97,1126,825,1955,0,4,4,0,0,0,0,4,7,5,6,7,0,0,0,3,0,7,4,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,18,20,40,5,0,3,0,0,0,0,0,0,3,0,4,790,853,1644,163,318,478,4,7,9,2112,2026,4135
209011202,76,52,126,20,22,38,3,4,3,0,0,0,3,9,11,2121,1669,3792,68,103,175,32,0,32,16,0,16,29,3,31,12,9,14,37,53,94,2420,1917,4337,8,10,15,0,0,0,4,5,6,21,19,40,4,0,3,0,0,0,33,34,69,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,6,7,14,11,6,17,52,47,98,8,3,11,4,0,4,0,0,0,7,3,13,1243,1557,2794,364,748,1116,16,7,24,4100,4275,8381
209011203,125,105,227,14,16,29,3,0,0,0,0,0,15,4,14,2155,1714,3868,93,124,220,30,0,28,21,0,24,32,4,40,38,22,58,205,72,276,2725,2056,4782,14,19,35,0,0,0,9,7,13,27,18,47,3,9,13,6,0,5,60,55,110,0,0,0,0,0,0,0,0,3,0,7,12,0,3,3,6,12,15,24,14,34,88,80,163,15,14,24,4,0,4,0,0,0,14,11,28,1524,1576,3106,419,706,1122,22,13,30,4788,4440,9232
209011204,79,77,152,14,12,18,0,0,0,0,0,4,12,11,22,1264,911,2172,50,64,111,10,0,14,10,0,10,14,4,14,12,0,14,16,25,44,1478,1104,2582,7,8,16,0,0,0,5,0,4,8,9,17,0,0,4,0,0,0,22,19,42,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,3,9,10,8,18,36,29,68,4,6,11,0,0,0,0,0,0,4,6,11,664,729,1391,208,409,618,8,3,11,2398,2282,4675
209021205,40,55,97,24,34,59,0,0,0,43,53,91,6,8,14,1497,1042,2539,70,114,180,19,0,19,18,0,17,18,5,26,11,12,22,43,39,80,1785,1360,3150,9,9,16,0,0,0,6,11,20,10,10,16,0,0,4,0,0,0,21,30,50,0,0,0,10,13,21,0,0,0,0,0,0,3,0,5,15,18,32,27,8,32,62,51,119,13,24,39,3,0,3,0,0,4,21,24,44,649,697,1350,267,365,630,11,10,17,2801,2517,5320
209021428,172,160,332,57,69,116,0,0,0,59,120,179,12,13,28,2382,1751,4134,97,171,267,29,0,32,41,14,54,162,84,245,28,26,49,128,143,275,3167,2537,5706,32,38,74,0,0,0,29,24,53,10,11,20,0,3,8,8,9,13,75,85,162,0,0,0,18,17,34,0,0,0,0,3,6,0,0,3,20,28,46,30,25,57,125,142,268,42,23,63,4,8,9,7,3,12,48,35,81,1761,2124,3884,548,848,1397,21,21,45,5674,5706,11381
209021429,65,63,125,23,20,41,0,0,0,81,107,188,4,10,12,1333,990,2324,59,91,148,12,0,12,30,4,33,102,60,162,20,10,27,42,54,95,1774,1404,3173,5,11,19,0,0,0,8,11,20,8,3,13,3,0,5,4,5,11,26,30,56,0,0,0,12,12,24,0,0,0,0,0,0,0,3,0,14,18,25,26,21,41,65,65,131,7,5,14,3,0,8,3,0,3,15,12,28,1135,1422,2557,312,531,842,10,9,14,3306,3440,6746
209021523,145,190,333,16,65,81,0,0,0,0,5,5,10,18,22,1980,1388,3369,84,138,223,28,0,32,20,10,26,41,12,57,21,13,36,18,32,51,2378,1858,4234,28,31,54,0,0,0,13,10,23,15,8,25,0,6,12,8,9,12,62,65,126,0,0,0,0,3,6,6,4,5,0,0,6,6,0,5,7,15,21,22,7,28,90,86,180,20,21,42,0,0,0,0,0,0,20,31,49,895,1090,1982,318,529,851,23,10,38,3722,3607,7330
209021524,57,45,106,16,12,26,0,0,0,0,3,3,6,4,10,1371,794,2164,68,89,157,26,0,26,4,0,8,18,4,20,10,6,19,13,19,34,1591,985,2577,8,19,32,0,0,0,5,3,6,6,4,16,0,0,3,0,0,0,17,32,53,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,13,6,19,31,46,82,3,12,14,0,0,0,0,0,3,5,14,16,374,492,868,162,281,441,17,11,28,2186,1826,4015
209021525,59,59,111,24,29,55,0,0,0,38,56,94,0,14,16,1643,1043,2685,73,114,190,28,0,28,28,0,26,45,13,62,15,7,21,28,29,56,1984,1362,3351,16,20,35,0,0,0,9,10,22,15,6,21,0,5,9,3,0,5,43,46,88,0,0,0,9,14,19,0,0,0,3,9,8,0,0,0,8,20,28,23,17,42,75,73,155,24,16,39,0,0,4,0,0,4,19,20,45,726,930,1654,289,404,692,20,18,36,3119,2810,5926
209021526,166,147,315,16,39,56,4,0,4,20,25,51,7,11,21,1837,1174,3014,56,101,162,21,0,21,26,0,28,67,29,102,23,6,23,27,44,72,2274,1583,3857,20,34,53,0,0,0,14,8,26,12,12,17,0,9,10,11,7,13,60,66,130,0,0,0,4,11,15,0,0,0,0,3,3,0,0,0,4,14,16,24,22,52,88,105,195,17,21,39,9,0,7,0,3,4,22,25,53,1017,1273,2290,318,547,866,17,11,25,3738,3542,7284
209031209,102,66,167,20,25,44,0,0,0,0,0,0,3,4,6,3050,2327,5380,137,184,324,64,0,64,16,0,22,20,4,31,22,23,42,53,46,96,3497,2671,6172,9,10,20,0,0,0,3,8,9,21,13,29,8,9,12,8,0,9,41,40,82,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,5,8,7,29,16,46,71,54,131,10,7,17,0,0,0,0,0,0,10,7,17,2164,2265,4428,566,986,1551,12,14,24,6315,6001,12320
209031210,23,14,35,0,0,0,0,0,0,0,0,0,0,0,0,573,413,984,16,14,34,14,0,14,6,0,6,3,0,7,9,4,12,10,8,16,646,457,1099,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,209,305,511,96,175,276,4,4,10,967,942,1912
209031211,6,3,6,0,0,4,0,0,0,0,0,0,0,0,0,735,474,1209,38,22,59,32,0,35,0,0,0,4,0,4,7,3,8,24,9,37,845,519,1363,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,13,4,18,4,0,4,0,0,0,0,0,0,6,0,3,183,227,404,86,178,263,9,7,18,1127,943,2070
209031212,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,800,561,1366,31,26,59,42,0,43,0,0,0,0,0,4,0,5,6,28,20,44,911,618,1535,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,6,4,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,18,18,13,32,3,0,6,0,0,0,0,0,0,3,0,6,322,422,745,148,179,327,19,11,29,1418,1243,2664
209031213,39,18,49,8,3,13,0,0,0,0,0,0,0,0,4,1485,1118,2605,76,78,157,38,0,38,7,0,9,8,0,8,12,7,17,10,17,31,1683,1241,2924,5,3,8,0,0,0,0,0,0,15,3,21,0,3,3,0,0,0,21,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,12,32,23,50,6,0,7,0,0,0,3,0,3,11,0,7,684,750,1429,218,382,599,12,4,15,2639,2402,5032
209031214,16,13,31,8,12,13,0,0,0,0,0,0,0,0,0,938,705,1650,40,54,93,21,0,21,11,0,11,4,0,0,4,9,14,21,22,44,1067,815,1881,0,0,0,0,0,0,0,0,0,3,4,9,0,0,5,0,0,0,5,0,9,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,5,5,9,4,8,13,15,13,22,0,0,0,0,0,0,0,0,0,0,0,6,625,688,1309,187,316,501,12,11,24,1902,1840,3741
209031215,61,51,117,7,10,12,0,0,0,0,0,0,5,0,7,2415,1784,4197,80,99,180,48,0,48,13,0,13,9,0,15,9,7,18,36,40,81,2692,1988,4679,3,10,15,0,0,0,3,0,4,22,10,33,4,0,3,0,0,0,31,20,55,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,23,5,27,60,29,86,4,4,12,0,0,0,0,0,0,8,4,15,983,1184,2172,374,755,1136,9,4,16,4130,3973,8099
209041216,20,16,41,9,14,25,0,0,0,5,16,29,6,3,7,1086,861,1945,60,91,157,21,0,21,3,0,3,5,0,5,12,7,18,18,12,32,1243,1038,2281,7,3,8,0,0,0,3,0,4,9,5,11,0,0,0,0,0,0,22,11,30,0,0,0,5,12,10,0,0,0,0,0,0,0,0,0,5,14,17,6,6,11,28,32,54,11,8,14,0,5,3,0,0,0,11,9,17,443,473,915,180,292,470,10,8,18,1916,1843,3757
209041217,15,16,30,18,15,27,4,0,4,12,10,18,6,0,3,963,660,1622,56,58,114,6,0,6,6,0,7,3,0,3,16,6,21,16,15,31,1113,786,1899,3,7,5,0,0,0,0,0,0,11,3,16,0,4,4,0,0,0,17,11,32,0,0,0,5,11,11,0,0,3,0,0,0,0,0,0,3,10,15,10,3,11,33,27,57,8,5,13,4,0,6,0,3,4,9,12,21,262,293,553,102,186,295,15,11,23,1536,1315,2850
209041220,74,76,150,18,27,49,0,0,0,0,8,4,9,6,17,2974,2108,5083,144,171,314,67,0,70,11,3,13,7,7,9,33,15,51,19,40,59,3359,2464,5819,14,17,28,0,0,0,3,3,3,20,13,28,0,5,5,0,0,3,38,30,73,0,0,0,0,0,4,0,0,3,0,3,7,0,0,0,4,11,15,29,16,43,71,56,131,13,10,27,0,5,5,0,0,0,19,19,32,796,1045,1846,377,626,1007,19,22,38,4645,4228,8878
209041221,40,32,76,17,19,35,0,0,0,4,3,12,7,8,11,1928,1324,3249,66,127,193,32,0,32,12,0,12,6,0,6,19,5,26,10,16,26,2138,1533,3670,4,6,8,0,0,0,0,3,4,10,11,21,0,3,6,0,0,0,16,29,50,0,0,0,0,4,3,0,4,4,0,0,3,0,0,0,6,4,9,12,11,26,32,45,78,0,8,13,0,0,0,0,0,0,3,8,15,452,559,1012,224,364,596,15,7,22,2873,2518,5390
209041223,125,150,277,15,36,56,0,0,0,0,0,0,27,13,37,2924,1655,4583,150,227,378,54,0,54,13,0,17,23,6,29,26,20,49,33,46,77,3396,2162,5556,36,55,90,0,0,0,7,6,12,21,9,36,0,8,9,7,6,13,71,89,159,0,0,0,0,4,4,0,0,0,3,3,8,0,0,0,3,13,16,35,16,54,110,119,229,25,24,51,3,0,0,0,0,0,27,29,54,480,641,1122,301,423,726,41,18,56,4354,3389,7747
209041224,58,57,116,9,5,11,3,0,3,0,0,0,0,6,3,4238,2793,7037,249,207,453,123,0,121,15,0,15,4,0,5,33,15,45,39,59,101,4772,3143,7913,6,17,19,0,0,0,0,0,0,27,22,51,3,6,7,0,0,0,41,46,88,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,38,9,54,80,60,146,11,13,24,0,0,0,3,0,5,16,14,28,666,1094,1760,436,771,1205,26,19,46,5999,5094,11098
209041225,24,29,54,0,7,6,0,0,0,0,0,0,4,0,3,1810,1180,2991,87,80,164,75,0,78,5,0,5,5,3,5,12,0,13,26,34,65,2042,1338,3382,9,8,12,0,0,0,0,0,4,22,14,31,0,0,3,0,0,6,27,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,23,48,36,81,8,7,16,0,0,0,0,0,0,5,7,14,363,568,930,180,411,588,23,19,42,2663,2376,5044
209041431,47,44,88,28,31,54,0,0,0,0,0,0,12,11,23,2172,1381,3549,114,131,248,44,0,44,7,0,7,5,0,7,22,7,30,14,12,30,2468,1619,4084,21,21,37,0,0,0,4,5,6,6,12,20,0,0,5,0,0,0,34,38,71,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,7,8,13,24,9,32,66,53,115,5,12,18,0,0,0,0,0,0,5,14,24,379,579,963,214,411,625,6,8,15,3142,2681,5816
209041432,80,72,152,17,37,54,0,0,0,0,0,0,5,8,13,1281,770,2051,60,80,142,30,0,31,10,0,10,8,0,8,18,5,24,15,26,46,1519,1005,2526,13,20,29,0,0,0,4,3,9,4,14,15,3,0,0,4,3,8,26,38,66,0,0,0,0,0,0,0,4,4,4,7,10,0,3,3,5,15,19,8,5,17,41,57,99,0,8,12,0,0,0,0,0,0,0,12,8,224,310,540,156,210,366,7,10,18,1950,1605,3555
209041433,40,59,103,9,18,31,0,0,0,0,0,0,20,9,20,2056,1346,3405,79,155,237,36,0,33,7,0,7,6,0,11,11,15,29,13,15,32,2275,1622,3900,15,28,43,0,0,0,0,0,0,29,7,40,0,3,3,0,5,3,49,46,95,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,3,9,10,12,6,15,65,58,125,11,22,29,0,0,3,5,0,5,18,24,38,470,581,1050,179,343,528,17,11,26,3026,2642,5665
209041435,76,55,133,10,20,29,0,0,0,0,0,0,0,0,6,2180,1617,3807,104,114,215,45,0,45,9,0,10,3,0,3,20,9,27,4,14,16,2452,1836,4286,17,17,31,0,0,0,0,4,8,9,11,24,0,6,6,0,3,3,29,41,70,0,0,0,0,0,0,0,4,3,4,5,4,0,0,3,3,8,16,16,10,25,52,55,110,11,12,21,0,0,0,0,0,0,12,14,21,651,807,1457,238,534,771,14,15,35,3419,3256,6680
209041436,73,51,125,29,25,52,0,0,0,0,0,0,6,0,9,2114,1525,3641,125,116,245,26,0,26,4,0,4,8,0,7,13,7,21,6,21,29,2405,1750,4160,15,17,31,0,0,0,5,6,7,11,6,16,3,0,6,6,0,6,39,32,68,0,0,0,0,4,3,0,0,0,7,3,5,0,0,0,3,6,12,15,7,26,64,48,107,10,11,25,0,3,3,0,0,0,12,19,26,545,693,1237,265,449,712,18,7,27,3305,2964,6262
209041437,76,112,189,26,54,86,5,0,5,0,0,3,21,8,24,4287,2674,6961,177,256,435,89,3,93,6,0,6,4,3,7,38,24,62,15,30,42,4748,3165,7906,27,64,87,0,0,0,0,3,3,46,26,76,0,8,9,4,0,3,76,102,180,0,0,0,0,0,0,4,0,7,3,7,6,0,0,4,12,6,15,31,18,53,121,125,247,28,40,59,0,0,0,0,4,0,24,42,63,855,1072,1925,388,659,1040,41,23,63,6166,5081,11246
209041527,67,47,112,5,9,16,0,0,0,0,0,0,0,0,0,2636,1889,4523,130,156,288,47,0,48,7,0,9,11,0,10,20,10,31,10,42,49,2938,2156,5091,21,19,31,0,0,0,0,0,0,19,16,36,0,0,0,4,0,9,50,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,19,7,26,68,42,108,14,12,28,0,0,0,0,0,0,14,12,28,804,1116,1915,332,678,1006,18,9,25,4170,4010,8181
209041528,66,40,105,9,8,15,0,0,0,0,0,0,5,7,3,1768,1330,3098,50,71,121,22,6,26,6,0,7,0,0,0,11,8,17,5,8,11,1945,1474,3422,7,12,22,0,0,0,0,3,3,18,8,21,0,3,5,3,0,3,30,23,53,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,7,23,7,29,52,37,92,5,5,13,0,0,0,0,0,0,5,5,13,529,687,1213,188,482,674,7,5,15,2723,2696,5424
209041529,76,98,173,17,27,46,0,0,0,0,0,0,12,8,22,1435,808,2240,82,93,170,31,0,32,6,0,6,14,0,14,15,7,16,7,20,22,1694,1055,2753,16,32,45,0,0,0,0,9,12,12,4,13,0,4,4,0,0,0,28,45,79,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,7,7,12,9,8,23,43,61,105,12,4,16,0,0,0,4,0,4,10,7,20,232,309,538,157,236,393,14,16,31,2149,1680,3837
209041530,77,87,165,13,18,28,0,0,0,0,0,0,7,8,17,1894,1232,3129,101,130,228,42,0,39,11,3,16,6,5,10,18,13,34,11,17,23,2188,1507,3699,22,29,49,0,0,0,0,6,10,13,10,25,3,5,7,0,0,5,45,50,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,6,20,20,34,61,68,133,17,14,33,4,0,0,0,0,0,18,16,37,430,499,932,189,289,473,20,15,36,2910,2393,5298
209041531,72,69,138,5,15,23,0,0,0,0,0,0,12,0,12,1774,1353,3128,67,111,177,20,0,23,4,0,6,4,0,4,12,12,23,12,25,33,1983,1582,3560,12,24,34,0,0,0,0,3,4,22,3,25,5,0,11,5,0,5,40,38,74,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,15,14,30,61,52,113,18,10,31,0,0,0,0,0,0,18,10,31,523,609,1130,196,412,607,13,5,21,2789,2674,5462
