SA2_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
206051128,0,4,5,9,10,18,56,155,55,315,0,0,8,0,5,5,4,22,21,62,14,39,165,128,81,86,93,76,31,715,212,766,2568,2478,2282,1997,1609,1062,281,13256
206051129,3,0,0,6,7,8,25,37,37,129,0,0,5,5,4,9,6,8,3,37,14,38,189,204,135,103,58,40,25,802,159,704,3192,2761,2363,1745,1031,418,143,12514
206051130,4,0,11,13,22,46,95,147,75,406,0,0,7,5,3,11,26,35,8,93,28,42,124,155,143,136,132,85,32,876,231,555,2150,2856,2733,2149,1649,917,244,13473
206051134,4,0,7,13,13,16,30,55,29,168,0,3,11,6,6,6,12,12,11,70,21,83,267,167,111,71,69,44,26,854,206,1150,4389,2924,2010,1365,929,447,176,13595
206051511,0,0,6,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,10,17,104,58,35,22,0,0,0,252,26,172,775,374,218,117,34,15,0,1719
206051512,0,0,13,15,12,21,37,67,39,199,0,0,10,8,10,12,14,8,26,86,22,27,108,110,110,96,78,91,95,732,148,623,2422,1991,1670,1372,997,593,287,10112
206051513,3,8,5,12,14,17,32,32,13,138,3,0,9,8,0,7,3,12,4,44,11,63,268,205,128,112,77,40,14,920,110,774,3910,2398,1462,1173,723,289,75,10917
206051514,0,0,6,7,7,16,28,35,22,116,0,0,16,3,12,5,7,0,0,40,22,69,366,196,200,179,138,154,147,1473,134,798,3709,2505,1936,1672,1068,526,271,12625
206061135,0,0,0,0,3,5,17,51,29,117,0,0,3,0,0,0,0,12,5,28,11,34,55,53,58,18,40,58,37,372,112,645,1916,1377,1176,898,896,667,221,7908
206061136,0,3,7,9,24,30,65,185,123,446,0,0,5,10,4,9,7,47,30,120,23,76,271,166,117,104,98,111,97,1066,209,1551,6153,3344,2063,1605,1165,834,400,17321
206061138,3,0,0,6,4,3,12,20,28,81,0,0,0,0,0,3,0,0,0,15,42,47,96,79,93,99,120,99,78,748,220,863,1885,1372,1543,1696,1760,1242,517,11111
206061515,0,0,11,0,0,0,9,8,11,33,0,7,7,0,7,0,0,0,0,20,28,84,349,156,89,72,42,25,5,839,162,1214,4486,2017,947,734,552,289,98,10500
206061516,0,0,3,6,13,28,31,50,37,169,0,0,4,9,14,21,13,14,10,83,17,48,175,113,84,69,63,50,25,644,137,766,3102,1556,1064,943,746,479,197,8988
206071139,0,0,5,9,10,25,25,47,26,149,0,3,5,7,8,8,9,11,18,64,10,39,172,105,63,47,34,24,13,504,77,667,3280,1781,888,692,508,249,97,8241
206071140,0,0,4,9,3,7,12,27,51,117,0,0,0,4,0,4,0,3,10,19,8,22,63,52,43,30,32,32,16,299,101,842,2148,1112,858,809,732,391,141,7130
206071141,0,3,17,21,36,30,35,49,14,211,0,5,17,14,25,24,15,15,8,116,28,62,182,109,83,56,33,20,6,567,103,634,3348,1752,1028,661,394,189,67,8165
206071142,0,5,18,28,28,43,55,45,17,240,0,3,6,16,13,33,23,20,17,137,21,69,215,153,101,105,66,37,19,797,139,714,3068,1839,1189,1108,693,324,132,9211
206071143,0,0,7,6,13,22,56,122,96,320,0,0,0,0,3,13,22,22,26,89,12,43,128,80,65,59,63,52,34,534,139,842,3163,1964,1549,1247,1042,667,294,10910
206071145,0,0,5,15,15,15,34,63,37,178,0,4,0,0,0,4,3,9,14,38,0,30,83,51,44,57,52,31,8,356,103,511,2023,1677,1270,1114,894,386,139,8115
206071517,0,0,3,7,9,16,69,116,91,310,0,0,0,10,5,3,14,39,22,94,12,70,286,131,78,113,60,41,15,806,166,1364,5735,2890,2030,1610,1056,574,205,15616
206071518,0,0,18,17,53,90,100,104,47,443,0,3,12,21,35,70,71,50,48,299,30,53,196,126,115,86,87,59,27,780,189,1074,4325,2304,1548,1291,944,461,202,12344
207011146,5,0,0,6,3,18,32,46,40,148,0,0,0,8,5,7,11,7,4,40,0,14,28,32,24,16,33,32,54,236,169,453,712,1041,1245,1017,694,420,227,5978
207011147,5,0,0,10,19,24,56,106,86,313,0,0,6,10,16,14,16,27,16,98,24,37,49,59,74,44,64,59,56,456,347,1093,1570,1967,2265,2003,1710,1175,640,12770
207011148,3,5,3,9,26,41,73,170,122,456,0,5,0,19,21,23,18,25,26,142,35,35,57,48,91,70,54,61,47,493,590,1450,1813,2264,3357,2891,1891,1189,615,16062
207011149,3,0,7,5,8,6,51,115,130,339,0,0,4,3,15,9,12,10,23,75,39,32,71,94,90,76,85,74,88,645,461,1493,2228,2405,2966,2694,2197,1428,912,16786
207011150,0,0,3,6,6,8,30,74,44,181,0,0,4,3,3,4,15,16,8,54,19,19,58,52,61,53,40,50,24,382,370,1175,1561,2070,2616,2232,1556,908,312,12789
207011152,3,0,9,5,4,13,35,54,50,172,0,4,5,6,11,12,9,12,12,67,18,41,123,74,66,52,69,77,59,580,243,1268,3156,2255,1974,1579,1247,779,329,12840
207011154,0,0,0,0,5,8,19,63,43,146,0,0,3,0,3,3,7,10,13,40,6,12,24,22,13,19,28,32,4,159,147,422,657,807,951,865,608,371,166,4994
207011155,0,0,0,3,7,13,30,59,66,182,0,0,5,0,6,11,3,7,9,44,25,24,59,46,59,35,72,63,69,452,381,1043,1328,1654,2420,2193,1823,1008,570,12434
207011519,0,0,0,4,4,3,20,31,34,100,0,0,0,5,5,0,6,12,8,36,24,31,96,58,47,48,41,33,15,389,313,915,1945,1365,1236,977,825,479,151,8205
207011520,0,0,4,7,7,8,23,22,22,89,0,0,3,3,3,3,5,3,5,37,23,48,123,64,49,41,39,43,37,472,247,1210,2879,1730,1318,1100,878,562,252,10169
207011521,3,4,0,8,7,11,38,62,28,165,0,0,8,4,3,4,11,8,10,41,19,17,37,22,46,60,42,58,61,375,261,902,1375,1209,1610,1483,1195,772,365,9180
207011522,4,3,5,7,13,20,40,54,71,206,0,6,10,10,21,32,26,21,8,137,18,26,70,66,86,82,70,53,51,518,233,862,1799,1628,1846,1696,1281,728,421,10481
207021156,0,3,8,9,7,38,150,376,230,819,0,0,10,0,18,17,32,55,35,165,10,15,41,37,46,52,60,61,42,359,225,669,1255,1349,1554,1472,1116,1092,514,9250
207021157,0,4,12,30,37,57,207,405,228,979,0,3,33,19,20,66,54,66,67,322,33,44,146,148,125,94,113,109,57,882,412,1617,3869,3466,2921,2836,2426,2029,909,20486
207021159,0,3,0,8,14,49,149,243,188,647,0,4,7,5,3,26,28,31,23,131,17,22,60,76,52,75,101,130,115,655,329,935,1571,2010,2112,2449,2114,1447,696,13655
207021160,4,0,11,7,5,40,128,271,214,680,0,3,5,6,7,13,39,54,35,166,17,20,51,47,56,48,57,93,92,487,256,673,1346,1790,2031,1612,1393,1451,693,11247
207021424,0,0,0,6,17,56,137,210,135,568,0,5,12,13,14,26,43,40,30,184,10,15,40,51,50,35,80,72,34,404,294,949,1576,2049,2001,2144,1785,1171,480,12451
207021425,0,0,10,10,35,50,152,182,135,567,0,0,16,24,22,24,26,59,24,192,25,26,59,84,82,71,59,88,37,530,248,756,1819,2575,1872,1583,1336,1222,518,11910
207031161,3,9,11,21,29,48,61,136,115,428,0,4,12,17,24,23,30,15,24,153,24,39,92,62,85,59,63,98,102,633,434,1453,2594,3139,3166,2654,1819,1294,760,17317
207031162,0,0,9,8,24,28,68,124,95,363,0,3,8,11,12,10,22,29,33,129,13,32,58,34,60,36,47,60,68,401,215,636,1138,1446,1579,1239,1043,788,485,8561
207031163,5,13,33,45,71,51,140,105,90,544,0,21,67,44,42,34,38,24,29,299,53,199,385,174,125,99,130,128,215,1513,439,2523,4872,3061,2754,2196,1662,1020,675,19206
207031164,0,12,15,22,54,49,106,147,112,514,0,3,23,23,19,30,34,29,24,188,19,49,119,96,69,68,60,50,30,560,343,1221,2495,2502,2538,2138,1592,930,442,14203
207031165,9,5,8,13,13,15,59,132,67,318,0,3,16,11,8,7,11,29,5,98,22,163,214,81,48,59,64,46,90,778,428,1754,2376,1388,1323,1112,846,718,457,10394
207031166,0,0,9,9,14,41,122,229,109,537,0,0,17,18,16,19,32,32,16,161,10,28,63,52,45,30,44,49,22,344,191,825,1592,1360,1361,1183,1012,996,372,8884
207031167,0,4,0,3,4,14,21,33,41,113,0,0,5,0,3,6,5,5,5,33,16,19,43,41,33,49,45,42,14,304,202,716,1193,1306,1425,1300,1136,545,315,8132
208011168,0,0,0,5,0,8,27,44,46,130,0,0,4,0,6,0,5,5,0,20,20,6,26,37,56,51,51,59,23,329,305,749,752,1329,2400,2077,1698,1026,423,10758
208011169,0,0,6,8,3,22,32,93,79,227,0,0,0,3,6,10,7,10,13,50,39,30,73,82,116,103,137,142,150,866,469,1160,1791,2383,3440,3245,2831,1918,935,18173
208011170,0,3,4,7,4,13,41,87,90,247,0,6,4,13,9,14,11,9,7,71,28,24,48,60,91,51,68,89,130,597,386,851,1151,1932,2667,2141,1609,1082,680,12497
208011171,3,4,3,5,16,21,52,75,59,237,0,3,3,5,7,9,12,18,12,64,23,8,34,64,68,26,51,52,46,379,247,605,1359,1965,2037,1329,996,576,285,9403
208011172,0,0,4,17,18,27,65,109,92,336,0,4,3,4,13,16,18,20,5,82,29,23,76,94,103,99,99,83,27,635,412,1021,1620,2278,2976,2629,1774,1043,394,14143
208011173,4,0,4,0,8,15,37,68,68,216,0,0,0,0,0,0,11,4,10,27,26,11,47,84,96,79,97,107,126,677,380,814,1226,1929,2744,2611,2166,1278,705,13848
208021174,4,4,4,7,17,31,101,194,139,494,0,3,18,15,20,26,29,22,23,160,35,50,125,112,111,75,99,117,102,830,535,1478,2857,3539,3904,2894,1992,1226,725,19141
208021176,3,0,6,5,14,32,75,152,85,371,0,6,25,9,3,4,21,33,14,116,21,42,158,81,68,49,85,101,115,717,244,1434,4074,2983,2136,1828,1427,922,457,15514
208021177,6,11,17,19,8,13,40,71,96,279,0,0,16,11,7,9,6,23,14,82,30,85,211,136,84,67,135,99,100,952,350,1728,3962,2998,2417,2140,2239,1057,664,17549
208021178,3,0,4,3,8,13,75,89,108,305,0,3,0,13,6,7,12,22,22,84,24,37,130,81,80,66,100,104,133,755,298,1018,2240,2429,2438,2031,2076,1076,643,14247
208021179,0,0,5,3,8,8,30,46,54,162,0,4,0,3,3,5,4,16,7,44,20,16,78,69,36,39,48,33,28,360,196,640,2007,1717,1616,1331,1082,563,273,9417
208021180,0,0,0,3,3,24,61,138,62,296,0,0,10,0,0,8,22,34,20,102,14,27,47,38,32,31,28,18,16,254,146,581,1261,1091,1095,856,532,371,214,6137
208021181,0,0,5,9,13,26,42,94,77,262,0,3,5,3,5,6,5,14,6,42,0,16,63,38,33,25,40,14,4,245,139,643,1545,1433,1305,1088,752,398,195,7507
208021182,5,0,4,10,17,18,52,63,36,208,4,5,12,5,3,9,7,13,4,67,16,65,139,69,57,49,44,46,11,495,242,938,2607,2025,1762,1364,1019,524,171,10642
208021426,5,0,5,5,16,18,78,189,115,430,0,0,6,5,0,13,18,34,18,90,33,24,57,92,66,60,50,44,30,455,347,880,1609,2601,2678,1788,1202,723,379,12213
208021427,3,0,7,3,6,31,96,158,131,431,0,4,10,10,7,9,16,18,16,79,21,22,45,53,54,49,62,60,53,415,275,696,1532,2161,2118,1625,1220,718,458,10801
208031183,0,0,0,3,27,35,43,65,27,198,0,0,0,0,12,27,22,17,10,86,11,13,10,38,23,28,41,34,22,211,227,626,687,1083,1553,1230,761,452,159,6781
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,3,3,12,0,0,3,31
208031185,3,3,7,9,11,27,87,104,63,325,0,0,4,3,7,17,18,11,8,69,22,12,54,50,40,41,53,65,25,364,221,556,1299,1562,1840,1732,1430,722,252,9618
208031186,0,4,4,17,21,38,62,152,121,420,0,3,3,9,6,5,16,19,8,63,30,35,104,111,92,91,104,109,82,761,218,591,2155,2392,2104,1804,1565,916,478,12231
208031187,6,4,5,6,7,10,40,52,25,145,0,0,0,0,0,3,3,5,5,19,10,10,15,25,27,31,33,31,11,197,133,265,534,830,745,637,543,341,111,4142
208031188,5,0,8,15,25,62,170,315,224,824,0,3,10,18,13,18,36,46,39,182,33,46,168,142,111,96,110,114,115,949,417,1170,3325,3770,3282,2651,2131,1514,961,19219
208031189,8,0,11,13,7,22,47,69,61,245,6,0,11,9,10,7,8,9,0,44,18,19,61,56,49,60,44,54,23,378,264,646,1479,2057,2053,1713,1107,717,261,10290
208031190,0,0,7,9,11,26,48,124,83,311,0,0,8,8,6,8,10,19,11,75,5,3,74,57,48,50,64,63,58,426,211,622,1708,1907,2008,1599,1298,889,403,10644
208031191,0,0,7,7,10,21,62,67,56,230,0,0,4,4,9,12,13,16,5,81,12,12,52,52,42,49,65,67,30,384,183,433,1096,1443,1399,1013,776,475,206,7019
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,26
208031193,8,0,11,16,22,46,93,146,139,477,0,0,5,12,6,4,10,10,14,67,28,20,81,75,93,67,81,100,97,643,406,1073,2249,2925,3450,2674,1955,1080,557,16372
208041194,7,0,7,14,6,5,51,138,81,304,0,4,0,7,3,9,14,26,20,83,31,36,115,90,92,71,85,86,68,661,400,1355,2974,2598,2805,2292,1926,1417,655,16415
208041195,0,5,9,9,16,18,86,158,96,392,0,0,18,10,14,19,6,30,22,124,17,48,175,96,55,83,95,89,80,728,465,1788,3227,2777,3027,2494,1921,1142,649,17494
209011196,7,0,15,20,28,38,77,157,70,408,0,3,8,8,20,23,12,21,14,115,10,35,75,46,37,37,45,60,48,398,210,718,1368,1217,1328,1045,955,736,269,7847
209011197,3,4,8,13,22,37,132,217,150,593,0,0,7,17,17,19,17,19,13,104,17,13,69,67,56,52,88,91,71,534,392,994,2215,3078,2802,2533,2397,1284,524,16220
209011198,0,0,13,5,12,24,55,163,210,489,4,0,4,6,6,4,9,23,43,99,20,23,77,79,54,71,80,64,47,500,232,802,2172,2519,2089,1730,1379,1016,674,12623
209011199,3,9,29,29,46,96,135,134,96,575,6,7,22,34,34,58,51,28,18,252,35,77,191,142,130,102,94,51,22,844,258,1049,3104,2254,1703,1723,1133,514,264,11998
209011200,3,0,0,7,3,14,66,117,114,325,0,0,3,11,0,12,16,18,15,76,14,16,52,63,55,42,58,35,23,365,232,800,1696,1759,1675,1619,1276,651,358,10069
209011201,0,0,0,5,4,7,22,36,32,111,0,0,3,0,4,5,0,6,7,24,15,9,18,29,33,43,35,28,15,223,163,501,697,819,1128,1199,935,487,202,6128
209011202,0,0,5,6,13,21,59,123,90,316,4,4,4,8,11,16,8,6,10,67,17,19,46,55,62,56,67,67,26,421,279,717,1661,2373,2349,2003,1921,1116,349,12772
209011203,3,0,3,8,18,27,113,256,179,620,0,0,10,6,17,9,27,19,15,99,26,43,69,64,45,51,69,71,31,468,383,973,2026,2732,2621,1975,1800,1263,558,14336
209011204,0,0,8,12,19,30,80,148,73,367,0,0,7,10,11,13,22,11,6,85,11,9,42,31,22,30,39,39,19,253,172,441,1302,1409,1203,1020,890,596,204,7239
209021205,0,4,7,11,20,29,68,136,93,370,0,0,4,5,19,7,17,29,8,88,44,102,112,45,46,50,32,40,55,528,379,1347,1871,1161,1409,1140,651,490,275,8725
209021428,6,7,20,29,61,117,248,385,204,1079,7,12,12,20,35,67,85,92,64,390,28,60,187,157,121,100,102,49,34,839,345,1317,4523,3671,2819,2021,1356,877,432,17362
209021429,0,0,6,10,18,41,155,241,128,607,0,3,15,7,7,15,42,56,18,159,17,18,112,92,50,32,45,53,61,473,199,685,2071,2188,1871,1350,897,592,299,10149
209021523,0,4,22,42,48,89,207,338,208,962,0,0,15,15,21,32,52,84,53,293,35,49,218,126,100,99,65,96,52,841,207,926,3273,2422,1729,1448,1022,805,442,12279
209021524,3,0,10,23,26,78,301,490,262,1187,4,8,7,11,20,14,67,129,65,324,18,34,71,62,74,60,100,97,76,597,189,621,1232,1224,1257,1030,1017,992,476,8033
209021525,3,6,23,25,33,84,190,219,169,756,0,5,18,18,22,37,45,56,48,243,28,58,152,131,111,93,113,119,154,953,236,845,2408,1880,1581,1303,1072,722,521,10562
209021526,4,4,14,13,33,63,141,229,145,652,0,8,11,8,19,27,28,60,23,191,22,32,139,110,79,82,65,48,46,631,183,756,2621,2551,1891,1416,924,568,320,11238
209031209,8,4,12,7,12,23,72,100,54,281,0,0,3,4,3,3,6,0,9,35,34,22,36,76,97,84,101,80,56,589,520,1291,1896,2908,3710,3388,2686,1159,307,17871
209031210,0,0,0,0,4,5,12,17,6,46,0,0,0,4,0,0,0,0,0,8,0,0,5,6,5,15,18,14,0,67,81,212,353,450,534,527,372,155,26,2710
209031211,6,0,3,7,3,15,15,16,7,63,0,0,0,0,0,0,3,0,5,10,25,15,36,50,88,78,42,21,7,354,131,200,444,544,722,660,429,139,24,3293
209031212,0,0,5,0,7,9,12,24,6,68,0,0,0,0,0,0,0,3,0,10,10,13,15,42,41,50,32,21,9,236,135,319,364,518,794,925,704,271,54,4079
209031213,0,0,3,0,3,25,73,95,61,265,0,3,4,4,9,14,4,6,9,42,13,14,19,38,28,43,41,42,23,253,235,624,814,1172,1503,1339,935,468,240,7322
209031214,0,0,0,0,0,7,14,23,19,70,0,0,0,0,3,0,0,0,0,5,13,5,16,19,46,39,38,23,0,203,199,405,525,794,1155,1088,710,307,67,5255
209031215,5,4,5,5,4,18,47,78,50,228,0,0,3,0,0,6,0,4,5,21,14,14,37,32,62,37,49,28,15,295,389,970,1622,1808,2181,2025,1235,551,183,10965
209041216,0,0,9,5,4,34,70,67,34,223,0,0,8,14,32,41,30,14,6,148,21,59,62,30,29,31,20,18,24,304,205,744,1121,939,1052,869,557,299,157,5944
209041217,0,3,7,8,15,37,134,180,75,464,0,5,5,9,11,13,20,41,21,123,18,42,66,44,30,28,36,29,12,305,112,451,1033,824,691,701,740,504,172,5228
209041220,6,3,10,34,38,78,300,250,130,845,0,4,18,13,22,22,58,64,29,239,34,53,102,94,79,91,96,65,61,672,414,1234,2447,2192,2380,2721,1734,706,288,14123
209041221,3,0,11,17,35,88,166,154,49,535,0,0,7,18,20,31,44,37,20,182,23,43,74,60,51,64,48,39,7,411,215,765,1707,1465,1364,1736,1211,506,129,9100
209041223,5,11,31,117,131,243,706,756,269,2262,0,10,45,60,71,148,182,214,120,842,46,75,188,155,121,117,139,104,41,979,402,1318,3176,2640,2198,2168,2250,1575,536,16262
209041224,5,4,34,49,62,103,154,96,35,548,0,4,15,18,20,18,21,6,7,105,81,65,184,182,142,138,97,54,10,940,553,1254,3741,3505,2778,2332,1452,522,106,16240
209041225,5,6,15,22,21,28,102,142,97,440,0,3,3,5,4,3,17,13,5,54,43,36,121,95,92,94,79,70,43,675,264,644,1537,1371,1397,1142,1017,527,251,8157
209041431,9,6,30,23,53,128,184,125,32,589,3,0,17,29,24,34,34,32,11,192,32,52,133,116,85,94,113,239,266,1133,310,844,1963,1815,1650,1638,1063,588,347,10226
209041432,0,0,16,41,38,81,170,141,74,561,0,9,10,9,23,31,47,32,12,163,32,47,102,79,57,55,51,40,20,485,170,581,1314,1144,973,998,860,411,170,6624
209041433,0,4,18,38,41,67,96,67,20,353,0,5,17,18,22,43,43,15,4,165,19,30,96,94,43,44,21,6,11,374,242,766,1952,2426,1427,929,535,175,47,8493
209041435,0,4,14,20,33,58,109,72,21,320,0,0,4,6,8,14,17,14,3,70,30,20,44,57,57,28,24,8,3,273,347,845,1489,2250,1992,1174,629,215,45,8995
209041436,4,0,16,14,21,62,104,147,124,493,0,0,8,9,15,14,19,24,45,131,30,24,75,62,50,49,62,60,56,457,300,829,1805,1716,1783,1339,901,576,331,9591
209041437,3,9,51,87,92,124,125,76,6,565,0,8,49,44,53,60,62,19,13,307,39,69,236,198,87,72,56,24,13,789,379,1294,5189,5229,2035,1249,848,252,48,16518
209041527,4,5,14,14,20,34,68,67,25,258,0,0,3,8,4,5,15,4,0,44,26,17,63,85,49,49,33,29,8,360,419,815,1851,2914,2343,1282,999,418,63,11105
209041528,0,0,9,17,8,19,47,24,3,138,0,0,11,7,0,0,6,7,0,28,21,20,62,48,40,18,12,10,0,221,197,493,1878,2104,1130,717,501,178,21,7216
209041529,9,4,24,39,74,88,283,320,143,990,0,3,14,16,27,55,77,104,66,362,36,50,120,85,93,55,49,78,27,586,202,705,1571,1406,1136,1036,985,741,293,8060
209041530,3,0,32,49,89,148,357,379,178,1232,0,7,11,44,43,59,83,118,81,448,47,45,135,109,104,65,66,52,26,656,306,854,1960,1974,1629,1312,1144,817,350,10340
209041531,0,0,13,17,16,46,82,66,18,259,0,0,8,13,9,12,14,13,0,66,28,18,64,59,38,23,40,17,4,287,215,554,1814,2288,1228,816,737,352,51,8052
209041532,0,8,12,20,27,33,61,42,9,202,0,0,13,7,14,7,16,12,6,73,34,36,90,98,48,21,25,9,0,362,251,681,2039,2471,1395,765,449,154,29,8229
210011226,0,0,0,6,10,32,134,203,107,497,0,0,0,3,8,11,12,32,28,101,4,12,36,34,28,34,34,51,31,274,122,389,1280,1273,1028,890,770,562,267,6591
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,4,6,0,0,0,0,13
210011228,0,0,6,6,12,32,133,211,101,503,0,0,0,3,4,0,19,44,20,86,12,11,43,32,45,38,44,48,29,296,168,440,845,984,1154,1092,1068,751,285,6789
210011230,0,0,4,8,12,19,44,81,61,225,0,0,3,3,5,3,6,17,10,43,8,8,35,27,35,44,29,23,32,247,153,475,884,1046,1184,898,610,337,216,5793
210011231,0,0,0,9,5,20,57,76,58,222,0,0,0,0,6,7,15,8,7,46,15,14,31,32,41,28,36,30,24,246,269,621,910,1292,1586,1287,988,462,213,7614
210011533,0,3,3,12,28,78,267,473,269,1131,0,0,0,10,20,21,61,100,49,271,10,19,64,59,49,58,91,130,120,605,206,597,1372,1656,1506,1370,1425,1280,604,10020
210011534,3,0,7,12,21,41,206,456,232,975,0,0,12,0,12,12,45,72,55,205,16,30,77,65,87,54,85,117,36,574,281,732,1638,1950,2138,1644,1474,1447,514,11828
210021232,3,3,4,11,16,24,83,100,62,300,0,3,4,0,0,0,0,4,0,17,41,30,32,84,73,74,67,68,82,552,346,632,1127,2065,2130,1763,1326,742,254,10382
210021233,0,0,0,0,3,5,5,14,7,33,0,0,0,0,0,0,0,0,0,0,12,4,10,18,40,29,45,11,3,169,65,112,197,450,554,525,500,205,34,2635
210021234,0,0,3,0,4,8,27,20,11,80,0,0,0,0,0,0,0,0,0,0,15,11,13,25,34,22,21,13,0,158,100,229,396,546,695,661,493,223,33,3381
210021235,0,0,8,7,16,31,84,78,22,246,3,0,0,0,0,0,10,4,7,21,42,18,67,70,87,104,81,65,16,551,256,498,1299,1317,1563,1493,1169,532,99,8224
210031236,0,3,3,9,16,28,67,155,162,437,0,0,5,5,8,16,24,34,34,128,15,24,85,71,65,36,36,47,74,459,147,476,1356,1475,1200,808,489,408,337,6683
210031237,0,6,29,31,42,96,210,380,267,1073,0,3,12,24,34,60,54,99,102,390,57,64,164,159,78,82,76,68,51,801,303,960,2300,2094,1478,1246,881,780,520,10571
210031439,0,0,3,0,3,3,34,37,8,97,0,0,0,0,4,3,4,4,0,18,0,3,18,7,7,7,11,17,18,79,62,178,368,432,489,319,228,204,71,2361
210031440,0,0,10,13,27,48,112,168,117,492,0,4,9,12,9,20,25,41,19,127,22,26,87,38,47,41,46,42,23,374,134,348,1103,889,713,594,446,420,231,4876
210031535,3,3,17,56,62,105,176,255,188,866,4,3,20,33,33,51,59,78,33,309,43,82,250,168,106,100,80,62,98,997,284,1101,2989,2297,1537,1339,900,740,508,11702
210031536,4,0,10,16,29,39,73,95,63,330,0,8,10,4,4,16,12,23,12,88,9,66,169,64,69,53,53,85,155,726,125,758,2202,1371,867,712,464,404,325,7218
210031537,0,0,9,8,16,28,46,69,67,241,0,3,13,9,8,16,11,16,3,72,9,27,82,63,36,25,27,33,29,332,127,566,1534,1462,950,759,482,295,204,6374
210031538,0,4,7,28,24,49,152,252,235,762,0,10,0,6,12,14,29,43,33,149,32,41,144,135,103,64,75,72,75,737,299,969,3272,2908,2197,1653,1039,726,607,13681
210041240,3,4,19,22,23,33,84,92,62,345,0,3,6,6,9,9,5,14,6,46,34,32,91,66,69,63,43,42,16,447,371,820,1741,1718,1986,1883,1266,519,183,10487
210041539,3,0,10,4,13,19,36,10,5,99,0,0,7,0,4,5,7,6,0,27,12,14,57,38,27,32,24,8,4,216,86,287,1288,884,523,506,314,94,14,4009
210041540,7,5,18,18,26,41,109,133,108,465,3,0,4,5,7,5,13,14,12,64,45,36,99,108,83,77,85,94,57,684,353,866,2082,2130,1985,1641,1429,812,380,11687
210041541,11,0,13,10,9,20,77,75,34,248,0,4,4,4,4,3,0,3,5,34,21,29,71,66,70,56,40,30,6,387,268,718,1741,1487,1466,1481,965,401,110,8630
210051242,6,11,67,137,145,201,177,195,84,1027,0,16,42,73,89,108,77,64,32,493,80,130,369,298,178,141,100,90,26,1418,352,1047,2771,2009,1391,1373,860,559,225,10591
210051243,7,21,92,171,211,258,360,364,140,1627,0,3,39,75,114,151,167,137,59,742,75,94,217,183,155,166,130,98,37,1154,436,1133,2378,1991,1873,1616,1244,940,331,11939
210051245,3,3,26,40,68,125,266,304,102,943,0,4,9,22,11,32,60,87,34,265,52,51,98,117,95,95,111,114,54,792,418,1022,2371,2331,2252,2327,2088,1172,352,14321
210051246,5,7,34,61,107,141,288,233,66,942,0,0,11,36,45,59,65,69,19,311,43,42,128,123,99,103,95,39,7,666,571,1531,3212,3148,2985,2674,1663,627,132,16534
210051247,9,22,86,169,229,309,316,195,41,1388,0,11,48,64,112,169,134,95,37,666,56,94,211,174,136,143,92,55,10,962,445,1167,2237,1859,1817,1819,1106,527,108,11093
210051248,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,6,8,3,6,0,0,43,10,14,21,15,18,17,14,8,0,110
210051250,0,0,12,14,28,40,127,128,47,395,0,0,0,8,6,20,27,38,10,115,17,26,87,45,43,32,42,37,8,341,116,359,1165,957,782,740,736,466,117,5439
210051441,0,10,30,46,46,62,106,62,22,387,0,3,14,25,32,30,20,13,7,150,26,32,107,69,53,47,23,19,4,378,211,620,1203,1120,997,1014,611,224,59,6068
210051442,5,10,37,60,67,81,93,46,14,403,0,4,25,37,42,49,43,29,15,255,40,31,99,112,61,57,19,14,3,430,364,851,1778,2285,1565,1022,522,168,50,8610
