SA2_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
201021009,15,20,12,4,8,3,0,63,15,23,20,12,15,9,3,95,18,16,14,14,20,0,0,79,269,254,155,117,107,29,20,950,0,3,0,0,0,0,0,6,318,319,198,151,141,45,23,1198,3,0,0,0,0,0,0,5,5,8,8,0,5,3,0,28,0,4,0,0,3,0,0,10,27,57,35,26,20,4,0,169,3,0,0,0,0,0,0,8,42,68,47,31,30,5,0,218,356,386,249,179,175,51,22,1418
201021010,9,12,6,8,9,3,5,45,22,10,7,7,11,5,3,59,15,21,10,7,11,0,0,65,278,279,196,125,142,29,6,1051,3,3,0,0,0,0,0,8,326,327,219,144,170,35,10,1226,0,0,0,0,4,0,0,3,7,5,0,9,7,0,0,18,0,5,0,0,0,0,0,12,43,66,48,32,33,7,3,232,0,0,0,0,0,0,0,4,47,74,46,31,44,11,4,265,369,407,267,175,214,45,19,1493
201021011,22,14,12,9,12,4,0,69,17,41,19,9,14,0,0,105,18,25,16,11,0,0,0,79,208,234,155,128,141,35,11,914,3,6,0,0,0,0,0,13,270,319,207,154,172,46,15,1181,0,3,3,5,5,0,0,16,3,10,10,8,13,0,0,42,5,8,7,0,3,0,0,23,21,48,27,30,32,3,6,166,3,0,0,3,0,0,0,10,28,71,47,53,46,6,6,261,295,392,258,202,222,46,22,1437
201021012,7,17,8,4,13,4,0,55,14,24,10,10,11,8,0,73,24,24,13,7,11,4,5,91,239,262,178,125,160,51,13,1029,3,6,3,0,0,0,0,7,292,327,215,150,198,69,17,1255,0,0,0,3,0,0,0,4,0,0,0,3,4,0,0,7,0,0,4,0,0,0,0,7,26,30,26,20,24,3,5,140,0,0,0,0,0,0,0,5,26,30,33,34,33,9,5,160,315,355,243,177,228,72,18,1418
201031013,0,6,0,5,3,0,0,13,3,6,3,3,5,0,0,28,8,7,3,7,5,0,0,32,110,102,70,46,62,13,0,400,0,0,0,0,0,0,0,0,119,121,81,60,74,18,3,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,24,10,8,0,5,86,0,0,0,0,0,0,0,3,22,28,28,13,8,0,5,100,136,145,105,73,84,22,8,574
201031014,0,4,0,6,0,0,0,10,4,9,8,0,3,0,0,26,10,6,6,11,6,0,0,39,115,157,99,52,68,18,9,516,0,0,0,0,0,0,0,3,123,176,113,64,82,24,9,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,7,25,34,27,20,12,0,0,121,3,5,3,0,0,0,0,11,34,49,29,21,18,0,0,145,161,222,142,86,93,31,9,739
201031015,0,4,0,0,0,3,0,16,0,17,13,9,8,0,0,46,10,19,7,3,12,0,0,48,178,236,133,96,97,25,10,772,3,4,5,0,0,0,0,5,196,279,151,109,122,38,8,892,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,29,29,34,27,17,4,0,145,0,3,0,0,0,0,0,5,30,33,34,34,15,3,0,159,223,310,188,143,135,39,14,1054
201031016,15,11,4,0,4,3,0,46,14,8,3,3,4,3,0,38,7,9,9,7,3,0,0,21,188,168,127,102,123,20,10,748,4,3,5,0,0,0,0,7,221,203,150,120,138,28,10,867,0,0,4,0,0,0,0,8,7,8,0,4,8,0,0,29,0,3,0,0,0,0,0,14,92,129,81,65,52,15,3,435,3,8,4,3,0,0,0,19,105,153,94,72,59,15,3,501,328,353,239,187,201,43,13,1365
201031017,6,6,3,0,3,0,0,15,0,14,9,4,4,3,0,42,4,0,0,3,10,0,0,19,126,168,114,66,76,16,5,574,0,0,0,0,0,0,0,8,139,188,127,79,93,19,6,656,0,3,0,0,6,0,0,6,0,3,5,0,3,0,0,15,0,0,5,4,0,0,0,4,36,56,33,29,16,3,0,176,0,4,0,0,0,0,0,5,36,61,43,31,24,7,0,212,174,252,178,110,114,32,12,866
202011018,81,75,31,21,37,24,14,277,38,20,16,9,9,0,0,93,27,10,9,8,14,4,0,69,365,293,175,131,184,56,16,1223,0,0,0,0,0,0,0,0,501,404,232,168,249,88,33,1663,7,15,7,10,5,7,0,53,11,17,9,0,12,0,0,47,7,13,9,5,7,0,3,34,167,221,128,102,99,33,13,768,5,12,3,5,4,0,0,20,203,273,154,117,122,42,16,922,701,674,382,284,369,131,46,2588
202011019,74,79,29,27,35,26,10,277,17,17,14,7,9,3,0,64,26,17,8,4,4,3,7,64,461,405,214,155,141,44,13,1431,8,0,0,6,0,0,0,9,583,515,265,196,190,77,27,1851,11,13,10,7,7,0,0,43,11,14,8,4,13,4,0,50,0,6,6,4,6,0,0,14,152,240,140,104,113,17,9,778,11,4,6,5,0,0,0,29,182,280,171,121,134,19,10,920,770,791,437,320,323,92,34,2767
202011020,81,80,32,19,32,16,0,258,30,31,17,12,13,5,3,107,22,32,15,13,7,4,0,97,379,407,232,157,200,86,41,1496,6,0,0,0,0,0,0,11,521,543,300,204,255,106,45,1976,5,3,7,8,6,3,3,28,12,3,12,6,7,3,0,45,0,7,7,4,7,3,0,26,87,130,91,68,78,31,16,492,0,4,4,3,0,0,0,6,101,144,115,91,97,40,19,603,624,690,413,290,354,141,64,2577
202011021,44,34,19,11,11,4,4,129,17,17,15,14,22,7,4,87,15,23,15,7,11,3,0,78,302,273,184,147,153,61,18,1140,3,3,0,4,0,0,0,7,381,349,234,184,196,68,24,1438,8,7,5,7,10,3,6,34,8,9,8,5,10,0,0,40,0,3,0,7,6,4,0,22,63,96,95,96,89,19,11,465,5,0,0,0,0,0,0,12,83,115,106,120,114,24,10,567,464,463,338,297,306,95,37,2006
202011022,150,123,58,31,51,20,6,434,44,36,15,9,13,6,3,124,31,42,13,16,16,4,0,119,652,580,334,222,277,85,33,2172,8,4,3,0,0,0,0,16,878,777,419,275,353,114,43,2864,5,6,11,10,12,7,3,55,14,30,7,0,13,4,5,74,0,6,0,0,10,4,0,29,196,287,173,141,146,32,18,991,4,10,4,7,4,0,0,26,231,347,207,158,175,43,22,1182,1106,1124,625,439,529,154,59,4043
202011023,23,14,5,3,9,0,0,59,13,13,8,0,4,5,3,49,12,12,7,5,9,0,0,38,287,385,230,160,175,56,26,1319,8,0,0,0,0,0,0,8,342,427,251,178,192,61,29,1470,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,3,0,0,0,0,0,0,5,23,46,24,18,20,5,4,146,0,0,0,0,0,0,0,8,29,57,24,22,28,4,4,167,366,481,278,195,222,66,26,1637
202011024,46,60,50,18,23,20,8,222,22,30,23,22,25,14,7,142,20,47,20,15,7,4,3,119,549,632,388,249,319,119,57,2310,0,4,0,0,0,0,0,4,629,775,476,311,378,149,69,2797,0,0,0,0,0,0,0,3,0,8,0,3,3,5,0,16,4,8,5,3,4,0,0,22,37,80,64,48,54,14,10,310,4,0,0,0,0,0,0,7,42,93,72,51,62,17,10,354,674,866,548,366,443,170,78,3152
202011025,116,134,39,40,52,20,6,413,29,27,12,12,5,5,0,97,29,29,16,5,6,3,0,87,747,698,318,218,241,60,26,2320,4,3,0,0,0,0,0,5,931,896,386,274,307,93,35,2927,10,11,11,5,6,5,0,47,12,23,18,9,6,0,0,72,0,7,7,0,10,0,0,21,166,216,154,85,92,21,3,740,8,0,3,0,0,0,0,13,192,260,184,93,120,32,7,891,1126,1153,576,375,417,125,43,3816
202021026,12,13,4,0,14,3,0,49,11,32,8,11,12,6,4,98,11,25,16,3,18,0,0,73,380,460,305,176,236,85,26,1672,0,0,0,0,5,0,0,8,417,536,338,197,287,93,30,1898,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,22,0,0,0,0,5,0,0,4,35,42,36,20,17,9,6,175,0,0,0,0,0,0,0,0,36,46,46,26,28,15,3,197,452,587,381,221,310,110,37,2096
202021027,16,24,12,4,9,0,0,68,46,38,30,19,27,9,0,169,34,31,10,11,11,0,0,100,279,297,152,119,133,39,12,1030,3,0,0,0,0,0,0,6,383,389,204,154,178,49,10,1372,0,3,4,0,13,3,0,26,10,18,14,17,15,3,0,62,3,6,11,3,5,0,0,29,50,92,71,55,61,17,7,350,4,6,0,3,3,0,0,16,67,123,100,74,95,18,6,478,451,509,307,231,271,69,23,1854
202021028,9,9,4,4,7,3,0,43,12,24,22,9,13,12,3,96,15,31,20,10,11,0,3,96,242,276,177,112,142,40,14,1006,0,0,0,0,0,0,0,4,281,355,226,135,179,59,19,1244,0,0,0,0,0,0,0,3,0,6,6,6,5,3,0,28,3,4,3,6,5,0,0,15,33,62,36,27,44,11,0,217,0,0,0,0,0,0,0,6,46,79,43,43,52,13,0,279,323,430,270,173,230,71,23,1521
202021029,0,4,5,3,5,0,0,12,9,7,8,3,4,0,0,26,10,8,6,3,0,0,0,34,148,164,82,58,58,3,5,521,0,4,0,0,0,0,0,8,173,188,102,67,63,7,6,601,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,21,31,28,20,21,0,0,113,0,5,3,0,0,0,0,4,17,34,34,21,19,3,0,130,192,222,129,88,79,13,6,733
202021030,33,39,20,16,19,6,3,136,44,77,34,22,20,0,3,200,46,39,28,12,7,3,0,137,315,416,204,129,178,58,18,1321,0,0,0,0,0,0,0,0,440,568,291,179,233,72,26,1798,0,0,0,0,0,0,0,8,0,9,16,3,10,3,0,38,0,4,4,8,12,0,0,30,26,72,42,32,33,18,5,233,0,0,0,0,0,0,0,0,32,90,63,44,50,23,12,308,471,660,347,218,281,91,35,2104
202021031,20,35,22,8,21,8,0,116,43,57,55,24,36,5,3,218,28,56,35,16,12,3,0,160,243,317,193,119,175,70,25,1146,0,0,0,0,3,0,0,4,342,466,301,174,249,87,32,1644,0,0,0,0,4,0,0,8,0,8,5,3,9,4,4,41,0,4,9,9,4,0,0,27,19,58,29,26,38,15,8,198,3,0,0,0,0,0,0,4,29,74,48,38,63,24,11,282,368,545,352,209,311,109,38,1924
202031032,5,8,4,4,3,0,0,15,8,9,5,3,0,7,0,27,10,8,4,3,3,0,0,35,187,206,147,83,109,42,3,770,4,0,0,0,0,0,0,4,214,222,155,95,116,42,7,856,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,12,17,35,23,23,17,3,0,115,0,0,0,0,0,0,0,3,21,34,33,23,17,9,3,141,230,260,189,122,133,55,12,998
202031033,9,21,10,9,7,0,0,56,0,7,3,0,0,0,0,13,10,11,10,6,3,0,0,39,206,230,176,106,141,30,11,901,0,0,4,4,0,0,0,11,231,261,203,123,158,34,11,1014,0,0,3,0,0,0,0,7,5,3,3,3,0,0,0,17,0,0,0,0,0,0,0,3,35,53,36,21,25,7,6,173,3,0,0,0,0,0,0,4,46,57,44,18,32,3,6,207,275,318,245,146,191,38,8,1222
203011034,7,15,17,14,10,11,0,71,27,40,23,12,16,7,3,127,23,30,16,7,18,7,0,108,443,525,263,192,223,53,22,1715,0,0,0,0,0,0,0,0,498,615,319,223,267,73,23,2022,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,4,8,4,3,0,0,0,0,20,29,57,45,24,36,20,0,212,0,0,0,0,0,0,0,0,33,61,48,32,44,24,0,247,535,680,369,258,309,94,30,2273
203011035,9,14,17,13,15,0,0,67,17,32,21,17,24,12,7,118,31,35,26,11,11,6,6,108,391,488,246,147,188,61,25,1543,3,0,0,0,0,0,0,4,442,564,295,185,237,79,34,1839,0,0,0,0,4,0,0,8,0,0,0,4,0,0,0,9,6,0,4,0,6,4,0,11,32,41,31,27,28,9,3,167,4,3,0,3,3,0,0,14,42,50,37,31,34,6,3,207,491,610,335,219,274,87,38,2045
203011036,8,7,0,4,4,4,0,25,24,28,11,6,12,3,5,87,22,12,11,7,10,3,3,54,295,293,160,112,164,54,14,1092,0,3,0,0,0,0,0,8,345,342,188,126,190,67,25,1273,0,0,0,0,0,0,0,5,4,6,0,0,3,0,0,15,0,0,0,0,3,0,0,5,27,36,28,23,34,7,0,162,5,4,0,0,3,0,0,12,35,48,32,25,44,16,0,197,380,381,223,147,233,81,25,1465
203021037,104,84,35,27,19,18,3,292,62,60,34,16,19,15,5,210,60,58,33,18,15,9,0,203,605,458,232,152,193,77,26,1736,5,0,0,0,0,0,0,5,833,665,340,213,257,106,36,2446,10,8,9,5,10,9,4,43,4,19,9,5,21,5,0,68,0,16,6,3,0,10,0,39,55,108,76,66,98,17,17,440,0,0,0,0,0,0,0,6,67,148,96,84,143,41,25,600,905,812,434,294,395,151,58,3045
203021039,70,50,20,12,13,8,3,177,50,47,16,8,20,9,6,153,61,47,25,6,11,7,3,162,347,330,173,121,149,66,53,1231,0,0,0,0,0,0,0,0,530,471,228,154,186,86,67,1725,4,3,8,3,6,4,0,21,0,15,15,6,3,4,4,45,0,4,4,4,0,3,3,20,38,67,44,28,44,20,8,249,4,5,4,0,3,0,0,17,51,93,71,46,52,34,13,358,578,568,295,197,244,118,77,2081
203021040,135,86,45,32,34,18,3,348,95,84,40,18,24,12,5,279,105,76,31,20,31,13,3,282,905,795,414,259,315,136,77,2901,0,3,0,0,0,0,0,5,1238,1041,536,340,405,177,94,3820,13,23,11,11,10,3,5,74,9,21,20,11,18,5,0,79,0,4,10,7,6,4,3,43,81,127,108,72,97,40,16,539,10,3,0,4,0,0,0,15,109,175,143,104,140,52,26,747,1347,1220,679,434,542,234,115,4571
203021042,159,197,125,84,101,73,33,764,96,124,87,35,70,30,30,476,100,113,64,47,64,31,17,431,780,944,512,351,471,244,101,3405,4,0,3,0,0,0,0,10,1127,1384,791,515,705,375,181,5084,8,10,11,9,12,3,4,58,7,17,19,14,9,7,4,80,4,12,9,6,10,0,4,45,40,116,83,76,94,32,19,460,0,3,3,0,4,0,0,5,54,161,122,102,131,48,26,648,1186,1539,914,623,833,423,210,5731
203021043,152,148,67,56,59,35,30,545,73,83,45,39,44,12,7,299,92,70,39,24,25,9,9,276,789,812,437,311,353,138,50,2892,4,5,6,0,0,0,0,9,1111,1118,592,429,484,189,104,4023,3,16,10,7,4,0,0,41,8,22,15,16,13,0,5,79,7,11,7,4,9,0,0,34,110,173,120,80,117,39,15,645,4,4,4,0,0,0,0,17,142,217,151,104,140,45,17,815,1248,1333,744,531,622,231,118,4842
203021044,65,54,12,14,24,10,8,183,40,42,23,15,13,10,5,138,42,40,18,11,15,7,3,143,540,509,271,186,243,110,42,1905,0,0,0,0,0,0,0,10,690,649,331,224,289,135,58,2376,3,8,0,0,4,6,3,25,11,11,11,8,9,4,0,63,0,4,7,5,0,0,0,23,67,128,74,61,92,29,8,459,0,0,4,0,0,0,0,9,88,155,92,74,110,40,16,576,777,807,420,295,401,177,78,2951
203021045,59,44,21,7,19,3,0,151,18,29,16,16,18,8,0,105,26,28,25,10,13,5,0,104,373,313,218,147,179,68,22,1310,4,7,5,0,0,0,0,14,480,413,277,178,227,90,26,1689,8,11,5,9,11,3,0,45,17,16,11,9,7,0,0,58,9,10,6,7,9,4,5,40,120,186,121,87,100,36,15,665,8,13,6,4,5,3,0,35,161,237,150,108,131,46,18,843,639,653,417,287,356,128,44,2531
203021046,49,72,22,19,14,17,3,196,38,58,22,26,28,15,5,195,39,49,24,19,10,9,10,154,322,442,244,194,259,110,54,1620,0,0,0,0,0,0,0,0,448,628,316,253,316,147,64,2172,0,7,0,0,0,4,0,15,3,13,15,5,5,0,0,48,5,6,3,0,6,0,0,23,26,50,44,36,59,29,15,256,5,3,0,0,0,0,0,8,37,83,60,44,67,30,14,343,484,711,381,305,383,187,79,2518
203021047,147,116,77,46,38,36,13,471,52,40,26,16,22,21,4,186,72,62,36,18,18,8,5,221,392,350,208,150,184,64,35,1376,5,0,0,0,0,0,0,10,666,568,345,233,261,129,62,2266,6,10,14,15,21,3,10,83,9,13,6,14,9,11,0,68,3,6,11,6,8,4,0,43,87,131,86,74,91,19,17,502,3,0,4,0,0,0,0,10,107,173,121,106,130,40,24,704,773,738,468,343,393,171,80,2969
203021485,169,130,44,25,19,8,6,393,67,48,17,6,10,0,5,151,44,40,17,3,0,5,0,108,586,302,145,80,102,26,11,1254,0,3,0,0,0,0,0,6,869,523,223,116,128,37,24,1915,7,4,6,0,5,0,0,26,8,10,5,5,5,0,0,36,7,3,3,3,4,0,3,27,60,106,48,34,56,26,10,343,3,0,0,0,0,0,0,9,81,125,66,40,68,29,14,427,952,649,293,161,193,67,35,2347
203021486,228,212,126,101,139,76,35,913,34,33,27,14,15,4,3,134,45,25,26,9,19,9,3,131,355,345,206,138,188,58,16,1308,3,5,4,3,5,0,0,13,663,620,385,265,365,148,58,2500,42,56,31,40,46,37,24,277,18,16,11,12,14,3,0,64,4,3,8,7,10,6,0,36,213,255,166,111,131,23,16,923,18,17,10,9,6,0,0,60,287,346,224,174,208,73,40,1364,956,969,610,437,569,222,101,3861
