SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
212031306,1033,2142,61,391,341,1571,70,318,1819,7184,2286,9463,166,740,282,990,421,1395,862,3121,3150,12582,12,60,33,130,13,60,194,537,256,786,40,132,47,121,169,400,256,650,511,1427,53,113,4742,16270
212031308,853,1726,30,158,99,451,32,128,536,2137,699,2876,59,264,68,234,258,850,385,1350,1082,4230,5,10,19,54,6,34,92,245,117,345,10,29,23,49,126,281,155,361,278,703,34,78,2253,6729
212031457,887,1795,67,408,295,1472,77,369,852,3437,1291,5685,190,861,239,859,486,1655,914,3379,2206,9062,13,63,45,166,13,41,120,342,189,615,39,128,51,115,166,398,251,644,446,1260,23,53,3561,12167
212031458,1012,2083,106,699,349,1775,72,347,1142,4642,1667,7460,201,912,223,816,480,1659,902,3395,2570,10852,25,114,61,233,19,89,220,616,329,1052,45,145,66,158,291,687,396,989,728,2041,48,114,4359,15089
212031555,589,1203,27,149,221,1016,22,108,1355,5218,1626,6488,68,299,126,460,139,480,334,1242,1966,7732,3,31,19,75,6,13,126,347,155,461,13,47,31,61,75,172,114,282,271,741,20,40,2841,9713
212031556,947,1941,33,208,201,953,39,200,2025,7767,2306,9131,88,384,106,398,144,507,342,1283,2644,10412,8,31,30,119,10,36,186,502,233,695,15,56,33,76,89,211,136,346,367,1031,45,103,4006,13495
212031557,1473,3014,102,618,425,2014,95,468,2462,9650,3085,12750,143,643,202,716,307,1043,650,2394,3730,15142,30,140,76,250,36,134,335,942,471,1475,52,176,66,158,258,591,375,928,851,2402,78,172,6132,20736
212031558,869,1763,36,209,163,790,40,202,1395,5300,1628,6501,56,273,87,308,138,482,290,1061,1917,7562,16,98,41,147,11,54,186,538,255,831,20,75,30,75,117,262,170,410,430,1246,40,90,3258,10666
212031559,592,1208,45,307,332,1601,33,169,1375,5436,1784,7512,101,450,147,527,176,592,426,1566,2212,9075,5,32,47,173,22,102,193,554,272,856,35,126,44,100,125,286,202,508,472,1368,37,89,3311,11740
212031560,855,1747,48,291,156,787,48,217,875,3530,1127,4825,95,435,102,355,311,1032,505,1819,1634,6641,16,95,25,78,30,114,218,608,290,894,24,76,46,98,229,520,289,692,582,1587,54,115,3129,10093
212031561,817,1681,62,394,188,962,49,247,869,3516,1166,5112,120,548,134,474,364,1218,623,2239,1787,7350,11,66,35,120,23,95,200,581,278,868,40,144,44,114,238,567,335,824,609,1686,59,118,3272,10841
212031562,878,1820,62,400,204,1040,49,241,865,3446,1184,5125,97,454,128,449,390,1300,615,2202,1800,7320,21,100,36,142,31,127,215,593,302,960,28,103,57,139,276,644,362,889,665,1852,72,155,3410,11146
212041309,1108,2256,23,128,112,513,21,106,699,2668,854,3415,93,414,140,497,489,1631,722,2547,1582,5965,0,13,39,143,9,49,102,292,159,497,21,64,54,125,277,641,352,832,505,1327,50,118,3254,9662
212041310,1270,2603,19,99,122,571,18,82,833,3080,988,3831,65,275,156,549,334,1093,551,1922,1539,5756,8,38,30,93,12,45,136,382,183,558,21,78,59,146,312,681,397,911,581,1473,109,234,3500,10060
212041312,1821,3705,69,418,284,1365,74,353,1351,5272,1776,7413,182,799,238,852,642,2115,1057,3765,2834,11182,18,89,79,316,28,107,299,794,419,1311,67,227,103,252,523,1201,694,1682,1117,2992,108,225,5877,18103
212041313,1062,2139,20,105,164,738,30,128,694,2736,910,3706,116,495,151,547,354,1155,622,2199,1534,5906,3,25,30,91,8,28,94,240,131,383,27,89,41,95,189,418,259,603,390,985,35,65,3023,9105
212041316,656,1341,15,106,79,375,19,94,469,1832,585,2405,63,291,92,324,212,720,368,1339,955,3747,8,24,23,92,12,45,88,231,131,390,14,50,45,103,190,429,241,582,375,966,63,133,2049,6188
212041317,1789,3728,25,159,214,1022,56,275,1172,4619,1471,6073,162,754,256,893,551,1868,972,3512,2445,9582,13,53,62,220,27,113,276,775,375,1157,68,243,126,313,498,1186,700,1745,1072,2901,216,500,5517,16722
212041318,886,1849,38,260,157,753,39,180,672,2707,906,3897,99,449,145,523,432,1474,683,2451,1585,6349,14,49,44,171,25,87,228,635,300,946,51,197,88,228,278,682,415,1103,716,2045,79,184,3263,10431
212041459,1096,2232,21,140,103,496,12,82,867,3229,1005,3945,48,213,91,301,176,591,318,1104,1322,5044,5,47,27,113,21,76,166,409,222,642,22,85,68,144,263,585,350,818,573,1461,100,211,3093,8947
212041460,1475,3053,31,200,216,1080,57,293,1146,4418,1457,5991,123,560,181,652,452,1551,754,2763,2214,8753,20,101,69,269,23,87,304,873,416,1332,66,247,107,269,469,1095,647,1606,1064,2938,149,341,4899,15080
212041563,1481,3037,65,412,202,1030,35,162,1274,4953,1575,6561,87,395,148,509,331,1108,558,2015,2134,8574,24,107,52,211,22,77,329,854,421,1252,53,201,115,269,429,967,601,1440,1023,2692,139,314,4778,14619
212041564,663,1367,50,292,112,618,41,202,609,2587,806,3697,54,248,44,154,167,592,266,988,1072,4682,9,52,20,93,13,49,118,329,156,522,24,84,26,56,156,378,200,524,360,1045,53,115,2143,7216
212041565,1329,2725,48,262,196,987,39,204,852,3376,1141,4830,118,521,171,594,526,1782,807,2893,1947,7718,14,52,41,147,29,126,210,601,291,935,43,137,71,175,372,888,485,1200,772,2136,81,180,4131,12758
212041566,949,1939,29,179,290,1340,37,195,1415,5478,1777,7190,174,744,305,1104,377,1297,859,3143,2636,10329,10,40,48,183,12,53,174,462,247,740,28,105,81,194,161,380,275,677,520,1421,44,107,4152,13794
212051319,1849,3728,17,95,222,975,22,96,1358,5079,1618,6241,99,445,273,961,378,1225,753,2629,2369,8873,6,32,59,186,15,52,257,649,343,926,32,111,133,292,307,685,472,1087,818,2010,116,255,5157,14867
212051321,2049,4134,18,95,369,1655,28,109,1457,5658,1866,7520,240,1023,488,1728,584,1900,1301,4656,3173,12174,8,35,57,196,6,22,222,574,293,831,50,168,150,340,286,629,483,1134,779,1964,68,140,6063,18416
212051322,1792,3641,20,93,352,1525,21,83,1434,5407,1819,7111,158,648,433,1502,567,1861,1155,4016,2979,11124,6,17,61,213,15,42,201,516,284,787,42,133,204,473,292,639,534,1245,819,2031,102,209,5694,17007
212051323,1479,2974,15,73,282,1259,21,84,1133,4273,1450,5688,144,577,365,1303,403,1308,912,3192,2361,8878,6,19,62,194,8,33,149,376,227,624,41,121,129,297,244,522,407,935,636,1560,73,146,4548,13563
212051324,1774,3573,32,171,301,1321,23,106,1441,5449,1804,7046,160,703,373,1318,443,1439,978,3459,2778,10506,3,11,39,129,8,28,170,436,221,601,34,105,125,288,311,684,472,1075,689,1676,94,192,5329,15950
212051325,1905,3862,33,168,265,1212,34,168,1447,5526,1775,7068,161,683,286,1007,576,1878,1021,3570,2796,10635,8,22,61,212,15,45,209,556,292,836,42,155,86,215,365,836,497,1202,788,2038,106,233,5593,16769
212051326,2202,4477,16,83,223,1003,21,90,1638,6081,1897,7258,161,674,304,1079,520,1728,984,3479,2882,10734,3,24,53,182,5,27,233,583,298,810,52,165,122,285,416,935,588,1380,890,2189,160,334,6128,17724
212051327,2312,4649,22,119,294,1301,39,165,1213,4707,1567,6296,200,863,400,1421,672,2204,1267,4495,2838,10786,3,32,59,199,13,32,157,402,237,669,47,144,110,261,324,727,473,1130,710,1798,74,158,5934,17400
212051567,672,1356,4,21,35,148,4,41,267,975,308,1184,16,63,41,138,58,180,113,380,422,1561,0,6,8,25,5,3,76,190,91,225,11,23,39,87,77,173,124,286,213,513,106,226,1421,3655
212051568,1090,2239,4,25,66,295,16,67,613,2206,700,2592,43,171,88,308,178,559,304,1039,1008,3630,0,0,17,69,6,12,85,229,112,312,11,31,62,145,168,372,242,553,352,860,144,309,2596,7039
213011328,670,1368,11,72,44,214,12,42,434,1629,497,1957,25,88,35,113,113,360,160,563,665,2521,3,29,14,63,8,34,137,369,165,494,19,57,35,84,150,337,206,485,371,974,71,152,1771,5019
213011329,622,1283,39,239,182,886,40,186,605,2433,864,3738,130,581,187,686,351,1214,660,2485,1529,6222,12,60,47,189,10,48,143,401,212,700,28,116,60,159,169,410,260,683,470,1380,45,105,2669,8994
213011331,643,1331,23,144,76,369,21,86,423,1660,542,2255,79,340,112,387,331,1133,515,1853,1058,4110,10,63,34,117,20,74,126,358,189,615,31,124,49,117,195,459,275,691,466,1309,29,72,2202,6821
213011332,1327,2703,21,133,139,646,33,191,676,2643,872,3613,111,508,127,472,524,1772,765,2746,1630,6361,9,58,45,169,16,71,202,573,277,864,49,171,76,178,334,783,457,1121,738,1984,42,93,3741,11142
213011333,1089,2234,39,276,155,788,52,263,749,3057,1007,4393,96,433,111,392,460,1558,668,2380,1677,6776,20,108,59,221,43,169,249,697,366,1196,60,202,90,227,391,909,545,1343,911,2540,76,167,3752,11711
213011334,1576,3277,45,276,179,897,55,270,1104,4324,1388,5773,96,421,159,565,459,1524,710,2512,2100,8281,19,112,91,325,40,172,380,1066,537,1676,74,239,133,313,534,1250,736,1801,1266,3476,187,420,5130,15455
213011335,1272,2640,30,184,170,844,46,232,809,3229,1050,4490,120,535,153,559,461,1560,740,2658,1790,7149,19,99,88,329,40,135,300,837,443,1394,52,185,101,257,455,1063,605,1504,1054,2895,147,330,4261,13013
213011336,779,1588,9,55,71,326,15,74,603,2305,694,2772,41,207,59,200,182,595,284,1003,985,3772,9,48,17,74,18,55,144,376,191,555,15,62,51,119,211,480,285,666,471,1217,92,202,2325,6778
213011337,808,1668,21,135,124,603,44,191,642,2546,827,3468,104,460,112,425,334,1147,550,2025,1381,5498,14,86,52,187,29,95,196,556,293,925,42,155,68,170,301,718,420,1044,710,1969,82,183,2976,9321
213011338,1492,3050,42,241,181,892,62,307,999,3925,1278,5363,125,562,153,571,544,1869,821,3004,2107,8362,27,132,77,297,24,107,304,858,431,1382,62,226,85,205,523,1219,673,1653,1101,3041,122,275,4821,14726
213011339,880,1799,29,157,146,701,50,228,695,2637,923,3722,130,577,151,553,353,1203,637,2336,1555,6052,5,35,32,109,25,89,192,503,256,730,41,121,68,159,254,598,358,874,612,1609,58,131,3108,9590
213011340,1611,3259,42,236,276,1271,43,186,793,3125,1146,4818,262,1133,340,1261,921,3101,1524,5493,2670,10307,9,28,37,125,9,24,154,442,205,617,41,130,69,172,297,709,412,1019,619,1639,43,89,4937,15297
213011569,1369,2832,60,366,182,886,60,324,1220,4858,1525,6431,108,476,129,458,445,1487,680,2420,2202,8851,15,84,75,294,24,104,299,875,420,1357,46,165,84,195,417,988,547,1352,974,2708,123,267,4663,14656
213011570,410,846,29,198,181,891,34,158,856,3447,1100,4703,56,243,112,395,157,536,325,1171,1421,5875,8,45,29,116,9,34,137,386,181,586,26,92,30,65,99,248,149,406,333,990,20,57,2182,7760
213021341,1578,3141,16,85,132,595,17,78,988,3731,1152,4490,65,277,141,495,247,794,457,1565,1613,6054,0,7,33,107,11,30,197,465,245,611,24,79,65,153,229,492,324,723,567,1330,63,130,3814,10658
213021342,1791,3619,30,148,176,802,47,203,1137,4275,1385,5433,116,474,178,635,580,1910,868,3015,2257,8448,9,28,44,168,22,88,318,815,390,1098,45,149,88,206,465,1031,598,1388,987,2489,87,196,5129,14753
213021343,1412,2850,35,213,124,633,41,231,1078,4109,1282,5183,74,334,86,307,270,895,433,1537,1709,6725,10,45,45,164,14,48,210,545,277,807,27,87,73,156,330,747,427,991,705,1800,99,210,3931,11586
213021344,1736,3468,22,129,211,938,22,100,1797,6780,2051,7947,101,422,204,731,302,969,610,2118,2658,10071,4,20,61,201,17,61,224,528,306,815,37,110,78,187,260,559,378,852,683,1670,89,187,5170,15388
213021345,403,810,8,52,58,243,16,58,433,1638,507,1994,40,164,73,262,157,519,273,946,776,2938,0,5,16,56,4,23,78,189,101,275,8,21,24,60,84,211,122,285,218,563,16,37,1412,4343
213021346,1595,3183,24,134,262,1170,21,80,1066,4122,1381,5501,145,589,320,1139,345,1097,802,2823,2176,8323,8,38,42,126,11,25,194,462,256,652,28,94,86,180,186,400,300,675,555,1329,57,118,4387,12950
213031347,1572,3215,25,131,178,853,36,172,1107,4188,1338,5348,98,441,180,650,333,1111,621,2203,1955,7548,15,57,74,290,46,170,294,762,429,1287,54,183,116,271,432,1001,600,1462,1023,2743,188,402,4742,13912
213031348,1944,3892,7,45,64,288,5,15,835,2970,911,3323,35,147,88,292,148,481,269,917,1175,4248,6,19,16,59,5,22,225,532,252,622,10,43,71,163,268,585,349,785,598,1409,163,347,3877,9893
213031349,1375,2767,17,85,135,607,18,79,745,2776,912,3547,87,382,173,616,274,909,537,1911,1446,5462,5,15,33,109,10,36,133,329,186,490,28,105,58,136,178,394,268,638,454,1129,85,185,3364,9543
213031350,954,1899,4,8,79,342,6,30,855,3129,938,3506,29,123,93,306,107,352,226,781,1171,4294,0,6,8,30,0,17,124,273,134,328,17,48,28,61,114,257,160,366,300,692,72,151,2493,7035
213031351,1151,2313,9,32,90,409,10,57,891,3302,1000,3795,40,185,100,331,158,527,300,1042,1297,4841,5,17,36,114,11,26,151,375,201,536,14,42,60,143,161,358,234,538,433,1074,68,146,2947,8369
213031352,1599,3206,10,36,168,736,12,49,1325,4967,1511,5794,87,367,182,628,215,701,483,1696,1992,7496,4,9,40,117,19,60,164,389,216,572,26,77,55,112,221,494,299,682,521,1252,87,178,4197,12121
213041353,2499,5027,55,288,287,1333,82,392,1801,7045,2229,9063,143,615,195,690,579,1880,917,3182,3148,12244,19,75,100,348,40,150,456,1259,614,1835,56,184,94,216,373,829,524,1228,1136,3059,87,176,6870,20513
213041358,1490,3032,89,564,256,1259,96,448,1609,6350,2039,8632,117,516,144,505,409,1346,668,2367,2713,10993,33,175,122,483,63,238,505,1484,723,2379,49,184,78,165,388,887,514,1238,1239,3620,64,141,5507,17784
213041359,1092,2255,33,212,174,834,31,151,1968,7504,2206,8701,66,294,89,304,151,519,305,1113,2508,9817,10,54,42,146,15,59,208,597,268,854,18,55,14,49,127,296,161,393,429,1252,54,114,4083,13436
213041360,1046,2129,69,415,517,2395,70,335,1745,6962,2402,10106,239,1050,300,1088,517,1801,1052,3938,3453,14043,15,109,69,229,14,43,222,616,322,991,61,204,82,195,187,451,332,847,650,1842,46,93,5197,18105
213041461,378,762,16,110,107,528,20,84,442,1758,587,2471,64,289,85,300,192,641,340,1232,924,3708,7,27,6,27,7,27,57,169,81,253,17,59,24,55,61,153,102,264,184,524,20,36,1501,5027
213041462,277,579,17,103,140,681,21,113,691,2755,874,3650,52,232,81,301,142,506,279,1042,1155,4690,7,25,21,81,4,32,90,260,119,401,15,42,33,80,68,156,108,280,233,683,20,38,1684,5986
213041463,1251,2554,52,332,431,1995,64,305,1597,6283,2151,8915,228,994,331,1227,520,1745,1078,3965,3220,12884,21,117,93,332,29,122,276,743,425,1319,68,224,112,276,279,638,452,1135,873,2451,65,139,5415,18028
213041571,709,1451,35,230,124,645,44,227,805,3297,1007,4401,58,271,79,264,214,709,347,1242,1352,5642,17,94,49,195,22,79,165,488,249,854,23,68,37,72,150,360,206,501,456,1350,31,67,2555,8507
213041572,502,1043,9,67,77,388,17,83,997,3837,1106,4379,29,131,34,130,59,204,121,470,1228,4844,9,33,23,87,11,49,143,431,181,602,8,33,11,35,39,90,67,158,244,760,30,74,2013,6729
213041573,241,491,0,14,58,249,5,30,338,1348,404,1642,21,88,44,144,54,167,117,401,518,2046,0,0,11,32,5,7,38,116,49,157,0,0,5,15,23,50,31,57,79,212,0,4,840,2752
213041574,610,1241,25,135,167,771,30,137,1151,4464,1366,5512,73,316,106,377,160,544,340,1242,1707,6755,10,44,36,130,17,55,154,433,209,661,29,116,34,94,117,268,186,468,395,1130,28,53,2740,9181
213041575,1080,2183,61,346,317,1455,68,331,1081,4251,1524,6381,241,1050,271,1002,622,2164,1134,4215,2658,10597,14,83,46,173,18,73,186,511,267,829,50,166,65,161,284,661,398,988,670,1821,48,111,4456,14708
213041576,961,1934,36,236,147,699,45,227,725,2903,961,4071,78,343,98,332,292,987,469,1660,1427,5738,19,84,52,199,25,87,284,806,374,1184,22,79,56,125,211,499,285,698,663,1881,48,103,3098,9659
213041577,666,1349,15,98,57,316,30,134,367,1462,468,2010,26,108,46,174,175,568,245,847,723,2860,7,39,29,113,17,63,211,566,268,787,19,52,38,84,223,485,276,614,540,1400,52,119,1981,5733
213041578,1048,2149,50,357,169,872,56,303,1269,5227,1543,6762,65,286,64,212,221,730,346,1227,1887,7984,27,131,64,223,37,144,438,1266,565,1759,30,86,63,145,341,729,430,961,994,2720,80,174,4010,13030
213051361,1595,3242,44,292,226,1096,67,333,1109,4376,1444,6102,185,814,230,821,634,2115,1048,3742,2493,9847,6,58,68,265,25,78,294,798,395,1201,47,161,105,238,351,778,501,1175,888,2375,84,175,5069,15635
213051362,1594,3220,67,406,203,1001,58,294,1158,4613,1483,6320,114,496,198,671,508,1684,814,2850,2305,9171,15,102,78,279,24,97,297,842,416,1320,44,162,80,188,393,887,517,1231,934,2549,98,205,4919,15154
213051363,922,1898,24,154,104,489,15,74,1042,3886,1179,4600,43,198,89,305,144,468,274,974,1451,5574,10,59,25,86,3,25,137,338,175,511,29,109,44,100,175,380,249,595,426,1103,82,170,2883,8742
213051368,1523,3086,33,190,228,1068,38,171,1209,4598,1506,6017,91,387,154,529,341,1147,586,2065,2094,8076,11,57,42,147,11,41,225,607,291,853,33,104,84,189,300,667,413,955,702,1813,80,178,4402,13150
213051464,1317,2653,50,297,287,1328,58,284,2099,8071,2495,9982,135,576,242,830,308,994,688,2404,3182,12383,4,55,56,226,25,95,325,906,409,1276,27,103,91,200,121,278,238,575,649,1854,55,130,5204,17022
213051466,912,1827,32,189,291,1305,37,165,2840,10747,3196,12412,74,321,174,588,168,550,417,1463,3613,13874,8,71,49,160,23,98,253,705,340,1033,30,104,64,141,122,296,218,545,554,1578,52,117,5135,17398
213051467,1513,3086,49,304,165,832,56,272,1169,4622,1439,6029,128,570,155,538,420,1389,700,2494,2145,8520,19,86,58,198,41,151,408,1121,524,1567,65,207,92,216,430,984,586,1403,1102,2973,123,272,4891,14849
213051468,1906,3905,43,236,234,1118,50,244,2001,7629,2331,9221,116,495,200,689,417,1391,728,2579,3060,11797,18,100,76,258,42,156,432,1203,560,1723,39,140,68,151,332,774,442,1074,1001,2791,108,246,6079,18742
213051579,622,1261,25,177,144,665,27,141,1439,5337,1630,6311,47,210,85,301,103,337,236,848,1865,7161,9,66,38,156,15,55,164,494,231,768,18,53,42,104,66,144,124,298,357,1071,32,73,2883,9560
213051580,1031,2068,36,214,301,1358,42,197,1240,4722,1615,6491,144,615,220,782,292,949,653,2345,2267,8836,8,21,51,211,12,48,183,481,254,765,34,112,62,146,172,385,261,644,518,1403,29,64,3847,12382
213051581,630,1276,14,92,181,827,36,167,1051,3959,1282,5044,61,248,123,429,144,481,328,1163,1610,6208,4,32,31,123,9,48,112,316,163,511,18,65,46,113,97,208,160,379,321,893,37,80,2596,8454
213051582,582,1196,15,84,135,675,17,91,1423,5432,1584,6283,15,71,59,203,50,181,131,458,1715,6735,5,27,24,117,3,25,125,400,160,565,10,51,11,25,53,134,83,206,240,771,51,124,2591,8830
213051583,1433,2968,92,573,477,2303,71,367,3222,12500,3863,15743,168,762,292,1052,356,1229,822,3048,4687,18785,21,157,75,280,34,136,328,924,461,1497,43,172,71,161,178,421,290,751,751,2251,126,282,7000,24286
213051584,429,889,14,87,62,303,5,32,1013,3866,1102,4286,20,91,51,167,34,126,103,381,1207,4670,3,24,5,32,5,28,83,245,100,330,8,50,15,31,18,51,44,132,146,460,39,91,1814,6103
213051585,614,1252,43,280,193,979,22,109,1156,4644,1410,6013,78,356,104,360,152,523,330,1244,1741,7258,11,82,38,157,9,39,146,419,203,702,28,115,43,109,106,267,184,492,387,1192,38,83,2778,9782
213051586,539,1139,11,83,82,390,16,68,1157,4345,1263,4879,20,82,49,181,49,163,126,428,1384,5305,0,7,5,20,10,44,100,301,117,375,3,16,10,30,44,102,56,145,178,512,48,111,2153,7070
213051587,557,1162,12,116,107,498,19,91,1351,5108,1495,5812,22,100,70,235,86,276,178,612,1673,6425,8,46,15,59,4,31,110,318,138,455,8,34,17,42,68,148,95,234,233,684,40,99,2509,8373
213051588,898,1851,65,422,296,1526,41,214,2251,8954,2650,11118,61,269,150,537,182,597,387,1400,3040,12518,19,107,67,297,8,39,252,755,348,1201,26,84,48,110,136,314,207,508,549,1705,64,150,4552,16222
213051589,624,1275,23,113,92,457,21,121,957,3550,1090,4245,38,163,42,154,97,330,176,638,1262,4891,17,69,29,106,25,107,215,603,284,891,13,59,39,90,128,291,184,440,467,1331,34,73,2385,7576
213051590,904,1827,48,324,183,879,54,244,1146,4470,1433,5910,101,445,122,397,267,886,481,1735,1914,7646,14,81,58,227,31,109,297,821,400,1236,38,124,58,135,244,552,333,817,731,2049,51,108,3608,11634
214011370,1967,3974,40,251,216,996,71,341,1489,5626,1817,7217,108,462,168,584,523,1709,796,2752,2617,9964,13,64,81,278,46,148,510,1325,646,1820,46,152,105,235,514,1151,667,1537,1313,3349,102,215,5994,17510
214011371,2203,4407,24,151,187,832,48,236,1219,4589,1480,5808,100,417,175,603,366,1167,644,2187,2121,7988,17,70,95,309,49,187,548,1371,702,1939,73,224,148,319,555,1207,776,1750,1480,3685,116,236,5913,16323
214011372,1788,3629,28,161,118,561,43,212,1007,3806,1199,4743,66,295,89,284,348,1116,505,1697,1706,6439,30,127,92,341,61,211,503,1373,683,2057,47,153,112,240,578,1291,728,1678,1410,3738,117,231,5018,14036
214011373,1942,3894,25,142,285,1277,39,172,1329,5173,1684,6758,140,589,270,952,452,1453,862,2994,2539,9752,10,26,67,218,18,66,228,586,322,896,57,177,99,235,248,522,402,931,726,1826,37,85,5253,15560
214011374,2408,4853,58,317,325,1523,98,445,1764,6915,2246,9200,204,860,227,796,739,2420,1165,4070,3412,13269,16,74,76,245,37,104,400,1054,520,1480,58,188,107,239,417,904,587,1338,1107,2816,74,146,6997,21089
214011375,1651,3319,28,138,131,597,33,126,1138,4260,1321,5123,70,297,109,375,320,1064,506,1740,1825,6857,5,31,67,215,26,100,360,870,455,1213,35,109,92,205,413,915,541,1232,1002,2445,99,205,4580,12821
214011376,1234,2493,35,171,204,905,48,212,1081,4181,1361,5470,118,505,177,608,371,1239,665,2345,2027,7820,15,47,49,156,17,62,194,514,277,780,38,119,48,114,188,440,277,684,552,1461,34,70,3838,11850
214021377,1962,3922,20,132,109,504,31,128,628,2395,792,3153,67,268,107,366,238,777,419,1412,1210,4569,5,11,38,118,22,59,191,457,248,652,27,97,80,181,221,478,329,752,581,1404,41,89,3798,9984
214021378,932,1853,8,38,65,291,10,44,257,1034,336,1406,31,128,74,256,150,468,258,851,591,2259,0,0,11,19,0,8,48,116,60,141,4,13,21,44,59,126,86,186,142,328,11,28,1684,4466
214021379,2762,5529,44,242,225,1052,88,372,1333,5174,1692,6840,101,416,160,543,459,1460,723,2422,2406,9264,21,88,80,282,47,186,412,1141,562,1685,41,134,109,244,418,905,575,1283,1136,2968,79,175,6391,17936
214021381,1973,3960,35,162,331,1509,39,179,1397,5656,1802,7505,200,849,343,1192,420,1345,966,3385,2765,10891,9,22,48,145,6,28,167,421,228,613,16,67,80,190,171,376,272,634,503,1247,21,37,5259,16135
214021382,2249,4485,37,194,329,1473,55,241,1344,5391,1762,7301,164,687,293,1037,417,1339,877,3063,2638,10359,14,52,72,223,15,56,216,538,314,873,36,114,71,162,225,487,337,764,655,1635,41,82,5574,16566
214021383,2949,5876,18,112,153,709,46,191,912,3503,1132,4512,66,278,139,458,373,1165,580,1903,1710,6412,8,32,40,136,16,59,258,667,330,897,32,87,70,152,285,590,383,835,712,1732,53,104,5424,14128
214021384,2976,5981,30,166,174,773,41,185,981,3836,1221,4960,96,408,124,412,432,1358,652,2180,1876,7137,17,57,71,252,44,135,419,1078,549,1521,36,108,107,249,497,1083,642,1428,1191,2953,91,188,6133,16259
214021385,2029,4093,37,223,201,919,60,256,1166,4515,1460,5913,144,597,180,614,558,1824,877,3038,2341,8954,7,32,63,222,22,83,278,692,370,1026,36,112,69,156,374,823,480,1094,853,2121,56,110,5279,15280
214021591,1502,3008,24,136,191,861,44,218,960,3754,1222,4966,106,454,158,547,317,1017,581,2020,1802,6985,9,32,70,210,26,98,207,558,305,897,36,112,86,193,283,621,404,927,715,1821,48,93,4060,11905
214021592,1715,3407,7,32,68,322,11,44,416,1561,509,1964,50,208,92,312,175,550,317,1063,822,3023,0,15,31,92,8,30,155,349,196,485,23,67,51,103,188,393,257,560,454,1043,34,74,3032,7550
215011386,952,1880,7,50,63,277,27,111,353,1403,444,1846,21,80,44,142,145,443,206,661,653,2509,3,31,25,84,17,63,155,436,200,615,8,33,29,64,149,323,189,419,392,1031,46,91,2045,5509
215011387,458,910,12,42,33,139,8,18,184,760,231,966,7,40,28,96,67,199,102,333,335,1301,0,3,3,15,5,11,35,97,47,127,0,7,9,16,39,75,43,98,87,218,8,17,889,2446
215011388,1944,3886,23,128,189,834,52,235,997,3920,1261,5115,68,283,123,403,288,886,485,1576,1743,6693,9,35,58,201,28,113,333,920,433,1265,18,58,65,131,251,536,336,722,764,1988,61,128,4515,12694
215011389,450,892,8,41,45,222,8,27,201,782,256,1076,32,133,29,89,83,253,145,474,397,1552,0,0,9,24,5,17,34,97,46,138,9,17,7,8,43,82,54,109,95,244,9,17,957,2710
215011390,952,1901,16,89,62,304,8,40,344,1391,425,1829,30,104,45,147,152,476,228,730,657,2553,5,13,15,43,7,17,85,238,108,305,6,21,16,27,95,195,109,241,218,547,29,66,1857,5073
215011391,440,874,5,14,18,99,10,59,148,614,187,785,9,50,22,75,85,271,120,390,306,1175,0,0,4,26,7,20,42,116,58,158,0,4,19,35,57,125,77,162,132,321,15,27,893,2405
215011392,1100,2185,16,73,75,373,16,64,390,1543,496,2061,32,127,36,130,172,533,238,784,740,2842,0,3,15,50,14,48,126,362,161,465,12,56,23,50,110,229,148,334,308,793,40,94,2192,5918
