SA2_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
205031091,212,2175,2143,628,274,5427,102,5526
205031092,0,9,0,0,0,8,0,8
205031093,482,4062,4278,1348,705,10865,204,11074
205041094,132,1200,1737,758,559,4382,60,4442
205041095,746,2808,2211,863,466,7095,181,7280
205041096,584,2493,1802,513,260,5664,164,5830
205041098,27,379,615,400,259,1679,37,1713
205041493,318,1682,1675,577,335,4588,106,4686
205041494,319,2336,2661,822,410,6547,57,6603
205051099,0,4,0,0,3,8,0,8
205051100,47,583,723,322,218,1890,28,1918
205051101,170,1572,2180,955,653,5533,88,5626
205051102,30,310,536,297,257,1423,41,1466
205051103,424,2415,2278,629,314,6060,97,6156
205051104,95,695,882,367,242,2272,52,2321
206011106,1131,3460,1097,244,88,6014,49,6059
206011107,962,3361,1534,332,149,6338,78,6415
206011109,263,1345,1475,397,219,3692,42,3734
206011495,1130,2870,1193,286,99,5579,50,5631
206011496,1296,3114,1103,243,89,5843,63,5911
206011497,735,2436,1300,371,147,4997,63,5055
206011498,587,2264,1645,407,211,5114,60,5177
206021110,440,1704,1122,259,135,3663,29,3690
206021112,1128,3741,2280,504,206,7859,78,7941
206021499,793,2911,1720,379,188,5990,60,6049
206021500,596,2263,1067,223,68,4221,26,4247
206031113,706,2727,1901,401,147,5877,80,5961
206031115,886,2214,754,141,46,4041,91,4137
206031116,1042,3146,1930,436,215,6772,85,6862
206031501,439,2338,2157,671,410,6013,45,6055
206031502,522,2548,1478,381,213,5142,56,5198
206041117,3411,2759,632,103,50,6951,145,7099
206041118,3044,3512,765,96,36,7449,92,7546
206041119,452,1263,539,71,44,2373,24,2396
206041120,3,15,7,0,0,34,0,34
206041121,791,2549,1111,176,46,4676,53,4727
206041124,381,1203,431,80,32,2127,22,2148
206041125,605,1689,621,76,32,3019,26,3049
206041127,0,0,0,0,0,0,0,0
206041503,3055,1352,171,14,13,4610,111,4720
206041504,6658,1751,140,22,13,8584,181,8767
206041505,5409,2207,207,21,18,7864,176,8039
206041506,2247,3429,909,130,44,6752,97,6855
206041507,0,0,0,0,0,0,0,0
206041508,1185,1745,290,28,14,3268,44,3309
206041509,3550,4151,642,50,20,8417,110,8532
206041510,1264,1778,373,56,17,3488,57,3542
206051128,1070,3862,1760,281,99,7075,75,7153
206051129,794,3921,1876,314,129,7027,74,7104
206051130,875,3890,2006,318,100,7199,91,7291
206051134,1399,4054,1596,231,85,7365,134,7502
206051511,133,389,195,43,12,771,18,789
206051512,1272,3104,1003,132,62,5570,66,5642
206051513,1538,3669,935,129,63,6335,99,6426
206051514,1628,3776,1116,168,64,6749,92,6841
206061135,574,2185,1233,205,99,4295,41,4336
206061136,2133,5166,1848,301,116,9570,115,9684
206061138,479,2412,1773,510,301,5481,63,5541
206061515,1928,3314,681,114,59,6092,56,6150
206061516,1315,2589,847,151,49,4948,68,5015
206071139,928,2474,792,126,36,4354,45,4398
206071140,555,1745,892,171,66,3430,33,3461
206071141,1274,2389,630,90,34,4418,77,4489
206071142,1233,2372,724,114,46,4486,79,4565
206071143,1046,2807,1230,255,84,5418,73,5489
206071145,373,2034,1198,236,87,3923,31,3957
206071517,1265,4264,1918,371,103,7929,62,7990
206071518,1529,3593,1160,217,41,6543,106,6645
207011146,178,953,1147,276,129,2681,26,2714
207011147,420,2408,2326,606,275,6038,50,6089
207011148,290,2127,3058,991,502,6963,58,7021
207011149,442,2996,2950,819,394,7606,52,7657
207011150,218,2077,2586,695,338,5912,37,5952
207011152,731,3231,1977,422,217,6572,58,6631
207011154,99,817,994,243,139,2291,17,2307
207011155,301,2091,2332,681,316,5716,45,5754
207011519,505,1930,1198,261,112,4008,40,4051
207011520,821,2821,1295,296,132,5365,61,5425
207011521,221,1712,1611,437,222,4203,42,4244
207011522,334,1965,1807,484,227,4811,64,4869
207021156,257,1389,1777,524,286,4238,40,4279
207021157,689,4320,3539,846,375,9776,122,9892
207021159,166,1488,2546,907,550,5662,53,5717
207021160,176,1658,2241,611,309,5001,37,5035
207021424,169,1634,2333,756,403,5297,56,5352
207021425,293,2345,2307,452,224,5622,50,5673
207031161,494,3353,3186,734,409,8177,83,8259
207031162,356,1388,1595,407,223,3972,53,4024
207031163,1620,4252,2278,570,245,8964,132,9096
207031164,454,2603,2596,655,282,6591,81,6671
207031165,530,1851,1493,391,156,4421,59,4481
207031166,277,1557,1552,390,196,3970,50,4021
207031167,190,1447,1578,372,184,3773,17,3796
208011168,142,1425,2355,698,365,4992,43,5040
208011169,431,3424,3442,934,477,8703,88,8799
208011170,211,1931,2576,695,329,5740,44,5787
208011171,281,1871,1955,394,164,4658,46,4699
208011172,462,2619,2677,721,313,6789,61,6856
208011173,368,2581,2729,680,340,6694,65,6765
208021174,669,3773,3538,821,349,9147,94,9239
208021176,1024,4147,2252,411,205,8050,91,8143
208021177,881,3820,2952,608,306,8573,110,8679
208021178,409,2562,2814,591,297,6679,65,6741
208021179,504,2419,1578,307,121,4937,49,4986
208021180,284,1270,1017,241,98,2909,29,2936
208021181,341,1617,1307,292,147,3703,40,3741
208021182,632,2709,1564,350,138,5393,71,5461
208021426,260,2079,2543,601,281,5767,44,5809
208021427,254,1757,2275,579,261,5127,40,5169
208031183,67,671,1290,533,293,2855,11,2863
208031184,0,10,3,0,0,15,0,15
208031185,286,1662,1992,570,285,4801,72,4877
208031186,469,2857,2428,449,166,6369,78,6453
208031187,75,653,872,245,115,1969,16,1987
208031188,694,4307,3595,742,353,9684,114,9791
208031189,228,1773,2243,539,251,5034,42,5074
208031190,421,2493,2026,430,225,5599,39,5642
208031191,205,1237,1414,347,129,3330,47,3385
208031192,0,0,0,0,0,0,0,0
208031193,515,3165,3271,831,408,8188,59,8252
208041194,680,3798,2758,669,312,8218,115,8338
208041195,684,3182,3027,791,386,8077,86,8167
209011196,189,1158,1409,471,237,3467,46,3507
209011197,328,2461,3340,945,518,7593,69,7662
209011198,456,2727,2266,509,200,6167,53,6219
209011199,667,2559,2041,443,176,5882,98,5981
209011200,359,2018,1781,440,235,4833,41,4874
209011201,100,848,1185,432,205,2768,17,2782
209011202,175,2239,2700,723,437,6276,49,6323
209011203,288,2458,2901,768,326,6733,67,6799
209011204,221,1238,1455,378,182,3474,38,3506
209021205,343,1324,1299,406,237,3609,55,3663
209021428,1205,4156,2308,566,252,8485,105,8594
209021429,500,2227,1535,384,183,4825,64,4887
209021523,642,2779,1900,437,202,5964,95,6060
209021524,286,1223,1265,416,266,3455,68,3520
209021525,740,2369,1369,367,208,5055,129,5181
209021526,602,2685,1697,405,184,5571,81,5657
209031209,156,2045,3742,1246,809,7993,42,8037
209031210,27,297,486,225,179,1214,9,1224
209031211,7,276,557,325,229,1395,21,1421
209031212,16,235,591,411,409,1664,20,1685
209031213,46,543,1309,576,521,2996,24,3025
209031214,27,344,987,434,376,2162,19,2184
209031215,83,951,2128,892,669,4724,35,4761
209041216,158,886,942,347,213,2545,33,2578
209041217,188,925,849,271,135,2367,35,2405
209041220,215,1867,2327,991,609,6008,71,6079
209041221,153,1247,1592,592,330,3914,66,3983
209041223,664,2888,2441,799,384,7170,108,7278
209041224,99,1633,3195,1341,843,7117,115,7227
209041225,83,888,1396,590,497,3453,47,3503
209041431,159,1281,1677,621,339,4081,52,4133
209041432,202,1130,992,310,164,2794,60,2853
209041433,101,1166,1683,468,237,3649,68,3716
209041435,56,951,1758,642,410,3820,45,3862
209041436,146,1316,1692,583,384,4123,50,4169
209041437,136,2091,3684,870,354,7144,114,7257
209041527,73,1372,2481,755,430,5115,51,5167
209041528,54,963,1814,451,167,3450,34,3487
209041529,369,1461,1157,371,184,3539,66,3598
209041530,301,1435,1667,614,279,4296,72,4370
209041531,109,1396,1715,431,181,3823,35,3854
209041532,49,1060,1821,482,220,3623,46,3677
210011226,229,1407,1291,340,137,3402,37,3438
210011227,0,0,0,0,0,0,0,0
210011228,141,857,1349,432,318,3103,49,3147
210011230,145,982,1120,336,173,2744,28,2775
210011231,118,1007,1541,475,281,3419,36,3454
210011533,298,1580,1743,524,274,4421,69,4491
210011534,260,1745,2368,667,337,5382,64,5447
210021232,78,1051,2113,843,630,4713,34,4747
210021233,16,250,577,220,137,1198,6,1211
210021234,21,311,630,319,235,1514,13,1526
210021235,40,729,1521,806,584,3679,64,3740
210031236,326,1371,985,279,103,3062,43,3103
210031237,464,1880,1461,462,251,4524,87,4604
210031439,36,358,482,157,82,1114,7,1122
210031440,192,911,823,213,144,2281,40,2319
210031535,563,2356,1719,393,237,5270,104,5377
210031536,326,1462,987,247,119,3135,41,3180
210031537,198,1361,1033,269,128,2996,34,3024
210031538,520,3069,2322,542,269,6725,85,6806
210041240,91,1112,2013,807,580,4610,51,4658
210041539,34,617,869,237,151,1906,31,1933
210041540,358,2049,2153,705,407,5679,61,5741
210041541,89,1087,1722,675,382,3958,40,3999
210051242,590,1792,1262,383,219,4243,114,4357
210051243,437,1812,1558,632,338,4777,117,4892
210051245,298,2057,2662,943,451,6424,90,6512
210051246,100,1230,2952,1283,960,6516,92,6610
210051247,256,1380,1540,609,355,4141,117,4256
210051248,0,9,0,3,6,20,0,23
210051250,179,1209,970,233,114,2703,42,2745
210051441,121,860,948,379,226,2536,53,2595
210051442,97,1001,1542,535,289,3471,51,3518
210051443,198,1759,2565,987,571,6087,100,6189
210051445,102,1763,3466,856,489,6670,93,6767
210051542,75,913,1334,312,111,2745,45,2791
210051543,143,1427,1559,433,167,3736,55,3792
210051544,122,747,1006,451,308,2629,45,2673
210051545,94,870,1522,669,402,3562,77,3643
211011251,274,1962,1876,549,234,4906,74,4985
211011254,135,1737,2705,810,398,5787,44,5829
211011255,19,300,861,458,379,2020,12,2036
211011256,154,1437,2357,865,555,5363,34,5399
211011257,49,631,1171,468,279,2600,19,2623
211011258,46,693,1577,641,430,3384,25,3411
211011259,148,1391,2361,667,316,4884,49,4937
211011260,353,1964,2595,895,505,6315,74,6381
211011446,471,3594,3623,1022,452,9161,110,9271
211011447,304,2045,2103,675,357,5482,70,5550
211011448,179,1520,2450,787,512,5445,46,5497
211011449,34,343,714,249,162,1500,11,1512
211021261,152,1342,2293,927,677,5396,49,5441
211021262,27,500,1321,691,649,3191,14,3201
211031263,162,1350,1776,619,375,4278,50,4331
211031265,104,1429,2870,1012,661,6070,34,6114
211031266,625,3275,2521,581,303,7309,131,7434
211031267,340,2938,3216,844,439,7781,51,7828
211031268,73,841,1600,497,280,3295,29,3330
211031450,373,2801,2473,560,315,6527,70,6597
211031451,303,2022,2171,535,342,5364,46,5418
211031452,53,578,806,246,121,1799,16,1811
211041269,300,1641,1532,399,170,4043,38,4083
211041270,393,2661,2488,578,301,6415,49,6468
211041271,303,1815,1756,390,198,4461,121,4579
211041272,119,1235,1793,429,198,3779,30,3800
211041273,131,1164,1869,595,294,4048,38,4085
211051274,64,797,1458,599,470,3392,28,3418
211051275,92,1051,1863,630,406,4042,30,4071
211051276,138,1523,2063,814,628,5160,58,5217
211051277,174,1354,1551,466,290,3828,34,3865
211051278,303,2226,2863,1077,775,7243,58,7308
211051279,47,471,776,361,340,1986,20,2005
211051280,77,521,998,421,303,2317,16,2335
211051281,259,2318,3476,1277,699,8026,51,8080
211051282,53,911,1659,545,347,3509,35,3541
211051283,63,784,1444,582,474,3350,34,3378
211051284,85,935,1585,579,318,3500,23,3527
211051285,41,476,1058,514,526,2617,45,2663
211051286,181,1767,2261,1051,801,6061,89,6144
212011289,66,1089,2537,1222,1058,5974,70,6043
212011546,142,2285,3617,1139,647,7820,55,7875
212011547,55,621,1224,658,589,3145,55,3198
212011548,85,826,1420,636,482,3436,52,3490
212011549,173,1859,2235,707,364,5338,71,5407
212011550,42,743,1209,296,178,2460,23,2491
212011551,176,1202,763,237,159,2524,51,2581
212011552,276,2753,3692,1151,600,8466,119,8582
212021293,351,2660,3415,1144,712,8293,106,8396
212021295,378,1571,1359,396,229,3927,114,4045
212021297,154,1200,1337,504,294,3492,50,3541
212021299,16,231,832,549,645,2282,27,2308
212021453,116,982,1659,677,408,3846,47,3890
212021454,153,1139,1975,698,393,4354,49,4401
212021455,116,1109,1863,768,444,4299,63,4358
212021456,238,1642,2022,694,325,4915,84,4995
212021553,73,1272,2484,877,509,5223,47,5268
212021554,59,914,1719,523,250,3454,31,3488
212031300,407,2525,2641,976,511,7066,137,7204
212031303,77,1163,2684,888,652,5472,80,5550
212031304,120,1845,3188,1010,391,6558,77,6636
212031306,105,1143,2370,819,429,4860,72,4933
212031308,39,464,1077,595,494,2674,23,2693
212031457,46,617,1635,809,578,3689,32,3717
212031458,97,1059,2061,884,568,4673,57,4726
212031555,25,757,1667,452,156,3064,41,3107
212031556,36,917,2424,617,232,4225,48,4274
212031557,154,2008,3245,944,424,6777,87,6866
212031558,89,1207,1791,467,171,3723,47,3771
212031559,50,855,1822,533,242,3503,33,3540
212031560,100,1101,1555,610,341,3701,41,3742
212031561,128,1041,1564,611,339,3683,67,3755
212031562,213,1336,1601,626,303,4080,85,4163
212041309,246,1384,1554,552,258,3989,57,4047
212041310,426,1996,1571,498,210,4700,86,4783
212041312,433,2566,2829,1016,553,7399,126,7524
212041313,114,1031,1731,564,294,3731,38,3771
212041316,161,909,1028,315,177,2584,37,2618
212041317,725,2737,2267,832,467,7027,168,7197
212041318,221,1167,1394,637,318,3732,67,3801
212041459,439,2133,1490,379,165,4611,108,4722
212041460,582,2437,2032,799,403,6252,123,6375
212041563,987,3305,1994,550,301,7133,212,7342
212041564,302,1191,823,311,212,2838,81,2920
212041565,289,1399,1886,769,428,4772,61,4839
212041566,54,850,2171,776,452,4299,29,4328
212051319,547,2792,2812,733,307,7182,114,7294
212051321,379,2405,3069,965,406,7223,79,7305
212051322,422,2679,2805,823,325,7057,75,7141
212051323,212,1990,2475,661,296,5628,51,5683
212051324,317,2409,2759,852,393,6734,61,6797
212051325,258,2032,3090,916,460,6759,92,6856
212051326,723,3355,3121,832,397,8430,111,8543
212051327,486,1980,3166,1018,547,7200,77,7274
212051567,588,1385,730,141,86,2933,45,2973
212051568,534,1859,1234,308,160,4095,80,4175
213011328,409,1321,765,228,117,2843,69,2912
213011329,78,619,1191,561,332,2774,36,2808
213011331,158,875,964,413,257,2663,39,2701
213011332,199,1374,1758,704,416,4452,64,4520
213011333,290,1498,1687,625,293,4398,77,4470
213011334,700,2744,2128,770,346,6681,209,6893
213011335,558,2075,1732,698,305,5379,111,5487
213011336,403,1469,1011,279,119,3287,77,3365
213011337,334,1346,1310,516,256,3770,96,3862
213011338,480,2300,2159,787,384,6107,109,6217
213011339,176,1334,1397,557,333,3792,49,3848
213011340,157,1173,2195,1143,816,5494,71,5571
213011569,331,2099,2197,743,355,5720,128,5845
213011570,52,496,1150,390,198,2289,35,2318
213021341,451,2377,2008,472,229,5532,60,5591
213021342,408,2764,2689,766,405,7038,87,7120
213021343,526,2117,2035,518,245,5442,98,5543
213021344,380,2863,2833,570,236,6889,60,6945
213021345,45,580,667,235,125,1636,17,1657
213021346,510,2390,2246,591,264,6006,57,6066
213031347,778,2925,2238,616,252,6805,127,6931
213031348,1545,3987,1362,252,98,7245,125,7370
213031349,341,2403,1608,462,201,5019,52,5070
213031350,418,1946,1108,169,51,3689,40,3733
213031351,536,2221,1376,283,112,4531,68,4599
213031352,559,2713,2109,426,136,5946,53,5999
213041353,328,2707,3432,1364,946,8775,113,8888
213041358,204,2077,2828,959,539,6593,116,6712
213041359,93,1330,2217,582,285,4511,79,4586
213041360,106,1163,2593,995,630,5491,63,5553
213041461,93,493,685,289,156,1715,29,1745
213041462,28,361,866,303,145,1703,19,1726
213041463,157,1740,2778,959,546,6185,63,6248
213041571,144,913,1226,492,249,3029,43,3071
213041572,40,657,1089,277,106,2171,40,2208
213041573,9,169,528,162,63,935,4,933
213041574,33,753,1568,489,182,3025,32,3059
213041575,89,1091,1991,969,755,4898,73,4964
213041576,92,1115,1524,605,486,3824,51,3875
213041577,280,1301,892,301,151,2933,62,2994
213041578,320,2112,1984,529,235,5178,120,5303
213051361,262,1877,2360,946,654,6093,87,6182
213051362,358,2419,2349,782,400,6305,98,6401
213051363,257,1560,1337,365,168,3685,99,3787
213051368,352,2221,2299,649,367,5888,107,5994
213051464,124,1828,2665,776,331,5724,76,5800
213051466,121,1938,2674,549,186,5465,64,5533
213051467,583,2805,2233,688,387,6689,94,6786
213051468,268,2562,3180,942,466,7417,112,7536
213051579,81,1324,1276,284,97,3065,57,3116
213051580,141,1503,1964,581,293,4485,47,4532
213051581,65,920,1370,338,133,2831,33,2862
213051582,59,980,1326,289,118,2774,65,2836
213051583,187,2515,3362,982,471,7515,116,7635
213051584,36,648,926,227,92,1928,38,1965
213051585,95,1039,1410,378,194,3120,51,3176
213051586,49,783,1130,284,108,2356,49,2401
213051587,45,913,1350,316,109,2737,50,2789
213051588,108,1714,2301,607,260,4982,123,5104
213051589,87,1172,1136,243,118,2763,40,2804
213051590,177,1560,1673,550,301,4262,54,4318
214011370,375,3007,3286,1030,500,8203,98,8307
214011371,965,4132,3282,816,375,9566,160,9726
214011372,622,3181,2668,724,303,7491,130,7623
214011373,270,2006,2969,989,512,6745,74,6820
214011374,216,2508,3707,1422,992,8846,75,8918
214011375,518,2939,2662,662,284,7071,116,7191
214011376,64,1005,2148,753,410,4380,43,4426
214021377,186,1877,2271,645,332,5310,74,5388
214021378,18,481,957,395,282,2140,37,2173
214021379,348,3168,3433,1191,703,8845,133,8976
214021381,126,1385,2963,1064,679,6225,47,6271
214021382,149,1964,3252,1019,582,6963,58,7022
214021383,212,2664,3499,941,442,7751,121,7869
214021384,546,3995,3416,1014,480,9447,182,9631
214021385,198,1885,2739,1072,883,6777,66,6841
214021591,251,2082,2249,683,370,5643,70,5708
214021592,297,2010,1832,384,190,4710,65,4773
215011386,245,1213,1088,372,236,3149,76,3225
215011387,14,266,460,254,215,1222,18,1234
215011388,470,2481,2580,896,410,6838,113,6953
215011389,18,216,423,303,287,1250,23,1272
215011390,156,869,962,476,382,2840,43,2882
215011391,93,462,500,216,168,1443,36,1478
215011392,180,1192,1205,472,318,3368,67,3432
215011393,38,298,384,200,183,1105,31,1134
215011394,130,886,960,386,291,2652,68,2718
215021395,49,582,1046,519,376,2568,66,2630
215021396,60,432,669,326,218,1709,43,1755
215021398,60,385,494,249,200,1383,46,1427
215021399,113,616,807,371,247,2159,40,2196
215021469,624,2873,2431,703,306,6934,185,7116
215021470,363,2133,2323,797,423,6034,127,6165
215031400,113,785,849,424,316,2483,76,2556
215031401,83,772,984,446,351,2638,58,2696
215031402,117,628,543,205,115,1604,60,1663
215031403,81,297,359,172,123,1026,39,1067
215031404,319,1495,1667,528,253,4253,94,4348
215031405,72,537,877,419,345,2243,58,2303
216011406,377,2117,2254,820,456,6028,125,6149
216011407,213,1313,1570,658,465,4214,92,4309
216011408,23,263,529,301,239,1352,33,1387
216011409,67,503,558,255,171,1545,30,1570
216011410,41,496,587,297,230,1659,53,1714
216021411,181,1022,847,326,176,2549,74,2626
216021412,9,229,392,201,187,1018,24,1043
216021413,184,1343,1697,828,628,4680,103,4781
216021414,171,1305,1340,384,216,3413,50,3462
216031415,223,1283,1099,419,188,3215,79,3291
216031416,426,2531,2774,921,506,7160,125,7285
216031418,15,214,490,350,264,1327,43,1372
216031419,123,992,1427,666,494,3701,80,3781
216031593,42,650,1358,574,326,2948,47,2993
216031594,393,2376,1964,691,421,5847,152,6000
217011420,107,923,1253,699,538,3529,70,3596
217011421,278,1581,1532,556,324,4270,71,4338
217011422,258,1643,1715,609,290,4511,81,4596
217011423,62,649,841,519,421,2483,43,2528
217031471,101,512,527,188,108,1441,28,1462
217031472,389,1881,1796,611,334,5013,115,5127
217031473,17,463,843,406,353,2075,44,2124
217031474,80,659,748,376,279,2144,57,2196
217031475,74,662,959,504,412,2615,50,2666
217031476,47,641,588,206,86,1572,33,1602
217041477,51,570,949,529,408,2504,41,2544
217041478,104,981,1589,600,421,3692,74,3768
217041479,398,3077,3468,1086,562,8585,125,8713
217041480,373,2080,1951,592,325,5316,82,5396
297979799,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0
