SA2_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
201021009,45,291,163,2123,39,2661,5,3,6,66,0,78,18,0,0,11,0,35,24,4,0,9,3,42,58,21,14,41,0,127,440,208,165,1758,26,2596,20,0,5,0,0,23,9,0,8,16,0,31,79,46,28,178,3,327,17,10,4,19,0,56,17,3,3,0,0,25,25,8,3,0,0,33,113,56,40,685,7,904,87,27,9,102,0,227,3,0,0,0,0,3,3,10,0,0,0,13,14,8,0,10,0,24,112,34,15,87,0,242,12,4,5,3,0,21,17,12,5,9,0,39,31,4,8,19,0,64,8,0,0,0,0,13,0,3,0,0,0,3,123,72,28,535,3,756,8,0,9,5,0,19,5,5,0,5,0,17,6,0,0,12,0,18,4,8,0,0,0,11,11,0,0,0,0,8,9,3,0,13,0,30,203,60,41,87,4,398,13,5,4,47,378,449,1212,504,329,4069,449,6559
201021010,40,223,150,2739,38,3192,0,3,4,106,0,112,25,3,0,33,0,67,18,6,0,7,4,35,109,32,29,87,3,259,422,220,189,2542,60,3428,20,0,4,0,0,29,6,3,4,13,0,27,79,27,13,232,5,358,15,4,0,15,0,38,14,0,0,0,0,13,10,9,0,0,0,23,100,57,39,1001,7,1199,42,24,8,163,0,239,0,0,0,0,0,0,0,0,0,5,0,9,7,0,0,3,3,11,36,13,0,17,0,63,4,0,0,0,0,6,26,5,15,6,0,47,30,7,0,18,0,52,8,3,0,0,0,10,0,0,0,0,0,0,106,69,48,885,5,1115,8,5,0,4,0,15,7,4,0,0,0,19,10,0,0,10,0,20,6,0,0,0,0,8,5,0,0,4,0,12,23,9,0,34,0,64,165,41,21,97,5,328,17,5,6,86,514,625,1057,430,308,5662,616,8085
201021011,43,362,217,2479,52,3166,0,4,3,72,3,81,69,3,8,34,10,123,60,7,6,6,0,79,116,41,26,69,0,251,775,360,235,2782,42,4193,26,0,3,0,0,33,42,8,3,23,0,79,134,39,25,277,7,488,45,5,3,30,0,90,30,4,6,7,0,49,43,10,0,6,0,60,191,116,64,1341,24,1738,140,67,28,264,5,502,4,0,0,0,0,4,3,0,0,3,0,9,21,3,0,9,0,36,56,11,8,27,3,108,10,4,0,4,0,23,30,15,14,0,0,61,68,10,10,26,0,110,24,0,9,9,0,39,5,0,0,0,0,5,212,88,59,1096,13,1472,46,3,3,3,0,60,21,0,0,0,0,22,7,7,8,9,0,26,5,6,0,0,0,8,15,6,0,0,0,13,34,11,10,41,0,91,408,80,55,145,8,709,17,0,0,63,696,780,2081,720,458,5873,816,9955
201021012,43,190,166,2063,31,2484,0,3,0,82,3,82,16,5,8,4,0,28,17,0,7,7,0,35,67,36,16,67,0,182,368,179,149,1819,31,2542,20,0,4,0,0,30,9,3,3,11,0,28,75,17,8,164,5,272,9,4,0,3,0,13,7,5,0,8,0,20,10,0,0,3,0,21,88,48,36,977,26,1166,34,26,11,102,6,179,0,0,0,0,0,0,4,4,0,11,0,11,4,5,0,4,0,14,67,16,10,51,3,144,12,6,4,3,0,20,23,10,0,0,0,35,20,12,6,22,4,62,12,9,9,4,0,29,0,0,0,0,0,4,107,63,46,612,12,838,18,13,0,8,0,38,4,0,0,5,0,14,9,0,0,6,0,11,0,0,0,0,0,3,10,0,0,0,0,10,17,9,0,20,0,45,129,29,23,76,0,256,15,0,0,36,398,446,939,388,283,4278,484,6372
201031013,18,103,64,1241,20,1438,0,3,3,38,0,44,8,0,0,10,0,14,6,0,0,3,0,17,28,9,9,19,0,58,207,84,75,1167,29,1557,15,0,3,0,0,20,13,0,0,3,0,20,24,4,7,83,5,123,5,0,0,0,0,7,3,3,0,5,0,16,0,0,0,0,0,5,29,23,12,368,0,435,23,3,4,34,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,8,0,29,5,0,0,5,0,10,11,7,5,0,0,17,10,0,0,8,0,24,5,3,0,0,0,9,0,0,0,0,0,0,41,27,22,369,0,462,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,13,0,27,62,12,12,25,0,109,5,0,0,12,288,310,430,161,129,2473,333,3532
201031014,16,124,111,1524,30,1804,0,0,4,62,0,69,6,0,0,11,0,19,11,0,0,0,0,12,44,14,5,54,0,111,254,126,92,1332,44,1847,19,0,3,0,0,24,6,0,0,9,0,14,37,13,5,102,0,154,6,0,0,6,0,10,7,0,0,3,0,9,3,0,0,0,0,6,42,22,18,469,11,566,16,3,7,53,3,82,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,6,9,0,3,0,30,7,0,0,0,0,7,10,6,0,3,0,23,12,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,63,39,33,406,7,545,0,0,0,0,0,4,6,0,0,0,0,7,3,0,0,6,0,4,0,0,0,0,0,3,9,0,0,0,0,9,9,0,6,8,0,24,71,18,24,38,0,151,5,0,3,47,648,703,535,228,183,2970,728,4644
201031015,28,122,142,1835,58,2179,0,7,0,73,0,77,14,0,7,16,0,34,3,4,0,3,0,16,67,22,6,52,0,148,281,121,104,1453,24,1985,13,0,4,0,0,16,0,0,5,13,0,18,73,18,14,148,0,251,13,0,3,8,0,27,7,0,0,9,0,23,9,3,0,0,0,15,42,25,15,520,7,612,27,9,10,44,0,85,0,0,0,0,0,0,3,0,0,0,0,3,4,7,0,0,0,6,39,10,7,27,3,82,9,0,0,0,0,7,10,7,4,0,0,25,10,4,0,7,0,25,3,0,0,0,0,3,0,0,0,0,0,0,60,35,16,438,7,555,5,0,0,0,0,8,3,0,0,0,0,9,11,3,6,0,3,18,0,7,0,0,0,10,7,3,0,3,0,8,14,0,4,14,0,33,63,13,21,46,0,143,0,0,0,46,313,359,646,248,214,3385,397,4894
201031016,26,171,136,3148,66,3546,0,6,4,178,9,193,35,0,7,27,0,67,4,0,0,11,0,21,66,7,4,35,0,111,362,182,146,2968,88,3747,55,0,12,0,0,66,3,4,0,14,4,21,43,20,20,220,0,310,23,7,0,17,0,49,12,0,7,4,0,22,25,4,0,0,0,27,66,27,28,754,6,881,35,16,5,158,0,216,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,8,0,14,0,38,12,4,0,0,0,17,13,4,4,7,0,29,15,7,0,9,0,25,3,0,0,0,0,13,0,0,0,0,0,0,79,52,36,756,13,935,7,0,0,0,0,7,0,0,0,0,0,3,6,0,0,4,0,12,7,0,0,0,0,10,9,0,0,0,0,9,10,3,0,27,0,37,167,22,13,59,3,265,17,3,3,61,384,472,922,322,253,6133,541,8160
201031017,18,143,115,1892,50,2211,0,3,5,86,0,94,14,3,0,27,0,47,9,0,0,3,0,10,61,12,16,32,3,121,325,138,135,1858,42,2506,24,3,13,0,0,41,3,0,0,8,0,11,55,7,9,104,4,178,9,9,5,8,0,27,26,3,0,0,0,26,6,0,0,0,0,10,65,39,14,529,4,655,25,12,9,99,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,17,3,0,4,0,26,6,0,0,5,0,9,9,3,4,3,0,15,11,3,0,0,0,18,3,0,0,3,0,4,0,0,0,0,0,0,68,43,18,561,9,691,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,9,0,29,92,31,8,44,3,177,5,0,4,29,481,523,701,273,203,3772,580,5526
202011018,57,384,248,4745,88,5524,0,12,3,405,5,425,137,16,11,79,0,247,12,3,0,13,0,26,73,33,21,106,0,238,430,360,270,4910,79,6047,109,3,11,3,0,125,16,5,6,37,0,60,65,42,25,528,3,670,22,5,3,21,6,59,5,12,7,12,0,28,213,9,5,7,0,235,98,108,64,1856,28,2149,37,27,21,319,3,401,13,0,0,0,0,18,8,5,0,3,0,15,3,0,0,0,0,4,14,9,0,25,0,50,19,10,3,12,0,51,18,13,8,21,0,59,26,5,3,24,0,57,21,0,3,9,0,35,5,3,0,3,0,13,116,109,78,1365,23,1683,9,0,3,0,0,13,15,0,0,4,0,17,24,3,4,17,0,46,27,0,3,5,0,32,23,4,4,0,0,35,20,10,10,51,0,95,813,82,57,190,13,1159,29,4,0,150,1051,1235,2133,738,494,10313,1251,14929
202011019,49,335,183,4747,82,5394,0,19,3,428,19,471,39,3,3,89,0,138,7,3,5,13,0,23,55,27,20,77,0,179,362,312,195,4563,80,5517,69,3,13,3,0,89,7,0,3,26,0,33,50,30,18,466,8,574,15,6,3,16,0,44,8,0,0,3,0,17,73,4,3,6,0,89,79,61,33,1368,19,1557,34,30,8,241,4,311,0,0,0,0,0,0,7,3,0,5,0,18,0,0,0,0,0,5,13,9,0,19,0,38,14,9,3,7,0,37,16,20,11,4,0,46,14,9,6,13,0,41,0,3,0,4,0,4,3,3,0,0,0,6,104,85,47,1173,7,1415,0,0,0,7,0,7,6,6,0,0,0,14,7,0,0,13,0,27,4,0,0,0,0,10,11,0,4,0,0,9,10,8,0,27,0,49,709,65,34,167,10,984,31,12,7,153,634,834,1521,618,347,9636,823,12949
