SA2_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
201021009,45,94,24,41,0,245,27,28,99,60,84,10,310,0,7,9,7,18,0,40,3,0,6,14,57,0,91,7,0,22,6,50,14,93,144,129,479,345,969,82,2149
201021010,44,75,34,34,7,242,53,33,138,96,121,10,446,0,0,15,14,29,7,66,7,4,5,19,80,4,115,0,0,10,10,43,6,73,180,126,499,414,1040,88,2348
201021011,59,116,29,28,6,322,81,44,185,110,100,12,540,10,4,33,14,22,0,81,6,4,18,19,47,5,93,9,8,28,13,43,19,111,410,235,990,589,950,114,3288
201021012,41,82,39,39,7,277,38,34,109,76,77,10,340,4,4,10,3,14,0,35,4,0,8,12,62,0,81,4,0,12,19,50,13,86,182,121,454,373,921,91,2143
201031013,8,29,10,11,0,59,17,14,40,35,53,3,163,0,3,6,4,4,0,18,0,0,0,0,24,5,30,0,0,4,5,16,4,34,41,39,182,121,418,37,847
201031014,17,41,10,20,0,104,14,22,60,46,69,3,206,0,0,0,6,3,0,11,0,0,5,9,37,0,48,0,0,3,5,23,14,46,58,60,226,238,597,40,1215
201031015,19,42,34,24,3,143,17,29,79,62,88,4,290,4,0,3,5,12,4,19,0,4,5,10,33,0,53,0,0,9,3,40,21,71,65,74,252,265,730,65,1445
201031016,25,83,23,37,0,179,21,21,108,79,160,10,404,0,0,7,0,4,0,14,0,0,0,10,56,4,72,0,0,5,6,37,19,61,53,64,319,239,917,77,1670
201031017,5,40,20,19,0,93,13,14,60,75,83,10,243,0,0,7,4,6,0,23,3,0,7,5,43,0,60,0,0,3,7,28,12,49,40,43,189,220,637,54,1175
202011018,75,211,41,72,10,503,224,106,510,202,249,33,1314,5,3,23,13,17,0,58,12,4,11,30,114,5,171,5,10,22,13,58,30,135,490,298,1373,662,1639,130,4599
202011019,43,139,49,75,8,346,74,65,242,198,333,28,934,0,3,5,16,32,6,55,0,6,9,18,119,3,160,0,3,10,19,79,22,137,158,164,665,554,1850,146,3535
202011020,97,286,61,61,8,615,188,129,424,180,211,27,1163,0,0,20,11,14,0,50,10,5,32,18,87,3,164,7,3,23,14,40,17,105,435,320,1455,728,1444,118,4515
202011021,73,204,52,53,3,489,134,80,320,148,167,14,861,0,4,13,7,13,4,44,12,13,28,31,56,0,136,8,3,24,9,29,10,75,365,241,1097,525,1048,77,3354
202011022,96,260,66,113,8,609,147,106,409,281,432,32,1409,3,6,16,12,31,4,74,13,0,28,58,162,3,273,3,6,19,18,104,30,182,377,291,1364,999,2683,195,5899
202011023,37,111,29,37,0,245,46,32,146,78,95,8,411,0,3,3,3,10,0,25,3,0,4,10,74,0,94,0,0,4,3,28,10,46,103,119,500,314,893,45,1981
202011024,79,260,55,58,12,536,116,95,374,131,149,24,892,3,0,22,9,13,4,56,5,0,25,28,89,5,153,3,4,14,11,46,4,79,301,274,1283,598,1294,94,3835
202011025,63,204,59,91,0,446,89,117,392,216,308,28,1156,4,0,12,3,22,0,43,3,9,28,36,142,0,217,6,0,15,15,58,8,107,243,254,1127,761,2149,115,4651
202021026,72,155,40,47,0,349,65,57,203,131,145,15,619,0,4,11,8,15,0,38,0,0,17,19,101,0,133,0,5,13,13,51,13,100,177,207,719,491,1294,90,2981
202021027,87,174,36,39,0,505,137,85,244,119,118,17,724,24,19,60,20,11,3,127,13,3,29,23,54,0,125,13,6,30,12,18,11,105,555,310,1059,522,886,82,3426
202021028,67,135,28,33,5,360,76,71,169,113,112,19,567,11,8,21,18,13,3,75,8,8,21,17,65,0,116,4,6,28,16,39,12,112,358,226,816,500,1024,95,3028
202021029,26,34,20,22,0,113,7,17,57,55,81,8,219,0,0,6,3,10,0,20,4,0,3,6,47,0,63,0,3,6,7,18,15,52,71,69,249,227,627,56,1298
202021030,71,152,33,58,4,430,68,50,182,75,103,10,495,15,9,36,16,26,0,99,3,3,24,14,80,0,129,4,3,29,14,36,10,109,402,264,1078,567,1115,122,3546
202021031,53,137,27,46,4,383,93,60,160,63,69,15,459,11,4,21,9,7,0,58,3,0,24,14,33,0,71,9,5,24,9,26,8,76,470,242,991,427,667,68,2863
202031032,20,51,18,29,7,135,27,28,59,54,86,10,263,0,0,4,0,5,0,15,3,0,4,6,51,0,62,0,0,4,0,44,8,58,65,57,257,210,739,70,1398
202031033,26,69,22,25,4,161,12,17,78,56,92,14,273,0,0,5,0,4,0,10,0,0,4,8,35,5,47,0,0,3,14,26,21,67,50,74,366,313,873,97,1766
203011034,44,122,48,55,0,316,27,53,135,100,163,12,484,0,0,6,11,4,0,24,3,5,6,15,94,0,118,3,5,10,17,52,11,94,123,133,569,505,1304,82,2716
203011035,43,124,41,42,6,300,28,34,140,99,121,11,435,0,0,6,8,15,0,38,5,3,6,17,88,0,124,0,4,15,11,46,14,89,132,153,610,501,1355,99,2850
203011036,35,109,44,36,0,264,29,41,155,71,89,11,396,3,0,12,8,10,0,35,3,0,5,13,57,4,82,3,0,17,14,35,9,81,177,119,633,429,950,78,2386
203021037,98,357,82,67,6,802,199,119,514,178,262,24,1292,9,0,26,13,19,4,73,18,7,30,36,95,9,191,16,3,40,24,54,28,163,775,358,1891,810,1735,115,5690
203021039,75,229,55,56,3,568,233,121,552,153,216,29,1308,13,5,30,22,23,0,96,11,3,29,36,93,7,170,11,5,34,26,43,17,133,739,343,1904,805,1423,122,5346
203021040,158,516,131,113,12,1183,244,167,669,258,341,43,1719,17,5,68,26,33,4,150,11,8,43,51,133,8,262,28,7,58,33,82,40,245,1054,553,2967,1357,2513,214,8662
203021042,166,689,145,132,16,1496,285,184,866,275,324,44,1976,10,3,45,18,27,3,106,27,11,49,53,115,7,263,23,8,82,42,76,22,255,1218,590,3537,1479,2259,198,9280
203021043,82,289,122,122,9,742,95,109,323,235,313,26,1100,3,3,13,24,36,4,84,18,4,28,42,167,8,260,7,5,31,29,99,40,213,434,290,1657,1261,2840,193,6677
203021044,57,186,78,110,9,496,70,73,331,202,296,24,991,0,5,15,17,23,0,50,4,8,28,55,155,6,255,0,0,19,25,57,21,128,230,201,1049,829,2044,125,4473
203021045,51,121,72,79,4,363,44,55,232,186,413,32,960,0,0,14,13,35,0,60,5,4,29,24,144,10,213,7,0,13,23,68,27,142,241,154,847,721,2162,144,4273
203021046,67,279,49,43,0,596,197,86,440,95,85,12,928,18,6,37,4,9,0,79,3,0,21,22,45,0,102,8,3,49,17,28,9,117,665,289,1729,566,789,85,4125
203021047,72,201,91,86,6,552,109,68,303,201,247,31,958,5,0,15,10,16,3,48,10,0,14,23,114,6,171,25,8,28,27,70,30,184,461,243,1330,887,1790,169,4866
203021485,62,224,67,60,3,499,100,83,401,205,199,15,1007,3,0,24,17,15,0,56,7,4,19,37,87,4,157,6,4,29,13,44,20,108,374,209,1325,787,1436,85,4217
203021486,45,133,63,76,9,380,32,19,153,179,351,25,750,0,0,11,9,22,0,40,5,6,11,29,127,0,181,12,0,17,21,100,37,193,229,98,706,714,2078,165,3990
203021487,131,538,155,143,7,1222,178,171,770,362,468,33,1991,11,9,40,26,34,3,116,12,3,56,68,177,12,334,18,0,72,46,91,28,259,942,450,2810,1541,3098,180,9019
203021488,11,35,28,30,7,132,27,15,83,77,169,18,388,0,0,6,3,11,0,20,4,0,6,18,61,3,94,9,5,16,12,47,25,106,169,59,350,297,870,113,1851
203031048,89,229,80,88,6,583,87,98,352,245,369,20,1168,3,3,18,13,25,0,64,3,0,31,51,162,8,257,7,3,30,27,74,20,162,323,265,1193,974,2370,130,5252
203031049,43,110,19,15,4,268,67,34,136,54,34,6,335,4,4,31,7,12,0,59,6,3,11,7,22,0,59,13,8,28,9,13,5,79,321,167,865,317,518,59,2260
203031051,34,89,38,40,4,268,53,35,125,103,120,11,457,5,3,14,12,14,4,52,3,5,17,20,66,0,108,8,0,10,16,33,10,78,231,124,567,486,976,77,2471
203031052,26,105,17,16,9,223,38,23,141,52,38,8,312,3,4,20,6,6,0,41,7,7,18,4,12,0,49,4,5,15,12,28,12,66,219,119,661,265,369,53,1688
203031053,176,620,132,97,15,1325,245,195,696,235,190,28,1588,30,13,89,44,50,8,234,9,8,65,76,138,12,313,21,11,115,51,84,41,322,1092,644,3580,1564,2490,236,9605
203031489,64,245,68,57,8,548,121,78,380,132,175,20,911,8,7,30,16,23,0,78,8,3,27,39,85,4,166,15,3,36,20,49,13,121,462,236,1562,758,1304,114,4444
203031490,146,463,122,105,14,1034,197,182,499,236,213,31,1359,8,4,45,23,31,10,125,8,5,47,45,118,8,242,16,10,50,48,60,22,208,693,497,2227,1236,2121,182,6956
204011054,42,99,29,49,9,244,24,13,85,67,100,11,306,3,0,16,10,14,0,44,4,5,14,13,53,0,87,3,0,4,10,35,9,65,107,107,428,344,913,74,1967
204011055,29,74,23,27,0,187,17,20,74,73,106,19,309,0,0,15,15,30,4,66,5,0,13,12,48,0,80,7,0,4,10,16,10,45,124,92,408,355,827,103,1911
204011056,82,191,82,96,9,533,49,56,185,179,202,22,701,5,3,8,18,17,0,48,7,0,18,36,161,0,216,7,3,25,30,109,24,192,251,210,896,865,2290,168,4682
204011057,72,167,50,58,7,422,32,31,133,99,95,15,404,5,3,13,17,13,0,48,0,8,17,19,94,3,140,4,3,19,16,38,24,104,205,169,805,605,1404,120,3309
204011058,14,57,16,20,0,128,16,15,47,46,46,8,181,0,0,10,3,6,0,26,0,0,9,9,23,0,34,3,4,12,10,22,0,49,66,62,278,248,600,57,1305
204011059,15,55,24,28,0,139,19,21,71,66,98,11,284,0,0,3,8,9,0,24,0,6,8,12,55,0,79,0,0,0,5,19,13,38,72,61,294,301,808,69,1606
204011060,15,54,20,22,0,125,15,17,52,34,45,7,178,0,0,6,0,11,0,18,6,0,3,11,30,0,49,4,0,7,4,23,8,51,87,61,330,287,706,57,1530
204011061,0,0,0,0,0,4,0,0,0,4,0,0,10,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,30,4,49
204011062,18,49,22,19,6,132,7,8,56,40,42,8,162,0,0,5,0,3,0,7,5,0,5,9,42,0,54,3,0,10,11,30,12,62,65,49,250,226,551,60,1197
204021063,47,118,55,62,4,322,40,35,156,155,210,25,625,3,5,7,6,25,3,50,0,3,6,13,80,4,110,0,0,4,11,56,24,110,169,121,552,545,1367,148,2902
204021064,17,42,20,26,0,111,19,8,47,34,57,0,169,5,0,3,5,3,0,12,0,3,4,0,40,0,50,0,0,7,7,20,13,39,53,55,268,216,570,53,1222
204021065,14,43,21,22,4,113,9,16,52,47,65,9,196,3,0,0,0,4,0,5,0,0,3,5,42,0,54,4,0,0,0,18,11,36,55,55,264,214,604,46,1235
204021066,90,278,71,139,10,668,154,150,524,345,432,37,1643,4,3,10,10,32,0,52,13,3,23,49,170,0,256,9,3,15,19,88,43,175,365,330,1360,1029,2619,220,5925
204021067,62,162,60,73,6,399,62,60,183,165,160,19,640,4,0,13,15,14,3,51,0,3,10,22,95,8,132,0,0,16,21,58,12,114,181,205,806,670,1556,141,3555
204031068,52,92,13,18,0,231,48,42,117,76,76,15,386,6,4,11,8,3,0,30,6,0,4,6,27,0,39,0,0,17,3,12,11,51,193,169,508,274,541,56,1742
204031069,58,158,38,37,4,365,28,44,125,82,74,11,370,8,8,35,31,38,0,127,0,0,12,8,62,4,84,10,4,13,12,42,15,87,250,203,886,546,1196,95,3173
204031070,18,27,19,23,0,98,17,23,54,44,70,11,214,0,0,3,6,4,0,17,0,0,3,4,30,0,40,0,0,0,6,27,5,47,57,61,189,183,526,49,1067
204031071,17,50,12,26,0,127,25,21,90,63,80,8,282,0,0,3,4,5,0,14,0,0,3,5,44,0,48,0,0,7,7,28,7,47,81,61,318,247,680,62,1456
204031072,36,74,23,36,0,199,14,24,106,76,121,12,355,3,0,9,6,3,0,17,0,3,3,5,64,0,76,0,0,5,5,24,11,46,81,103,361,311,926,88,1860
204031073,73,186,88,134,6,556,67,89,279,218,330,19,1019,0,0,3,0,14,0,25,0,0,8,35,146,0,194,5,0,16,17,67,19,123,191,233,918,857,2344,110,4649
204031075,31,98,33,27,0,242,36,49,108,66,74,9,337,0,0,4,4,4,0,17,0,0,5,13,48,0,72,0,0,5,7,25,4,51,144,110,498,295,812,61,1927
204031491,83,235,71,96,5,560,104,91,367,182,230,16,987,4,0,11,8,16,0,30,10,3,17,28,109,9,174,5,4,15,24,55,10,115,293,276,1140,877,2045,117,4747
204031492,71,154,88,104,5,478,75,60,300,195,355,18,1010,7,5,6,6,19,0,37,0,3,14,30,152,3,206,7,8,18,22,112,15,186,255,191,876,787,2228,147,4480
205011076,82,290,101,144,14,732,69,67,267,234,380,34,1062,3,4,19,23,36,5,90,9,0,12,40,230,7,297,4,6,31,25,125,40,230,256,216,1112,1033,3063,193,5878
205011077,32,74,30,52,4,226,26,32,106,69,73,9,316,0,3,6,4,20,0,34,0,0,8,4,77,0,94,3,3,3,12,43,8,80,117,102,430,356,989,78,2077
205011078,34,108,34,59,5,289,36,31,143,97,141,14,456,0,0,7,9,18,0,48,0,0,5,15,92,0,115,5,0,5,15,52,6,85,139,113,534,419,1240,86,2526
205011079,138,427,130,186,16,1070,172,134,502,298,344,51,1502,0,4,26,24,43,0,102,11,11,33,60,217,7,330,3,6,34,29,96,40,209,576,407,1908,1299,3134,265,7581
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,47,163,82,106,9,462,91,65,268,215,300,25,962,0,3,5,9,20,0,44,0,5,18,25,149,4,214,6,3,7,33,75,23,146,216,178,819,738,1978,155,4090
205021082,38,96,26,68,0,259,23,28,131,119,130,13,439,0,0,10,9,14,0,28,0,0,7,14,91,0,123,0,0,11,24,55,21,115,98,110,471,454,1250,109,2490
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,48,113,45,53,4,298,40,30,143,140,172,22,553,0,0,9,8,18,0,32,0,3,5,21,69,0,107,0,0,11,6,45,24,87,133,116,494,476,1242,131,2588
205021085,30,101,23,38,6,220,27,20,82,75,105,17,309,4,0,20,5,13,0,47,0,0,0,6,28,0,43,0,3,3,0,30,8,47,81,74,344,275,728,99,1596
205021086,40,82,28,34,6,220,30,27,109,89,97,10,368,0,0,7,3,8,0,18,6,0,17,9,33,0,66,0,0,5,10,17,10,48,107,96,344,293,710,65,1625
205031087,32,95,45,39,9,266,47,39,121,79,117,18,419,9,0,30,12,13,0,68,3,0,8,6,71,3,93,11,3,12,19,35,22,93,208,147,589,406,1156,126,2640
205031088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,5,8,0,37
205031089,47,118,50,50,6,300,43,25,135,129,170,10,507,0,6,12,12,20,0,41,4,3,18,14,113,3,154,7,0,17,22,59,19,119,132,120,566,524,1498,113,2944
205031090,55,189,47,63,10,417,53,61,194,127,168,23,622,8,7,14,3,13,0,45,5,4,16,27,107,4,160,3,0,10,17,65,14,110,180,172,782,525,1537,117,3317
205031091,79,196,55,49,3,456,51,39,191,145,142,19,585,14,15,61,52,73,7,219,5,5,26,18,95,6,148,3,4,24,27,51,9,119,265,219,983,734,1521,147,3867
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8
205031093,126,334,104,121,9,812,145,127,452,284,415,47,1471,7,0,51,24,53,10,150,3,5,37,50,214,11,323,9,3,38,34,119,45,255,443,394,1667,1216,3249,295,7274
205041094,46,167,47,78,9,415,46,49,179,142,213,16,640,4,0,6,10,13,0,37,7,0,3,21,121,0,155,5,4,13,16,77,17,131,175,156,689,578,1734,126,3465
205041095,44,131,71,118,13,418,44,44,187,191,376,35,878,0,0,3,11,18,0,37,4,0,10,20,157,0,196,0,0,16,20,102,39,172,138,125,621,674,2433,172,4160
205041096,21,79,38,66,7,244,34,29,151,123,238,31,599,3,0,6,8,8,4,25,5,0,13,11,88,3,116,0,0,20,14,68,30,134,118,77,477,432,1507,158,2773
205041098,15,50,22,32,0,133,14,22,78,50,129,14,308,0,0,0,3,3,0,17,0,0,4,4,45,0,57,0,0,9,8,26,11,51,49,51,228,220,897,49,1490
205041493,34,127,39,60,9,318,71,56,276,159,193,19,771,0,0,7,6,13,0,31,3,5,8,22,106,0,147,0,0,9,14,60,12,101,194,135,777,580,1667,117,3461
205041494,72,261,67,83,8,599,174,98,465,228,311,34,1307,0,0,16,12,21,3,50,5,0,19,44,145,3,219,3,3,13,16,84,16,135,417,259,1340,909,2463,141,5536
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
205051100,25,61,24,24,5,156,17,20,59,52,87,13,237,0,0,0,0,11,0,12,0,0,0,5,40,0,52,5,0,4,7,33,5,52,65,61,364,220,648,63,1424
205051101,57,214,58,95,6,480,54,67,189,185,280,22,787,6,0,15,9,23,3,56,0,5,17,13,152,8,197,0,5,8,13,95,19,140,166,171,790,630,2237,185,4181
205051102,21,36,14,18,0,106,12,19,55,31,59,8,183,0,0,0,0,8,0,13,0,0,0,10,37,5,54,0,0,7,10,25,6,39,36,49,210,184,649,69,1199
205051103,77,230,69,88,3,545,130,71,320,186,269,19,993,4,0,17,11,3,0,36,3,6,19,36,110,3,174,7,4,18,25,59,21,132,350,232,1134,817,1833,128,4493
205051104,27,51,14,21,5,131,17,18,54,64,94,12,266,0,0,3,0,6,0,9,4,0,5,4,40,4,56,0,3,6,12,27,14,58,52,63,226,245,725,78,1392
206011106,121,339,46,34,9,977,330,115,476,72,49,10,1057,47,12,150,21,18,0,262,40,10,66,34,58,4,208,41,8,135,26,28,20,261,1857,533,3412,701,717,113,7327
206011107,127,365,74,34,7,1035,302,121,477,119,95,21,1129,37,14,98,29,34,5,220,38,12,76,30,64,5,226,46,6,104,24,41,30,251,1573,503,2966,815,981,147,6987
206011109,87,231,63,40,0,596,144,75,254,76,67,4,620,4,9,55,11,18,3,97,10,4,38,28,54,4,133,6,4,41,19,32,26,132,678,306,1701,644,795,87,4204
206011495,121,373,47,30,9,995,312,111,448,84,64,14,1032,56,11,128,26,10,3,237,30,14,77,28,58,0,208,30,7,103,33,19,21,218,1629,513,3132,646,722,110,6748
206011496,112,338,50,19,0,1001,352,115,508,95,65,12,1146,55,14,135,28,16,6,255,32,13,92,28,43,0,209,40,11,113,20,33,19,231,1912,508,3370,701,674,100,7270
206011497,130,299,47,39,9,833,254,89,384,120,89,16,949,29,9,71,34,19,3,161,31,8,56,31,57,8,184,30,4,61,34,26,12,169,1233,409,2311,781,807,116,5649
206011498,125,315,60,50,4,869,225,92,386,111,97,18,937,27,14,73,17,21,0,149,23,5,50,28,57,5,169,24,10,75,33,44,22,212,1153,467,2429,732,940,114,5834
206021110,83,209,35,19,3,589,230,83,340,63,52,14,782,17,8,52,9,11,0,105,25,9,40,18,31,5,129,20,3,51,22,14,17,118,967,387,1878,443,478,81,4228
206021112,160,465,74,52,6,1217,406,170,620,171,126,15,1515,65,16,136,28,23,0,282,49,20,88,49,80,4,284,34,11,114,29,42,33,257,1832,730,3988,1071,1163,147,8930
206021499,151,377,63,27,12,1029,414,139,510,110,77,20,1273,31,13,129,33,13,6,224,31,18,64,31,53,0,199,40,9,105,32,38,21,251,1801,636,3360,710,732,126,7366
206021500,97,285,36,23,6,737,296,91,341,62,56,10,851,36,22,92,24,16,6,193,21,9,59,19,36,0,145,21,7,85,12,15,13,155,1322,443,2483,520,479,78,5328
206031113,98,314,57,44,11,741,265,122,447,89,100,24,1042,25,10,85,32,32,0,185,29,7,50,17,61,0,166,44,3,77,31,35,27,221,1301,476,2899,766,969,158,6572
206031115,63,156,25,17,3,473,188,62,305,65,68,6,693,19,10,63,22,15,4,128,23,7,36,17,29,7,110,30,4,63,14,18,15,145,989,270,1744,456,431,82,3964
206031116,116,327,68,37,10,869,264,146,530,121,77,19,1156,17,14,77,23,23,0,155,24,18,44,27,74,4,186,46,7,98,35,43,25,246,1441,576,3236,1006,1075,143,7488
206031501,84,324,60,53,13,705,236,86,404,99,91,17,947,12,6,52,23,32,4,125,24,3,41,32,75,4,174,24,9,88,35,45,47,240,1000,415,2656,935,1270,176,6458
206031502,76,293,55,31,4,660,203,73,388,123,64,15,868,12,11,52,18,16,0,110,14,3,48,37,52,3,161,29,5,71,27,29,21,189,1010,381,2461,776,804,124,5564
206041117,65,290,25,25,14,900,283,55,446,76,62,7,934,50,10,108,21,14,3,208,42,6,58,28,37,5,177,70,5,108,29,22,34,275,2169,279,3197,643,541,163,6987
206041118,41,169,22,14,5,459,200,49,290,62,46,15,649,21,3,64,25,24,5,138,26,5,59,46,47,0,191,76,11,133,35,18,33,303,2168,324,3844,884,736,195,8151
206041119,29,85,11,10,4,267,147,25,203,25,13,7,430,15,7,41,5,3,3,78,19,3,38,8,17,0,78,16,5,30,8,0,5,67,719,175,1303,252,169,50,2668
206041120,0,3,0,0,0,7,0,0,6,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,32,6,8,0,63
206041121,69,235,36,11,4,670,284,87,384,62,48,0,876,25,9,66,23,21,0,144,27,11,48,17,25,0,132,26,7,74,18,30,20,177,1383,367,2598,550,526,77,5504
206041124,23,137,5,13,6,452,158,26,205,21,25,8,439,15,8,35,5,13,3,77,18,0,30,3,18,0,75,18,3,34,6,5,11,90,936,128,1221,216,233,56,2793
206041125,35,117,20,12,0,334,177,37,220,24,19,11,490,16,5,43,14,3,0,74,17,0,28,11,11,0,66,37,9,52,13,13,9,125,883,189,1530,299,239,61,3210
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,27,135,20,10,6,419,131,32,234,51,30,7,485,24,4,67,13,12,0,124,22,3,48,31,31,0,131,64,0,86,18,15,25,214,1340,193,2153,590,384,129,4785
206041504,41,221,24,18,9,607,195,42,338,58,53,9,696,34,4,68,21,8,0,143,34,0,74,43,38,3,191,80,10,153,43,20,36,340,2124,224,3648,952,589,189,7725
206041505,40,200,29,16,5,572,201,45,328,85,54,6,717,19,3,68,33,14,0,146,31,0,75,54,44,13,217,86,8,111,51,28,61,350,2184,260,3962,1104,724,242,8472
206041506,66,265,43,22,12,912,415,126,519,88,82,30,1260,33,11,105,28,22,4,206,45,9,70,22,34,4,187,61,0,114,28,28,29,259,2150,430,3330,683,605,142,7343
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,25,87,21,13,0,252,84,15,160,30,17,3,314,22,3,42,28,22,0,123,11,0,33,14,16,5,76,48,0,57,17,14,10,144,997,170,1609,403,330,93,3596
206041509,49,231,52,24,10,677,253,45,400,76,38,26,838,45,24,147,57,39,5,316,41,11,66,45,40,12,213,104,11,166,38,37,42,404,2662,409,4483,1084,799,275,9714
206041510,25,120,19,7,6,347,151,32,179,36,28,9,437,14,4,44,11,8,0,83,15,0,37,26,23,6,110,35,5,78,26,13,21,168,1101,189,1925,420,349,116,4099
206051128,59,222,35,21,9,594,331,78,444,87,56,19,1011,37,10,79,20,13,0,167,33,9,45,22,48,6,158,58,16,131,37,27,33,304,1819,441,3300,830,729,182,7307
206051129,95,354,55,33,5,863,305,95,503,127,73,17,1124,43,17,135,35,29,5,259,23,8,92,53,67,7,249,61,17,117,45,50,25,310,1500,478,3624,990,972,164,7727
206051130,72,223,58,29,10,585,202,89,355,92,62,21,818,24,4,68,31,27,3,167,33,7,58,53,62,3,219,42,11,131,43,47,22,301,1347,480,3128,1031,1005,183,7169
