SA2_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
213051583,74,223,98,48,9,687,247,87,568,311,243,50,1503,12,7,48,16,17,0,105,29,5,58,61,97,3,253,98,6,138,67,89,80,483,2292,347,3358,1730,1699,386,9813
213051584,10,50,23,17,0,132,86,24,164,72,58,13,414,6,0,9,6,0,0,17,17,0,17,22,22,3,76,41,0,42,35,34,26,184,667,93,1003,529,411,111,2814
213051585,36,124,37,36,6,343,77,39,222,106,111,12,573,3,4,14,11,8,5,46,11,6,19,29,51,3,117,24,0,45,32,40,39,190,687,134,1124,649,831,135,3558
213051586,19,58,20,11,3,166,97,37,217,105,61,18,543,12,0,11,5,3,0,30,8,0,13,24,25,3,83,43,7,58,35,36,23,193,832,124,1253,630,492,146,3470
213051587,21,101,27,13,3,256,101,30,223,98,76,8,538,7,6,28,19,13,0,73,13,0,30,25,29,6,102,51,0,68,27,29,37,215,1066,124,1586,599,527,137,4047
213051588,41,148,52,37,13,429,132,53,340,189,150,32,884,9,4,20,20,12,3,67,28,5,30,58,62,9,196,69,0,91,67,64,47,343,1367,196,2123,1152,1051,244,6142
213051589,27,86,47,43,3,252,73,16,137,103,121,12,463,6,0,16,7,17,0,43,6,0,6,11,41,0,67,23,4,37,34,33,22,153,567,86,928,531,838,96,3040
213051590,47,130,69,66,11,389,66,49,168,167,191,16,648,8,0,21,16,25,0,73,15,0,24,27,88,4,156,14,6,36,23,72,22,168,484,160,1024,785,1496,149,4090
214011370,74,241,113,140,13,682,107,85,367,334,431,45,1360,0,0,17,14,35,3,73,6,8,30,60,266,0,373,8,10,59,63,183,48,376,416,229,1511,1463,3456,275,7344
214011371,118,372,120,99,17,910,199,133,578,335,432,44,1724,3,5,26,28,45,7,118,21,14,41,59,163,7,306,14,8,65,69,114,41,307,656,403,2083,1553,2937,242,7867
214011372,71,211,96,87,9,550,73,63,288,256,363,36,1068,4,5,15,24,31,0,76,9,0,17,50,156,5,242,9,3,41,40,143,36,264,286,217,1187,1095,2510,205,5498
214011373,131,395,99,80,18,914,148,103,488,240,213,29,1225,7,6,42,32,21,0,109,7,5,42,43,111,3,218,17,11,48,49,77,27,235,625,405,2158,1279,1983,180,6640
214011374,138,507,135,148,18,1088,105,114,462,348,475,38,1544,5,0,36,24,37,0,106,7,8,47,76,276,8,418,11,10,50,48,180,29,334,392,396,2000,1769,4207,244,9001
214011375,97,312,91,84,7,726,92,84,321,254,232,25,1016,9,4,35,11,38,0,95,6,3,33,46,138,4,229,18,0,36,41,94,26,229,453,296,1607,1144,2196,165,5854
214011376,62,197,76,73,7,477,74,41,249,181,233,31,811,8,3,18,20,30,5,80,9,4,24,50,143,0,231,16,5,51,45,73,20,210,358,181,1163,1058,1868,132,4766
214021377,55,207,52,55,5,435,59,37,226,147,144,15,630,9,0,21,19,19,0,70,3,0,20,27,118,0,176,3,3,31,29,68,29,156,242,161,1015,754,1595,144,3913
214021378,21,95,9,13,3,201,85,18,106,34,34,8,280,10,0,25,12,11,0,61,4,3,16,4,22,4,52,6,0,36,12,24,6,91,289,100,791,311,488,72,2066
214021379,97,305,104,141,10,772,87,70,318,269,369,36,1137,6,3,40,27,66,5,150,8,8,33,48,210,7,308,8,10,36,35,140,37,260,386,295,1498,1345,3546,229,7293
214021381,111,388,96,65,17,866,203,110,480,174,110,23,1099,12,14,39,17,23,3,115,15,8,42,41,94,9,208,17,4,93,35,43,30,223,851,434,2493,1164,1516,180,6645
214021382,117,436,110,79,13,901,140,114,448,196,228,26,1156,8,9,50,36,31,0,131,12,3,35,51,144,8,254,19,9,83,60,84,18,271,544,400,2131,1324,2124,216,6732
214021383,89,303,74,65,15,631,97,44,239,144,202,31,756,17,3,41,34,54,5,155,13,3,21,39,107,4,190,20,9,78,51,94,31,273,475,270,1671,1025,2113,230,5793
214021384,78,317,80,86,21,664,87,63,327,265,372,37,1150,5,0,30,28,55,4,122,12,10,32,49,161,9,259,7,0,36,44,104,34,229,294,230,1327,1153,2668,234,5907
214021385,89,318,101,117,14,752,86,80,299,261,341,31,1103,0,5,28,21,42,0,100,4,0,36,58,246,12,351,0,3,32,35,130,32,232,304,246,1348,1251,3095,204,6446
214021591,77,270,64,70,11,576,74,66,306,172,251,15,888,3,4,30,20,38,5,104,6,7,27,40,116,0,207,6,6,33,25,66,12,148,272,246,1204,893,1825,127,4558
214021592,53,171,53,37,5,401,104,57,224,120,111,25,633,6,10,14,11,14,5,50,9,3,11,19,58,5,101,3,10,40,18,28,15,121,318,193,1006,627,953,110,3206
215011386,23,90,22,25,0,182,29,37,111,134,169,15,503,0,3,7,3,10,0,25,0,0,9,8,66,0,82,0,3,0,6,34,16,60,116,88,400,363,981,102,2054
215011387,13,45,14,8,0,87,4,15,47,32,46,0,155,3,0,7,4,11,6,28,0,0,0,0,12,0,18,0,0,4,0,6,7,18,33,43,263,213,408,54,1014
215011388,77,266,63,102,10,581,105,76,374,312,392,29,1290,0,0,11,13,23,0,51,10,4,20,34,177,5,258,0,0,17,15,66,26,128,315,220,1128,922,2436,159,5186
215011389,16,45,15,19,4,108,11,22,54,42,62,3,195,0,0,7,0,9,0,21,0,0,3,8,28,0,43,6,0,3,7,18,8,37,53,66,212,219,550,54,1154
215011390,31,94,29,37,3,208,24,15,113,96,130,20,401,0,0,3,3,8,0,14,5,0,4,3,42,5,57,0,0,5,3,32,9,56,71,64,354,307,919,81,1794
215011391,7,33,12,11,0,70,3,11,44,37,69,10,183,0,0,4,3,6,0,12,0,0,0,0,20,4,30,0,0,6,0,12,0,19,20,34,159,155,450,44,866
215011392,22,80,25,39,5,195,28,28,134,107,202,18,523,0,0,20,14,23,0,60,4,4,0,13,38,0,60,7,0,4,10,18,8,44,108,91,469,403,1097,113,2291
215011393,9,31,10,11,4,73,7,13,38,28,29,3,125,0,0,0,0,0,0,3,0,0,0,0,11,0,11,0,0,0,0,8,3,17,29,43,157,148,317,42,726
215011394,24,74,34,34,4,176,16,23,85,81,143,21,369,0,0,0,4,3,0,10,0,0,9,11,42,0,58,0,0,3,6,20,13,48,55,68,297,296,820,74,1610
215021395,39,155,46,66,3,329,30,37,135,72,102,8,382,0,4,8,4,12,3,22,0,0,6,16,93,4,115,0,4,13,12,62,24,114,74,104,561,372,1174,100,2393
215021396,23,59,28,32,0,154,10,17,54,49,96,10,227,0,0,0,0,7,0,10,0,0,9,10,54,9,74,0,0,4,3,23,13,42,34,49,210,217,721,85,1312
215021398,12,56,15,23,0,99,12,4,54,27,54,5,150,0,0,0,0,8,0,6,0,0,3,7,30,0,36,0,0,0,6,15,14,37,30,24,182,134,499,40,919
215021399,27,64,22,32,3,167,16,13,56,61,85,0,237,0,0,3,3,7,0,12,0,0,9,8,71,3,92,0,0,9,10,30,21,71,52,61,254,270,875,83,1593
215021469,88,251,73,104,13,592,111,67,309,216,306,25,1029,4,0,6,14,21,0,50,3,4,16,27,123,4,177,3,5,19,28,69,40,164,300,225,1081,810,2044,201,4659
215021470,73,237,73,101,7,526,112,78,367,209,297,34,1098,0,3,16,12,20,0,46,5,4,9,37,119,5,186,5,0,19,20,76,31,151,258,213,1124,836,1965,189,4584
215031400,27,101,17,35,10,210,12,7,86,55,60,14,239,0,5,5,8,5,0,20,0,0,0,8,44,4,57,0,0,4,4,16,11,34,56,62,354,244,786,94,1589
215031401,15,70,15,13,3,126,20,22,50,63,75,10,236,0,0,4,0,7,0,10,0,0,0,4,63,0,69,0,0,9,8,43,13,72,49,53,288,245,901,99,1633
215031402,8,41,18,21,0,100,12,16,37,33,68,6,169,0,0,0,0,6,0,3,0,0,0,3,32,0,42,0,0,3,0,14,0,26,31,33,162,155,497,39,905
215031403,9,20,8,15,0,53,4,0,20,5,19,0,62,0,4,0,0,3,0,7,0,0,4,4,15,4,30,0,0,5,8,13,25,54,24,19,133,107,252,102,640
215031404,57,199,45,88,5,418,66,51,208,140,190,20,676,0,0,0,10,19,0,32,3,9,6,14,126,6,160,0,0,3,10,59,24,112,146,147,713,555,1516,113,3188
215031405,22,68,14,48,0,169,10,16,56,58,92,11,246,0,0,3,0,10,0,19,0,3,0,3,72,0,83,0,0,3,4,43,28,80,31,58,309,278,940,122,1739
216011406,62,228,43,82,7,472,91,85,308,192,325,47,1037,5,0,20,20,37,0,88,6,3,23,25,159,6,224,4,5,11,16,72,22,129,226,206,1043,716,2223,160,4568
216011407,39,126,47,43,0,285,28,29,158,146,225,22,610,0,0,4,4,19,5,35,4,5,12,28,127,6,175,3,0,8,14,60,31,115,98,110,596,538,1582,155,3077
216011408,9,47,13,19,0,93,6,13,63,34,67,9,201,0,0,0,0,5,0,6,0,0,0,8,34,0,52,0,0,4,5,19,5,34,31,30,221,199,606,57,1144
216011409,14,48,4,15,3,93,5,18,41,41,86,6,198,0,0,0,3,3,0,5,6,0,0,5,35,3,54,0,0,0,6,21,10,33,32,39,167,150,526,57,974
216011410,15,25,19,10,0,77,3,11,46,48,66,14,182,3,0,3,0,0,0,8,7,0,3,4,28,0,38,5,0,0,8,15,15,43,39,42,177,178,519,70,1023
216021411,22,57,25,30,0,143,13,13,55,66,65,14,223,0,0,4,0,6,0,12,0,0,6,15,39,5,69,0,3,4,7,31,14,63,51,49,261,260,727,89,1432
216021412,10,28,10,16,0,68,13,10,45,29,50,4,143,0,0,0,0,7,0,4,0,0,0,3,19,0,23,0,0,6,4,22,5,35,31,31,179,132,438,27,840
216021413,41,129,50,81,6,332,26,45,176,167,218,22,649,0,0,9,6,20,0,31,3,3,10,14,122,5,158,0,0,14,19,71,22,128,93,119,609,602,1789,184,3408
216021414,39,108,26,42,9,247,31,27,123,81,118,10,381,0,0,3,4,11,3,18,0,0,5,19,58,0,85,0,0,8,5,38,5,55,84,86,441,362,1067,90,2136
216031415,29,72,33,43,0,202,25,31,105,125,167,14,471,0,0,7,3,8,0,14,0,5,6,16,59,3,81,0,0,11,15,47,13,84,79,94,330,402,1017,69,1992
216031416,128,341,96,121,9,812,277,148,624,281,370,55,1755,0,0,10,5,26,0,43,7,6,27,49,165,8,259,17,6,24,36,79,28,182,616,366,1639,1025,2262,210,6112
216031418,13,63,23,33,3,157,28,26,63,59,62,4,240,0,0,0,0,3,0,10,0,3,7,9,42,0,65,0,0,0,7,31,9,48,91,63,253,221,597,60,1282
216031419,51,125,28,34,10,293,37,31,143,157,148,19,535,3,0,3,6,18,3,30,5,4,18,18,101,3,142,3,0,15,20,56,19,113,157,128,622,566,1358,124,2954
216031593,79,171,47,63,3,399,55,49,221,129,139,19,609,0,0,10,6,15,0,22,0,0,14,18,106,3,140,0,0,15,12,48,12,87,178,178,780,534,1198,76,2949
216031594,63,116,54,80,10,359,75,31,187,213,257,24,783,0,0,3,6,9,0,23,3,3,12,36,141,5,197,5,0,16,22,73,41,162,188,141,703,688,1703,194,3617
217011420,23,80,23,40,6,184,27,33,129,85,179,15,461,0,0,3,9,9,0,27,0,0,7,7,74,0,98,3,3,7,8,58,29,102,93,92,415,386,1354,120,2466
217011421,48,144,30,68,3,350,50,61,235,161,218,24,755,0,0,8,4,9,0,21,0,0,10,21,101,0,138,5,0,12,10,49,12,86,185,157,664,457,1483,94,3036
217011422,35,162,43,70,10,356,38,46,169,147,212,21,639,0,0,8,3,20,0,42,0,0,14,21,93,3,133,0,0,7,10,48,11,81,106,115,561,460,1521,120,2894
217011423,26,81,31,20,5,180,20,25,89,55,83,6,279,0,0,7,8,10,0,20,0,0,7,5,25,0,32,0,0,4,9,29,4,52,85,84,486,415,861,95,2029
217031471,13,57,5,20,3,109,17,14,48,27,75,16,194,0,0,3,0,3,0,9,3,0,4,4,14,0,25,0,0,4,0,20,4,33,53,33,202,105,463,46,912
217031472,43,152,40,71,0,337,46,30,150,153,263,23,668,0,0,10,6,14,0,27,3,0,5,24,130,3,163,0,0,0,11,47,25,84,143,103,616,542,1837,144,3389
217031473,21,68,24,26,0,166,20,34,105,56,91,18,319,4,0,7,11,4,0,23,3,0,4,9,42,0,61,4,0,9,4,33,19,69,96,84,381,326,916,90,1896
217031474,15,57,19,15,3,121,14,18,62,55,102,11,269,0,0,10,0,6,0,18,7,6,0,8,37,0,57,0,0,11,5,20,14,46,58,60,347,247,703,77,1491
217031475,22,76,32,32,0,170,13,13,75,51,92,17,260,0,5,3,3,6,0,23,0,0,0,5,43,0,57,0,0,13,4,41,21,82,69,70,438,341,1076,121,2113
217031476,17,57,13,10,0,123,29,15,62,31,37,4,176,0,0,9,5,11,3,31,7,0,3,6,10,6,29,3,0,8,9,20,3,44,145,58,351,210,444,38,1241
217041477,19,88,22,30,0,194,25,22,123,80,88,15,354,0,0,6,7,9,0,22,0,0,3,16,40,6,64,0,0,8,5,39,5,68,84,71,489,421,1027,94,2187
217041478,45,140,35,44,7,322,74,56,219,119,153,22,642,0,0,6,4,12,0,39,9,0,12,22,83,4,131,4,6,18,11,45,23,107,230,155,811,509,1374,149,3217
217041479,90,379,93,147,9,844,162,176,549,317,485,35,1727,3,4,17,23,40,0,91,0,4,22,45,215,6,298,5,4,19,20,98,25,172,410,371,1751,1161,3201,189,7089
217041480,77,254,58,88,9,598,156,81,384,205,258,27,1107,4,0,13,5,28,0,61,9,0,20,21,105,7,158,10,5,18,16,63,30,135,405,239,1226,718,1635,161,4385
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6
299999499,10,25,9,9,0,76,35,13,52,24,41,8,167,3,0,16,4,12,0,32,0,0,8,5,14,0,35,4,4,21,8,23,16,68,149,53,385,164,432,59,1239
