SA2_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
211011259,0,0,0,0,0,0,0,0,0,183,121,16,326,10,9,17,340,211,0,554
211011260,5,3,0,0,0,3,4,0,8,220,132,30,382,8,20,28,408,270,3,683
211011446,0,4,0,0,0,4,7,5,13,371,289,43,708,17,11,33,741,460,4,1204
211011447,0,5,0,0,0,5,3,0,7,233,183,23,443,13,10,25,466,266,6,738
211011448,6,5,0,0,0,5,0,0,8,252,179,24,457,7,13,22,474,219,8,703
211011449,0,0,0,0,0,0,0,0,0,60,52,7,112,0,6,8,118,54,0,178
211021261,0,0,0,0,0,0,0,0,5,153,103,17,277,8,12,24,301,163,5,469
211021262,0,0,0,0,0,0,0,3,3,105,75,12,188,0,3,4,195,73,0,269
211031263,0,0,0,0,0,0,5,7,7,175,145,22,341,3,3,10,355,182,4,544
211031265,3,3,0,0,0,3,0,0,6,259,195,17,468,9,8,12,485,195,3,686
211031266,0,5,0,0,0,5,6,0,11,261,201,36,497,20,14,31,527,269,9,803
211031267,0,0,0,0,0,0,7,0,8,299,199,24,520,6,8,19,538,291,3,834
211031268,0,0,0,0,0,0,8,3,9,132,73,14,217,3,6,12,222,107,4,333
211031450,0,0,0,0,0,0,0,3,10,297,207,41,545,10,17,21,570,270,11,854
211031451,0,0,0,0,0,0,3,6,8,225,153,16,390,4,3,7,400,199,8,606
211031452,0,0,0,0,0,0,0,0,0,74,59,11,142,0,6,7,149,83,0,236
211041269,0,5,0,0,0,5,0,0,3,147,95,9,245,4,12,13,265,202,3,464
211041270,0,0,0,0,0,0,5,0,7,209,129,11,349,3,0,10,362,244,3,614
211041271,0,0,0,0,0,0,0,0,0,145,106,10,260,5,10,13,271,166,0,433
211041272,0,0,0,0,0,0,0,0,4,137,93,9,240,5,3,4,246,165,3,412
211041273,0,0,0,0,0,0,3,4,5,150,70,10,228,3,5,12,241,160,4,405
211051274,4,4,0,0,0,4,0,0,3,139,118,20,281,0,4,4,285,115,4,408
211051275,0,0,0,0,0,0,0,0,8,154,105,28,296,0,9,10,303,161,0,469
211051276,0,3,0,0,0,3,0,0,11,165,178,35,372,8,13,22,386,207,4,594
211051277,0,0,0,0,0,0,4,4,8,177,129,22,332,5,5,10,340,178,9,532
211051278,0,4,0,0,0,4,3,6,10,283,235,30,545,7,10,19,565,266,10,835
211051279,0,0,0,0,0,0,0,0,0,68,63,8,130,0,0,0,136,69,0,201
211051280,0,0,0,0,0,0,0,0,3,78,52,9,138,0,0,3,139,75,0,218
211051281,3,5,0,0,0,5,3,10,11,348,283,40,676,11,16,26,699,330,15,1049
211051282,0,0,0,0,0,0,4,0,0,100,78,17,197,7,5,14,214,116,0,325
211051283,0,0,0,0,0,0,0,0,0,108,113,15,236,8,4,12,250,92,0,339
211051284,0,0,0,0,0,0,0,0,4,145,130,20,299,3,4,12,305,111,4,424
211051285,0,3,0,0,0,3,0,0,4,83,77,14,175,6,0,6,186,80,0,266
211051286,3,6,0,0,0,6,7,4,16,192,217,36,450,7,13,24,471,299,12,778
212011289,3,4,0,0,0,4,4,0,12,211,152,25,390,6,0,5,394,155,5,555
212011546,4,3,0,0,0,3,0,3,10,383,221,48,647,11,19,31,681,234,6,923
212011547,4,0,0,0,0,0,0,3,5,89,68,18,171,8,3,13,183,93,3,283
212011548,0,0,0,0,0,0,0,3,8,127,95,10,233,8,9,13,245,112,0,363
212011549,3,3,0,0,0,3,0,8,12,262,191,40,493,12,28,38,529,331,7,872
212011550,0,0,0,0,0,0,0,4,9,128,92,18,241,4,4,9,251,93,4,348
212011551,0,6,0,0,0,6,0,0,3,103,72,12,184,13,5,19,203,147,8,362
212011552,6,6,0,0,0,6,4,12,22,382,334,72,790,27,27,52,842,445,15,1304
212021293,8,6,0,0,0,6,3,0,7,320,201,34,555,14,14,29,583,271,7,864
212021295,0,0,0,0,0,0,5,10,17,124,90,24,244,10,15,32,265,363,16,646
212021297,0,5,0,0,0,5,6,5,14,123,88,16,225,7,15,25,251,226,8,486
212021299,0,0,0,0,0,0,0,0,6,53,45,10,99,0,4,7,108,61,3,175
212021453,0,3,0,0,0,3,0,3,6,136,95,20,248,15,7,21,267,216,5,491
212021454,0,0,0,0,0,0,0,4,3,149,103,25,272,13,10,22,297,257,10,559
212021455,3,5,0,0,0,5,0,8,10,196,135,21,360,10,11,18,377,192,10,582
212021456,0,0,0,0,0,0,0,8,8,193,167,19,378,19,19,32,409,306,8,729
212021553,0,0,0,0,0,0,3,3,9,286,130,18,434,9,10,23,454,174,5,637
212021554,0,0,0,0,0,0,3,0,4,163,109,18,290,4,8,10,307,138,0,443
212031300,7,7,0,0,0,7,6,8,24,322,240,48,608,18,31,54,660,519,20,1196
212031303,8,10,0,0,0,10,0,5,13,192,137,26,354,9,12,14,372,165,5,546
212031304,0,0,0,0,0,0,5,8,14,325,206,39,570,19,21,35,600,280,11,897
212031306,0,5,0,0,0,5,5,0,8,193,82,21,305,4,13,19,317,181,11,511
212031308,0,0,0,0,0,0,3,0,3,87,101,11,196,0,0,0,200,71,0,278
212031457,0,7,0,0,0,7,0,3,8,148,109,6,260,15,5,20,278,163,8,446
212031458,0,5,0,0,0,5,0,0,8,243,160,28,432,13,13,20,450,274,3,728
212031555,0,0,0,0,0,0,0,0,0,101,75,8,178,0,4,6,184,82,0,271
212031556,0,0,0,0,0,0,0,0,0,147,73,16,229,9,7,18,245,117,0,367
212031557,0,4,0,0,0,4,5,3,9,282,204,48,528,15,12,25,553,284,9,851
212031558,0,0,0,0,0,0,0,4,4,164,87,17,264,5,7,20,283,137,11,430
212031559,0,0,0,0,0,0,0,0,6,180,111,22,305,11,13,22,331,144,0,472
212031560,0,0,0,0,0,0,9,0,12,169,117,23,306,9,15,23,334,242,7,582
212031561,0,0,0,0,0,0,8,4,12,172,127,22,322,15,14,32,351,244,9,609
212031562,0,0,0,0,0,4,0,7,10,182,126,30,339,16,9,22,363,283,9,665
212041309,0,0,0,0,0,0,0,6,4,125,90,23,236,9,13,15,255,250,3,505
212041310,0,0,0,0,0,0,4,3,8,125,101,17,234,15,7,19,261,311,8,581
212041312,3,4,0,0,0,4,3,15,21,275,198,39,513,25,43,64,575,517,20,1117
212041313,0,5,0,0,0,5,0,0,0,131,103,16,254,0,6,9,264,133,0,390
212041316,0,4,0,0,0,3,4,0,13,88,68,8,165,0,4,9,174,197,4,375
212041317,4,4,0,0,0,3,6,10,22,197,180,24,396,21,19,42,442,604,27,1072
212041318,0,0,0,0,0,0,3,4,7,172,130,16,320,19,19,38,358,347,13,716
212041459,0,5,0,0,0,5,3,7,7,137,132,13,278,11,12,24,300,263,10,573
212041460,0,8,0,0,0,8,3,13,18,244,189,37,469,26,23,48,521,524,21,1064
212041563,0,0,0,0,0,0,13,13,24,180,148,29,364,35,38,67,427,567,30,1023
212041564,0,0,0,0,0,0,6,3,9,72,55,10,137,10,4,14,145,208,7,360
212041565,3,7,0,0,0,7,4,5,12,181,143,29,352,11,18,27,385,379,11,772
212041566,0,5,0,0,0,5,0,0,3,213,99,20,325,9,3,18,342,173,5,520
212051319,0,4,0,0,0,4,4,3,9,264,159,23,446,12,14,27,476,334,10,818
212051321,3,4,0,0,0,4,0,0,5,210,165,26,401,8,19,30,430,349,0,779
212051322,0,0,0,0,0,0,0,9,12,196,188,26,410,6,12,20,429,374,14,819
212051323,0,0,0,0,0,0,0,6,5,196,157,20,370,10,16,18,393,238,10,636
212051324,0,0,0,0,0,0,4,3,3,214,147,22,387,10,9,17,401,290,4,689
212051325,0,5,0,0,0,5,6,3,7,239,164,35,438,8,14,21,460,318,7,788
212051326,3,3,0,0,0,3,3,3,11,272,201,29,500,12,16,21,522,355,10,890
212051327,0,0,0,0,0,0,6,3,3,209,132,18,359,9,13,24,380,325,4,710
212051567,0,0,0,0,0,0,7,0,4,50,42,10,103,6,8,15,120,90,3,213
212051568,0,0,0,0,0,0,3,0,7,78,81,12,175,5,4,10,176,170,4,352
213011328,0,3,0,0,0,3,4,9,11,85,80,17,184,9,20,33,216,147,5,371
213011329,0,0,0,0,0,0,0,3,13,124,84,29,233,12,25,32,268,195,9,470
213011331,0,0,0,0,0,0,5,5,8,125,84,20,233,14,21,33,267,185,12,466
213011332,0,0,0,0,0,0,3,4,6,199,144,28,368,22,13,35,404,322,14,738
213011333,0,0,0,0,0,0,9,15,21,159,164,27,351,12,39,49,402,484,22,911
213011334,0,0,0,0,0,3,20,16,36,198,216,43,454,49,39,85,541,703,29,1266
213011335,8,9,0,0,0,9,3,7,20,196,162,48,406,42,40,77,486,541,19,1054
213011336,0,0,0,0,0,0,4,3,8,89,102,23,213,17,9,25,240,226,6,471
213011337,0,0,0,0,0,0,6,10,15,143,121,18,280,23,20,42,325,372,16,710
213011338,0,3,0,0,0,3,4,12,22,242,152,26,414,33,36,70,485,594,19,1101
213011339,0,0,0,0,0,0,0,3,9,210,131,27,369,8,14,23,392,213,7,612
213011340,0,5,4,0,4,3,0,3,5,219,144,26,384,11,7,25,407,203,9,619
213011569,5,5,0,0,0,6,7,12,29,231,174,40,445,34,35,64,505,442,23,974
213011570,0,0,0,0,0,0,0,4,3,108,73,15,190,12,11,20,209,115,7,333
213021341,5,6,0,0,0,6,4,3,7,211,102,21,338,11,9,22,355,203,8,567
213021342,0,0,0,0,0,0,4,12,17,274,197,43,511,35,12,48,561,418,15,987
213021343,0,0,0,0,0,0,0,3,5,190,119,22,335,14,15,33,362,332,5,705
213021344,0,0,0,0,0,0,3,0,8,279,144,22,450,13,11,21,467,211,6,683
213021345,0,0,0,0,0,0,0,0,4,69,51,8,126,3,5,8,137,81,0,218
213021346,0,0,0,0,0,0,4,3,10,233,111,32,372,15,5,18,393,161,3,555
213031347,0,0,0,0,0,0,8,11,18,236,164,43,447,27,27,52,494,505,22,1023
213031348,0,0,0,0,0,3,0,3,6,184,107,13,305,16,16,25,335,261,9,598
213031349,0,0,0,0,0,0,0,0,6,166,89,16,267,14,7,19,290,156,3,454
213031350,0,0,0,0,0,0,0,0,4,112,62,4,178,0,5,5,181,110,0,300
213031351,0,0,0,0,0,0,0,0,0,146,98,13,255,10,12,19,278,151,5,433
213031352,0,0,0,0,0,0,0,0,4,170,112,9,291,11,6,18,306,206,6,521
213041353,0,0,0,0,0,6,4,3,12,371,259,40,669,25,25,44,714,413,7,1136
213041358,3,9,0,0,0,9,4,9,24,311,269,70,646,34,39,74,718,506,15,1239
213041359,0,5,0,0,0,5,4,5,7,131,97,20,250,16,15,28,274,148,7,429
213041360,0,4,0,0,0,4,0,0,7,241,136,41,416,16,13,32,449,203,0,650
213041461,0,0,0,0,0,0,0,0,4,50,43,16,109,5,4,10,118,68,3,184
213041462,0,0,0,0,0,0,0,0,0,81,45,6,130,8,4,14,144,83,4,233
213041463,0,3,0,0,0,3,0,0,7,296,197,39,531,20,20,49,577,286,7,873
213041571,0,8,0,0,0,8,5,0,10,132,83,17,234,17,9,30,260,193,0,456
213041572,0,0,0,0,0,0,0,0,0,76,61,14,152,8,9,14,164,80,0,244
213041573,0,0,0,0,0,0,0,0,0,29,14,3,50,0,0,0,49,26,0,79
213041574,5,3,0,0,0,3,0,3,7,173,70,13,267,7,4,8,276,116,4,395
213041575,0,9,0,0,0,9,4,0,13,240,151,30,422,15,13,30,457,208,4,670
213041576,0,0,0,0,0,0,4,4,7,158,147,21,319,15,27,43,360,292,3,663
213041577,0,0,0,0,0,0,10,3,16,76,75,15,169,12,16,28,204,331,3,540
213041578,4,6,0,0,0,9,10,9,28,201,176,42,422,33,30,62,477,497,15,994
213051361,0,3,0,0,0,3,6,6,10,285,178,32,498,32,19,53,551,332,10,888
213051362,0,4,0,0,0,4,4,16,19,252,175,41,467,20,19,45,511,407,14,934
213051363,0,3,0,0,0,0,0,0,6,126,80,14,224,15,5,19,239,182,5,426
213051368,0,0,0,0,0,0,3,9,13,219,145,26,390,14,21,29,423,265,12,702
213051464,0,4,0,0,0,4,3,3,4,233,125,30,388,18,18,42,431,216,7,649
213051466,0,4,0,0,0,4,0,4,8,209,120,25,350,20,20,40,392,154,5,554
213051467,3,4,0,0,0,7,10,11,23,282,178,40,497,27,25,53,550,542,20,1102
213051468,5,6,0,0,0,6,4,14,23,301,219,56,574,23,20,41,620,369,16,1001
213051579,0,0,0,0,0,0,0,4,5,119,81,20,223,12,9,19,245,108,4,357
213051580,0,3,0,0,0,3,4,3,6,190,124,17,333,10,3,19,351,163,10,518
213051581,0,3,0,0,0,3,0,0,7,119,62,13,202,15,3,21,227,91,3,321
213051582,0,4,0,0,0,4,0,5,11,65,44,13,125,10,11,18,140,91,10,240
213051583,3,5,0,0,0,5,5,3,16,265,153,32,447,29,23,50,497,240,10,751
213051584,0,0,0,0,0,0,0,0,3,54,27,6,90,4,6,16,102,43,0,146
213051585,0,0,0,0,0,0,0,6,5,126,75,17,221,11,12,25,243,139,3,387
213051586,0,0,0,0,0,0,0,5,5,56,45,8,102,6,9,12,113,56,5,178
213051587,0,0,0,0,0,0,0,4,6,82,49,7,142,5,3,5,144,83,5,233
213051588,0,3,0,0,0,3,3,7,12,163,110,32,305,15,20,28,338,208,4,549
213051589,4,0,0,0,0,0,4,0,7,123,91,17,236,18,11,26,256,203,0,467
213051590,0,0,4,0,4,3,4,10,14,199,152,21,371,24,22,37,413,311,13,731
214011370,3,6,0,0,0,6,9,6,23,419,357,53,829,23,22,44,864,433,11,1313
214011371,6,9,0,0,0,9,15,10,32,422,385,55,862,26,26,61,922,534,21,1480
214011372,6,3,0,0,0,6,10,20,41,337,293,59,688,24,22,43,735,654,27,1410
214011373,0,9,0,0,0,9,4,0,12,284,190,26,494,8,8,14,510,211,4,726
214011374,4,4,0,0,0,4,5,4,11,383,297,47,731,22,10,31,758,335,12,1107
214011375,0,5,0,0,0,8,8,6,19,283,247,33,555,21,26,47,610,381,8,1002
214011376,0,4,0,0,0,4,4,6,10,217,151,17,384,6,3,10,398,150,4,552
214021377,0,4,0,0,0,4,7,3,11,187,156,32,372,10,12,20,389,181,9,581
214021378,0,0,0,0,0,0,0,0,0,36,43,6,88,0,0,0,89,54,0,142
214021379,4,3,0,0,0,3,12,10,30,285,329,51,667,15,17,32,699,418,20,1136
214021381,0,0,0,0,0,0,0,0,7,187,131,14,336,10,11,14,351,147,4,503
214021382,4,0,0,0,0,0,3,3,11,234,198,34,467,4,6,13,482,163,3,655
214021383,4,5,0,0,0,5,6,8,15,163,185,37,389,12,5,20,407,292,14,712
214021384,4,4,0,0,0,4,14,10,22,261,310,80,651,13,21,40,691,478,21,1191
214021385,0,0,0,0,0,0,5,4,13,259,252,50,554,7,11,25,577,262,10,853
214021591,0,0,0,0,0,0,4,3,12,210,200,21,438,10,6,11,455,248,8,715
214021592,0,0,0,0,0,0,6,0,11,150,117,22,285,4,3,8,293,161,0,454
215011386,0,0,0,0,0,0,3,0,7,103,106,18,223,13,9,17,239,145,3,392
215011387,0,0,0,0,0,0,3,0,3,21,18,5,48,0,0,0,50,39,0,87
215011388,4,4,0,0,0,4,5,8,10,197,206,34,438,8,13,23,458,296,7,764
215011389,0,0,0,0,0,0,0,3,3,35,23,0,57,0,0,0,59,34,7,95
215011390,0,0,0,0,0,0,3,3,7,41,55,14,110,4,3,7,120,97,5,218
215011391,0,0,0,0,0,0,0,0,0,30,38,5,70,4,3,4,76,53,4,132
215011392,0,0,0,0,0,0,6,5,10,64,77,9,154,6,0,3,158,140,4,308
215011393,0,0,0,0,0,0,4,5,5,17,14,6,32,5,0,5,31,38,3,76
215011394,0,3,0,0,0,3,3,0,6,48,58,13,115,0,0,3,124,125,3,246
215021395,0,0,0,0,0,0,3,0,3,84,48,7,138,5,0,5,143,80,3,227
215021396,5,5,0,0,0,5,0,0,7,79,36,14,131,8,5,11,138,70,4,210
215021398,0,0,0,0,0,0,3,3,3,34,16,3,45,4,0,8,50,44,9,99
215021399,0,0,0,0,0,0,3,5,6,74,56,6,138,9,4,12,146,107,4,261
215021469,0,6,0,0,0,6,21,17,37,288,242,34,567,19,31,48,611,453,21,1084
215021470,4,6,0,0,0,6,6,3,18,254,192,37,488,14,19,29,522,290,9,816
215031400,0,0,0,0,0,0,4,3,5,45,48,0,93,9,3,11,101,91,7,194
215031401,0,3,0,0,0,3,4,3,8,49,52,10,113,3,4,11,118,87,0,209
215031402,0,0,0,0,0,0,7,3,13,29,30,5,63,9,3,8,72,91,3,171
215031403,0,0,0,0,0,0,0,0,0,20,18,0,39,0,7,4,46,63,5,113
215031404,0,4,0,0,0,4,0,3,6,139,130,25,293,10,7,15,308,184,4,499
215031405,0,0,0,0,0,0,8,0,10,53,38,5,99,4,0,3,104,76,0,184
216011406,3,4,0,0,0,6,6,7,15,186,192,39,423,10,14,19,437,293,4,738
216011407,0,3,0,0,0,3,3,7,13,129,123,22,269,3,14,15,286,189,5,483
216011408,0,0,0,0,0,0,3,0,3,38,32,8,78,3,0,3,80,43,0,127
216011409,0,0,0,0,0,0,0,4,7,30,43,9,83,0,0,0,86,63,5,149
216011410,0,0,0,0,0,0,0,0,0,32,42,10,86,0,0,6,91,77,6,166
216021411,0,0,0,0,0,0,0,4,4,68,67,9,146,10,12,17,156,113,4,276
216021412,0,0,0,0,0,0,0,0,0,26,30,0,54,5,0,8,60,41,0,105
216021413,0,10,0,0,0,10,10,0,18,130,154,10,292,11,4,15,312,213,9,526
216021414,0,0,0,0,0,0,4,5,7,78,104,24,202,0,7,7,210,122,5,343
216031415,0,0,0,0,0,0,4,8,14,132,108,17,260,9,10,21,274,223,11,513
216031416,0,3,0,0,0,4,10,13,28,245,224,30,505,19,25,39,540,346,23,918
216031418,0,0,0,0,0,0,0,0,0,38,31,5,72,0,8,3,81,40,0,123
216031419,0,0,0,0,0,0,4,11,15,98,82,11,194,0,0,3,200,150,12,365
216031593,0,0,0,0,0,0,0,0,4,108,67,14,189,0,0,3,190,69,6,268
216031594,0,4,0,0,0,9,9,4,20,180,224,42,441,16,24,36,478,379,12,872
217011420,0,0,0,0,0,0,0,11,8,67,75,9,150,0,4,7,159,101,8,273
217011421,0,0,0,0,0,0,3,5,5,119,124,17,256,6,8,13,269,158,8,439
217011422,0,4,0,0,0,4,5,6,12,133,133,21,283,13,15,27,314,232,11,554
217011423,0,0,0,0,0,0,0,0,0,53,50,5,106,6,0,5,114,63,5,181
217031471,0,0,0,0,0,0,4,0,4,31,45,0,78,0,0,3,80,56,5,142
217031472,0,0,0,0,0,0,5,4,8,135,167,32,336,4,5,5,342,190,9,543
217031473,0,0,0,0,0,0,0,4,4,47,43,3,90,0,8,8,91,56,4,157
217031474,0,0,0,0,0,0,0,0,3,47,52,6,102,0,3,7,107,91,6,209
217031475,0,0,0,0,0,0,0,0,4,60,76,9,149,0,9,9,151,86,5,248
217031476,0,0,0,0,0,0,0,0,0,34,40,3,78,0,0,5,78,59,6,137
217041477,0,0,0,0,0,0,0,0,0,63,69,7,139,8,0,8,139,106,0,247
217041478,6,8,0,0,0,8,3,9,16,91,101,17,211,7,10,14,224,104,6,336
217041479,0,4,0,0,0,4,9,7,13,315,349,44,715,11,19,34,748,341,13,1108
217041480,0,0,0,0,0,0,5,3,7,155,156,36,348,7,6,12,361,180,6,548
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
