SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
213011332,22,16,18,6,13,0,76,0,4,5,0,0,0,11,4,8,6,3,4,0,25,13,7,9,0,5,0,27,13,10,13,3,4,0,46,18,12,15,8,10,0,58,20,29,19,9,8,0,91,13,34,16,7,15,0,90,33,46,14,4,12,0,107,32,58,24,8,7,3,136,17,41,23,13,4,0,100,40,68,29,8,11,0,152,18,25,10,4,0,0,63,5,30,6,0,8,0,50,17,35,12,0,0,0,69,23,44,15,0,0,0,84,11,11,9,3,6,0,35,4,7,3,0,0,0,11,17,42,28,5,13,0,103,319,519,254,92,133,11,1333
213011333,26,18,21,6,15,0,90,4,4,7,4,0,0,19,4,7,4,4,8,0,32,13,11,3,0,4,0,31,12,9,8,7,16,0,56,7,15,23,8,13,0,80,23,35,14,6,18,4,102,23,59,26,22,24,0,151,28,59,18,18,16,3,147,26,72,23,11,16,6,155,24,58,15,9,9,0,115,28,75,20,15,14,0,156,5,29,7,3,3,0,49,4,14,5,4,3,0,35,0,14,6,4,4,0,27,9,18,9,0,6,0,40,7,10,0,0,0,0,18,4,3,10,8,0,0,18,28,27,15,4,16,3,92,276,552,236,131,179,31,1409
213011334,19,15,16,3,11,4,80,4,0,3,0,4,0,13,16,7,8,0,6,0,39,3,12,8,0,8,0,33,7,15,9,8,5,0,44,10,21,13,16,14,0,76,20,32,20,20,30,5,117,34,51,18,16,24,0,147,42,39,18,14,24,5,148,42,50,15,11,12,8,136,22,37,11,12,11,0,92,34,66,21,23,17,3,163,16,15,3,7,5,0,45,5,17,8,4,0,0,34,9,12,5,4,6,0,35,6,25,12,0,8,0,51,3,12,6,0,6,0,20,6,6,0,0,0,0,9,26,35,16,10,23,4,112,326,467,211,158,197,35,1391
213011335,17,27,31,8,16,0,92,3,9,3,0,0,0,17,9,7,9,7,13,6,37,12,3,18,7,4,0,37,12,6,10,8,6,5,48,17,13,17,8,15,0,59,21,39,29,17,17,5,113,24,33,28,10,18,4,117,23,36,19,18,16,4,112,23,44,9,14,17,3,109,18,34,20,14,3,3,91,34,52,14,18,16,0,136,10,20,3,3,0,0,41,13,22,5,9,5,0,56,10,27,6,4,0,0,53,14,27,3,0,4,0,52,5,6,0,0,0,0,19,3,6,5,0,0,0,16,18,10,31,9,23,7,99,281,424,264,147,172,33,1317
213011336,8,13,0,3,4,4,33,0,0,0,0,0,0,3,6,5,4,0,6,0,18,0,9,0,0,3,0,19,4,8,6,3,5,0,26,4,13,10,3,5,0,33,10,18,12,5,3,3,45,12,21,5,4,14,0,56,8,21,12,4,5,0,47,18,26,6,7,3,0,53,19,23,0,0,0,0,54,23,45,4,3,8,0,90,16,27,0,0,0,0,46,11,20,3,0,5,0,38,21,27,8,3,0,0,60,23,53,11,5,0,0,94,8,17,5,0,0,0,25,11,9,4,0,0,0,16,7,15,12,7,5,0,39,202,357,105,44,69,13,798
213011337,15,14,17,0,5,0,61,0,4,0,3,3,0,18,4,0,9,4,0,0,20,5,5,3,0,0,0,10,5,4,3,0,8,0,28,12,3,9,0,4,0,32,13,22,13,0,5,0,51,20,16,14,7,17,0,75,10,28,15,10,7,4,79,19,36,14,7,10,0,85,11,21,8,6,8,0,61,23,49,14,16,20,6,125,14,21,5,4,0,0,50,7,22,0,5,3,0,38,14,25,6,3,9,0,59,20,43,16,0,4,0,87,3,9,3,0,0,0,20,5,13,4,0,0,0,18,15,22,22,8,13,3,82,225,368,178,81,119,15,988
213011338,11,23,27,6,9,3,90,3,4,9,4,0,0,19,7,7,6,4,9,0,32,6,8,14,4,4,0,36,12,8,20,5,9,0,50,10,17,17,0,12,0,63,17,33,22,13,13,3,89,31,48,26,15,9,0,138,25,56,21,13,12,0,123,28,68,21,15,12,0,146,26,56,10,14,12,0,123,42,86,38,12,12,3,194,28,42,0,4,5,0,84,25,33,3,5,0,0,66,29,48,8,9,0,0,89,18,41,5,6,7,0,79,0,21,3,4,0,0,27,0,3,3,0,0,0,17,19,41,26,5,25,0,116,364,643,269,137,166,17,1587
213011339,12,17,6,0,10,0,45,3,0,0,0,0,0,9,9,4,7,0,3,0,25,3,0,10,4,3,0,20,13,17,8,4,11,0,48,15,15,14,4,8,0,54,20,21,17,10,20,0,93,27,45,21,5,20,0,116,15,45,29,10,9,3,105,28,63,29,11,10,6,145,18,34,15,0,3,0,81,37,63,38,9,12,0,158,18,22,6,3,4,0,62,9,28,7,0,7,0,53,11,24,10,4,0,0,52,10,22,12,3,0,0,57,3,10,8,0,0,0,25,6,8,11,3,0,0,26,18,28,34,9,18,7,114,279,473,296,79,142,20,1289
213011340,32,19,29,4,11,0,96,7,5,11,0,0,0,28,19,8,17,3,3,0,47,12,12,14,3,3,0,42,10,15,19,0,10,0,55,10,18,37,9,15,0,90,29,30,40,3,12,0,114,28,38,38,6,9,0,115,20,34,47,5,12,0,124,13,55,45,7,6,0,125,13,29,23,5,0,0,79,32,93,62,9,18,0,213,16,37,17,0,0,0,76,19,46,9,0,4,0,80,29,65,25,10,9,0,133,32,102,48,14,4,0,203,12,35,20,0,0,0,69,12,28,14,0,0,0,54,33,58,69,4,17,0,184,369,729,583,76,141,14,1920
213011569,15,18,11,10,9,3,72,0,9,6,0,0,0,18,8,4,11,0,8,0,24,4,5,7,3,4,0,26,17,11,8,7,11,4,52,12,18,16,6,6,0,61,27,45,13,9,22,0,123,49,63,29,27,24,5,193,35,75,32,19,19,3,179,46,102,20,20,25,0,216,34,83,14,12,8,3,156,69,128,33,16,9,8,249,25,51,6,6,0,0,88,23,30,7,4,3,0,75,25,33,18,3,8,0,90,19,47,20,4,9,0,93,11,11,0,0,0,0,25,0,8,5,4,5,0,23,29,55,22,18,15,0,141,450,793,288,163,180,30,1903
213011570,6,15,7,3,4,0,40,0,8,0,0,0,0,12,3,4,4,0,0,0,16,6,7,9,0,0,0,16,3,12,5,0,0,0,21,5,18,4,3,3,0,30,12,22,14,9,9,0,56,11,39,16,7,10,0,80,20,64,17,8,5,0,123,17,56,15,10,6,0,103,18,82,10,6,4,0,126,33,135,28,16,14,0,220,9,54,3,3,5,0,81,14,33,3,0,3,0,55,18,63,13,3,3,6,101,22,55,21,3,8,0,108,9,21,5,0,0,0,41,5,19,0,0,0,0,21,18,47,12,4,7,0,81,230,752,184,93,73,8,1344
213021341,20,18,6,0,0,0,41,0,0,0,0,0,0,0,4,3,3,3,3,0,20,0,6,0,0,4,0,11,13,7,9,0,0,0,30,12,15,16,0,4,0,46,21,21,8,6,6,0,67,18,25,14,4,3,0,60,6,38,10,9,0,0,64,22,37,12,14,3,0,87,19,27,10,4,0,0,56,29,67,20,5,12,0,134,29,33,6,0,0,0,68,24,41,6,0,3,0,70,36,73,12,4,3,0,131,80,153,22,12,0,4,268,24,76,17,4,0,0,122,20,32,13,4,0,0,68,26,24,9,0,9,6,71,415,694,186,59,72,3,1434
213021342,18,18,27,3,9,4,78,9,3,4,0,0,0,24,12,3,14,8,8,0,47,7,9,10,3,12,0,34,17,17,17,0,11,0,65,21,23,20,8,24,0,97,24,51,30,9,17,3,131,35,52,31,9,19,4,145,43,62,26,9,7,0,148,36,82,30,10,11,0,165,22,61,19,12,4,4,121,69,117,34,16,12,0,245,44,49,3,3,0,4,101,19,52,5,0,6,0,83,47,83,12,4,9,0,159,32,66,18,4,3,0,124,12,26,3,0,0,0,40,7,16,4,0,7,0,34,37,40,31,6,12,0,124,506,828,339,113,161,20,1970
213021343,12,25,7,0,13,0,52,4,4,0,0,0,0,10,0,3,5,0,5,0,10,3,0,4,4,4,0,13,3,11,3,3,0,0,22,7,7,4,4,8,0,34,4,21,10,4,3,0,47,8,24,9,0,9,0,47,11,35,10,5,7,3,77,29,36,7,8,7,0,83,29,41,8,6,4,0,84,60,80,12,8,9,0,166,31,55,4,0,0,0,100,28,53,6,3,0,0,94,66,88,5,6,5,0,174,69,136,19,8,5,0,235,26,27,0,6,0,0,63,8,28,0,0,0,0,39,15,54,15,0,6,0,101,428,730,130,75,76,8,1447
213021344,24,23,20,0,6,3,69,0,4,5,0,0,0,15,4,8,5,0,0,0,24,7,9,5,3,0,0,21,9,11,11,4,4,0,36,7,20,6,3,8,0,39,6,32,18,3,10,0,69,16,42,16,4,7,0,81,18,46,17,5,6,0,84,24,42,19,3,10,0,100,23,44,13,8,4,0,89,47,107,32,5,12,5,201,42,62,8,7,3,0,119,45,89,4,7,3,0,145,84,141,24,8,5,0,259,128,325,42,21,13,0,526,57,162,18,9,4,0,251,39,93,16,7,3,0,158,32,55,23,0,6,3,124,620,1302,289,106,101,15,2432
213021345,6,7,10,0,3,0,24,0,0,5,0,0,0,14,0,3,0,0,0,0,8,0,0,3,0,0,0,6,0,9,4,0,3,0,13,9,3,9,3,5,0,36,9,16,11,0,6,0,38,4,18,8,4,4,0,38,13,30,10,4,6,0,59,10,26,13,4,3,0,55,8,27,8,0,0,0,49,19,58,11,8,3,0,92,16,32,4,4,0,0,49,3,16,3,0,0,0,36,7,27,3,4,3,0,51,4,25,7,0,0,0,38,3,3,0,0,0,0,15,0,10,0,0,0,0,12,13,16,18,0,5,0,49,131,334,120,31,46,3,666
213021346,23,20,26,0,6,0,87,6,0,3,0,3,0,16,7,3,8,0,3,0,26,6,4,6,0,0,0,12,12,11,14,0,3,0,39,10,12,13,0,0,0,36,18,8,10,3,0,0,49,26,14,20,3,3,5,65,17,19,9,5,4,0,63,19,16,20,0,9,0,64,12,19,6,5,3,0,44,34,55,21,3,9,4,124,17,18,7,4,0,0,43,15,41,10,3,6,0,75,24,52,22,6,5,0,110,60,181,40,13,8,0,306,37,130,42,9,3,0,220,42,187,38,8,6,0,286,32,49,29,4,3,3,124,414,855,342,79,80,12,1777
213031347,18,30,20,5,14,0,91,3,0,5,0,4,0,16,3,5,4,0,9,0,14,6,6,7,0,3,0,28,11,7,8,6,0,6,30,10,13,4,3,10,0,38,25,29,15,4,9,0,90,29,30,13,15,16,4,98,35,44,19,11,5,4,115,36,44,15,7,11,0,124,45,45,13,4,10,0,128,90,92,26,15,8,3,231,39,52,3,4,8,0,110,38,38,8,8,7,5,97,60,53,4,0,9,0,126,60,83,20,14,8,3,185,15,36,7,3,6,0,71,15,17,4,0,0,0,41,33,46,19,7,24,3,124,565,684,204,116,151,33,1764
213031348,23,11,11,0,4,0,52,3,0,0,0,0,0,9,3,0,3,0,0,0,9,5,0,3,0,0,0,9,11,0,0,0,0,0,15,17,8,3,5,4,0,34,13,17,0,11,4,0,42,36,16,7,12,0,5,78,34,34,5,4,11,0,86,48,29,0,5,4,0,89,33,20,5,3,3,6,68,60,57,6,7,8,0,140,33,33,0,7,0,0,77,31,38,0,3,8,0,84,52,51,8,4,3,0,116,75,81,14,3,6,0,187,32,34,6,4,5,0,70,22,18,0,0,0,0,35,29,19,4,3,0,5,62,565,470,84,71,61,23,1270
213031349,10,21,23,0,10,0,64,3,0,4,0,0,0,13,6,8,4,6,0,0,23,0,3,0,0,3,0,7,6,8,7,0,8,0,23,15,5,11,0,7,0,32,21,15,12,5,4,0,50,27,24,11,6,6,0,71,29,25,9,9,6,0,73,33,21,17,3,3,3,76,19,22,8,5,3,0,66,48,52,19,6,5,4,132,25,31,4,0,5,0,64,23,29,7,0,4,0,60,37,34,12,8,7,4,105,40,99,16,10,12,0,179,25,41,15,5,5,0,90,28,30,13,5,4,0,82,21,30,18,0,11,3,78,412,494,220,65,94,18,1295
213031350,9,9,10,0,4,0,40,0,0,3,0,0,0,8,5,3,4,0,0,0,10,4,4,4,0,0,0,7,3,9,3,3,0,0,17,10,0,6,0,0,5,20,11,13,3,4,4,5,30,14,18,9,0,0,0,45,10,24,4,3,3,0,44,18,32,3,3,3,0,62,15,22,4,9,0,0,48,21,48,4,8,3,0,83,20,24,6,4,0,0,47,14,27,3,0,0,0,49,43,82,7,5,3,0,137,89,167,16,11,0,0,287,31,81,9,0,0,0,123,21,44,10,3,3,0,73,11,15,5,0,3,0,34,353,629,96,54,28,8,1159
213031351,7,18,4,0,5,0,41,0,3,0,0,0,0,9,4,7,0,0,0,0,14,5,0,0,0,3,0,13,5,10,4,0,3,3,27,12,12,4,3,7,0,34,14,16,9,4,4,3,51,16,29,12,0,0,0,60,16,28,8,3,3,0,54,29,23,8,16,8,0,76,20,32,4,0,3,4,65,40,81,14,12,9,0,143,32,38,0,5,0,0,83,17,48,8,0,0,0,72,54,76,10,5,5,0,143,71,129,9,9,4,0,217,20,52,4,9,0,0,83,17,23,0,0,0,0,40,14,32,9,4,3,0,55,389,650,112,69,63,13,1285
213031352,25,32,16,7,4,3,84,3,5,3,0,0,0,15,11,5,6,0,0,0,21,5,8,6,0,6,0,19,10,8,6,0,0,0,26,13,12,5,0,0,0,32,21,21,16,0,6,4,66,17,23,9,5,0,0,54,19,32,4,6,0,4,72,24,36,16,0,3,0,81,20,29,10,3,0,0,67,46,70,28,4,10,0,162,22,46,3,7,9,0,77,34,56,7,5,0,0,107,62,97,6,8,0,0,180,120,257,29,17,8,0,430,51,127,20,6,0,0,202,32,101,14,5,4,0,149,26,32,14,4,4,0,77,561,998,219,89,59,12,1929
213041353,38,24,24,3,0,0,95,3,8,10,0,3,0,25,18,18,13,3,10,0,56,10,3,14,5,8,0,39,18,11,23,8,7,0,71,42,45,26,12,16,4,139,47,60,41,23,10,0,187,88,128,51,26,36,6,330,83,173,52,25,24,0,357,116,229,50,27,16,0,443,113,192,29,15,11,0,367,158,237,54,28,9,4,489,43,105,26,6,6,0,185,34,62,20,5,4,0,123,43,122,26,8,9,0,217,65,128,43,6,12,0,266,20,32,15,3,0,0,64,11,14,11,5,0,0,42,75,99,28,18,16,3,235,1036,1695,554,234,198,23,3738
213041358,27,21,11,9,3,3,73,14,4,4,0,0,0,23,15,7,9,0,6,0,42,14,9,8,7,7,0,45,17,20,13,8,15,0,73,25,38,24,13,19,0,118,34,73,26,13,17,4,157,71,133,51,28,32,4,316,73,209,49,39,18,4,387,90,261,48,34,15,0,456,69,210,28,16,17,0,344,85,175,39,26,15,3,348,21,67,11,6,5,0,116,15,25,10,4,0,0,50,23,57,15,5,7,0,106,19,62,14,10,4,0,107,8,25,6,0,6,0,45,6,18,6,0,5,0,32,28,76,40,12,12,4,176,650,1489,414,242,199,19,3009
213041359,11,29,3,5,4,0,46,6,5,3,0,0,0,7,0,4,0,0,0,0,10,8,4,7,0,0,0,15,8,11,0,0,0,0,26,11,12,5,3,0,0,33,16,25,12,5,3,0,59,22,55,0,5,7,0,97,43,82,5,6,5,0,151,68,157,9,5,10,9,260,93,214,9,5,0,0,327,118,316,26,22,9,0,492,70,199,20,9,0,0,297,56,146,10,3,3,0,220,56,143,22,3,3,0,235,46,143,22,6,8,0,229,13,35,6,3,0,0,60,7,31,3,3,0,0,48,51,99,13,12,8,5,186,699,1722,187,101,72,19,2800
213041360,18,46,29,8,3,0,102,7,8,10,0,0,0,23,9,16,15,0,0,0,49,9,13,8,3,5,0,40,11,23,4,3,8,0,51,9,41,12,4,7,0,79,26,89,30,10,8,0,162,28,87,40,8,4,0,170,28,103,42,22,10,6,215,29,139,37,20,11,0,234,30,100,37,9,10,0,183,64,260,91,24,13,0,458,27,114,27,7,0,0,175,22,97,31,10,3,0,163,50,177,48,22,5,0,308,43,191,73,6,5,0,318,7,69,30,6,0,6,116,8,46,17,6,0,0,76,34,128,60,16,16,3,252,454,1757,639,177,139,14,3178
213041461,6,8,10,0,3,0,33,0,0,0,0,0,0,5,6,5,3,0,3,0,13,3,0,3,0,0,0,3,0,5,10,0,5,0,23,6,8,8,0,8,0,30,7,19,17,0,4,0,48,13,23,16,16,3,0,65,7,26,19,10,6,0,63,11,23,22,5,5,6,63,10,36,8,4,0,0,57,15,66,21,6,5,0,117,9,37,9,0,0,0,51,13,31,8,0,0,0,57,10,40,13,4,0,0,77,15,60,23,0,0,0,100,9,17,5,0,0,0,37,0,15,9,0,0,0,23,10,33,13,0,4,0,61,152,445,219,42,48,6,915
213041462,5,10,5,3,0,0,30,0,4,0,0,0,0,10,0,7,5,0,0,0,9,0,5,0,0,0,0,6,4,12,4,5,0,0,26,3,18,5,0,3,0,30,7,17,9,4,0,0,35,15,23,13,5,0,0,53,7,39,21,4,0,0,78,17,65,11,5,9,6,115,13,41,8,5,9,0,75,23,112,24,10,6,4,178,8,45,13,5,5,0,69,4,35,0,7,0,0,48,8,44,17,5,0,0,73,8,58,9,3,0,0,85,0,19,0,0,0,0,28,0,14,9,0,0,0,23,13,36,25,5,7,0,89,141,607,183,67,52,7,1059
213041463,23,41,21,8,6,0,104,3,10,12,0,3,0,23,18,13,13,0,5,0,45,12,13,16,0,4,0,46,12,19,6,7,10,0,54,9,44,20,4,10,0,94,16,54,33,7,12,5,131,22,77,32,12,23,0,165,28,85,37,22,22,4,205,56,109,57,11,25,4,257,40,107,27,11,12,0,200,56,181,76,20,20,4,359,40,93,27,18,10,0,183,26,89,24,11,0,0,152,40,123,49,9,9,0,228,49,149,86,7,15,0,308,19,42,26,9,4,0,93,14,41,16,6,3,0,74,35,109,47,12,15,0,213,508,1392,634,161,203,23,2925
213041571,12,12,6,4,7,0,35,7,0,0,0,0,0,13,5,0,3,0,3,0,12,9,6,3,0,0,0,16,9,5,11,0,9,0,33,13,20,10,3,0,0,49,4,31,19,3,7,0,66,23,52,14,9,8,3,111,36,108,25,11,5,0,188,29,119,24,12,5,0,200,33,84,9,5,4,0,138,32,84,22,11,6,5,156,8,36,4,0,0,0,53,0,21,3,0,0,0,29,18,33,3,3,0,0,55,4,26,12,4,0,0,49,3,3,8,0,0,0,17,4,8,4,0,0,0,16,27,46,14,12,5,0,104,274,702,193,89,66,3,1334
213041572,4,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,0,0,0,0,9,6,6,3,0,0,0,14,5,18,6,3,0,0,31,16,30,0,4,0,0,45,27,76,11,3,10,0,126,50,137,5,10,6,0,211,50,150,6,0,3,4,214,68,162,12,8,7,0,261,28,79,7,3,0,0,114,5,34,0,0,0,0,40,10,29,3,5,0,0,47,15,40,9,0,0,0,69,11,16,7,0,0,0,31,0,7,0,0,0,0,13,17,43,0,0,3,0,70,322,833,75,48,27,11,1309
213041573,9,8,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,5,8,0,0,0,0,8,0,7,0,0,4,0,12,0,17,5,0,0,0,30,10,23,8,3,0,0,48,9,30,10,0,0,0,39,13,41,7,0,4,0,66,10,39,12,0,0,0,67,17,50,12,7,0,0,79,15,26,4,0,3,0,44,13,13,3,0,0,0,26,19,28,10,3,0,0,55,7,28,7,6,3,0,50,4,7,0,0,0,0,11,3,3,0,0,0,0,13,0,12,9,0,0,0,26,127,345,84,28,15,0,599
213041574,5,12,8,0,4,0,34,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,7,3,9,3,4,5,0,18,4,11,8,4,7,0,33,8,21,0,4,3,0,46,19,38,7,11,3,0,81,23,53,12,9,5,0,110,32,91,15,17,13,0,166,35,98,16,5,15,6,164,83,200,34,14,12,0,344,39,139,23,9,3,3,211,20,88,14,4,8,0,127,44,122,28,3,6,0,200,34,96,23,6,6,3,178,13,37,6,0,4,0,52,4,24,4,4,0,0,35,15,77,20,8,11,0,139,382,1121,227,106,102,16,1948
213041575,14,30,43,3,14,0,106,7,3,6,0,3,0,20,13,6,16,0,6,0,48,10,12,16,0,5,0,40,17,17,14,0,10,0,60,19,29,29,3,15,0,94,20,47,30,18,13,0,121,24,72,33,5,10,0,146,26,67,35,14,13,0,158,44,87,46,13,19,5,214,29,90,29,9,12,0,166,63,178,66,18,16,3,344,26,69,25,9,9,0,131,24,47,10,4,5,0,90,39,100,27,11,6,4,186,50,107,56,7,9,0,229,13,31,28,3,0,0,73,6,36,14,0,0,0,64,36,96,50,14,26,0,218,469,1117,579,131,181,21,2502
213041576,14,11,16,5,8,0,54,7,4,0,0,0,0,9,7,4,8,0,3,0,23,6,8,8,3,5,0,31,11,13,11,4,5,0,44,23,27,13,9,7,0,74,42,53,21,18,17,0,139,41,74,34,16,15,4,187,45,85,39,13,18,4,199,58,85,25,16,14,3,206,37,67,19,7,3,0,132,33,65,21,5,10,0,139,14,23,18,7,0,0,64,6,21,8,0,0,0,26,14,37,10,0,4,0,67,20,39,17,0,0,0,83,0,21,10,0,0,0,32,5,14,3,0,0,0,29,28,40,15,17,7,0,115,402,694,287,132,118,24,1663
213041577,7,8,3,4,0,0,24,3,0,0,0,0,0,4,9,3,0,0,4,0,18,9,7,3,0,7,3,19,8,5,11,4,5,0,34,18,12,7,3,5,0,52,21,35,10,12,10,0,77,26,43,8,9,11,6,102,25,34,13,9,3,0,85,17,21,11,0,0,0,60,6,7,5,0,0,0,24,3,25,8,7,0,0,41,6,3,0,0,0,0,8,0,0,0,0,0,0,5,6,7,5,0,0,0,19,3,19,7,0,0,0,26,0,4,0,0,0,0,8,0,0,0,0,0,0,10,8,14,17,9,7,0,56,169,254,114,59,66,13,673
213041578,10,14,0,6,0,0,37,8,5,5,0,6,0,18,14,7,4,6,10,0,37,5,5,9,6,10,0,28,20,17,8,7,16,0,61,22,22,14,10,18,0,82,40,42,22,10,18,4,132,38,96,26,19,15,0,207,54,137,13,22,10,0,235,56,160,24,14,11,3,270,46,150,14,11,4,0,226,29,96,7,9,3,0,141,17,34,10,0,0,0,57,8,15,6,0,0,0,32,6,21,3,4,0,0,35,13,19,0,3,3,0,43,0,20,0,0,0,0,17,0,12,5,0,0,0,16,30,40,11,8,8,3,109,413,903,174,131,142,19,1784
213051361,25,23,28,12,11,0,94,9,5,11,3,0,0,24,10,6,9,3,3,0,26,8,5,11,6,8,0,32,15,22,21,0,14,0,70,27,31,22,20,11,3,111,47,38,42,7,32,3,174,35,83,45,13,21,0,200,66,99,40,15,12,0,238,53,118,45,27,22,3,265,51,87,36,5,5,4,175,70,115,49,14,15,4,270,28,66,13,6,0,3,110,20,36,12,0,0,0,66,24,48,27,5,4,0,110,23,43,24,5,6,0,105,8,15,7,3,0,0,36,6,21,13,3,5,0,48,35,51,46,7,7,5,159,558,914,489,146,178,25,2312
213051362,18,15,23,3,5,0,61,9,3,8,4,0,0,14,6,6,13,4,9,0,32,13,9,12,0,8,0,32,9,19,14,0,12,0,55,27,23,17,4,10,0,89,25,34,35,5,17,4,122,52,82,37,17,20,0,206,46,86,36,12,16,0,202,39,99,39,14,14,0,213,23,76,12,5,12,0,128,46,128,34,7,7,0,227,24,47,16,0,0,0,88,16,23,7,0,5,0,44,13,36,8,3,0,0,69,14,41,11,6,4,0,76,3,11,5,4,4,0,23,4,12,3,0,0,0,19,22,52,32,8,14,0,126,388,805,356,106,146,19,1822
213051363,13,9,3,0,8,0,30,0,0,0,0,0,0,6,8,8,0,0,0,0,12,5,7,0,0,0,0,9,7,7,0,0,3,0,16,7,4,4,5,5,0,18,10,15,6,10,3,0,39,20,30,3,0,7,0,64,22,52,9,6,8,0,100,25,43,5,0,6,0,77,40,47,10,0,3,0,102,39,87,10,10,5,3,156,21,41,4,0,3,0,71,23,58,12,0,0,0,102,19,52,14,7,6,0,100,28,78,19,0,8,0,137,5,39,0,0,0,0,48,13,11,0,0,0,0,28,24,35,10,7,5,0,80,317,632,117,47,62,13,1188
213051368,10,19,13,0,5,3,43,6,3,0,0,5,0,18,10,0,9,0,0,0,23,4,10,4,0,0,0,14,14,7,3,0,9,0,32,10,16,6,0,6,0,41,22,31,17,4,5,0,90,28,27,17,9,3,0,78,32,40,15,5,14,0,110,18,73,21,13,9,0,135,34,68,13,5,3,0,125,72,120,32,7,3,3,229,23,71,16,0,3,0,114,17,72,15,0,4,0,111,42,108,21,3,0,0,175,40,126,26,8,11,0,207,15,31,4,0,0,0,50,10,22,7,3,0,0,34,27,64,24,0,11,0,131,437,910,257,65,92,5,1774
