SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
206031115,11,7,0,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,5,3,0,0,0,8,0,3,0,0,0,0,0,7,3,3,0,0,0,18,12,10,8,0,0,0,33,25,6,4,4,0,0,44,17,9,0,5,0,0,37,7,3,3,0,0,0,17,6,11,0,4,3,0,22,19,20,3,3,3,0,49,14,13,9,0,0,0,35,4,14,0,0,0,0,20,13,18,5,0,0,0,37,39,56,10,3,6,0,103,25,23,4,0,5,0,54,25,27,4,0,0,0,62,12,9,4,0,0,0,26,240,235,54,32,22,11,593
206031116,20,22,13,4,4,0,65,3,4,3,0,0,0,12,5,7,0,0,0,0,15,4,6,8,0,4,0,12,5,3,4,0,5,0,28,20,6,10,0,10,0,39,12,17,11,0,3,0,53,21,26,17,4,0,0,72,30,23,9,5,0,4,71,41,14,8,4,7,0,76,23,15,5,0,0,0,55,42,50,21,8,9,3,130,20,15,6,7,4,0,49,21,26,4,0,3,0,53,27,42,13,7,4,0,96,71,134,37,4,4,5,254,36,92,24,9,3,0,164,31,116,24,7,7,0,187,19,35,25,3,4,0,90,463,655,251,60,67,12,1510
206031501,14,22,28,5,3,0,77,4,0,10,0,0,0,12,8,3,8,0,0,0,24,7,7,7,0,0,0,23,0,12,13,0,3,0,34,4,6,9,0,0,0,23,11,22,13,0,0,0,54,11,28,21,4,0,0,66,18,24,22,0,8,0,67,13,25,12,0,5,0,48,10,12,7,3,5,0,42,28,59,33,7,11,0,138,15,22,10,7,3,0,51,12,32,8,0,0,0,57,23,65,14,5,6,0,109,46,142,57,11,9,0,260,22,101,34,4,4,0,160,23,138,48,6,7,0,228,36,52,42,3,4,0,140,306,768,399,74,81,6,1634
206031502,17,17,10,6,5,0,54,0,0,0,0,0,0,0,4,0,5,0,0,0,9,4,4,4,0,0,0,10,6,3,4,0,3,4,16,5,9,9,0,3,0,24,6,4,14,0,3,0,34,10,11,12,3,0,0,40,19,5,5,5,0,0,37,27,5,7,3,7,5,54,9,19,4,3,0,4,38,28,50,22,4,3,4,106,16,18,9,0,0,0,39,20,28,4,0,0,0,56,26,37,9,4,6,0,77,46,104,24,3,5,0,180,14,65,14,0,0,3,102,19,96,17,5,4,0,146,10,26,24,0,4,0,65,277,505,203,42,49,23,1092
206041117,11,3,6,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,5,0,0,11,7,0,0,0,0,0,6,10,0,0,0,0,0,11,9,3,0,0,0,0,19,17,0,0,0,0,0,21,13,3,0,4,0,0,22,15,3,3,0,5,0,31,9,4,0,3,0,0,17,18,13,0,0,0,0,30,8,0,0,0,0,0,17,4,5,0,0,4,0,10,10,0,7,0,0,0,15,19,9,7,3,3,0,39,13,10,3,0,0,0,25,19,14,4,3,0,0,44,10,7,4,3,4,0,27,201,90,34,22,21,8,371
206041118,10,6,4,4,3,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,0,0,4,10,10,0,0,0,0,0,13,18,7,0,0,0,0,27,21,8,3,0,3,0,43,43,12,3,0,5,0,61,36,20,4,0,0,0,63,31,14,0,0,3,0,54,61,30,6,8,3,0,112,19,17,4,0,3,0,50,27,3,0,0,0,0,36,30,12,4,3,3,4,51,78,20,9,0,9,6,119,23,17,0,4,3,0,47,36,22,12,0,3,0,76,21,8,8,0,0,0,40,495,198,67,28,49,19,841
206041119,8,4,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,3,7,0,0,0,0,0,6,3,0,0,0,0,0,8,7,0,0,0,0,0,7,6,3,0,0,0,0,10,0,0,3,0,0,0,4,13,0,0,0,0,0,19,4,0,0,0,0,0,4,4,0,0,0,0,0,10,3,0,0,0,0,0,9,15,0,4,0,0,0,20,19,5,3,0,0,0,26,41,19,10,0,0,0,68,12,0,0,3,3,0,26,150,46,30,10,8,7,247
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
206041121,18,12,4,3,0,4,41,5,8,0,0,0,0,11,4,4,5,0,0,0,16,4,3,0,0,0,0,8,8,3,5,0,0,0,21,6,10,3,3,5,0,20,9,18,3,3,0,0,35,19,12,0,0,4,0,34,22,16,7,0,0,0,42,25,18,4,7,0,0,61,15,14,7,4,5,0,41,38,28,13,4,9,0,95,23,27,3,0,0,0,53,11,25,0,4,4,0,43,45,43,3,8,5,0,98,77,88,5,6,3,0,177,27,55,6,4,3,0,95,27,33,4,3,0,0,63,17,19,5,4,4,0,48,392,416,73,53,36,19,994
206041124,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,6,5,0,0,0,0,0,9,6,3,0,0,0,0,3,0,4,4,0,0,0,9,4,0,0,0,3,0,17,0,3,0,0,0,0,9,0,0,0,0,0,0,3,12,11,0,0,0,0,23,3,0,0,0,0,0,8,3,6,0,0,0,0,4,0,0,0,0,0,0,3,7,12,4,0,0,0,25,10,8,3,4,0,0,21,3,18,8,3,0,0,30,5,0,3,0,0,0,11,73,68,33,11,8,6,200
206041125,11,5,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,0,0,0,12,11,0,0,0,0,0,13,12,0,0,0,0,0,16,7,5,0,0,0,0,7,6,0,0,0,0,0,10,20,11,3,0,0,0,28,5,7,0,0,0,0,6,3,0,0,0,0,0,7,8,4,0,4,0,0,16,13,8,0,0,4,0,27,11,13,4,0,4,0,22,16,24,8,3,0,0,57,7,7,0,5,0,0,27,138,80,22,19,15,4,281
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,17,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,3,7,0,0,0,0,0,5,6,9,0,0,0,0,20,13,5,4,0,0,0,19,9,5,0,0,0,3,23,13,4,0,0,0,0,16,15,8,0,0,0,0,26,17,4,0,0,0,0,27,10,4,0,0,0,0,12,12,4,0,0,0,3,19,6,4,0,0,0,0,17,13,10,4,0,0,0,29,9,9,0,0,0,0,20,15,4,0,0,0,0,19,14,3,0,0,4,0,23,182,76,13,9,17,11,312
206041504,11,0,0,4,3,7,25,0,0,0,0,0,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,5,0,3,0,0,0,0,3,9,0,0,0,0,0,13,13,0,0,0,0,0,14,21,12,0,0,0,0,36,17,6,0,3,0,0,30,17,0,0,4,0,0,31,12,7,0,0,3,0,22,25,11,7,5,4,5,52,6,4,0,0,0,0,20,17,4,0,3,0,0,24,18,3,0,0,3,3,23,17,10,0,0,0,3,40,6,0,0,0,0,0,11,5,5,0,0,5,0,20,13,8,0,0,0,0,24,210,80,17,27,29,33,395
206041505,11,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,4,9,0,0,0,0,0,12,6,0,0,0,0,0,4,7,3,0,0,0,0,17,7,5,0,5,0,0,14,28,4,0,3,0,0,36,28,8,4,0,0,4,44,21,7,0,0,0,0,36,24,11,5,0,4,0,40,39,7,5,5,4,3,59,20,7,3,0,0,0,32,12,6,4,0,0,0,23,14,4,0,0,0,0,23,18,4,0,0,8,4,35,12,4,4,0,0,5,21,12,9,8,0,0,0,31,9,3,0,0,0,3,20,275,73,36,21,26,27,453
206041506,19,7,3,0,0,0,29,0,0,0,0,0,0,5,4,0,5,0,0,0,11,4,0,0,0,0,0,0,3,0,4,0,0,0,10,3,0,7,4,0,0,13,14,3,4,4,0,0,29,29,8,0,10,0,0,48,24,9,0,4,5,0,44,32,17,3,7,4,0,62,17,20,5,7,4,0,46,34,32,7,7,6,8,88,20,17,3,3,0,0,45,25,13,0,5,0,0,45,38,18,8,11,0,0,77,56,62,10,13,4,0,148,22,32,7,0,4,0,66,30,35,5,5,0,0,77,13,23,4,0,0,0,39,377,302,84,73,42,11,887
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,10,0,0,0,4,0,19,3,0,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,5,3,0,0,0,0,0,4,7,3,0,0,0,0,9,18,3,0,0,0,0,21,15,3,0,0,0,0,29,17,6,0,0,3,0,26,10,6,0,0,0,0,13,20,11,0,0,6,4,40,15,4,0,0,4,3,26,11,12,3,0,0,0,25,20,6,4,7,4,0,32,20,14,3,4,0,0,38,11,3,0,4,0,0,14,12,5,4,0,3,5,23,3,9,0,0,0,0,19,202,84,20,23,33,16,367
206041509,11,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0,0,3,0,7,14,3,0,0,0,0,20,25,0,0,0,0,0,27,29,11,0,0,5,0,46,44,12,0,5,4,5,64,54,13,7,3,6,5,82,52,21,0,5,4,0,82,67,23,0,4,4,3,104,28,9,3,0,0,0,41,31,10,4,0,0,4,48,18,9,3,3,5,0,36,37,22,5,3,0,0,68,17,9,0,0,3,0,30,17,8,4,3,3,3,39,31,10,3,3,0,0,46,480,167,33,33,36,23,775
206041510,11,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,4,4,0,0,0,0,0,8,12,0,0,0,0,0,11,12,4,3,0,0,0,19,18,8,0,0,6,0,28,17,0,4,0,0,0,23,16,11,0,0,0,0,21,14,8,0,3,9,0,38,9,4,3,0,0,0,18,16,16,0,3,0,0,26,19,12,6,0,0,0,37,40,31,7,3,3,0,88,18,21,4,3,3,0,41,11,28,3,0,0,0,47,9,7,3,0,5,0,23,220,153,32,18,33,11,466
206051128,38,20,10,9,4,0,79,5,6,0,0,3,0,4,5,0,3,0,0,0,13,5,0,0,0,0,0,6,3,4,0,0,0,0,9,8,3,4,0,6,0,11,7,7,7,0,0,0,26,12,6,3,4,3,3,36,19,4,5,0,0,0,33,14,9,5,0,0,0,30,18,3,4,3,0,0,34,37,26,10,3,3,4,86,15,8,0,0,0,0,23,20,14,9,0,0,0,38,23,13,4,5,7,0,51,51,58,25,7,9,0,147,33,60,9,3,7,0,117,71,181,47,13,8,4,322,21,31,12,4,8,0,72,410,451,154,51,56,12,1137
206051129,19,7,3,3,6,0,40,4,0,0,0,0,0,8,3,4,5,0,3,0,20,7,3,0,0,0,0,10,6,0,5,0,0,0,12,7,5,0,0,4,0,24,10,7,7,4,5,0,34,25,5,6,4,0,0,41,14,11,5,3,7,0,31,20,12,0,0,0,0,39,27,15,0,3,0,0,46,34,31,5,4,6,0,80,23,16,8,4,5,0,56,25,23,4,6,0,0,62,35,34,7,5,3,0,82,68,83,13,9,7,0,179,29,60,14,10,5,0,120,53,140,29,6,0,0,222,19,41,15,0,4,0,86,429,501,132,63,54,9,1189
206051130,30,17,6,0,0,5,62,3,0,0,0,0,0,3,11,4,4,3,0,0,18,4,4,0,0,0,0,10,7,6,5,0,3,0,25,15,13,3,0,3,0,37,15,9,4,0,0,0,32,11,6,6,3,0,0,30,16,18,9,3,3,0,46,30,11,9,0,5,0,56,25,14,5,0,3,0,41,36,32,16,3,8,0,95,25,16,0,0,6,0,45,27,17,4,0,0,0,53,30,27,7,3,4,0,74,93,98,19,13,7,0,231,69,78,18,10,6,0,185,91,130,33,10,10,0,279,31,38,13,4,8,0,100,566,532,165,76,70,9,1413
206051134,16,15,7,3,0,0,39,0,0,0,0,0,0,3,5,3,0,3,0,0,12,5,0,0,5,0,0,9,8,5,4,0,0,0,17,9,5,4,0,6,0,15,31,5,5,0,3,0,51,25,9,0,4,3,0,43,17,16,5,0,4,0,44,49,21,3,3,6,0,79,35,22,3,4,6,0,72,52,30,13,10,7,0,107,44,29,0,0,0,3,84,38,28,3,3,5,0,80,60,35,4,10,9,0,117,71,105,17,10,6,0,197,45,66,10,6,0,0,130,30,79,7,3,3,0,126,26,26,12,0,3,4,67,564,504,95,55,68,12,1302
206051511,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,0,9,6,4,0,0,0,0,12,8,0,0,0,0,0,6,0,3,0,0,0,0,6,7,0,0,0,0,0,16,0,4,0,0,0,0,5,5,3,0,0,0,0,7,8,11,6,0,4,0,27,14,5,4,0,0,0,20,5,6,0,0,0,0,15,3,6,0,0,0,0,8,79,51,10,11,10,0,154
206051512,15,10,0,0,4,0,33,6,0,0,0,3,0,9,0,0,3,0,5,0,10,4,0,0,0,3,0,6,6,0,0,0,0,0,11,3,3,0,3,0,0,13,16,4,5,0,0,0,23,16,8,0,3,0,0,31,15,9,0,5,0,0,27,22,11,0,4,0,5,38,14,0,0,4,0,0,25,35,31,6,0,0,0,72,23,7,0,0,6,0,37,17,16,3,4,3,3,36,21,3,6,0,10,0,42,44,53,11,4,6,0,132,29,46,6,0,3,0,94,51,71,16,3,6,0,142,18,26,4,0,0,0,52,365,291,73,39,45,13,832
206051513,7,6,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,7,5,6,0,0,0,0,10,8,0,0,0,4,0,13,15,6,0,0,5,0,28,24,9,0,5,0,0,40,32,3,0,0,0,0,44,28,17,4,0,0,0,51,35,9,0,4,0,0,53,59,15,5,6,0,0,86,30,6,6,0,0,0,44,24,11,0,0,0,0,42,27,17,0,7,0,3,50,60,31,3,3,4,0,105,28,29,6,0,4,0,67,24,34,7,0,0,0,64,21,5,0,0,0,0,32,430,207,45,36,25,9,754
206051514,10,0,5,0,7,0,27,4,0,0,0,0,0,4,3,0,0,0,0,0,8,3,0,0,0,0,0,3,3,3,4,0,0,0,8,10,5,3,0,0,0,14,12,7,4,3,5,0,28,22,7,3,0,4,0,32,29,6,0,4,3,0,47,31,12,3,6,4,4,50,27,9,0,5,5,4,43,45,26,5,6,3,0,90,27,9,3,5,0,0,41,26,16,3,0,0,0,42,27,20,6,0,3,0,57,43,26,11,5,0,0,86,30,23,5,6,5,0,68,36,64,14,4,4,0,126,25,11,9,0,3,0,50,401,250,80,42,44,5,824
206061135,13,12,3,0,0,0,34,3,0,0,0,0,0,5,5,3,0,4,0,0,7,0,3,0,0,0,0,4,4,0,8,0,0,0,12,10,0,0,0,0,0,13,7,7,0,0,0,0,18,3,6,4,0,4,0,17,3,11,5,0,3,0,16,7,3,6,3,0,0,24,5,7,0,3,0,0,18,13,11,12,6,0,0,40,13,3,0,6,0,0,21,15,8,5,0,0,0,28,14,11,4,4,0,0,28,30,42,9,0,5,4,89,18,26,12,3,3,0,61,42,93,27,4,5,3,176,21,23,8,0,6,0,56,219,270,94,35,33,10,658
206061136,25,24,3,6,3,0,58,0,3,0,0,4,0,9,4,0,9,0,0,0,11,6,3,0,0,0,0,11,7,0,3,0,3,3,12,6,3,0,0,4,0,22,18,0,0,0,5,0,28,26,11,0,3,8,0,48,39,17,4,5,0,0,62,22,15,0,7,0,3,47,29,10,0,3,4,0,50,46,20,11,5,4,5,98,26,15,0,0,0,4,47,25,9,5,3,4,0,43,53,26,13,0,0,4,92,106,89,21,11,10,4,229,64,62,9,6,5,0,151,69,113,20,9,7,0,223,36,27,7,0,4,0,86,627,441,118,64,58,25,1330
206061138,39,16,14,4,0,0,74,0,0,0,0,0,0,5,5,0,0,0,0,0,8,8,0,0,0,0,0,10,3,0,0,0,0,0,8,9,3,3,0,0,0,16,15,9,3,6,4,0,27,12,0,0,0,0,0,16,10,4,0,0,0,0,19,10,5,3,6,0,0,22,8,5,0,0,5,0,15,24,13,6,5,4,0,51,8,0,0,0,0,0,11,15,4,4,0,0,0,23,6,8,8,3,0,0,23,51,31,17,4,6,0,113,26,29,19,0,3,0,82,103,145,76,11,15,0,358,25,33,23,3,11,0,94,370,307,177,40,60,4,955
206061515,10,4,4,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8,3,0,0,0,0,0,5,8,0,0,0,0,0,15,18,3,0,0,0,0,24,17,0,0,4,0,0,24,15,4,0,0,4,0,29,23,9,0,0,0,0,33,26,10,3,0,5,0,51,21,6,0,0,0,0,26,15,3,0,0,0,0,26,25,8,0,0,0,0,41,38,12,6,0,0,3,58,19,3,0,0,0,0,22,21,30,13,4,0,5,67,12,7,5,0,3,3,27,278,102,40,18,24,15,472
206061516,23,10,0,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,0,0,0,7,4,0,0,0,0,0,4,0,0,3,0,0,0,12,8,5,0,0,0,0,17,13,4,3,0,0,0,25,22,3,0,0,0,0,19,12,3,0,0,4,0,21,11,8,5,0,0,0,16,18,12,8,4,5,0,38,19,3,0,0,0,0,20,14,5,0,4,0,0,21,15,8,3,5,0,0,23,37,19,11,5,4,3,81,33,16,7,0,0,0,64,58,58,8,3,4,0,130,18,6,5,0,0,0,31,305,156,51,23,26,7,563
206071139,10,3,0,0,4,0,18,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,5,6,4,0,0,0,0,13,6,0,0,0,3,0,10,15,9,6,0,0,0,29,23,7,4,0,5,0,42,22,9,0,3,0,0,38,20,11,3,3,0,0,38,24,4,0,3,0,4,34,32,16,10,3,3,0,64,16,9,3,6,3,0,32,27,0,4,0,0,0,34,32,19,0,0,0,0,56,54,64,11,3,4,4,141,36,23,8,0,0,0,70,25,20,8,4,0,0,62,12,19,3,0,0,0,37,368,228,65,34,20,12,726
206071140,17,7,3,0,0,0,29,0,3,0,0,0,0,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,6,10,3,0,0,3,3,17,4,3,0,0,0,0,17,3,0,0,0,0,0,6,6,0,0,4,0,0,13,0,14,0,5,0,0,23,3,11,0,0,0,0,12,9,13,9,0,0,0,37,6,10,0,0,0,0,12,3,6,3,0,0,0,16,7,10,4,0,6,0,21,29,36,7,5,0,0,80,21,29,10,0,4,0,64,26,59,10,3,0,0,100,9,16,7,6,0,0,43,173,223,66,18,26,3,504
206071141,9,5,3,0,0,4,23,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,5,3,3,0,4,0,0,7,12,0,0,0,6,0,15,17,6,5,0,0,0,26,14,3,4,0,0,0,24,18,4,0,0,0,0,21,25,10,3,0,0,0,36,31,15,5,0,0,0,54,19,7,0,0,0,0,34,16,7,0,0,0,0,27,40,14,0,0,0,0,65,64,33,0,4,0,0,98,37,14,9,0,0,0,56,24,12,0,0,0,0,39,15,6,4,0,4,0,30,357,150,29,19,12,10,571
206071142,7,5,0,0,4,0,23,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,4,0,0,3,0,3,0,0,0,0,0,0,7,13,3,3,4,0,0,24,8,7,0,0,0,0,23,5,3,3,0,0,0,14,12,0,0,0,0,0,16,14,0,0,0,0,0,16,14,16,6,0,4,0,37,15,5,0,0,0,0,25,10,8,3,0,0,0,21,34,10,9,0,0,0,51,61,32,8,5,3,0,104,43,22,7,0,4,0,72,48,28,7,6,0,0,94,21,9,3,0,0,0,35,318,156,54,18,24,4,578
206071143,17,20,6,0,0,0,53,3,0,0,0,0,0,3,3,0,3,0,0,0,12,4,0,0,0,0,0,4,0,11,3,5,0,0,13,8,3,0,0,0,0,22,9,11,4,3,0,0,24,17,7,7,0,0,0,31,19,6,6,0,0,0,30,12,12,5,4,0,0,34,7,9,0,0,0,0,22,15,25,6,0,0,0,55,10,14,0,0,0,0,30,7,16,7,0,0,0,29,18,26,9,0,0,0,58,41,102,16,5,0,0,165,31,50,17,4,5,0,100,38,82,27,10,0,0,154,13,13,9,6,0,0,41,278,415,118,44,20,6,881
206071145,16,8,8,0,5,0,36,0,6,0,0,0,0,9,0,0,6,0,0,0,7,0,3,0,0,0,0,3,6,4,3,4,0,0,16,3,3,4,0,4,0,17,15,4,4,3,0,0,30,13,6,3,3,3,0,27,16,5,0,0,0,0,26,6,8,3,0,4,0,22,4,9,3,6,0,0,21,25,24,12,7,0,0,75,12,14,0,0,0,0,33,9,22,5,5,0,0,41,19,28,7,0,0,0,64,61,101,15,9,8,0,183,28,67,11,0,0,4,112,41,110,17,7,0,0,167,17,23,8,0,4,0,55,291,451,108,44,31,8,932
206071517,23,9,0,3,11,4,52,0,0,3,0,0,0,0,3,4,0,0,4,0,13,9,3,4,0,4,0,18,3,3,0,0,0,0,13,15,3,0,0,3,0,29,19,10,8,0,0,0,39,23,9,3,3,3,0,47,24,13,5,0,3,0,47,30,11,8,0,0,0,53,27,15,0,0,0,0,37,48,32,12,0,4,0,98,28,20,3,4,0,0,52,30,21,4,11,5,0,64,43,32,6,3,3,0,86,114,141,33,11,3,0,304,78,90,12,9,3,0,197,65,113,28,8,8,6,220,40,23,8,0,4,0,78,625,553,147,55,56,14,1441
206071518,11,11,0,0,3,3,30,0,0,0,0,0,0,0,4,0,6,0,0,0,13,4,0,0,0,0,0,10,11,0,3,3,0,0,16,5,3,3,4,3,0,20,17,4,3,0,5,0,31,13,16,4,4,0,0,36,27,8,10,0,0,0,41,20,10,9,4,3,0,48,28,13,3,4,0,0,46,46,13,11,6,10,4,83,24,9,3,3,4,0,38,27,13,0,4,4,0,46,35,18,4,0,0,0,63,79,46,8,7,0,5,152,35,35,4,3,0,0,87,22,44,11,0,0,0,82,13,17,9,0,3,0,42,431,272,93,42,38,15,894
207011146,10,25,16,0,0,0,56,0,0,0,0,0,0,0,3,7,3,0,0,0,15,0,0,3,0,0,0,13,3,0,4,0,0,0,11,0,9,0,0,0,0,13,3,12,8,4,0,0,19,8,11,8,0,0,0,28,6,6,7,0,3,0,26,13,15,4,0,0,0,34,3,7,4,0,0,0,22,13,30,16,0,3,0,63,5,10,3,3,0,0,21,0,19,6,4,0,0,28,7,24,17,3,6,0,47,20,89,29,8,4,0,150,19,76,16,0,4,0,118,30,119,25,6,0,0,178,12,19,17,0,3,0,47,152,486,183,29,31,0,888
