SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
213041578,4746,14031,480,947,61,120,536,1069,5,8,0,0,0,0,0,0,3,0,10,14,0,0,0,0,0,0,0,17,0,17,9,31,5303,15154,389,..,5692,15154
213051361,5182,15263,534,1390,102,285,643,1675,334,620,0,0,12,11,0,0,0,11,349,647,0,0,0,0,0,0,4,4,4,4,5,7,6182,17588,366,..,6549,17588
213051362,5474,15718,263,636,83,249,351,881,565,1086,0,0,0,0,0,0,3,9,571,1091,0,0,0,0,0,0,0,0,0,0,5,20,6401,17707,397,..,6800,17707
213051363,3092,9240,174,419,271,665,438,1086,43,89,0,0,154,273,0,0,5,8,198,372,6,8,38,54,0,0,8,16,51,79,0,5,3787,10780,448,..,4233,10780
213051368,4807,13248,668,1285,245,544,914,1830,13,19,23,41,201,308,0,0,0,0,237,367,30,41,3,3,0,0,3,0,34,49,3,6,5994,15497,550,..,6546,15497
213051464,5132,16841,157,362,410,1102,567,1463,25,72,0,0,64,111,0,0,0,0,97,188,0,0,0,0,0,0,0,0,0,0,0,0,5800,18487,630,..,6433,18487
213051466,4984,16992,248,814,278,740,524,1556,0,0,0,0,21,32,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,3,7,5533,18577,374,..,5906,18577
213051467,5729,15600,851,1659,175,420,1027,2073,22,38,0,0,0,0,0,0,6,3,23,42,0,0,0,0,0,0,0,0,0,0,0,0,6786,17717,559,..,7346,17717
213051468,6808,19922,454,774,153,338,610,1113,100,191,0,0,0,0,0,0,0,3,101,193,0,3,0,0,0,0,0,5,4,6,6,14,7536,21247,547,..,8080,21247
213051579,2958,9739,133,412,25,54,161,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,10204,164,..,3287,10204
213051580,3708,11862,161,406,271,687,435,1088,386,673,0,0,0,0,0,0,0,0,386,676,0,0,0,0,0,0,0,0,0,0,0,0,4532,13630,273,..,4804,13630
213051581,2547,8348,152,458,140,324,290,780,23,58,0,0,0,0,0,0,0,0,23,58,0,0,0,0,0,0,0,0,0,0,0,0,2862,9187,192,..,3049,9187
213051582,2817,9664,6,23,13,30,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2836,9729,303,..,3144,9729
213051583,6769,24275,589,1808,262,646,844,2456,12,39,0,0,0,0,0,0,0,0,12,39,0,0,0,0,0,0,0,3,0,3,6,15,7635,26782,307,..,7943,26782
213051584,1944,6778,0,0,15,37,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,1965,6832,127,..,2089,6832
213051585,2457,8807,602,1610,90,238,684,1853,0,0,0,0,28,39,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,0,0,6,3176,10699,184,..,3360,10699
213051586,2317,7809,74,207,9,19,82,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,2401,8051,124,..,2523,8051
213051587,2551,8605,129,422,93,240,218,662,16,33,0,0,0,0,0,0,0,3,20,40,0,0,0,0,0,0,0,0,0,0,5,6,2789,9309,150,..,2943,9309
213051588,4482,16077,531,1652,95,263,628,1920,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,3,5104,18008,233,..,5343,18008
213051589,2640,8150,86,185,71,146,153,334,9,19,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,2804,8498,239,..,3039,8498
213051590,4171,12607,124,310,15,55,141,364,0,0,0,0,0,0,0,0,9,11,11,10,0,0,0,0,0,0,0,4,0,4,0,0,4318,12985,200,..,4513,12985
214011370,6563,17544,1162,2157,474,975,1630,3127,0,6,18,24,0,0,0,0,16,40,34,69,17,20,47,59,0,0,5,10,69,92,3,12,8307,20840,384,..,8690,20840
214011371,6399,15924,1836,2837,624,1191,2459,4025,626,928,68,115,116,177,24,31,4,13,843,1267,0,0,0,0,0,0,12,25,12,25,16,24,9726,21258,938,..,10669,21258
214011372,6756,16196,625,998,140,319,771,1316,84,120,0,0,0,0,0,0,3,5,87,129,0,0,0,0,0,0,6,24,6,24,9,18,7623,17683,524,..,8155,17683
214011373,5858,16244,586,859,219,436,807,1301,114,167,0,0,0,0,0,0,0,0,113,167,7,8,27,31,0,0,0,3,32,47,3,8,6820,17761,365,..,7187,17761
214011374,7439,21428,1180,1983,132,291,1314,2277,0,5,0,0,0,0,0,0,10,25,16,32,0,0,140,169,0,0,6,18,147,198,7,12,8918,23942,327,..,9240,23942
214011375,5295,13069,1190,1806,479,972,1666,2781,80,105,97,144,0,0,0,0,3,7,182,254,0,0,38,43,0,0,3,6,43,59,8,16,7191,16169,598,..,7785,16169
214011376,3977,11924,293,643,154,367,442,1008,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,0,8,0,0,4426,12944,142,..,4567,12944
214021377,4345,10092,364,620,428,948,794,1565,77,145,35,66,0,0,0,0,0,0,111,213,6,4,121,153,0,0,19,28,141,186,4,5,5388,12063,3108,..,8497,12063
214021378,2138,5161,5,3,13,19,14,28,7,16,0,4,0,0,0,0,3,9,14,30,0,0,0,0,0,0,4,0,0,4,3,3,2173,5220,1410,..,3587,5220
214021379,7402,18747,1216,2016,208,389,1428,2405,56,100,4,5,0,0,0,0,8,12,68,114,0,4,57,115,0,4,0,0,68,116,12,19,8976,21409,1343,..,10315,21409
214021381,5762,16830,200,345,39,71,240,420,261,378,0,0,0,0,0,0,7,12,273,392,0,0,0,0,0,0,0,0,0,0,5,22,6271,17663,428,..,6700,17663
214021382,5916,16611,865,1441,226,460,1084,1902,12,25,0,0,0,0,0,0,4,6,20,29,0,0,0,0,0,0,0,0,0,0,3,6,7022,18548,1176,..,8202,18548
214021383,7568,16950,167,257,38,78,205,336,26,49,5,6,0,0,0,0,0,4,28,54,3,0,45,68,0,0,4,14,58,83,8,14,7869,17438,11358,..,19231,17438
214021384,8177,18436,987,1456,161,333,1144,1785,231,347,20,21,0,0,0,3,0,0,250,371,25,28,20,25,0,0,0,5,50,61,8,14,9631,20664,4286,..,13912,20664
214021385,5833,15934,874,1406,103,222,974,1630,0,6,0,0,0,0,0,0,14,39,14,42,0,0,7,10,3,7,0,3,13,16,4,7,6841,17637,331,..,7174,17637
214021591,4943,12898,317,451,98,210,421,662,165,260,0,0,40,67,0,0,11,9,217,339,3,7,118,161,0,0,0,3,124,167,0,6,5708,14070,343,..,6054,14070
214021592,3122,6791,300,462,456,925,751,1384,823,1326,64,97,0,0,0,0,0,0,890,1427,0,0,0,0,0,0,0,0,0,0,4,12,4773,9621,746,..,5513,9621
215011386,2885,6563,291,394,8,18,293,410,4,31,6,7,0,0,0,0,0,0,13,38,7,12,11,16,0,0,3,17,23,45,7,21,3225,7078,338,..,3559,7078
215011387,1222,2873,3,20,0,0,3,20,0,0,0,0,0,0,0,0,0,4,0,4,0,8,4,0,0,0,4,4,7,18,0,0,1234,2913,245,..,1489,2913
215011388,6220,14797,341,455,6,11,348,468,366,490,0,0,0,0,0,0,0,0,366,490,5,9,6,8,0,0,3,11,11,25,6,14,6953,15793,640,..,7588,15793
215011389,1249,3116,7,9,0,0,7,9,8,10,0,0,0,0,0,0,0,0,8,10,3,6,0,3,0,0,0,0,8,10,0,4,1272,3150,272,..,1541,3150
215011390,2744,6155,78,108,9,12,82,122,28,34,0,0,0,0,0,0,0,0,28,34,3,6,5,5,0,0,11,18,19,32,6,10,2882,6360,697,..,3578,6360
215011391,1416,3030,49,63,0,0,49,63,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,7,16,12,16,3,6,1478,3116,250,..,1733,3116
215011392,3159,7169,99,141,0,4,103,143,135,187,0,0,0,0,0,0,0,0,137,189,21,33,0,0,0,0,5,13,27,45,6,17,3432,7565,615,..,4046,7565
215011393,1087,2391,17,16,0,0,17,16,20,24,0,0,0,0,0,0,0,0,20,24,6,3,0,3,0,0,0,0,4,9,5,4,1134,2447,338,..,1474,2447
215011394,2612,5671,56,65,0,0,56,65,14,20,0,0,0,0,0,0,4,3,15,21,16,18,0,0,0,4,25,37,36,63,0,6,2718,5821,648,..,3367,5821
215021395,2465,6774,5,17,0,0,10,17,112,166,0,0,0,0,0,0,0,0,116,172,18,23,15,29,0,0,0,3,33,54,7,24,2630,7042,181,..,2805,7042
215021396,1643,4247,58,80,4,0,62,85,22,33,0,0,0,0,0,0,0,0,26,33,15,30,0,0,6,9,0,0,26,41,3,0,1755,4405,173,..,1930,4405
215021398,1322,3058,27,35,0,0,27,35,6,16,0,0,0,0,0,0,0,0,6,16,22,30,41,79,3,3,5,5,75,120,3,8,1427,3237,294,..,1719,3237
215021399,2041,5239,116,189,3,7,123,191,11,15,0,0,0,0,0,0,0,0,11,15,8,17,11,21,0,0,0,0,18,43,3,3,2196,5492,216,..,2409,5492
215021469,5510,13807,921,1489,56,111,984,1598,533,842,19,23,0,0,0,0,3,3,549,872,14,28,13,25,0,4,12,28,41,85,24,37,7116,16402,805,..,7922,16402
215021470,5198,13587,456,768,7,17,461,781,398,586,0,0,0,0,0,0,0,0,398,586,20,27,63,138,0,0,0,0,86,165,13,35,6165,15152,452,..,6619,15152
215031400,2400,5266,76,160,0,6,80,171,44,52,0,0,0,0,0,0,0,0,44,52,18,30,6,4,0,0,6,19,27,51,5,11,2556,5553,563,..,3114,5553
215031401,2597,5908,63,93,0,0,63,93,4,12,0,0,0,0,0,0,0,0,4,12,9,15,0,5,0,0,0,6,20,26,9,18,2696,6051,421,..,3117,6051
215031402,1483,3340,133,168,0,6,135,175,0,4,0,0,0,0,0,0,0,0,0,4,27,39,6,5,0,0,5,16,38,55,8,15,1663,3587,193,..,1854,3587
215031403,942,2950,19,40,9,21,23,56,45,84,0,0,0,0,0,0,0,0,45,84,26,64,8,21,0,0,6,17,38,110,15,35,1067,3238,113,..,1178,3238
215031404,3609,9032,363,579,6,14,368,590,329,540,7,10,0,0,0,0,3,4,337,546,7,12,8,18,0,9,8,15,27,46,9,22,4348,10235,417,..,4762,10235
215031405,2181,5530,3,5,5,4,8,7,18,16,0,0,0,0,0,3,0,0,22,23,28,38,32,62,3,4,7,22,73,123,23,44,2303,5731,479,..,2784,5731
216011406,5299,13056,727,1102,15,28,741,1128,15,25,0,0,0,0,0,0,0,5,15,26,10,12,63,92,0,0,4,15,81,124,13,28,6149,14368,620,..,6770,14368
216011407,3866,9674,371,500,0,0,371,498,17,24,0,0,0,0,0,0,0,0,21,25,20,27,30,47,0,3,0,13,51,87,6,7,4309,10295,382,..,4693,10295
216011408,1362,3483,12,19,0,0,12,19,0,3,0,0,0,0,0,0,0,0,0,3,3,8,4,4,0,5,0,3,8,15,4,4,1387,3529,247,..,1634,3529
216011409,1473,3471,68,105,0,0,68,105,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,30,0,0,0,0,23,40,0,10,1570,3622,164,..,1737,3622
216011410,1646,3655,25,31,0,0,25,31,9,15,0,0,0,0,0,0,0,0,9,15,4,10,23,27,0,0,7,14,30,55,4,13,1714,3765,316,..,2033,3765
216021411,2396,5494,175,262,0,0,175,262,3,3,0,0,0,0,0,0,0,0,3,3,15,26,23,47,0,0,0,5,43,78,4,17,2626,5855,341,..,2972,5855
216021412,1023,2521,5,13,0,3,8,20,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,11,0,0,0,0,8,14,0,4,1043,2559,343,..,1387,2559
216021413,4461,10882,234,327,0,9,240,329,11,15,0,0,0,0,0,0,6,9,10,20,28,47,23,42,3,5,6,10,65,101,7,17,4781,11349,718,..,5499,11349
216021414,2917,6944,440,645,32,59,469,707,8,16,0,0,0,0,0,0,0,0,13,18,29,42,33,42,0,3,6,15,62,102,0,5,3462,7767,713,..,4176,7767
216031415,2648,6491,429,623,6,3,433,628,0,0,13,16,0,0,0,0,0,0,13,16,138,184,43,64,0,0,10,30,188,276,5,9,3291,7413,230,..,3519,7413
216031416,6231,16424,891,1478,56,119,952,1597,35,36,0,0,0,0,0,0,0,4,32,42,20,19,3,3,0,0,44,62,61,89,6,11,7285,18159,614,..,7904,18159
216031418,1348,3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,21,19,3,8,1372,3668,162,..,1535,3668
216031419,3530,8800,163,260,0,3,166,261,0,3,0,0,4,3,0,0,0,0,6,10,29,41,22,31,3,4,19,33,75,112,10,14,3781,9196,442,..,4221,9196
216031593,2866,8421,17,39,0,0,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,12,93,122,102,138,5,28,2993,8638,147,..,3143,8638
216031594,5221,13606,639,1134,33,74,677,1206,11,19,0,0,0,0,0,0,0,0,13,24,0,5,11,17,0,3,66,91,78,119,10,29,6000,14986,497,..,6496,14986
217011420,3476,7847,33,59,0,3,35,68,36,56,0,0,0,0,0,0,0,0,36,56,15,28,16,18,0,3,12,15,41,70,11,22,3596,8060,784,..,4380,8060
217011421,3957,8993,260,354,6,12,265,363,90,108,0,0,0,0,0,0,4,0,90,111,8,11,4,10,0,0,3,10,16,36,10,15,4338,9515,494,..,4837,9515
217011422,4105,9455,361,513,35,53,398,568,45,68,6,7,0,0,0,0,0,12,55,78,16,19,5,17,0,0,13,15,34,47,7,9,4596,10164,587,..,5182,10164
217011423,2469,5668,37,58,4,7,41,65,0,0,0,0,0,0,0,0,0,3,0,3,7,12,3,8,0,0,7,13,17,34,4,5,2528,5771,537,..,3063,5771
217031471,1368,3052,80,109,10,12,91,118,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,1462,3179,223,..,1693,3179
217031472,4516,10933,534,707,11,14,549,721,0,0,0,0,0,0,0,0,4,8,0,12,11,12,23,25,12,19,11,28,56,82,8,14,5127,11764,463,..,5593,11764
217031473,2109,5239,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,4,0,10,2124,5264,366,..,2482,5264
217031474,2093,4744,78,119,0,0,78,119,9,10,0,0,0,0,0,0,0,0,9,10,4,0,0,0,0,0,6,14,11,17,8,17,2196,4910,351,..,2553,4910
217031475,2575,6363,66,100,4,9,76,106,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,0,4,11,3,9,11,29,6,13,2666,6516,496,..,3163,6516
217031476,1451,3079,54,83,32,69,84,153,30,46,0,4,0,0,0,0,0,0,36,50,5,18,4,14,0,0,7,25,23,56,12,17,1602,3358,1986,..,3591,3358
217041477,2517,6401,11,13,3,5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,3,6,11,16,7,11,2544,6449,549,..,3094,6449
217041478,3578,8849,139,228,26,46,159,269,4,11,0,0,0,0,0,0,0,0,4,11,5,6,5,4,3,4,4,10,15,20,9,8,3768,9159,1059,..,4827,9159
217041479,7704,19405,715,1095,133,233,844,1324,151,208,0,0,0,0,0,0,0,0,156,209,0,0,0,0,0,0,0,0,0,0,8,13,8713,20960,613,..,9331,20960
217041480,4072,9902,527,816,212,405,740,1221,419,595,54,73,0,0,0,0,0,3,468,670,5,12,73,111,0,0,24,65,107,194,16,31,5396,12017,631,..,6024,12017
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
