SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
204021064,1446,3426,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,11,0,0,0,0,11,15,0,4,1462,3453,226,..,1689,3453
204021065,1486,3531,109,146,0,0,108,147,4,8,0,0,0,0,0,0,0,0,4,8,11,19,0,0,0,0,7,32,21,50,0,3,1620,3739,205,..,1823,3739
204021066,6979,16646,1070,1485,55,89,1123,1574,0,0,0,0,0,0,0,0,5,3,5,3,11,20,6,4,0,4,13,27,29,50,9,18,8146,18287,617,..,8766,18287
204021067,3655,9074,8,10,5,8,7,15,3,8,0,0,0,0,0,0,0,0,3,8,14,20,13,21,0,0,4,8,32,45,3,10,3703,9153,484,..,4187,9153
204031068,1860,4263,63,90,0,0,65,97,10,19,0,0,0,0,0,0,0,3,15,15,3,4,0,0,0,0,9,19,15,30,12,33,1968,4437,228,..,2196,4437
204031069,3049,7057,140,232,17,35,153,262,54,114,10,29,5,15,10,14,4,11,86,185,9,12,7,5,0,0,11,29,24,50,21,64,3340,7617,1358,..,4703,7617
204031070,1173,2814,34,59,0,0,34,59,11,13,0,0,0,0,0,0,0,6,8,21,5,14,8,6,0,0,9,20,21,39,0,5,1238,2933,113,..,1356,2933
204031071,1815,4183,101,152,0,0,101,152,6,4,0,0,0,0,0,0,0,0,6,4,9,11,0,0,0,0,3,7,10,18,8,12,1938,4371,233,..,2172,4371
204031072,2323,5258,34,50,0,0,34,50,13,17,0,0,0,0,0,0,0,0,13,17,3,12,3,7,0,7,8,14,21,38,0,7,2399,5366,481,..,2881,5366
204031073,5200,13275,428,624,22,47,454,668,172,246,0,0,0,0,0,0,5,5,179,252,29,32,0,0,0,0,0,0,29,32,13,19,5870,14247,331,..,6206,14247
204031075,1748,4646,34,38,0,0,34,38,8,6,0,0,0,0,0,3,0,0,10,15,9,14,0,0,0,0,0,3,8,13,7,20,1810,4728,149,..,1959,4728
204031491,4019,11535,10,21,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,11,0,0,3,3,10,24,7,23,4052,11596,188,..,4237,11596
204031492,5342,12367,915,1341,65,119,978,1461,98,147,0,0,0,0,0,0,6,7,104,151,5,12,0,0,0,0,8,24,18,35,7,13,6452,14034,567,..,7018,14034
205011076,6609,17319,338,535,5,5,345,537,254,379,0,0,0,0,0,0,0,5,259,387,3,7,93,119,0,0,0,0,98,119,7,20,7313,18381,535,..,7851,18381
205011077,2354,5876,18,25,0,0,18,25,12,17,0,0,0,0,0,0,0,0,12,17,0,0,11,26,0,0,3,3,21,34,0,8,2409,5961,455,..,2866,5961
205011078,3074,7581,114,155,3,14,117,168,7,13,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,3,5,4,10,8,3209,7776,309,..,3516,7776
205011079,7610,19864,381,578,35,48,423,627,313,462,0,0,0,0,0,0,5,12,318,474,12,12,173,254,0,0,12,15,195,287,8,25,8552,21274,626,..,9175,21274
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
205021081,5448,13103,696,1011,29,61,723,1067,70,111,0,0,0,0,0,0,0,0,75,115,3,4,13,19,0,0,10,23,28,46,11,23,6280,14355,619,..,6900,14355
205021082,3012,7349,20,37,5,9,23,46,8,12,0,0,0,0,0,0,0,0,8,12,25,34,43,61,0,0,3,7,74,101,8,15,3118,7524,688,..,3811,7524
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
205021084,4040,9046,279,414,51,85,332,492,36,54,4,3,0,0,0,0,0,5,45,59,36,53,86,138,0,0,8,20,133,211,28,58,4579,9868,1446,..,6023,9868
205021085,2638,5541,57,80,5,9,69,95,19,28,0,0,0,0,0,0,0,0,19,28,22,32,3,5,6,8,5,5,32,46,20,33,2777,5747,881,..,3655,5747
205021086,2800,5936,164,251,39,71,198,317,18,23,5,0,0,0,0,0,0,0,17,30,9,12,26,35,0,0,4,6,39,59,9,5,3060,6346,892,..,3955,6346
205031087,3732,8178,49,70,0,9,52,78,78,93,0,0,0,0,0,0,0,0,78,92,7,12,9,17,3,8,15,23,38,61,8,10,3906,8408,3199,..,7107,8408
205031088,54,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,124,71,..,122,124
205031089,3487,8774,154,213,7,6,159,222,0,5,0,0,0,0,0,0,0,0,3,3,3,5,5,11,0,0,13,27,23,39,4,11,3675,9046,492,..,4166,9046
205031090,4318,10351,102,133,18,37,116,173,30,35,0,0,0,0,0,0,3,4,32,43,8,9,11,12,0,0,9,6,19,29,7,11,4490,10599,476,..,4961,10599
205031091,4908,11012,265,390,182,405,444,796,106,154,24,29,6,5,0,6,3,4,141,193,3,5,4,12,0,0,10,20,14,35,18,42,5526,12080,6402,..,11931,12080
205031092,5,7,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,..,9,13
205031093,10258,23259,403,546,111,210,514,759,107,178,3,4,3,12,0,0,4,4,117,191,43,45,119,159,0,0,3,19,167,223,15,35,11074,24476,4411,..,15486,24476
205041094,4362,10807,6,21,17,45,25,68,43,68,0,0,0,0,0,0,0,0,47,69,0,0,0,0,0,0,0,3,0,6,4,4,4442,10961,407,..,4852,10961
205041095,6081,14146,874,1149,27,37,908,1191,249,307,0,0,0,0,0,0,0,0,250,312,29,37,3,11,0,0,0,0,33,53,6,7,7280,15703,758,..,8034,15703
205041096,5011,11561,316,399,49,95,366,503,428,621,0,0,0,0,0,0,6,0,425,627,0,0,15,23,3,8,6,11,23,39,5,6,5830,12726,648,..,6477,12726
205041098,1696,4338,9,11,5,9,13,17,5,5,0,0,0,0,0,0,0,4,6,15,0,0,0,6,0,0,0,0,0,6,0,0,1713,4373,175,..,1888,4373
205041493,3960,9837,131,176,15,40,149,217,569,739,0,0,0,0,0,0,0,0,575,743,0,0,0,0,0,0,0,0,4,3,15,22,4686,10819,403,..,5093,10819
205041494,5787,14443,314,472,37,64,350,536,399,596,0,0,0,0,0,0,0,0,400,601,5,8,46,69,9,15,0,3,56,90,10,28,6603,15698,559,..,7165,15698
205051099,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,10,..,23,12
205051100,1843,4128,44,81,0,0,44,81,3,4,0,0,0,0,0,0,0,0,3,4,10,20,0,4,0,3,0,0,21,32,6,9,1918,4261,2211,..,4134,4261
205051101,5367,13042,9,9,0,0,9,9,203,273,0,0,0,0,0,6,5,14,211,282,10,6,10,14,3,6,14,39,34,64,4,19,5626,13416,874,..,6495,13416
205051102,1432,3594,13,22,0,0,13,22,0,0,0,0,0,0,0,0,0,5,0,5,10,9,4,0,0,0,5,4,13,15,3,3,1466,3644,145,..,1607,3644
205051103,5260,12730,356,530,95,122,452,651,371,497,25,49,0,0,0,0,0,0,396,547,18,16,18,27,0,0,5,8,35,54,17,28,6156,14006,663,..,6822,14006
205051104,2134,4742,93,165,7,14,98,181,43,56,0,0,0,0,0,0,6,5,49,59,14,20,17,42,4,5,6,9,38,62,8,4,2321,5051,749,..,3073,5051
206011106,1435,3707,655,1305,983,2308,1638,3615,332,517,103,161,1798,2856,706,1080,0,5,2950,4616,0,0,0,0,0,0,39,80,39,80,9,12,6059,12035,824,..,6889,12035
206011107,2443,6642,533,1088,737,1641,1268,2725,1717,2686,256,395,603,949,90,128,5,12,2669,4169,0,0,0,0,0,0,26,69,26,69,7,13,6415,13627,1002,..,7419,13627
206011109,2997,8495,119,227,291,693,408,917,213,371,58,80,48,70,0,0,0,0,317,517,0,0,0,0,0,0,6,12,6,12,5,3,3734,9945,308,..,4035,9945
206011495,2323,6039,898,1797,645,1360,1541,3149,543,889,340,600,724,1152,67,90,0,14,1680,2742,0,0,0,0,0,0,83,188,83,188,8,17,5631,12143,756,..,6386,12143
206011496,1642,4215,885,1861,874,2005,1763,3872,441,732,523,831,1299,2025,179,279,0,10,2433,3876,0,0,0,0,0,0,64,150,64,150,3,13,5911,12130,929,..,6842,12130
206011497,2704,7192,549,1117,1001,2271,1546,3388,163,289,167,286,445,722,10,11,0,3,785,1312,0,0,0,0,0,0,9,23,9,23,9,32,5055,11939,498,..,5555,11939
206011498,3979,10998,410,843,510,1127,923,1972,105,190,42,82,33,65,81,162,9,20,270,525,0,0,0,0,0,0,0,9,0,9,5,3,5177,13506,415,..,5586,13506
206021110,1911,5385,329,690,469,1022,798,1709,756,1057,89,137,124,209,0,0,0,0,961,1405,0,0,0,0,0,0,11,17,11,17,0,0,3690,8524,416,..,4106,8524
206021112,4117,11120,729,1476,1138,2354,1872,3826,1573,2344,178,260,137,236,0,0,3,3,1893,2845,0,0,0,0,0,0,52,117,52,117,3,6,7941,17910,892,..,8834,17910
206021499,3209,8875,660,1535,695,1514,1350,3050,523,807,341,524,489,792,105,119,6,9,1460,2250,0,0,0,0,0,0,22,51,22,51,5,15,6049,14236,595,..,6636,14236
206021500,1807,4899,811,1900,639,1326,1447,3222,340,452,134,208,461,724,0,0,5,9,937,1404,0,0,0,0,0,0,40,88,40,88,6,14,4247,9622,472,..,4718,9622
206031113,2740,7652,647,1536,723,1743,1369,3281,515,905,1129,1988,182,304,0,0,3,9,1829,3205,0,0,0,0,0,0,22,43,22,43,7,7,5961,14189,702,..,6663,14189
206031115,831,2201,580,1220,233,535,811,1749,278,438,570,769,739,1278,875,1776,0,0,2458,4257,0,0,0,0,0,0,28,41,28,41,0,7,4137,8255,723,..,4860,8255
206031116,3064,8557,497,1069,576,1413,1076,2482,646,1063,554,817,1329,2078,167,249,0,0,2697,4206,0,0,0,0,0,0,17,46,17,46,0,6,6862,15300,996,..,7855,15300
206031501,3279,9709,295,649,756,1907,1048,2557,1114,2028,174,266,429,651,0,0,4,3,1713,2943,0,0,0,0,0,0,11,28,11,28,6,16,6055,15256,632,..,6686,15256
206031502,2073,5998,269,534,821,1657,1085,2187,839,1496,271,417,863,1337,41,57,0,0,2016,3310,0,0,0,0,0,0,15,24,15,24,9,10,5198,11531,851,..,6047,11531
206041117,93,188,442,888,748,1961,1188,2846,199,379,638,1073,1358,2261,3560,6135,0,0,5755,9858,0,0,0,0,0,0,38,85,38,85,16,22,7099,12997,2925,..,10022,12997
206041118,41,90,0,0,108,291,108,291,0,0,3,11,1015,1837,6353,11674,0,0,7376,13518,0,0,5,0,0,0,0,0,5,0,20,23,7546,13926,2425,..,9970,13926
206041119,77,177,134,295,407,957,538,1250,227,357,623,950,308,549,599,999,0,0,1762,2857,0,0,0,0,0,0,3,15,3,15,9,10,2396,4305,857,..,3255,4305
206041120,0,0,0,0,0,0,0,0,0,0,0,0,29,55,0,0,0,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,34,56,5,..,37,56
206041121,810,2153,632,1281,1894,4357,2522,5643,121,183,317,575,698,1160,239,402,0,3,1384,2311,0,0,0,0,0,0,6,11,6,11,5,9,4727,10124,623,..,5355,10124
206041124,48,150,143,357,628,1692,775,2055,145,266,237,396,440,730,502,894,0,0,1320,2286,0,0,0,0,0,0,4,10,4,10,5,13,2148,4509,566,..,2715,4509
206041125,173,444,108,238,189,422,297,660,238,427,943,1534,384,605,1002,1757,0,0,2573,4320,0,0,0,0,0,0,0,0,0,0,6,8,3049,5435,1007,..,4054,5435
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
206041503,0,4,0,0,34,68,34,68,17,34,73,128,190,298,4370,7426,0,0,4650,7894,0,0,0,0,0,0,8,20,8,20,22,36,4720,8021,2089,..,6812,8021
206041504,0,0,0,0,0,0,0,0,10,30,73,126,217,350,8412,14177,0,0,8705,14683,0,0,0,0,0,0,0,0,0,0,56,88,8767,14773,3600,..,12368,14773
206041505,10,22,0,0,10,16,10,16,6,6,62,109,1554,2741,6354,10987,0,0,7971,13843,0,0,0,0,0,0,0,0,0,0,47,82,8039,13966,4527,..,12562,13966
206041506,270,692,633,1440,1109,2737,1745,4171,451,898,1033,1872,1527,2634,1771,3285,3,5,4790,8700,0,0,0,0,0,0,41,69,41,69,13,16,6855,13644,1680,..,8535,13644
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
