SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
20201102105,22,3,0,0,0,0,0,28
20201102106,13,0,0,0,0,0,0,17
20201102107,34,4,0,0,0,0,0,41
20201102108,15,5,0,0,0,0,0,17
20201102109,26,6,3,0,0,0,0,34
20201102110,56,5,4,0,0,0,0,64
20201102111,42,0,0,0,0,0,0,40
20201102112,35,3,0,0,0,0,0,36
20201102113,27,6,0,0,0,0,0,35
20201102114,44,0,0,0,0,0,0,43
20201102115,51,5,5,0,0,0,0,61
20201102116,24,4,3,0,0,0,0,25
20201102117,33,5,0,0,0,0,0,43
20201102118,48,0,3,0,0,0,0,53
20201102119,46,5,0,0,0,0,0,53
20201102120,24,3,0,0,0,0,0,24
20201102121,15,0,3,0,0,0,0,15
20201102122,28,0,0,0,0,0,0,32
20201102123,0,0,0,0,0,0,0,0
20201102124,0,0,0,0,0,0,0,0
20201102125,30,6,0,0,0,0,0,40
20201102126,40,0,0,0,0,0,0,43
20201102127,0,0,0,0,0,0,0,0
20201102201,35,3,5,0,0,0,4,40
20201102202,56,6,3,0,0,0,0,69
20201102203,9,0,0,0,0,0,0,17
20201102204,38,5,3,0,0,0,0,53
20201102205,46,0,0,0,0,0,0,51
20201102206,28,6,4,0,0,0,0,32
20201102208,33,4,4,0,0,0,0,37
20201102209,31,5,0,0,0,0,0,39
20201102210,40,3,4,0,0,0,0,42
20201102211,39,3,0,0,0,0,0,46
20201102212,45,4,8,0,0,0,5,62
20201102213,11,5,0,0,0,0,0,16
20201102214,30,0,0,0,0,0,0,32
20201102215,22,4,3,0,0,0,0,24
20201102216,83,9,5,3,0,0,0,99
20201102217,32,0,6,0,0,0,0,40
20201102218,34,3,5,0,0,0,0,43
20201102219,30,3,0,0,0,0,0,31
20201102220,7,0,0,0,0,0,0,5
20201102221,15,0,0,0,0,0,0,17
20201102222,107,3,9,0,0,0,0,111
20201102223,36,8,0,0,0,0,0,47
20201102224,32,9,0,5,0,0,0,41
20201102225,36,9,0,0,0,0,0,45
20201102226,26,8,0,0,0,0,0,34
20201102227,47,3,0,0,0,0,0,50
20201102228,46,3,0,0,0,0,0,51
20201102229,46,6,0,0,0,0,0,60
20201102230,12,3,0,0,0,0,0,14
20201102231,25,5,0,0,0,0,0,35
20201102232,46,3,4,0,0,0,0,54
20201102233,29,0,4,0,0,0,0,35
20201102234,26,3,0,0,0,0,0,35
20201102235,35,6,0,0,0,0,0,37
20201102236,57,4,0,0,0,0,0,63
20201102237,35,4,3,3,0,0,0,50
20201102238,29,4,0,0,0,0,0,37
20201102239,33,0,0,0,0,0,0,36
20201102240,11,3,0,0,0,0,0,19
20201102241,45,9,0,0,0,0,0,50
20201102242,9,3,0,0,0,0,0,19
20201102243,23,3,3,0,0,0,0,24
20201102244,30,0,0,0,0,0,0,29
20201102245,119,12,9,0,0,0,0,137
20201102301,79,6,0,0,0,0,0,88
20201102302,69,9,0,0,0,0,0,77
20201102305,103,4,8,0,0,0,0,119
20201102306,49,3,0,0,0,0,0,49
20201102307,49,9,3,0,0,0,0,60
20201102308,84,0,5,0,0,0,3,87
20201102309,46,3,0,0,0,0,0,48
20201102310,106,7,0,0,0,0,0,114
20201102311,124,16,10,0,0,0,0,147
20201102312,69,9,4,0,0,0,0,87
20201102402,42,5,0,0,0,0,0,48
20201102403,24,3,0,0,0,0,0,34
20201102405,105,5,6,0,0,0,0,116
20201102407,64,5,6,0,0,0,3,80
20201102408,85,17,5,0,0,0,0,99
20201102409,76,12,8,0,0,0,0,86
20201102410,121,5,4,0,0,0,0,135
20201102411,54,9,3,0,0,0,0,62
20201102412,61,7,3,0,0,0,0,67
20201102413,49,5,0,0,0,0,0,53
20201102415,29,6,0,0,0,0,0,38
20201102417,0,0,0,0,0,0,0,0
20201102418,143,13,8,0,0,0,0,164
20201102419,63,5,0,0,0,0,0,73
20201102421,77,4,0,0,0,0,0,76
20201102422,39,0,0,0,0,0,0,41
20201102423,55,0,0,0,0,0,0,60
20201102424,103,5,0,0,0,0,0,115
20201102425,49,3,4,0,0,0,0,52
20201102426,62,4,3,0,0,0,0,72
20201102427,79,3,5,0,0,0,0,94
20201102428,29,0,3,0,0,0,0,33
20201102501,54,8,0,0,0,0,0,61
20201102502,55,5,5,3,0,0,0,73
20201102503,91,8,4,4,0,0,0,104
20201102504,25,0,4,0,0,0,0,34
20201102505,32,3,0,0,0,0,0,38
20201102506,21,0,0,0,0,0,0,27
20201102507,0,0,0,0,0,0,0,0
20201102509,78,17,0,0,0,0,0,103
20201102510,62,6,0,0,0,0,0,70
20201102511,23,5,0,0,0,0,0,27
20201102512,61,4,4,4,0,0,0,73
20201102514,77,3,0,0,0,0,0,83
20201102515,31,0,0,0,0,0,0,34
20201102517,89,5,3,0,0,0,0,97
20201102519,36,3,3,0,0,0,0,45
20201102520,61,7,8,0,0,0,0,71
20201102521,67,6,0,0,0,0,0,75
20201102522,38,4,0,0,0,0,0,43
20201102523,57,3,7,0,0,0,0,62
20201102524,55,3,10,0,0,0,0,72
