SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
20901120108,45,3200,1081,593,3463,0.9,3143,3.2
20901120109,39,2442,1297,411,3196,0.8,2177,2.1
20901120110,48,3000,1114,490,3136,0.8,2855,2.7
20901120111,45,4267,1333,580,4714,0.8,3937,3
20901120112,45,2685,1092,467,3700,0.9,3340,2.9
20901120113,47,4175,1129,341,3568,0.8,3136,2.7
20901120114,48,2900,1012,572,2774,0.8,2287,2.4
20901120115,49,3172,1111,850,4449,0.8,3928,3
20901120116,52,6000,1350,848,4937,0.7,4957,3.1
20901120117,43,2600,1143,461,3625,0.8,3055,2.8
20901120118,45,4000,1214,627,3833,0.8,3457,3
20901120119,45,2450,1194,717,4650,0.8,3799,3
20901120201,42,2253,860,405,3083,0.8,2449,2.7
20901120202,44,2098,1013,366,2535,0.8,1812,2.4
20901120203,45,2167,751,400,2522,0.8,1968,2.8
20901120204,43,2000,959,398,2229,0.7,1735,2.3
20901120205,42,2113,1008,494,2736,0.8,2416,2.8
20901120206,38,2184,1099,441,2565,0.8,2381,2.9
20901120207,51,2200,1348,115,4249,0.7,3750,2.9
20901120208,38,2373,943,439,2587,0.9,2293,2.8
20901120209,40,2167,1068,501,2815,0.8,2600,2.9
20901120210,43,1805,936,369,2227,0.7,1701,2.2
20901120211,43,2242,1032,431,2636,0.7,1781,2.3
20901120212,46,1998,794,400,2073,0.8,1653,2.1
20901120213,39,2450,900,450,2558,0.8,2146,2.7
20901120214,52,2468,568,522,2859,0.8,2767,3.1
20901120215,39,1930,960,401,2170,0.8,1625,2.2
20901120216,40,2250,1047,521,2613,0.8,2176,2.5
20901120217,47,2019,914,438,2704,0.8,2324,2.7
20901120218,48,2500,1097,1775,3675,0.7,3299,3
20901120219,41,4888,1023,411,3250,0.8,3374,3.3
20901120220,48,1717,1052,471,2568,0.7,1924,2.1
20901120221,45,2500,907,391,2235,0.7,1589,2.1
20901120222,41,2275,967,427,2548,0.8,1989,2.5
20901120223,38,1815,1033,381,2423,0.8,1713,2.1
20901120224,38,2255,1043,396,2396,0.8,1812,2.4
20901120225,42,2300,1042,441,2613,0.8,2340,2.7
20901120226,43,2200,847,476,2625,0.7,2156,2.6
20901120227,39,1900,1015,415,2530,0.8,2065,2.3
20901120228,41,2341,945,449,2860,0.8,2474,2.8
20901120229,43,2400,935,436,2296,0.8,2025,2.6
20901120230,43,2188,938,481,2557,0.8,2190,2.7
20901120231,43,1997,841,401,2454,0.8,2033,2.5
20901120232,48,2084,875,441,2339,0.8,1800,2.4
20901120233,44,2600,861,439,2460,0.7,1987,2.6
20901120234,40,2383,853,448,2615,0.8,2270,2.9
20901120235,43,2134,995,400,2463,0.8,1983,2.5
20901120236,41,2356,949,401,2916,0.8,2521,2.8
20901120237,44,2400,952,394,2384,0.8,1963,2.4
20901120238,46,2289,865,450,2229,0.7,1875,2.6
20901120239,41,2094,870,385,2041,0.8,1491,2.1
20901120240,48,2108,1051,377,2763,0.7,2176,2.4
20901120241,41,2167,1096,451,2725,0.8,2318,2.6
20901120301,38,2318,935,400,2625,0.8,2431,2.9
20901120302,41,1300,1050,452,2583,0.8,2333,3
20901120303,40,2095,935,300,2250,0.8,2038,2.9
20901120304,39,1990,818,398,2360,0.8,1607,2.5
20901120305,46,2000,749,515,2307,0.8,1786,2.8
20901120306,39,2167,992,400,2523,0.8,1982,2.7
20901120307,40,2392,995,393,2316,0.8,2031,2.8
20901120308,40,2200,1023,371,2474,0.8,1864,2.3
20901120309,38,2167,1033,431,2666,0.8,2071,2.4
20901120310,40,2167,796,451,2516,0.8,1875,2.9
20901120311,41,2167,1096,145,3250,0.8,2963,3
20901120312,36,2301,1003,394,2589,0.8,2119,2.7
20901120313,36,2167,1069,401,2764,0.8,2013,2.5
20901120314,38,2000,1017,374,2449,0.8,1875,2.3
20901120315,40,2167,915,423,2525,0.9,2232,2.9
20901120316,41,2421,885,451,2468,0.8,2555,3
20901120317,41,1900,781,437,2583,0.8,2068,2.9
20901120318,47,2275,958,520,2916,0.7,2343,2.8
20901120319,37,2167,1146,369,2523,0.8,2195,2.6
20901120320,37,2149,959,350,2542,0.9,2434,3
20901120321,34,2200,905,313,2698,0.8,2473,3
20901120322,40,2133,1016,463,2849,0.7,2366,2.6
20901120323,42,2062,719,426,2105,0.8,1864,2.9
20901120324,44,2200,823,451,2449,0.8,2266,3
20901120325,37,2044,1096,411,2839,0.8,2258,2.4
20901120326,46,2200,744,476,2333,0.7,2014,2.7
20901120327,41,2167,917,386,2589,0.8,1875,2.2
20901120328,40,2383,825,401,2416,0.8,2105,2.5
20901120329,43,2210,850,400,2250,0.8,1768,2.4
20901120330,38,2200,1015,400,3036,0.8,1875,2.4
20901120331,38,2179,847,383,2449,0.8,1897,2.5
20901120332,55,2167,692,266,1968,0.6,1278,2.1
20901120333,44,2383,855,371,2308,0.7,1875,2.5
20901120334,23,0,1156,0,0,1,899,1
20901120335,36,2700,919,445,2349,0.8,1875,2.5
20901120336,40,9999,1583,0,3250,1,5500,5
20901120337,50,2600,680,435,1946,0.8,1343,2.4
20901120338,39,2475,891,395,2625,0.8,2058,2.5
20901120339,72,2500,522,380,1625,0.8,1221,2
20901120340,43,2513,859,386,2660,0.8,2154,2.8
20901120341,43,2104,961,570,2799,0.7,2360,2.8
20901120342,42,2550,903,526,2489,0.8,2352,3
20901120343,44,2343,779,490,2360,0.8,2045,2.8
20901120344,43,2500,597,501,2416,0.8,1958,2.9
20901120345,45,2474,599,398,2285,0.7,1449,2.5
20901120346,47,2200,762,581,2535,0.8,2374,3
20901120401,40,2000,897,414,2432,0.8,1921,2.5
20901120402,48,2000,808,323,2542,0.7,2416,2.8
20901120403,39,2133,728,400,1974,0.8,1739,2.6
20901120404,42,2123,803,400,2215,0.8,1812,2.5
20901120405,42,1950,935,390,2446,0.7,1765,2.2
20901120406,37,2019,849,400,2399,0.8,1875,2.5
20901120407,39,2093,853,376,2528,0.8,2062,2.6
20901120408,36,1950,872,381,2399,0.8,1961,2.7
20901120409,36,1975,907,381,2214,0.8,1899,2.6
20901120410,41,1902,749,402,2416,0.8,1890,2.5
20901120411,41,1509,810,338,2545,0.8,1575,2.3
20901120412,41,1975,1047,381,2521,0.8,2125,2.5
20901120413,47,2380,829,529,2704,0.8,2349,2.9
20901120414,52,2000,718,540,2305,0.7,2044,2.8
20901120415,37,2200,1011,455,2446,0.8,2218,2.7
20901120416,40,2012,748,421,2264,0.8,2095,2.7
20901120417,36,1950,983,401,2555,0.8,1954,2.6
20901120418,34,1985,923,381,2281,0.9,1972,2.7
20901120419,34,2383,1170,398,3025,0.7,2521,2.5
20901120420,37,2383,1043,371,2578,0.8,2146,2.6
20901120421,44,2125,516,150,1946,0.8,1025,2.2
20901120422,43,2050,886,434,2562,0.8,2175,2.7
20902120502,41,3000,1097,692,4374,0.8,3916,3
20902120503,43,1900,689,481,2388,0.8,2437,3
20902120504,36,1800,787,400,2449,0.8,2206,2.8
20902120505,43,2600,992,600,3109,0.8,2613,3
20902120507,50,2100,762,441,3053,0.8,1600,2.2
20902120508,41,1300,717,321,1452,1,1198,2
20902120509,30,1638,678,351,1654,0.9,1478,2.4
20902120510,36,1679,549,362,1343,0.8,1271,2.6
20902120511,36,2134,599,390,1557,0.8,1420,2.5
20902120512,36,2167,667,450,2303,0.9,2343,3.4
20902120514,46,1669,533,376,1352,0.7,1173,2.3
20902120516,50,1700,613,531,2150,0.8,2132,3
20902120517,0,0,0,0,0,0,0,0
20902120518,32,1430,621,346,1482,1,1359,2.3
20902120519,0,0,0,0,0,0,0,0
20902120520,36,1821,686,367,1687,0.8,1473,2.4
20902120521,37,1933,641,400,1674,0.8,1797,2.7
20902120522,0,0,0,0,0,0,0,0
20902120523,44,1512,669,494,1899,0.8,1937,3.2
20902120524,39,2550,1254,400,3785,0.9,3607,3.4
20902120525,0,0,0,0,0,0,0,0
20902120526,20,0,272,264,0,1.3,333,1.9
20902120527,37,2768,862,229,3299,0.9,2096,2.5
20902120528,30,1733,822,384,1841,1,1562,2.3
20902120529,27,1850,717,361,1766,0.9,1375,2
20902120530,32,2000,796,500,2571,0.8,2214,3
20902120531,58,0,1000,805,1875,2,1875,2
20902142801,44,0,1024,642,0,1,1024,1
20902142802,36,1800,710,261,1937,1,943,1.8
20902142803,37,2167,717,431,2132,0.9,1687,2.5
20902142804,39,2513,949,416,2644,0.9,2163,2.6
20902142805,37,2234,450,270,1149,0.9,810,2.2
20902142806,36,2165,628,426,1733,0.8,1471,2.4
20902142807,35,1750,944,371,2125,1,1592,1.9
20902142809,37,2421,785,401,2208,0.9,1855,2.5
20902142810,40,1800,876,430,2358,0.9,2125,2.6
20902142811,34,2050,870,468,2575,0.9,2250,2.5
20902142812,39,2167,815,459,2519,0.9,2261,2.8
20902142813,50,1899,833,380,2113,0.9,1812,2.2
20902142814,37,2000,855,440,2271,0.9,2095,2.6
20902142816,39,1894,711,432,2125,0.9,1828,2.7
20902142817,37,2216,895,401,2409,0.9,2137,2.5
20902142818,32,1517,947,375,2263,1,1696,2
20902142820,37,2280,758,389,2100,0.8,1481,2.2
20902142821,39,2167,712,411,2027,0.9,1854,2.7
20902142822,40,2000,924,451,2577,0.8,2107,2.5
20902142823,36,2286,722,431,2374,0.9,1958,2.6
20902142824,38,2000,865,244,2468,0.9,1478,2
20902142825,41,1509,653,386,1733,0.8,1625,2.3
20902142826,37,2167,1174,401,3250,1,2196,2.2
20902142827,39,2100,825,456,2387,0.9,2055,2.6
20902142828,36,1993,635,370,1843,0.9,1470,2.3
20902142829,37,2275,739,376,2036,0.9,1697,2.5
20902142830,37,2600,820,308,2062,0.9,1671,2.6
20902142833,35,2300,880,405,2267,0.9,2068,2.6
20902142834,37,2500,959,433,2345,0.9,2017,2.4
20902142835,39,1982,546,322,1578,0.9,1062,2.2
20902142836,36,2513,900,431,2708,0.9,2115,2.6
20902142837,36,2180,833,456,2416,0.9,1899,2.4
20902142838,34,1725,585,300,1478,1,1388,2.7
20902142839,37,2124,883,413,2279,0.9,1709,2.4
20902142840,39,2183,732,420,2139,0.9,1958,2.6
20902142841,35,1500,1405,400,2613,1,1882,1.6
20902142842,40,2167,815,358,2270,0.9,1600,2.1
20902142843,37,2210,915,391,2750,0.9,2014,2.5
20902142844,34,1733,1087,400,2409,0.9,1789,2
20902142845,35,1430,1125,386,2283,1,1773,2
20902142846,33,1695,959,371,2390,1,1698,2.1
20902142847,36,2354,976,425,2577,0.9,2116,2.3
20902142848,31,1531,1138,391,2083,1,1739,1.6
20902142849,34,1700,1418,400,2673,0.9,2135,1.8
20902142850,37,1819,1121,371,2515,0.9,1739,1.8
20902142901,36,1950,1030,403,2594,0.9,2064,2.4
20902142902,41,2500,1016,396,2833,0.9,2307,2.6
20902142903,39,1950,1070,517,3250,0.9,2531,2.7
20902142904,40,2000,775,368,2171,0.9,1808,2.4
20902142905,41,2400,936,411,2852,0.9,2263,2.7
20902142906,40,1950,790,416,2104,0.8,1763,2.4
20902142907,34,2600,894,462,2399,0.9,1961,2.6
20902142908,40,2300,896,477,2968,0.8,2285,2.6
20902142909,39,2600,1103,488,3019,0.9,2430,2.8
20902142910,38,1997,739,401,1803,0.9,1537,2.3
20902142911,35,1517,879,388,2220,1,1755,2.2
20902142912,43,1800,833,371,2109,1,1812,2.5
20902142913,37,2340,769,400,2166,1,1774,2.8
20902142914,40,2000,852,399,2319,0.9,1797,2.2
20902142915,37,2000,776,393,2104,1,1739,2.6
20902142916,38,2167,882,230,2812,0.9,2090,2.5
20902142917,38,1995,1044,381,2937,1,2413,2.6
20902142918,39,2167,757,351,2288,0.9,1548,2.2
20902142919,35,2000,830,432,2340,0.9,2048,2.6
20902142920,41,2258,1013,390,2543,0.9,1865,2.2
20902142921,37,2238,1037,411,2571,0.9,2283,2.7
20902142922,36,2472,766,385,1958,0.9,1696,2.7
20902142923,40,2200,951,451,2954,0.9,2147,2.6
20902142924,43,2167,864,404,2333,0.8,1760,2.3
20902142925,39,1950,918,389,2161,0.9,1952,2.5
20902152301,34,1733,672,364,1762,0.9,1516,2.6
20902152302,35,1810,906,361,2225,0.9,1638,2.2
20902152303,37,2223,804,420,2211,0.8,1895,2.5
20902152304,44,2207,718,421,2187,0.8,2187,3
20902152305,36,1917,680,300,2105,0.9,1261,2.1
20902152306,35,1950,840,381,2125,0.9,1482,2.3
20902152307,36,1900,942,360,2069,0.9,1617,2
20902152308,34,1948,861,374,2027,0.9,1800,2.3
20902152309,35,1820,732,336,1760,1,1407,2.3
20902152310,36,1915,803,381,1983,0.8,1611,2.3
20902152311,32,1785,814,360,2033,1,1645,2.4
20902152312,34,1861,941,351,2250,0.9,1577,2.2
20902152313,34,1853,902,371,2059,0.9,1618,2.2
20902152314,51,2000,525,391,1583,0.7,1204,2.3
20902152315,36,2040,679,316,1833,0.9,1230,2.2
20902152316,39,2019,683,391,1910,0.8,1562,2.5
20902152317,47,1758,479,400,1519,0.8,1235,2.6
20902152318,35,1900,909,361,2192,0.8,1728,2.1
20902152319,35,2016,791,334,2120,0.9,1755,2.3
20902152320,36,1603,808,356,2156,0.8,1465,2.3
20902152321,42,2000,659,361,1928,0.8,1421,2.3
20902152322,32,1845,866,361,1952,1,1705,2.3
20902152323,47,2184,489,378,1444,0.7,1287,2.6
20902152324,33,1733,849,368,1983,0.8,1553,2.2
20902152325,46,1856,818,322,1859,0.9,1480,2.1
20902152326,40,1733,777,378,1928,0.8,1461,2.2
20902152327,36,1835,840,361,2120,0.9,1476,2.1
20902152328,34,1733,722,333,1612,0.9,1449,2.1
20902152329,38,2167,752,363,2020,0.8,1514,2.4
20902152330,35,1694,844,351,2204,0.9,1733,2.3
20902152401,42,2600,443,401,1666,0.9,1375,2.8
20902152402,41,1842,589,349,1687,0.8,1354,2.6
20902152403,35,1950,709,381,1687,1,1648,2.6
20902152404,54,2000,540,351,1375,0.7,1112,2.3
20902152405,39,1903,488,317,1771,0.9,1737,3.3
20902152406,55,1731,484,451,1458,0.7,1260,2.6
20902152407,37,2300,737,346,1985,0.9,1493,2.5
20902152408,45,1647,537,371,1568,0.8,1300,2.5
20902152409,54,1992,445,163,1708,0.7,1583,2.8
20902152410,36,2200,707,381,2017,0.9,1760,2.8
20902152411,53,2761,539,396,1604,0.8,1471,2.8
20902152412,0,0,0,0,0,0,0,0
20902152413,50,1875,493,380,1696,0.7,1263,2.4
20902152414,48,2093,497,364,1791,0.8,1511,2.8
20902152415,38,1700,743,361,2073,0.9,1836,2.7
20902152416,37,1800,681,336,1843,0.8,1581,2.6
20902152417,46,2334,568,391,1525,0.7,1087,2.2
20902152418,54,1900,448,441,1350,0.7,1187,2.5
20902152419,45,2019,521,421,1597,0.8,1394,2.5
20902152420,44,1782,788,401,2216,0.8,1963,2.7
20902152421,48,1679,676,336,2125,0.8,1485,2.8
20902152422,43,2303,564,361,1562,0.9,1333,2.5
20902152423,46,1815,530,381,1649,0.7,1077,2.3
20902152424,39,2000,540,372,1575,0.8,1489,2.8
20902152425,42,2176,579,401,1529,0.8,1445,2.7
20902152501,35,2362,796,391,2156,0.9,1803,2.6
20902152502,36,1800,863,321,2014,1,1492,2.1
20902152503,35,1800,703,351,1461,0.9,1309,2.4
20902152504,41,1829,495,350,1837,1,1303,2.5
20902152505,34,1767,545,351,1292,0.8,1152,2.3
20902152506,43,2192,872,435,2675,0.8,2250,2.8
20902152507,43,1874,748,415,2528,0.9,2021,2.7
20902152508,38,1804,694,355,1768,0.9,1598,2.4
20902152509,42,2000,466,116,1468,1.1,587,1.9
20902152510,68,1300,542,265,1166,0.8,617,1.5
20902152511,35,1789,785,391,1833,0.9,1662,2.5
20902152512,36,1921,693,369,2014,0.9,1426,2.3
20902152513,35,2284,847,356,2340,0.9,1645,2.3
20902152514,35,1650,775,331,1552,1,1341,2.1
20902152515,35,1600,568,323,1708,0.9,1287,2.2
20902152516,35,1950,920,378,2519,0.9,1875,2.4
20902152517,39,1952,755,379,2036,0.9,1669,2.4
20902152518,39,2000,931,371,2240,0.9,1823,2.3
20902152519,38,2167,715,401,2181,0.8,1819,2.7
20902152520,33,2010,560,331,1437,0.9,1292,2.6
20902152521,37,2315,817,375,2380,0.9,2008,2.6
20902152522,33,2117,664,331,1847,0.9,1591,2.6
20902152523,83,412,455,104,770,0.7,505,1.2
20902152524,32,1842,583,325,1424,1,1272,2.5
20902152525,37,2500,871,348,2107,0.9,1555,2.3
20902152526,34,1707,511,326,1524,0.9,1283,2.3
20902152527,37,2100,853,344,2068,0.9,1670,2.1
20902152528,39,2050,877,371,2654,0.9,1906,2.5
20902152601,36,2000,884,350,2083,0.9,1644,2.1
20902152602,38,2383,906,425,2426,0.9,2089,2.8
20902152603,36,2167,846,381,2125,0.9,1691,2.5
20902152604,37,2167,993,350,2634,0.9,2134,2.5
20902152605,35,1792,783,341,1978,0.9,1550,2.2
20902152606,37,2200,1025,400,2696,0.9,2250,2.6
20902152607,40,2167,893,401,2281,0.9,1962,2.5
20902152608,36,2325,914,369,2567,1,2010,2.5
20902152609,39,2387,848,420,2050,0.9,1671,2.5
20902152610,37,1943,773,351,1792,0.8,1410,2.3
20902152611,37,1769,938,351,2131,0.9,1588,2.1
20902152612,38,1733,816,337,1978,0.9,1625,2.5
20902152613,37,2167,1002,387,2514,0.9,2160,2.7
20902152614,41,1000,575,193,2749,1.2,1125,1.8
20902152615,35,1752,765,351,1663,1,1380,2.1
20902152616,39,1950,826,346,2261,0.8,1550,2.2
20902152617,41,2000,772,420,2282,0.8,1800,2.5
20902152618,36,2223,887,356,2279,0.9,1807,2.6
20902152619,35,2084,820,323,2356,0.9,2036,2.6
20902152620,39,2763,828,423,2437,0.9,1902,2.7
20902152621,40,0,875,411,0,0.5,1625,1
20902152622,36,1571,770,348,1642,1,1375,2.1
20902152623,35,2000,767,341,2047,1,1638,2.6
20902152624,32,1733,805,381,1968,0.9,1637,2.2
20902152625,36,2167,1062,429,2650,0.9,2352,2.6
20902152626,0,0,0,0,0,0,0,0
20902152627,35,2000,848,371,2028,0.9,1653,2.3
20902152628,35,1821,909,355,2113,0.9,1507,2.1
20902152629,36,2167,862,390,2296,0.9,2011,2.4
20902152630,35,2000,853,371,2092,0.9,1920,2.4
20902152631,38,2167,881,413,2604,0.9,2065,2.5
20902152632,37,2000,900,331,2125,0.8,1533,2
20902152633,36,2167,879,350,2187,0.9,1769,2.4
20903120901,45,2135,924,582,2636,0.8,2416,2.9
20903120902,47,1700,958,393,2087,0.8,1545,1.7
20903120903,43,2383,921,448,2833,0.8,1859,2.4
20903120904,44,2550,951,430,3333,0.8,3222,3.1
20903120905,44,2808,1129,560,3283,0.9,3150,3.1
20903120906,44,2000,947,501,3181,0.8,3023,3
20903120907,42,2444,1147,0,3550,0.8,3750,3.3
20903120908,42,2100,1065,587,2931,0.8,2523,2.8
20903120909,38,2500,1037,561,2896,0.9,2881,3.3
20903120910,44,2450,1111,592,2882,0.8,2750,2.9
20903120911,41,2167,1091,601,3083,0.8,3124,3.2
20903120912,43,2100,1025,552,2783,0.8,2446,2.6
20903120913,46,2167,1029,512,3071,0.7,2957,2.9
20903120914,41,2550,918,508,2718,0.8,2441,2.9
20903120915,41,2167,868,426,2235,0.8,1610,2.3
20903120916,38,2500,956,400,3166,0.8,2522,2.8
20903120917,44,2000,871,421,2420,0.8,1705,2.4
20903120918,41,2167,863,396,2633,0.8,2016,2.5
20903120919,43,2167,911,416,2750,0.8,2329,2.7
20903120920,44,2366,1042,561,2812,0.8,2840,3
20903120921,48,2558,913,714,2892,0.7,2905,3
20903120922,39,2395,1050,454,2769,0.9,2408,2.9
20903120923,45,2167,886,440,2449,0.8,2234,2.7
20903120924,42,2167,1022,462,2483,0.7,1912,2.4
20903120925,38,2167,1129,435,3066,0.8,2931,3
20903120926,44,3000,900,491,3042,0.9,2899,3.2
20903120927,40,2000,1343,486,3150,0.8,2549,2.8
20903120928,40,2334,993,611,2625,0.8,2594,3.1
20903120929,44,2500,1132,620,3392,0.8,3187,3.1
20903120930,45,2384,976,466,3374,0.8,3194,3
20903120931,43,2379,1139,612,3527,0.9,3272,3.2
20903120932,43,3000,1006,582,2963,0.8,2963,2.9
20903120933,42,2900,1125,540,3571,0.8,3714,3.3
20903120934,46,2040,882,398,2625,0.8,2402,2.7
20903120935,39,2600,1033,450,2874,0.8,2892,3.1
20903120936,41,2596,921,450,2888,0.8,2382,2.8
20903120937,48,2350,1083,260,3750,0.7,3150,2.9
20903120938,47,3156,1162,300,3274,0.8,3175,3
20903120939,45,2550,1064,501,3180,0.8,3073,3
20903120940,52,1500,926,279,2625,0.7,2542,2.8
20903120941,45,2416,1067,413,3333,0.8,3230,3.2
20903120942,42,2383,956,431,2772,0.8,2750,3
20903120943,39,2200,1173,551,2884,0.8,2750,3.1
20903120944,41,2300,942,462,3113,0.9,2422,2.8
20903120945,55,2012,712,361,3014,0.9,2615,2.8
20903120946,43,2015,914,418,2250,0.8,1916,2.3
20903120947,41,2400,914,504,2468,0.8,1958,2.7
20903120948,46,2050,1062,371,3312,0.7,2305,2.6
20903120949,47,2600,1020,569,3045,0.8,2968,3.1
20903120950,40,2167,945,565,2750,0.8,2583,3.2
20903120951,39,2181,931,564,2803,0.8,2692,3.3
20903120952,43,2600,882,675,2971,0.8,2750,3
20903120953,41,2167,984,367,2625,0.8,2234,2.6
20903120954,41,2000,962,542,2766,0.8,2559,3
20903120955,40,2167,842,491,2607,0.8,2440,3
20903120956,44,1900,955,672,2411,0.8,2308,2.9
20903120957,45,2259,949,455,2424,0.8,2222,3
20903120958,41,2500,1107,451,3410,0.8,3094,3
20903120959,39,1900,788,406,2159,0.7,1510,2.1
20903120960,40,2199,949,423,2233,0.8,1740,2.6
20903121001,42,2080,1008,420,2395,0.8,2067,2.6
20903121002,37,1904,878,365,2424,1,1937,2.7
20903121003,40,1733,993,360,2525,0.9,2229,2.9
20903121004,46,1950,875,485,2215,0.8,2135,2.8
20903121005,43,2557,708,338,2525,0.8,2594,3.3
20903121006,43,2167,930,435,2325,0.8,2190,2.8
20903121007,44,2334,833,596,2892,0.8,2833,3.3
20903121008,46,2383,804,366,2312,0.8,2022,2.9
20903121009,40,1907,941,463,2374,0.8,2266,2.9
20903121010,39,1733,971,450,2444,0.8,2131,2.7
20903121101,45,1733,683,303,1781,0.9,1656,2.9
20903121102,41,1733,765,323,2069,0.8,1864,2.8
20903121103,41,1733,718,280,1968,0.8,1510,2.4
20903121104,43,2090,836,335,2150,0.9,1978,2.8
20903121105,43,1914,854,390,2305,0.9,1958,2.8
20903121106,37,1939,830,300,2195,0.9,2065,3
20903121107,38,1997,732,370,2031,0.8,1792,3
20903121108,46,1912,595,330,1656,0.8,1656,2.6
20903121109,49,1950,676,222,1731,0.8,1640,2.6
20903121110,43,2019,892,423,2356,0.8,2044,2.6
20903121111,51,1950,872,290,2324,0.7,2045,2.6
20903121112,46,1733,920,200,2019,0.8,1517,2.3
20903121201,44,2167,790,416,2272,0.8,2023,2.8
20903121202,47,2084,900,300,2156,0.9,1971,2.8
20903121203,45,2300,1048,389,3166,0.8,3062,3
20903121204,49,2167,1012,278,2600,0.8,2468,2.9
20903121205,50,1867,912,115,2678,0.8,2281,2.7
20903121206,43,2400,877,305,2536,0.9,2454,2.8
20903121207,46,2184,763,550,2218,0.9,2071,3
20903121208,41,1950,949,351,2405,0.9,2094,2.8
20903121209,0,0,0,0,0,0,0,0
20903121210,0,0,0,0,0,0,0,0
20903121211,51,2500,970,376,2818,0.8,2666,2.9
20903121212,44,2550,900,531,2468,0.8,2100,2.9
20903121213,46,2167,812,353,2799,0.8,2285,2.7
20903121214,48,2800,921,691,2446,0.7,2288,3.1
20903121215,52,2442,821,265,2482,0.8,2233,2.6
20903121216,51,2600,859,221,2374,0.9,2036,2.9
20903121217,53,2234,864,184,2333,0.7,2062,2.7
20903121218,50,4000,807,600,2405,0.8,2416,3.1
20903121219,50,3033,756,212,1974,0.9,1916,2.9
20903121220,43,1612,861,265,2437,0.8,2225,2.8
20903121301,42,2500,976,593,3518,0.8,3270,3.3
20903121302,51,2442,955,480,3216,0.8,3125,3.2
20903121303,47,2383,1087,0,3428,0.8,3388,3.2
20903121304,37,2167,987,432,2520,0.8,2374,3.2
20903121305,37,2058,964,509,2569,0.8,2349,2.9
20903121306,38,2198,1062,0,3250,0.8,3125,3.4
20903121307,40,2000,1040,490,2634,0.8,2519,2.8
20903121308,39,2214,1004,426,2571,0.8,2305,2.9
20903121309,39,2392,924,506,2422,0.8,2303,2.8
20903121310,46,2200,673,476,1812,0.7,1645,2.9
20903121311,40,2000,1054,419,2818,0.8,2198,2.7
20903121312,47,2650,917,800,3125,0.8,3028,2.9
20903121313,46,2000,841,630,2681,0.8,2267,2.9
20903121314,41,2256,835,493,2555,0.8,2299,2.9
20903121315,41,2000,935,507,2777,0.8,2454,2.8
20903121316,50,2300,994,600,2856,0.7,2437,2.9
20903121317,52,2500,787,521,2899,0.7,2833,2.9
20903121318,41,3275,1129,350,3547,0.8,3403,3.2
20903121319,50,2600,905,446,2750,0.7,2562,2.8
20903121320,48,2300,710,405,2416,0.8,2333,3
20903121321,49,2600,953,366,2594,0.8,2678,3.2
20903121322,47,2167,884,263,2750,0.8,2437,3
20903121323,49,2616,877,462,2484,0.7,2416,2.9
20903121324,49,2800,885,0,2708,0.8,2625,3
20903121325,39,2700,914,600,3055,0.9,3139,3.6
20903121401,44,2492,973,356,3023,0.8,2520,2.7
20903121402,44,2167,1048,420,3089,0.8,2863,3
20903121403,44,2500,1023,600,3639,0.8,3611,3.3
20903121404,42,2167,1050,480,2777,0.8,2542,2.9
20903121405,44,2167,1093,659,3281,0.9,3166,3.3
20903121406,43,2817,1231,390,3025,0.8,2833,2.9
20903121407,42,2500,1130,570,3340,0.8,3146,3.1
20903121408,41,2167,1007,539,2957,0.9,2673,3.1
20903121409,42,2600,725,511,2468,0.8,2468,3
20903121410,41,2000,936,530,3077,0.8,2785,3
20903121411,39,2400,1066,617,2841,0.8,2592,3
20903121412,47,3337,964,409,3208,0.7,2888,2.9
20903121413,46,2084,962,400,3374,0.8,2899,2.9
20903121414,46,2800,1132,585,3437,0.8,3550,3.2
20903121415,47,2000,1034,335,3058,0.8,2777,2.9
20903121416,44,2687,752,283,2805,0.8,2805,3.1
20903121417,42,3470,1069,588,3178,0.8,3083,3.3
20903121501,42,2000,863,573,2625,0.8,2531,3.2
20903121502,36,2101,1006,373,2426,0.8,1974,2.3
20903121503,45,2550,765,273,2403,0.9,2431,3.3
20903121504,35,2167,1057,486,2849,0.8,2714,3
20903121505,40,2000,949,500,2711,0.8,2687,3.1
20903121506,55,0,725,0,0,1,725,1
20903121507,41,2156,1003,429,2836,0.8,2760,3
20903121508,40,2383,1027,410,3107,0.8,3017,3
20903121509,37,1950,935,461,2488,0.8,2343,3
20903121510,49,2654,1142,556,2833,0.8,2694,2.8
20903121511,41,2043,979,401,2607,0.8,2394,2.9
20903121513,42,2238,992,491,2714,0.8,2700,3
20903121514,45,1975,827,390,2550,0.8,2343,2.8
20903121515,35,2969,1178,620,3083,0.8,3132,3.4
20903121516,41,2167,903,476,2575,0.8,2374,2.8
20903121517,39,2117,874,440,2565,0.8,2256,2.6
20903121518,43,1949,753,350,2211,0.7,1513,2.2
20903121519,37,2372,1050,552,3250,0.8,3191,3.5
20903121520,45,2167,934,325,3068,0.8,3022,3.2
20903121521,45,2167,1013,291,3119,0.8,2924,3.1
20903121522,43,2400,917,501,3214,0.8,3043,3.2
20903121523,40,2200,995,420,2656,0.8,2452,2.8
20903121524,44,1942,862,340,2116,0.7,1670,2.2
