SA1_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
20101100113,3,0,3,4,3,0,0,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,9,9,11,6,0,53,0,0,0,0,0,0,0,0,3,16,13,13,16,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,13,13,17,17,13,8,0,81
20101100114,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,6,3,3,0,0,0,18,17,17,14,6,6,0,0,63,0,0,0,0,0,0,0,0,20,23,16,12,14,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,7,7,5,4,0,0,21,0,0,0,0,0,0,0,0,4,5,5,0,4,0,0,30,27,31,21,19,16,5,3,116
20101100118,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,13,14,15,6,17,8,0,65,0,0,0,0,0,0,0,0,13,13,22,12,17,5,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,17,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,15,17,21,23,12,21,7,0,99
20101100119,8,12,3,5,0,0,0,22,0,0,5,0,4,0,0,13,0,6,3,0,4,0,0,19,36,62,39,24,39,22,0,224,0,0,0,0,0,0,0,0,42,77,50,29,46,25,0,272,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,77,50,29,50,23,0,279
20101100120,10,13,6,0,0,0,0,35,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,29,9,13,12,4,0,89,0,0,0,0,0,0,0,0,25,49,19,18,22,4,0,140,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,4,11,28,8,10,10,3,0,74,0,0,0,0,0,0,0,0,15,33,22,14,17,5,0,100,38,79,42,30,34,10,0,241
20101100121,6,4,11,4,9,0,5,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,23,45,23,16,24,4,5,144,0,0,0,0,0,0,0,0,30,49,35,25,35,8,8,191,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,13,11,0,0,38,0,0,0,0,0,0,0,0,0,10,8,13,10,0,0,39,33,55,43,38,42,10,8,228
20101100124,0,4,0,0,8,3,0,17,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,13,21,36,14,21,3,0,118,0,0,0,0,0,0,0,0,14,26,39,20,32,3,5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,4,9,0,5,0,0,16,14,32,47,23,38,6,5,155
20101100125,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,8,3,0,0,0,0,0,0,4,39,40,30,22,16,5,0,153,0,0,0,0,0,0,0,0,44,49,33,23,18,5,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,11,0,0,23,0,0,0,0,0,0,0,0,7,5,3,3,11,0,0,27,51,51,30,24,25,9,4,195
20101100126,9,11,9,4,3,3,3,42,0,0,3,0,0,0,0,9,0,0,0,0,4,0,0,3,17,21,10,9,15,4,0,79,0,0,0,0,0,0,0,0,27,35,21,18,22,10,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,14,23,32,28,20,26,9,0,147
20101100127,15,22,4,6,3,0,0,49,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,6,32,17,12,0,3,0,0,75,0,0,0,0,0,0,0,0,51,45,11,10,11,0,0,128,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,8,0,0,28,0,0,0,0,0,0,0,0,14,9,4,5,8,0,0,36,61,50,17,17,17,4,0,168
20101100128,9,8,9,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,25,10,3,10,0,0,67,0,0,0,0,0,0,0,0,32,32,11,6,8,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,3,3,0,0,24,0,0,0,0,0,0,0,0,4,9,0,9,3,0,0,29,40,38,11,13,14,0,0,119
20101100129,13,8,3,0,0,0,0,25,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,33,21,11,8,3,0,0,80,0,0,0,0,0,0,0,0,49,29,16,11,4,0,0,122,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,0,3,0,0,26,0,0,0,0,0,0,0,0,9,17,3,4,3,0,0,37,55,47,20,18,12,0,0,157
20101100130,18,6,3,4,10,0,0,42,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,20,16,6,7,0,0,0,48,0,0,0,0,0,0,0,3,32,30,15,11,9,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,20,39,34,23,11,13,0,0,119
20101100131,20,16,4,3,5,0,0,48,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,14,10,4,6,9,0,4,48,0,0,0,0,0,0,0,0,30,24,8,12,17,4,4,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,38,26,8,8,14,4,4,108
20101100132,18,17,8,8,5,0,0,59,0,4,0,5,0,0,0,6,4,0,3,0,0,0,0,11,44,39,21,16,22,4,0,143,0,0,0,0,0,0,0,0,64,63,31,21,26,4,3,217,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,11,12,9,12,0,0,47,0,0,0,0,0,0,0,0,4,16,15,13,10,0,0,58,78,80,41,35,41,3,5,273
20101100133,10,14,4,0,5,0,0,35,0,4,3,0,0,0,0,7,0,0,3,0,0,0,0,6,14,17,9,0,9,0,0,43,0,0,0,0,0,0,0,0,28,31,11,5,13,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,7,0,8,0,0,28,0,0,0,0,0,0,0,0,3,9,7,3,5,3,0,35,27,40,20,11,18,4,0,125
20101100134,5,9,0,0,4,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,19,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,19,3,0,6,0,0,40
20101100135,17,22,4,4,5,0,0,57,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,25,26,14,3,4,6,0,70,0,0,0,0,0,0,0,0,46,47,18,11,8,7,0,137,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,4,0,8,5,0,4,0,17,49,50,22,13,8,6,0,153
20101100136,18,28,6,0,4,0,0,58,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,51,32,20,10,13,7,0,130,0,0,0,0,0,0,0,0,71,57,32,19,15,3,5,203,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,7,3,0,5,6,0,0,19,79,65,33,19,21,3,5,218
20101100137,9,11,3,8,4,0,0,32,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,10,19,15,7,4,6,4,0,45,0,0,0,0,0,0,0,0,28,34,9,13,10,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,8,7,5,3,6,0,3,44,0,0,0,0,0,0,0,0,8,11,5,3,6,3,3,45,34,48,22,17,11,7,3,141
20101100138,20,25,4,0,3,0,0,52,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,35,30,14,4,7,0,0,90,0,0,0,0,0,0,0,0,61,51,14,6,11,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,6,4,0,4,0,0,26,0,0,0,0,0,0,0,0,10,10,4,0,4,0,0,29,69,65,19,6,15,0,0,180
20101100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100140,13,11,8,0,6,6,0,44,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,22,19,21,10,14,11,0,95,0,0,0,0,0,0,0,0,41,31,28,13,24,9,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,23,0,0,0,0,0,0,0,0,0,6,4,4,5,0,0,23,41,39,31,17,32,10,4,174
20101100141,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,12,5,16,0,5,56,0,0,0,0,0,0,0,0,8,16,13,7,19,0,5,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,15,19,13,7,19,0,5,79
20101100142,0,4,7,0,0,0,0,12,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,9,31,29,18,20,16,5,0,113,3,0,0,0,0,0,0,3,41,32,30,18,15,5,0,134,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,16,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,19,48,42,24,18,15,5,0,153
20101100201,6,3,0,3,5,0,0,14,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,5,7,12,13,5,14,10,0,62,0,0,0,0,0,0,0,0,11,17,18,12,23,13,0,91,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,6,0,4,7,3,0,27,17,19,18,17,32,16,0,113
20101100202,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,4,9,0,3,3,11,0,0,19,0,0,0,0,0,0,0,0,13,3,5,0,15,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,13,8,6,10,23,0,0,52
20101100203,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,8,13,11,6,5,0,36,0,0,0,0,0,0,0,0,11,13,13,11,7,5,0,62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,3,6,3,3,0,0,17,0,0,0,0,0,0,0,0,4,3,4,6,4,3,0,28,13,17,16,17,16,13,4,85
20101100204,6,13,8,0,0,0,0,34,3,0,0,3,0,0,0,6,3,0,0,0,0,0,0,6,13,3,8,8,8,3,6,49,0,0,0,0,0,0,0,0,31,21,15,13,13,7,5,98,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,9,5,3,20,32,21,13,12,20,9,3,120
20101100205,3,3,0,4,0,0,0,9,3,3,0,4,0,0,0,14,0,0,4,0,0,0,0,11,20,20,12,3,7,5,0,66,0,0,0,0,0,0,0,0,26,30,16,12,12,5,0,100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,5,0,0,19,0,0,0,0,0,0,0,0,6,9,8,4,5,0,0,28,35,36,19,18,20,6,0,130
20101100206,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,19,9,9,18,11,5,77,0,0,0,0,0,0,0,0,10,22,9,9,24,11,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,10,19,15,10,29,14,4,101
20101100207,0,5,0,0,0,0,0,4,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,7,3,14,13,13,6,8,0,60,0,0,0,0,0,0,0,0,9,14,20,20,7,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,14,0,0,0,0,0,0,0,0,5,4,4,5,3,0,0,18,10,23,18,22,10,8,0,95
20101100208,0,4,3,0,7,0,0,17,0,3,0,3,5,0,0,10,0,0,0,3,0,0,0,5,7,20,20,13,19,3,3,81,0,0,0,0,0,0,0,0,8,28,27,23,27,3,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,8,29,29,24,33,9,4,130
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,0,0,8,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,9,11,9,4,0,63,0,0,0,0,0,0,0,0,18,20,15,14,12,4,0,78,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,0,0,21,0,0,0,0,0,0,0,0,5,9,7,4,4,0,0,25,24,28,22,17,10,5,0,107
20101100212,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,7,3,4,6,0,0,37,0,0,0,0,0,0,0,0,14,12,10,7,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,17,16,8,9,10,0,0,66
20101100213,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,11,7,7,12,0,0,39,0,0,0,0,0,0,0,0,14,15,4,10,12,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,12,14,17,4,6,19,4,0,68
20101100214,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,19,9,7,13,5,4,0,55,0,0,0,0,0,0,0,0,21,16,6,14,10,4,0,67,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,17,23,20,10,12,11,0,0,91
