SA1_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
20401105901,5,0,10,61,102,63,33,118,30,411
20401105902,3,4,12,44,88,36,25,93,18,297
20401105903,0,0,3,56,60,28,31,64,24,254
20401105904,0,0,8,17,35,19,13,65,28,179
20401105905,7,0,12,39,75,52,19,64,14,245
20401105906,64,6,78,88,136,59,35,228,34,587
20401105907,0,0,9,84,93,55,33,59,23,348
20401105908,0,0,0,20,40,18,18,23,6,123
20401105909,5,5,9,60,75,42,35,132,74,421
20401105910,6,0,23,55,66,32,31,92,15,296
20401105911,3,0,10,73,109,43,35,92,29,380
20401105912,4,0,10,69,64,43,34,133,29,368
20401105913,0,4,5,55,67,31,30,88,21,301
20401105914,3,0,6,65,112,51,34,94,17,362
20401105915,10,0,12,91,118,52,43,110,43,454
20401105916,4,0,5,29,55,16,20,85,39,236
20401105917,0,4,7,52,51,35,28,100,35,305
20401106001,0,0,3,37,78,54,30,33,9,241
20401106002,4,0,7,64,100,52,55,78,31,380
20401106003,0,0,9,38,53,25,17,33,13,174
20401106004,0,0,0,0,0,0,0,0,0,0
20401106005,3,0,5,87,122,58,57,81,41,444
20401106006,0,0,6,54,107,49,33,44,12,301
20401106007,0,0,9,66,90,40,38,50,30,314
20401106008,0,0,0,67,98,48,48,62,52,388
20401106009,0,3,12,46,94,50,39,56,31,322
20401106010,0,0,5,65,107,49,64,85,41,410
20401106011,0,0,0,163,220,64,53,266,62,838
20401106101,0,0,0,26,47,25,18,41,37,190
20401106201,6,0,14,68,89,52,33,85,49,376
20401106202,0,0,0,41,88,45,26,31,29,261
20401106203,4,0,9,73,94,57,47,86,23,377
20401106204,25,9,36,53,64,40,25,93,29,304
20401106205,4,0,12,123,164,85,77,89,38,574
20401106206,10,3,21,75,103,66,54,83,37,419
20401106207,0,0,0,57,99,43,42,80,76,395
20401106208,0,0,3,51,70,40,26,55,85,333
20401106209,4,5,7,40,80,46,38,51,35,298
20401106210,0,0,7,65,69,31,34,61,30,287
20402106301,11,0,14,57,72,41,24,90,14,299
20402106302,9,0,11,72,93,28,21,87,58,356
20402106303,5,0,12,36,60,23,25,41,19,197
20402106304,3,0,3,39,52,34,46,142,77,391
20402106305,5,0,7,23,40,22,9,32,26,155
20402106306,8,7,18,71,129,56,42,92,40,439
20402106307,6,4,16,98,154,74,55,121,42,539
20402106308,6,0,15,78,95,46,41,120,38,411
20402106309,4,0,4,61,78,48,36,72,5,298
20402106310,5,0,17,39,63,39,32,56,19,245
20402106311,4,0,6,59,77,44,28,67,15,290
20402106312,8,0,24,63,130,60,50,56,20,374
20402106313,23,5,34,60,89,31,29,102,29,330
20402106314,4,0,15,62,85,34,39,55,27,304
20402106315,3,0,11,28,42,28,31,54,28,213
20402106316,0,0,0,0,0,0,0,0,0,0
20402106317,7,0,8,56,74,45,11,65,35,291
20402106318,6,3,13,61,100,39,26,76,28,341
20402106319,3,3,3,56,103,50,31,100,23,369
20402106320,0,0,6,44,74,37,30,81,38,303
20402106321,0,0,0,51,86,40,51,61,30,322
20402106322,0,0,4,60,105,55,38,56,40,345
20402106323,41,33,88,37,40,34,7,113,75,303
20402106324,55,17,90,41,78,50,29,136,38,368
20402106325,8,5,20,65,113,32,33,67,24,337
20402106326,31,0,42,66,140,72,39,130,31,478
20402106327,9,0,16,96,124,76,71,89,21,476
20402106328,4,0,7,40,83,39,33,47,12,259
20402106329,0,0,6,37,66,47,36,62,18,268
20402106401,0,4,7,49,73,42,31,45,31,266
20402106402,4,4,10,96,130,77,57,105,63,541
20402106403,0,0,8,43,78,50,54,40,41,307
20402106404,3,0,3,84,129,67,55,84,39,468
20402106405,3,0,4,27,52,41,29,35,15,205
20402106406,4,0,7,85,148,103,62,108,28,528
20402106407,0,0,0,48,82,50,46,57,16,295
20402106408,3,0,4,81,123,68,51,75,59,451
20402106409,0,0,0,28,51,24,23,26,11,159
20402106501,6,0,8,34,74,27,23,58,20,226
20402106502,0,0,6,63,85,48,17,49,31,292
20402106503,20,0,27,70,104,34,35,102,32,374
20402106504,12,3,18,64,110,67,38,86,24,395
20402106505,0,0,9,45,73,33,16,46,16,234
20402106508,0,0,12,46,79,54,31,59,6,274
20402106509,0,0,8,52,78,40,30,44,8,251
20402106510,0,0,6,80,90,52,27,92,18,367
20402106511,0,3,13,51,78,32,21,51,25,253
20402106512,9,0,16,54,96,38,43,56,30,319
20402106513,0,0,5,63,124,61,38,96,15,398
20402106601,0,0,5,88,103,41,31,82,13,361
20402106602,7,0,16,118,217,97,58,147,20,651
20402106603,27,3,39,91,138,50,36,138,29,486
20402106604,3,0,12,53,76,31,24,80,20,291
20402106605,4,4,4,43,54,33,30,91,24,282
20402106607,6,0,11,55,84,43,28,77,15,304
20402106608,0,0,8,103,172,89,70,97,18,553
20402106609,54,3,65,53,102,28,20,141,34,378
20402106610,0,0,0,45,53,20,13,58,16,215
20402106611,4,4,16,90,116,60,33,103,25,426
20402106612,3,0,15,67,58,38,38,136,55,390
20402106613,4,0,7,59,79,46,29,82,5,300
20402106614,10,8,18,61,81,38,32,75,16,296
20402106615,0,0,13,87,129,58,38,155,16,487
20402106616,5,6,31,66,115,69,33,91,29,401
20402106617,8,5,20,119,160,83,52,118,11,548
20402106618,7,3,17,66,121,44,34,80,22,378
20402106619,0,0,0,52,98,47,42,89,42,368
20402106620,6,3,8,57,91,40,34,92,21,340
20402106621,9,0,10,49,84,31,18,71,19,272
20402106622,8,3,13,63,71,32,24,75,27,286
20402106623,7,0,17,64,109,43,27,85,9,331
20402106624,3,0,6,53,74,12,21,59,19,238
20402106625,0,0,7,56,88,39,32,65,11,296
20402106626,0,0,3,34,54,25,30,73,27,240
20402106627,3,0,4,50,69,34,28,58,16,253
20402106628,6,0,9,49,69,14,13,64,10,218
20402106629,8,0,20,76,104,54,48,91,14,388
20402106630,12,3,18,63,98,53,47,109,36,403
20402106631,4,0,4,64,75,26,30,75,19,292
20402106632,38,8,48,82,169,77,52,184,29,589
20402106633,0,0,0,29,33,20,5,21,5,115
20402106634,7,0,14,57,99,62,25,74,15,335
20402106635,6,0,13,64,95,42,30,81,9,328
20402106636,5,0,13,50,86,28,20,114,35,337
20402106637,11,0,15,41,76,30,28,113,30,309
20402106638,0,0,5,32,41,18,11,63,6,173
20402106639,0,0,0,0,5,5,6,4,0,27
20402106641,5,5,12,43,65,23,16,62,29,243
20402106642,6,0,20,100,116,66,46,110,18,450
20402106643,3,0,5,35,58,24,18,19,14,170
20402106644,0,0,9,47,51,29,19,31,7,177
20402106645,5,0,5,44,89,33,25,82,12,282
20402106646,0,3,11,76,122,56,24,118,25,419
20402106647,4,0,8,37,31,28,15,61,14,188
20402106648,0,3,12,34,63,27,12,44,10,182
20402106649,87,34,165,148,202,98,66,314,115,944
20402106650,5,0,16,93,147,61,35,124,29,483
20402106651,0,0,0,6,5,7,3,4,6,30
20402106701,0,0,3,44,89,44,34,45,13,275
20402106702,0,0,7,33,79,26,31,48,24,239
20402106703,4,0,4,99,145,76,76,55,29,481
20402106704,0,0,9,49,79,49,31,31,19,249
20402106705,7,0,6,52,100,40,34,85,8,327
20402106706,0,0,0,53,99,43,48,40,37,323
20402106707,6,0,10,45,67,34,35,46,12,248
20402106708,0,0,0,42,58,33,28,27,15,203
20402106709,0,0,0,39,65,26,26,40,9,204
20402106710,0,0,0,35,48,22,17,36,8,171
20402106711,0,0,4,55,47,24,29,28,17,194
20402106712,5,0,6,38,57,41,38,45,3,218
20402106713,0,0,4,84,110,72,37,49,22,375
20402106714,4,0,18,50,74,39,16,33,7,213
20402106715,5,0,12,42,62,40,22,51,14,232
20402106716,4,0,3,37,56,34,28,29,7,194
20402106717,4,0,4,64,106,51,46,45,15,328
20402106718,0,0,3,45,59,32,31,28,21,221
20402106719,5,0,5,55,78,39,30,37,37,270
20402106720,0,0,0,48,93,52,41,38,35,315
20402106721,0,0,3,45,82,59,29,54,15,287
20402106722,0,0,8,51,85,50,38,38,22,290
20402106723,0,0,8,58,99,54,43,35,23,317
20402106724,0,0,0,40,93,39,36,53,27,284
20402106725,0,0,0,55,89,46,24,42,4,256
20402106726,0,3,8,44,56,44,29,23,17,216
20402106727,0,5,9,55,59,45,19,39,15,231
20402106728,0,0,0,44,55,41,25,32,20,220
20402106729,4,4,11,71,124,54,45,67,33,384
20402106730,3,0,5,37,67,32,26,24,25,212
20402106731,0,0,3,37,47,26,23,25,12,166
20403106801,5,0,5,66,109,64,24,58,22,340
20403106802,0,0,4,57,102,62,34,33,150,445
20403106803,6,0,5,56,93,68,40,38,19,308
20403106804,6,0,6,55,97,46,45,38,12,291
20403106805,0,0,4,50,101,62,25,51,14,295
20403106806,5,0,6,31,85,50,18,30,8,217
20403106807,6,0,12,51,74,34,25,61,17,262
20403106808,4,0,6,86,140,59,35,67,20,399
20403106809,3,0,4,73,146,66,33,84,38,437
20403106810,0,0,3,52,121,79,39,52,42,389
20403106811,30,5,54,58,122,48,41,138,22,429
20403106812,5,0,12,72,118,69,28,67,9,371
20403106901,7,0,15,59,87,40,29,44,13,273
20403106902,4,0,9,28,63,17,18,40,33,208
20403106903,4,0,12,55,105,63,28,61,12,317
20403106904,16,0,20,71,88,51,37,52,30,322
20403106905,0,3,11,44,110,44,24,40,19,289
20403106906,0,0,0,37,88,39,25,36,50,284
20403106907,0,0,8,45,109,53,29,27,19,285
20403106908,0,0,0,10,9,5,0,0,4,26
20403106909,0,0,8,25,54,22,12,30,12,158
20403106910,3,0,5,35,83,22,19,31,30,220
20403106911,4,6,9,54,113,59,27,79,28,354
20403106912,0,0,0,14,54,21,21,25,29,176
20403106913,0,0,5,16,42,13,8,20,17,117
20403106914,0,0,5,50,94,50,40,26,12,267
20403106915,0,0,6,47,86,50,50,57,22,305
20403106916,3,0,10,49,98,70,31,51,34,329
20403106917,4,17,17,38,43,29,24,31,41,203
20403106918,0,0,7,36,58,40,21,38,10,207
20403106919,0,0,6,39,91,47,25,51,10,266
20403106920,0,0,0,0,0,0,0,0,0,0
20403106921,4,6,12,51,102,59,22,37,12,283
20403106922,4,0,7,60,109,67,42,54,19,350
20403106923,0,0,4,72,98,37,46,37,33,319
20403106924,3,0,12,54,110,52,42,48,27,332
20403106925,0,0,0,52,73,19,11,75,70,290
20403106926,0,0,3,49,113,51,33,52,31,328
20403106927,3,0,5,39,72,32,29,33,18,232
20403106928,0,0,4,63,64,43,32,41,31,279
20403106929,0,0,3,20,24,5,5,42,28,119
20403106930,0,0,0,38,30,8,7,15,16,115
20403106931,3,0,10,57,101,42,35,33,25,290
20403107001,0,0,3,86,121,60,61,71,51,458
20403107002,4,0,5,38,46,36,19,44,15,191
20403107003,0,4,12,62,87,50,29,77,39,343
20403107004,0,0,0,32,64,16,23,42,17,193
20403107005,0,0,0,68,146,72,48,63,17,417
20403107006,0,0,7,48,82,31,25,38,22,239
20403107007,0,0,5,42,61,42,37,33,10,228
20403107008,5,3,8,52,96,55,21,38,24,288
20403107009,0,0,3,54,89,31,27,74,20,301
20403107101,5,0,14,93,144,68,53,113,24,496
20403107102,0,0,3,42,65,41,24,45,15,240
20403107103,23,0,21,41,48,17,20,73,8,215
20403107104,3,0,3,20,30,25,17,20,16,121
20403107105,0,0,3,39,54,20,15,15,6,143
20403107106,0,0,4,48,69,42,30,56,19,252
20403107107,0,0,5,68,117,60,37,47,45,374
20403107108,47,0,56,54,64,34,25,134,15,327
20403107109,0,0,5,58,105,43,40,71,21,335
20403107110,0,0,6,31,40,18,15,23,7,136
20403107111,4,0,4,59,116,65,46,59,25,372
20403107112,15,0,25,74,92,54,35,105,24,382
20403107113,0,0,0,0,4,0,0,0,0,6
20403107114,0,4,12,48,69,27,29,56,17,243
20403107115,15,3,28,85,120,47,31,84,18,395
20403107201,3,0,0,34,58,28,24,22,13,180
20403107202,5,0,5,59,104,55,35,59,16,327
20403107203,7,5,12,32,33,18,21,58,18,184
20403107204,20,4,34,60,69,41,32,93,42,327
20403107205,0,0,7,37,48,16,28,43,31,204
20403107206,7,7,19,50,65,47,34,66,33,297
20403107207,0,0,0,54,78,41,40,30,7,249
20403107208,0,0,6,51,92,64,34,60,7,302
20403107209,0,5,9,13,46,30,24,29,6,156
20403107210,0,0,4,49,70,45,26,50,45,283
20403107211,4,0,10,56,95,43,55,46,19,310
20403107212,0,0,6,45,65,33,26,39,6,215
20403107213,35,17,56,66,99,51,48,130,56,459
20403107214,3,0,15,82,103,52,48,91,22,397
20403107215,0,0,0,0,0,0,0,0,0,0
20403107216,5,0,4,53,68,51,30,54,25,280
20403107217,4,0,6,34,56,40,36,37,45,247
20403107218,0,3,4,42,75,46,15,29,32,244
20403107219,3,0,12,46,83,52,48,65,75,365
20403107220,6,0,4,35,69,20,18,40,21,202
20403107301,0,0,0,27,30,11,22,74,41,207
20403107302,0,0,3,80,121,66,35,85,11,401
20403107303,4,0,4,49,72,23,21,62,3,230
20403107304,4,0,9,72,85,31,29,100,21,342
20403107305,0,0,0,82,126,40,28,127,14,414
20403107306,0,0,3,71,118,64,29,80,13,374
20403107307,3,0,4,50,117,42,26,129,25,380
20403107308,8,5,16,38,51,17,8,116,35,261
20403107309,0,0,0,43,50,27,18,55,13,205
20403107310,0,0,4,50,74,23,16,83,10,261
20403107311,5,0,3,70,78,26,22,97,18,318
20403107312,0,0,0,26,44,15,31,90,52,254
20403107313,0,0,0,85,74,48,31,59,11,305
20403107314,0,0,0,47,55,32,12,40,14,203
20403107315,0,0,6,87,127,42,61,75,13,402
20403107316,4,3,10,52,55,34,20,67,15,251
20403107317,0,0,0,51,73,37,18,68,21,271
20403107318,0,0,0,55,90,65,24,32,19,283
20403107321,0,0,0,69,96,36,33,47,0,278
20403107322,3,0,3,48,46,20,10,59,23,210
20403107323,4,0,5,84,122,41,39,71,19,375
20403107324,0,0,5,139,185,101,49,128,25,618
20403107325,0,0,0,84,97,43,35,90,16,366
20403107326,7,0,7,114,132,62,30,101,17,454
20403107327,5,4,24,59,95,40,24,101,15,332
20403107328,52,9,62,68,110,42,30,184,45,492
20403107329,0,0,3,58,75,30,16,80,26,282
20403107330,3,0,9,50,57,36,21,91,22,275
20403107331,6,0,7,60,84,44,36,94,13,338
20403107332,5,0,7,59,79,44,29,96,17,320
20403107333,5,3,13,83,119,46,43,146,21,456
20403107334,0,0,0,64,75,39,22,72,27,290
20403107335,3,0,0,37,43,22,21,49,9,185
20403107336,3,0,10,152,228,76,59,190,36,746
20403107337,43,0,49,60,80,35,15,117,0,311
20403107338,13,0,15,79,89,57,23,103,3,358
20403107339,0,0,6,79,108,38,34,67,20,348
20403107501,52,0,70,72,169,69,49,115,33,505
20403107502,0,0,4,61,98,45,36,59,10,313
20403107503,0,0,0,43,68,44,24,41,24,250
20403107504,0,0,0,35,88,61,25,26,29,269
20403107505,0,0,0,46,60,40,21,16,6,188
20403107506,0,0,5,57,115,61,52,56,26,364
20403107507,0,0,0,56,84,62,40,40,57,348
20403107508,0,3,8,39,66,22,33,27,14,202
20403107509,5,3,12,111,230,103,102,72,40,653
20403107510,0,0,5,70,134,70,45,56,25,402
20403107511,0,0,0,47,86,35,30,38,32,263
20403107512,7,0,12,67,139,73,43,69,17,407
20403149101,3,4,11,99,139,72,40,82,37,478
20403149102,0,0,0,90,70,16,17,186,29,404
20403149103,0,0,5,151,201,85,48,96,13,602
20403149104,0,0,4,71,112,52,46,88,15,380
20403149105,0,0,0,50,67,32,21,47,6,209
20403149106,0,0,0,54,85,31,22,50,7,253
20403149107,5,0,12,105,145,66,52,116,7,496
20403149108,4,0,4,56,112,47,35,112,21,365
20403149109,0,0,4,57,95,35,27,89,14,319
20403149110,75,22,149,30,81,34,30,148,44,357
20403149111,0,0,0,117,170,74,55,88,22,525
20403149112,5,0,3,46,83,28,26,30,11,223
20403149113,0,0,0,42,43,15,17,21,12,149
20403149114,0,0,0,94,116,78,45,58,7,405
20403149115,0,0,0,0,3,0,0,0,10,10
20403149116,0,0,4,50,79,39,31,49,3,242
20403149117,0,0,0,65,94,43,35,45,4,291
20403149118,0,0,0,32,72,27,24,45,13,213
20403149119,0,0,7,63,87,31,16,45,0,244
20403149120,0,0,0,60,76,29,18,28,0,218
20403149121,0,0,0,99,135,69,43,91,15,453
20403149122,0,0,0,74,84,45,23,55,0,283
20403149123,0,0,0,86,104,47,21,56,4,326
20403149124,0,0,0,81,120,37,40,118,27,423
20403149125,0,0,3,89,145,70,54,94,12,462
20403149126,0,0,0,0,0,0,4,0,0,4
20403149127,0,0,0,63,95,41,36,92,9,332
20403149128,0,0,0,34,61,35,16,43,11,206
20403149129,0,0,0,78,102,44,33,65,0,315
20403149130,0,0,0,71,43,5,6,148,8,270
20403149131,0,0,0,58,81,41,16,63,0,268
20403149201,0,0,0,80,101,60,48,51,8,340
20403149202,0,0,5,59,68,45,11,64,0,248
20403149203,6,0,7,48,86,44,33,104,20,343
20403149204,0,0,9,134,202,96,52,91,7,586
20403149205,7,4,7,42,58,33,15,52,16,207
20403149206,8,0,12,72,104,49,35,123,51,431
20403149207,4,6,7,144,169,77,52,151,38,628
20403149208,7,0,12,58,114,52,41,112,24,398
20403149209,3,8,18,52,62,42,31,91,53,328
20403149210,0,0,0,3,8,0,0,0,5,12
20403149211,9,3,18,85,107,47,40,118,11,397
20403149212,0,0,9,49,80,46,23,45,7,250
20403149213,4,0,4,59,76,38,30,69,13,287
20403149214,0,0,5,55,85,23,11,68,30,273
20403149215,0,0,0,49,53,39,14,35,3,186
20403149216,3,0,5,61,82,50,36,134,42,408
20403149217,13,0,21,84,114,48,35,105,32,418
20403149218,4,0,8,55,89,56,41,77,10,328
20403149219,3,0,13,70,98,48,25,123,32,402
20403149220,0,0,10,58,96,29,25,68,18,292
20403149221,6,0,6,28,42,12,8,36,20,142
20403149222,9,0,8,70,98,30,27,77,20,327
20403149223,5,0,10,77,110,42,23,82,16,355
20403149224,4,0,12,138,175,93,58,171,29,661
20403149225,4,0,8,48,71,32,30,82,9,269
20403149226,6,3,16,43,54,19,20,59,9,208
20403149227,0,0,0,3,9,0,0,4,4,23
20403149228,13,0,19,46,109,54,26,88,17,336
20403149229,3,0,6,47,86,36,18,70,12,268
20403149230,3,0,3,53,85,40,20,40,8,246
20403149231,14,0,12,51,98,38,24,108,23,343
20403149232,6,0,17,84,82,63,34,153,28,446
20403149233,3,0,12,43,72,24,13,69,26,245
20403149234,7,0,3,48,62,44,36,156,72,417
20403149235,9,3,16,70,88,40,31,116,34,368
20403149236,0,0,0,4,0,0,0,3,0,6
20403149237,0,3,12,92,137,39,41,113,27,457
20403149238,0,0,7,47,57,29,32,94,17,284
20403149239,3,0,10,49,68,19,14,87,30,278
20501107601,20,6,39,50,63,33,28,115,33,322
20501107603,0,0,3,38,63,20,10,44,4,176
20501107604,4,0,7,109,128,61,64,128,30,525
20501107605,0,0,0,32,35,25,12,45,11,161
20501107608,4,0,9,130,178,102,64,137,19,618
20501107610,4,0,4,112,122,78,65,79,19,480
20501107611,0,0,3,77,94,44,34,64,21,330
20501107612,0,0,3,42,63,26,23,37,10,200
20501107613,0,0,7,67,98,54,46,59,34,364
20501107615,0,0,3,35,56,25,32,28,24,207
20501107619,0,0,0,64,81,44,25,53,3,267
20501107620,4,0,9,123,189,102,83,111,17,625
20501107622,5,0,4,53,71,34,21,42,17,233
20501107623,0,3,4,36,36,17,23,27,20,158
20501107624,6,0,11,46,71,49,35,51,55,311
20501107625,0,0,0,20,37,11,13,12,15,112
20501107626,0,0,0,18,32,19,3,22,3,99
20501107627,0,0,0,37,56,25,15,52,16,184
20501107628,5,0,0,44,68,36,23,53,13,234
20501107629,15,0,25,99,140,85,64,102,32,517
20501107630,82,0,100,55,63,45,18,186,24,393
20501107632,8,0,4,89,120,55,56,134,33,495
20501107633,0,0,3,32,42,38,22,20,0,159
20501107635,6,0,14,62,86,41,23,95,41,348
20501107636,0,0,5,84,116,47,54,116,33,441
20501107637,3,0,9,109,163,64,55,162,32,583
20501107638,0,0,6,73,125,42,38,151,43,472
20501107639,0,0,0,56,113,52,36,77,10,338
20501107640,0,0,5,72,64,26,32,65,22,278
20501107641,4,6,17,56,91,49,41,63,15,318
20501107642,3,0,3,103,167,66,40,113,56,543
20501107643,0,0,0,90,115,31,32,73,6,349
20501107644,54,0,55,39,47,28,16,153,9,290
20501107645,0,0,5,43,56,39,31,74,13,262
20501107646,0,0,3,88,108,37,42,109,14,401
20501107647,3,0,7,123,225,84,57,85,27,603
20501107648,0,0,0,57,106,23,24,48,28,281
20501107649,0,0,0,61,71,41,29,51,29,279
20501107650,0,0,0,72,62,42,33,67,3,278
20501107651,4,0,7,44,65,19,30,47,22,223
20501107652,6,0,8,47,66,33,32,74,27,282
20501107653,13,3,14,68,152,56,52,138,16,476
20501107654,0,0,10,70,81,51,40,48,21,315
20501107655,0,0,3,50,81,49,31,69,12,289
20501107656,3,0,4,67,118,37,54,109,26,410
20501107657,0,0,10,94,141,73,58,110,27,501
20501107701,0,0,0,3,3,0,0,11,5,22
20501107702,0,0,0,28,48,34,10,22,7,155
20501107703,0,0,6,33,59,37,32,54,36,253
20501107704,0,0,3,43,46,46,45,43,10,228
20501107705,4,0,12,40,72,51,34,71,17,291
20501107706,0,0,0,0,0,0,0,0,0,7
20501107707,0,0,0,0,0,0,0,0,0,7
20501107708,7,0,13,48,78,38,37,54,13,267
20501107709,10,7,22,133,158,100,79,101,32,607
20501107710,0,0,3,31,59,26,32,30,25,213
20501107711,3,0,7,35,56,28,28,61,20,231
20501107712,0,6,12,104,142,89,54,78,24,493
20501107713,0,0,4,65,86,49,62,59,29,365
20501107714,3,4,15,67,112,71,57,67,66,439
20501107715,0,0,3,51,97,63,22,56,29,314
20501107716,0,0,0,70,99,34,18,40,14,279
20501107717,0,0,0,45,61,33,32,22,13,211
20501107718,0,0,0,0,0,0,0,0,0,0
20501107719,5,0,6,63,112,56,62,81,33,418
20501107720,0,0,0,35,55,26,21,30,11,177
20501107721,0,0,0,55,82,33,54,49,19,298
20501107722,0,0,3,38,49,31,29,22,23,193
20501107801,7,3,17,138,236,87,89,161,31,748
20501107802,5,3,7,38,70,35,37,56,20,249
20501107803,0,0,0,34,45,37,22,25,9,179
20501107804,0,3,3,48,71,34,35,48,31,271
20501107805,3,0,8,45,64,31,31,42,19,243
20501107806,4,0,11,75,115,60,37,82,9,381
20501107807,0,0,9,52,64,56,29,46,16,260
20501107808,3,0,9,62,97,48,47,88,19,365
20501107809,6,28,48,61,118,41,33,73,79,405
20501107810,4,0,6,36,51,15,30,54,9,200
20501107811,7,4,19,203,239,133,101,207,26,902
20501107812,10,0,19,121,164,83,56,118,26,569
20501107813,0,0,9,21,58,24,19,51,9,182
20501107814,0,0,10,54,108,52,35,57,22,335
20501107815,0,0,0,31,47,17,24,24,20,167
20501107816,0,0,5,14,37,21,12,27,7,123
20501107817,4,0,7,74,105,49,38,85,32,381
20501107818,0,0,0,25,38,26,21,24,13,146
20501107819,0,0,0,29,77,42,30,51,28,256
20501107820,5,0,10,33,50,35,33,56,7,210
20501107821,3,0,9,32,65,30,35,48,14,223
20501107901,0,0,10,59,67,37,31,35,18,243
20501107902,3,3,7,98,120,54,40,139,14,471
20501107903,3,0,6,64,118,45,27,55,22,337
20501107904,10,0,8,91,120,58,49,87,18,416
20501107905,7,0,13,104,134,47,48,103,20,451
20501107906,6,3,8,49,86,40,25,77,28,304
20501107907,0,0,10,78,119,62,46,64,23,381
20501107908,0,0,3,70,88,40,37,43,33,316
20501107909,4,0,8,63,60,29,26,68,18,258
20501107910,4,0,10,81,107,59,40,104,31,424
20501107911,0,0,4,64,89,46,26,41,23,291
20501107912,10,0,22,54,100,42,28,106,33,360
20501107913,3,0,13,71,105,57,27,75,21,367
20501107914,4,0,11,54,84,35,30,50,40,296
20501107915,0,0,3,60,69,47,36,55,36,297
20501107916,4,0,23,70,127,48,38,79,38,402
20501107917,0,0,0,71,69,56,38,60,16,308
20501107918,5,0,7,41,46,30,33,46,17,215
20501107920,4,0,4,52,82,52,42,35,17,276
20501107921,3,0,5,91,165,91,60,85,7,496
20501107922,8,0,11,70,101,63,43,64,11,357
20501107923,4,0,14,78,127,69,43,71,14,398
20501107924,5,0,4,40,47,27,14,64,18,208
20501107925,114,14,156,67,110,41,22,241,45,522
20501107926,20,3,31,83,135,72,41,145,23,501
20501107927,6,0,13,101,143,62,44,105,38,497
20501107928,8,0,8,145,178,84,76,112,26,626
20501107929,62,8,70,69,82,45,30,194,41,466
20501107930,4,0,17,82,118,46,38,77,13,375
20501107931,0,0,6,61,86,60,44,88,23,361
20501107932,7,3,19,98,140,69,49,75,7,437
20501107933,9,6,12,55,92,46,30,79,12,314
20501107935,0,0,4,65,84,25,34,130,61,391
20501107936,0,0,3,57,83,72,38,69,54,366
20501107938,0,0,0,69,95,57,40,50,29,339
20501107939,0,4,9,66,108,43,50,101,23,385
20501107940,0,0,6,76,103,45,39,55,5,321
20501107941,0,0,0,0,0,0,0,0,0,4
20501107942,0,3,10,69,98,50,42,90,14,365
20501107943,5,0,7,136,195,90,64,149,31,664
20501107944,0,0,0,147,159,72,68,88,14,548
20501107946,0,0,0,114,169,60,48,103,26,511
20501107947,0,0,3,89,117,58,45,113,18,438
20501107948,0,0,5,52,67,23,20,28,26,209
20501107949,0,0,4,62,75,24,24,48,7,239
20501107950,0,0,0,77,156,52,39,104,16,442
20501107951,0,0,0,50,85,34,27,77,24,299
20501107952,0,0,6,36,51,19,19,33,14,171
20501107953,0,0,0,77,88,45,28,42,4,292
20501107954,0,0,0,81,130,57,47,79,6,398
20501107955,0,0,5,88,128,62,39,86,27,439
20502108001,0,0,0,0,0,0,0,0,0,0
20502108101,3,0,3,29,31,28,19,16,6,122
20502108104,0,0,3,134,232,153,97,118,35,778
20502108105,0,3,11,81,134,81,55,84,45,480
20502108106,10,0,14,69,127,67,62,105,17,441
20502108107,12,5,36,99,173,71,60,147,36,583
20502108109,7,0,6,116,128,61,45,167,46,558
20502108110,9,5,20,64,78,44,38,161,49,440
20502108111,4,5,9,37,45,21,10,59,29,204
20502108112,7,10,23,71,100,48,41,80,53,384
20502108113,13,3,24,100,127,59,33,126,47,486
20502108114,6,4,11,80,132,62,47,88,38,452
20502108115,4,5,16,27,54,19,26,51,22,191
20502108116,21,24,61,47,96,42,39,152,84,456
20502108117,6,0,15,72,118,66,53,118,24,448
20502108118,5,0,15,41,77,38,35,60,17,262
20502108119,0,0,3,36,48,33,15,29,16,177
20502108120,12,3,24,67,126,54,44,111,26,426
20502108121,10,0,12,50,76,33,43,79,21,301
20502108122,5,0,11,59,108,59,50,121,13,413
20502108123,5,0,6,41,74,43,24,77,17,282
20502108124,0,3,6,46,44,38,18,65,16,223
20502108125,9,0,9,114,144,59,62,126,30,538
20502108126,4,38,48,67,68,47,38,81,92,391
20502108127,0,0,0,48,57,17,32,82,31,264
20502108128,3,0,8,60,99,50,29,66,22,333
20502108129,0,0,9,26,41,12,19,41,42,188
20502108130,3,0,3,16,19,7,16,70,48,187
20502108131,3,30,43,119,171,82,57,137,79,634
20502108132,21,7,51,74,104,89,61,101,25,455
20502108133,0,0,12,73,127,56,47,92,15,409
20502108134,0,0,0,54,93,33,36,90,18,325
20502108135,0,0,0,0,0,0,0,0,0,0
20502108136,3,0,19,60,69,28,30,62,14,264
20502108137,3,0,3,75,109,79,42,92,17,412
20502108138,0,0,3,40,52,25,24,36,14,189
20502108139,9,0,18,43,84,41,40,64,8,274
20502108201,0,0,6,32,43,14,5,22,4,113
20502108202,4,0,10,76,105,69,44,121,53,464
