SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
20101100132,3,6,15,7,7,17,8,8,18,5,7,11,16,6,23,47,36,81,7,7,15,9,7,17,10,9,16,0,14,17,5,6,16,38,46,79,6,9,19,9,6,15,7,11,16,8,10,14,12,14,20,38,41,80,15,8,22,12,8,20,4,0,9,6,6,10,3,4,16,36,35,68,12,13,26,16,6,15,11,13,18,8,6,12,6,5,19,43,45,89,6,10,21,5,9,8,11,5,16,7,13,20,6,14,25,39,47,88,8,8,19,14,17,26,13,4,18,7,6,12,7,6,17,43,40,89,11,4,14,5,9,17,10,12,16,11,16,27,6,13,23,39,54,90,9,9,13,12,7,17,7,15,24,5,10,14,4,3,8,34,44,82,3,4,9,6,3,5,5,4,13,0,0,4,6,6,8,20,18,40,7,7,14,11,4,14,3,0,3,0,6,8,0,3,7,25,23,41,3,3
20101100133,0,4,9,0,0,0,3,8,10,0,0,0,3,3,7,18,18,34,9,3,7,3,6,9,7,7,10,0,8,3,5,4,11,19,26,45,6,0,8,0,3,3,4,4,12,0,10,10,0,0,0,12,15,34,3,9,9,6,6,3,6,5,8,3,0,0,4,0,7,17,16,29,4,4,4,4,3,3,3,7,6,0,3,4,4,5,7,10,20,36,8,0,6,0,3,10,0,4,6,4,5,12,3,4,9,17,21,38,4,5,7,6,10,12,0,4,4,4,0,6,0,6,7,11,18,35,9,4,11,3,3,7,4,7,6,7,0,12,3,4,3,20,20,39,3,4,7,7,0,3,0,4,0,3,0,0,8,4,7,16,13,30,3,3,9,0,0,4,3,10,11,5,6,4,4,6,10,22,17,40,0,0,9,0,5,7,0,0,0,0,0,0,4,4,0,9,9,12,3,3
20101100134,0,6,3,6,0,6,0,0,0,3,3,9,0,0,0,6,9,13,3,0,3,9,4,6,3,0,3,0,0,3,0,0,0,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,0,4,0,0,0,0,3,3,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,9,0,0,0,0,0,0,3,4,3,0,0,0,3,3,6,8,7,11,3,3,10,0,5,5,0,0,6,3,0,3,0,0,0,12,15,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,6,6,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0
20101100135,5,7,14,12,3,10,0,7,10,3,5,10,7,3,9,26,22,49,12,6,13,6,10,13,3,3,12,3,3,6,0,3,5,24,25,50,9,6,7,4,5,7,3,3,6,5,4,3,3,4,9,24,11,35,0,0,0,4,0,4,5,0,5,6,9,10,4,0,3,10,12,21,6,7,15,4,4,7,8,7,9,0,6,5,0,3,7,17,20,43,0,7,11,3,6,5,9,4,12,7,6,9,3,6,6,18,23,39,3,0,3,3,4,9,3,0,7,12,3,11,7,4,15,25,18,42,10,5,10,0,10,10,7,4,14,3,5,12,5,6,8,27,34,54,6,3,15,0,0,3,4,0,9,10,3,6,3,4,8,17,11,32,4,0,13,0,7,6,0,0,6,0,0,3,0,3,5,17,16,28,3,3,3,0,0,0,4,6,5,4,3,6,0,4,4,4,10,17,3,8
20101100136,7,3,13,13,7,20,12,5,15,9,8,17,9,6,15,43,31,78,12,12,21,7,3,7,3,9,11,4,10,11,8,6,13,33,39,69,3,4,5,4,6,12,9,3,15,4,10,13,6,3,5,28,22,54,5,7,9,5,7,12,4,5,8,5,5,4,3,5,7,22,25,42,5,3,10,4,7,8,4,7,10,0,10,9,10,3,11,20,25,49,10,4,12,0,7,11,4,4,6,5,3,9,9,6,12,25,24,51,7,4,10,12,6,17,14,9,27,8,10,15,5,3,14,47,31,77,3,12,13,10,12,18,9,13,23,5,12,16,7,11,22,36,52,91,3,3,13,6,7,9,3,6,6,0,8,5,0,5,6,17,28,41,5,0,6,3,3,7,10,3,11,3,4,6,5,0,6,27,16,42,4,0,0,6,0,6,4,0,11,0,0,0,0,4,4,12,3,14,0,0
20101100137,0,6,5,3,0,5,5,3,7,6,0,8,8,7,11,22,13,38,5,3,13,9,0,6,6,3,11,0,0,4,3,9,7,23,23,44,0,8,6,3,4,8,3,0,7,9,0,8,7,3,10,24,20,42,0,3,0,5,3,10,3,0,7,4,3,6,0,5,10,17,10,27,4,4,7,4,7,12,6,0,6,5,0,7,0,4,7,18,16,39,4,4,8,4,8,14,5,5,7,5,0,6,3,3,9,26,25,47,4,3,7,5,7,14,3,7,6,0,0,3,3,7,5,16,22,35,0,0,4,4,3,8,4,4,7,4,3,8,0,4,4,14,26,37,4,11,13,3,6,5,0,4,4,5,5,8,4,4,9,18,21,34,0,0,7,0,8,5,3,7,11,3,7,10,9,3,8,13,22,41,4,6,8,0,9,9,3,4,4,0,5,5,0,0,5,9,15,26,4,3
20101100138,19,6,28,4,5,13,3,8,14,7,4,11,5,7,9,34,39,69,5,8,15,10,6,9,5,3,10,8,0,11,11,3,11,36,26,65,0,4,5,0,7,8,4,4,10,7,0,4,0,3,3,15,20,29,0,0,5,5,0,5,0,0,0,0,3,4,4,3,8,14,8,24,4,9,10,0,3,7,4,7,11,3,11,19,11,6,18,22,36,60,15,6,22,13,8,25,6,8,15,8,10,17,6,4,12,46,40,85,11,13,23,4,10,12,6,8,18,6,6,10,9,6,20,40,46,85,5,4,12,4,3,5,9,7,11,0,3,8,7,0,11,24,23,45,4,9,11,6,7,9,7,0,3,4,0,5,5,0,7,21,14,38,0,4,4,0,0,5,0,0,4,0,3,3,3,3,3,5,13,18,3,5,6,6,0,5,0,3,3,0,0,0,3,0,3,12,9,17,0,0
20101100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100140,8,7,11,3,0,3,4,7,14,3,4,8,0,7,13,24,21,43,5,3,10,5,5,9,3,7,10,5,0,5,0,4,7,25,19,41,8,3,12,8,4,13,4,10,13,3,9,7,4,0,3,26,27,48,6,9,7,8,0,9,6,3,8,9,11,16,0,0,3,26,21,49,7,0,3,0,0,6,3,0,5,0,3,3,0,0,7,7,10,19,0,0,0,0,0,0,0,0,3,5,4,7,0,5,8,7,7,20,3,0,0,0,3,4,6,3,4,0,0,3,3,10,7,13,14,29,3,0,4,3,7,11,3,0,11,4,7,10,5,3,9,16,23,43,0,8,10,8,3,13,7,13,23,6,4,8,9,5,9,32,30,58,5,4,8,0,5,5,5,5,10,6,9,11,8,0,10,17,23,42,3,12,11,3,0,3,4,5,12,3,4,10,3,0,3,24,21,45,0,9
20101100141,0,0,0,0,4,4,0,0,3,0,0,4,0,0,0,3,5,15,0,0,5,0,0,3,0,0,0,0,0,7,4,0,6,14,4,19,5,0,3,5,0,3,6,0,6,3,0,4,3,0,0,15,5,21,0,7,8,6,3,14,0,0,0,5,7,9,0,3,3,10,24,36,0,0,0,4,3,5,0,8,8,4,0,4,0,0,3,8,11,13,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,4,5,0,5,5,0,5,10,0,4,4,4,0,7,0,4,0,0,0,0,3,0,7,8,11,18,0,0,3,0,3,6,4,0,5,3,3,8,0,0,0,13,12,21,0,3,3,0,0,8,4,0,3,0,4,3,0,0,0,6,10,15,0,0,7,5,0,5,6,6,3,4,0,8,0,0,0,16,7,23,0,3
20101100142,4,5,9,6,4,12,4,6,12,4,3,7,5,4,11,24,26,51,8,3,14,5,4,10,0,4,10,9,8,13,0,0,0,26,25,44,3,5,12,3,9,12,0,8,8,5,9,9,7,5,10,13,32,49,3,0,5,4,0,5,0,7,6,0,3,6,0,0,0,10,13,16,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,6,10,0,0,3,0,0,0,0,0,0,0,0,4,0,4,3,7,9,16,3,5,6,0,0,3,5,7,14,0,5,10,3,4,5,13,22,40,5,0,5,0,0,8,0,8,10,0,0,3,7,3,8,18,17,32,3,5,9,8,6,10,6,3,4,3,4,3,3,5,4,24,24,44,4,0,7,4,0,6,7,5,8,0,0,0,0,0,0,16,9,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0
20101100201,3,0,4,0,5,9,0,0,0,0,0,3,0,0,0,12,3,12,0,3,3,5,0,6,0,5,5,0,0,0,3,4,4,8,11,21,5,0,3,7,0,6,0,0,8,4,0,9,0,4,5,11,20,33,10,3,17,4,7,9,8,8,9,6,8,12,10,0,8,32,22,56,0,6,4,4,4,5,4,0,4,4,3,6,6,0,6,15,10,25,0,0,0,4,0,4,4,3,11,4,0,5,3,8,5,17,13,22,5,3,4,0,5,6,0,0,0,0,0,5,4,3,3,17,13,26,5,0,3,0,0,0,3,0,4,0,0,6,4,0,6,8,7,17,5,3,4,0,0,0,0,0,4,0,4,0,4,6,4,8,7,20,3,4,10,5,4,8,3,7,5,7,3,11,4,6,9,21,24,42,0,3,7,11,9,15,5,8,11,5,6,15,0,5,7,18,33,53,3,0
20101100202,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,11,0,13,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,4,0,7,0,3,3,0,0,0,0,0,5,0,6,6,0,0,0,0,16,14,7,9,11,0,0,5,5,3,9,3,0,4,0,8,3,10,19,30,3,4,8,0,0,3,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,0,4,5,0,0,0,0,0,0,0,0,3,3,0,0,7,6,15,0,3,3,3,0,7,0,0,0,0,0,3,0,4,4,6,6,15,0,3,3,0,0,0,0,3,3,0,3,3,0,3,3,3,12,16,4,0,3,0,0,4,0,0,7,5,4,7,0,7,7,12,13,22,0,0
20101100203,3,0,3,0,0,3,0,0,3,0,7,4,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,9,9,15,5,0,5,3,6,6,4,0,3,4,3,8,8,8,9,14,17,29,3,0,4,3,3,5,0,4,4,4,5,9,0,0,0,14,17,31,3,4,5,0,0,3,0,4,0,0,0,3,0,0,0,8,7,18,5,5,5,3,0,0,0,4,5,3,4,6,0,0,6,14,6,21,5,0,4,0,0,3,5,0,5,0,0,3,0,0,0,7,3,11,0,5,5,0,0,0,0,0,0,0,6,3,0,0,4,6,9,12,4,3,4,3,0,3,0,0,0,3,4,4,3,3,9,9,15,23,3,5,7,4,0,5,0,10,9,6,7,3,0,3,7,11,17,28,3,0,5,3,4,13,3,0,6,4,0,3,0,3,7,14,17,38,11,0
20101100204,4,5,5,3,4,8,0,3,4,3,5,4,5,4,9,13,20,31,0,0,5,0,0,9,4,0,8,0,4,0,0,7,7,6,14,21,0,0,5,7,0,5,3,7,12,0,7,6,0,7,8,12,20,28,3,0,3,3,10,11,0,7,8,0,7,7,0,5,6,13,26,38,0,4,5,3,5,10,0,0,0,3,0,0,0,0,0,10,13,21,3,0,0,0,4,6,0,0,5,3,0,3,0,0,5,7,6,18,0,5,4,0,5,5,0,3,0,0,3,10,6,4,8,8,13,23,4,9,6,3,0,3,4,4,8,0,3,6,0,0,4,16,15,30,0,0,3,3,5,5,0,4,4,0,0,7,0,5,8,7,12,22,5,7,12,3,0,3,0,0,3,0,4,6,4,0,3,12,15,25,4,0,8,0,14,11,9,3,15,3,4,3,0,3,4,18,21,44,0,6
20101100205,7,3,8,3,0,3,6,8,9,3,0,8,5,0,10,26,11,34,0,4,0,4,6,9,6,7,16,0,3,7,6,0,4,18,17,37,4,0,10,8,6,12,3,0,6,3,3,4,4,3,13,24,12,38,5,7,3,3,0,3,6,3,7,0,0,0,8,3,9,17,14,30,6,6,12,4,3,12,0,0,0,0,4,4,7,0,7,16,16,29,4,5,4,3,6,11,0,5,9,0,5,4,0,8,7,14,19,31,7,6,7,3,8,11,0,0,0,0,6,7,5,8,8,18,19,36,4,4,11,7,5,13,3,0,4,4,6,9,0,8,9,21,17,43,4,7,12,5,5,10,0,0,9,0,0,3,0,7,7,8,20,30,4,7,5,0,3,4,7,0,6,7,6,11,4,3,3,14,20,35,4,4,3,3,5,8,4,0,8,0,4,8,0,0,0,12,9,25,3,0
20101100206,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,12,0,0,4,0,0,6,5,6,7,3,0,3,5,3,7,19,10,27,0,0,3,3,5,9,3,0,3,8,3,15,11,6,12,25,12,41,24,21,36,20,13,32,17,25,47,13,7,24,8,4,9,80,80,157,5,0,4,0,3,3,0,3,5,5,0,5,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,3,0,0,0,0,0,0,0,3,5,0,0,0,9,3,10,0,0,0,0,0,3,3,5,3,3,0,3,5,5,3,10,6,14,4,0,4,3,0,4,0,6,3,0,0,0,6,5,3,8,9,19,0,6,4,0,4,5,3,4,3,0,5,8,0,3,9,10,17,27,3,0,0,0,3,3,3,4,7,3,3,7,6,5,9,16,14,31,4,6
20101100207,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,3,4,10,0,3,4,0,0,3,0,0,3,7,3,12,0,0,0,14,6,22,4,4,9,0,7,11,6,5,7,3,0,7,7,5,14,23,19,42,5,0,0,5,0,9,3,5,3,3,0,8,0,0,3,17,9,26,0,4,5,0,0,0,0,0,0,0,5,5,3,0,3,7,6,15,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,4,8,4,3,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,8,8,0,0,0,0,4,3,0,0,0,0,0,3,6,0,8,6,8,19,0,3,3,0,3,3,4,5,4,5,3,7,3,0,6,11,15,23,0,0,4,0,0,3,0,0,5,4,0,5,3,0,9,12,8,21,5,5,9,0,9,11,8,5,8,6,0,11,8,4,13,21,29,45,3,0
20101100208,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,6,4,12,3,0,3,3,3,4,10,0,7,3,4,7,0,3,5,19,15,34,11,4,14,4,0,3,3,7,9,3,10,9,4,10,16,23,23,46,9,0,11,7,4,10,4,5,13,8,3,10,3,0,3,32,12,50,0,3,8,0,0,0,3,0,0,0,0,0,0,0,3,3,9,14,0,4,3,0,0,0,4,0,4,0,0,3,5,0,5,3,3,11,0,0,0,3,0,0,0,0,0,0,8,6,6,0,6,5,6,12,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,4,13,13,3,0,6,3,3,9,0,0,6,5,4,7,7,9,16,16,20,36,3,0,3,4,4,3,7,6,9,3,4,8,0,10,5,14,23,36,3,6,4,3,6,9,0,7,7,3,8,7,10,7,13,20,26,42,4,0
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,3,7,6,0,4,4,3,0,9,0,4,4,0,3,3,7,16,24,4,3,9,0,4,6,0,0,5,6,0,6,3,4,0,13,13,28,9,4,11,0,6,12,0,3,0,8,0,10,3,5,8,22,15,38,0,0,6,0,3,3,3,0,9,3,0,3,7,0,6,15,6,23,0,8,7,7,3,8,0,0,5,8,3,8,5,0,8,21,14,37,4,3,7,6,5,12,3,6,11,0,8,6,0,3,5,15,24,35,0,6,3,5,3,4,0,4,4,5,6,7,0,0,0,15,16,31,3,0,3,0,5,5,3,0,5,0,0,3,0,3,8,9,12,23,0,3,5,6,3,8,6,4,10,5,4,5,4,4,7,13,21,34,3,0,8,8,3,6,0,12,12,3,3,6,0,3,0,18,18,36,0,5,5,6,3,11,0,4,8,3,4,8,0,0,0,10,24,31,0,3
20101100212,3,0,4,0,0,0,5,0,8,0,0,3,0,0,3,11,8,17,3,0,0,0,0,0,0,0,0,4,4,5,0,6,6,8,7,18,0,3,3,0,0,0,7,4,4,0,0,0,3,0,9,5,10,17,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,5,15,0,0,0,0,0,0,0,6,3,3,3,8,0,0,9,10,9,14,3,4,7,5,0,4,0,0,0,0,0,0,0,3,5,7,12,22,0,0,4,6,7,8,0,0,0,0,0,8,5,0,3,9,13,14,0,0,4,0,7,7,0,0,0,0,5,8,8,0,9,11,10,23,0,0,0,0,0,0,0,0,4,8,0,9,0,5,5,6,16,22,0,4,3,4,0,3,0,0,0,4,0,4,0,0,4,15,10,20,5,0,4,4,0,3,4,5,6,0,0,0,0,4,6,15,11,23,0,0
20101100213,0,0,0,0,9,7,3,0,3,0,0,0,3,0,3,9,13,16,0,4,5,0,4,3,0,0,3,0,0,3,0,8,9,3,13,17,0,0,0,5,0,0,0,0,0,0,8,8,0,0,3,3,7,10,0,6,4,0,5,9,0,3,3,0,0,3,3,4,4,9,20,26,7,0,4,6,4,7,0,0,0,0,0,0,6,5,12,11,12,25,0,3,6,0,0,4,0,4,4,0,6,3,0,3,3,5,11,18,4,0,4,3,6,6,0,5,7,0,5,8,5,0,3,10,9,21,0,0,0,4,3,3,0,0,0,4,4,10,0,0,0,11,6,17,4,0,5,4,3,7,0,4,3,5,3,3,0,4,6,10,8,24,5,0,0,0,0,0,0,0,0,4,0,3,3,5,7,9,9,17,0,6,5,5,0,5,0,9,7,3,7,8,0,5,5,7,25,32,0,6
20101100214,6,0,6,3,3,4,0,0,0,0,6,4,0,3,10,15,17,29,0,0,0,6,4,7,5,0,5,3,0,4,5,0,5,15,4,20,3,0,5,3,4,7,3,7,9,0,4,3,4,3,10,11,13,25,5,0,3,6,0,6,0,3,3,0,0,4,4,4,6,13,4,23,0,4,4,5,0,5,0,4,4,0,0,0,0,0,3,8,9,11,0,0,4,4,0,4,0,0,0,0,0,0,0,3,5,8,8,17,0,4,4,10,3,11,3,0,7,0,5,4,0,4,5,19,18,30,0,3,3,3,5,15,3,0,5,7,9,8,0,3,6,12,17,30,9,9,12,10,6,16,4,4,3,0,3,4,0,0,0,15,22,35,5,6,9,3,0,3,0,0,4,6,3,10,5,4,7,13,17,29,3,9,10,5,0,3,0,3,6,3,0,5,6,4,8,16,14,34,5,3
20101100215,3,0,8,4,3,9,4,3,4,0,7,5,5,0,5,18,19,34,6,3,8,4,4,3,6,7,7,4,3,5,5,0,5,21,19,35,0,0,0,0,3,3,0,3,3,0,0,0,5,3,6,3,7,13,0,0,0,0,0,0,0,0,3,0,0,3,4,6,4,6,4,15,3,5,8,4,3,6,9,8,9,9,3,14,3,4,8,19,29,47,0,13,12,7,0,11,6,4,11,11,6,14,4,7,14,28,31,57,6,8,9,0,7,10,0,3,3,8,3,12,5,7,11,18,26,45,3,5,12,7,0,10,0,3,9,8,0,6,0,5,8,21,17,37,0,12,11,4,0,9,5,6,14,0,3,3,0,0,3,14,19,36,0,6,3,4,0,8,4,0,5,3,0,6,4,3,10,18,8,31,3,3,4,3,0,3,0,4,3,0,9,9,0,3,4,10,16,28,4,0
20101100216,6,0,0,0,0,3,3,5,10,0,0,6,7,5,6,16,10,28,5,0,4,5,0,9,0,3,3,7,0,7,0,0,3,15,6,22,0,0,0,0,3,3,0,0,0,0,0,3,4,5,7,5,12,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,3,7,4,5,7,0,0,0,3,0,6,0,0,5,3,0,5,7,8,21,5,4,9,8,3,7,3,4,4,6,4,12,0,4,8,21,19,38,3,0,3,6,0,3,0,0,4,6,5,7,3,0,9,19,12,32,3,0,9,8,5,6,0,4,9,3,4,8,4,5,4,23,18,38,3,7,13,3,0,4,7,0,10,0,5,10,0,4,3,19,19,37,3,3,7,0,0,0,6,0,3,0,0,0,6,3,4,11,6,23,0,5,0,3,4,7,3,6,5,0,0,3,3,0,3,9,8,19,0,0
20101100217,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,7,5,12,5,0,5,4,0,0,5,0,7,0,0,0,0,0,3,8,5,18,0,4,3,0,0,0,5,6,12,0,3,6,0,3,5,9,16,23,0,0,0,0,0,4,3,0,3,3,0,3,4,0,4,11,0,14,0,7,7,5,5,7,0,5,5,0,4,3,0,4,3,6,14,31,7,0,10,4,3,8,10,3,12,0,4,3,3,5,8,27,11,37,5,0,3,3,4,11,0,0,0,4,0,4,0,4,4,17,10,22,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,11,7,20,0,0,0,3,4,3,9,0,10,7,5,6,0,4,6,12,18,28,3,0,6,0,3,5,5,0,5,3,0,7,0,0,4,18,5,24,0,0,0,0,3,3,0,5,5,8,3,5,0,0,0,10,9,18,3,0
20101100218,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,8,9,14,5,4,4,4,0,4,3,4,3,4,0,4,4,0,4,13,10,21,0,0,0,0,0,3,0,4,7,0,0,7,4,3,4,12,14,21,0,5,6,5,0,5,3,6,4,0,0,0,0,0,3,13,7,19,0,5,9,0,3,8,0,3,8,3,0,3,0,0,0,9,13,20,5,0,3,0,4,4,5,3,8,4,0,6,0,0,4,15,14,24,0,6,7,7,6,5,7,5,11,3,8,11,3,0,5,21,16,44,3,3,3,0,3,3,0,0,0,0,4,9,3,0,4,7,13,21,0,3,3,5,0,9,0,0,0,0,0,4,4,5,9,10,6,23,0,0,3,3,0,5,3,3,7,0,0,5,0,4,7,14,11,23,4,0,4,3,0,6,0,3,6,0,0,0,0,0,0,8,11,14,4,0
