SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
20101100113,0,0,3,0,0,0,0,0,0,0,0,0,3,5,4,6,4,13,0,0,0,0,11,11,0,3,4,0,0,4,0,0,4,3,15,17,0,4,7,0,4,8,0,4,4,6,4,8,4,3,9,16,16,32,4,3,3,3,0,3,4,3,9,4,0,6,0,3,8,14,16,32,0,0,4,4,0,3,0,4,6,3,0,4,5,3,6,8,13,20,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,5,0,0,0,6,0,6,0,3,3,0,0,5,3,0,3,7,3,9,4,3,5,3,0,7,3,0,3,3,0,9,6,0,3,14,10,23,3,4,8,3,0,10,3,4,11,3,3,8,6,0,3,21,14,34,4,5,5,3,4,11,0,3,3,5,5,3,0,3,3,12,16,32,0,3
20101100114,3,0,5,0,5,4,0,5,8,4,8,8,5,0,6,10,16,27,0,5,7,4,9,10,0,5,4,0,8,4,5,4,11,16,18,35,3,3,5,3,6,14,6,0,6,4,0,8,4,5,7,20,15,37,8,3,10,0,3,8,3,3,10,0,7,4,3,0,5,21,17,36,0,4,7,0,7,9,3,0,4,0,4,5,4,6,11,17,20,42,3,8,10,4,3,9,0,0,3,8,0,5,0,0,0,16,13,29,0,0,0,4,4,8,0,8,6,4,6,12,5,3,7,13,19,35,5,0,7,0,4,0,3,0,6,5,5,11,4,4,4,17,18,33,3,0,7,0,0,6,3,5,8,0,0,4,3,0,3,17,11,29,0,5,5,5,8,7,8,5,13,3,3,5,5,7,17,21,27,40,3,9,6,3,0,3,8,5,8,4,0,4,0,0,0,16,9,18,0,0
20101100118,3,0,4,0,4,4,0,6,6,0,0,0,4,3,7,10,10,17,3,3,6,0,4,4,0,6,6,0,3,4,3,0,0,5,10,21,7,0,3,5,4,6,4,11,10,0,7,7,4,3,6,15,14,39,4,4,6,0,3,8,7,4,7,6,0,8,0,0,0,19,15,37,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,3,5,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,7,4,3,3,0,9,0,5,0,0,3,4,11,10,19,0,0,4,0,0,0,0,0,3,4,0,5,3,0,8,10,7,17,3,4,5,0,0,7,4,5,6,0,4,4,6,6,9,15,17,28,7,0,3,5,5,11,0,3,5,5,3,9,5,0,6,20,15,38,0,7,6,3,6,3,3,3,3,4,3,9,3,0,3,9,18,29,0,0
20101100119,6,3,8,0,5,6,4,4,12,5,10,10,4,4,8,19,21,42,9,0,14,8,12,13,8,9,11,8,4,18,15,6,19,49,26,77,12,5,11,3,12,21,11,11,19,8,4,13,7,4,14,44,35,81,12,17,24,13,3,16,9,5,12,17,11,29,3,10,13,54,40,92,0,7,7,7,3,5,3,10,8,0,7,6,5,0,0,19,24,39,0,3,9,3,0,3,3,3,4,0,0,0,0,7,5,11,13,24,0,6,7,0,3,5,6,3,11,4,6,8,6,5,8,22,19,38,4,8,12,0,3,8,7,9,12,3,0,3,8,8,16,25,26,47,11,7,16,4,10,10,6,6,14,4,4,14,6,4,10,25,30,60,10,10,22,8,6,15,5,12,13,8,4,6,10,11,19,37,39,75,8,3,12,5,4,16,3,7,14,8,0,11,8,7,20,31,39,66,7,4
20101100120,6,4,10,5,0,9,3,3,5,9,5,11,6,9,14,21,22,43,11,12,20,5,5,13,3,8,10,12,9,18,7,8,16,39,41,80,7,4,10,10,5,12,4,10,18,9,5,14,8,9,16,42,30,71,5,5,7,7,17,21,3,9,14,7,5,9,4,3,8,24,36,57,0,3,8,0,5,6,0,3,5,0,4,5,5,6,11,11,21,32,8,5,10,6,3,8,0,0,6,5,7,6,0,0,6,17,18,31,0,5,3,5,10,12,4,3,5,9,3,10,3,7,14,18,24,44,0,5,12,4,5,10,9,13,24,6,3,11,7,7,13,22,42,60,0,0,0,4,10,15,3,3,13,4,10,12,0,5,8,15,30,48,0,7,9,0,5,6,0,4,3,8,8,15,6,3,3,10,27,38,0,3,4,0,0,6,4,0,3,6,0,7,7,3,9,15,12,26,6,4
20101100121,7,4,7,3,4,14,0,0,3,8,4,8,4,0,7,26,17,33,3,0,6,4,3,10,9,0,7,8,7,12,8,8,20,36,19,58,14,11,15,8,10,14,3,8,9,14,8,23,8,0,13,49,36,79,13,9,19,7,7,14,3,10,21,3,8,12,4,0,7,35,35,67,8,4,8,3,9,15,4,3,9,5,0,8,3,0,6,28,18,41,0,3,5,6,0,4,6,4,11,0,0,4,0,8,13,12,16,30,6,0,6,0,0,3,4,3,5,4,0,6,4,3,8,13,10,29,4,5,5,0,5,8,5,0,9,3,5,11,3,3,8,17,24,37,8,11,16,4,11,13,11,9,14,3,5,9,6,9,16,33,45,73,5,8,13,3,9,7,5,9,15,0,4,3,3,3,10,21,29,49,5,0,4,0,0,4,3,10,8,8,7,12,6,5,7,17,26,43,7,8
20101100124,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4,0,9,14,3,3,8,4,4,8,5,4,4,0,7,6,3,7,10,19,16,32,15,6,17,6,5,7,6,14,22,7,5,15,6,8,8,41,34,71,4,10,15,5,5,15,11,4,10,6,3,8,5,3,10,27,28,57,0,14,9,4,5,8,4,3,9,7,0,7,4,0,4,16,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,9,0,4,4,0,0,0,0,0,6,0,0,5,5,4,9,8,7,15,5,8,5,3,3,6,7,4,10,5,7,14,6,7,15,23,25,44,6,5,7,3,4,6,3,10,13,5,6,8,0,7,4,20,23,39,5,4,13,3,5,14,4,5,10,10,0,7,0,6,3,23,21,45,5,5
20101100125,3,0,3,5,4,7,9,3,12,5,5,10,6,6,19,29,18,51,3,3,10,3,14,15,3,3,6,3,0,3,7,8,15,27,26,51,6,3,14,7,3,9,8,7,16,3,8,11,6,13,15,24,38,59,0,10,7,10,4,15,4,5,9,5,9,12,7,5,15,26,30,56,0,7,7,3,0,3,9,5,11,3,0,5,4,4,6,15,12,28,0,0,0,3,4,8,0,0,4,0,0,5,3,0,4,10,7,17,4,0,5,3,4,5,4,9,7,0,4,4,3,3,4,11,19,31,0,8,4,3,5,6,5,3,12,3,8,8,8,10,12,22,26,49,4,3,10,4,3,9,3,3,8,8,3,11,0,9,9,20,22,37,9,6,11,0,9,6,5,5,9,6,3,9,5,3,10,24,27,43,3,0,3,7,5,7,3,5,7,7,3,9,0,7,10,22,13,35,0,0
20101100126,0,4,4,5,5,8,3,0,6,0,6,3,5,4,7,10,9,26,4,0,0,4,4,3,4,8,7,5,3,10,9,4,16,19,19,36,0,0,5,3,7,15,3,9,12,10,0,7,7,3,13,23,25,47,5,3,7,12,3,16,7,3,9,3,6,8,0,0,8,29,16,45,3,0,9,4,7,4,3,6,6,0,0,0,0,6,5,7,16,27,0,0,0,0,4,4,0,3,3,0,3,3,0,0,3,4,10,15,6,5,3,0,0,0,0,0,0,4,6,13,5,5,8,10,16,26,6,3,4,9,4,6,3,3,10,3,7,6,4,6,11,21,24,38,0,8,8,3,5,5,0,3,9,6,8,12,0,0,0,16,22,36,3,3,10,3,12,13,6,5,4,3,8,9,9,5,15,24,22,50,7,5,11,0,7,4,7,10,17,0,6,9,7,3,10,19,27,50,8,7
20101100127,8,4,18,6,6,12,9,6,11,4,13,17,4,4,14,31,39,68,5,10,14,5,5,18,3,3,9,0,4,3,3,3,7,21,27,52,3,0,4,6,5,11,4,4,10,4,6,9,6,0,7,23,17,41,4,3,10,0,3,4,6,3,12,0,5,9,11,4,16,23,20,44,3,5,9,3,6,11,3,11,14,6,5,9,5,7,15,21,31,53,3,9,12,6,10,18,3,9,10,12,4,16,10,8,15,31,30,64,16,10,21,3,3,9,8,4,13,0,4,7,5,13,18,32,33,62,6,6,14,3,0,6,4,5,12,0,5,5,7,5,12,24,26,50,4,3,10,5,4,11,0,6,10,8,5,12,3,3,8,26,20,49,5,9,14,5,0,9,0,0,0,0,0,0,0,4,8,15,14,29,4,5,3,0,3,3,6,5,5,0,6,5,3,0,6,9,12,29,5,3
20101100128,9,4,9,3,0,4,6,5,7,4,3,9,3,0,6,25,12,40,7,7,14,3,3,7,4,5,13,0,0,0,7,3,10,14,25,40,0,0,0,0,6,6,5,4,7,0,8,9,5,0,3,10,14,25,0,3,10,3,0,7,3,4,9,3,0,4,4,4,4,11,12,24,0,3,4,0,0,0,0,0,3,0,6,5,3,0,4,12,9,17,0,0,3,5,0,3,0,3,3,6,7,5,4,0,5,6,7,18,0,8,13,3,0,4,3,0,7,6,4,10,5,3,3,16,20,37,0,0,4,0,5,8,0,4,13,3,4,6,0,4,4,11,17,32,3,7,13,3,0,6,0,0,0,0,0,5,0,0,0,11,8,24,10,0,5,0,4,4,0,5,8,3,4,5,0,0,4,12,17,28,3,4,6,0,6,3,0,3,5,0,0,0,0,0,0,9,13,19,0,0
20101100129,4,3,11,7,11,15,6,3,7,13,5,18,9,8,13,33,31,64,6,4,12,4,3,4,4,4,15,0,6,12,0,0,8,20,26,47,3,0,6,4,0,9,6,7,6,6,8,13,0,0,0,22,22,35,3,0,5,5,3,6,4,0,4,0,7,4,3,5,8,17,9,24,5,3,5,0,3,4,0,4,3,9,3,10,8,4,8,19,21,42,3,8,11,4,5,10,0,5,0,3,4,7,4,3,8,14,24,37,4,7,6,0,7,7,9,5,8,8,10,17,3,3,4,28,27,56,0,8,12,3,0,12,3,4,7,4,3,4,0,9,14,21,28,47,3,3,9,13,3,14,0,0,3,0,3,4,0,0,3,19,10,33,3,5,6,4,7,9,4,9,8,3,8,5,4,0,3,15,20,35,5,4,8,5,3,8,0,0,4,4,4,5,4,3,4,9,15,25,4,0
20101100130,7,6,12,0,5,3,5,3,5,5,3,9,0,4,8,14,17,39,3,6,11,5,0,5,7,0,7,0,4,4,6,0,10,29,5,34,4,0,7,3,3,8,5,6,8,0,4,9,7,0,10,18,21,34,0,0,5,0,4,4,5,0,5,0,0,0,0,3,3,9,10,17,7,0,6,4,0,0,5,0,3,0,0,3,5,0,5,18,7,24,0,0,4,4,0,7,6,5,10,3,0,3,5,9,9,21,17,38,0,3,0,7,0,4,3,4,3,4,6,3,6,6,7,13,15,26,3,7,7,7,3,13,0,5,4,3,6,3,4,3,9,16,19,35,4,3,7,0,3,3,0,9,6,5,7,12,0,7,3,10,22,30,0,0,3,0,0,0,0,0,4,0,7,7,0,4,7,6,12,20,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,10,0,0
20101100131,0,5,7,3,4,10,8,3,10,0,4,0,3,6,14,13,21,38,7,3,10,0,0,7,0,3,5,3,0,7,0,4,7,14,16,26,0,0,0,0,4,4,3,3,6,4,0,5,0,3,0,7,15,21,3,4,8,9,0,11,0,0,0,0,0,0,5,0,5,17,8,25,0,4,4,0,0,0,0,3,5,4,0,9,0,0,3,3,13,16,3,0,4,0,0,0,0,5,0,4,6,6,0,0,4,9,10,19,5,3,9,3,0,3,0,5,5,3,3,12,0,8,6,8,20,33,10,0,10,4,5,7,8,4,8,3,4,12,0,7,5,24,15,40,0,0,0,4,6,6,3,3,9,0,3,8,7,0,8,18,13,32,0,0,0,3,0,8,3,0,3,0,0,0,5,0,8,12,9,18,0,0,3,0,0,3,0,3,4,5,3,4,0,0,0,9,7,15,0,0
