CED_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
CED211,1130,4036,7993,9268,7052,4890,3783,1837,566,40550,190,369,643,670,1588,1847,1195,490,150,7140,178,263,743,817,1211,1515,1110,906,277,7023,44,60,179,195,324,424,499,461,168,2355,25,46,115,165,160,211,312,476,315,1826,5,13,103,83,93,104,87,52,26,574,108,151,384,372,367,305,324,339,280,2627,1685,4943,10151,11578,10789,9288,7308,4569,1784,62090,1164,3942,9025,10892,8662,5870,3968,1708,643,45869,111,186,422,393,1342,1999,1494,749,236,6933,80,174,410,465,860,1264,1689,1376,545,6862,32,25,103,129,239,384,667,621,308,2521,8,20,130,131,155,250,490,817,612,2618,5,15,94,95,104,159,134,106,67,781,81,115,341,374,301,296,393,531,644,3078,1478,4485,10530,12484,11656,10223,8831,5910,3066,68664,2292,7985,17016,20155,15713,10759,7751,3542,1203,86419,302,554,1061,1057,2927,3846,2691,1242,389,14078,258,437,1146,1284,2064,2782,2798,2280,827,13882,78,91,283,330,563,808,1159,1082,477,4876
CED212,930,3061,6317,6850,5403,3750,3032,1379,409,31134,262,433,1113,1118,1937,1962,1126,432,111,8500,343,445,1243,1426,1985,2126,1471,798,191,10025,102,111,379,388,581,732,632,447,130,3508,40,43,117,150,191,275,358,461,231,1860,7,14,40,34,39,32,37,40,18,269,205,213,550,569,614,498,409,400,246,3715,1890,4321,9767,10530,10759,9379,7074,3954,1337,59005,1012,3422,7877,8671,7010,4602,2968,1323,433,37330,172,281,692,802,1697,2081,1322,548,143,7738,157,238,837,916,1382,1944,1942,1059,388,8869,57,48,176,223,394,662,776,540,256,3142,14,29,60,88,167,243,519,674,459,2263,8,9,22,22,38,56,52,49,39,290,224,208,552,559,508,424,458,532,487,3952,1650,4243,10219,11294,11202,10018,8028,4721,2213,63591,1941,6484,14193,15524,12414,8355,6005,2702,841,68464,437,714,1805,1914,3640,4043,2447,977,249,16239,500,684,2082,2340,3369,4074,3408,1859,581,18890,159,162,560,611,980,1392,1408,992,393,6647
CED213,905,2629,4093,4593,4693,3957,4566,2489,742,28674,272,380,869,831,1668,2081,1627,791,210,8724,336,327,937,1110,1647,2234,2050,1374,402,10412,85,72,272,276,462,664,844,686,230,3590,34,29,103,105,144,205,481,686,351,2146,3,9,16,30,36,35,32,39,29,239,197,175,408,473,585,588,702,636,364,4124,1843,3611,6704,7415,9233,9759,10310,6699,2329,57905,923,2595,5335,6374,6521,5324,4652,2227,649,34600,155,192,474,604,1614,2344,2033,1037,309,8764,155,183,585,643,1210,1828,2510,1774,524,9416,39,25,117,140,346,643,1004,872,403,3587,31,20,40,50,117,194,591,916,633,2592,8,4,17,17,22,48,47,55,33,248,196,191,375,466,572,602,794,813,607,4615,1503,3206,6938,8298,10400,10987,11639,7690,3162,63828,1833,5223,9427,10968,11213,9284,9220,4716,1394,63283,425,571,1344,1434,3282,4429,3657,1827,519,17489,486,512,1526,1750,2859,4060,4565,3151,924,19832,130,98,386,419,806,1308,1848,1552,635,7180
CED214,1084,5148,14447,10490,6678,4202,2712,895,191,45845,145,338,815,749,1025,1120,479,148,18,4842,141,254,836,855,1149,1376,857,392,121,5984,49,47,192,290,414,580,528,268,90,2465,39,64,225,303,435,699,986,1012,453,4220,12,45,245,235,314,482,405,284,149,2173,281,503,1522,1041,749,663,575,476,240,6040,1747,6390,18282,13968,10768,9123,6538,3477,1270,71559,1132,5021,14226,10651,6961,4322,2323,692,164,45485,127,240,570,538,812,913,502,135,33,3873,95,168,526,606,1030,1186,1010,419,157,5196,25,43,154,262,501,596,542,321,158,2605,20,29,165,372,596,889,1524,1532,769,5903,0,25,201,264,428,602,594,459,357,2930,230,391,1203,828,626,560,565,510,517,5424,1629,5915,17041,13516,10955,9071,7069,4069,2144,71412,2213,10168,28673,21141,13637,8520,5035,1583,359,91326,268,579,1385,1285,1838,2030,981,291,53,8715,231,419,1363,1463,2184,2562,1866,812,276,11179,74,88,348,549,920,1174,1076,592,247,5068
CED215,1129,4172,10863,15012,8236,4280,2541,891,182,47298,177,285,730,797,1392,1387,630,176,38,5613,184,352,1124,1145,1318,1469,956,413,115,7071,62,47,158,238,309,459,449,275,104,2112,28,29,88,143,168,266,563,602,322,2221,7,23,83,90,95,106,149,153,79,782,246,374,992,965,560,404,335,222,117,4220,1838,5290,14042,18395,12085,8377,5621,2727,950,69320,1187,3861,12498,15578,9037,4717,2448,738,221,50284,93,186,515,561,1098,1427,682,236,62,4848,110,133,514,596,957,1290,1127,527,177,5432,46,38,125,168,224,433,552,369,180,2135,15,17,67,122,173,358,799,941,544,3043,0,18,56,93,133,159,220,249,158,1081,217,244,850,822,502,362,371,291,225,3887,1668,4495,14631,17940,12125,8748,6196,3344,1570,70709,2316,8027,23360,30590,17275,8995,4990,1626,395,97584,276,473,1245,1357,2485,2810,1305,408,101,10465,295,483,1634,1743,2269,2756,2081,940,286,12506,110,87,282,409,531,894,1000,649,287,4242
CED216,591,2111,4362,3904,3058,2751,3053,1328,290,21436,370,613,1256,1192,1781,2525,1857,589,93,10281,481,557,1597,1641,2207,3155,2973,1257,248,14126,169,115,358,456,697,1076,1356,859,181,5268,74,55,161,193,238,454,895,963,416,3448,3,15,30,35,37,52,45,42,21,276,292,315,739,760,783,911,960,686,342,5785,1969,3771,8507,8183,8820,10920,11138,5719,1597,60618,772,2382,5822,5436,4796,4001,3117,1148,305,27790,222,417,918,898,1758,2817,1994,672,171,9869,263,361,906,1050,1637,2604,2792,1487,364,11466,79,76,249,309,512,1023,1303,789,272,4616,35,23,102,108,187,409,767,1065,609,3300,3,13,22,43,32,34,50,51,32,277,295,309,680,720,686,832,934,764,582,5806,1681,3578,8698,8561,9612,11728,10950,5982,2342,63131,1363,4490,10179,9343,7857,6749,6171,2471,594,49227,586,1035,2174,2089,3537,5343,3855,1259,272,20151,744,914,2504,2694,3850,5761,5763,2749,613,25590,248,188,606,766,1213,2100,2655,1643,453,9883
CED217,1316,4034,6329,8036,9392,7233,5205,2377,761,44690,80,104,274,312,810,1131,803,459,152,4126,107,94,274,330,568,782,607,519,204,3484,27,18,40,79,109,153,222,244,105,989,13,10,20,23,51,82,174,291,242,905,4,18,25,25,37,40,41,43,27,249,116,150,332,344,355,271,305,298,195,2361,1653,4424,7289,9152,11332,9694,7346,4231,1686,56801,1340,3669,6986,9545,11043,7894,5158,2347,1022,49008,45,70,162,201,739,1264,1245,775,351,4859,38,53,135,178,446,725,1068,852,552,4043,23,8,33,43,94,161,262,308,216,1150,5,9,13,34,46,89,295,500,455,1439,0,3,27,26,30,44,53,81,61,333,117,92,320,347,385,307,409,462,468,2908,1569,3909,7677,10372,12787,10473,8488,5334,3129,63742,2657,7712,13318,17579,20434,15120,10360,4732,1784,93698,125,177,438,517,1551,2395,2044,1236,504,8981,140,146,410,502,1019,1508,1675,1372,756,7525,53,31,67,121,202,316,483,548,320,2141
CED218,1418,4817,9496,10040,6917,4189,2551,873,137,40436,209,364,775,901,1438,1357,588,123,31,5778,213,443,1401,1578,1640,1663,1058,397,92,8486,67,58,247,324,421,534,536,249,73,2496,27,42,201,262,310,569,1043,859,233,3545,13,27,130,161,214,301,269,178,72,1357,280,392,921,786,592,435,365,253,87,4101,2227,6134,13165,14051,11542,9040,6408,2928,717,66201,1578,4722,10556,11309,7996,4361,2230,604,153,43515,104,176,533,617,1235,1513,553,143,38,4920,124,147,619,757,1164,1540,1171,403,155,6090,43,37,167,227,373,567,613,257,101,2382,16,26,137,306,434,758,1442,1047,411,4572,7,18,143,208,302,389,390,295,145,1893,221,237,787,678,521,406,409,252,128,3642,2092,5360,12944,14098,12028,9541,6814,3013,1133,67019,2994,9546,20052,21350,14922,8545,4780,1474,292,83957,317,544,1305,1515,2681,2870,1138,265,63,10699,336,586,2031,2338,2809,3201,2230,803,241,14575,107,90,413,552,791,1095,1146,507,174,4878
CED219,1033,3419,7606,7613,4591,2715,2067,715,180,29934,322,562,1238,1219,1941,1766,953,229,33,8274,393,575,1632,1739,2039,2118,1533,595,118,10749,125,142,501,500,600,745,795,393,86,3884,49,60,212,198,248,337,622,565,180,2478,4,18,89,87,95,80,78,69,15,537,274,276,760,681,565,475,409,270,86,3794,2202,5057,12031,12041,10086,8230,6456,2845,701,59654,1170,3661,9623,9146,5854,3334,1866,639,203,35492,179,377,998,893,1800,2048,1098,268,56,7715,190,347,1063,1118,1596,1959,1831,687,234,9033,68,78,273,239,427,720,902,415,151,3277,32,45,134,183,196,343,811,670,376,2781,8,14,70,109,124,111,110,101,31,684,259,256,738,670,532,435,460,352,148,3855,1904,4773,12897,12366,10523,8949,7072,3128,1207,62826,2200,7080,17222,16758,10446,6050,3932,1354,385,65429,504,939,2237,2115,3744,3810,2043,505,88,15984,584,926,2699,2856,3635,4078,3367,1277,356,19779,198,214,772,749,1025,1466,1695,809,242,7160
CED220,983,4977,13638,9856,7792,6088,4378,2236,672,50626,55,130,429,303,603,725,506,335,89,3174,52,102,339,331,396,506,438,358,143,2667,23,14,58,48,114,129,156,177,80,798,14,9,37,36,46,83,170,368,236,1001,0,10,44,21,21,34,39,60,45,282,107,200,765,490,389,324,325,302,182,3080,1234,5439,15320,11099,9353,7896,6009,3843,1441,61632,1126,5771,14901,10317,8891,6650,4708,2216,864,55442,39,116,313,207,462,863,801,576,263,3630,37,60,216,177,282,506,743,588,283,2890,13,11,46,30,57,114,194,230,151,842,0,6,26,27,49,95,275,600,399,1471,0,7,35,38,39,51,49,142,86,448,108,272,774,460,381,341,404,403,388,3521,1327,6246,16311,11259,10157,8612,7172,4751,2420,68252,2109,10752,28539,20177,16681,12739,9085,4455,1530,106073,94,241,739,511,1061,1585,1307,908,352,6805,86,167,551,514,676,1015,1181,946,429,5561,35,24,104,80,168,239,351,402,233,1645
CED221,1224,4647,9855,10850,5662,3217,1751,652,139,38015,265,501,1296,1128,1516,1300,614,180,47,6849,338,572,1620,1791,1891,1928,1101,428,95,9763,117,161,447,480,634,691,568,291,73,3452,66,64,278,450,385,398,482,446,156,2725,12,49,318,347,353,264,159,87,22,1615,249,342,870,790,549,456,306,214,85,3860,2281,6330,14678,15843,10995,8259,4986,2299,609,66279,1382,4918,12093,11586,6120,3235,1619,587,171,41715,187,398,967,848,1418,1386,665,220,61,6146,196,362,1143,1139,1596,1755,1239,531,148,8111,65,77,263,302,506,666,601,321,136,2944,26,39,285,347,380,476,700,576,302,3136,7,62,304,471,460,338,243,112,60,2057,243,306,887,699,511,409,358,241,153,3804,2102,6162,15936,15400,10992,8277,5428,2586,1032,67911,2608,9570,21947,22435,11784,6456,3375,1243,312,79728,456,895,2260,1977,2934,2688,1286,398,100,13000,528,938,2755,2935,3490,3691,2334,963,240,17871,178,240,705,784,1137,1360,1167,611,215,6394
CED222,1447,7011,15099,11051,7618,5063,3430,1480,462,52652,151,289,642,655,1221,1281,726,301,90,5362,145,246,727,793,1190,1475,1129,620,208,6536,39,59,209,253,452,573,538,414,158,2700,34,54,203,270,360,634,880,1260,654,4352,14,106,314,288,320,532,439,337,143,2494,179,494,1235,663,518,477,434,392,244,4625,2021,8256,18424,13973,11682,10032,7569,4804,1967,78730,1572,6284,13753,11370,8365,5388,3353,1288,504,51883,90,180,401,398,901,1191,785,332,139,4420,92,151,398,548,977,1300,1286,765,315,5827,21,35,134,289,458,540,647,454,228,2817,21,26,173,360,525,842,1459,1817,1027,6249,8,55,224,302,439,675,640,576,341,3269,195,361,860,609,465,466,487,465,387,4293,2000,7099,15949,13883,12129,10404,8651,5704,2938,78756,3019,13298,28850,22418,15980,10456,6782,2764,968,104540,244,467,1049,1054,2125,2475,1507,638,230,9782,236,392,1125,1340,2168,2772,2416,1385,521,12362,60,99,350,545,909,1115,1190,871,386,5521
CED223,778,2201,4405,4440,3962,3281,3636,1433,312,24452,354,547,1137,1102,1893,2502,1733,548,135,9949,438,469,1456,1580,2224,3071,2529,1290,268,13326,109,80,311,408,551,980,1197,793,219,4653,51,32,105,133,179,369,709,904,451,2936,4,8,27,33,45,51,49,33,17,268,285,314,579,640,694,868,909,591,265,5139,2020,3647,8029,8341,9555,11114,10763,5598,1673,60725,812,2468,5849,6431,5775,4815,3469,1286,378,31286,193,288,750,819,1741,2781,1874,760,198,9402,217,298,843,976,1596,2491,2705,1475,502,11121,67,52,166,208,361,747,1120,736,304,3775,18,24,69,88,116,248,622,857,666,2701,3,4,30,24,38,53,54,30,35,271,286,258,532,576,694,764,786,780,483,5168,1601,3385,8247,9129,10318,11904,10640,5933,2572,63721,1586,4668,10255,10873,9736,8096,7104,2725,686,55735,549,829,1883,1927,3639,5280,3614,1310,335,19355,653,766,2301,2562,3825,5567,5235,2765,777,24446,182,137,478,617,913,1729,2317,1534,527,8427
CED224,1110,3665,7690,9034,7525,4865,3346,1370,432,39030,145,283,564,723,1463,1677,1000,410,116,6374,159,188,640,761,1298,1486,1060,725,259,6586,50,30,123,182,317,402,471,396,131,2097,24,23,125,170,172,277,393,577,344,2107,6,14,123,161,130,137,129,103,52,853,113,145,452,423,342,347,341,343,172,2671,1608,4358,9707,11454,11247,9196,6734,3919,1504,59734,1212,3725,8699,10717,9015,5535,3307,1323,493,44033,87,131,345,405,1269,1754,1217,540,222,5959,89,89,314,420,915,1300,1490,1102,448,6167,19,15,70,157,236,361,603,505,314,2285,9,19,73,146,210,333,600,855,647,2892,3,12,95,113,170,190,181,140,103,999,100,123,409,421,329,315,424,446,387,2957,1525,4107,10011,12375,12138,9783,7825,4914,2620,65298,2322,7394,16393,19748,16542,10400,6655,2690,926,83071,229,415,910,1130,2733,3431,2211,945,337,12336,246,280,956,1180,2214,2786,2548,1833,706,12750,72,49,193,341,553,762,1075,903,440,4383
CED225,1119,3912,7648,9028,7505,5330,4245,1654,422,40856,174,257,569,529,1397,1743,1033,423,99,6221,158,184,531,571,1019,1284,1137,791,215,5886,56,43,126,159,254,351,503,472,166,2137,26,19,48,64,89,151,357,592,374,1714,3,16,39,59,62,105,61,58,42,453,130,171,368,368,323,314,328,264,144,2407,1653,4599,9332,10779,10649,9277,7668,4241,1464,59674,1151,3831,8596,10353,8973,6364,4026,1491,509,45295,75,140,300,310,1097,1885,1387,547,171,5913,66,88,264,299,635,1158,1634,1024,391,5556,20,18,46,90,156,337,662,561,255,2153,11,7,43,49,90,177,509,945,746,2580,4,10,42,50,60,75,103,94,108,532,89,117,322,326,308,302,384,346,226,2419,1409,4207,9615,11478,11327,10298,8699,5008,2404,64452,2266,7741,16243,19380,16480,11695,8276,3140,934,86150,250,393,869,845,2501,3629,2415,970,267,12134,218,268,795,868,1656,2443,2768,1814,609,11438,71,65,176,247,413,691,1165,1034,422,4286
CED226,1575,5673,9338,8373,9109,7761,5660,2730,925,51149,65,117,264,214,540,797,527,351,153,3020,51,84,225,189,376,462,412,403,188,2404,19,4,38,51,98,117,183,171,94,780,14,9,23,35,47,86,161,283,243,900,0,15,33,28,46,57,52,49,48,340,126,172,395,296,340,302,289,253,161,2338,1847,6082,10315,9191,10551,9582,7291,4256,1812,60933,1542,5666,9808,9997,11063,8621,5823,2631,1223,56361,48,77,155,135,516,865,980,707,329,3806,32,43,129,127,240,468,725,713,463,2928,13,8,26,42,74,115,233,254,205,960,9,12,16,30,67,78,275,564,498,1555,0,10,29,31,59,62,73,94,101,464,133,168,382,321,344,292,343,380,349,2714,1779,5968,10538,10676,12359,10507,8453,5343,3169,68788,3118,11336,19141,18371,20170,16384,11480,5355,2149,107510,109,190,417,347,1052,1659,1509,1062,485,6831,78,127,358,317,618,933,1141,1116,649,5332,34,8,67,88,168,233,414,426,295,1742
CED227,1127,3603,8249,9192,5402,2856,1957,868,200,33451,300,554,1310,1157,1685,1534,799,268,55,7664,345,520,1536,1587,1897,1831,1229,680,124,9748,118,112,424,430,527,639,567,407,109,3318,38,34,146,180,178,269,352,469,185,1852,6,16,93,83,83,55,45,29,10,425,243,266,635,596,495,363,330,260,124,3315,2178,5105,12393,13218,10266,7551,5276,2983,810,59778,1183,4050,10707,10711,6477,3424,2024,761,213,39550,157,315,951,812,1650,1680,960,369,58,6950,158,271,942,969,1412,1630,1528,857,256,8032,56,71,208,209,384,555,659,428,187,2767,26,20,115,124,141,247,528,558,297,2052,3,7,69,86,84,91,73,60,25,507,212,215,664,555,460,412,376,366,224,3481,1801,4957,13656,13473,10598,8029,6160,3396,1271,63347,2313,7647,18957,19905,11876,6280,3987,1627,407,72999,465,870,2258,1968,3339,3211,1757,638,111,14614,509,789,2483,2555,3309,3459,2764,1531,384,17781,169,182,631,638,908,1199,1232,833,295,6089
CED228,1247,5290,12766,14488,6137,3220,2005,635,101,45889,285,492,1028,895,1432,1450,652,157,22,6406,309,501,1320,1428,1567,1809,1156,413,95,8596,97,115,352,410,476,611,545,286,49,2943,53,81,233,252,268,379,483,460,151,2358,10,51,186,192,206,170,130,81,39,1076,337,490,1289,1115,606,452,350,237,117,4993,2343,7023,17172,18779,10697,8093,5324,2268,566,72259,1313,4884,14997,13938,6358,3606,1735,473,126,47427,176,362,857,806,1304,1535,689,184,41,5951,180,282,994,1053,1358,1729,1306,515,147,7565,56,69,252,284,394,640,674,309,125,2805,27,47,197,248,313,489,733,652,329,3039,4,35,162,244,290,280,184,131,70,1392,295,393,1259,1025,551,401,394,293,200,4820,2060,6075,18724,17602,10567,8676,5708,2555,1036,72997,2564,10170,27760,28428,12499,6825,3736,1107,216,93314,462,853,1879,1702,2735,2988,1333,336,66,12352,492,783,2313,2478,2925,3533,2464,925,241,16159,152,189,604,697,870,1247,1215,594,173,5747
CED229,739,4640,16723,12077,8202,6071,4562,1881,436,55325,54,225,821,541,760,912,517,239,56,4129,60,137,540,505,626,669,515,346,120,3510,24,27,129,96,161,189,175,148,57,1000,17,10,64,60,63,96,179,270,174,925,6,18,66,57,32,33,43,42,38,323,123,311,1293,896,689,574,524,380,231,5028,1027,5362,19631,14231,10529,8537,6513,3308,1104,70250,906,5276,18522,12586,9097,6518,4492,1732,564,59686,65,196,674,383,647,876,750,382,120,4103,52,123,347,298,409,620,673,423,184,3136,11,17,55,70,109,145,213,155,105,881,7,11,36,38,63,91,231,415,279,1165,3,6,71,34,24,33,51,102,63,391,120,352,1244,877,584,508,488,441,442,5053,1165,5983,20955,14289,10929,8797,6906,3644,1757,74420,1642,9917,35250,24666,17296,12590,9049,3611,995,115013,125,423,1500,924,1408,1792,1268,618,175,8234,114,257,890,798,1034,1289,1192,769,302,6648,35,43,190,165,272,332,391,302,159,1884
CED230,722,2503,5114,4224,3514,2628,2453,954,257,22362,390,700,1386,1170,2071,2842,1784,546,127,11014,425,525,1514,1600,2104,3419,2769,1285,305,13947,131,129,466,512,786,1372,1540,985,269,6194,71,82,238,287,373,624,1162,1417,724,4980,15,39,112,113,138,119,90,63,29,710,383,346,848,798,917,1122,1174,844,411,6839,2134,4319,9673,8700,9901,12126,10968,6093,2125,66035,794,2738,6596,5787,4943,3750,2419,929,328,28293,231,370,935,926,2042,3064,2021,785,200,10578,203,357,1042,1053,1686,2638,2757,1580,544,11855,87,61,284,305,586,1103,1347,938,452,5170,33,38,150,164,247,498,986,1311,1044,4464,6,31,97,78,103,103,85,90,47,634,336,297,757,769,796,924,1027,956,725,6598,1695,3895,9861,9078,10397,12090,10639,6590,3336,67582,1514,5244,11709,10009,8457,6377,4870,1881,583,50648,619,1071,2323,2091,4108,5910,3807,1331,320,21586,632,877,2558,2653,3789,6051,5527,2867,845,25801,221,190,743,821,1372,2472,2893,1923,725,11363
CED231,1063,4207,9790,8983,6969,4653,3189,1200,309,40365,117,239,634,583,1341,1477,774,258,74,5507,118,169,561,637,925,1161,976,612,174,5337,49,32,122,163,255,319,449,367,133,1889,15,15,59,95,116,235,597,1005,543,2673,0,13,49,39,63,81,124,186,116,661,118,205,592,438,434,383,324,333,173,3003,1482,4870,11806,10946,10099,8307,6434,3963,1522,59431,1082,4199,10653,10135,8264,5366,2956,971,325,43948,68,150,403,351,1020,1526,1063,367,121,5066,70,99,327,380,644,1023,1342,744,308,4931,16,15,61,97,143,353,604,507,244,2042,3,17,68,86,134,311,928,1501,849,3897,0,9,61,54,91,132,216,344,222,1132,102,193,574,464,391,331,409,439,269,3172,1341,4678,12148,11561,10681,9038,7516,4884,2330,64181,2144,8409,20436,19119,15225,10017,6144,2170,636,84312,178,388,1034,939,2363,3002,1838,630,196,10568,188,269,889,1018,1571,2182,2320,1360,481,10269,60,47,183,265,395,669,1050,880,370,3922
CED232,985,3263,6590,8163,5634,3461,2531,1007,191,31817,300,483,1040,1029,1842,1969,1006,294,48,8009,352,395,1239,1440,1772,1898,1370,647,95,9202,106,101,347,414,553,571,624,432,77,3224,18,30,93,120,138,219,422,454,164,1654,8,12,34,50,35,25,41,35,12,247,230,194,453,481,465,450,371,272,94,3008,1994,4475,9792,11702,10438,8600,6358,3138,679,57177,1124,3383,8722,10150,7374,4143,2517,786,182,38375,154,251,639,691,1733,2047,1192,345,66,7117,152,202,670,733,1158,1648,1579,666,187,6995,50,35,153,162,284,493,706,409,133,2425,19,11,47,68,110,206,522,538,317,1843,0,7,36,28,44,49,56,45,18,287,227,134,474,499,433,421,376,265,169,2997,1724,4025,10737,12326,11135,8996,6948,3062,1076,60037,2105,6642,15313,18309,13010,7601,5046,1789,373,70194,456,735,1682,1716,3572,4017,2198,635,112,15124,505,598,1909,2175,2922,3547,2954,1314,285,16202,151,135,499,578,840,1064,1327,845,213,5651
CED233,1742,11216,28931,13732,6878,4901,3304,1322,312,72332,130,380,941,576,608,659,348,126,31,3798,74,227,706,537,541,550,351,212,56,3249,17,57,155,137,122,187,146,110,42,977,3,29,100,90,101,163,208,254,167,1123,3,43,148,88,74,88,75,71,43,634,223,953,2342,1229,724,606,397,254,92,6821,2198,12903,33325,16380,9055,7143,4828,2351,746,88933,2459,13354,30064,12814,7020,4928,3354,1239,355,75584,122,379,762,333,456,640,441,214,63,3410,73,206,427,296,395,524,443,261,106,2722,20,36,113,107,132,151,203,122,70,960,3,16,118,104,172,225,347,486,377,1849,4,39,176,96,114,164,157,148,143,1043,279,1003,2298,1017,614,517,432,263,143,6566,2965,15033,33958,14772,8904,7146,5374,2730,1254,92140,4201,24572,58991,26547,13892,9824,6655,2555,663,147912,253,759,1704,905,1066,1293,794,343,95,7206,146,424,1130,834,930,1074,792,475,168,5976,41,100,270,249,260,338,345,237,116,1938
