CED_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
CED211,5,0,0,9,5,3,9,17,146,0,166,0,8,7,10,0,5,5,17,26,0,43,3,9,4,14,4,4,7,22,58,0,83,4,36,5,43,7,11,7,55,87,0,140,5,44,7,55,0,8,8,66,144,0,212,20,94,15,125,13,21,26,153,188,4,345,36,172,10,216,7,20,25,237,190,0,429,86,193,23,296,8,5,12,311,317,5,635,206,209,29,445,9,7,15,456,255,3,715,227,201,22,450,9,4,10,456,230,0,689,203,148,14,365,4,6,10,373,151,0,520,239,96,8,342,9,0,9,351,119,4,473,455,150,22,624,8,4,11,635,150,0,784,227,73,19,314,4,0,4,317,81,0,402,177,36,6,226,0,0,0,225,42,0,270,64,19,0,87,0,0,0,89,22,0,104,184,28,9,215,4,0,3,221,40,0,261,215,99,23,340,5,5,12,355,126,6,486,3,7
CED212,5,6,0,14,3,10,9,23,109,0,128,0,3,0,7,0,0,5,10,22,0,30,0,13,3,19,7,0,7,27,63,0,89,3,17,7,25,12,7,19,47,77,0,128,7,44,14,71,17,21,35,104,216,5,320,12,134,19,176,16,28,46,212,290,5,504,49,243,40,328,10,16,24,359,290,0,641,111,282,27,419,22,4,28,451,376,3,829,230,310,34,578,15,11,26,600,352,3,957,312,250,27,592,11,8,13,612,259,3,864,270,175,24,468,4,3,0,469,167,0,639,251,110,16,377,5,5,11,387,117,3,505,498,191,20,709,3,7,8,717,174,3,891,211,64,18,293,5,3,6,299,76,0,370,139,28,8,173,3,0,6,180,21,0,200,62,9,0,71,0,0,0,74,15,0,85,144,20,4,171,0,0,3,171,30,0,202,208,122,38,360,11,4,19,381,158,13,554,16,8
CED213,0,0,0,5,3,3,9,13,62,0,74,0,4,4,9,5,0,5,13,20,0,34,0,16,7,23,0,12,12,29,41,0,70,0,25,12,36,8,10,15,55,77,0,128,3,43,13,64,10,14,27,88,142,3,239,20,140,26,187,3,9,19,207,201,4,411,36,214,29,278,6,19,30,304,224,3,533,76,251,35,360,5,10,11,372,321,3,702,166,250,34,445,3,3,14,453,300,4,758,196,214,34,447,8,8,17,462,198,0,656,180,143,26,349,0,0,6,348,122,0,471,199,98,16,320,0,0,3,320,105,3,423,332,120,26,485,0,0,4,484,122,0,608,143,54,14,210,0,0,0,210,53,0,263,91,40,8,131,0,0,0,135,20,0,152,41,15,3,62,0,0,0,62,11,0,75,112,27,0,140,0,0,0,140,27,0,170,189,135,32,354,9,3,16,367,164,15,554,5,0
CED214,0,5,3,9,11,17,26,41,271,4,313,0,11,0,15,8,6,18,32,51,0,86,4,33,10,50,10,18,29,73,114,0,190,5,73,10,85,20,38,58,139,180,4,322,10,83,7,102,19,21,37,142,274,0,423,19,130,17,161,28,25,53,214,325,3,545,70,172,21,268,25,19,49,315,320,4,635,138,162,30,329,22,21,40,372,511,5,889,188,180,33,399,12,13,28,428,425,3,858,247,165,32,441,27,21,50,489,408,0,897,180,98,24,307,18,9,31,337,263,5,600,201,89,13,304,7,6,17,323,193,0,516,358,127,34,524,8,16,26,552,241,0,796,152,53,11,214,3,4,11,221,157,0,379,144,30,18,193,8,3,10,202,73,0,275,52,13,5,71,0,0,0,71,45,0,112,146,23,4,177,3,0,6,182,68,0,245,120,68,28,215,13,16,28,247,194,33,473,12,0
CED215,3,7,0,13,19,6,24,40,163,3,201,4,3,5,5,13,0,14,19,36,0,55,4,20,0,21,13,13,24,45,57,0,104,0,29,3,27,7,6,19,51,76,0,125,10,42,8,54,16,17,31,88,157,0,244,13,100,20,128,18,19,33,162,192,6,356,37,166,28,231,25,19,40,266,239,3,512,101,158,25,285,12,18,33,318,284,4,607,205,186,22,412,10,5,17,430,267,5,703,234,145,29,412,11,9,21,431,208,0,642,280,122,12,411,9,4,10,422,158,0,584,255,82,16,354,0,8,14,370,117,0,486,455,121,37,613,14,6,19,637,184,0,815,203,49,6,259,9,5,10,271,92,0,362,173,48,8,225,5,0,3,230,30,0,261,64,8,6,78,0,0,0,83,22,0,99,178,33,9,223,7,0,7,225,50,0,276,165,83,25,269,7,8,11,279,150,15,449,13,6
CED216,7,3,4,12,4,10,12,25,73,5,96,0,12,7,16,0,0,0,18,19,0,40,0,27,4,30,11,6,19,46,52,0,104,6,42,7,56,10,10,20,77,117,5,200,8,58,8,76,26,10,43,115,232,0,349,21,148,34,207,17,42,59,275,350,6,624,63,255,22,340,23,23,47,389,307,4,701,113,268,31,412,15,16,26,441,426,8,872,182,226,26,435,12,14,32,464,325,8,791,186,223,20,438,5,0,6,448,214,8,662,191,97,24,311,0,3,3,314,96,3,416,169,66,19,254,6,0,3,251,73,0,323,258,88,21,365,4,4,7,374,91,0,461,92,28,8,125,4,0,9,132,29,0,165,55,14,7,75,0,0,0,75,18,0,85,20,4,0,27,0,0,0,31,5,0,40,55,21,3,74,0,0,0,74,28,3,107,150,106,34,294,7,9,18,308,159,18,491,16,11
CED217,8,3,3,21,7,10,20,36,164,0,201,0,13,6,19,3,0,9,27,33,0,54,6,21,0,24,3,3,7,35,46,0,79,13,17,3,30,6,6,7,36,48,0,86,8,26,0,38,6,0,9,51,96,0,144,19,81,3,97,8,8,15,110,99,3,215,28,87,10,127,3,13,10,138,115,0,255,47,134,16,199,6,3,14,206,178,0,389,92,144,14,249,7,4,11,259,188,6,452,123,137,8,271,0,0,3,271,149,0,421,165,114,9,284,3,0,8,292,106,0,394,154,92,7,259,4,0,4,266,79,0,344,377,136,25,533,9,9,14,545,142,0,689,118,46,3,169,0,0,4,166,74,0,243,187,61,9,252,5,0,3,256,35,0,292,53,15,4,74,0,0,0,74,28,0,99,425,62,19,506,6,4,7,515,82,0,591,209,92,19,319,12,7,13,330,96,3,437,7,6
CED218,3,9,3,13,14,7,26,40,184,3,230,4,0,3,6,5,0,6,11,41,0,50,4,34,8,43,12,9,19,65,71,0,136,4,41,13,54,12,5,15,75,120,4,195,11,65,6,83,8,21,29,116,153,0,264,21,121,25,171,16,28,44,210,262,4,478,70,161,25,262,18,19,41,301,259,0,562,105,183,18,304,20,26,42,345,343,0,693,232,179,31,439,13,13,29,468,302,0,773,282,172,27,484,10,19,28,511,258,0,767,256,118,20,398,11,11,24,415,171,0,589,212,100,19,327,3,9,19,343,144,0,493,406,131,45,580,11,4,23,599,219,3,821,193,62,16,273,8,5,11,287,129,0,417,159,55,8,224,8,3,11,227,50,0,281,70,25,3,99,0,0,7,106,23,0,131,137,29,9,174,8,0,10,184,45,0,227,141,84,51,270,13,8,20,287,147,20,454,16,4
CED219,5,0,9,13,8,9,22,32,125,0,160,0,8,0,5,6,6,8,13,30,0,43,0,14,4,16,13,13,19,38,77,0,120,3,24,9,34,10,3,12,51,118,3,166,3,55,12,73,18,23,47,120,257,3,381,18,141,37,201,21,35,57,256,395,0,652,48,205,41,293,24,29,54,348,380,0,727,140,254,36,438,15,16,26,466,423,10,891,276,249,34,553,19,15,39,594,335,3,929,293,193,22,501,11,5,23,530,282,0,813,255,128,23,403,13,9,19,426,164,0,586,244,73,22,337,12,8,10,350,135,3,492,413,149,24,588,6,10,22,611,161,0,771,203,49,14,260,6,0,3,268,90,0,362,150,34,7,198,0,6,4,197,29,0,228,63,13,3,77,0,3,3,83,11,0,90,80,20,8,106,0,0,0,110,28,0,137,156,95,38,289,10,7,12,298,142,10,452,13,11
CED220,7,5,0,10,11,7,12,24,145,0,169,0,7,0,7,6,5,3,16,25,0,40,0,18,0,18,0,7,4,24,57,0,77,4,16,4,22,7,8,8,30,40,0,72,4,25,7,33,3,5,10,43,80,0,133,7,47,4,60,8,4,11,73,98,0,172,17,71,8,92,3,5,13,105,91,0,193,41,89,13,143,4,7,9,152,161,5,315,76,110,18,196,7,8,11,211,149,3,363,89,96,12,194,3,4,11,202,140,0,342,96,76,9,175,4,0,4,182,86,0,266,106,69,3,176,0,4,0,179,91,0,275,278,111,18,413,4,4,6,417,131,0,550,101,36,3,147,0,3,3,149,54,0,200,144,32,12,188,3,0,3,199,45,0,239,40,19,0,54,0,0,0,59,27,0,85,377,87,7,467,0,0,0,469,77,0,545,139,52,17,203,6,3,15,221,116,8,345,4,8
CED221,4,4,3,15,4,7,16,36,151,0,184,0,9,4,12,3,4,5,19,34,0,51,0,18,0,19,10,4,14,38,58,0,100,3,19,9,25,8,10,18,50,100,0,146,8,57,15,81,18,11,25,106,186,3,293,19,133,34,182,10,22,36,220,284,0,507,71,200,38,312,10,17,32,345,280,3,621,194,254,33,480,10,15,30,504,332,3,837,303,209,30,537,10,11,18,553,306,0,855,300,195,25,519,15,7,24,546,266,3,818,270,136,22,434,6,6,13,448,160,5,607,217,90,20,334,9,11,16,344,137,0,485,438,143,31,611,3,10,15,627,176,0,801,214,56,10,284,5,5,9,291,60,0,352,147,33,12,189,4,0,4,196,38,0,226,42,10,4,56,0,0,0,52,18,0,75,74,12,4,92,0,0,5,95,26,0,119,165,86,27,277,9,4,13,291,143,31,465,3,6
CED222,3,9,3,11,14,10,22,41,238,4,284,0,11,0,15,0,6,9,17,52,0,75,7,35,3,49,8,10,18,69,94,3,165,3,48,7,67,13,14,26,92,140,0,238,6,85,12,104,9,17,29,135,219,4,359,18,127,19,168,14,17,31,198,250,5,443,92,179,26,296,15,11,23,318,302,0,623,150,177,16,339,12,19,29,370,498,3,872,210,201,20,431,10,12,31,455,434,4,899,246,184,25,449,16,7,25,475,428,6,912,212,140,15,362,3,11,17,378,274,3,654,205,101,7,317,10,0,15,334,187,0,519,414,168,20,603,11,9,18,622,336,0,956,198,68,14,279,7,8,11,291,158,4,450,156,42,12,209,0,0,0,207,74,0,279,63,18,0,82,4,0,4,84,34,0,121,164,32,7,200,0,0,4,200,59,0,262,124,87,42,250,8,6,17,260,195,30,492,10,5
CED223,6,5,4,10,5,0,7,19,57,0,77,0,4,0,6,0,0,0,6,11,0,25,4,14,7,19,8,3,13,33,31,4,69,3,38,4,50,4,9,15,63,97,0,159,5,58,11,74,11,13,22,94,202,0,294,19,140,26,191,17,23,37,228,279,0,507,59,252,34,342,9,10,17,362,271,0,633,132,268,18,420,16,11,26,446,344,3,796,229,241,30,501,9,9,17,521,309,6,836,237,179,29,438,4,7,12,449,204,0,658,189,113,11,308,0,3,3,313,92,0,409,183,67,14,268,0,0,7,273,87,0,361,285,96,26,406,0,4,4,408,100,0,508,95,27,8,136,0,0,0,134,48,0,183,68,16,7,90,0,0,0,90,18,0,108,23,9,0,36,0,0,0,36,5,0,36,70,18,4,89,3,0,8,96,18,0,115,174,117,22,319,10,3,9,328,158,16,505,6,12
CED224,0,4,0,6,6,6,8,17,110,0,129,0,12,0,13,0,8,9,22,28,0,52,5,14,4,25,5,0,9,25,48,0,72,3,28,4,32,7,6,9,40,68,0,110,6,50,4,60,3,5,12,70,125,0,197,12,101,15,129,9,17,28,148,148,0,302,43,140,16,198,9,14,20,219,182,0,403,90,182,22,295,16,7,15,314,270,3,584,176,206,27,400,9,8,20,425,300,0,727,218,211,17,443,10,6,9,449,202,0,652,262,139,12,417,3,6,9,426,145,0,569,220,106,18,347,0,0,6,353,114,0,461,463,127,23,612,12,3,13,621,185,3,813,191,73,11,277,0,0,9,283,95,0,380,169,41,3,217,0,0,0,220,44,0,262,63,14,3,83,0,0,0,85,19,0,106,225,35,7,268,0,0,3,269,31,0,305,201,88,32,317,3,3,10,324,117,3,445,4,10
CED225,5,4,4,14,3,3,13,24,96,0,121,0,6,0,4,0,0,0,10,31,0,41,0,13,3,15,0,9,11,29,48,0,77,0,16,0,21,0,5,11,31,74,0,102,9,40,4,52,9,13,16,71,107,0,179,4,88,17,111,7,15,20,132,191,0,323,24,123,19,160,7,7,14,180,184,0,360,58,159,13,229,6,7,14,246,257,4,509,127,186,10,325,5,5,15,337,259,0,598,190,146,18,361,3,10,14,372,200,0,575,195,142,9,346,3,0,0,345,121,0,473,227,105,10,339,0,5,7,342,113,0,460,460,143,23,626,8,0,9,631,177,3,813,188,71,9,271,6,0,3,273,78,0,351,173,31,5,212,0,0,3,212,36,0,255,60,14,4,74,0,0,0,83,21,0,103,235,39,6,283,0,0,5,288,48,0,337,176,104,26,304,8,6,16,324,112,10,441,10,3
CED226,6,10,9,21,9,10,14,38,301,0,341,9,23,0,27,4,7,7,36,48,0,85,3,28,0,28,4,3,9,39,91,0,133,8,35,5,43,4,10,16,58,75,6,135,8,41,5,56,8,11,19,71,102,3,172,14,60,4,85,8,8,13,95,104,0,205,27,88,9,124,7,7,17,144,111,0,255,54,95,8,157,0,4,12,163,149,0,311,78,136,7,221,13,4,19,236,168,0,404,125,115,10,244,9,6,15,262,144,0,410,137,77,12,225,3,11,12,230,82,0,314,143,68,10,222,0,0,0,230,92,0,321,321,118,24,457,10,6,13,476,133,0,609,144,48,13,202,0,0,0,205,90,0,290,179,56,6,243,0,0,5,243,53,0,300,57,21,0,84,0,0,0,83,30,0,111,402,80,7,495,7,0,7,501,107,0,607,197,101,13,309,4,4,5,317,127,11,449,5,3
CED227,3,3,3,13,11,11,18,25,84,3,114,4,6,3,10,0,0,0,15,23,0,40,8,9,3,21,3,5,7,30,46,0,73,4,24,7,34,3,11,12,52,60,0,111,8,56,12,70,20,9,26,99,160,0,258,10,137,32,179,11,17,28,207,231,0,437,54,176,21,255,10,14,27,278,223,3,506,125,206,30,357,11,10,23,375,257,0,630,268,209,24,502,7,8,15,515,239,3,765,267,175,30,465,12,6,19,486,178,0,661,221,129,15,361,4,3,5,373,109,3,485,227,78,23,327,0,0,4,330,89,0,420,394,126,37,557,9,4,10,565,132,0,693,221,59,8,286,4,4,8,293,58,0,348,141,33,15,181,0,0,0,181,23,0,208,64,11,8,84,0,0,0,88,15,0,96,106,23,6,129,0,0,0,133,25,0,158,181,85,28,295,11,5,14,311,94,12,414,7,5
CED228,0,7,5,19,11,12,25,41,171,0,219,0,7,0,11,0,4,4,15,37,0,48,0,21,3,30,13,11,22,52,76,0,129,3,28,3,35,13,29,41,77,120,0,195,5,57,11,75,23,22,41,121,213,0,332,24,126,39,187,27,34,57,239,367,0,606,62,218,51,339,16,24,43,378,336,4,721,161,252,37,440,22,5,30,474,399,3,870,295,216,38,544,10,15,32,573,323,6,899,311,184,26,522,8,15,26,553,284,0,839,275,105,20,396,14,9,23,417,176,0,598,233,90,15,334,9,6,23,359,127,0,485,424,138,22,587,10,5,13,600,184,3,788,176,43,18,240,9,0,9,237,91,0,333,143,30,8,180,5,0,3,186,29,0,213,54,16,3,69,0,0,0,69,16,0,89,111,20,3,130,0,0,3,136,26,0,165,148,70,19,242,24,10,31,277,170,26,475,15,6
CED229,3,4,0,11,4,4,7,21,142,0,157,4,6,0,6,4,3,12,17,34,0,49,0,10,0,11,3,10,10,27,35,0,57,0,17,0,20,9,3,10,34,58,0,88,4,31,7,42,7,10,16,60,108,0,171,7,57,6,68,10,9,23,90,139,0,231,23,84,13,125,9,6,11,134,121,4,258,43,97,9,153,6,8,12,169,135,0,300,92,106,14,216,6,6,9,228,158,0,385,114,109,21,245,0,3,3,252,117,0,376,133,71,12,225,9,0,10,232,72,0,306,144,59,14,214,0,0,0,215,67,0,282,364,119,16,500,4,0,3,504,96,0,595,104,26,3,131,4,0,3,132,50,0,190,154,22,4,180,0,0,0,185,30,0,214,38,6,0,48,0,0,0,48,18,0,62,342,58,11,417,3,0,6,422,56,3,474,140,94,14,242,8,3,11,253,104,9,363,4,3
CED230,4,5,3,11,0,0,6,14,82,0,99,0,3,0,10,4,3,0,14,25,0,41,3,20,0,23,4,5,11,34,67,0,106,4,36,9,51,10,18,29,81,131,4,214,10,61,15,81,23,14,36,117,276,4,398,26,176,33,243,18,23,46,291,358,0,651,65,259,40,361,16,7,26,390,325,6,722,148,252,30,430,9,18,26,456,442,8,907,244,228,28,496,20,17,33,531,363,4,898,237,142,27,408,14,4,16,424,231,3,652,187,107,15,310,4,3,3,314,138,6,456,164,47,11,221,0,0,9,226,89,0,318,269,75,19,361,4,4,9,368,92,0,462,96,22,10,131,0,0,0,129,39,0,174,68,11,0,81,0,0,0,81,17,0,93,12,8,0,17,0,0,0,17,4,0,25,47,15,3,65,0,0,0,66,27,0,95,142,91,25,254,9,6,12,271,183,16,471,14,17
CED231,5,3,0,7,13,6,18,27,91,0,118,0,3,0,4,4,5,8,20,30,0,47,5,14,0,17,5,6,11,34,78,0,109,0,28,4,34,10,8,15,51,86,0,134,0,33,4,31,11,9,17,49,163,0,213,10,65,9,89,10,11,18,108,162,0,266,37,102,12,155,9,4,16,176,183,0,359,69,154,19,240,8,13,23,261,260,9,529,140,147,21,308,4,12,13,320,284,0,612,173,138,14,321,7,8,15,336,234,4,566,192,123,15,326,4,7,9,334,143,0,469,186,81,11,274,8,0,4,282,149,0,427,374,119,18,509,9,3,11,519,182,0,701,174,61,15,251,0,3,8,257,87,0,345,168,37,8,216,0,0,0,217,36,0,257,75,23,5,102,0,0,0,96,20,0,116,239,30,10,277,6,0,6,285,53,0,341,155,76,10,241,4,9,12,250,120,13,388,3,4
CED232,4,3,0,4,0,3,13,15,105,3,126,0,3,0,9,0,0,0,11,21,0,29,0,20,0,21,0,0,6,22,37,0,58,0,33,0,35,3,10,17,51,59,0,113,5,55,13,73,18,10,27,104,135,5,238,10,136,27,176,9,23,27,199,225,0,424,44,157,14,216,11,11,22,237,200,0,441,113,212,24,348,8,13,16,367,252,0,619,173,203,27,405,4,3,12,416,197,8,623,222,175,24,424,10,0,7,440,172,0,613,227,151,19,402,0,3,8,409,100,0,511,190,86,8,288,5,5,5,294,85,0,383,422,107,21,556,4,8,8,562,109,0,671,182,51,6,242,3,3,5,248,54,0,301,152,30,9,184,4,0,4,189,27,0,217,55,15,10,73,0,0,0,76,6,0,82,145,28,3,177,0,0,0,177,20,0,194,211,107,30,349,6,7,14,368,116,16,501,13,3
CED233,4,3,0,11,15,13,27,37,155,0,195,0,8,3,14,4,3,11,20,38,0,64,7,23,5,34,13,10,22,56,92,0,147,0,36,3,40,0,8,11,58,111,0,167,6,32,9,47,11,11,21,68,180,0,246,13,71,11,91,10,14,26,115,167,0,284,20,93,5,124,8,10,22,145,183,6,331,30,105,15,151,5,9,15,165,227,0,395,98,107,12,214,8,7,15,230,161,0,392,107,92,6,212,3,3,6,215,156,0,372,106,56,12,177,3,0,3,180,108,0,288,118,56,8,182,0,0,0,185,81,0,270,296,71,9,383,11,7,13,394,102,0,497,68,27,10,107,0,0,0,108,66,0,174,114,19,0,132,5,0,3,137,31,0,165,27,10,0,37,0,0,0,39,17,0,52,243,42,10,295,0,0,0,295,35,0,335,102,43,13,168,4,3,5,168,98,9,275,0,4
CED234,10,9,3,19,18,8,23,42,302,0,344,4,15,0,23,5,0,6,29,64,0,91,6,19,0,31,0,5,12,35,69,3,107,0,27,4,35,0,11,17,49,71,0,116,6,51,9,70,9,13,14,87,135,0,221,15,109,19,139,0,16,20,158,137,0,299,37,138,17,194,4,12,18,202,161,0,370,51,137,21,210,15,9,21,231,252,3,487,156,209,27,390,13,10,16,407,272,0,685,162,156,17,336,8,9,19,354,226,4,579,166,96,15,280,10,5,16,294,146,0,443,164,99,10,271,7,8,8,284,154,0,437,378,131,15,526,5,3,11,533,223,0,757,157,74,8,244,0,0,9,246,138,0,388,155,49,12,218,0,0,0,216,45,0,261,48,24,0,75,0,3,4,75,23,0,105,224,48,9,278,6,0,6,284,76,0,364,142,91,24,260,4,4,16,270,127,18,407,3,9
CED235,0,3,7,14,0,0,3,13,54,0,68,3,5,0,12,5,0,3,13,18,0,36,0,10,6,22,6,8,13,31,55,0,83,3,43,9,49,10,15,20,71,89,0,162,9,60,14,79,20,12,33,115,206,3,323,24,160,34,217,18,26,37,258,266,0,528,67,237,29,339,19,23,43,380,287,0,661,108,276,29,407,12,11,20,432,353,9,793,169,233,18,420,4,6,9,426,286,3,711,190,175,29,399,3,4,5,405,195,4,600,157,112,17,283,3,6,9,293,101,0,391,156,63,13,228,5,0,4,236,72,0,309,246,86,19,351,3,4,6,361,82,0,442,90,35,8,129,0,0,0,129,37,0,167,56,20,5,81,0,0,0,80,10,0,91,29,0,6,36,0,0,0,36,10,0,46,49,9,3,64,4,0,4,62,21,0,92,135,114,23,272,4,0,3,281,161,14,451,12,6
CED236,5,0,3,5,3,5,11,17,69,0,91,0,8,0,9,4,3,5,14,14,3,31,0,20,10,31,5,4,3,33,57,0,89,3,36,12,45,3,13,13,63,133,0,192,13,72,12,93,15,20,33,131,232,0,361,25,188,38,255,17,27,41,299,338,4,635,81,258,40,381,7,22,30,406,306,3,718,149,254,28,430,17,18,29,457,434,5,900,220,244,30,495,4,8,16,511,316,0,832,192,202,30,427,7,6,17,446,240,0,684,207,101,14,321,7,4,10,332,123,0,457,165,70,16,257,3,0,8,263,101,3,364,289,107,23,419,0,0,0,422,107,3,532,105,43,11,157,4,0,4,159,48,0,200,69,15,8,93,0,0,0,93,19,0,110,24,0,3,27,0,0,0,27,3,0,32,52,7,3,64,0,0,0,65,20,0,88,160,114,21,293,11,0,12,307,182,25,509,12,12
CED237,6,7,0,13,9,13,15,29,180,0,208,0,5,0,3,0,4,4,10,30,0,37,0,16,4,22,7,8,18,42,66,0,108,0,33,4,37,20,13,26,59,119,8,187,3,43,7,58,14,14,29,90,214,0,304,19,134,17,167,16,26,45,210,289,0,502,47,175,17,237,12,22,29,271,314,4,596,130,214,19,367,25,11,37,406,427,0,830,225,199,24,443,11,5,16,462,389,5,849,224,176,19,418,5,18,24,440,345,4,786,235,134,20,379,9,9,19,403,227,0,628,200,94,12,301,0,3,4,310,192,0,497,382,138,27,545,11,4,14,564,231,6,795,191,62,14,269,5,6,13,278,121,3,403,111,30,11,154,0,0,0,157,55,0,208,68,23,9,98,0,4,3,94,31,0,128,86,17,0,104,3,4,3,107,42,0,152,128,76,26,227,12,9,15,241,163,16,423,7,13
