CED_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
CED211,32,48,389,240,46,522,93,672,22,2066,152,436,1093,350,254,530,275,537,71,3703,929,2539,2120,523,628,511,490,678,195,8606,2167,3352,1815,432,676,460,453,580,183,10112,2133,2318,1821,478,646,432,577,591,165,9163,1420,1437,1336,352,555,374,603,567,111,6752,353,507,319,97,159,122,183,198,42,1979,60,97,36,11,20,21,14,25,14,293,5,4,3,0,0,9,0,8,10,31,7255,10727,8939,2496,2970,2968,2688,3855,819,42718,37,48,44,537,106,1070,17,295,20,2179,186,609,210,873,528,812,47,188,63,3517,778,3519,404,1202,1333,559,97,324,136,8359,1343,3937,386,1146,1833,526,83,286,154,9686,1242,2792,362,1286,2253,572,103,396,147,9157,647,1658,227,1029,1798,478,106,402,79,6426,114,392,44,215,503,134,35,128,17,1580,16,36,3,16,39,15,0,18,10,159,0,3,0,0,3,6,0,0,3,8,4357,12987,1686,6303,8399,4176,485,2043,641,41067
CED212,30,18,458,199,44,529,89,708,38,2117,135,220,1124,294,142,368,265,566,67,3195,831,1243,2865,517,388,495,627,902,167,8038,1759,1532,2391,436,501,457,757,797,178,8810,1869,1372,2013,446,519,508,982,828,172,8713,1208,1016,1467,323,476,344,919,692,113,6552,332,376,357,88,135,110,217,198,57,1871,64,75,34,6,15,27,15,28,6,267,7,5,0,0,0,0,0,5,10,22,6239,5864,10714,2310,2228,2839,3879,4721,804,39600,28,24,46,487,80,1028,14,293,28,2033,150,388,192,902,441,727,63,238,44,3157,756,2569,488,1379,1398,657,125,341,134,7836,1154,2648,396,1383,1780,618,114,404,134,8625,1068,2173,361,1439,2020,667,164,477,117,8497,552,1300,240,1104,1677,585,134,511,81,6160,116,328,47,222,433,138,33,116,22,1451,14,18,0,11,36,10,0,14,15,118,0,0,0,0,0,0,0,0,0,4,3836,9444,1768,6924,7863,4440,650,2398,566,37889
CED213,29,26,613,304,21,434,66,615,52,2160,123,150,1250,336,68,319,161,401,63,2866,615,756,2309,418,176,287,305,640,93,5595,1433,960,1915,345,230,297,335,545,121,6183,1771,1201,1911,403,304,424,554,704,166,7432,1548,1075,1505,342,357,391,662,689,121,6682,633,662,423,91,177,187,215,238,64,2698,142,137,49,13,45,34,30,48,27,517,10,11,0,0,3,0,0,0,7,36,6298,4965,9983,2262,1379,2363,2323,3878,723,34169,22,29,78,636,80,880,19,259,40,2050,112,267,199,845,261,558,23,183,34,2488,564,1665,391,1080,772,470,44,271,88,5352,830,1982,366,958,1169,472,45,329,94,6252,1117,1971,439,1292,1676,710,90,507,125,7931,752,1543,283,1044,1577,635,67,456,88,6449,257,445,56,230,604,197,9,132,50,1985,40,20,7,13,63,17,3,19,21,207,0,0,0,0,0,0,0,0,0,7,3699,7934,1822,6093,6211,3949,304,2162,554,32720
CED214,16,23,121,126,45,254,63,380,28,1069,154,453,778,465,347,500,523,760,130,4102,1262,3569,2424,938,1251,877,1730,1474,441,13965,1822,2913,1774,562,875,435,1172,992,284,10832,1176,1552,1330,387,590,279,1283,964,203,7759,633,710,928,274,374,198,1178,838,142,5262,159,197,183,57,89,49,262,223,25,1240,16,23,16,5,3,13,5,15,7,99,0,0,0,0,0,0,0,0,0,6,5232,9442,7546,2814,3579,2595,6213,5651,1259,44336,17,39,23,270,92,679,20,147,25,1313,169,664,167,952,621,822,124,329,99,3953,1143,4439,608,1850,1936,887,280,800,255,12199,1369,3219,413,1166,1602,502,200,666,172,9311,953,1666,360,1020,1259,414,357,822,150,6997,368,814,189,603,808,308,232,665,80,4055,64,153,25,116,185,47,29,137,15,773,7,3,0,7,9,0,0,11,6,39,0,0,0,0,0,0,0,0,0,0,4093,11002,1786,5969,6517,3658,1236,3574,810,38642
CED215,25,36,262,169,68,449,108,557,35,1699,143,316,883,387,256,410,510,552,95,3547,1223,2597,2123,717,901,575,1591,979,313,11021,3277,5010,2193,658,1226,719,1409,813,361,15669,2359,2365,1553,476,747,442,1122,671,206,9938,1104,1218,974,275,479,237,809,544,118,5761,227,273,190,66,104,68,181,138,32,1279,24,33,16,3,7,9,6,15,5,116,5,3,0,0,0,0,0,0,0,4,8378,11849,8193,2753,3780,2914,5730,4262,1167,49032,20,71,36,391,105,918,43,217,25,1822,144,523,157,681,518,668,147,219,73,3135,1055,3809,522,1434,1825,769,267,406,228,10312,2030,4763,552,1660,2578,715,231,428,274,13233,1429,2632,318,1215,2105,571,220,410,158,9060,561,1277,159,692,1320,372,124,361,75,4940,80,226,29,117,256,59,14,71,28,880,4,15,4,4,19,7,0,11,7,61,0,0,0,0,0,0,0,0,3,10,5328,13309,1775,6191,8727,4087,1053,2113,871,43447
CED216,40,16,533,137,26,500,80,625,36,1991,175,194,938,243,115,248,181,457,49,2605,674,877,1917,428,253,354,683,985,149,6317,1032,832,1609,381,248,243,747,844,155,6087,1145,743,1523,394,292,269,948,849,135,6315,1194,747,1423,381,299,274,1041,841,163,6363,686,298,327,97,107,123,328,252,71,2284,207,53,31,8,22,17,29,33,33,437,37,0,0,0,0,0,3,3,4,50,5194,3770,8305,2068,1372,2031,4033,4893,791,32460,30,25,104,509,96,952,22,255,50,2040,134,346,192,739,358,411,33,247,38,2492,467,1831,372,1304,1041,509,73,383,105,6084,633,1675,324,1132,1213,452,65,504,94,6096,850,1411,248,1374,1502,604,73,638,84,6789,723,1249,265,1133,1424,559,98,708,100,6251,340,316,34,242,389,116,17,184,46,1695,97,15,3,8,26,14,0,20,26,212,7,0,0,0,0,0,0,0,8,20,3285,6866,1538,6443,6049,3616,386,2946,546,31673
CED217,15,83,165,459,94,472,83,478,23,1872,153,587,539,539,300,567,171,327,54,3241,945,2166,1079,420,477,395,222,318,132,6149,2602,2973,816,275,450,444,155,211,152,8065,3637,3350,873,302,543,530,190,234,174,9838,2490,2465,764,249,409,396,214,253,120,7366,686,1080,272,75,196,192,92,148,42,2788,143,187,43,10,42,41,19,38,17,536,16,11,0,0,4,6,0,4,6,39,10688,12906,4554,2336,2512,3038,1140,2006,719,39893,22,63,37,712,171,894,7,231,35,2173,145,663,110,766,565,732,30,113,30,3147,895,2831,234,646,986,426,42,141,121,6311,1949,3603,210,600,1119,419,40,93,147,8176,2334,3893,274,770,1891,624,41,130,154,10112,1093,2516,195,673,1579,420,30,142,97,6756,254,661,53,197,609,159,14,70,28,2036,25,74,3,21,76,24,0,9,15,241,0,3,0,0,5,0,0,0,9,16,6718,14311,1114,4375,7005,3697,204,928,636,38987
CED218,10,35,354,139,66,524,132,651,44,1946,157,421,1062,307,348,533,472,581,125,4003,905,1855,2327,588,945,525,1553,1016,302,10004,1674,2148,2249,522,933,454,1828,964,310,11085,1506,1273,1808,421,725,355,1645,1130,233,9087,802,641,1203,297,491,282,1394,865,143,6114,185,173,249,75,124,83,279,235,35,1432,19,26,8,4,7,6,9,16,0,104,0,0,0,0,0,0,0,0,0,7,5264,6573,9257,2353,3639,2755,7312,5441,1184,43790,38,58,25,365,132,1271,61,228,40,2218,159,677,144,708,662,903,154,235,102,3746,710,2931,407,1417,1776,688,199,403,255,8790,1084,2582,428,1590,2207,682,270,602,225,9672,859,1663,381,1437,2106,684,367,755,158,8398,381,697,210,830,1351,431,200,634,84,4811,54,111,26,133,232,65,19,134,22,804,0,7,3,5,16,6,0,6,0,49,0,0,0,0,0,0,0,0,3,3,3280,8730,1620,6483,8480,4735,1278,2997,895,38498
CED219,32,25,558,128,45,411,110,657,36,1998,146,192,1353,242,186,365,455,629,89,3665,750,1215,2997,653,663,477,1556,1174,244,9739,1400,1499,2275,627,682,418,1836,990,220,9947,1336,896,1768,498,604,364,1551,858,197,8059,856,625,1176,347,433,250,1211,581,115,5606,223,187,263,87,131,81,282,162,35,1450,38,26,12,5,7,8,17,25,4,145,8,0,0,0,0,0,0,0,4,12,4793,4668,10389,2594,2762,2369,7026,5070,949,40613,24,31,65,375,120,1149,47,248,35,2080,175,418,203,796,574,721,153,253,51,3343,710,2326,491,1759,1725,774,279,425,170,8658,904,2153,411,1595,1992,632,195,434,140,8459,770,1408,305,1430,2014,644,247,495,115,7431,395,790,175,965,1422,525,127,400,67,4875,82,147,41,177,347,87,19,127,24,1053,12,8,0,6,24,6,0,13,10,76,0,0,0,0,0,0,0,0,5,6,3072,7274,1686,7113,8215,4531,1072,2398,612,35981
CED220,21,55,63,311,77,265,45,287,16,1131,220,865,499,600,436,597,197,434,75,3915,1914,5744,1562,769,1068,886,397,558,237,13136,2719,4024,867,329,625,539,192,258,175,9727,2606,2938,551,286,511,435,172,224,148,7880,1777,2221,482,170,368,300,169,204,105,5793,568,1059,173,63,137,146,77,101,52,2375,128,272,25,14,31,33,14,13,30,556,28,24,5,0,0,0,0,0,9,66,9977,17205,4220,2550,3254,3198,1255,2080,844,44586,20,59,18,489,107,604,5,180,17,1495,255,1227,163,1045,873,878,35,178,62,4716,1867,7025,485,1198,1803,877,78,293,191,13817,1994,4223,266,544,1249,421,34,132,145,9007,1829,3108,208,538,1401,418,40,110,130,7761,923,2083,155,475,1185,358,20,143,67,5398,267,745,50,129,508,126,15,48,42,1920,49,91,4,12,61,23,3,11,14,274,3,4,0,0,4,0,0,0,4,22,7199,18559,1343,4426,7183,3708,233,1085,668,44408
CED221,27,19,425,115,35,432,132,639,45,1873,161,300,1373,297,255,479,594,852,138,4440,1091,1520,3383,675,802,675,1989,1548,324,12010,1787,2067,3232,728,965,608,2307,1429,306,13423,1165,1015,2293,469,633,398,1720,1135,230,9052,668,426,1368,255,448,229,1414,789,119,5721,141,123,240,62,106,59,295,191,31,1244,23,4,15,0,8,4,13,17,4,98,0,0,4,0,0,0,0,0,4,9,5059,5476,12332,2597,3254,2888,8459,6599,1208,47880,35,41,71,353,110,1058,43,316,34,2070,204,506,224,979,654,872,163,415,84,4109,826,2698,620,2232,1979,915,316,825,236,10646,966,2613,513,2333,2091,714,335,924,219,10712,687,1248,355,1607,1692,548,352,996,130,7614,313,497,159,888,1197,359,237,657,93,4388,46,105,27,131,208,47,24,132,20,733,8,5,0,7,4,4,0,5,7,40,0,0,0,0,0,0,0,0,3,8,3081,7713,1970,8537,7930,4523,1472,4282,816,40323
CED222,21,44,188,183,67,400,98,502,37,1538,190,654,1003,512,417,702,609,1035,134,5260,1165,3640,2583,774,1133,910,1741,1917,460,14309,1964,2945,2058,453,834,545,1140,1133,313,11380,1570,1798,1703,410,641,395,1194,1137,223,9063,904,931,1254,286,434,243,1172,1018,143,6389,220,271,311,102,138,105,297,266,45,1765,23,23,34,3,16,14,11,55,12,194,5,0,0,0,0,0,0,4,3,12,6060,10310,9134,2728,3678,3311,6261,7059,1370,49909,15,75,36,390,121,908,21,248,33,1844,175,913,213,1087,604,944,129,496,113,4680,870,4001,599,1776,1689,826,325,1131,278,11492,1254,3152,459,1421,1676,567,244,820,198,9796,964,1983,413,1342,1711,599,325,997,152,8484,464,995,258,891,1191,410,281,835,96,5421,82,239,61,191,311,88,44,181,24,1218,9,10,3,14,24,5,0,15,8,85,0,0,0,0,3,0,0,0,3,12,3837,11376,2039,7108,7340,4336,1365,4713,910,43025
CED223,50,20,642,209,43,459,82,773,55,2337,133,100,1168,246,67,191,260,528,56,2744,776,803,2187,505,191,293,705,968,126,6562,1301,1028,1790,444,252,280,759,809,142,6803,1659,1009,1626,494,320,356,1024,892,151,7541,1674,880,1420,446,363,322,1161,942,148,7341,1051,414,383,141,141,129,389,350,67,3057,398,50,36,12,15,22,27,50,29,641,44,4,0,0,0,6,7,5,6,74,7092,4311,9247,2496,1397,2065,4413,5314,773,37107,34,20,82,629,124,941,21,377,59,2283,115,287,208,824,304,403,72,249,42,2511,512,1869,424,1349,920,517,92,466,85,6237,904,2105,390,1250,1184,488,87,480,96,6980,1084,1908,391,1304,1689,664,122,681,107,7953,976,1577,295,1227,1557,654,120,809,81,7300,535,409,74,286,378,169,26,229,50,2163,149,27,3,14,45,10,0,32,27,303,19,4,0,0,7,0,0,0,9,35,4335,8211,1871,6877,6200,3841,547,3318,557,35765
CED224,26,39,308,213,61,466,89,570,31,1802,137,382,913,324,229,488,252,413,54,3204,1041,2087,2100,543,590,482,554,664,146,8205,2293,2875,1905,422,694,565,593,518,206,10070,2528,2112,1798,417,666,510,732,677,172,9621,1458,1257,1335,297,507,398,716,614,108,6695,383,404,354,83,177,141,203,205,42,1993,54,72,43,12,16,18,10,27,14,262,6,3,3,0,3,4,0,5,3,25,7923,9232,8766,2318,2947,3077,3149,3680,781,41878,28,56,52,495,124,1039,24,228,16,2063,150,569,158,757,480,792,40,180,46,3182,913,3305,383,966,1314,585,98,214,137,7917,1632,3695,389,1049,1931,541,103,310,153,9796,1495,2795,387,1264,2304,690,138,441,147,9668,716,1358,219,876,1858,471,129,384,69,6077,124,371,66,190,489,117,27,108,26,1516,13,18,6,9,36,20,3,10,8,128,0,0,0,0,0,0,0,0,5,6,5066,12181,1653,5615,8542,4253,562,1875,596,40349
CED225,25,42,354,270,47,398,58,565,21,1787,138,452,979,455,263,497,207,415,63,3475,980,2468,1867,584,584,411,337,488,120,7837,2225,3383,1612,423,603,341,323,362,167,9440,2493,2599,1507,467,590,407,482,469,135,9157,1595,1779,1173,339,493,325,483,476,105,6780,464,749,348,99,184,134,162,177,34,2344,64,100,39,14,20,22,28,38,3,325,0,4,4,0,0,0,0,4,6,30,7993,11581,7886,2645,2798,2529,2082,2999,666,41179,23,60,62,482,130,962,16,202,16,1955,129,677,163,819,544,713,39,160,51,3294,859,3656,359,1007,1227,453,57,179,101,7882,1460,4246,363,862,1580,363,42,153,144,9204,1442,3232,331,1064,2119,482,66,251,113,9089,737,2039,220,880,1887,440,66,237,68,6575,172,523,40,190,557,143,14,83,23,1746,16,39,0,14,52,7,0,13,10,158,4,4,0,0,0,0,0,0,4,9,4846,14472,1539,5314,8097,3557,297,1276,520,39914
CED226,25,92,92,427,129,454,88,454,16,1786,213,1011,547,661,511,704,179,482,79,4389,1146,3812,1108,570,724,565,261,373,156,8712,2173,3553,628,238,483,403,150,198,182,8007,3177,3541,569,209,536,451,166,201,153,9001,2176,2985,558,196,392,347,152,207,110,7120,696,1342,180,73,184,142,64,114,52,2850,142,255,26,12,27,40,13,24,13,550,12,20,0,5,0,4,0,3,3,50,9760,16630,3703,2386,2983,3114,1070,2047,763,42459,23,109,39,620,176,914,8,209,20,2124,195,1136,127,1021,823,989,36,175,58,4563,1046,4531,316,801,1173,569,37,159,149,8779,1748,4023,218,493,1165,388,25,91,157,8303,2147,3824,238,609,1713,518,25,118,141,9351,1064,2805,185,533,1417,350,29,132,80,6597,266,890,39,156,553,94,9,52,33,2080,43,114,7,8,66,24,6,18,12,291,3,8,0,0,0,0,0,3,3,26,6544,17444,1160,4249,7090,3850,179,955,649,42111
CED227,44,30,559,162,49,483,109,770,26,2242,163,282,1373,230,222,427,372,708,91,3869,1116,1541,3294,589,603,532,1412,1293,240,10621,2000,2264,2603,576,740,541,1625,1011,264,11622,1795,1360,1998,415,545,456,1190,839,184,8792,1100,740,1226,256,337,284,963,562,109,5573,318,270,249,45,97,70,233,175,40,1490,83,32,22,8,12,16,6,24,11,212,19,0,0,0,0,0,0,0,3,26,6642,6512,11334,2288,2597,2810,5908,5390,975,44455,30,46,72,462,129,1159,30,370,37,2332,196,492,218,983,637,739,91,284,70,3696,844,2895,658,1896,1872,853,228,562,180,9978,1042,2861,528,1909,2069,709,163,511,157,9955,909,1782,378,1468,2127,642,181,559,131,8180,486,859,182,819,1375,393,126,445,65,4748,118,173,25,133,306,86,16,83,24,975,24,15,0,3,18,3,0,11,16,100,0,0,0,0,0,0,0,0,4,9,3664,9139,2071,7662,8533,4579,832,2823,679,39974
CED228,35,34,322,127,48,482,137,577,51,1813,163,305,1268,335,279,515,873,870,163,4767,1051,2502,2737,779,996,703,2798,1563,407,13536,2237,4208,2378,806,1425,615,2538,1143,378,15721,1207,1319,1615,487,720,333,1741,874,203,8481,672,626,1056,339,462,211,1287,636,99,5396,169,163,202,68,107,60,246,167,26,1220,21,10,10,6,9,0,13,18,0,91,4,0,0,0,0,0,0,4,0,7,5558,9161,9585,2940,4040,2931,9636,5853,1329,51034,18,58,39,283,112,1055,52,241,38,1895,199,502,219,868,591,855,227,388,82,3931,859,3381,631,2204,2062,996,533,771,317,11760,1111,3219,567,2401,2384,803,424,725,249,11881,656,1358,330,1442,1745,535,325,623,141,7147,344,651,148,764,1288,426,184,503,67,4375,64,138,34,102,203,63,17,91,13,725,4,10,0,9,9,0,0,8,5,42,0,0,0,0,0,0,0,0,3,3,3267,9311,1965,8073,8395,4734,1768,3352,909,41763
CED229,14,41,59,250,51,183,41,220,12,876,197,801,499,644,392,469,197,397,78,3664,2281,6442,2290,1196,1275,1035,590,1028,353,16488,3196,4777,1172,483,884,575,262,406,264,12016,2629,3121,680,371,565,404,183,263,169,8386,1764,2201,473,265,392,301,197,230,102,5916,619,1147,143,67,142,148,72,84,69,2494,120,221,26,9,22,41,7,15,24,488,11,13,6,4,4,8,0,3,3,37,10826,18761,5341,3279,3735,3152,1548,2648,1065,50358,10,61,19,382,71,395,14,122,19,1091,259,1066,179,1130,660,690,42,183,68,4284,2186,7870,795,1952,2341,1094,94,617,271,17222,2518,4932,374,840,1658,531,50,182,211,11291,2064,3283,227,589,1424,441,43,127,120,8321,1051,2113,168,465,1094,341,17,103,75,5437,301,729,51,142,407,118,16,34,39,1829,27,83,0,14,48,20,3,10,17,216,0,9,0,3,8,0,0,0,3,21,8405,20134,1825,5518,7711,3637,277,1385,827,49710
CED230,110,19,573,92,20,420,105,704,43,2093,287,154,1058,175,68,289,264,693,59,3053,1177,816,1865,480,216,386,796,1533,213,7491,1666,737,1385,329,202,282,819,1083,173,6676,2016,742,1234,408,269,322,1002,1091,179,7259,2248,595,1233,367,308,341,1287,1171,164,7732,1206,255,328,87,118,131,393,363,58,2939,393,35,40,11,10,18,36,48,52,632,66,3,3,0,0,4,0,4,11,94,9169,3351,7719,1966,1215,2195,4708,6686,958,37971,44,26,53,413,101,965,33,380,47,2050,124,384,183,750,378,459,50,325,59,2710,509,2052,380,1344,962,556,79,853,127,6856,795,1620,321,1129,1184,499,60,650,105,6371,1071,1519,327,1402,1454,634,91,783,127,7398,1074,1267,239,1359,1397,606,100,889,98,7028,520,336,66,264,375,141,21,214,53,1984,127,18,6,15,45,6,0,41,45,302,9,0,0,0,4,0,0,4,8,29,4274,7216,1573,6669,5906,3855,440,4139,663,34733
CED231,19,40,209,207,69,392,81,506,20,1531,159,589,807,416,368,435,241,506,65,3579,1251,3255,1849,687,891,481,534,704,177,9825,2292,3072,1382,423,738,386,473,473,205,9448,2151,2131,1291,383,677,413,569,567,178,8374,1310,1382,890,306,517,274,579,461,99,5819,288,520,243,70,154,87,188,159,43,1755,40,53,35,5,9,22,11,32,15,224,3,0,0,0,0,0,0,0,0,10,7511,11049,6707,2497,3429,2491,2667,3405,799,40565,18,57,27,368,130,928,14,160,21,1724,174,771,132,788,647,798,62,180,67,3608,1091,4434,367,1139,1603,621,101,262,179,9797,1686,3723,300,814,1736,453,79,193,143,9125,1444,2591,264,952,2047,551,82,285,124,8339,705,1613,154,628,1611,399,65,232,95,5494,127,374,36,139,402,113,15,77,24,1320,12,18,0,6,28,12,0,7,4,83,0,0,0,0,4,0,0,0,0,3,5250,13583,1283,4836,8207,3874,410,1394,667,39501
CED232,22,21,626,183,41,398,99,722,37,2156,143,225,1393,264,137,360,296,559,83,3454,810,1267,2872,566,462,399,924,883,185,8366,1847,1944,2628,635,657,388,1140,808,230,10279,2015,1498,2126,535,517,387,1022,715,160,8976,1349,1030,1362,342,422,296,817,516,127,6275,355,372,300,83,126,93,230,173,37,1761,121,55,35,6,13,15,15,24,9,304,11,6,0,0,0,3,0,0,5,24,6677,6416,11352,2601,2381,2347,4544,4404,881,41600,25,37,91,554,111,1138,22,300,34,2324,164,398,206,869,488,639,64,234,53,3118,667,2537,502,1568,1521,573,113,340,135,7958,1136,3004,461,1674,2045,566,100,346,149,9485,1108,2226,384,1431,2209,645,125,430,111,8679,560,1257,235,897,1574,460,90,350,65,5495,154,309,46,138,423,90,11,81,20,1266,33,9,6,11,29,3,4,8,13,125,3,0,0,0,0,0,0,0,0,8,3861,9789,1932,7152,8403,4119,524,2101,584,38467
CED233,23,91,77,266,61,226,48,313,22,1135,327,1850,808,1211,713,933,334,885,169,7232,3064,12431,3039,1831,2101,1362,806,1433,453,26526,2898,6035,1288,566,928,494,356,514,250,13331,1863,2681,592,288,505,267,241,274,127,6837,1140,1822,378,198,314,166,197,234,71,4514,369,778,107,39,94,78,46,61,25,1589,67,149,23,5,18,15,3,7,9,299,3,10,0,0,0,0,0,0,4,17,9755,25846,6306,4397,4747,3532,2035,3719,1126,61478,24,100,35,620,140,597,4,207,28,1758,377,2420,387,2392,1346,1454,81,509,149,9116,3029,12973,1361,3069,3164,1460,192,997,379,26614,2289,5315,500,870,1397,470,50,264,209,11357,1495,2690,206,490,901,260,47,177,118,6374,758,1707,115,319,744,209,44,146,49,4098,196,563,31,76,229,59,12,33,26,1220,24,72,3,0,27,7,0,9,10,155,0,3,0,0,0,0,0,0,0,10,8198,25845,2635,7833,7942,4511,428,2345,963,60700
CED234,24,79,243,266,80,501,73,506,22,1791,220,687,811,444,358,630,209,492,98,3944,1051,2812,1486,459,699,595,340,570,247,8252,2290,3411,1315,357,675,511,353,371,188,9469,2539,2729,1424,352,601,508,414,521,177,9264,1776,1896,1193,335,453,420,460,525,117,7175,512,691,328,105,181,128,150,192,46,2338,115,147,45,18,28,35,17,34,15,456,4,7,3,0,8,0,0,0,3,34,8529,12464,6844,2329,3083,3328,2012,3207,921,42722,25,70,42,527,132,970,12,231,26,2040,170,893,184,801,566,931,28,176,50,3801,789,3516,369,890,1312,626,60,239,146,7943,1529,3656,369,861,1616,576,48,195,174,9031,1412,2900,399,1131,2087,683,70,312,147,9137,760,1811,252,890,1661,517,65,378,94,6430,174,438,59,196,499,148,19,107,31,1672,34,52,9,17,61,17,0,16,9,217,3,0,0,0,4,4,0,0,4,16,4905,13338,1683,5319,7942,4470,307,1659,684,40291
