POW_SA3_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,17,25,16,3,8,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,4,0,0,3,0,4,0,3,0,0,15,0,6,5,4,4,4,0,3,0,22,3,4,6,0,0,3,0,0,0,20,5,3,3,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,4,8,3,0,0,0,0,3,0,0,0,15,5,4,3,0,0,0,0,0,0,11,3,0,0,5,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
21003,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,40,31,17,15,11,3,150,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,10,0,5,3,0,3,0,0,0,3,17,0,4,6,4,4,3,8,0,0,27,0,5,7,6,0,0,3,5,4,36,9,5,6,13,6,8,5,7,5,56,6,7,9,12,7,9,5,3,7,65,7,4,11,4,13,6,8,3,7,70,4,3,3,5,4,5,5,7,3,39,3,6,0,0,6,0,0,4,5,28,0,5,3,0,0,6,0,0,0,11,0,10,0,4,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,9,3,5,0,5,0,0,0,0,0,15
21004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,27,18,17,6,24,0,113,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,10,4,0,0,0,3,3,0,0,0,16,0,0,0,0,0,12,0,0,0,17,4,3,0,6,3,0,0,0,0,16,7,5,3,10,6,0,0,0,0,32,8,0,0,5,5,5,4,0,6,30,0,7,4,8,11,0,0,0,0,26,0,5,0,0,0,0,0,0,3,13,0,6,0,0,0,0,0,0,0,9,0,8,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
21005,15,0,6,7,3,0,7,10,0,51,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,66,34,103,164,226,102,149,156,10,1007,0,0,0,0,0,4,0,0,3,18,0,0,0,3,0,4,0,5,0,25,3,3,0,9,7,4,0,0,9,32,0,0,8,7,6,15,3,19,10,67,5,4,10,13,5,9,6,14,6,78,3,5,15,27,17,19,16,18,11,127,11,16,26,28,27,19,43,31,22,220,18,17,51,43,37,22,76,46,26,332,24,30,43,30,56,18,68,47,25,342,18,30,27,26,35,10,40,18,20,226,18,29,17,16,32,4,23,9,17,166,12,28,11,7,17,4,15,8,11,107,29,46,27,13,21,7,12,4,5,167,3,10,0,0,4,0,0,0,0,26,21,29,0,3,3,0,0,5,5,70
21101,14,5,0,0,0,6,0,0,0,28,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,78,33,98,86,163,105,86,104,11,768,0,7,0,0,0,0,3,0,3,14,0,0,4,5,0,0,0,0,0,14,6,0,0,8,4,6,0,6,4,41,5,0,0,9,5,7,4,7,9,54,3,3,8,8,14,9,0,14,5,62,3,7,8,18,24,14,9,23,7,106,10,11,18,22,33,14,18,23,7,144,15,14,20,24,30,15,37,29,11,197,23,29,34,18,38,8,36,17,17,217,16,24,23,16,23,8,14,3,9,140,16,24,22,8,18,4,10,8,6,116,9,22,5,6,7,7,6,0,3,61,39,44,17,3,11,3,0,0,4,119,5,5,5,0,0,0,0,0,3,21,13,14,4,7,0,0,0,0,0,37
21102,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,11,10,0,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,10,0,4,3,3,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,3
21103,7,3,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,32,69,65,97,74,33,64,3,491,0,0,0,0,0,0,0,3,5,8,5,0,0,3,0,3,0,4,0,11,3,0,3,0,0,9,0,3,0,24,0,0,0,5,3,10,0,7,8,35,3,4,0,9,11,11,3,3,3,43,0,6,5,13,11,16,6,14,4,69,7,10,3,19,12,16,5,16,3,86,7,9,13,21,11,8,24,18,8,120,13,20,16,20,16,8,7,16,4,130,8,16,10,12,14,0,4,5,3,83,18,19,3,8,9,4,0,3,0,59,5,7,4,7,4,0,0,4,0,40,16,19,3,7,0,5,4,0,3,62,3,5,0,0,0,0,0,0,0,12,8,12,0,0,0,0,0,0,0,22
21104,6,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,21,24,38,41,34,19,37,5,234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,3,5,5,3,0,4,0,17,0,0,0,6,0,7,0,3,0,26,0,0,0,3,3,4,4,0,5,28,3,3,5,4,6,8,3,8,7,42,4,3,5,6,7,14,3,4,0,47,13,5,4,0,8,6,5,4,9,57,7,10,6,7,9,4,3,0,8,66,0,7,8,7,0,0,3,0,4,31,11,10,0,8,7,0,0,0,8,45,8,12,3,6,0,0,0,0,0,30,6,9,3,3,4,0,0,0,5,28,6,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,4,15
21105,8,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,62,26,69,79,102,91,24,113,5,578,4,0,3,4,0,0,0,0,3,19,0,0,6,0,0,0,0,0,0,20,3,3,0,7,6,4,0,9,0,27,7,0,3,11,14,8,0,13,4,55,0,5,12,17,11,3,0,8,4,66,6,7,6,28,13,8,4,11,0,89,7,4,10,23,13,22,6,17,3,107,17,9,16,17,7,7,13,16,14,120,27,19,19,22,15,3,14,12,7,134,19,8,13,11,18,4,9,3,6,84,9,18,5,13,6,8,4,0,7,63,10,16,8,5,5,0,0,0,3,48,7,22,10,8,5,0,0,0,3,63,6,0,0,0,0,0,0,0,0,10,4,9,0,0,3,3,0,0,5,21
21201,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,44,71,89,75,25,57,8,414,0,0,0,0,0,0,0,0,3,12,0,0,0,0,3,10,0,5,4,17,0,0,5,4,0,5,0,5,0,22,4,0,4,5,7,5,0,6,0,35,0,0,6,10,0,0,0,0,3,33,6,0,4,10,3,8,0,6,6,50,6,0,11,13,5,10,4,10,6,77,8,6,12,15,6,9,10,24,14,104,13,9,13,11,19,6,13,25,15,114,18,13,10,8,7,6,6,7,3,74,9,5,0,0,0,3,4,3,4,40,13,4,5,5,8,4,0,4,3,39,15,11,9,0,7,0,3,0,3,47,5,5,3,0,0,0,0,0,6,20,11,0,0,0,0,0,0,0,3,18
21202,3,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,46,26,55,72,101,109,45,64,8,528,0,0,0,0,0,0,0,0,0,12,0,3,0,5,0,5,0,7,0,18,3,3,3,5,7,3,0,8,6,38,0,0,7,11,8,18,6,10,3,57,0,0,8,14,4,11,0,3,0,49,5,5,10,14,15,7,6,13,8,84,8,14,5,23,16,13,3,11,5,97,15,10,23,15,16,16,8,25,12,145,10,24,26,16,19,14,8,12,6,139,8,27,16,7,20,3,4,7,0,93,9,18,4,0,11,4,4,0,5,53,5,13,5,6,7,8,0,4,3,44,18,10,5,7,6,0,0,0,0,53,6,0,4,0,0,0,0,0,0,16,7,21,0,3,0,0,0,0,0,30
21203,7,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,31,19,48,71,70,82,39,55,3,417,0,0,0,4,0,0,0,4,3,6,0,0,0,3,0,0,0,0,0,12,0,0,0,8,0,5,5,3,3,25,0,5,0,6,5,9,0,6,3,29,4,8,10,3,5,3,0,3,3,33,4,8,7,26,9,12,6,10,0,75,4,3,12,33,14,13,3,17,6,105,5,4,15,18,18,16,16,16,13,119,10,18,19,17,6,11,11,16,7,111,10,14,8,6,10,4,9,6,5,78,7,14,10,6,9,0,3,3,0,64,4,4,4,0,0,4,4,0,5,33,17,7,0,0,3,4,4,0,0,36,5,3,0,0,0,0,0,0,0,7,0,9,0,5,0,0,0,0,4,15
21204,18,4,0,0,5,4,3,0,0,52,6,0,0,0,0,0,0,0,0,14,6,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,8,144,56,134,114,304,105,234,214,16,1320,7,0,4,0,4,0,0,0,17,27,6,4,4,0,3,3,3,7,3,31,5,7,7,9,4,9,9,7,6,57,5,9,3,16,11,11,9,12,9,85,3,6,9,14,15,7,8,15,12,85,15,11,29,26,27,14,24,34,17,185,20,9,41,30,31,21,46,70,26,289,28,23,65,45,66,19,118,99,52,518,47,49,77,20,72,19,113,53,30,493,27,48,42,23,64,6,50,37,23,317,41,61,22,11,28,17,20,13,18,237,27,41,19,6,14,5,15,8,8,154,63,52,11,10,18,11,15,12,10,203,12,0,4,5,5,4,4,4,3,34,36,20,4,0,7,6,0,3,0,67
21205,11,8,0,3,7,6,0,0,0,43,4,6,0,0,0,0,0,0,0,12,3,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,82,76,95,117,232,105,67,97,18,882,0,9,4,0,5,3,0,3,6,27,0,9,0,3,0,0,0,6,3,31,4,7,3,18,5,3,4,8,5,55,6,9,6,10,9,6,3,8,12,74,7,9,8,14,11,13,6,16,9,89,10,19,24,27,30,18,6,25,19,172,9,24,24,35,16,19,18,22,20,188,14,31,37,30,48,23,39,26,29,284,32,49,32,34,64,23,32,21,22,316,19,76,30,19,43,16,10,7,14,233,33,62,22,14,33,12,9,4,13,197,26,66,18,7,16,6,3,4,11,153,53,97,16,5,19,12,0,3,15,225,19,18,4,3,4,7,0,0,0,52,29,49,3,0,4,3,3,0,3,101
21301,4,3,8,0,5,3,3,6,0,31,0,0,0,0,5,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,54,22,74,78,139,107,96,94,5,665,5,0,0,0,0,0,0,3,9,22,0,0,0,0,0,3,0,0,0,13,0,4,5,3,4,10,0,0,6,38,3,0,5,6,5,11,0,3,8,52,4,3,10,13,8,12,5,14,9,84,8,6,4,19,7,22,23,22,12,127,6,12,13,19,12,21,23,32,21,163,17,20,19,29,31,19,51,31,19,240,19,33,23,20,32,12,41,27,10,215,11,35,26,7,32,13,20,11,17,180,23,32,16,0,7,0,14,3,9,106,15,21,12,3,6,3,4,5,4,81,15,27,12,6,10,3,9,0,5,82,5,8,0,0,0,0,0,0,0,20,8,14,0,0,0,0,0,0,6,39
21302,3,4,3,0,0,0,3,3,0,20,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,14,38,41,61,42,79,50,6,372,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,5,0,4,4,22,0,0,0,9,8,3,0,10,4,32,0,0,6,3,3,8,0,8,0,33,3,8,8,9,3,0,4,5,5,54,3,5,0,12,12,8,15,14,6,76,4,4,17,9,16,6,16,19,13,102,5,12,21,12,13,4,15,15,9,109,11,11,9,3,12,4,14,7,9,77,10,4,10,5,9,0,9,3,8,59,5,12,0,0,3,0,9,3,8,39,7,13,7,3,0,3,13,3,0,57,3,0,4,0,4,0,0,0,0,16,3,3,0,0,0,0,0,0,3,17
21303,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,17,33,65,53,71,39,43,0,342,6,0,0,0,0,0,0,0,9,10,0,0,0,0,0,8,0,0,0,10,0,0,0,4,3,4,0,7,3,25,0,0,8,10,5,7,4,5,6,33,0,3,3,3,4,5,3,13,0,36,0,5,3,20,7,14,8,5,7,74,3,4,9,9,7,13,9,14,9,86,18,11,19,15,13,13,18,9,18,126,18,20,17,13,15,3,11,11,18,130,19,18,7,9,20,11,9,8,14,102,11,17,3,0,11,0,4,0,10,56,10,14,0,3,6,4,0,0,3,40,16,23,9,0,0,0,4,0,3,57,4,5,0,0,0,0,0,0,0,20,9,7,0,0,0,0,0,0,4,18
21304,0,0,0,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,15,38,84,86,100,45,75,9,489,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,6,0,0,0,19,0,3,0,6,0,3,0,8,0,22,0,0,4,9,0,4,3,3,0,30,0,3,5,17,4,4,0,6,0,41,4,3,11,22,9,11,7,8,4,71,3,5,18,23,13,12,12,13,11,122,11,8,22,28,16,15,10,17,19,142,13,14,17,18,18,7,21,15,17,142,4,14,10,19,6,3,14,7,8,90,5,23,10,8,15,0,3,3,11,75,8,11,4,7,4,0,0,0,0,32,16,11,5,15,7,8,0,0,4,65,3,3,0,0,0,0,0,0,0,11,4,12,3,0,0,0,0,4,3,22
21305,5,0,0,0,0,0,10,3,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,0,0,0,12,79,44,78,90,139,102,205,120,9,864,5,0,0,0,0,4,0,0,6,23,5,0,0,9,0,3,0,0,0,22,0,4,5,13,5,9,4,10,13,59,4,0,4,9,3,15,6,10,10,65,3,0,17,27,7,9,6,12,8,97,11,12,17,27,19,6,10,13,12,123,17,9,14,39,18,16,34,25,21,197,24,15,29,37,41,22,66,52,34,326,25,29,32,31,35,20,86,34,42,343,23,32,30,16,24,8,45,21,16,218,30,35,13,15,21,10,27,7,22,182,17,23,12,9,17,3,9,7,9,110,24,50,19,9,7,3,10,3,8,127,8,13,4,4,7,0,0,0,4,35,8,8,3,3,6,0,0,3,3,40
21401,3,3,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,20,71,102,123,129,34,91,10,625,0,0,0,0,0,0,0,0,4,13,0,0,0,3,0,3,0,6,3,20,0,5,0,6,6,10,0,10,3,41,0,3,5,8,4,9,0,3,0,35,4,6,0,10,12,12,0,13,6,51,4,0,5,13,13,10,4,20,8,87,3,11,18,21,25,16,8,21,11,121,10,18,23,16,23,18,17,15,11,145,12,31,24,18,27,8,7,18,10,154,9,26,14,10,18,13,8,3,0,101,14,26,5,4,12,8,7,0,7,91,10,16,5,3,4,0,3,0,3,49,14,29,8,7,3,0,5,0,5,70,3,5,0,4,5,0,0,0,0,12,12,27,0,0,0,0,0,0,5,42
21402,3,0,0,0,7,5,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,85,30,85,132,124,121,28,106,8,722,0,0,0,3,0,4,0,0,9,21,0,0,5,12,0,6,0,4,3,36,0,0,3,11,5,11,0,5,0,41,3,7,4,10,12,8,0,9,0,63,7,9,5,21,14,10,0,12,3,85,9,9,17,30,14,20,3,21,9,131,16,8,12,32,12,18,3,27,7,142,12,18,19,36,28,17,9,34,18,184,21,22,20,27,32,15,8,18,15,180,17,23,13,22,10,6,0,9,3,110,15,26,11,13,8,4,3,5,5,88,21,11,10,9,3,0,5,3,3,67,31,18,0,16,7,11,3,0,3,94,4,3,0,0,0,0,0,0,4,11,12,9,3,0,0,10,0,0,4,42
21501,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,66,12,30,60,81,53,26,80,6,418,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,5,0,17,7,0,0,0,3,3,0,3,0,17,4,6,0,7,0,3,0,7,3,31,5,4,5,4,5,5,0,4,5,37,8,9,0,7,3,4,3,12,6,49,11,9,3,9,11,3,3,16,8,75,14,5,7,19,15,5,9,39,6,120,18,12,10,8,18,4,11,18,7,102,14,12,0,7,4,3,14,7,3,61,14,9,3,5,4,0,4,5,3,46,7,5,3,4,3,0,4,0,3,24,13,15,4,4,5,0,0,0,0,43,8,0,0,5,0,0,0,0,0,11,18,7,5,0,0,0,0,0,0,23
21502,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,44,22,26,67,72,66,29,74,3,400,4,0,0,0,0,0,0,0,5,14,0,0,0,0,0,3,0,6,4,17,3,0,0,0,0,4,0,0,4,17,5,0,0,0,6,3,0,4,7,37,3,0,0,11,5,0,0,7,0,32,0,0,11,6,11,6,3,17,3,62,6,4,3,13,4,7,5,22,11,77,9,9,12,17,6,11,10,14,10,100,8,11,3,8,15,0,4,15,6,74,4,5,6,8,4,0,4,8,7,47,8,7,4,5,3,0,5,6,0,31,5,11,0,3,0,0,9,0,4,37,8,3,4,8,0,0,0,4,3,26,3,0,0,0,4,0,0,0,0,9,3,8,0,0,0,0,0,0,0,14
21503,4,5,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,14,43,37,29,16,42,0,236,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,8,0,14,5,0,3,0,0,6,0,5,0,14,3,0,0,5,0,3,0,0,0,15,7,0,0,3,0,4,0,15,5,45,4,0,3,8,4,4,3,22,0,50,10,6,6,10,0,0,8,21,6,68,8,4,5,13,14,3,8,30,5,93,12,7,11,3,0,7,4,23,7,71,8,7,8,5,0,0,4,4,5,36,11,8,5,0,0,0,3,0,4,30,0,7,0,0,0,0,0,0,0,11,14,4,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6
21601,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,19,30,33,35,11,49,7,226,3,0,0,0,0,0,0,0,0,7,3,0,3,0,0,3,0,5,0,21,4,0,4,4,0,0,0,0,0,13,8,5,0,0,0,0,0,7,0,28,3,0,0,6,0,4,0,10,0,23,10,5,8,12,8,0,4,17,7,53,7,3,5,8,11,3,0,9,5,58,5,8,3,3,0,4,4,15,7,49,10,14,5,9,15,6,4,8,9,62,9,8,0,4,0,0,8,3,0,33,10,10,0,0,0,0,3,5,0,31,0,0,0,0,0,0,0,5,0,9,6,8,0,7,5,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,10
21602,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,6,15,29,26,12,30,0,170,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,4,0,11,0,0,0,3,0,5,6,8,0,20,3,6,5,0,4,3,0,12,6,30,0,0,0,7,3,0,5,7,4,30,0,5,4,9,0,7,3,12,0,42,3,3,5,12,4,7,0,22,6,56,10,0,7,3,4,0,7,19,3,52,4,5,0,5,0,0,7,3,0,25,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
