POW_SA3_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
20601,0,50,0,50,0,12,0,12,8,1341,0,1347,0,86,0,89,18,1698,4,1722,0,589,0,597,25,3066,10,3093,14,2960,6,2987,0,680,0,677,3,491,4,496,0,409,0,411,0,397,5,398,13,2423,4,2433,7,665,3,672,16,1636,0,1658,24,2885,0,2906,31,4807,12,4856,11,778,0,783,8,1161,5,1171,9,1327,8,1345,191,27459,56,27701
20602,0,43,0,44,0,14,0,14,5,947,0,950,0,85,0,85,12,1592,5,1601,0,456,0,455,9,2050,8,2065,13,1665,4,1681,0,270,0,268,3,298,0,296,4,234,0,235,0,251,0,252,22,1462,0,1483,5,466,0,470,21,522,4,543,27,2049,3,2071,31,2469,4,2502,4,537,0,541,18,853,3,873,7,900,4,911,172,17143,38,17352
20603,0,32,0,32,0,10,0,10,0,475,0,478,0,48,0,48,7,1319,6,1332,0,149,0,149,15,2265,3,2283,12,2312,4,2322,0,533,5,537,0,225,0,228,0,718,0,717,5,439,0,438,7,2057,0,2066,4,733,0,739,12,2254,0,2261,7,2421,4,2432,15,3299,7,3318,4,571,0,576,3,972,0,978,6,752,4,756,86,21580,40,21703
20604,5,587,0,589,3,920,0,929,22,8352,11,8380,46,9700,9,9753,113,16485,44,16635,16,5606,10,5630,78,17114,23,17211,99,23970,28,24099,67,16722,19,16808,80,19157,17,19250,211,77079,59,77348,27,8006,11,8042,271,98467,89,98830,71,17588,26,17684,565,54194,72,54834,219,30146,38,30404,215,43019,57,43292,166,14738,21,14926,58,9436,7,9497,112,14225,96,14433,2430,485518,634,488582
20605,4,236,0,237,0,487,0,492,8,5185,7,5201,5,384,0,387,56,8876,14,8947,14,3382,6,3406,20,6794,16,6824,22,5750,12,5783,23,5054,11,5094,17,3253,3,3271,14,4397,10,4420,10,2514,6,2526,45,16447,22,16514,4,4315,7,4325,30,3365,10,3403,16,4495,7,4518,36,7080,8,7124,16,2055,3,2067,20,3524,4,3550,32,4745,31,4810,398,92344,169,92908
20606,0,56,0,56,0,42,0,42,0,563,0,563,0,88,0,95,13,1882,3,1904,0,501,0,511,10,4283,5,4298,23,4332,11,4366,0,541,0,543,4,1207,0,1215,3,1209,3,1217,0,1485,3,1492,12,5640,9,5660,4,1372,0,1380,7,988,0,998,10,2749,0,2764,8,4487,8,4508,0,631,4,631,15,1623,0,1639,8,1700,9,1718,137,35395,59,35586
20607,0,149,0,149,0,40,0,45,10,3520,3,3535,11,1314,0,1324,34,5047,16,5099,11,2845,6,2856,58,11577,11,11646,36,7396,21,7454,11,2483,8,2499,15,3477,4,3498,5,2379,4,2391,14,1576,0,1593,61,15392,13,15468,29,2436,4,2470,34,2618,0,2654,42,4759,3,4802,176,17609,24,17806,16,1985,0,2001,33,2807,0,2844,38,4675,22,4725,642,94085,138,94862
20701,0,195,0,195,4,70,0,72,4,1832,6,1843,0,267,0,267,26,4210,3,4239,0,1669,3,1669,26,9527,12,9565,11,4850,12,4869,4,1457,0,1456,3,719,0,722,8,3557,0,3563,3,1978,3,1983,23,12480,11,12512,13,1909,5,1927,11,2288,4,2296,39,11439,14,11496,41,13091,27,13150,6,975,4,983,14,2339,5,2357,23,2987,24,3030,255,77840,130,78222
20702,0,66,0,64,0,20,0,20,0,607,0,602,0,44,0,41,11,1847,0,1860,3,511,0,519,17,4985,6,5006,7,2468,3,2476,4,791,0,798,0,303,0,303,0,715,0,719,0,678,0,678,0,2086,5,2084,0,564,0,565,10,844,3,857,4,2669,5,2683,9,4781,9,4793,9,455,0,464,0,1084,0,1088,4,899,9,917,82,26398,52,26526
20703,0,53,0,54,0,13,0,13,3,1316,3,1322,0,110,0,115,17,2808,6,2826,4,1452,0,1456,10,3678,4,3692,4,2663,0,2673,4,603,5,604,4,1038,0,1044,0,1239,0,1238,0,950,0,945,12,3906,3,3917,3,1224,0,1231,23,3477,9,3503,24,8082,14,8122,42,11555,21,11615,3,684,0,691,9,2611,10,2628,14,1879,15,1901,173,49341,89,49600
20801,0,63,0,63,0,30,0,30,5,1277,0,1284,0,84,0,84,16,2728,13,2759,0,588,3,591,8,3278,6,3294,7,2744,0,2757,0,517,0,520,0,335,0,337,3,1301,0,1302,0,771,0,772,10,3643,7,3660,0,879,4,881,6,955,0,964,8,4039,8,4058,20,6096,7,6123,7,757,0,762,4,1178,3,1186,9,1457,12,1472,97,32708,81,32884
20802,0,44,0,44,0,18,0,18,5,972,0,970,0,77,0,77,14,3129,4,3147,3,529,0,534,9,4584,6,4593,18,3378,0,3393,5,854,9,862,0,503,0,503,3,1062,0,1062,0,830,0,829,9,3899,12,3912,3,1077,0,1083,9,1551,3,1562,20,6953,15,6988,11,8495,18,8527,9,840,5,852,5,1837,0,1848,6,1677,7,1688,125,42310,80,42510
20803,3,398,0,403,0,76,0,76,35,11044,18,11095,0,489,0,493,53,7862,20,7936,16,3708,8,3730,41,9005,15,9063,24,4277,15,4311,13,2746,13,2768,5,617,0,618,4,1151,0,1157,6,914,0,921,11,3371,3,3386,10,1917,8,1938,6,2472,5,2485,17,4454,4,4473,37,7651,8,7696,6,1043,0,1048,6,2974,0,2989,19,4860,35,4919,308,71053,156,71510
20804,0,60,0,60,0,10,0,10,0,373,0,370,0,57,0,55,0,991,6,998,3,443,0,441,17,5432,12,5458,9,2477,6,2485,0,214,0,218,0,279,0,278,0,646,0,646,3,880,0,883,3,2110,0,2114,4,516,0,518,0,453,0,453,7,1806,5,1826,15,6256,14,6287,0,380,0,380,0,790,3,793,0,911,5,915,81,25074,47,25202
20901,0,94,0,94,0,30,0,30,0,2216,12,2228,0,98,0,98,32,3457,3,3489,0,540,5,547,17,4001,4,4021,8,2576,7,2591,0,816,3,824,5,316,0,322,0,698,0,706,3,527,0,528,8,2824,6,2834,5,1063,0,1070,49,2677,0,2730,31,4976,8,5014,88,16160,29,16279,5,540,5,542,9,1559,4,1569,17,1610,21,1642,272,46792,111,47174
20902,0,194,0,194,0,81,0,81,11,2849,16,2877,0,94,3,100,11,2160,6,2176,4,1143,0,1146,27,5117,10,5153,14,2280,9,2302,5,1386,4,1394,10,384,0,401,0,532,0,534,0,469,0,467,23,1725,6,1752,0,923,4,929,47,2514,5,2570,42,5411,9,5459,145,5395,10,5552,9,521,0,534,8,1289,3,1305,18,1663,17,1693,377,36148,85,36609
20903,6,390,0,396,0,30,0,30,6,549,0,554,0,92,0,92,15,1947,0,1961,4,329,4,329,7,1362,6,1370,4,1371,9,1387,0,356,0,357,0,126,0,125,3,277,0,280,0,264,0,267,5,1381,0,1384,0,445,0,443,3,825,0,836,17,2216,0,2233,3,1994,6,2010,5,444,0,452,8,777,3,786,6,563,4,568,87,15739,41,15870
20904,0,746,0,742,0,142,0,143,36,7378,10,7426,3,488,0,495,77,8500,12,8592,6,2744,0,2758,69,8627,15,8705,35,4451,8,4495,16,3974,3,3994,3,497,0,500,6,1008,4,1020,6,774,0,782,4,2360,4,2372,16,1975,0,1997,33,2815,10,2856,62,7099,8,7167,89,11875,23,11981,9,812,0,823,16,2473,5,2490,38,4133,38,4205,534,72871,148,73549
21001,0,132,0,132,0,67,0,67,17,4287,0,4311,0,283,0,283,39,5506,11,5550,7,1852,0,1859,13,3836,3,3853,5,1476,0,1480,22,4413,14,4454,0,449,0,451,0,637,0,640,0,491,6,491,0,1373,3,1379,7,1283,0,1291,17,2364,7,2384,13,2507,4,2524,5,2518,4,2524,0,314,0,314,6,1496,5,1509,17,2229,20,2263,172,37495,94,37754
21002,0,395,0,396,0,0,0,0,0,343,8,347,0,45,0,47,10,1173,6,1186,0,116,0,114,8,836,0,843,3,680,3,695,3,229,0,228,0,119,0,119,0,296,3,299,0,111,0,114,4,529,3,534,0,234,0,239,3,392,3,400,7,1016,0,1021,6,922,0,927,0,198,0,199,5,388,0,393,4,293,0,301,67,8314,24,8406
21003,0,30,0,30,0,4,0,4,12,1594,7,1608,0,70,0,73,7,1593,3,1605,0,459,0,463,12,1599,0,1606,8,880,0,890,0,657,0,655,0,130,0,130,0,245,0,246,0,202,0,201,0,843,0,844,6,422,0,426,14,733,0,748,12,2225,3,2244,11,2491,7,2508,0,290,0,300,5,1030,7,1038,8,858,3,869,91,16367,27,16490
21004,0,136,0,131,0,11,0,14,0,280,0,285,4,301,0,307,12,1206,7,1222,0,86,0,86,19,1500,5,1523,4,929,3,939,8,395,0,402,3,65,0,67,0,175,0,175,0,140,0,139,4,458,0,468,0,230,0,234,4,331,0,334,14,1443,0,1459,10,1374,9,1389,3,144,0,149,0,508,0,509,6,332,0,336,101,10048,26,10171
21005,0,331,0,332,0,122,0,125,62,15683,27,15775,10,981,3,992,76,9291,24,9391,20,3441,8,3468,23,6688,13,6723,17,4105,9,4132,97,16471,32,16604,6,455,0,463,4,740,4,746,5,770,0,774,6,1940,4,1946,10,2571,3,2588,55,5273,13,5343,41,6519,18,6573,23,5473,4,5504,14,630,0,645,12,2718,6,2734,37,5934,35,6008,521,90153,202,90874
21101,0,163,0,167,0,147,0,146,41,10731,24,10796,4,454,4,457,51,7054,19,7126,16,6301,11,6332,48,7615,6,7665,25,3713,0,3736,11,2285,11,2306,7,827,0,835,3,1837,0,1847,4,747,0,745,17,3675,0,3694,18,1829,0,1843,14,1983,3,2000,19,4268,5,4294,29,9046,22,9099,3,1074,3,1080,19,3096,9,3120,42,4736,23,4804,366,71576,147,72089
21102,0,93,0,94,0,3,0,3,0,135,0,135,0,14,0,14,6,713,0,717,0,105,0,105,0,297,0,299,3,339,0,343,0,59,0,59,0,38,0,38,0,153,0,153,0,93,0,93,0,462,0,464,0,154,0,157,0,72,0,72,3,1180,3,1184,9,856,3,865,5,101,0,105,3,202,3,207,0,204,0,204,18,5281,12,5311
21103,0,123,4,123,0,51,0,51,26,5987,14,6023,0,311,0,311,35,4584,9,4631,11,1067,0,1078,35,6045,11,6083,16,3110,5,3136,4,1180,5,1189,0,393,0,396,0,669,3,674,0,586,0,589,8,2594,7,2606,12,1303,4,1321,13,1579,5,1593,20,4106,11,4127,50,7547,11,7603,3,473,0,479,18,2237,3,2260,16,2288,21,2322,280,46226,101,46602
21104,0,22,0,22,0,17,0,17,3,1102,3,1105,10,849,0,853,14,1836,0,1846,0,1080,0,1079,13,3570,9,3594,3,1442,0,1445,5,750,6,760,0,489,0,486,0,395,0,398,0,363,0,365,3,2057,4,2065,4,671,4,679,8,1224,0,1233,6,1941,3,1949,18,4420,4,4441,0,304,0,301,6,1181,0,1186,8,1275,9,1288,91,24980,48,25117
21105,11,2209,12,2232,0,63,0,63,18,3995,12,4031,10,418,0,422,72,5279,10,5356,3,1152,0,1156,38,5056,14,5106,42,4086,10,4141,12,1104,3,1122,3,354,0,356,0,520,3,523,3,474,0,483,14,2100,3,2117,8,1300,0,1319,31,1510,0,1534,40,5129,5,5171,71,5091,12,5174,18,1033,3,1054,17,1929,4,1949,25,1854,15,1897,443,44654,115,45211
21201,3,1325,7,1339,0,183,0,185,27,2440,7,2467,0,213,0,216,44,4460,5,4513,4,591,0,595,19,3478,19,3516,19,2411,8,2436,6,1359,4,1372,3,213,0,212,0,405,0,409,0,397,0,395,5,1360,0,1369,6,765,0,775,13,1030,0,1041,18,3748,9,3778,28,3298,9,3334,3,633,0,637,5,1374,3,1379,14,1500,14,1532,229,31188,95,31507
21202,0,221,0,221,0,52,0,52,12,3176,9,3193,0,332,0,336,32,5304,14,5344,4,1292,3,1301,37,6695,9,6743,27,3026,10,3063,9,1614,0,1619,4,419,0,418,3,756,0,761,0,606,0,613,9,1797,0,1803,4,1158,5,1169,14,1993,10,2012,16,4621,0,4638,42,7703,18,7765,3,456,0,462,11,1941,4,1952,13,2399,15,2430,240,45556,97,45896
21203,0,1255,6,1261,0,31,0,32,4,1329,4,1339,3,178,0,184,27,4115,6,4150,0,523,5,530,37,4430,6,4482,24,2700,9,2723,3,2045,6,2053,7,464,0,464,4,519,0,520,5,536,0,542,8,1291,0,1301,0,1099,6,1107,8,778,3,789,29,5931,10,5971,23,4901,10,4933,13,994,3,1010,10,1345,4,1365,22,1568,16,1603,233,36032,90,36363
21204,3,635,0,640,0,105,0,104,87,26134,50,26277,22,2235,3,2259,73,11402,33,11502,31,9530,10,9579,44,10905,15,10963,15,3816,7,3834,39,9765,13,9824,8,774,0,778,12,1431,0,1445,5,1534,3,1541,12,4459,13,4479,13,3086,7,3105,57,4715,6,4783,31,6499,10,6537,86,11777,31,11885,5,813,5,824,27,4951,7,4990,47,9961,47,10053,610,124546,260,125415
21205,0,143,0,138,0,88,0,93,33,10434,6,10476,3,842,0,840,46,9007,16,9066,20,6764,4,6786,44,10595,14,10651,18,5175,13,5205,14,4042,6,4067,0,1473,5,1478,5,2726,5,2737,3,1634,0,1644,27,9345,7,9377,10,3830,9,3850,24,3457,3,3482,66,15245,23,15336,54,19355,17,19429,8,1171,0,1183,21,3333,8,3363,36,5987,37,6065,438,114636,187,115259
21301,0,271,0,276,0,113,0,114,39,7439,22,7501,7,856,4,868,32,5306,17,5346,10,2974,5,2988,17,6691,17,6729,15,3445,7,3469,51,6681,12,6739,0,341,0,338,0,670,0,674,3,820,5,826,7,1657,0,1666,10,1548,3,1557,25,2676,3,2700,19,5407,12,5433,45,10326,22,10392,3,477,0,483,18,2253,0,2274,27,4023,27,4070,333,63971,151,64456
21302,0,83,0,85,0,71,0,71,16,3577,8,3600,5,481,0,486,47,4924,16,4987,8,1541,0,1550,21,3785,8,3819,13,2095,5,2117,31,3971,10,4010,0,255,0,255,10,460,0,463,11,644,4,652,6,1513,0,1523,9,940,0,951,9,1321,0,1332,12,2358,0,2368,18,3088,7,3114,6,518,0,521,5,1434,7,1445,18,2052,10,2079,240,35106,85,35433
21303,0,84,0,84,0,21,0,21,10,2789,10,2808,3,564,0,567,30,2864,5,2893,3,1068,0,1073,38,6341,8,6385,23,3094,3,3122,11,2499,8,2516,0,499,0,503,4,748,0,754,3,500,0,508,6,2037,3,2048,3,1000,3,1008,18,1601,0,1616,40,4138,3,4179,38,7686,13,7731,12,811,0,823,14,1832,4,1843,11,2148,21,2186,277,42319,74,42663
21304,0,531,0,533,3,178,0,185,11,1767,5,1785,8,296,0,300,61,5942,13,6014,0,1051,6,1055,29,5572,16,5608,34,3132,3,3174,10,2582,6,2592,0,294,0,299,6,581,0,589,6,1037,4,1049,5,1373,0,1378,10,1070,4,1076,49,3396,10,3452,47,5838,9,5888,52,4428,20,4501,7,515,0,522,21,1771,0,1795,26,2066,15,2104,378,43417,108,43902
21305,6,1276,4,1286,0,107,0,107,25,6610,7,6649,4,718,3,726,72,7890,24,7987,10,3411,5,3436,78,10871,15,10966,42,4941,8,4997,74,11539,25,11637,6,736,0,745,0,1199,4,1210,8,1413,0,1426,20,3297,4,3320,13,2644,5,2660,56,4070,5,4134,50,9650,13,9718,59,9252,14,9324,14,1030,0,1045,23,2618,9,2647,34,4733,46,4811,605,88017,198,88819
21401,0,339,0,345,0,70,0,70,15,3757,6,3781,4,992,0,992,54,5783,16,5852,10,1210,4,1223,45,5989,12,6047,35,3113,9,3156,8,1413,6,1429,3,395,0,398,5,652,0,660,3,643,0,644,23,2151,3,2174,18,1537,10,1560,27,1958,5,1992,48,4464,4,4513,84,11756,27,11875,8,738,0,744,19,1980,6,2007,35,2514,28,2582,446,51457,141,52045
21402,8,1428,3,1444,0,135,0,143,22,3835,12,3869,10,334,0,346,76,6798,25,6897,5,873,0,875,49,7148,26,7226,69,5900,15,5989,3,1009,0,1017,0,308,0,311,0,819,3,820,0,1064,5,1068,20,3511,5,3535,12,1574,7,1597,94,3360,8,3466,35,4905,15,4960,74,8709,24,8801,12,1413,5,1431,26,2352,10,2382,21,2229,43,2293,550,57721,206,58473
21501,29,4515,15,4558,8,326,0,330,17,1779,6,1809,0,333,0,335,15,1573,4,1595,9,692,3,697,35,2231,13,2276,12,1440,12,1457,5,914,8,933,0,149,0,149,3,278,0,279,0,175,0,176,0,663,0,668,7,496,0,508,32,1960,3,1999,19,1974,0,1995,56,4742,13,4812,12,336,0,345,11,823,0,837,16,795,17,831,287,26187,120,26594
21502,26,2603,18,2648,3,77,0,82,28,1259,15,1295,5,309,0,317,39,1536,12,1591,6,606,0,612,101,2626,19,2744,45,1550,10,1600,24,942,4,970,0,155,0,155,7,329,4,332,5,250,0,257,11,849,5,863,34,875,5,910,58,1204,3,1269,59,2015,8,2079,131,3722,17,3873,7,195,4,211,31,892,3,929,51,1073,29,1153,667,23074,157,23895
21503,33,3672,17,3726,0,64,0,70,24,1105,7,1132,0,174,0,174,21,1024,3,1052,9,532,0,546,44,1397,12,1454,24,766,10,798,3,577,3,588,0,61,0,61,3,190,0,195,4,82,0,82,3,418,0,425,17,331,0,346,23,818,3,846,40,1342,3,1383,61,2087,7,2158,11,126,0,141,12,565,0,578,23,809,17,856,344,16146,107,16600
21601,28,2072,19,2113,0,27,0,23,20,1730,12,1755,3,146,0,150,23,1253,4,1284,3,336,0,338,31,1692,16,1732,29,1039,8,1079,11,549,0,562,0,53,0,53,4,215,0,224,0,151,0,157,5,545,3,551,11,304,8,324,23,510,0,532,23,1183,0,1210,86,2721,12,2813,3,138,0,143,18,711,5,731,18,630,18,667,336,16003,104,16445
21602,24,1957,16,1996,0,26,0,31,29,1258,14,1299,0,93,0,99,22,954,0,973,0,179,0,182,17,1120,5,1142,15,632,6,644,9,507,3,519,4,42,0,48,0,136,0,135,0,98,0,99,7,306,3,313,0,217,0,222,3,289,0,295,17,927,5,947,27,1504,0,1530,5,59,0,69,15,422,3,437,15,394,13,424,215,11125,68,11409
