POW_SA3_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
21003,0,5,9,4,17,18,6,16,0,75,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,3,0,0,0,9,0,4,3,0,0,6,0,5,5,20,46,297,312,178,421,282,54,69,24,1692,6,13,0,0,0,0,0,0,0,18,7,125,4,0,0,0,0,0,0,140,10,96,19,0,0,0,0,0,0,124,7,69,33,0,0,0,0,3,4,116,12,46,46,10,0,0,0,0,0,119,11,31,73,17,11,5,0,0,0,144,4,22,47,25,29,13,3,3,0,154,7,12,28,17,56,23,8,4,0,158,8,10,8,9,36,28,7,13,4,126,3,3,7,4,22,27,3,5,0,84,0,0,0,0,19,16,5,8,0,53,0,0,0,0,13,4,3,6,0,24,0,0,0,0,8,17,4,14,0,41,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,5,0,8,0,15
21004,0,5,5,10,15,14,7,15,0,63,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,3,0,3,0,7,0,3,0,0,3,0,0,0,5,16,53,222,231,121,289,203,43,51,10,1227,3,7,0,0,0,0,0,0,0,10,30,197,0,0,0,0,0,0,0,230,9,149,17,0,0,0,0,0,0,175,8,83,26,0,0,0,0,0,0,121,4,56,47,6,3,0,0,0,4,120,11,29,79,26,12,0,0,3,0,158,5,22,56,31,40,9,3,0,0,173,0,15,25,23,40,31,0,3,0,142,3,13,5,9,37,23,10,0,0,105,0,0,0,0,12,21,5,7,0,46,0,0,0,4,6,8,6,4,0,34,0,4,3,0,4,5,0,4,0,20,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,6,0,3
21005,15,17,20,21,212,222,90,140,4,737,9,3,7,9,20,37,12,25,0,113,0,5,10,0,23,25,8,33,0,116,0,13,5,9,16,23,9,8,19,86,429,1263,1414,858,3566,2699,566,807,136,11743,15,36,7,3,3,0,6,0,5,71,91,562,28,0,0,0,0,0,7,701,65,568,69,19,0,5,0,5,11,740,51,319,125,19,13,9,0,3,7,534,56,239,212,21,15,7,0,6,8,557,63,201,277,88,48,15,6,3,12,702,67,125,226,140,163,55,12,9,7,819,46,71,130,95,324,110,18,27,10,828,40,45,72,55,271,182,31,47,10,760,26,22,39,32,150,148,34,35,3,481,16,10,17,10,106,118,32,43,4,354,9,10,7,3,56,82,18,33,0,229,5,3,7,13,63,94,19,51,3,257,0,0,3,5,14,14,7,9,0,56,3,0,5,8,10,21,11,20,0,71
21101,13,13,18,22,123,156,40,95,0,482,0,3,9,6,12,31,16,15,0,92,0,12,10,5,17,29,6,29,0,110,3,11,13,9,8,14,0,0,11,66,322,1328,1481,942,2775,1934,401,494,73,9744,21,23,3,0,0,0,0,0,0,54,73,751,15,0,4,0,0,0,7,851,61,647,72,8,0,0,0,0,4,794,46,336,120,15,8,5,0,0,0,525,36,202,158,25,8,11,0,0,9,457,61,180,269,70,35,12,3,4,8,641,27,89,171,112,134,40,7,7,4,601,31,57,94,82,247,123,23,17,6,683,21,35,38,38,224,195,37,37,5,632,3,16,15,21,163,132,48,29,0,428,5,14,5,16,87,127,42,44,0,344,3,11,4,4,50,81,24,34,0,214,3,6,12,4,76,125,40,80,0,348,0,4,6,0,18,21,13,32,0,85,3,3,6,4,13,21,6,38,0,89
21102,0,8,8,4,4,9,4,7,0,42,0,4,0,0,4,8,0,0,0,10,0,8,7,0,0,4,0,5,0,22,0,0,4,0,4,4,0,0,0,9,14,181,135,62,108,73,10,30,5,617,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,31,0,30,0,0,0,0,0,0,0,28,0,4,5,0,0,0,0,0,0,11,4,6,0,3,0,0,0,0,0,16,0,8,13,0,0,0,0,0,0,27,0,6,6,0,0,0,0,0,0,26,0,3,4,3,8,5,0,0,0,21,0,3,0,0,4,5,0,0,0,14,0,3,5,3,0,3,0,4,0,17,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,3,0,11
21103,10,14,9,12,51,91,31,50,3,278,0,6,8,0,4,10,4,8,0,44,0,7,0,0,7,15,9,15,0,57,0,6,3,7,8,5,0,3,5,42,193,952,962,604,1398,894,192,268,41,5497,11,13,0,0,0,0,0,0,4,37,95,638,18,0,0,0,0,3,0,760,82,525,53,6,0,0,0,0,9,682,66,309,102,13,0,3,0,0,4,495,47,213,159,23,12,5,4,0,0,470,52,181,255,51,22,17,3,9,5,590,45,109,168,121,89,35,4,13,4,583,39,46,81,80,188,77,15,14,5,542,18,26,35,37,155,108,24,20,5,423,14,7,18,8,84,81,24,24,0,269,3,13,10,6,56,62,11,30,0,195,0,3,0,9,28,42,9,18,0,104,0,7,4,12,35,46,14,36,0,153,0,3,3,6,3,11,9,12,0,41,4,3,6,5,3,14,9,15,0,52
21104,3,0,13,13,37,46,21,30,3,168,0,0,0,0,9,10,5,5,0,30,0,4,8,0,7,8,0,13,0,36,0,8,5,0,8,10,4,0,3,31,108,527,544,342,854,596,86,134,18,3217,5,10,4,4,0,0,0,0,0,29,47,296,8,0,0,0,0,5,0,350,36,272,31,7,0,0,0,0,0,339,21,141,30,3,4,4,0,0,0,211,20,103,96,12,0,0,0,0,0,233,25,97,152,25,14,7,3,0,0,324,25,65,91,37,53,20,4,3,4,296,15,29,35,30,92,59,7,6,3,280,9,16,26,25,91,72,12,11,3,266,9,9,8,9,67,43,15,10,0,178,5,7,10,3,27,34,12,12,4,109,0,9,4,4,18,16,4,6,0,60,0,4,0,0,18,26,10,15,0,78,0,0,0,0,4,6,4,6,0,22,0,4,0,0,6,16,0,10,0,36
21105,10,11,26,10,49,59,13,31,0,213,3,4,6,5,4,10,8,10,0,42,0,10,15,4,7,20,5,9,0,65,3,5,10,4,13,9,0,0,13,61,210,1075,901,558,1023,678,144,193,57,4848,4,14,5,5,0,0,0,0,0,31,73,574,9,0,0,4,0,0,8,665,44,452,50,3,4,0,0,0,3,566,30,231,85,19,3,7,0,0,0,372,18,182,140,27,6,3,0,0,0,386,38,135,241,77,25,17,0,3,9,544,22,75,140,89,101,29,3,11,8,482,32,39,63,63,146,69,15,11,0,456,21,23,19,18,101,71,18,7,0,290,12,12,12,18,58,56,13,12,0,195,4,12,10,10,31,42,15,25,0,139,4,6,8,3,12,16,9,15,0,65,3,3,3,10,14,33,14,24,0,110,0,0,0,7,3,3,6,7,0,25,0,0,0,5,0,13,0,14,0,35
21201,3,10,10,10,30,43,20,23,0,152,0,3,0,5,6,6,0,5,0,32,0,4,4,9,6,3,5,5,5,33,0,3,6,0,8,6,0,4,4,28,110,715,630,336,784,514,117,141,37,3380,7,17,4,0,0,0,0,5,0,30,37,506,13,3,0,3,0,0,6,570,28,300,40,0,0,0,0,0,4,372,21,134,65,6,0,3,0,8,0,234,22,125,101,13,8,0,0,6,3,279,25,108,145,54,22,5,3,11,0,377,12,64,112,68,77,24,3,4,3,365,10,25,51,48,145,47,11,7,0,358,10,9,21,18,105,61,16,12,3,264,6,8,8,11,40,48,17,19,0,155,0,11,0,7,25,35,16,21,0,117,0,4,0,8,18,25,3,9,0,71,0,4,4,7,8,23,7,14,0,67,0,0,0,0,7,3,0,10,0,19,0,0,0,0,5,0,4,12,0,21
21202,9,9,21,7,70,65,29,45,0,257,5,3,4,4,10,9,0,8,0,40,0,6,9,4,4,10,6,15,0,48,0,4,5,0,12,0,3,3,4,40,177,899,995,524,1326,1000,222,272,37,5462,10,27,0,0,4,3,0,0,6,52,98,662,17,5,4,0,0,3,11,796,93,565,76,6,0,3,0,3,8,757,69,353,115,9,7,0,0,4,7,565,52,244,183,16,14,3,3,0,3,522,48,213,288,76,42,16,5,5,9,699,37,98,161,116,112,38,5,5,3,590,30,56,87,80,244,87,16,14,9,624,28,29,43,39,165,107,17,30,4,448,5,14,23,20,90,80,30,27,5,280,7,4,11,6,46,52,24,24,4,179,8,8,8,5,36,40,7,22,0,126,6,9,4,4,47,47,18,35,0,165,0,0,3,0,7,5,7,14,0,41,0,0,0,0,4,14,6,19,4,54
21203,4,4,14,8,28,50,11,28,0,143,4,0,0,0,4,5,4,5,0,12,0,0,6,0,4,5,0,8,0,19,3,4,0,0,3,0,0,0,3,28,137,647,666,359,910,557,98,173,33,3578,16,21,7,3,0,0,0,5,0,44,42,554,18,3,0,0,0,0,3,627,36,433,61,4,0,0,0,3,3,554,16,243,103,9,5,4,0,0,7,391,30,188,150,18,14,0,0,0,7,407,25,111,189,57,36,17,3,3,4,444,34,57,138,95,115,28,0,12,0,489,12,38,61,69,185,62,9,29,5,471,16,15,18,27,139,70,16,18,0,324,0,8,7,6,48,42,25,23,0,159,5,5,4,9,31,40,10,22,4,118,3,0,0,3,12,14,3,15,3,50,5,0,10,3,13,23,13,19,0,80,0,0,4,0,4,6,3,5,0,22,0,6,0,0,10,10,0,13,0,34
21204,25,29,24,26,196,224,84,187,0,794,6,8,6,0,22,44,9,41,0,129,3,14,6,9,21,48,8,22,0,139,0,9,12,9,31,20,3,7,29,116,519,1747,2186,1314,5606,3879,865,1087,131,17348,11,39,14,0,0,7,0,3,4,87,60,537,15,3,5,3,0,0,11,628,55,488,77,5,0,6,0,3,8,647,42,320,131,21,6,4,0,3,9,534,31,270,210,20,18,10,4,9,10,576,47,197,305,96,47,27,4,9,11,747,46,118,228,144,204,86,20,16,17,883,44,74,139,144,442,197,35,36,17,1130,37,53,76,92,461,358,84,70,12,1241,31,25,24,27,280,297,72,80,8,850,18,23,14,17,213,252,47,75,3,670,5,6,15,9,113,147,37,48,3,385,7,10,10,7,119,227,76,121,0,574,3,0,6,3,21,37,20,28,0,113,0,5,5,6,13,24,16,44,0,114
21205,22,28,30,36,251,300,96,198,6,972,3,12,9,8,37,53,14,43,0,169,5,12,12,8,29,51,21,48,0,183,0,18,13,7,21,16,0,7,13,95,520,2089,2275,1468,4681,3285,674,918,118,16024,21,31,5,5,6,4,0,5,3,77,69,673,27,5,6,0,0,0,8,789,62,613,79,6,0,0,0,0,8,773,64,399,130,22,10,9,3,3,10,639,56,262,235,24,19,18,0,8,7,623,45,260,339,80,45,39,9,9,12,836,49,135,212,126,149,83,14,22,9,791,43,84,126,97,324,165,41,29,5,913,21,44,68,69,323,227,49,49,14,862,23,18,27,37,216,187,44,52,8,602,13,22,22,27,169,172,45,50,5,529,13,3,14,22,94,122,42,44,0,359,14,8,9,15,133,232,63,135,0,611,0,3,0,7,35,55,25,47,0,169,0,9,3,11,20,57,25,79,3,200
21301,9,4,9,9,111,118,33,102,3,399,0,0,4,0,17,21,3,11,0,50,3,8,3,0,9,16,5,13,0,68,0,0,4,6,20,19,0,7,12,64,279,962,1053,649,2364,1714,425,567,91,8102,9,40,7,3,0,5,0,0,7,66,99,651,18,0,6,0,0,0,8,773,62,486,81,5,0,3,4,0,11,648,50,293,117,19,6,3,0,10,8,509,40,207,215,25,17,12,0,0,11,533,42,152,286,78,41,18,3,3,9,636,26,80,166,114,115,52,8,13,11,574,19,50,90,86,227,133,16,25,6,652,21,38,43,36,181,139,35,27,6,523,4,9,17,20,97,88,22,22,0,278,3,5,7,15,68,69,25,38,5,232,0,3,3,4,40,59,15,27,3,164,0,6,4,9,40,67,25,40,0,193,0,0,0,0,7,15,3,13,0,43,0,6,4,4,6,6,9,28,0,57
21302,3,13,11,10,68,82,35,53,7,283,0,0,4,5,9,17,3,15,0,53,4,3,7,0,3,27,7,12,0,59,5,5,5,3,4,4,0,0,0,26,120,533,546,304,1023,890,188,281,39,3927,7,10,3,0,5,0,0,0,0,24,49,272,4,3,0,0,0,0,5,328,29,247,32,4,0,0,0,0,4,319,19,136,50,17,0,0,3,0,5,231,8,93,79,11,3,4,0,0,5,202,33,60,112,28,28,10,3,6,0,276,18,60,82,56,47,20,4,6,3,294,17,23,40,41,105,65,10,10,5,300,16,12,22,14,99,62,10,10,3,252,5,6,12,10,53,45,12,15,0,152,8,5,7,13,32,56,11,13,0,139,6,3,0,4,16,30,4,15,0,84,3,3,4,3,22,51,8,33,0,126,0,5,3,0,8,10,7,11,0,38,3,0,0,3,6,13,5,16,0,47
21303,4,6,4,19,72,110,17,45,0,276,0,5,3,3,11,17,4,8,0,48,0,3,0,0,6,16,4,13,0,47,0,3,3,4,8,12,4,3,3,37,160,567,657,447,1351,942,167,253,30,4579,21,25,8,4,0,0,0,0,0,53,102,399,13,0,0,0,0,0,0,511,83,400,36,4,6,0,0,0,3,536,78,300,92,18,8,7,3,4,3,513,85,249,141,20,7,0,0,0,5,518,73,235,269,67,25,14,0,18,8,701,74,123,191,110,131,47,5,12,13,695,28,72,82,83,198,74,9,9,10,561,7,20,47,32,149,81,12,20,0,376,8,19,15,13,84,70,18,19,0,243,5,5,5,10,35,38,7,23,0,131,5,4,6,4,14,28,0,6,3,70,4,4,9,3,32,32,7,21,0,113,0,0,0,0,0,3,0,11,0,27,0,3,0,0,7,10,0,12,0,41
21304,7,6,9,3,48,68,19,34,0,199,0,3,5,0,5,11,3,10,0,39,0,3,9,3,10,8,0,16,0,42,0,8,3,9,7,10,0,0,6,39,172,730,757,430,1296,894,183,240,65,4766,15,28,8,0,0,5,0,0,7,64,90,687,22,3,3,0,0,0,4,805,62,498,79,8,0,4,0,4,8,660,46,266,93,6,7,6,0,0,5,425,33,192,150,16,16,15,0,4,9,428,42,130,246,58,27,13,0,6,6,524,32,66,155,102,103,24,3,8,14,508,24,46,96,70,181,96,16,11,0,531,12,23,38,32,133,108,34,18,0,398,4,17,19,6,63,56,17,17,0,203,0,7,4,6,21,46,6,21,0,119,0,9,6,3,22,22,13,14,0,90,3,0,6,4,24,37,8,28,0,115,0,5,0,0,4,8,3,15,0,31,0,0,0,0,5,12,4,12,0,44
21305,19,7,21,13,117,150,59,125,0,512,0,3,4,0,15,22,10,28,0,79,0,7,5,6,15,17,11,15,0,85,0,3,9,9,18,19,3,6,26,93,335,1188,1338,827,2768,2056,486,622,102,9732,24,49,9,3,3,7,0,7,0,104,140,909,23,0,0,7,0,0,8,1087,102,791,116,10,0,7,0,0,5,1034,70,461,188,28,8,5,0,4,8,771,54,294,266,32,13,6,5,3,6,675,64,236,392,108,61,21,0,6,13,902,55,117,231,194,187,56,14,26,15,895,51,76,113,106,333,152,24,26,7,890,23,37,62,55,290,187,39,43,9,753,5,14,18,18,133,156,32,55,0,437,9,7,21,9,79,100,30,54,7,311,0,6,12,8,56,74,13,40,5,206,9,5,6,3,47,87,27,76,0,273,0,4,0,0,10,16,9,27,0,75,0,5,4,0,5,15,7,33,0,72
21401,10,21,23,15,50,83,23,45,0,270,3,0,7,8,9,12,4,3,0,49,4,15,5,8,5,19,3,7,0,66,6,11,10,11,13,8,0,4,10,59,294,1058,1153,757,1564,1102,211,265,60,6464,7,30,0,0,0,0,0,5,0,51,85,589,13,4,0,0,0,0,3,700,60,500,74,4,0,3,0,3,3,651,47,263,100,11,9,9,0,0,7,452,36,220,152,35,18,8,0,5,6,477,57,210,272,76,44,15,5,3,9,684,49,89,157,121,123,41,7,8,4,594,24,52,77,77,224,102,6,24,10,603,15,27,37,40,162,106,25,26,4,451,13,16,17,12,80,83,26,21,0,271,3,9,9,11,51,62,26,19,3,187,3,7,0,9,32,36,12,18,0,111,4,7,5,11,19,42,18,34,0,147,0,0,0,3,3,6,0,16,0,33,0,0,7,3,7,9,5,9,0,36
21402,8,34,40,17,47,67,22,54,0,292,0,16,4,0,4,11,7,7,0,56,3,13,18,11,10,16,8,18,0,92,0,7,7,9,13,10,0,3,11,58,277,1349,1196,670,1162,785,160,248,74,5926,9,27,0,5,3,6,0,5,4,61,91,785,25,0,0,5,0,0,14,912,63,554,74,4,5,3,0,4,10,710,52,305,90,9,4,0,0,0,5,476,33,264,218,30,10,9,3,0,7,571,76,231,326,87,35,15,4,18,8,800,52,123,218,159,137,42,3,13,5,758,48,68,118,101,210,84,7,23,12,684,22,48,49,52,181,117,21,20,0,508,15,22,28,14,82,70,16,31,7,278,3,19,13,7,43,50,19,29,0,198,8,3,7,10,13,34,12,23,0,109,0,15,11,9,26,47,20,44,5,182,0,0,0,0,9,14,0,14,0,44,4,7,16,10,3,23,10,52,0,129
21501,3,14,3,4,21,24,0,20,0,100,0,4,3,0,0,6,0,4,0,19,0,10,8,0,12,5,0,0,0,33,0,6,0,0,4,5,0,3,3,21,112,454,429,292,575,433,82,122,23,2526,4,7,4,0,0,0,0,5,0,17,22,200,8,5,0,4,0,0,6,236,15,110,13,3,0,0,0,0,5,158,23,72,30,3,6,3,0,3,3,147,12,79,52,6,6,3,0,8,0,170,15,60,82,36,24,4,5,0,5,241,17,39,45,60,88,27,6,10,8,297,5,22,22,33,136,62,9,11,7,312,3,9,12,20,59,57,18,10,6,185,0,3,4,5,16,26,12,10,0,79,4,3,3,3,12,14,4,11,0,55,0,0,0,3,0,11,5,8,0,19,0,3,0,0,11,9,11,14,0,41,0,0,0,4,0,4,0,3,0,15,0,0,0,0,0,7,0,5,0,16
21502,0,3,4,4,22,23,12,24,0,98,0,0,0,7,0,3,0,0,0,14,0,0,0,3,0,3,3,3,0,21,0,6,0,0,4,0,0,4,0,19,92,317,397,260,852,473,91,116,28,2631,3,12,0,0,0,0,0,0,0,23,28,299,5,0,0,0,0,0,4,340,15,174,28,5,0,0,0,0,3,233,12,84,35,9,0,0,0,0,0,150,16,78,72,4,3,0,0,5,9,184,16,60,120,44,27,9,3,0,4,284,18,39,79,73,84,21,5,4,8,324,10,24,34,39,154,63,5,13,6,351,3,6,15,22,88,64,14,11,0,237,6,4,10,8,42,44,16,5,0,129,4,0,4,3,14,19,7,11,0,70,0,4,4,6,7,6,3,3,0,31,0,0,0,4,10,3,4,10,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,16
21503,0,4,6,0,9,13,3,9,0,40,0,3,5,0,0,0,0,3,0,14,0,0,0,0,0,0,0,6,0,9,0,9,0,0,3,7,0,0,0,21,58,279,296,203,370,288,58,74,15,1626,5,3,3,0,0,0,0,5,0,12,10,117,5,0,0,0,0,0,3,133,8,81,13,0,0,0,0,0,0,108,9,47,15,3,0,0,0,0,4,86,6,45,44,8,3,0,0,6,0,109,9,39,66,22,11,10,0,7,0,173,8,21,39,33,49,16,0,0,4,170,3,9,13,19,74,35,4,8,5,169,3,5,8,13,41,39,16,11,0,125,7,0,3,0,14,22,13,12,0,60,5,0,0,5,8,16,8,4,0,42,3,0,0,0,3,4,0,12,0,26,0,5,3,0,0,13,0,15,0,32,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,0,3,0,7
21601,0,5,11,0,14,12,7,15,0,54,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,3,0,3,0,0,0,0,14,62,249,259,191,389,260,43,78,21,1557,0,3,0,0,0,0,0,0,0,15,38,203,9,0,0,0,0,0,9,265,14,105,18,0,0,0,0,0,0,146,8,61,27,3,0,0,0,0,3,97,7,49,39,5,3,0,0,3,0,110,7,47,69,18,15,0,3,0,3,168,15,35,47,45,73,18,3,5,3,243,8,9,30,33,80,37,3,7,0,209,0,6,5,4,43,39,5,9,0,119,0,5,9,0,18,22,3,5,0,72,3,0,4,0,9,8,4,10,0,43,0,0,0,0,4,9,4,9,0,31,4,0,0,0,6,10,4,3,0,31,0,0,5,0,0,0,0,4,3,9,3,0,0,0,3,3,0,3,0,15
21602,4,0,3,0,4,6,7,7,0,37,0,4,3,0,0,3,0,0,0,8,0,0,0,0,3,4,0,3,0,12,0,3,3,7,0,0,0,4,0,15,46,179,193,147,237,182,30,53,8,1082,3,4,0,0,0,0,0,0,0,6,10,125,5,0,0,0,0,0,4,149,6,69,9,0,0,0,0,0,8,91,6,34,6,3,4,0,0,0,3,63,6,33,23,8,0,0,3,0,0,82,5,23,53,14,8,3,0,0,0,109,5,20,31,32,29,9,4,4,3,137,0,8,10,24,65,25,5,7,4,139,0,4,3,4,38,26,6,5,0,96,0,0,0,4,7,14,3,6,0,41,0,3,0,0,6,8,3,4,0,28,0,0,0,0,0,0,0,4,0,17,0,0,3,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21603,5,15,3,9,35,40,22,21,0,155,0,5,5,0,4,4,5,3,0,29,0,7,3,6,3,4,0,8,0,36,0,0,3,0,5,11,0,0,3,28,142,504,546,359,997,683,150,188,25,3597,5,10,5,0,0,0,0,0,0,23,50,354,6,0,0,0,0,0,3,424,28,214,25,4,0,0,0,0,0,275,9,100,32,7,0,0,0,0,10,166,17,83,60,9,5,8,0,0,3,182,23,92,146,44,20,10,0,7,3,344,18,57,83,77,113,21,4,4,8,384,13,26,39,42,142,72,13,13,4,365,9,18,14,15,98,66,17,14,0,248,5,14,7,6,33,48,20,14,0,131,4,0,6,0,14,27,6,14,0,79,5,3,3,0,17,12,9,12,0,58,0,0,0,4,8,21,11,17,0,58,0,0,0,0,0,4,0,0,0,13,0,8,6,0,3,3,0,9,0,26
21701,4,4,9,0,7,9,0,12,0,50,0,0,0,0,3,4,0,0,0,10,0,0,0,5,0,3,0,9,0,17,0,0,0,0,0,3,0,0,0,3,69,231,281,175,333,278,58,82,10,1515,0,4,0,0,0,0,0,4,0,14,24,176,0,0,0,0,0,0,0,206,11,79,11,0,0,0,0,0,5,110,11,50,12,4,0,3,0,3,0,83,11,45,33,7,3,8,0,0,0,103,10,44,68,18,13,4,0,3,7,161,7,19,37,41,56,27,3,3,0,194,10,10,14,28,51,41,11,3,0,165,4,4,6,9,42,28,9,5,0,109,5,0,4,0,15,19,10,0,0,56,0,3,0,0,4,9,0,8,0,28,0,0,0,0,3,3,0,0,0,19,0,0,0,0,3,7,4,8,0,27,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,11,0,9,0,18
