POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
20402,6,1141,953,128,93,22,8,1209,1122,128,112,26,12,1390,1185,176,127,38,19,1543,1060,146,119,37,14,1377,754,126,120,43,19,1067,242,68,94,45,12,463,38,26,63,35,3,173,13,15,49,40,10,128,9397,1015,1014,312,118,11864,889,0,4,16,4,911,507,3,5,5,6,528,460,9,22,3,0,497,492,19,43,8,0,569,558,26,38,11,5,635,529,29,48,7,3,620,544,23,51,15,8,644,587,38,51,22,15,712,641,47,75,26,4,800,604,58,111,30,9,813,305,36,89,47,9,483,112,32,86,41,3,270,37,12,39,42,8,143,6269,332,658,285,81,7627,1040,52,100,27,21,1244,289,19,35,28,43,421,16994,1421,1815,657,260,21154
20403,6,2010,1738,184,127,21,6,2077,1833,250,165,28,21,2291,1813,249,177,37,20,2295,1547,231,183,52,17,2032,1045,184,180,43,13,1468,344,88,123,41,17,616,55,44,76,43,10,233,19,35,61,25,17,152,16049,1577,1438,334,155,19548,1427,0,4,11,5,1451,1164,4,10,4,0,1188,919,10,47,5,0,980,877,27,67,18,6,993,864,40,98,14,6,1028,799,57,88,24,9,976,793,51,102,22,3,969,793,73,107,24,3,1001,832,71,111,35,10,1063,813,63,166,41,15,1110,442,52,122,56,6,683,156,26,71,50,12,313,56,22,50,58,8,195,9947,503,1050,364,90,11952,1606,64,137,50,25,1879,483,31,46,33,65,652,28084,2170,2673,782,325,34033
20501,4,1074,751,138,91,10,7,994,824,164,142,21,14,1163,819,172,114,23,10,1139,700,142,132,24,14,1013,455,89,129,40,18,720,162,61,82,28,10,334,34,28,49,20,3,134,3,11,37,37,4,94,7728,1130,1052,241,106,10251,992,0,7,8,4,1016,704,0,23,11,3,738,568,8,44,10,0,629,548,30,60,19,7,657,616,35,69,16,3,750,512,40,68,27,7,644,536,56,64,21,13,688,592,41,87,21,6,744,559,51,68,19,5,711,515,42,103,30,7,694,242,49,87,40,5,429,82,27,53,37,5,198,42,13,58,35,10,166,6503,401,787,298,70,8057,869,42,91,32,12,1050,288,28,41,19,35,411,15395,1598,1971,588,220,19772
20502,16,846,683,82,74,18,12,871,775,101,97,18,12,1000,860,138,110,22,15,1139,797,104,119,36,10,1069,528,120,127,49,18,838,183,60,88,47,21,394,29,40,52,34,6,164,9,24,33,30,5,103,6962,833,912,276,128,9112,683,0,0,8,9,698,431,0,14,3,3,450,376,5,29,7,3,419,496,16,45,15,5,579,505,15,47,11,6,586,476,21,50,13,7,573,529,23,50,19,5,626,564,41,72,14,8,708,628,42,83,21,4,782,675,51,104,28,15,868,349,35,65,47,13,509,125,32,53,24,7,247,37,15,45,51,12,159,5858,307,666,269,105,7200,897,30,86,23,21,1057,275,22,39,32,64,428,13990,1187,1704,604,323,17799
20503,23,1243,883,174,172,19,17,1270,1002,201,206,24,20,1460,1052,185,245,43,22,1551,863,172,226,44,21,1317,633,129,194,36,18,1009,196,76,134,44,8,462,40,34,77,41,8,208,8,29,42,21,7,102,8428,1286,1696,315,172,11906,1052,0,13,21,9,1090,656,0,25,4,6,701,532,6,54,10,0,603,566,28,94,13,5,708,643,46,114,30,9,843,618,37,92,16,9,781,720,63,135,23,17,954,736,79,155,36,14,1019,784,70,187,43,18,1104,778,110,206,56,23,1172,376,88,166,75,19,724,132,61,101,46,11,352,35,29,74,60,9,205,7637,619,1412,444,149,10255,1269,89,148,70,46,1621,340,42,65,41,86,576,17671,2035,3322,865,455,24354
20504,8,2170,1800,118,81,11,14,2025,1897,167,103,10,17,2191,1917,176,92,21,9,2218,1810,129,104,16,4,2065,1122,107,74,12,12,1330,308,52,50,10,8,430,60,35,22,10,0,128,19,12,16,8,6,48,16986,1023,799,112,113,19025,1455,0,4,10,8,1477,1117,0,20,3,3,1149,903,10,49,9,8,973,955,19,65,7,0,1053,1065,41,74,16,7,1200,924,20,59,17,3,1028,850,33,69,16,9,971,922,48,73,16,3,1059,1005,34,67,18,8,1129,834,45,80,21,18,998,381,37,48,24,4,493,151,15,39,17,0,226,44,10,28,22,4,107,10601,304,668,198,79,11853,1733,42,70,23,27,1898,504,21,47,28,73,674,29826,1385,1590,362,291,33455
20505,11,1057,850,104,119,16,12,1096,885,101,121,14,18,1142,897,117,103,18,21,1154,804,99,106,26,19,1062,574,61,151,43,17,844,172,45,79,33,11,344,29,19,62,31,4,141,10,16,32,20,11,93,8140,725,1007,231,129,10227,668,0,5,11,4,682,478,0,15,0,0,490,400,6,37,7,4,453,438,13,44,8,3,513,481,27,69,13,7,591,396,24,46,13,5,485,419,24,59,11,3,513,447,28,61,16,4,558,440,17,70,21,9,557,488,24,75,31,13,624,236,34,82,29,6,373,82,11,50,20,4,164,26,4,35,24,9,89,4989,205,638,201,66,6101,883,21,78,23,24,1031,237,14,36,19,43,355,14244,969,1760,474,267,17714
20601,5,1813,1165,246,177,12,9,1604,1023,243,163,14,7,1453,1032,247,134,23,9,1442,881,198,115,13,3,1208,556,132,70,13,5,771,190,64,41,5,4,304,53,39,17,3,0,117,11,15,7,4,0,44,10497,1693,1305,117,54,13667,956,3,11,8,0,981,1711,13,87,13,7,1833,1384,30,185,3,4,1605,1047,73,229,18,11,1374,938,82,225,23,11,1283,745,97,183,17,0,1042,735,89,171,24,3,1024,682,73,130,26,3,918,606,79,125,20,4,833,465,59,103,21,0,655,238,47,73,19,0,380,106,26,48,11,0,193,34,20,24,12,0,89,9646,685,1601,213,46,12196,1101,61,172,38,25,1387,343,27,42,13,35,456,21586,2468,3119,372,156,27701
20602,0,1119,763,168,111,9,0,1059,734,174,113,9,0,1024,740,199,113,9,3,1070,593,149,70,8,4,815,381,101,54,9,3,547,149,44,35,4,0,234,30,18,15,5,3,65,12,9,11,0,0,31,7072,1169,845,66,21,9175,547,0,7,7,0,556,952,3,39,3,0,1000,716,13,88,0,5,828,569,30,119,6,6,738,498,55,133,12,3,700,392,51,130,15,0,589,401,69,138,14,6,628,384,66,152,11,5,616,333,58,94,18,0,505,308,39,92,14,3,457,163,43,74,10,3,287,59,26,36,17,0,136,18,17,11,9,0,53,5337,469,1112,137,31,7087,652,42,119,15,13,831,188,22,14,11,24,253,13247,1697,2085,224,93,17352
20603,12,1329,937,202,103,10,5,1255,977,244,107,16,4,1345,972,226,96,14,5,1311,761,206,91,19,4,1081,397,121,69,16,5,611,158,62,43,4,0,268,42,19,21,4,0,86,10,15,4,4,0,27,8554,1467,801,109,41,10974,1166,0,7,10,0,1185,1385,3,44,4,5,1448,770,15,77,6,3,870,685,25,108,15,0,833,601,65,101,20,4,790,583,71,100,23,6,785,584,82,116,10,4,800,543,93,85,19,0,737,434,70,91,21,5,622,377,79,74,17,4,547,226,47,68,16,5,363,78,34,30,9,3,154,31,12,11,3,0,62,7453,612,921,174,35,9203,979,52,114,15,15,1185,263,23,25,11,26,353,17260,2156,1853,315,123,21703
20604,76,60661,48213,1572,755,62,57,50663,38509,1447,805,52,66,40876,31049,1338,690,61,50,33182,21927,1088,573,33,48,23670,12369,689,374,27,48,13514,4044,393,245,30,12,4720,968,203,123,13,9,1307,162,84,54,19,0,311,339815,9398,5300,452,465,355435,3435,11,42,14,10,3509,15163,69,254,37,26,15548,13034,158,389,44,32,13660,12460,285,496,88,38,13367,12929,396,438,92,36,13894,10217,368,378,119,25,11105,7315,321,320,93,20,8061,5939,302,289,76,25,6622,4954,279,293,72,38,5630,4411,275,294,56,20,5054,2449,234,224,68,11,2983,1077,175,160,59,11,1480,369,104,123,51,11,653,93743,2968,3700,857,298,101560,24084,367,420,173,196,25244,5050,305,269,213,501,6346,462698,13039,9692,1698,1457,488582
20605,16,9828,7153,714,222,34,21,8146,6152,753,250,28,24,7208,5285,744,235,29,13,6306,3620,610,209,34,14,4482,2139,410,132,24,8,2712,726,238,91,16,4,1074,178,119,46,8,0,354,42,44,29,5,4,130,56700,4911,1908,221,143,63880,1244,0,26,3,0,1273,3453,52,125,14,10,3651,2952,69,243,19,9,3300,2378,120,293,26,11,2832,2183,180,265,52,12,2685,1581,168,245,37,3,2037,1380,207,248,28,15,1879,1213,213,227,40,8,1694,1068,205,205,42,5,1530,888,215,221,44,3,1370,522,170,159,38,4,895,259,132,97,32,4,523,123,71,52,30,0,276,19244,1800,2409,399,99,23949,3267,156,235,58,41,3758,1007,82,69,36,126,1322,80218,6939,4624,714,407,92908
20606,5,2688,1538,346,152,12,0,2052,1380,345,130,23,5,1887,1205,382,128,20,3,1737,961,308,135,17,11,1433,545,193,101,22,4,851,228,122,36,10,0,394,71,84,37,9,0,206,23,39,28,4,3,93,15662,2511,1137,167,50,19533,959,0,7,3,0,971,2369,7,59,4,3,2448,1753,46,112,6,9,1922,1262,75,142,14,0,1491,1018,105,158,34,5,1311,706,124,108,17,9,966,652,108,118,29,3,908,667,133,113,31,3,945,579,104,123,35,5,847,448,111,109,28,3,701,322,83,91,34,6,535,142,107,76,28,0,361,57,74,62,32,5,219,10936,1071,1268,299,53,13632,1583,110,156,33,19,1900,375,60,29,21,42,522,28551,3753,2591,523,166,35586
20607,21,9327,6279,663,281,31,16,7265,5154,654,261,25,17,6115,4124,640,246,25,14,5041,2897,472,216,15,8,3610,1845,283,137,17,4,2288,673,188,87,11,4,969,155,91,41,13,0,299,35,33,23,7,0,98,53363,4445,2145,206,113,60272,1558,4,14,7,6,1589,4496,19,102,5,3,4633,3810,49,219,6,6,4096,3202,134,283,21,10,3657,2839,155,281,30,11,3305,2102,159,216,28,9,2511,1679,183,204,26,13,2100,1578,171,219,30,4,2004,1346,144,174,29,10,1699,1091,141,172,33,9,1438,666,111,134,35,7,949,268,78,97,23,3,474,110,55,69,34,3,275,24741,1413,2184,304,95,28735,4104,149,230,61,47,4589,968,79,62,46,117,1263,83170,6087,4623,610,368,94862
20701,6,5909,4464,601,232,44,13,5348,4275,757,262,51,11,5358,3911,845,269,49,14,5086,2955,689,248,37,15,3939,1871,461,204,36,9,2577,653,230,135,12,3,1038,184,125,58,8,0,376,40,62,25,13,0,144,37075,4727,1996,327,85,44212,2683,0,48,19,0,2750,4361,21,140,12,9,4555,2452,39,182,11,6,2695,2057,153,187,42,4,2443,1948,210,265,69,4,2496,1781,272,227,79,11,2362,1796,329,279,94,7,2504,1810,326,298,82,6,2526,1681,304,285,61,10,2336,1470,316,300,78,5,2172,875,278,243,53,8,1458,414,186,182,55,5,843,189,119,120,65,5,501,23515,2552,2760,719,82,29637,2883,166,233,63,28,3372,700,88,63,56,86,1002,64178,7535,5060,1169,281,78222
20702,0,1446,972,227,82,21,9,1310,1027,235,104,19,5,1394,1043,224,111,22,10,1410,893,199,99,16,3,1210,561,141,76,7,7,785,194,84,39,3,4,329,39,23,13,5,0,81,17,28,5,0,0,45,9364,1553,789,136,42,11879,1607,0,19,10,0,1633,1967,12,51,8,0,2041,924,31,75,11,3,1046,704,60,108,31,3,905,775,92,124,55,4,1047,682,108,132,41,5,963,758,117,112,38,3,1023,757,111,144,42,5,1060,744,115,137,33,0,1032,596,93,114,22,0,827,321,81,72,28,0,504,134,69,52,16,8,277,61,37,44,31,5,169,10034,934,1173,354,40,12532,1481,93,112,34,14,1727,272,26,28,21,36,384,21152,2606,2097,544,129,26526
