POW_SA3_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
20402,282,266,329,136,175,72,169,181,23,1632,290,318,208,84,108,59,100,113,13,1295,196,250,114,46,62,27,55,77,10,835,317,374,142,28,62,25,82,65,4,1101,78,69,31,0,14,7,11,4,0,215,119,113,30,10,17,16,9,17,9,334,44,7,26,18,11,15,13,27,14,169,2902,2226,2630,1983,1634,1708,1301,2555,171,17092,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,15,22,6,0,0,0,0,0,0,0,7,21,3,0,0,0,0,0,0,0,4,13,0,3,3,4,0,0,0,3,14,33,0,0,4,0,0,0,0,8,16,28,3,0,0,4,3,0,4,4,9,29,0,0,5,3,0,0,3,5,23,46,5,4,8,3,0,0,3,0,16,35,0,3,4,0,0,0,0,0,9,16,4,3,4,0,0,0,0,0,6,18,4,0,3,0,0,0,0,0,7,18
20403,489,431,587,218,269,163,439,238,32,2864,462,441,412,116,153,105,297,154,16,2152,324,305,241,74,92,48,217,98,20,1411,570,513,274,50,91,79,164,75,14,1836,125,94,40,6,13,23,12,0,0,325,232,182,35,12,23,24,12,21,3,539,46,20,32,27,12,24,18,38,19,240,4321,3176,4337,3272,2446,2779,2716,3664,291,27009,0,0,0,0,0,0,0,0,17,20,0,0,0,4,0,6,0,4,10,21,0,0,0,5,0,0,0,3,13,23,3,0,0,0,0,0,0,0,15,27,0,0,0,0,0,4,0,4,18,22,0,0,3,7,0,0,0,9,19,48,5,0,6,6,0,0,0,6,17,43,3,4,0,5,0,0,6,3,28,49,0,4,8,0,0,4,4,3,10,45,3,0,3,0,0,0,0,4,13,28,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,7,3
20501,285,284,315,103,154,73,121,160,18,1520,257,295,221,45,107,63,77,73,16,1161,174,205,135,26,58,33,54,53,7,744,271,345,120,18,52,41,59,59,8,972,74,60,25,4,16,6,8,9,0,201,167,138,22,5,25,16,5,8,7,396,58,20,45,21,11,19,10,37,15,240,2729,2250,2560,1986,1758,1705,971,2630,168,16770,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,4,0,0,5,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,10,13,0,0,0,3,0,0,0,0,9,24,0,0,4,3,0,0,8,3,11,39,7,0,4,3,0,0,4,4,15,34,0,5,0,3,0,0,4,0,8,24,3,3,0,0,0,0,0,0,9,13,7,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,4,11
20502,228,239,225,105,112,65,135,130,19,1255,226,209,173,68,67,41,93,68,0,948,132,168,67,18,38,23,53,28,3,538,225,227,89,15,41,26,27,27,7,672,66,42,17,0,15,5,4,5,0,162,98,80,14,5,8,16,7,3,3,228,47,13,27,14,12,15,9,34,9,183,2386,1686,2095,1789,1413,1630,988,2168,154,14307,3,0,0,0,0,0,0,0,14,21,0,0,0,6,0,0,0,3,11,25,8,0,0,0,0,0,0,0,8,21,0,0,3,0,3,0,0,6,17,28,0,0,0,0,0,0,0,6,8,21,5,0,3,9,4,0,0,11,23,49,3,0,0,0,0,3,0,3,15,30,4,4,3,3,3,0,0,0,20,44,5,4,5,0,0,0,0,6,24,41,4,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,4,0,9,16
20503,402,288,335,96,156,77,177,145,5,1693,368,284,258,54,100,66,132,86,15,1356,253,204,144,29,69,46,88,57,7,902,369,360,181,24,59,50,80,78,13,1221,114,72,24,3,18,15,12,12,0,272,193,151,41,17,11,36,10,15,9,474,73,17,41,26,11,37,12,38,11,273,4010,2462,3176,2322,1847,2462,1155,2640,208,20272,0,0,0,0,0,0,0,0,14,17,5,0,0,0,0,0,0,3,26,34,0,3,5,0,0,0,0,0,16,25,0,0,0,3,0,0,0,5,8,22,0,0,7,5,0,3,0,0,11,30,0,0,7,0,5,0,0,3,15,35,5,0,0,5,5,0,0,7,22,47,0,0,3,0,4,0,0,0,33,47,0,0,8,0,0,0,0,3,17,31,3,3,0,0,0,3,0,0,3,18,3,0,6,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,6,7
20504,268,450,490,207,285,95,259,177,32,2261,270,498,426,148,178,77,228,181,17,2018,222,351,317,79,79,48,227,147,20,1499,415,488,706,93,122,61,323,229,23,2467,123,108,208,9,32,6,93,46,10,653,230,233,339,8,35,22,116,35,12,1026,25,21,61,30,25,34,24,36,37,285,2659,3282,4966,3126,2956,3017,2275,3021,299,25612,0,0,0,0,0,0,0,6,12,17,4,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,6,17,24,3,0,0,0,0,0,0,0,12,22,0,0,3,3,0,0,0,3,17,36,0,0,8,0,0,0,0,3,28,48,0,4,6,3,3,3,0,3,22,41,3,0,9,8,5,0,5,0,26,58,0,3,11,4,4,0,8,6,16,60,6,5,0,4,0,0,3,4,8,27,0,0,10,0,0,5,6,5,5,30,0,0,4,0,5,0,4,0,0,14
20505,262,193,272,160,105,55,139,106,15,1300,192,229,217,122,73,45,103,67,12,1061,163,155,128,58,41,21,59,42,3,672,260,289,222,27,44,21,69,65,13,1016,64,44,66,4,8,3,22,14,4,233,138,135,140,3,22,4,28,10,13,493,38,9,25,13,11,11,8,25,6,154,2520,1678,2416,1783,1189,1415,969,1899,160,14016,0,0,0,0,0,0,0,0,20,21,0,0,0,4,0,5,0,0,10,10,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,6,14,17,0,0,0,0,0,0,0,0,13,14,4,0,0,6,0,0,0,9,18,37,3,0,0,3,0,4,0,0,13,26,6,0,0,6,3,0,0,3,12,27,0,0,8,0,0,0,0,0,10,30,0,0,0,0,0,0,3,0,6,13,0,0,4,0,0,0,0,3,5,14,0,3,0,0,0,0,0,0,0,5
20601,393,801,348,223,274,121,49,82,19,2317,354,769,226,121,163,93,36,52,18,1832,246,552,166,58,81,36,25,39,16,1218,471,799,193,56,90,69,28,37,25,1761,157,225,29,4,24,13,4,12,8,469,272,362,41,8,31,32,4,9,10,771,21,38,45,21,20,15,7,20,20,206,3126,6224,3194,3716,2253,2490,935,1856,259,24060,0,0,0,5,0,0,0,0,11,18,0,0,0,5,0,0,0,6,0,8,0,0,5,3,0,5,0,0,12,24,0,0,3,0,0,0,3,4,9,17,0,0,0,0,0,0,0,5,18,24,0,3,3,8,0,0,3,3,10,34,0,3,0,4,0,0,3,4,11,35,0,8,0,0,0,0,3,6,20,40,5,0,6,0,3,0,9,3,10,35,4,0,5,0,3,0,0,0,9,18,0,3,0,0,0,0,6,0,10,24,0,5,0,0,0,0,0,0,6,11
20602,243,485,275,152,188,87,55,45,22,1544,222,464,250,82,100,56,21,42,4,1234,205,370,153,24,68,36,11,13,0,879,396,576,210,25,63,67,14,18,17,1375,136,145,32,7,34,21,0,0,0,373,253,275,19,8,24,32,4,0,10,634,14,28,14,18,16,13,5,5,10,122,2238,3840,2450,2324,1629,1332,696,1047,171,15734,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,3,6,8,0,0,3,0,0,0,0,0,13,19,0,0,0,3,0,0,3,3,12,15,0,0,0,0,0,0,5,0,12,21,0,0,3,6,0,0,0,6,13,27,0,0,0,3,0,0,0,0,8,12,0,4,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,7
20603,218,528,215,148,241,83,25,67,21,1543,202,556,189,85,178,77,20,37,17,1379,164,447,103,54,65,47,6,12,10,915,355,810,138,42,123,69,15,20,15,1585,121,208,16,8,36,14,4,0,4,413,250,392,30,14,38,37,4,4,13,775,17,28,15,16,16,21,4,12,10,148,2183,4531,2062,3024,2182,2107,322,1409,217,18039,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,15,0,0,0,0,0,0,0,0,12,10,0,0,5,3,3,0,0,0,3,18,0,3,0,0,0,0,0,0,9,18,0,0,4,3,0,0,0,0,6,23,3,0,3,0,0,0,4,0,14,26,0,0,3,0,4,0,6,8,15,29,5,0,4,0,0,0,0,0,10,23,0,4,0,0,0,0,0,0,10,18,0,4,0,0,0,0,0,0,0,12
