POW_SA3_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
20402,29,0,0,0,0,31,140,0,5,0,0,143,0,0,0,0,0,3,8,0,0,0,0,8,48,7,3,0,0,60,41,0,4,0,0,47,7,0,0,0,0,11,28,0,0,0,0,32,399,36,46,21,4,501,43,10,5,0,0,56,18,0,3,0,0,24,244,18,20,9,5,289,178,27,24,16,20,258,16994,1421,1815,657,260,21154
20403,15,0,0,0,0,17,251,0,3,5,5,262,7,3,0,0,0,15,16,0,0,0,0,19,100,5,4,0,0,107,38,5,0,0,0,47,35,0,0,0,0,36,34,4,4,0,4,46,738,73,97,19,6,932,85,9,10,3,0,105,90,0,4,0,4,97,534,49,48,12,19,662,257,20,29,9,25,342,28084,2170,2673,782,325,34033
20501,22,0,9,0,0,31,131,0,6,0,0,142,14,4,6,0,0,20,12,0,0,0,0,14,60,6,10,5,0,81,95,7,11,0,0,106,94,4,0,0,0,100,47,4,6,0,0,62,470,41,78,16,6,611,37,4,10,0,0,54,61,4,6,4,0,74,296,37,36,11,4,386,133,22,17,16,12,199,15395,1598,1971,588,220,19772
20502,10,0,0,0,0,14,186,0,3,0,0,186,3,0,5,0,0,5,7,0,0,0,0,9,63,0,8,0,0,72,30,0,0,0,0,34,16,0,0,0,0,16,47,0,3,3,0,52,446,40,65,26,8,579,27,0,6,0,0,33,64,0,10,3,0,79,204,19,25,12,10,270,207,18,31,16,24,297,13990,1187,1704,604,323,17799
20503,13,0,4,0,0,13,138,3,4,0,4,144,13,3,0,0,0,23,13,0,3,0,0,21,56,9,15,8,0,91,63,6,11,0,0,83,32,0,0,0,0,30,41,3,8,3,0,52,655,99,131,41,19,947,61,10,14,0,0,88,39,3,5,0,0,53,290,26,65,17,0,397,281,49,49,16,34,431,17671,2035,3322,865,455,24354
20504,32,0,7,0,0,44,307,5,3,3,0,328,21,3,0,0,0,18,19,0,0,0,0,24,94,6,8,0,0,114,133,14,5,3,0,158,5,0,0,0,0,5,56,0,4,5,0,66,715,41,41,10,10,821,51,4,3,0,0,57,36,7,13,0,0,61,526,33,35,9,3,600,295,15,21,3,26,366,29826,1385,1590,362,291,33455
20505,18,4,0,0,0,28,163,4,0,0,0,168,10,0,3,0,0,17,9,0,0,0,0,10,55,3,4,5,0,65,36,0,0,0,0,43,17,0,0,0,0,15,35,0,5,0,0,42,426,19,41,16,11,509,36,0,3,0,0,40,26,8,5,4,0,47,162,16,23,7,5,215,164,9,34,4,25,240,14244,969,1760,474,267,17714
20601,147,23,19,11,0,198,348,8,15,0,0,376,37,5,5,0,0,48,67,3,6,0,0,78,71,15,20,0,0,103,217,12,8,6,0,242,59,9,3,0,0,75,127,16,10,0,3,154,579,82,129,7,8,807,156,23,36,0,0,215,398,49,54,18,3,516,1390,162,202,37,12,1806,72,0,0,3,5,88,21586,2468,3119,372,156,27701
20602,43,3,7,0,0,57,144,3,5,0,0,152,14,0,3,0,0,26,38,8,3,0,0,47,57,8,4,4,0,72,136,5,4,0,0,147,38,5,0,0,3,49,61,9,7,0,0,73,376,70,108,7,0,564,84,9,23,3,0,121,259,25,18,4,0,304,742,73,104,9,12,936,31,5,0,0,4,42,13247,1697,2085,224,93,17352
20603,74,6,8,0,0,90,239,10,6,9,0,266,21,4,9,0,0,28,52,8,10,0,0,59,49,7,10,0,0,64,178,9,9,4,0,202,29,4,3,0,0,36,121,6,17,3,0,146,371,55,60,5,0,497,55,9,12,0,0,73,398,46,41,11,8,511,1065,131,118,7,19,1347,64,3,0,0,0,65,17260,2156,1853,315,123,21703
20604,2885,58,43,9,15,3006,8880,54,51,9,19,9014,1067,39,44,7,3,1153,2824,59,46,7,0,2948,4308,108,87,10,9,4522,7685,120,62,10,22,7907,1455,40,40,7,9,1545,1937,66,51,11,3,2072,19633,540,462,41,38,20712,3473,90,82,12,6,3654,6675,221,142,74,51,7162,28971,710,748,120,153,30699,884,42,36,21,76,1056,462698,13039,9692,1698,1457,488582
20605,519,31,72,7,8,639,1430,11,14,7,4,1470,232,24,25,0,0,281,360,18,21,0,0,395,780,78,50,0,3,911,1238,51,35,11,4,1334,198,14,20,0,4,240,429,28,26,3,0,488,3495,384,252,30,14,4176,575,60,68,8,0,707,1084,61,59,20,9,1237,5997,472,454,51,51,7026,204,24,17,6,19,267,80218,6939,4624,714,407,92908
20606,104,9,6,0,0,124,400,6,10,0,0,418,73,16,18,0,0,109,131,14,13,0,0,162,282,63,37,7,0,380,423,19,18,0,3,463,104,11,8,0,0,120,236,12,14,3,0,269,1194,167,144,22,11,1534,241,31,25,5,0,308,419,49,27,10,4,507,2044,224,200,35,17,2518,66,12,11,10,8,102,28551,3753,2591,523,166,35586
20607,360,11,12,0,3,388,1474,10,16,5,3,1505,155,9,11,0,0,174,441,15,20,4,0,485,687,52,30,6,0,772,1018,25,17,6,6,1069,235,18,15,0,0,268,417,25,22,8,0,475,3677,284,248,33,13,4252,770,58,53,0,0,886,1324,111,115,22,11,1589,5126,270,293,46,33,5769,181,23,18,5,17,242,83170,6087,4623,610,368,94862
20701,235,16,26,5,0,286,824,19,23,5,0,868,137,32,20,3,3,188,318,30,26,10,3,388,603,57,50,7,0,716,1082,104,38,10,3,1236,252,46,34,17,3,347,292,25,25,4,4,346,2433,294,201,32,9,2964,447,43,37,10,0,533,802,92,78,33,3,1006,3221,301,253,47,26,3843,132,12,23,4,11,185,64178,7535,5060,1169,281,78222
20702,121,18,22,4,0,165,275,9,8,3,0,293,23,0,7,0,0,33,137,10,13,3,0,172,184,26,31,4,0,242,322,19,16,4,0,362,125,21,24,0,0,167,90,7,11,0,0,110,489,51,44,6,0,586,59,4,14,3,0,78,241,35,25,9,0,301,859,114,108,19,9,1113,73,8,6,0,6,96,21152,2606,2097,544,129,26526
20703,178,14,16,0,0,211,556,15,14,3,0,587,93,6,6,3,0,107,298,21,30,4,0,352,379,25,16,4,0,422,965,43,37,0,5,1052,229,33,28,5,0,289,138,8,10,0,4,166,1416,89,84,12,4,1603,199,8,12,0,0,218,583,52,39,5,0,688,2078,110,110,20,16,2337,99,13,5,0,14,125,42678,3403,2713,584,225,49600
20801,74,3,0,0,4,81,364,7,12,3,0,386,67,33,19,4,0,124,74,12,6,0,0,93,285,94,54,11,0,435,332,25,14,5,0,378,33,4,3,0,0,41,144,17,11,0,0,165,1362,317,246,37,7,1974,179,32,26,9,0,249,236,28,21,5,0,289,1520,288,239,37,9,2087,80,9,16,0,13,120,24314,4522,3239,632,168,32884
20802,107,8,10,3,0,123,565,11,19,8,0,597,106,41,40,13,0,201,125,6,19,4,0,156,703,215,189,13,4,1125,553,41,27,9,3,634,79,21,3,3,0,105,187,9,16,0,0,218,1148,152,177,29,0,1509,295,26,43,4,0,369,401,56,60,17,11,547,2531,541,527,94,29,3722,95,13,12,0,12,126,32506,4588,4444,760,209,42510
20803,238,11,18,0,0,264,1118,11,25,0,6,1159,151,38,28,10,3,228,159,10,6,0,0,171,588,108,57,12,0,772,1296,65,57,5,4,1427,112,6,7,6,0,127,311,13,11,0,0,343,2625,251,225,42,16,3158,236,27,16,6,0,290,1428,74,60,21,12,1605,4364,448,376,80,43,5307,164,13,9,0,29,222,60163,6127,3969,850,402,71510
20804,77,3,0,0,0,85,504,4,4,0,0,515,54,11,7,0,0,70,121,10,7,0,0,136,221,28,26,4,0,281,448,29,18,4,0,502,79,6,4,0,0,93,121,8,4,0,0,131,645,70,60,4,0,777,111,11,12,0,3,139,314,21,18,5,0,359,1242,102,98,20,4,1469,52,4,5,0,0,59,21476,1901,1437,293,87,25202
20901,119,15,5,0,0,141,708,3,13,4,3,726,70,9,3,0,0,94,141,7,5,0,0,160,209,22,28,0,0,257,498,31,17,8,0,554,90,0,15,3,0,105,159,16,5,0,5,184,1183,111,114,9,0,1425,163,15,26,0,0,209,446,34,48,4,5,537,1947,164,218,34,11,2380,112,15,8,0,15,148,39533,3639,3297,488,215,47174
20902,196,19,28,0,3,240,520,4,11,0,3,538,68,0,5,0,0,77,91,8,5,0,0,105,131,7,3,0,0,146,458,16,17,0,4,500,58,4,3,0,0,71,95,12,6,5,0,120,829,50,69,5,0,957,155,8,15,0,0,175,776,81,75,16,3,950,2197,142,181,28,24,2564,130,6,5,0,4,150,31359,2285,2387,375,217,36609
20903,24,4,0,0,0,23,76,3,3,0,0,78,11,0,11,0,0,25,16,8,7,0,0,29,63,13,12,4,0,91,80,11,7,0,0,100,10,4,0,0,0,17,35,3,5,0,0,41,406,114,102,24,3,649,46,10,10,0,0,65,50,6,12,0,0,76,331,59,55,14,0,466,38,8,9,7,5,63,11233,2211,1962,350,113,15870
20904,380,65,74,10,3,530,1090,16,39,8,3,1155,81,9,3,0,4,100,129,3,8,3,0,148,242,23,23,3,0,291,1076,109,99,17,3,1304,65,7,10,0,0,80,223,8,16,5,0,250,1294,105,78,19,13,1503,144,7,6,3,0,161,1662,109,115,32,18,1925,4188,463,395,84,45,5180,238,24,16,8,30,318,61582,5896,4703,875,497,73549
21001,218,8,16,0,0,241,666,16,10,0,0,693,73,7,0,5,0,89,71,9,3,0,0,86,145,14,4,0,0,164,393,35,13,0,0,447,24,5,4,0,0,29,101,5,10,0,0,121,731,69,31,6,8,841,91,9,9,0,4,111,825,51,68,10,9,967,2074,183,128,36,20,2441,121,10,10,0,12,153,32430,3043,1693,379,210,37754
21002,4,0,3,0,0,12,17,0,4,0,0,26,6,0,0,0,0,10,11,4,0,0,0,17,24,4,9,0,0,49,19,5,4,0,0,34,0,0,4,0,0,0,12,0,3,0,0,18,219,49,59,13,0,335,22,7,6,0,0,34,19,6,4,4,0,33,118,25,19,10,3,176,45,6,3,3,11,76,6062,1018,979,256,89,8406
21003,203,75,153,15,4,450,234,5,4,0,0,251,27,0,3,0,0,33,41,0,0,0,0,36,46,7,0,0,0,53,197,15,11,4,0,239,12,4,0,0,0,14,44,4,9,0,0,58,256,45,51,3,0,364,41,5,5,0,0,57,232,22,41,4,6,302,928,129,131,28,10,1232,56,8,12,0,6,80,12794,1598,1713,269,110,16490
21004,17,4,0,0,0,25,99,6,8,0,0,114,9,4,0,0,0,16,11,0,3,0,0,9,32,6,3,0,0,41,64,12,3,0,0,74,3,0,0,0,0,4,22,7,7,0,0,36,233,28,34,4,5,307,19,0,3,0,0,20,68,8,14,3,0,99,230,32,43,10,6,322,36,10,7,3,3,56,8102,901,942,163,61,10171
21005,784,114,254,21,14,1188,1631,32,30,12,9,1710,134,11,3,0,0,147,211,15,14,4,0,238,266,18,10,3,0,303,1594,112,86,15,6,1813,95,3,5,4,0,110,287,9,12,0,6,311,1696,79,54,10,4,1842,196,6,5,0,0,209,2059,64,60,23,14,2223,7485,754,629,96,81,9043,341,26,11,3,33,421,79243,6011,4207,805,612,90874
21101,270,7,15,7,0,304,935,15,24,4,0,975,150,21,20,4,0,200,287,32,28,0,0,356,515,59,35,5,0,619,1511,127,88,16,4,1752,134,18,9,3,0,161,267,5,24,3,0,299,2330,233,171,34,8,2776,199,12,20,0,0,234,853,42,60,19,6,977,3509,230,205,37,21,4016,176,18,12,5,12,224,61347,5440,4222,801,283,72089
21102,17,4,0,0,0,24,32,7,0,0,0,41,4,3,0,0,0,7,16,3,5,0,0,22,43,10,9,0,0,68,41,3,5,0,0,52,8,3,0,0,0,15,20,0,3,0,0,31,123,40,38,9,0,216,14,0,6,0,0,21,18,8,4,0,0,28,102,30,28,9,4,168,13,0,0,0,0,21,3588,838,674,190,20,5311
21103,147,9,3,0,0,161,422,12,8,3,4,443,63,5,3,0,0,81,110,10,8,0,0,130,288,29,22,4,0,342,541,38,25,0,0,601,71,4,4,0,0,81,172,19,12,3,0,207,1512,186,133,22,7,1855,147,19,17,0,0,181,325,31,26,4,3,394,1907,122,103,32,34,2198,128,7,12,3,8,166,39074,3826,2952,520,232,46602
21104,84,8,9,0,0,105,269,3,5,0,0,280,46,4,8,0,0,56,94,6,11,5,0,115,178,18,11,5,0,213,462,29,18,5,0,519,97,26,16,7,0,142,68,6,5,0,0,81,691,56,42,0,0,790,94,3,4,0,0,101,258,24,33,12,0,323,897,74,65,14,10,1065,49,6,9,3,4,67,21088,2072,1520,346,88,25117
21105,51,4,3,0,0,59,283,5,16,3,0,310,44,5,10,4,0,63,66,3,7,3,0,81,203,32,37,0,0,271,269,27,14,8,0,321,38,3,3,0,0,45,162,9,12,3,0,183,1572,240,295,64,10,2178,113,13,25,9,0,152,167,12,19,5,3,209,1359,140,138,40,10,1694,169,36,15,11,17,240,34925,4381,4643,963,294,45211
21201,95,14,20,0,0,142,257,5,14,0,0,281,34,6,3,0,0,45,43,0,11,0,0,57,156,25,19,6,0,200,567,81,49,16,4,717,101,0,3,0,13,122,63,9,18,0,0,88,931,134,123,34,11,1232,72,5,11,0,0,92,112,16,15,4,0,144,1000,122,136,19,17,1288,131,18,19,8,10,185,24590,3111,2853,666,286,31507
21202,238,43,46,4,0,337,782,16,20,0,0,829,104,29,22,7,3,167,126,9,18,0,0,147,346,37,30,7,0,416,1498,218,172,43,10,1941,38,5,0,3,0,57,122,7,10,0,0,137,1400,149,126,19,8,1702,98,5,9,0,0,121,342,25,41,3,5,411,2469,314,257,59,15,3116,126,16,19,0,10,165,38477,3620,2999,577,221,45896
21203,202,45,54,3,6,315,479,36,42,11,0,567,40,11,7,0,0,60,68,11,12,0,0,89,179,19,23,3,0,231,1024,251,231,47,12,1564,40,4,0,0,0,50,139,15,18,0,0,166,874,105,115,14,10,1118,80,5,4,0,0,90,262,29,45,13,4,350,1840,269,252,49,21,2430,116,5,12,5,8,151,28205,3647,3645,627,233,36363
21204,859,72,82,12,12,1037,2291,35,33,10,8,2382,336,42,23,5,0,411,322,11,13,6,0,350,817,62,16,4,4,908,4051,335,238,66,29,4717,296,25,12,3,0,332,521,26,22,6,0,577,3517,209,87,18,18,3853,270,9,9,0,0,289,4088,448,446,86,46,5109,10601,705,648,145,81,12179,468,26,19,12,45,575,110868,7843,4859,1101,743,125415
21205,556,43,61,9,3,671,1738,22,18,5,3,1789,310,21,34,4,0,373,609,30,37,6,0,689,932,63,43,10,0,1051,3339,274,187,37,22,3863,317,23,31,9,0,389,386,14,13,4,0,422,3678,161,115,27,9,3994,497,14,24,5,0,539,1797,135,115,24,17,2084,6490,361,299,57,42,7246,293,19,14,7,28,349,102230,6771,4658,1110,488,115259
21301,439,82,145,10,10,681,2091,35,46,9,3,2193,138,22,12,0,0,184,131,8,12,0,0,145,230,12,8,4,0,254,642,48,50,3,0,742,76,10,9,0,0,97,212,10,13,0,0,237,1219,65,48,6,8,1343,128,4,0,0,0,135,3821,605,558,149,62,5200,5599,470,416,66,69,6613,217,16,14,5,24,277,56196,3961,3278,627,394,64456
21302,148,9,9,0,3,169,812,13,17,4,4,845,75,7,6,0,0,84,56,5,8,0,0,72,165,17,12,0,0,193,238,5,10,0,0,259,40,0,0,0,0,47,137,9,13,8,0,157,959,123,111,18,3,1213,100,9,10,0,0,124,803,67,70,21,6,972,2332,199,173,30,28,2763,123,13,11,5,14,162,30056,2640,2157,395,191,35433
21303,215,16,34,4,4,266,985,13,19,0,0,1028,132,10,3,0,0,154,97,13,12,0,3,125,177,9,15,0,0,205,383,18,7,0,4,414,99,12,4,0,0,117,156,12,16,0,4,185,965,80,73,4,4,1126,147,6,11,0,0,175,2455,333,306,88,33,3208,3171,216,265,41,33,3718,127,7,5,3,9,152,36885,2657,2520,379,225,42663
21304,258,56,66,5,4,394,894,39,53,11,6,1002,62,9,5,0,4,76,68,7,3,0,0,80,148,13,11,0,3,177,348,57,57,3,5,468,21,0,0,0,0,21,119,12,17,0,0,153,872,67,65,19,8,1030,94,3,4,4,0,108,635,101,108,21,13,885,2570,351,282,71,49,3329,142,29,13,4,16,200,36068,3833,3010,676,321,43902
21305,685,137,201,26,6,1060,2622,63,92,13,4,2791,165,12,13,0,0,197,289,34,24,7,0,349,461,40,34,12,0,551,835,86,106,19,5,1052,101,15,7,0,0,123,446,9,26,6,0,489,2051,123,148,24,6,2360,217,12,10,5,3,244,1895,130,110,23,17,2167,6550,493,519,112,74,7746,258,18,16,7,27,320,75722,6339,5140,1095,525,88819
21401,113,0,3,0,0,119,717,13,23,0,6,755,75,17,19,0,7,106,75,6,9,0,0,89,384,47,25,4,0,462,661,38,15,5,0,721,42,11,7,0,0,57,148,14,13,6,0,179,2376,286,245,42,22,2965,142,15,22,3,6,187,349,28,39,13,0,425,1903,193,200,35,27,2352,161,14,13,0,15,204,43468,4110,3571,610,299,52045
21402,54,3,3,0,0,60,544,7,7,3,9,572,42,9,14,0,0,64,44,8,6,6,0,58,234,39,37,12,4,321,257,20,16,4,0,293,52,0,0,0,3,59,182,17,20,0,3,225,2813,511,488,76,33,3922,170,37,27,7,0,241,158,17,21,9,4,203,1433,163,166,40,27,1830,332,52,56,23,33,490,44901,6236,5607,1103,629,58473
21501,29,7,0,0,0,39,272,0,5,0,0,279,4,5,0,0,0,11,7,3,0,0,0,16,61,7,3,3,0,70,44,0,5,0,0,46,108,3,0,0,14,123,83,4,5,0,0,90,307,24,41,10,3,386,33,4,10,0,0,50,24,0,5,8,0,37,405,16,24,9,3,462,266,25,34,32,19,371,20434,1892,2638,1240,389,26594
21502,15,0,0,0,0,19,230,0,3,0,0,240,5,0,0,0,0,3,12,0,0,0,0,13,76,5,8,0,0,88,46,0,0,0,0,47,67,3,0,0,0,77,86,8,3,4,3,101,309,17,22,9,6,362,26,4,4,0,0,30,113,9,7,14,0,134,456,30,23,14,10,532,210,19,28,19,32,308,19860,1543,1544,630,321,23895
21503,22,4,0,0,0,26,191,0,0,3,6,195,0,0,0,0,0,4,7,0,0,0,0,7,64,7,0,0,0,73,28,4,0,0,0,34,28,0,0,0,0,35,78,3,0,0,8,92,137,7,15,12,3,175,13,3,0,0,0,14,120,5,3,7,7,143,366,12,3,5,5,390,156,8,27,29,25,245,12561,1457,1425,853,308,16600
21601,6,0,0,0,0,10,172,0,0,0,3,180,4,0,0,0,0,5,5,0,0,0,0,4,36,0,0,0,0,35,28,0,4,0,0,37,13,0,0,0,0,16,19,0,5,0,3,25,201,16,20,19,3,254,22,0,0,0,0,24,22,0,7,0,0,30,114,14,11,3,3,148,185,20,22,11,22,255,12917,1245,1506,527,254,16445
21602,10,5,0,0,0,11,123,4,0,0,3,126,6,0,0,0,0,6,0,0,0,0,0,3,22,3,0,0,0,31,23,3,0,0,0,30,46,0,0,0,0,46,35,0,4,3,0,42,150,18,22,10,4,198,7,4,0,0,0,9,11,0,8,0,0,17,101,15,9,3,0,121,110,15,26,12,6,169,8777,994,1022,445,173,11409
21603,74,15,5,0,0,94,451,7,10,0,4,468,11,3,0,0,0,16,24,0,0,0,0,23,72,6,0,0,0,72,112,14,3,0,0,130,95,4,0,4,3,103,72,7,9,0,0,93,427,39,36,5,4,510,43,3,3,0,0,48,38,3,9,0,0,48,754,46,37,17,16,869,237,24,21,13,17,302,26367,2134,1706,596,325,31126
21701,4,0,0,0,0,4,93,0,5,0,0,102,7,0,0,0,0,4,4,0,0,0,0,4,56,4,10,6,0,79,12,4,0,0,0,18,8,0,0,0,0,8,20,0,14,4,0,25,261,21,31,15,4,326,26,4,7,0,0,33,14,4,3,5,0,23,130,10,16,7,4,164,145,11,23,16,26,223,12173,925,1810,717,281,15912
21703,7,0,0,0,0,7,128,4,6,0,0,134,3,0,0,0,0,4,0,0,4,0,0,9,18,6,4,0,0,22,31,0,0,0,0,38,138,0,0,0,4,142,15,0,0,0,0,17,238,35,42,19,5,342,23,0,0,0,0,31,6,0,0,4,0,10,214,17,21,7,3,263,195,20,50,16,23,303,13446,1312,2053,692,329,17836
21704,17,0,0,0,0,19,214,0,6,0,0,223,10,0,4,0,0,6,7,0,0,0,0,7,74,4,7,0,0,96,91,0,0,0,0,95,51,0,0,0,0,49,45,8,4,0,4,57,361,36,54,16,5,465,47,0,5,3,0,56,66,0,0,0,0,72,284,12,5,10,10,321,141,16,32,11,17,219,19445,1493,2286,567,315,24109
29797,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,196,0,0,0,0,194
