POW_SA3_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
20402,8,5,14,1034,501,1542,4,0,4,32,5,40,0,0,0,61,27,93,1150,538,1686,0,3,6,4,0,4,0,0,0,0,0,0,52,7,66,11,4,8,68,13,85,94,16,112,449,250,700,288,189,476,73,30,104,334,34,368,6,0,3,14,5,19,0,0,4,10,9,28,12,8,20,71,11,82,50,9,58,193,82,270,55,10,61,52,6,59,34,4,41,1732,663,2395,4,0,4,43,5,50,3,0,3,14,0,16,36,8,48,99,14,115,76,15,89,257,49,308,244,55,300,995,147,1143,1573,264,1836,0,0,6,124,55,183,56,14,64,20,3,23,43,31,73,15,8,20,3,3,5,261,115,377,28,17,48,148,58,202,37,59,97,273,471,744,274,584,860,0,3,3,762,1188,1954,0,5,5,86,157,241,509,710,1218,591,875,1463,14,7,22,292,58,350,26,12,37,0,0,0,6,0,6,8,0
20403,4,4,8,1095,590,1686,4,0,8,81,21,102,3,0,3,62,21,86,1248,641,1884,10,0,10,0,0,0,0,0,0,11,0,12,9,3,14,18,0,14,48,4,55,157,41,199,880,419,1292,141,77,216,8,22,32,220,41,262,192,15,208,27,12,42,4,0,4,16,14,31,64,3,65,86,9,95,243,24,265,105,18,121,57,20,77,285,82,364,58,9,74,2543,799,3344,4,0,4,110,17,125,7,0,7,29,6,41,64,14,84,221,37,257,102,27,133,536,151,686,327,66,397,1418,216,1632,2384,458,2844,13,3,18,157,67,224,137,22,160,101,22,126,62,23,91,20,11,33,11,3,16,507,163,668,46,52,98,231,90,326,69,75,151,769,847,1619,384,732,1118,13,5,21,1520,1808,3328,6,5,12,486,579,1070,854,1067,1919,1344,1652,3002,70,19,86,919,163,1075,16,3,18,5,0,6,3,0,7,169,122
20501,8,5,12,1183,776,1961,5,0,5,37,10,43,0,0,3,90,37,127,1327,827,2154,3,0,8,0,0,0,4,0,4,0,0,5,28,3,31,0,0,6,36,12,44,50,16,65,439,190,633,17,14,29,14,19,32,73,16,87,0,0,7,13,12,27,0,0,0,0,5,12,11,6,18,45,9,49,59,9,73,36,13,48,61,17,77,49,12,59,39,5,47,911,348,1256,0,0,0,13,5,18,0,0,0,28,0,34,36,15,48,79,26,103,73,18,94,330,92,424,228,33,260,967,157,1123,1597,302,1901,0,0,0,129,35,162,68,25,95,20,12,33,56,20,76,13,5,15,0,0,4,293,96,392,28,25,52,117,50,161,27,33,55,238,448,683,307,624,934,0,3,9,713,1179,1897,0,0,4,94,133,222,479,707,1190,577,845,1420,21,0,23,228,52,287,26,6,32,0,0,0,0,0,0,3,0
20502,6,4,9,823,434,1252,3,5,10,72,14,85,81,27,104,60,20,77,1039,498,1535,0,4,5,0,0,0,0,0,0,15,0,17,32,5,31,7,0,9,54,11,59,51,10,58,427,305,735,19,10,25,5,10,14,81,12,93,0,4,4,15,13,27,29,10,38,3,5,9,3,0,10,28,0,32,26,4,36,32,4,38,123,23,145,19,8,24,28,3,29,889,433,1322,0,0,3,23,4,28,0,0,0,78,36,119,57,4,64,162,50,210,71,11,79,231,47,272,220,25,246,704,101,805,1219,185,1400,0,3,7,160,61,222,18,7,24,36,17,52,37,26,60,13,8,21,7,5,10,269,123,389,28,34,63,105,35,142,33,37,74,337,449,784,286,494,783,0,3,3,786,1056,1845,6,0,3,171,280,448,466,619,1087,642,900,1536,28,4,31,266,57,321,11,0,11,9,0,9,5,0,3,25,8
20503,19,9,29,1647,884,2528,5,3,7,12,0,12,26,5,38,62,30,92,1763,932,2699,0,3,3,3,0,3,14,0,15,22,7,20,60,18,81,3,0,8,105,24,128,71,20,90,520,291,806,43,30,70,9,26,29,30,11,39,5,0,4,18,8,26,3,0,3,19,10,32,9,0,10,46,9,59,46,11,58,48,8,62,56,8,62,41,4,45,49,9,62,1000,452,1452,0,0,0,43,11,51,5,6,6,201,88,290,69,17,83,319,122,435,95,18,113,572,101,673,133,22,162,1114,158,1271,1914,302,2221,5,0,6,244,115,361,56,11,62,4,0,11,29,23,55,11,9,22,14,6,15,355,168,530,27,68,88,92,28,121,29,43,81,504,687,1195,367,766,1141,0,0,3,1032,1596,2629,0,0,4,205,331,535,671,895,1564,871,1225,2100,37,18,53,355,80,438,0,0,0,0,0,3,5,3,8,9,10
20504,5,0,5,220,139,359,6,0,6,180,46,220,0,0,4,32,13,41,432,202,638,31,0,31,253,38,293,8,0,5,14,0,8,57,11,68,15,5,17,369,53,425,128,26,151,208,128,335,9,14,21,8,17,28,61,17,83,770,52,822,25,7,28,9,0,10,34,3,36,40,8,42,65,20,87,101,18,119,81,13,90,38,3,40,77,15,97,45,3,57,1700,345,2052,22,3,22,1476,193,1663,30,48,83,187,105,294,242,34,273,1953,382,2337,130,26,152,486,126,612,323,51,375,1434,183,1620,2366,390,2762,3,8,7,171,58,231,106,31,133,48,14,61,67,22,92,11,11,27,0,0,0,414,141,554,28,42,72,189,87,273,36,36,72,442,745,1181,624,1104,1729,0,3,3,1325,2018,3343,3,0,5,72,124,192,774,1128,1903,853,1253,2102,44,7,49,455,72,525,59,12,64,0,0,0,29,7,27,0,0
20505,17,0,21,1259,689,1948,0,0,6,64,12,75,3,0,3,95,27,122,1439,739,2183,14,0,11,0,0,0,337,25,366,8,4,9,15,7,19,50,3,52,424,42,461,52,12,62,155,104,260,6,5,7,0,5,5,197,37,236,0,0,6,0,6,3,5,0,5,5,0,7,3,0,4,27,8,30,41,10,51,49,4,50,71,8,77,63,10,77,19,5,22,691,210,905,7,5,10,24,0,25,27,5,33,85,40,124,43,12,55,183,68,252,48,6,61,248,45,297,272,62,336,730,93,825,1302,212,1512,5,3,10,111,47,157,47,10,57,14,5,17,4,3,15,3,8,16,5,0,5,192,78,276,15,27,47,115,43,161,24,32,57,267,398,664,231,500,725,0,0,3,656,1007,1658,0,4,4,72,118,193,326,498,823,393,621,1017,24,7,23,226,49,273,10,0,14,4,0,3,43,9,51,3,0
20601,3,0,0,14,15,31,0,0,0,0,0,0,0,0,0,10,4,14,29,23,50,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,6,0,6,8,0,12,62,36,91,177,144,323,40,16,54,62,99,161,43,7,52,12,5,14,91,50,143,0,0,0,64,56,118,10,3,13,18,4,21,13,0,14,26,0,26,9,0,9,122,60,180,77,36,118,821,526,1347,0,0,0,21,10,28,0,0,3,4,0,4,48,7,53,70,20,89,52,14,71,537,74,612,70,26,97,852,89,940,1515,208,1722,22,22,39,62,21,79,87,45,133,23,3,28,81,74,155,70,90,162,0,0,3,343,254,597,48,62,108,25,7,35,47,8,59,740,680,1420,610,841,1452,7,10,22,1476,1618,3093,0,0,0,84,73,160,1488,1334,2820,1571,1412,2987,14,4,18,335,60,398,7,3,11,0,0,0,3,5,7,0,0
20602,0,0,0,12,8,24,0,0,0,0,0,0,0,4,7,12,4,16,29,12,44,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,10,4,14,56,23,74,95,113,204,16,5,25,53,125,181,15,11,23,0,0,10,46,34,78,0,0,0,10,9,19,14,4,22,20,17,36,34,4,40,5,0,13,12,3,19,98,20,123,69,35,104,559,396,950,0,0,0,30,5,35,10,0,10,9,5,12,14,3,16,62,16,85,47,8,57,405,73,480,35,20,54,873,145,1013,1359,245,1601,4,12,12,47,17,61,59,21,80,3,6,5,63,45,112,96,79,172,0,6,5,280,178,455,25,40,63,46,12,50,24,5,27,377,334,714,456,732,1190,6,12,19,927,1138,2065,0,0,0,33,32,64,807,804,1613,843,834,1681,3,3,9,87,13,102,9,0,9,0,0,0,0,0,4,0,0
20603,0,0,0,8,11,22,0,0,0,0,0,0,0,0,0,0,0,4,17,14,32,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,0,0,0,8,3,10,9,4,15,141,161,304,3,3,4,10,35,44,5,3,5,0,0,5,12,4,14,0,0,0,7,10,8,5,0,5,9,0,9,4,0,4,3,0,3,3,3,3,25,8,42,13,4,23,237,236,478,0,0,0,18,10,28,0,0,0,0,0,0,7,5,12,33,12,48,46,10,61,459,120,582,25,14,34,571,83,657,1109,230,1332,4,5,15,28,21,46,9,6,14,7,5,9,17,9,22,17,15,36,0,0,0,89,62,149,30,32,60,45,15,58,33,11,39,478,496,974,400,741,1134,4,13,14,984,1297,2283,9,0,8,40,62,106,1148,1061,2211,1202,1119,2322,17,10,27,237,67,301,9,3,18,6,7,11,14,18,32,0,3
20604,5,7,12,239,148,387,4,4,7,41,37,80,7,3,11,51,38,90,352,234,589,34,32,63,7,5,19,270,147,412,188,103,289,20,7,23,82,28,114,600,328,929,115,68,183,1138,1082,2221,650,555,1204,56,112,170,19,0,23,35,20,55,207,116,319,7,5,13,1010,1164,2174,103,62,169,116,45,160,82,70,156,40,12,55,543,155,695,406,170,572,134,77,211,4660,3717,8380,170,77,248,4321,3014,7337,368,282,656,505,412,920,429,171,601,5792,3963,9753,655,214,865,5062,1499,6552,3426,1347,4769,3807,632,4450,12948,3694,16635,85,50,139,683,563,1247,1755,601,2360,40,10,51,350,275,632,517,636,1148,29,21,54,3468,2160,5630,301,357,660,330,135,463,420,325,748,1606,1343,2947,4591,7418,12013,198,188,384,7444,9763,17211,34,21,51,2355,2475,4823,10223,9005,19221,12602,11494,24099,309,145,457,1832,483,2320,4163,1659,5822,215,126,342,117,127,244,213,99
20605,3,0,8,127,66,189,3,0,5,8,3,12,3,0,3,13,11,21,153,86,237,16,9,18,12,4,17,3,0,4,261,170,432,3,5,5,12,7,18,307,186,492,194,77,269,748,720,1471,129,68,190,42,128,171,9,6,14,6,3,12,250,131,381,3,0,3,122,85,204,78,20,97,363,119,480,13,0,11,29,7,40,806,159,963,644,185,823,41,34,77,3484,1725,5201,26,4,38,139,35,175,4,3,9,12,3,18,103,53,151,278,107,387,293,83,373,3368,1029,4402,602,153,758,3012,399,3413,7274,1671,8947,79,60,133,211,105,319,720,267,990,284,102,384,193,148,343,503,715,1219,5,9,18,2000,1404,3406,196,206,401,606,257,863,58,28,90,1089,741,1830,1509,2017,3528,63,50,113,3522,3304,6824,4,3,9,394,347,737,2646,2385,5036,3046,2736,5783,168,68,235,1167,176,1344,43,19,59,277,88,366,40,25,67,27,8
20606,0,0,0,27,20,44,3,0,3,0,0,0,4,0,4,0,0,8,35,22,56,6,4,9,0,0,0,4,0,5,7,4,10,10,0,11,5,4,13,29,14,42,23,10,34,88,122,211,13,14,22,16,70,89,3,3,4,3,0,6,26,17,43,0,0,0,17,14,31,9,4,10,7,0,7,0,0,3,4,0,7,0,4,3,33,26,56,22,14,34,262,300,563,0,0,0,41,35,76,0,0,0,3,0,4,5,4,8,50,43,95,78,16,92,778,185,963,51,15,69,670,94,766,1591,313,1904,11,13,30,26,23,52,42,28,66,35,7,42,41,62,105,55,90,150,24,39,67,241,267,511,58,110,169,94,22,116,30,19,48,749,514,1265,786,1871,2652,29,25,52,1741,2560,4298,3,3,5,152,147,298,2228,1826,4056,2381,1981,4366,14,5,24,270,71,340,10,6,16,12,6,15,5,0,5,4,0
20607,0,4,6,68,60,128,0,0,0,0,0,5,6,0,9,8,0,6,77,69,149,14,0,14,0,0,0,4,0,4,3,0,7,5,3,12,3,0,9,36,6,45,114,76,193,551,430,978,361,105,463,77,227,303,57,22,80,4,5,11,164,100,263,0,0,0,139,243,387,43,34,81,23,13,32,13,4,20,11,9,15,233,54,287,196,83,278,81,62,141,2064,1465,3535,24,15,34,769,471,1241,7,5,6,9,4,17,19,3,25,823,502,1324,207,65,276,2107,507,2609,284,132,414,1610,193,1801,4204,896,5099,36,56,89,219,123,344,528,274,803,109,63,170,184,141,324,398,724,1118,12,3,15,1483,1376,2856,199,179,376,578,183,763,240,176,415,1197,884,2082,2669,5204,7879,62,68,132,4943,6706,11646,9,10,21,219,198,418,3720,3299,7019,3946,3513,7454,54,25,75,579,91,667,111,31,141,12,4,15,557,345,908,6,9
20701,3,3,9,79,39,126,4,6,16,4,6,6,0,3,3,27,15,42,121,75,195,9,0,11,0,0,0,3,3,11,23,12,32,6,0,8,10,4,13,53,18,72,78,49,122,229,347,574,49,24,69,31,81,114,20,5,27,99,70,171,70,42,108,0,3,3,76,72,142,7,12,18,68,56,126,17,5,22,48,25,71,13,3,14,91,71,162,60,39,92,948,895,1843,17,13,29,109,65,177,6,3,12,13,0,15,29,12,43,176,94,267,114,34,151,1562,389,1954,375,105,480,1444,214,1655,3503,737,4239,41,40,84,122,80,202,233,102,335,16,4,18,97,97,200,353,442,792,20,20,39,881,790,1669,119,146,261,116,25,143,143,71,209,1990,1686,3681,2064,3141,5209,22,32,57,4457,5104,9565,9,0,4,106,110,219,2409,2235,4644,2518,2352,4869,60,29,88,400,115,521,78,21,97,5,0,4,12,5,14,4,5
20702,0,0,0,42,21,63,0,0,0,0,0,0,0,0,0,0,0,0,46,24,64,0,0,0,0,0,0,0,0,4,4,0,4,3,0,4,0,0,0,9,4,20,23,13,37,80,140,217,5,5,10,11,22,34,9,7,13,30,11,43,11,3,21,0,0,0,10,14,22,7,4,13,34,12,45,6,0,10,44,28,73,6,0,0,22,13,36,27,12,45,324,281,602,4,0,7,18,3,24,0,0,0,0,4,3,3,0,8,32,12,41,61,29,94,569,155,723,143,37,181,741,126,863,1517,345,1860,25,20,42,75,38,108,42,21,64,57,12,73,54,54,115,59,63,118,0,0,3,311,205,519,61,63,128,253,84,339,38,18,58,763,774,1532,780,2138,2915,10,21,35,1912,3093,5006,0,0,0,36,31,67,1135,1274,2409,1172,1306,2476,23,5,31,484,46,525,19,6,26,4,0,3,4,0,4,6,0
20703,0,0,0,26,15,39,0,0,0,0,5,5,0,0,0,6,7,14,34,22,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,12,0,13,85,24,106,85,107,200,9,5,10,16,47,70,25,16,37,168,36,206,59,20,78,0,0,0,13,16,30,21,6,31,3,0,7,8,6,17,96,87,183,32,8,39,141,65,207,88,25,113,844,477,1322,0,0,8,50,14,74,0,0,3,8,3,13,12,3,17,85,29,115,85,23,107,736,159,895,181,63,251,1379,197,1578,2386,444,2826,43,42,88,356,222,579,287,141,428,65,17,81,50,55,109,87,77,163,9,9,20,895,563,1456,73,72,149,219,73,293,48,21,68,704,660,1354,766,1021,1784,14,19,36,1818,1869,3692,6,0,11,72,86,158,1200,1302,2506,1282,1393,2673,32,6,35,137,21,157,40,18,52,0,0,0,8,3,17,5,0
20801,0,5,5,24,19,44,0,0,6,3,0,3,0,0,0,8,4,8,36,26,63,5,0,5,0,0,6,4,0,4,13,0,12,0,0,0,6,0,13,23,5,30,74,21,90,95,168,260,30,11,39,15,37,54,137,33,170,3,6,10,62,43,106,4,0,4,43,27,69,94,41,136,14,4,18,8,0,13,25,9,32,28,6,40,86,35,124,90,24,117,810,471,1284,0,0,0,27,12,36,3,3,9,7,0,10,15,4,26,52,25,84,97,29,123,935,224,1157,68,16,76,1242,162,1402,2328,426,2759,17,20,40,55,35,86,101,53,160,13,6,19,34,41,74,89,109,202,8,3,8,320,271,591,47,58,107,131,31,164,36,25,59,707,561,1262,600,1065,1664,17,18,30,1531,1758,3294,3,0,3,77,89,166,1315,1270,2590,1399,1356,2757,18,3,25,173,51,218,30,13,38,6,9,12,11,6,15,7,0
20802,0,6,3,24,18,38,0,0,0,0,0,0,0,0,0,0,0,0,27,19,44,0,0,0,0,0,0,3,0,3,9,0,11,0,0,0,0,0,0,18,0,18,33,20,56,143,214,358,8,4,10,16,45,62,6,11,14,9,8,10,43,30,74,3,0,3,10,14,26,10,3,13,5,3,10,4,0,4,10,3,9,28,8,31,110,105,216,44,30,75,478,496,970,4,5,8,31,15,42,0,0,0,4,4,9,12,8,26,53,22,77,72,22,97,937,201,1132,44,12,54,1621,239,1862,2674,477,3147,16,23,33,93,31,128,70,33,104,40,8,52,25,26,50,66,79,152,9,5,16,325,210,534,81,82,162,281,87,370,56,25,78,825,690,1514,949,1278,2226,126,123,247,2317,2278,4593,0,0,0,52,44,94,1640,1652,3294,1696,1697,3393,15,3,22,280,58,345,88,32,122,0,0,0,5,0,7,0,0
20803,0,4,9,213,138,346,0,0,0,4,0,7,6,3,5,25,14,34,248,158,403,26,11,32,3,0,3,3,0,3,6,6,11,11,3,11,4,0,8,54,16,76,861,350,1216,1432,1189,2618,383,118,494,191,222,411,164,36,200,221,76,292,379,139,518,7,0,8,423,331,758,669,235,913,236,57,296,363,86,447,560,109,667,463,81,548,779,233,1015,495,203,699,7626,3466,11095,4,5,6,76,30,104,15,0,11,102,46,143,179,37,219,369,119,493,326,80,398,1495,387,1874,717,210,923,4101,645,4744,6628,1314,7936,196,122,318,494,245,742,476,258,737,144,39,190,290,203,488,657,578,1239,4,5,12,2276,1457,3730,198,188,391,478,122,601,55,25,84,1242,1132,2374,2207,3292,5501,62,54,110,4243,4817,9063,3,3,12,62,65,121,1939,2237,4180,2005,2305,4311,118,41,159,850,166,1014,78,39,115,5,10,14,152,47,198,9,4
20804,0,3,4,24,23,47,0,4,4,0,0,0,0,0,0,0,0,0,25,29,60,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,10,7,13,22,74,113,180,24,13,35,6,35,38,5,4,5,0,0,0,6,0,11,0,0,0,3,10,11,0,0,0,0,0,4,4,0,0,0,0,3,10,0,5,17,7,32,12,6,18,171,204,370,3,0,3,33,11,40,0,0,0,0,0,0,7,0,7,42,10,55,26,7,32,375,63,429,18,0,23,438,74,513,855,144,998,3,6,10,67,24,85,27,14,44,4,3,10,36,56,84,71,127,194,3,10,13,207,234,441,37,109,150,50,12,68,24,9,31,346,373,717,1208,3243,4445,13,36,51,1682,3777,5458,0,0,4,57,49,108,1094,1284,2381,1151,1342,2485,3,7,14,43,6,53,49,16,66,0,0,0,5,0,5,0,0
20901,3,0,4,50,17,68,0,0,0,6,0,3,0,0,0,15,3,19,69,22,94,3,0,4,0,0,0,0,0,5,3,0,3,7,0,4,5,4,9,29,5,30,169,48,213,149,260,412,4,3,7,37,59,95,77,14,89,81,20,99,199,77,277,0,0,0,42,21,61,36,16,51,34,5,41,113,27,142,138,33,168,82,13,94,222,64,286,148,39,188,1524,699,2228,0,0,0,24,4,28,3,0,3,8,3,6,46,5,58,84,11,98,119,30,145,803,149,951,236,61,290,1822,279,2104,2975,514,3489,16,14,30,105,44,152,76,15,89,21,7,25,41,40,83,78,77,158,0,0,0,346,196,547,61,66,127,178,46,226,27,20,45,852,882,1737,618,1233,1853,21,12,39,1758,2266,4021,0,0,7,56,43,97,1131,1363,2490,1184,1408,2591,18,6,23,308,94,406,52,22,67,3,0,3,6,8,15,0,3
20902,0,0,0,86,84,168,0,0,0,0,0,5,0,0,0,8,9,22,99,98,194,10,0,15,0,0,0,0,0,0,28,16,44,0,0,5,11,7,24,56,24,81,162,57,222,272,236,514,95,36,130,93,110,197,49,6,56,180,46,226,75,39,113,0,0,0,107,40,141,361,70,429,47,15,60,61,10,69,157,58,211,144,28,170,113,41,150,137,36,177,2065,813,2877,0,0,0,14,5,18,8,0,8,22,7,29,28,11,40,77,21,100,100,36,135,503,108,612,160,38,195,1086,149,1236,1850,326,2176,37,23,65,130,51,175,74,40,115,120,26,145,262,98,361,127,158,281,5,0,5,754,392,1146,57,75,129,229,60,288,41,17,54,641,584,1226,1290,2132,3420,10,30,37,2261,2889,5153,0,0,4,75,83,154,1062,1073,2137,1149,1152,2302,38,11,49,620,92,715,44,4,50,0,3,4,0,0,7,0,0
20903,5,0,5,204,129,334,0,0,0,5,0,5,0,0,0,37,23,58,244,152,396,7,3,10,5,0,5,0,0,0,3,0,5,8,5,12,3,0,6,23,9,30,38,12,55,48,94,143,17,10,31,11,14,32,9,6,12,0,0,0,17,16,30,0,0,0,9,16,21,14,5,19,9,10,16,15,0,14,30,12,40,25,3,24,28,7,38,66,18,81,334,225,554,0,4,6,12,4,19,0,0,3,26,17,41,18,7,19,56,30,92,44,23,72,353,108,461,69,22,89,1138,209,1345,1601,363,1961,15,9,16,122,53,174,32,5,36,21,6,25,18,10,27,24,28,53,0,0,3,227,106,329,17,26,46,35,12,49,39,30,70,282,291,576,249,377,622,4,4,8,624,745,1370,0,3,4,15,13,34,591,754,1351,612,776,1387,14,9,20,129,26,154,29,13,42,3,0,3,9,0,13,3,0
20904,3,0,8,398,290,694,3,0,3,4,0,4,0,0,0,24,19,43,434,312,742,22,3,29,0,0,0,4,5,8,11,0,11,70,8,80,13,0,13,124,19,143,526,150,679,1205,1042,2251,91,42,137,189,240,426,150,38,190,121,48,175,150,52,199,18,5,21,65,56,123,180,59,236,278,75,351,223,44,270,388,91,481,562,135,698,543,150,696,411,96,512,5111,2319,7426,16,0,17,110,32,140,47,16,60,67,21,89,158,25,189,398,99,495,395,75,474,1618,371,1987,848,147,995,4443,692,5134,7301,1291,8592,93,56,144,324,110,426,269,126,391,177,94,276,731,325,1053,242,226,469,0,0,4,1831,926,2758,125,120,244,435,138,577,125,91,219,1773,1819,3595,1417,2605,4021,20,33,54,3896,4812,8705,10,5,12,82,89,176,1883,2427,4314,1979,2519,4495,139,43,182,1910,253,2164,146,55,202,8,3,15,18,10,26,93,28
