POW_SA3_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
20402,0,5,0,11,10,0,0,12,0,41,4,4,4,15,20,0,4,8,0,54,3,12,16,7,29,0,12,19,0,104,5,20,8,11,14,0,8,5,0,66,14,20,7,7,13,0,0,0,0,67,9,10,4,0,7,0,0,0,0,35,16,11,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,59,86,42,78,99,0,26,62,6,463,66,9,13,11,19,8,0,26,5,164,34,15,27,140,27,242,12,223,3,718,89,25,44,85,31,154,21,161,0,611,112,31,58,107,43,109,24,126,8,624,139,37,135,120,69,127,28,146,8,823,180,85,208,280,154,227,53,259,9,1473,200,116,280,322,237,238,131,330,10,1877,315,205,470,321,289,230,291,425,12,2561,438,298,496,271,306,149,300,365,34,2659
20403,5,4,7,11,13,0,6,6,0,55,0,17,13,11,19,0,10,12,0,90,6,23,25,8,31,0,20,17,0,138,16,46,16,6,31,0,9,12,5,139,18,43,11,4,14,0,0,0,0,89,16,21,6,4,0,0,0,0,0,46,38,20,6,5,4,0,0,0,0,78,9,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,117,183,85,65,131,0,45,80,4,716,69,12,21,19,19,19,8,30,7,207,35,28,31,180,42,396,20,299,7,1033,75,41,54,156,55,254,27,201,14,876,124,62,72,173,69,163,50,206,10,927,152,91,194,235,106,204,51,229,8,1273,272,116,313,412,221,356,105,398,22,2214,367,159,454,570,311,360,216,523,29,2988,396,255,711,570,473,326,458,651,45,3879,578,427,862,448,492,235,641,512,53,4245
20501,0,0,0,10,5,0,0,7,0,18,0,4,6,10,12,0,0,3,0,30,0,10,11,9,19,0,0,6,0,49,6,15,10,3,29,0,0,4,0,68,0,16,0,0,10,0,0,3,0,30,3,18,0,0,7,0,0,0,0,33,10,16,0,0,3,0,0,0,0,39,4,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,38,87,37,44,86,0,4,55,8,357,65,14,7,6,18,17,4,22,5,159,32,32,31,130,20,251,19,216,10,729,63,48,62,137,56,178,27,211,5,777,86,42,82,121,92,115,22,138,9,707,99,70,127,169,104,118,24,166,11,886,171,110,249,288,179,195,46,278,13,1520,222,128,269,336,237,198,96,423,15,1923,327,181,399,342,347,204,183,469,24,2478,376,285,454,237,286,178,205,309,19,2342
20502,0,5,0,11,9,0,4,5,0,32,3,5,4,5,20,0,0,4,0,45,11,7,9,4,25,0,4,20,0,77,3,23,0,5,29,0,0,4,0,69,9,20,3,5,22,0,0,0,0,54,9,15,3,0,9,0,0,0,4,40,15,8,3,0,3,0,0,0,0,26,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,64,77,28,35,127,6,18,57,8,424,60,8,10,6,12,11,3,15,0,128,46,17,26,90,14,211,13,148,0,570,54,29,40,75,40,127,9,109,3,495,100,28,67,112,68,114,25,154,9,674,131,36,120,145,95,125,29,156,3,838,173,80,225,284,171,231,62,275,15,1512,218,117,250,349,219,229,110,339,23,1846,264,156,351,267,246,239,210,380,26,2135,329,240,389,235,267,154,211,293,20,2137
20503,0,0,0,0,14,0,3,3,0,27,5,5,4,0,22,0,0,5,0,39,0,15,19,4,27,0,8,22,9,105,6,16,9,0,40,0,3,16,4,94,12,39,10,5,25,0,0,6,0,101,10,32,10,4,20,0,0,0,0,78,27,39,4,3,10,0,0,3,3,91,15,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,83,163,58,25,174,5,20,79,22,617,125,5,17,18,18,14,4,25,5,238,67,25,39,202,38,330,11,212,9,932,113,49,62,148,58,233,10,188,9,873,144,59,103,170,93,160,15,190,16,949,193,63,181,209,133,226,38,222,12,1272,291,127,301,337,238,347,72,311,10,2030,340,164,381,387,251,321,96,335,22,2300,442,249,519,338,307,307,205,386,32,2777,521,332,555,259,282,196,189,337,35,2710
20504,5,7,6,45,17,3,0,3,0,78,0,20,7,19,51,0,3,3,0,115,4,28,13,21,39,0,6,16,4,128,7,26,7,9,27,0,0,11,4,93,10,32,11,6,30,0,4,5,0,94,10,25,0,3,10,0,0,0,3,55,25,21,4,0,5,0,0,0,0,62,15,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,80,156,67,203,200,6,20,61,11,805,22,16,30,10,12,29,12,27,12,176,27,32,35,145,31,457,13,260,9,1015,38,41,64,146,69,337,24,191,5,925,55,49,107,158,113,246,40,188,10,963,54,61,182,237,140,262,53,228,9,1231,126,103,335,398,278,366,66,306,18,1992,184,163,409,519,376,362,169,342,18,2544,264,259,586,505,580,370,273,360,38,3238,338,411,667,435,601,238,348,258,39,3330
20505,0,4,4,0,0,0,0,0,0,14,4,3,9,0,11,0,7,12,0,41,4,6,10,7,17,0,15,4,6,63,4,12,14,0,14,0,3,4,0,45,4,18,5,0,19,0,0,0,0,50,10,16,0,0,3,0,0,0,0,38,14,9,0,0,12,0,0,0,0,32,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,69,48,35,86,3,27,51,8,367,68,6,11,10,15,7,9,21,4,161,45,22,24,87,16,236,12,153,4,591,83,19,46,80,35,129,11,106,3,519,112,24,50,96,40,99,11,96,4,546,118,51,139,145,70,117,27,137,7,803,171,70,204,220,130,175,42,224,14,1250,197,100,243,268,165,196,89,263,20,1540,269,112,298,272,205,181,158,323,21,1838,339,210,321,227,220,109,170,238,18,1850
20601,3,13,3,25,9,0,3,3,0,69,0,12,7,27,16,0,0,5,0,62,0,19,8,18,36,0,9,5,0,104,0,31,16,13,35,0,4,0,0,97,8,44,11,6,24,0,0,4,0,105,14,41,3,9,18,0,0,0,3,92,37,64,6,5,12,0,0,0,3,128,12,0,0,0,3,0,0,0,0,13,9,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,95,236,59,123,177,5,27,61,9,793,30,27,15,20,13,16,5,21,9,161,16,77,25,137,37,284,19,163,4,757,35,115,49,233,82,248,31,142,10,952,53,180,82,271,110,227,48,133,13,1115,65,201,171,328,133,242,59,203,7,1415,135,274,286,565,204,315,126,248,23,2175,192,380,393,585,262,294,143,260,28,2556,297,548,554,625,352,252,202,275,25,3128,401,873,569,463,357,219,150,162,34,3229
20602,0,6,0,0,0,0,0,0,0,13,0,3,4,7,3,0,0,0,0,17,0,0,3,7,9,0,0,4,0,17,0,6,0,7,6,0,0,0,0,17,5,15,0,4,3,0,0,0,0,19,4,3,0,4,0,0,0,0,0,11,4,4,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,38,9,27,24,4,0,19,0,139,18,19,19,4,3,6,0,8,8,86,6,60,14,125,30,118,8,91,3,462,21,82,40,147,58,106,14,71,5,546,36,88,58,206,63,129,28,72,0,681,48,99,87,200,87,107,31,104,11,777,86,175,194,324,149,129,71,146,13,1293,117,217,272,326,187,149,111,149,18,1550,164,300,379,369,264,146,207,161,24,2013,277,447,431,304,299,140,125,123,22,2167
20603,3,9,4,20,11,0,0,5,5,56,4,10,0,21,15,0,3,0,0,57,11,17,12,26,19,0,0,13,3,100,4,22,16,14,40,0,4,16,0,119,4,34,4,8,29,0,6,5,0,94,7,56,7,8,17,0,5,6,0,104,21,72,6,6,21,0,0,0,0,128,5,0,0,0,0,0,0,0,0,13,13,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,79,234,63,118,162,4,17,71,13,750,22,22,8,30,10,16,4,15,11,147,18,48,20,186,27,357,12,175,3,854,25,105,36,226,90,271,21,139,3,923,33,94,50,244,102,208,18,113,9,880,54,90,96,277,103,163,34,135,4,951,107,161,175,379,216,209,23,182,12,1466,115,208,236,453,252,202,39,188,21,1719,212,337,358,505,266,178,50,170,32,2106,266,484,356,358,411,145,39,150,32,2245
