POW_SA3_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
20603,24,27,10,3,0,0,0,61,5,3,0,0,0,0,0,3,27,16,9,5,3,0,0,63,57,42,16,10,9,3,0,130,302,1265,1574,1665,990,324,25,6145,967,664,506,421,341,129,16,3058,11,27,19,17,11,10,0,97,3755,4978,4453,4421,3048,950,102,21703
20604,623,1177,930,422,257,65,3,3471,20,21,22,16,5,5,0,86,187,424,218,84,57,19,3,992,824,1619,1164,523,320,89,6,4548,13168,80447,94044,59022,27706,5405,494,280283,8338,14660,12156,6179,4846,1635,223,48029,271,558,409,233,191,102,90,1854,41858,146390,144643,92131,50811,11537,1210,488582
20605,183,290,169,103,56,19,0,818,4,9,5,0,0,0,0,19,58,109,48,24,15,6,0,258,247,406,221,126,71,20,0,1097,1850,10741,11207,8227,4141,1199,189,37555,1856,2329,1739,1062,844,345,45,8217,64,101,77,47,35,20,14,351,9664,27566,23884,17688,10594,3050,453,92908
20606,73,92,36,10,9,0,0,228,5,4,0,0,0,0,0,5,30,56,22,7,5,0,0,120,103,149,60,20,16,3,0,354,675,3437,2771,2188,1394,615,154,11226,1407,1514,787,471,417,217,66,4871,9,31,21,17,16,12,8,120,5383,11006,7441,5724,4052,1634,356,35586
20607,154,228,120,76,36,9,0,622,0,10,5,4,0,0,0,19,67,175,61,27,17,8,0,357,225,412,184,101,51,18,0,991,1961,12658,11256,6857,3214,928,162,37033,2529,3546,2301,1309,971,440,60,11149,55,115,65,60,36,17,10,354,11115,31257,23734,15882,9540,2909,419,94862
20701,95,96,31,27,19,3,0,272,12,7,0,0,0,0,0,19,37,63,12,24,15,6,0,160,139,163,44,57,29,15,0,454,1392,6709,8260,7722,4869,1754,365,31068,2860,1861,1427,1203,1111,477,76,9011,37,71,51,50,27,22,15,279,10788,18250,16942,16044,11513,3982,707,78222
20702,18,16,7,3,0,0,0,45,4,4,4,0,0,0,0,21,7,20,9,3,3,0,0,45,33,42,15,12,8,0,0,110,291,1093,1594,1667,1134,424,134,6333,1561,768,598,557,578,170,27,4265,12,24,16,17,10,10,11,97,5134,5434,5103,5158,4147,1302,249,26526
20703,44,38,24,14,10,5,0,133,7,0,0,0,0,0,0,16,24,38,16,8,3,0,0,88,72,77,48,22,13,6,0,235,719,3306,4224,4106,2550,709,114,15732,1539,1261,1069,829,842,271,40,5861,26,52,36,35,26,4,9,192,6493,11830,11119,10236,7627,2005,299,49600
20801,34,42,12,5,5,0,0,100,0,5,0,0,0,0,0,3,18,26,13,4,4,4,0,63,54,70,18,15,15,4,0,172,433,1346,2115,2841,2037,864,203,9829,1363,739,625,599,615,228,40,4214,26,30,24,16,23,7,8,140,5237,6227,6162,7115,5713,2058,381,32884
20802,60,72,31,17,10,5,6,200,3,4,6,0,0,0,0,15,26,36,17,9,10,0,0,94,93,110,49,28,19,13,6,305,580,2271,3203,3331,2184,938,153,12661,1570,963,832,725,633,289,62,5071,22,45,35,28,15,11,5,173,6293,9246,8845,8773,6525,2467,364,42510
20803,74,66,17,23,5,0,0,194,8,3,0,0,0,0,0,12,47,63,25,23,10,5,0,177,123,137,46,47,21,7,0,384,488,2135,3382,3623,2077,623,98,12431,2754,1501,1156,1128,1062,419,63,8092,41,75,67,56,33,30,11,307,11034,14894,14640,15703,11543,3259,437,71510
20804,57,64,24,10,9,0,0,163,9,5,0,0,0,0,0,13,21,34,21,7,4,0,0,85,85,105,40,13,15,3,0,257,290,1252,1502,1492,918,382,93,5932,1863,955,592,442,407,145,23,4428,12,33,13,22,14,9,0,104,5503,6125,4710,4384,3130,1147,192,25202
20901,33,35,15,7,0,0,0,98,4,6,4,0,0,0,0,19,18,33,14,17,11,3,4,98,57,76,31,25,13,9,4,213,396,1638,2334,2333,1592,611,88,8992,1716,1432,1203,955,939,350,41,6637,22,32,37,21,27,8,12,168,6903,10634,9807,9639,7575,2328,284,47174
20902,29,49,11,12,4,4,0,113,14,12,0,0,9,0,0,27,23,42,19,12,7,0,0,104,64,101,33,27,15,9,0,246,352,1970,2506,2108,1351,305,31,8626,1228,967,695,633,535,208,27,4282,31,46,28,27,22,11,7,168,5091,8775,8124,7547,5538,1386,150,36609
20903,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,13,9,7,3,5,3,0,0,30,148,509,955,1246,988,415,86,4348,886,348,318,292,336,118,17,2310,14,8,9,4,6,5,0,57,2976,2609,2920,3398,2826,960,178,15870
20904,48,60,22,7,5,4,0,147,14,5,6,0,0,0,0,22,60,86,65,30,18,3,0,265,119,147,90,45,24,7,0,439,445,2340,3182,2489,1482,413,79,10425,2427,1768,1545,1098,908,288,39,8080,54,89,73,36,41,15,10,325,11806,17870,16892,14305,9981,2411,275,73549
21001,27,32,25,14,3,0,0,94,5,3,0,0,0,0,0,14,24,26,21,18,6,3,0,102,60,59,39,25,11,5,0,202,224,1220,1878,1680,915,291,33,6233,1140,765,656,647,556,180,20,3966,31,48,35,23,17,11,6,174,5500,8516,8252,8162,5747,1412,167,37754
21002,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,12,52,201,418,537,387,163,50,1826,357,141,141,133,143,45,11,977,6,13,3,4,8,7,3,42,1624,1384,1615,1791,1390,486,107,8406
21003,13,21,12,0,9,0,0,53,3,0,0,0,0,0,0,6,15,27,27,7,6,0,0,80,32,48,38,10,10,0,0,132,143,688,845,755,477,111,10,3024,371,388,343,299,249,86,6,1748,10,18,11,9,14,5,0,65,2112,4008,3700,3447,2548,597,70,16490
21004,5,3,0,0,0,0,0,10,0,0,4,0,0,0,0,4,6,5,5,0,3,0,0,15,6,10,6,4,0,0,0,33,83,379,538,521,360,129,24,2038,501,309,220,210,183,56,6,1479,6,8,5,9,12,0,3,42,2051,2230,1982,1924,1489,439,57,10171
21005,48,48,34,16,7,4,0,156,15,5,4,3,0,0,0,31,83,112,91,58,30,12,0,380,143,168,132,70,39,14,0,563,531,2683,3772,2986,1755,370,42,12127,1787,1970,1808,1600,1250,332,22,8768,95,129,118,62,42,20,6,467,11549,21946,21836,19170,13457,2694,225,90874
21101,34,42,20,3,4,0,0,100,10,8,0,0,3,0,0,21,49,48,35,7,11,4,0,143,88,95,56,19,10,4,0,264,579,2686,3972,3793,2449,674,110,14270,2348,1340,1236,1106,1112,411,52,7611,22,44,44,44,36,14,18,227,10492,14822,15317,15640,12292,3162,362,72089
21102,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,0,0,0,12,69,183,352,534,443,210,66,1859,226,110,84,111,113,58,4,701,0,4,6,5,5,0,0,20,768,837,913,1237,1071,383,95,5311
21103,40,32,8,10,7,0,0,91,5,3,0,0,0,0,0,12,27,33,20,15,6,4,0,105,69,70,27,22,10,4,0,204,324,1379,2078,2171,1550,506,82,8102,2260,1086,931,847,807,297,47,6268,18,45,36,28,17,10,13,165,8301,9522,9267,9499,7659,2079,276,46602
21104,13,13,5,9,0,0,0,41,5,5,0,0,0,0,0,9,12,17,10,4,6,0,0,50,23,37,15,13,7,0,0,98,264,1114,1716,1591,935,304,66,5990,993,522,502,482,494,191,27,3215,8,20,21,18,9,8,0,85,3774,4964,5363,5466,4111,1274,165,25117
21105,13,10,3,4,5,0,0,26,10,0,0,0,0,0,0,10,16,12,11,11,6,0,0,57,30,25,11,12,8,6,0,94,303,1310,2062,2267,1758,760,150,8606,2164,1126,1034,957,917,331,43,6577,32,24,31,39,39,27,7,196,8198,8408,8661,9440,7721,2434,340,45211
21201,5,11,0,4,6,0,0,18,3,0,0,0,0,0,0,0,25,24,26,5,0,0,3,81,29,30,30,9,0,0,3,104,232,1011,1396,1268,967,377,93,5344,1217,736,582,531,421,147,16,3645,23,42,30,25,21,19,11,172,5830,7179,6640,6054,4320,1248,230,31507
21202,30,30,8,3,3,0,0,66,12,0,0,0,0,0,0,11,65,29,26,12,12,3,0,151,105,56,34,15,13,3,0,232,336,1429,2118,2019,1267,347,52,7571,1947,1166,947,813,668,198,22,5764,21,56,47,34,20,8,12,190,8354,10146,9927,9203,6501,1564,194,45896
21203,17,23,3,0,0,0,0,50,17,5,0,5,0,0,0,22,80,55,58,19,10,0,0,221,113,80,61,20,10,0,0,287,354,1478,1939,1370,799,267,34,6241,1378,850,764,594,407,139,16,4163,18,44,33,26,13,7,12,157,6861,8687,8886,6547,4216,1052,112,36363
21204,92,106,53,32,17,5,0,300,15,9,10,0,0,0,0,34,124,143,64,59,45,8,0,438,231,257,123,86,63,8,0,773,696,3539,4549,4295,2795,660,78,16610,1801,1939,1720,1436,1491,551,74,9016,95,171,114,76,65,27,20,561,13886,28642,28292,27867,21152,5080,493,125415
21205,112,149,70,37,18,0,0,389,20,11,9,5,0,0,0,51,75,87,60,23,22,14,0,284,208,250,138,63,43,16,0,723,1469,6917,9426,8302,4859,1241,171,32393,2890,2526,2179,1652,1555,554,86,11448,64,107,91,72,54,27,27,445,13988,27114,27331,24520,17196,4565,547,115259
21301,45,60,19,11,5,5,0,143,7,0,0,0,0,0,0,19,69,87,56,21,14,4,0,257,120,151,77,40,24,9,0,422,371,1956,2458,2169,1425,327,31,8744,1538,1471,1257,998,878,270,28,6430,45,91,69,53,26,15,8,304,8713,15805,14768,13317,9532,2142,187,64456
21302,33,33,26,16,7,3,0,120,7,0,0,0,0,0,0,9,28,35,15,12,6,0,0,96,70,68,40,28,13,3,0,226,199,1127,1806,1702,1030,272,35,6173,1015,704,694,527,496,161,16,3611,27,23,31,29,11,13,5,129,4612,8055,8243,7545,5538,1305,135,35433
21303,86,90,28,18,8,4,0,236,14,5,0,0,0,0,0,20,41,62,25,17,5,4,0,155,137,158,60,30,16,3,0,407,304,2045,2656,2197,1264,280,25,8765,1753,1310,909,658,594,208,19,5456,33,55,36,34,19,8,4,194,6650,10851,9523,8241,5869,1415,110,42663
21304,16,23,11,6,3,0,0,58,7,5,3,0,0,0,0,16,43,49,36,16,6,0,0,148,74,77,46,17,9,0,0,224,325,1584,2248,1683,842,232,22,6943,1584,1140,990,760,528,145,9,5162,40,52,56,30,22,7,11,213,7865,10977,10480,8341,4960,1181,102,43902
21305,56,58,29,17,4,5,0,173,23,11,0,0,3,0,0,31,156,167,97,36,20,4,0,479,232,236,132,56,28,5,0,689,580,3243,4990,3371,1853,404,42,14474,2633,2002,1910,1340,1036,262,28,9212,66,125,108,38,36,10,15,395,13257,22329,23015,16950,10864,2208,194,88819
21401,20,17,9,8,4,0,0,57,9,7,0,0,0,0,0,17,53,43,22,14,6,0,0,140,81,67,39,21,6,0,0,220,334,1441,2302,2196,1435,455,77,8234,1898,1423,1148,996,896,320,43,6730,34,53,40,39,29,14,14,222,8329,11305,11123,10786,8081,2154,273,52045
21402,6,11,0,0,0,0,0,19,6,0,3,5,0,0,0,10,21,18,13,5,5,0,0,70,37,29,18,10,5,0,0,96,437,1286,2269,2840,2156,1129,268,10391,2642,1440,1344,1428,1287,462,66,8667,76,49,45,78,58,30,23,351,10903,10653,10659,12413,9901,3369,575,58473
21501,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,15,6,11,9,0,0,50,8,18,10,11,9,0,0,58,97,363,573,751,801,483,175,3243,510,554,401,430,540,211,24,2679,35,37,20,38,36,31,40,226,3532,5233,4538,5316,5570,1929,486,26594
21502,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,19,12,3,7,5,0,50,7,19,12,6,5,5,0,54,80,333,515,548,490,233,39,2246,469,469,318,291,315,100,13,1972,46,53,37,48,27,14,19,240,3588,5110,4626,4970,4238,1199,160,23895
21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,3,4,4,0,41,7,6,9,3,4,4,0,40,79,185,302,406,411,285,95,1758,252,249,190,194,232,95,12,1221,29,26,31,33,26,22,23,185,2193,3244,3067,3184,3431,1235,247,16600
21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,3,0,0,0,24,16,10,3,3,3,0,0,27,63,191,291,403,420,270,94,1731,415,298,263,281,315,113,10,1691,27,18,16,22,27,15,21,156,2427,2883,2892,3533,3401,1093,210,16445
21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,3,0,0,9,40,103,191,279,348,188,73,1218,233,184,150,170,207,75,3,1037,26,22,20,14,19,12,7,112,1637,2107,2077,2386,2275,777,144,11409
21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,14,15,6,0,0,76,17,32,14,10,7,0,0,78,125,459,705,767,599,335,81,3075,690,631,485,442,535,180,22,2992,39,39,31,45,48,25,19,240,4579,6569,6061,6427,5579,1665,248,31126
21701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,5,8,3,0,29,9,11,4,5,8,3,0,31,60,184,337,437,540,389,114,2066,322,295,230,273,335,117,12,1579,24,17,16,25,24,15,33,152,2118,2626,2771,3368,3409,1327,286,15912
21703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,9,3,0,3,0,38,7,16,5,3,0,3,0,42,75,259,419,507,553,392,143,2352,390,360,269,286,336,140,12,1794,34,22,20,23,27,28,19,177,2518,3311,3179,3645,3520,1367,307,17836
21704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,13,6,12,0,0,60,12,17,13,12,12,0,0,58,93,382,568,722,656,368,125,2918,570,531,483,384,436,154,12,2573,33,20,19,32,28,27,17,163,3680,4702,4551,5053,4463,1395,265,24109
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,13,11,0,0,34,0,0,0,0,0,0,0,4,7,27,42,68,50,12,0,194
29999,89,96,40,31,19,12,0,293,7,3,3,0,0,0,0,13,38,117,108,59,44,20,5,393,130,219,154,87,65,33,5,695,1544,4983,5564,4132,2538,1186,411,20367,2474,3035,3139,3295,3355,1457,278,17033,139,159,150,170,110,76,63,867,18954,32300,28956,27033,21711,7223,1298,137478
