POW_SA3_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
20402,0,0,0,23,7,0,0,0,0,13,123,12,13,3,0,145,94,16,10,7,14,148,7777,942,1110,334,163,10324,8195,414,622,291,89,9604,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,20,18,11,4,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,23,3,3,0,0,29,0,0,0,0,0,0,5,0,0,0,0,6,86,6,0,0,0,93,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,14,13,0,6,3,4,24,9,0,0,0,0,9,5,0,0,0,0,9,0,0,0,0,0,0,24,5,0,0,0,24,30,0,0,0,0,30,18,3,0,0,0,17,102,8,12,4,0,122,6,0,0,0,0,6,94,0,4,0,0,97,0,0,0,0,0,0,10,0,0,0,0,10,19,0,4,0
20403,9,3,0,48,51,0,0,0,5,55,269,24,23,10,12,341,125,12,16,3,10,171,14261,1422,1583,404,190,17860,12087,632,935,328,103,14078,0,0,0,0,0,0,6,3,0,0,0,12,28,0,4,0,0,32,50,3,7,3,0,74,3,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,16,49,0,3,0,0,53,3,4,0,0,0,3,18,0,0,0,0,16,145,5,0,4,0,152,20,0,3,0,0,26,8,0,0,0,0,8,4,0,0,0,0,4,13,0,0,0,0,20,16,0,3,3,0,26,8,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,15,5,0,0,0,20,36,0,0,0,0,40,25,6,6,0,0,40,173,10,15,3,10,212,0,0,0,0,0,4,139,0,0,5,0,140,0,0,0,0,0,4,10,0,4,0,0,14,44,5,0,0
20501,4,0,0,24,24,0,0,4,0,30,132,22,23,9,3,185,65,13,10,7,12,112,6574,1077,1129,285,130,9201,7546,408,701,261,69,8985,5,0,0,0,0,3,0,3,0,0,0,5,6,0,3,0,0,13,39,15,5,3,0,63,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,9,23,5,0,0,3,34,0,0,0,0,0,0,8,0,0,0,0,15,122,8,7,4,3,138,19,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,7,0,5,0,0,11,8,0,3,0,0,8,11,0,0,0,0,14,10,0,0,0,0,10,0,0,0,0,0,0,16,0,4,0,0,18,4,0,0,0,0,4,17,8,5,0,0,38,105,10,13,5,3,132,6,0,3,0,0,12,105,0,3,0,0,114,6,0,0,0,0,8,4,0,0,0,0,6,30,4,5,0
20502,0,0,0,16,33,0,4,0,0,34,96,13,10,6,0,130,89,15,23,11,12,155,6258,803,1032,317,180,8590,6662,331,560,239,117,7908,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,27,31,3,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,19,3,10,3,0,37,0,0,0,0,0,0,3,0,0,0,0,0,57,0,3,0,0,59,7,3,0,0,0,10,4,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,4,7,0,3,0,0,16,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,25,0,6,6,0,28,13,0,0,0,0,13,11,0,0,0,0,20,89,3,12,3,0,110,0,0,0,0,0,0,134,0,3,0,3,135,0,0,0,0,0,3,5,0,0,0,0,5,33,3,8,0
20503,5,0,0,36,17,0,0,0,0,16,144,15,31,8,6,201,128,30,31,10,16,211,7905,1331,1981,422,265,11906,8301,546,1099,374,150,10468,3,0,0,0,0,6,6,0,0,0,0,6,19,4,3,0,0,36,39,11,6,9,0,57,6,0,0,0,0,6,7,0,0,0,0,7,7,0,0,0,0,7,45,3,13,5,0,65,0,0,7,0,0,7,4,0,0,0,0,8,107,6,0,0,0,125,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,26,12,3,0,4,0,16,15,8,0,0,0,19,3,0,0,0,0,6,3,0,0,0,0,3,28,5,5,0,0,39,12,0,0,0,0,12,19,3,14,4,3,43,154,23,36,8,4,217,0,0,0,0,0,0,106,3,0,0,4,107,10,0,0,0,0,16,8,0,0,0,0,13,33,0,6,6
20504,4,0,0,30,19,4,5,0,0,30,274,18,19,3,6,315,141,16,11,6,18,187,14270,974,906,168,164,16483,13600,317,567,153,101,14745,3,0,0,0,0,3,4,0,4,0,0,12,23,0,0,0,0,25,69,7,10,10,0,97,13,0,0,0,0,10,8,0,0,0,0,8,10,0,0,0,0,10,35,0,3,0,0,35,0,0,0,0,0,5,12,0,0,0,0,14,211,8,0,0,0,230,15,0,4,0,0,21,11,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,26,33,5,3,3,0,39,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,48,6,9,0,0,54,11,0,0,0,0,11,49,0,3,0,0,55,186,11,6,5,0,214,7,0,3,0,0,12,214,0,0,3,0,221,11,3,0,0,0,7,10,0,0,0,0,11,48,0,0,0
20505,0,0,0,25,10,3,4,0,0,17,88,9,10,0,3,118,75,8,23,3,9,112,6958,651,1046,240,147,9042,6381,272,618,194,96,7568,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,22,5,0,0,0,28,4,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,14,0,10,0,0,25,0,0,0,0,0,0,6,0,0,0,0,8,66,0,0,0,3,73,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,9,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,28,5,0,0,0,0,5,19,0,3,0,0,24,99,9,13,9,0,123,6,0,0,0,0,7,86,0,0,0,0,95,8,0,3,0,0,11,3,0,0,0,0,4,31,4,0,5
20601,14,0,0,87,157,28,23,3,5,214,597,119,132,16,11,875,31,0,0,0,5,43,9406,1705,1703,192,102,13102,7879,491,998,102,30,9486,3,0,0,0,0,3,18,4,3,0,0,23,30,0,7,0,0,41,245,45,17,13,3,322,22,0,3,0,0,24,41,6,0,0,0,51,31,0,0,0,0,33,34,3,14,4,0,55,90,6,11,4,0,111,50,4,7,0,0,63,445,15,11,4,3,475,67,0,4,0,0,80,38,3,6,0,4,45,47,8,6,0,0,61,35,4,5,0,0,42,208,15,18,4,0,248,52,0,9,0,0,58,43,0,5,0,0,52,105,5,10,0,0,124,123,11,20,0,0,155,240,3,5,5,0,247,13,0,3,5,0,15,227,22,42,3,0,288,58,4,3,4,0,66,214,5,6,0,0,226,22,0,6,0,0,28,41,0,0,0,0,43,35,9,7,0
20602,7,0,0,47,86,12,7,0,0,108,319,48,57,6,6,433,11,4,0,0,3,22,6052,1156,1033,114,54,8408,4796,356,798,61,24,6034,3,0,0,0,0,3,7,0,0,0,0,10,41,5,15,0,0,50,226,37,5,8,3,278,9,0,0,0,0,9,9,3,0,0,0,18,16,0,0,0,0,16,20,0,9,0,0,32,90,6,9,4,3,114,31,0,3,0,0,41,261,6,7,0,0,274,37,0,0,0,0,43,21,3,7,0,0,28,5,0,0,0,0,8,31,6,4,0,0,39,69,3,10,7,0,89,41,0,11,5,0,57,21,0,5,0,0,27,26,7,4,0,0,38,74,0,6,0,0,83,92,0,0,0,0,91,11,0,0,0,0,16,138,16,25,0,0,176,8,0,0,0,0,12,80,0,0,0,0,82,11,0,7,0,0,17,24,3,0,0,0,32,35,0,0,0
20603,10,0,0,29,130,28,15,0,3,178,400,90,60,5,8,565,28,0,0,0,0,28,6770,1488,965,144,71,9437,7221,478,617,106,22,8446,4,0,0,0,0,3,18,0,0,0,0,18,28,0,4,0,0,29,211,27,17,7,0,270,14,4,0,0,0,23,23,0,0,0,0,27,38,4,0,5,0,42,30,0,8,0,0,34,48,3,5,0,0,54,47,6,9,3,0,62,405,12,18,5,5,443,44,0,5,0,0,48,34,3,4,0,0,41,23,8,3,0,0,28,31,0,5,0,0,34,110,10,10,7,3,137,35,0,0,0,0,44,39,4,7,0,0,40,23,3,0,0,0,31,74,11,9,0,0,93,149,0,0,0,0,151,6,0,0,0,0,11,177,9,21,0,6,202,22,0,0,0,0,25,163,3,5,0,0,180,7,0,4,0,0,17,27,3,4,0,0,29,35,0,7,0
20604,58,3,0,1822,2966,134,77,35,21,3228,14396,518,478,66,79,15545,455,29,16,10,47,573,233908,9733,6056,859,815,251374,130051,1669,2058,343,285,134401,166,0,5,0,0,172,537,0,7,0,4,542,948,13,15,0,0,984,9949,492,271,181,34,10922,327,4,7,3,3,349,347,4,6,3,4,357,726,5,4,0,0,739,906,13,14,3,0,942,587,3,11,9,8,621,1901,48,36,13,3,2002,17363,138,93,33,58,17686,2075,30,32,7,3,2151,980,15,13,3,0,1019,254,6,4,0,0,268,1351,6,17,3,0,1373,954,19,23,10,13,1017,865,22,36,3,6,928,1309,59,78,11,7,1463,268,15,11,6,4,300,5164,108,85,14,4,5382,1235,8,8,0,4,1253,323,10,5,0,0,341,6252,49,94,18,4,6421,610,8,10,3,0,632,5220,19,19,6,12,5283,635,11,11,4,7,661,1503,13,25,6,0,1545,1848,17,31,8
20605,26,5,0,367,536,37,31,10,3,619,3241,360,256,23,24,3910,104,13,8,0,13,140,44988,5031,2673,363,257,53307,20552,1237,1192,191,67,23244,24,0,0,0,0,25,66,0,0,0,0,66,150,10,12,0,0,178,1322,116,48,37,7,1528,46,5,3,0,0,49,46,5,4,0,0,60,94,5,3,0,0,104,174,10,13,0,0,202,101,15,14,7,0,131,218,10,3,3,0,240,1975,37,29,12,8,2065,312,13,6,3,0,333,123,5,3,0,0,137,28,4,0,0,0,31,278,9,6,0,3,292,140,4,18,0,0,168,163,0,16,3,0,183,167,7,13,0,0,185,36,5,10,4,0,50,583,20,29,3,0,640,249,0,0,0,3,251,53,3,3,0,0,65,999,36,55,10,0,1103,76,0,3,3,3,84,739,9,7,4,3,761,130,7,13,0,0,151,184,5,12,0,0,197,349,20,11,4
