POW_SA3_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
20402,3,8,3,0,0,15,4,29,5,71,0,11,0,3,0,3,0,10,3,32,8,15,10,5,8,13,4,24,0,91,4,24,12,3,9,20,0,36,3,114,6,25,24,8,12,23,7,41,5,143,6,22,41,11,6,29,7,56,6,184,8,24,37,22,28,24,4,51,3,211,16,27,39,30,66,61,14,79,0,329,10,25,37,39,80,107,39,120,9,450,11,9,10,17,64,88,27,76,3,303,9,12,15,26,57,91,33,84,7,328,7,5,14,11,52,67,29,70,0,247,17,5,14,25,76,94,64,140,9,445,4,6,5,0,12,20,9,43,0,97,6,6,6,0,8,28,10,85,0,152,5,4,0,0,3,3,3,20,7,45,116,228,269,199,474,693,252,970,53,3245,0,0,3,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,15,3,23,0,0,0,0,0,3,0,34
20403,3,13,6,4,3,8,0,41,0,71,0,9,3,0,0,6,0,13,0,33,9,18,10,4,3,4,3,21,0,83,11,21,18,11,7,16,4,42,3,135,7,25,13,19,9,26,4,49,0,154,8,51,56,28,15,44,9,70,4,279,16,56,57,41,40,64,12,97,8,386,15,42,42,45,85,71,26,89,7,420,17,39,60,40,111,147,39,167,7,615,11,25,29,43,99,145,58,145,4,558,10,24,17,24,113,142,61,161,4,562,8,17,23,14,66,127,52,127,3,434,30,17,19,23,121,236,116,307,0,870,0,10,7,7,16,36,15,81,0,183,0,6,12,13,13,51,31,154,8,286,5,0,0,5,5,9,0,17,0,51,152,373,365,308,704,1135,430,1589,53,5115,5,5,0,0,0,4,0,4,0,10,0,19,6,0,0,0,0,0,0,33,5,26,6,0,0,3,0,3,0,51
20501,4,14,4,4,5,9,0,31,0,74,0,4,4,11,0,3,0,11,0,33,5,12,9,4,3,4,0,23,0,59,3,24,11,4,3,17,0,22,9,87,4,19,13,11,3,12,0,33,0,109,9,33,33,9,12,26,0,47,3,170,10,21,36,20,35,37,8,61,6,231,11,31,46,36,54,69,13,75,3,337,8,23,34,27,82,111,22,91,0,396,13,8,18,17,47,75,27,89,4,305,5,14,7,7,32,72,29,102,4,277,3,7,3,4,29,38,8,87,0,190,15,10,12,13,44,67,43,130,4,342,3,5,4,4,13,26,0,44,4,93,0,5,9,7,3,29,16,113,4,189,0,8,0,0,4,4,0,29,7,62,105,232,240,174,371,593,181,1006,52,2957,9,12,0,0,3,0,0,0,0,18,4,24,0,0,0,0,0,0,0,32,3,43,11,0,0,0,0,0,0,59
20502,0,8,5,7,4,6,0,34,3,63,4,10,5,0,0,6,4,16,0,46,5,10,17,3,6,3,0,20,3,61,13,20,12,6,5,11,0,32,0,101,0,25,17,15,5,24,3,35,4,132,11,30,29,21,15,26,12,41,3,178,17,18,20,11,27,46,16,60,7,224,10,21,28,21,43,70,20,64,5,284,9,24,28,18,78,74,24,97,0,351,4,7,13,18,57,48,16,77,3,250,15,4,10,14,48,84,24,70,0,273,10,8,8,11,29,44,12,56,3,171,21,4,4,3,56,87,35,116,0,326,6,6,4,5,8,18,15,38,0,94,10,6,6,4,10,21,14,52,6,114,0,4,3,0,5,9,0,20,4,48,123,206,212,160,393,570,195,812,45,2714,5,0,0,0,0,0,0,3,0,8,3,14,0,3,0,0,0,0,0,22,3,20,4,0,3,5,0,0,0,38
20503,9,19,15,6,8,21,0,52,0,126,3,28,14,5,3,0,5,14,3,69,4,36,15,7,8,4,0,25,8,112,7,30,28,12,7,19,10,32,7,151,9,41,30,20,16,22,4,57,11,197,12,53,68,28,22,29,12,69,11,305,16,48,53,31,45,53,14,88,8,349,16,48,44,46,56,97,24,109,8,450,19,33,37,39,92,126,35,152,9,548,19,31,33,29,48,107,29,117,14,435,14,18,21,25,61,91,30,120,4,391,14,13,12,5,27,57,27,115,4,280,16,19,19,22,58,113,57,171,3,468,0,7,3,11,17,39,15,58,0,149,8,18,11,5,17,36,20,113,8,228,3,3,13,0,8,6,4,21,13,84,175,448,418,298,483,814,282,1309,110,4335,0,0,0,0,0,0,0,3,0,8,4,22,4,0,0,0,0,0,0,33,8,35,4,4,4,3,0,0,0,67
20504,5,3,0,3,4,9,5,9,0,28,7,7,0,0,0,0,0,5,5,27,0,11,5,8,0,9,0,9,0,38,4,16,16,8,7,5,0,10,0,63,0,17,21,0,0,9,0,10,0,63,3,20,37,10,14,12,7,15,4,126,9,22,35,20,29,26,5,27,0,188,8,17,27,26,82,61,11,40,7,277,18,21,21,28,97,108,22,51,0,367,13,11,9,16,84,94,28,59,0,306,14,9,10,16,77,89,37,69,0,331,7,11,8,6,56,80,25,81,0,286,21,11,6,11,120,210,97,187,3,667,10,0,5,4,22,48,21,75,0,193,16,8,7,3,41,54,35,134,0,299,0,0,0,0,6,3,0,4,6,31,132,188,217,161,644,826,307,791,28,3289,4,0,0,3,0,0,3,4,0,18,7,14,4,0,0,0,0,4,0,32,0,30,8,0,5,0,0,3,0,48
20505,3,6,4,7,8,0,0,44,0,71,4,15,7,3,0,11,0,11,0,45,5,18,14,7,3,6,0,27,0,82,3,20,12,9,4,10,3,41,9,115,9,19,28,5,8,8,8,37,0,116,9,23,33,17,14,26,14,45,10,181,9,17,27,20,25,35,8,63,0,209,8,16,28,22,42,55,9,85,0,287,13,16,25,12,62,86,26,134,0,383,5,14,17,14,55,75,22,94,0,301,13,7,10,8,38,75,28,102,6,281,4,9,4,11,27,57,22,89,4,214,12,3,7,5,56,99,56,151,0,405,4,4,0,0,7,22,14,42,0,89,7,8,0,0,13,23,14,105,5,179,0,0,3,4,0,3,0,20,8,47,97,186,227,158,359,592,232,1108,46,3002,3,4,0,0,0,0,0,0,0,6,8,8,0,0,0,4,0,0,0,21,0,15,0,4,6,0,0,0,0,26
20601,4,4,4,4,5,7,0,7,0,30,0,3,0,0,0,0,0,5,0,16,0,19,3,0,0,3,5,4,0,35,0,23,9,0,5,15,0,3,0,53,3,20,14,3,10,8,4,3,0,65,9,39,34,11,11,11,4,19,0,143,5,16,58,24,28,28,3,29,0,198,12,30,41,41,74,64,10,40,0,307,13,27,52,47,124,100,20,43,4,426,17,18,27,39,105,113,36,55,3,412,15,15,18,26,105,94,45,75,0,392,12,3,12,21,78,82,22,63,0,285,9,16,22,30,126,155,73,156,8,592,0,3,4,3,38,43,24,71,0,195,5,9,10,16,25,58,25,158,5,303,0,0,0,0,5,0,0,3,6,21,104,248,307,265,735,782,268,732,28,3461,5,8,3,3,9,6,0,0,0,29,6,55,8,0,0,0,0,0,0,79,3,82,18,6,0,4,0,10,0,123
20602,0,5,0,0,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,6,0,12,0,0,0,4,0,6,0,21,0,12,7,0,0,7,0,4,0,36,3,12,11,0,0,8,3,4,0,50,4,15,19,7,11,15,0,14,0,89,5,9,29,12,25,21,0,21,0,122,5,12,16,24,37,42,3,21,6,165,15,18,23,21,80,63,18,36,8,277,5,12,14,18,70,72,19,41,6,257,12,0,18,22,47,63,25,47,0,232,3,6,6,27,53,57,17,51,0,216,6,8,15,19,73,133,55,128,0,435,3,0,6,4,23,36,18,61,0,155,0,10,12,9,16,59,30,138,0,274,0,0,0,0,4,4,0,9,6,17,64,134,184,181,436,588,199,574,35,2381,3,4,0,0,0,0,0,5,0,24,9,47,6,0,5,0,0,5,0,74,9,66,7,0,0,0,0,5,0,89
20603,3,0,5,0,0,8,0,5,0,27,0,13,0,0,0,0,0,4,0,17,6,9,4,0,0,0,0,3,0,28,0,9,8,3,0,3,0,3,0,35,0,17,15,8,8,7,0,5,0,56,5,26,32,12,12,8,6,12,0,116,5,24,21,15,29,16,0,10,0,119,10,21,40,29,50,41,11,17,4,218,9,15,37,26,74,53,14,47,0,280,8,20,18,24,62,60,12,34,3,244,3,0,14,16,65,67,17,46,5,238,10,8,7,9,61,55,19,46,0,213,9,11,18,16,103,173,65,122,6,521,0,10,3,5,21,38,16,61,0,151,0,4,16,15,23,54,35,145,0,279,0,0,0,0,0,6,3,7,6,19,69,184,251,185,507,599,189,561,23,2563,8,4,0,0,0,3,0,8,0,24,5,39,3,0,4,3,0,0,0,57,7,84,15,9,0,0,0,4,0,117
