POW_SA3_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
20402,0,0,0,10,0,9,0,10,0,25,9,0,16,121,7,230,5,181,14,571,6,0,9,33,3,92,3,75,0,219,0,0,3,15,5,17,0,9,0,46,0,0,7,9,5,3,0,6,3,32,0,3,5,23,0,4,0,3,0,42,0,0,8,15,0,0,0,8,0,33,0,0,7,9,0,0,0,7,0,26,0,0,4,9,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,10,15,18,57,230,32,353,14,286,19,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,17,0,0,3,6,0,0,0,3,0,18
20403,0,0,7,6,0,18,0,7,3,40,5,8,12,157,21,374,7,251,10,841,0,0,4,73,9,161,0,75,5,342,0,0,0,33,4,41,4,17,0,102,0,3,0,33,6,18,4,11,0,80,3,9,14,32,15,22,0,12,0,102,4,4,14,34,3,7,3,14,0,86,0,7,59,54,3,3,0,0,0,130,0,10,70,21,0,0,7,4,0,114,0,5,9,9,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,20,37,199,466,61,652,34,402,27,1888,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,10,0,14,0,0,3,7,0,6,4,4,3,24
20501,5,0,3,0,0,9,0,8,0,21,0,11,11,105,7,232,10,177,4,560,0,5,10,56,14,113,10,99,0,301,3,3,0,29,4,34,3,26,0,99,0,3,0,24,7,20,0,8,0,68,0,5,8,25,10,14,0,18,0,73,0,3,14,23,8,17,0,9,0,68,5,0,10,14,0,0,0,3,0,37,4,4,0,9,0,3,0,3,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,19,17,38,57,279,55,444,24,353,13,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,17,0,0,6,6,3,12,0,5,0,34
20502,0,0,0,4,0,10,0,0,3,18,4,5,7,79,0,188,3,112,7,407,0,0,4,21,0,73,0,31,0,131,0,0,0,11,3,19,0,11,0,45,0,4,4,15,0,8,0,0,0,32,0,5,5,3,0,0,0,6,0,32,0,0,3,4,4,0,0,0,0,18,0,0,3,4,0,0,0,0,0,13,0,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14,9,13,41,151,15,301,6,173,16,726,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,5,0,0,0,11,0,0,7,0,0,4,0,0,0,14
20503,3,0,0,0,0,12,0,8,5,29,8,4,11,165,17,298,3,166,30,701,4,0,7,54,3,129,0,56,4,275,0,4,10,33,3,30,0,20,0,95,4,0,10,19,0,20,0,7,0,61,8,5,14,26,3,11,0,11,0,78,0,3,5,7,6,8,0,0,0,32,0,0,10,7,0,0,0,4,0,26,0,0,0,5,3,0,0,0,0,12,0,0,3,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,19,28,21,77,330,40,507,6,278,44,1338,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,8,0,16,0,0,10,5,0,8,0,6,0,28
20504,0,0,0,5,0,16,0,13,0,36,0,3,13,103,10,403,12,204,14,763,0,4,7,63,11,203,7,65,7,375,3,10,4,29,7,58,0,24,0,140,0,3,8,38,8,32,0,11,3,105,0,10,16,37,9,17,3,10,0,113,8,9,8,17,6,7,4,0,0,54,4,6,3,23,3,5,0,0,0,48,0,7,7,8,13,0,0,0,0,36,0,0,7,11,3,0,0,0,0,17,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,3,18,19,51,77,335,83,762,23,340,28,1722,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,6,0,7,0,25,0,0,5,4,0,18,0,9,0,40
20505,0,0,0,3,0,0,0,9,0,17,4,5,12,76,3,209,4,115,8,436,3,0,3,30,4,68,0,37,0,148,6,0,0,18,0,21,0,5,0,39,0,0,9,13,0,6,0,4,0,43,0,0,11,18,6,3,0,3,0,43,0,0,7,6,0,4,0,0,0,24,6,4,8,7,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,6,0,6,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,22,31,45,180,17,326,11,173,11,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,6,0,7,0,4,0,19
20601,0,3,0,7,0,8,0,13,0,32,3,25,8,99,17,263,5,135,5,558,4,23,7,119,30,178,14,76,11,463,6,22,13,91,34,104,8,42,3,311,0,23,12,81,31,84,14,47,4,281,5,10,23,76,25,60,11,35,5,255,3,15,13,62,19,28,0,22,0,162,4,3,14,30,13,4,7,12,0,81,0,4,3,15,4,0,0,6,0,36,0,0,0,3,5,0,0,0,0,8,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,26,135,94,587,177,728,60,368,34,2209,0,0,0,0,0,4,0,0,0,4,0,0,9,4,0,4,0,4,0,23,0,3,5,10,3,3,0,5,0,28
20602,0,0,0,7,0,6,0,0,0,12,0,30,7,104,22,103,3,80,0,347,7,8,4,74,23,73,10,42,0,235,3,9,9,76,12,51,9,27,0,190,0,12,12,50,15,31,4,19,6,150,0,7,18,54,13,30,6,14,0,146,3,0,18,26,3,7,6,12,0,71,0,5,13,20,5,3,9,4,0,57,0,0,8,9,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,16,21,72,86,411,96,306,43,201,15,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,8,0,5,3,9,3,6,0,0,0,28
20603,0,0,0,11,6,10,0,6,5,38,0,28,3,145,17,333,8,161,0,704,6,41,4,134,33,194,11,78,0,498,4,20,8,89,26,93,8,33,5,278,9,16,17,74,19,60,12,35,0,230,12,14,19,69,24,41,5,21,0,201,0,9,13,44,19,19,0,26,5,128,3,8,16,26,10,7,4,6,0,78,3,0,0,9,3,4,0,6,0,31,0,0,0,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,4,4,18,42,129,90,606,167,773,48,366,20,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,6,0,19,0,0,0,12,5,11,0,4,0,35
20604,5,46,9,65,24,54,3,30,28,262,38,221,36,618,192,637,15,381,83,2215,52,322,78,764,339,795,29,338,58,2777,44,298,76,653,373,595,23,252,31,2358,41,273,119,562,439,439,25,291,37,2231,67,363,131,578,492,445,29,356,42,2508,61,306,128,352,378,199,27,181,16,1645,48,258,98,231,303,103,15,101,24,1179,33,205,61,110,244,45,17,44,17,768,16,98,29,43,92,10,5,12,8,311,9,53,4,25,33,12,3,0,8,141,8,16,0,10,15,3,0,6,0,58,5,24,0,8,11,5,0,4,3,56,0,7,0,0,4,0,0,4,0,12,0,5,3,3,3,3,0,0,0,26,4,19,0,27,17,27,0,16,49,156,427,2506,792,4048,2963,3366,201,2017,394,16714,0,3,10,0,6,0,0,6,0,27,0,10,4,28,14,20,4,13,6,90,0,17,16,61,28,50,3,21,6,206
