POW_SA3_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
20402,14,7,24,41,0,89,272,3,18,17,4,311,175,12,40,24,9,258,112,19,51,36,10,227,204,30,73,29,12,343,415,44,87,38,21,600,602,75,105,22,16,817,1171,109,134,25,22,1462,1363,136,153,32,26,1711,916,90,116,11,9,1144,767,92,120,8,7,996,550,68,51,5,8,679,878,120,64,14,8,1087,114,45,21,6,0,186,143,79,56,8,0,282,82,11,11,18,14,133,7777,942,1110,334,163,10324,23,4,12,49,0,85,381,5,19,24,7,441,332,3,34,31,10,407,337,28,56,28,9,459,449,20,58,34,8,573,900,46,87,36,19,1081,1149,58,81,28,11,1321,1341,43,91,22,11,1513,1348,64,77,26,9,1519,954,41,34,16,10,1057,743,40,37,13,6,840,497,32,26,5,0,566,564,48,40,3,0,651,69,18,9,0,0,93,70,28,25,9,0,125,70,7,13,11,6,100,9222,484
20403,39,8,15,53,9,128,430,3,19,13,4,473,258,9,38,28,9,331,253,25,55,36,7,381,374,35,89,38,7,538,636,73,128,42,19,899,1037,90,166,41,15,1353,1918,132,179,33,28,2284,2598,192,220,32,26,3064,1939,177,171,24,10,2316,1603,151,123,24,14,1903,1100,115,96,9,11,1336,1538,196,150,11,10,1907,176,62,38,4,0,285,240,137,63,12,5,455,122,15,19,14,17,188,14261,1422,1583,404,190,17860,37,0,10,55,0,102,549,0,23,20,3,606,488,8,63,40,5,601,480,25,86,35,3,637,683,28,92,40,8,856,1382,48,124,35,25,1614,1812,69,125,44,23,2072,2160,98,111,20,5,2392,2007,118,132,26,19,2296,1353,68,85,14,3,1528,1039,65,70,20,10,1198,710,45,35,0,4,800,831,79,57,7,3,975,90,35,21,3,3,142,103,56,37,4,9,197,100,7,13,13,14,145,13821,752
20501,19,5,9,34,0,69,243,0,14,10,4,275,208,8,34,22,5,283,153,16,54,30,7,257,209,29,52,26,5,331,378,63,78,31,15,564,556,73,96,22,11,766,961,100,150,28,9,1244,1120,150,147,23,17,1454,790,109,114,13,7,1034,602,131,98,16,8,853,421,73,85,3,0,583,612,128,92,5,11,851,94,46,24,7,4,168,125,120,58,6,0,314,86,17,26,9,13,158,6574,1077,1129,285,130,9201,36,4,12,61,0,109,421,0,38,14,3,478,452,17,49,18,8,548,407,17,49,27,8,501,527,16,70,28,12,646,954,40,100,39,12,1145,1243,37,103,23,10,1422,1339,64,106,24,9,1547,1104,67,78,18,10,1274,782,42,53,8,0,893,550,51,58,9,0,663,360,37,33,6,4,438,434,49,42,8,4,538,46,22,9,5,0,80,46,50,26,14,0,136,110,10,14,13,8,150,8815,519
20502,16,3,16,37,4,78,221,0,19,19,3,271,139,8,22,18,6,197,144,21,49,37,9,255,222,30,80,23,15,370,452,51,107,29,18,654,618,63,109,28,25,847,955,100,119,30,10,1215,1120,122,147,17,25,1430,714,89,97,14,15,927,562,93,107,6,3,775,365,57,40,12,4,479,486,78,58,6,10,638,75,24,22,9,3,132,101,57,33,10,6,205,69,8,19,14,17,124,6258,803,1032,317,180,8590,25,3,12,34,4,82,282,0,19,22,12,336,268,13,32,29,13,353,385,13,52,42,13,503,453,20,61,25,7,572,941,33,81,22,21,1098,1142,36,82,24,21,1311,1145,45,81,12,14,1299,1044,47,73,31,12,1197,664,39,53,8,10,768,534,31,38,4,4,620,321,23,21,8,3,378,362,30,25,8,4,429,48,16,11,4,0,79,30,24,16,3,3,83,71,3,14,12,7,110,7731,380
20503,24,13,33,61,0,131,322,8,22,30,5,390,252,16,52,24,6,354,204,28,80,45,8,369,278,39,110,31,7,472,483,69,169,32,25,776,705,80,197,40,30,1038,1058,144,243,33,32,1513,1256,190,280,41,36,1803,831,151,211,23,13,1230,730,137,187,12,19,1088,508,115,111,12,19,767,851,167,113,28,18,1177,137,39,42,4,5,226,163,110,91,9,14,387,102,27,36,6,24,191,7905,1331,1981,422,265,11906,31,5,17,76,4,133,498,3,42,33,10,588,450,16,75,34,15,595,486,24,102,44,12,666,707,37,133,51,24,944,1231,58,161,30,19,1496,1339,56,149,36,25,1610,1371,92,140,36,17,1655,1214,85,137,25,14,1474,745,79,109,17,14,960,609,60,69,13,11,765,369,53,46,6,0,476,481,51,68,18,9,628,65,25,20,6,5,119,68,36,49,4,3,163,114,9,25,13,15,171,9764,699
20504,45,3,14,32,0,98,406,4,20,19,0,446,260,7,30,3,5,307,231,18,46,12,8,312,328,19,56,10,10,416,596,39,84,21,12,748,892,63,89,7,15,1057,1463,83,106,17,18,1690,1776,138,101,17,16,2048,1498,95,88,6,12,1700,1472,115,80,8,16,1686,1299,77,35,6,10,1424,2370,145,72,5,10,2600,591,45,24,3,4,668,863,114,47,4,6,1036,189,14,21,5,24,251,14270,974,906,168,164,16483,67,3,8,34,4,105,546,8,26,14,10,604,605,4,48,23,9,684,652,13,63,16,11,759,889,16,60,19,15,999,1521,28,72,25,9,1658,1915,35,85,9,11,2063,2203,47,74,10,7,2339,2210,60,68,14,15,2364,1521,36,59,5,3,1622,1313,51,37,3,13,1413,792,24,19,8,5,840,923,44,36,5,5,1011,123,8,8,4,0,147,138,24,20,4,0,181,135,8,16,12,7,183,15560,407
20505,14,6,17,51,9,102,200,3,14,12,3,232,102,9,38,21,6,177,117,19,64,21,3,231,178,23,62,14,15,291,337,33,83,22,15,485,449,47,108,23,12,642,821,47,103,20,11,1004,972,92,130,12,20,1221,824,66,110,8,10,1020,816,57,85,5,13,989,524,56,70,4,5,661,941,81,70,0,6,1105,223,25,25,3,5,279,346,68,52,3,5,473,82,12,18,11,7,128,6958,651,1046,240,147,9042,21,6,14,43,3,88,343,0,32,18,5,396,302,10,47,21,12,394,291,12,47,25,13,381,486,20,70,17,7,601,789,41,88,29,10,959,972,34,94,15,7,1127,1024,30,69,17,20,1156,964,39,62,6,16,1088,628,23,55,9,3,722,563,20,32,10,3,626,346,21,25,4,3,398,407,31,38,7,4,481,31,4,13,0,0,50,55,25,15,3,0,109,63,3,10,12,5,97,7293,322
20601,40,10,7,28,0,89,274,4,21,16,0,316,304,13,44,8,4,374,313,24,88,18,5,441,437,39,83,18,7,580,708,70,144,19,10,946,856,99,168,21,11,1160,1159,130,208,22,18,1525,1320,188,227,16,7,1760,951,174,165,11,3,1302,846,210,127,4,8,1200,660,134,100,3,5,908,976,261,157,4,9,1403,188,102,51,0,0,342,272,233,91,10,3,607,102,22,17,9,18,163,9406,1705,1703,192,102,13102,43,4,6,32,3,90,410,0,41,12,3,474,527,19,72,15,6,638,624,23,81,10,6,746,758,23,96,19,8,904,1175,51,141,25,0,1388,1413,68,145,12,6,1649,1616,73,162,7,4,1875,1645,93,167,15,7,1930,1269,74,118,13,6,1482,985,78,102,5,0,1167,615,65,73,5,4,753,758,92,96,5,0,954,117,30,45,0,0,202,129,70,42,5,0,242,106,5,7,0,9,129,12185,766
20602,16,4,8,15,0,45,157,10,20,5,0,190,141,0,24,8,0,174,172,18,41,8,0,238,207,15,57,12,3,292,383,39,81,6,6,517,475,67,102,7,0,653,747,94,117,9,3,978,937,113,137,15,5,1208,693,110,97,3,5,904,562,125,86,0,0,783,407,95,67,4,3,577,710,209,97,11,0,1028,158,69,29,0,0,264,230,178,54,5,0,470,67,10,10,4,9,96,6052,1156,1033,114,54,8408,22,0,13,17,3,48,257,3,25,9,0,296,323,11,58,4,0,396,381,20,61,9,0,472,425,15,69,11,4,524,685,42,104,9,11,851,822,42,108,13,5,986,987,45,112,13,9,1163,972,58,113,10,4,1151,695,42,86,9,3,840,552,60,82,3,0,693,374,44,55,0,0,475,476,74,73,6,0,627,76,32,35,0,0,148,93,57,51,0,0,200,55,3,8,0,6,70,7193,542
20603,24,10,3,31,0,67,331,5,11,8,0,353,288,12,22,7,8,332,224,11,32,6,3,280,269,30,37,10,6,344,390,49,61,10,3,523,478,65,72,9,6,630,679,112,97,13,10,906,808,146,120,20,10,1109,696,129,82,9,8,920,693,150,99,11,4,949,509,134,65,6,6,722,916,244,127,0,3,1289,163,120,30,0,3,309,232,255,93,5,0,589,79,7,8,0,18,111,6770,1488,965,144,71,9437,46,8,3,29,3,93,483,6,26,3,0,517,550,9,53,9,4,633,549,21,54,16,4,646,569,24,56,10,3,670,917,32,86,19,5,1058,1107,40,97,13,4,1262,1295,55,74,13,8,1445,1336,80,101,12,0,1528,1027,46,69,6,0,1155,865,66,64,8,0,1007,594,45,56,4,0,695,825,95,65,13,0,992,116,40,32,0,0,187,134,84,49,3,0,272,89,5,6,0,9,119,10485,670
20604,487,78,60,143,21,787,1263,41,67,34,12,1422,1905,49,101,37,12,2104,2305,125,145,55,29,2655,2887,141,162,58,37,3288,4859,237,271,64,40,5472,6520,356,318,56,50,7302,10937,503,410,78,77,12003,18756,706,507,87,72,20131,20326,573,395,49,55,21399,22646,749,329,48,57,23824,21832,638,253,34,44,22797,60090,1386,559,40,60,62134,19760,706,243,15,30,20753,37853,3327,2159,44,81,43457,1485,121,74,22,154,1858,233908,9733,6056,859,815,251374,661,31,37,161,25,912,1826,22,102,45,16,2016,3172,45,157,52,39,3467,3940,94,163,73,38,4307,5055,106,174,67,35,5442,8624,156,262,63,44,9154,11059,202,289,68,56,11673,16602,243,303,52,51,17244,27255,296,279,68,59,27957,27706,257,230,26,40,28260,29055,263,168,47,46,29582,23341,225,146,21,22,23753,43597,412,313,31,39,44394,10006,195,142,15,12,10373,15397,691,822,38,27,16965,1496,47,46,30,100,1716,228794,3306
