POW_SA3_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
21203,68,10,24,39,0,142,529,9,21,12,3,571,450,16,40,21,7,535,362,31,95,12,6,507,435,60,110,26,6,642,738,145,205,19,8,1117,982,255,237,25,13,1507,1633,374,321,23,14,2360,1818,407,341,26,18,2611,1332,380,237,23,14,1990,1056,309,173,11,10,1559,710,206,122,10,6,1050,993,286,133,7,3,1430,170,93,41,0,0,302,167,158,62,8,0,390,148,23,16,6,29,221,11602,2745,2181,268,142,16939,95,10,30,62,0,189,845,9,78,33,8,970,892,13,120,40,10,1076,861,37,124,33,9,1068,1061,50,149,30,12,1300,1689,82,177,45,11,1995,2231,88,190,30,16,2553,2537,120,189,33,10,2895,2105,107,132,11,5,2363,1420,91,90,14,5,1616,1122,71,46,4,0,1250,655,46,31,9,0,743,790,87,46,3,3,929,78,22,17,3,0,122,65,62,35,5,0,171,153,5,9,6,8,183,16600,906
21204,215,48,21,102,13,402,744,22,35,25,11,833,822,33,81,39,14,989,976,101,153,40,7,1267,1327,120,193,36,20,1690,2319,235,298,44,35,2932,4610,427,323,56,51,5465,10280,654,517,60,85,11600,12733,743,530,57,73,14135,9206,614,348,30,44,10242,7178,713,296,27,32,8245,4905,496,179,14,18,5617,7648,834,215,29,21,8741,1402,273,53,6,3,1740,1950,732,119,13,16,2833,625,81,44,18,67,839,66935,6125,3410,597,505,77572,204,21,14,107,4,348,944,16,46,33,5,1048,1307,40,115,50,4,1512,1498,81,118,47,20,1769,1899,87,143,42,7,2175,3215,124,188,62,20,3602,5049,157,183,46,39,5466,7189,202,159,33,34,7616,7349,212,156,26,24,7765,5057,135,84,11,15,5304,3731,174,54,14,8,3982,2374,103,46,10,6,2543,2831,155,49,9,11,3056,381,71,14,6,0,470,486,128,35,8,3,658,424,18,33,13,35,523,43932,1720
21205,172,38,21,77,7,318,957,24,49,21,6,1051,1078,54,82,31,3,1245,992,83,134,50,13,1275,1164,118,152,34,13,1480,1966,223,252,56,19,2523,2540,272,281,53,29,3171,4495,403,362,44,27,5332,6277,522,407,54,34,7294,5650,436,266,28,20,6394,5431,511,235,24,21,6228,4579,393,144,29,9,5150,9501,707,208,27,15,10462,2214,262,64,11,4,2565,3317,755,188,16,12,4289,456,60,39,11,43,604,50775,4865,2898,569,277,59380,179,22,15,100,8,326,1301,34,111,36,3,1487,1696,36,125,41,14,1913,1767,84,140,56,18,2072,2157,101,138,31,16,2443,3587,143,201,56,18,4001,4522,161,186,46,18,4947,5922,208,190,38,27,6381,7540,218,172,32,17,7978,5972,168,128,25,7,6302,5324,152,90,22,9,5590,3659,110,62,14,10,3842,5240,182,95,19,9,5531,975,79,39,0,4,1100,1208,198,63,19,8,1484,399,19,17,13,23,470,51447,1909
21301,129,16,26,53,5,233,664,12,25,7,0,716,620,28,59,15,6,725,574,44,114,27,10,767,799,96,135,23,16,1072,1297,157,211,37,20,1717,2091,244,264,40,20,2663,4075,326,325,29,43,4802,5132,457,332,32,36,5983,3860,323,195,22,25,4425,3190,369,152,13,16,3742,2319,245,116,6,10,2694,3276,338,110,0,8,3737,606,118,29,0,0,758,783,266,75,9,4,1127,347,41,27,6,29,448,29752,3074,2207,333,249,35614,137,7,19,63,4,235,985,11,53,18,5,1065,1059,23,92,28,8,1209,1097,30,99,37,6,1275,1384,53,97,32,15,1575,2280,72,127,22,12,2512,2829,108,133,36,16,3116,3631,121,123,10,15,3901,3743,116,105,16,17,4003,2910,60,62,6,7,3039,2297,76,47,11,3,2439,1542,57,33,6,5,1640,1782,66,39,4,11,1903,232,31,13,7,0,274,281,44,22,6,0,356,262,7,8,12,22,306,26445,889
21302,64,15,9,24,3,116,380,4,17,0,0,405,336,8,27,12,0,375,301,36,49,14,4,397,394,32,43,10,7,491,678,84,90,16,7,867,965,113,117,10,10,1216,1948,155,141,21,22,2288,2515,212,172,19,12,2926,2059,164,128,16,11,2376,1917,237,98,11,7,2266,1515,168,75,4,0,1766,2980,301,126,8,12,3426,725,106,34,0,5,873,870,265,76,14,0,1222,165,33,4,0,19,226,17812,1931,1193,174,118,21233,62,5,8,42,0,111,459,6,40,13,5,524,559,9,51,14,0,637,590,25,55,28,3,703,691,18,70,17,3,803,1065,50,102,20,8,1244,1404,52,111,16,11,1584,1899,57,98,18,11,2078,1748,94,112,9,4,1970,1160,55,84,8,9,1322,889,77,70,8,5,1047,541,67,47,5,0,655,795,81,62,6,0,943,130,37,22,0,0,190,140,67,39,10,0,261,110,4,5,3,9,130,12249,704
21303,82,10,13,39,0,140,432,6,13,14,0,463,458,9,30,6,0,509,444,29,66,19,7,567,563,57,88,17,4,729,932,78,112,11,6,1144,1235,121,156,17,16,1542,2002,176,178,21,22,2397,2485,226,210,17,7,2945,1906,171,153,9,6,2247,1609,213,111,16,12,1954,1277,171,82,3,3,1534,2221,291,126,17,11,2658,468,101,39,3,0,610,771,254,79,7,3,1109,169,25,9,3,26,227,17052,1930,1471,196,139,20783,91,3,19,29,5,147,712,6,29,4,0,752,892,10,43,23,3,972,1017,31,88,20,4,1162,1075,38,76,15,5,1206,1745,55,111,18,9,1940,2090,54,107,18,8,2283,2577,64,114,10,16,2782,2562,90,138,16,11,2814,2013,70,84,6,5,2183,1729,59,70,6,6,1867,1187,54,42,6,4,1292,1427,79,72,3,4,1589,249,38,20,3,0,307,289,64,32,0,0,391,168,7,6,5,15,198,19835,726
21304,92,21,16,47,3,177,671,13,19,13,0,729,525,12,44,18,0,597,421,39,74,20,3,559,580,65,113,23,6,788,886,131,171,23,16,1229,1252,247,187,37,19,1735,2063,337,225,39,34,2701,2741,446,329,27,22,3566,2152,331,206,28,13,2727,1738,326,141,12,16,2241,1214,218,105,7,3,1554,1724,321,119,8,7,2180,287,117,31,4,5,441,339,215,60,3,11,625,205,29,23,8,28,299,16896,2872,1870,313,192,22139,105,12,22,67,3,200,978,11,74,36,3,1099,1088,24,99,29,8,1242,932,40,107,42,16,1137,1084,60,101,19,11,1272,1766,81,141,42,13,2043,2267,109,149,30,26,2577,2669,128,125,26,10,2956,2441,125,100,27,8,2701,1890,74,70,7,4,2051,1437,94,46,8,8,1590,908,57,39,3,0,1004,1163,74,35,13,5,1290,139,27,17,0,0,188,133,41,23,4,0,202,173,11,8,7,18,222,19172,959
21305,172,31,33,82,6,331,921,19,36,18,4,997,864,32,76,31,10,1010,809,69,124,38,16,1062,990,116,180,40,17,1337,1683,221,312,53,23,2288,2673,343,354,60,43,3469,5523,546,443,52,53,6616,7020,712,449,60,52,8287,5414,490,311,27,31,6277,4400,524,239,22,26,5214,2966,378,139,10,13,3510,4436,579,179,15,15,5216,822,206,39,7,6,1088,964,457,109,7,3,1549,451,45,36,10,53,594,40102,4771,3071,543,357,48841,175,12,17,119,6,327,1359,25,112,44,5,1540,1676,43,184,46,8,1963,1657,83,196,60,14,2007,1918,70,190,41,15,2246,3225,137,216,61,13,3655,4185,157,237,59,13,4659,5307,175,224,44,16,5772,4954,177,206,26,14,5384,3602,153,157,14,6,3929,2777,126,101,8,9,3019,1688,76,59,9,6,1839,2166,136,82,9,7,2397,286,78,26,5,0,404,279,97,57,8,0,437,353,16,11,4,26,409,35622,1563
21401,82,19,27,53,4,177,674,14,23,17,6,735,538,15,54,23,3,643,464,40,76,21,13,611,522,57,91,23,9,697,923,97,142,29,8,1206,1364,153,182,20,14,1730,2355,259,216,18,25,2876,2780,375,287,19,21,3481,2191,328,218,14,4,2754,1900,351,187,8,12,2457,1396,259,152,9,12,1825,2069,483,169,12,14,2752,337,168,35,0,0,542,509,348,104,5,3,969,235,48,26,8,30,340,18336,3009,1991,279,185,23800,108,3,19,59,3,192,889,9,69,31,5,996,1045,24,91,28,4,1196,1030,31,121,35,7,1225,1352,47,129,34,12,1574,2312,61,176,43,16,2605,2938,106,195,18,15,3275,3709,117,185,10,13,4030,3556,145,166,15,8,3888,2576,94,115,13,5,2803,2075,115,97,13,5,2307,1356,73,48,10,3,1488,1521,126,70,11,3,1729,192,53,20,6,0,273,231,82,63,3,0,380,230,14,17,7,22,286,25130,1100
21402,64,24,15,78,3,185,949,16,33,20,11,1025,634,22,67,31,17,769,510,45,110,30,10,715,650,59,121,29,25,889,1144,166,209,33,39,1588,1496,238,258,33,23,2050,2621,321,320,38,48,3341,3044,455,446,29,39,4010,2085,435,363,25,18,2932,1756,505,338,21,29,2644,1276,400,201,19,20,1913,2162,636,323,21,33,3175,357,210,64,5,7,647,511,526,167,31,9,1252,221,61,45,11,31,379,19476,4132,3074,465,368,27516,95,11,23,112,9,252,1323,19,73,41,9,1463,1209,32,164,53,19,1472,1278,73,177,50,14,1599,1695,69,195,47,22,2023,2820,147,279,58,31,3323,3341,169,282,51,29,3870,3763,218,293,42,31,4345,3371,245,286,43,29,3973,2117,234,181,25,19,2579,1595,212,169,19,17,2006,967,138,115,16,5,1243,1286,251,168,30,9,1739,158,81,44,4,0,293,196,182,72,24,4,474,220,20,17,18,31,299,25423,2104
21501,30,14,26,79,0,155,239,6,9,26,11,289,196,13,26,41,3,279,182,27,66,60,12,342,281,30,91,44,15,460,487,56,130,60,14,748,880,88,156,56,30,1206,1569,141,214,56,33,2007,1722,184,254,77,34,2267,1194,147,180,67,17,1607,974,151,173,31,22,1351,661,97,102,29,9,894,944,154,155,37,14,1300,141,56,42,13,0,252,156,143,92,30,6,431,95,18,28,31,19,195,9749,1323,1753,712,245,13782,30,4,6,58,0,100,368,10,18,36,8,435,406,9,55,51,10,519,436,15,45,50,13,561,587,25,71,23,9,721,1086,42,88,41,10,1266,1388,59,84,37,12,1584,1659,56,114,44,19,1892,1593,72,97,37,20,1817,1044,47,78,32,10,1213,857,59,74,21,9,1022,425,36,41,19,3,523,600,53,66,20,5,745,58,28,13,10,0,109,52,47,32,24,4,164,97,6,9,21,15,149,10681,566
21502,33,6,12,48,3,106,252,6,11,16,5,293,204,6,21,21,3,261,163,12,38,21,12,258,316,18,57,28,6,431,517,55,82,32,18,706,850,78,80,35,20,1053,1463,94,120,30,25,1734,1637,157,133,35,22,1980,1081,125,91,17,17,1325,899,119,102,17,13,1143,547,93,60,11,6,719,846,132,58,15,9,1064,108,44,24,0,3,182,165,120,48,15,7,346,117,13,16,13,21,186,9202,1074,958,352,188,11777,36,5,12,34,3,85,405,3,13,7,8,434,370,9,37,26,9,450,427,15,33,27,7,514,533,18,47,23,13,630,1045,31,68,33,19,1187,1400,52,78,26,16,1574,1638,50,67,26,17,1798,1620,60,79,20,9,1785,1006,46,43,12,7,1109,839,46,40,11,10,945,504,36,19,6,3,570,591,43,33,10,3,676,65,19,3,0,0,96,71,29,6,9,0,119,109,8,15,13,14,152,10657,468
21503,28,9,24,69,8,126,129,0,14,12,3,163,121,7,22,40,4,197,129,17,34,35,9,230,223,41,56,46,22,380,383,55,79,46,15,576,618,70,90,47,23,856,1011,110,115,38,31,1307,1257,153,124,55,24,1608,727,121,90,20,7,966,490,112,62,20,8,694,343,91,49,19,11,504,484,88,68,19,17,664,83,28,20,9,3,139,86,89,44,14,4,241,84,21,20,17,19,165,6194,1016,902,506,195,8818,16,0,8,55,5,85,218,3,17,10,5,260,222,12,30,27,0,291,276,21,41,37,7,384,416,21,50,33,11,531,707,42,64,38,10,859,925,37,50,29,16,1051,1015,56,60,22,19,1164,898,51,70,37,6,1061,563,51,38,18,9,675,421,37,26,11,8,510,272,26,12,4,3,318,269,40,20,3,0,328,35,11,9,5,0,55,40,19,13,9,5,92,64,10,15,15,13,115,6368,440
21601,17,13,17,37,8,94,252,8,23,13,0,290,129,7,28,16,8,187,119,13,40,26,9,214,178,18,63,18,14,280,335,46,83,33,8,501,450,68,87,23,18,647,849,82,112,20,9,1074,1100,110,118,31,14,1374,697,83,78,9,9,879,595,104,85,6,11,802,396,49,57,6,7,512,612,105,48,10,3,777,81,38,18,4,0,144,100,84,35,10,6,229,71,10,26,3,20,128,5971,840,922,266,141,8144,24,0,11,39,4,77,323,4,19,16,6,365,267,14,32,27,9,350,280,13,35,37,7,367,384,17,48,20,14,479,727,44,75,25,12,889,1005,48,58,23,15,1151,1045,53,73,21,7,1202,977,57,79,20,8,1134,649,27,45,7,4,732,492,44,37,3,5,580,298,16,12,3,0,332,327,42,27,4,3,405,34,14,0,3,0,47,40,16,23,9,3,86,64,0,12,10,10,95,6941,409
21602,13,7,15,43,4,84,146,0,12,16,0,176,86,11,15,21,4,140,88,12,26,26,11,161,114,30,31,20,4,202,220,32,61,25,6,342,352,51,65,28,4,503,631,74,96,11,15,821,795,95,95,8,20,1012,549,58,57,17,8,695,395,58,49,4,10,522,274,52,38,0,3,368,388,84,47,8,3,529,43,35,12,3,0,99,55,55,17,0,5,133,49,15,16,9,12,100,4200,679,650,251,115,5890,16,5,12,44,7,80,204,4,4,14,5,231,193,4,19,19,8,245,203,19,25,13,8,270,278,14,28,20,4,343,484,37,54,20,6,598,708,37,51,14,3,813,686,37,43,13,9,785,625,46,48,6,8,736,378,22,26,11,7,443,304,24,16,4,0,357,180,19,9,4,0,208,214,21,16,4,0,259,32,13,5,0,0,51,19,16,9,0,0,48,49,4,10,4,0,68,4573,316
21603,49,13,18,50,3,135,344,7,19,18,7,387,247,8,44,17,4,318,201,26,41,18,15,308,347,45,60,29,9,490,630,67,95,25,15,838,1048,123,106,28,19,1315,1826,150,121,34,22,2153,2197,199,141,25,29,2592,1635,142,92,18,27,1912,1253,165,82,18,10,1531,896,113,74,9,9,1099,1250,194,70,9,13,1538,187,76,15,5,0,286,269,165,48,14,3,499,118,20,17,23,24,197,12505,1515,1045,337,203,15604,58,4,13,44,6,114,497,0,9,12,5,521,459,10,38,25,9,540,493,27,62,24,11,620,722,24,54,20,8,825,1240,42,73,24,16,1401,1797,65,79,18,20,1978,2103,64,92,23,21,2304,2097,79,68,16,14,2280,1420,55,40,10,0,1528,1144,57,35,8,7,1249,659,37,27,0,0,722,826,71,33,11,3,940,99,15,6,0,0,126,113,54,18,8,0,195,136,13,11,12,12,180,13860,622
21701,21,8,16,48,3,99,177,0,11,20,7,213,110,6,23,23,4,169,107,16,36,25,3,190,179,16,57,28,15,302,306,30,81,35,11,467,460,38,119,44,13,666,771,59,123,31,19,1016,997,66,139,30,23,1257,717,68,94,33,10,918,586,92,96,20,12,802,400,63,70,9,7,547,773,80,95,12,15,970,92,21,29,5,0,148,107,63,78,27,9,278,62,12,21,13,12,116,5858,626,1088,396,174,8151,23,5,7,30,0,62,284,5,17,11,4,325,260,3,38,19,3,326,279,9,55,38,5,392,353,22,60,22,11,469,694,15,83,15,13,826,903,37,72,37,9,1062,882,25,80,33,9,1032,862,32,74,22,11,998,594,25,54,23,9,702,470,33,48,13,11,582,266,24,36,7,3,334,322,31,33,12,3,411,38,6,14,3,0,56,32,27,21,23,5,103,55,8,12,10,10,92,6315,296
21703,25,4,22,58,6,120,212,5,16,18,10,258,145,13,40,31,13,240,114,20,56,21,6,217,193,36,72,35,18,356,336,43,97,30,20,522,496,70,146,30,13,758,996,82,153,27,26,1281,1364,114,160,24,21,1690,838,106,111,22,8,1088,620,87,93,15,16,824,425,71,66,7,5,584,607,118,96,12,9,839,108,46,23,10,7,180,149,83,80,12,14,331,91,12,44,15,29,191,6726,907,1272,371,206,9480,16,0,9,51,6,81,312,3,18,15,0,354,296,12,50,38,9,397,313,12,65,26,11,428,417,25,63,21,8,531,755,30,69,31,11,895,877,49,88,22,10,1043,1055,43,103,21,12,1237,981,52,82,17,12,1147,589,30,57,14,0,695,442,37,50,11,5,551,221,19,28,11,5,278,305,33,36,7,3,385,36,17,6,0,0,65,33,41,27,10,11,123,79,10,21,11,19,133,6721,407
21704,40,9,21,27,0,95,354,0,10,14,4,380,197,12,29,24,8,265,169,14,38,19,4,253,274,16,58,27,6,390,500,28,90,18,12,660,670,53,114,22,16,871,1215,83,156,35,22,1508,1556,130,199,34,23,1940,1142,116,144,15,19,1436,850,131,120,6,12,1121,672,91,91,3,9,867,896,151,135,14,8,1198,138,51,41,6,7,234,196,138,114,10,11,460,95,16,17,13,11,152,8961,1041,1380,287,176,11850,32,3,9,36,3,85,465,0,21,19,11,523,445,12,40,30,6,533,414,10,59,20,8,513,660,16,67,24,13,773,1090,25,89,20,19,1237,1343,35,95,24,4,1495,1539,41,114,29,10,1735,1499,64,102,35,17,1709,1036,30,75,17,6,1162,751,59,55,11,9,889,486,31,40,10,10,574,522,45,64,8,0,642,52,20,23,7,0,96,68,50,46,7,5,174,86,13,13,6,6,124,10488,455
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,15,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,54,0,0,0,0,59,18,0,0,0,0,19,58,0,0,0,0,58,0,0,0,0,0,0,179,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0
29999,314,92,154,212,32,803,1062,47,302,69,19,1501,1112,100,709,69,50,2038,1359,248,1113,106,54,2889,2084,312,1376,111,99,3977,3894,667,2342,128,155,7186,4659,1077,2847,123,163,8868,6283,1530,3584,135,229,11761,7390,2090,4327,99,217,14127,5988,1905,3399,70,154,11510,5254,1965,2833,65,123,10237,3911,1314,1779,47,61,7115,5784,1765,2041,65,68,9720,1233,462,347,21,13,2073,1601,731,516,45,28,2913,808,222,333,31,182,1568,52735,14525,27992,1393,1637,98277,237,14,84,211,10,561,1017,31,459,63,24,1592,1541,75,844,90,49,2592,1790,89,886,91,46,2901,2056,114,930,78,54,3233,3140,166,1294,118,83,4810,3180,175,1153,69,57,4637,3113,216,973,78,52,4422,3049,217,925,68,44,4305,1995,177,512,39,18,2738,1585,169,420,45,16,2229,1011,105,248,24,13,1397,1471,161,299,39,18,1992,316,64,76,8,0,466,444,127,155,25,8,762,367,39,75,22,57,570,26314,1948
