POW_SA3_CODE_2021,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
20402,0,5,0,3,6,83,44,15,19,155,323,911,165,47,1444,848,528,63,45,1482,1125,497,113,39,1777,1084,569,119,38,1808,1141,635,79,30,1892,1209,620,85,28,1938,1390,644,101,29,2164,1543,712,90,45,2394,1377,800,138,28,2338,1067,813,150,32,2062,463,483,91,20,1064,173,270,25,11,480,128,143,20,29,318,11864,7627,1244,421,21154
20403,0,0,0,0,3,120,67,11,32,229,662,1451,243,64,2415,1647,1188,157,83,3070,2019,980,183,77,3258,2041,993,226,67,3326,2010,1028,162,76,3276,2077,976,123,39,3220,2291,969,104,47,3415,2295,1001,149,57,3504,2032,1063,155,43,3296,1468,1110,195,29,2802,616,683,130,26,1450,233,313,30,13,594,152,195,22,31,397,19548,11952,1879,652,34033
20501,3,4,0,0,7,87,72,10,15,178,272,1016,111,26,1425,931,738,106,46,1823,1266,629,104,51,2052,1112,657,139,44,1952,1074,750,81,38,1940,994,644,62,37,1746,1163,688,61,36,1944,1139,744,81,33,2001,1013,711,84,27,1838,720,694,127,23,1561,334,429,64,16,844,134,198,18,13,358,94,166,12,19,296,10251,8057,1050,411,19772
20502,8,4,0,4,8,86,45,13,14,160,250,698,109,40,1101,668,450,62,41,1217,890,419,76,33,1419,869,579,97,43,1592,846,586,77,39,1552,871,573,75,37,1552,1000,626,73,33,1738,1139,708,78,37,1959,1069,782,156,44,2046,838,868,138,27,1878,394,509,70,29,1005,164,247,28,10,446,103,159,17,18,296,9112,7200,1057,428,17799
20503,6,0,0,0,9,87,65,7,21,183,272,1090,229,62,1659,797,701,118,47,1660,1043,603,122,60,1832,1168,708,147,45,2068,1243,843,145,30,2261,1270,781,102,47,2200,1460,954,91,56,2566,1551,1019,138,65,2772,1317,1104,182,37,2645,1009,1172,183,38,2401,462,724,91,35,1311,208,352,30,25,609,102,205,31,28,371,11906,10255,1621,576,24354
20504,0,0,0,5,4,138,76,13,19,247,412,1477,169,46,2107,1517,1149,137,70,2875,2300,973,228,89,3589,2191,1053,247,74,3569,2170,1200,180,68,3615,2025,1028,132,53,3242,2191,971,118,62,3342,2218,1059,141,51,3472,2065,1129,196,58,3439,1330,998,213,40,2581,430,493,93,31,1051,128,226,32,17,402,48,107,15,14,184,19025,11853,1898,674,33455
20505,4,4,0,8,14,76,46,6,19,143,305,682,112,33,1132,828,490,79,45,1445,1109,453,103,27,1690,1068,513,118,29,1723,1057,591,89,27,1764,1096,485,62,22,1665,1142,513,58,31,1741,1154,558,97,33,1836,1062,557,113,28,1762,844,624,103,25,1595,344,373,59,20,792,141,164,18,8,336,93,89,9,26,218,10227,6101,1031,355,17714
20601,0,4,0,0,4,84,59,5,15,167,79,981,100,23,1182,818,1833,225,75,2947,1935,1605,171,84,3796,2083,1374,208,65,3725,1813,1283,174,58,3330,1604,1042,92,47,2789,1453,1024,83,32,2586,1442,918,96,27,2484,1208,833,85,27,2160,771,655,70,4,1502,304,380,50,9,741,117,193,17,0,329,44,89,10,6,141,13667,12196,1387,456,27701
20602,0,0,0,0,0,56,37,6,5,107,70,556,93,8,720,537,1000,127,37,1698,1183,828,97,40,2150,1422,738,119,40,2320,1119,700,104,25,1946,1059,589,58,22,1716,1024,628,52,22,1731,1070,616,49,24,1749,815,505,46,17,1389,547,457,47,6,1058,234,287,27,3,555,65,136,15,3,220,31,53,4,3,96,9175,7087,831,253,17352
20603,0,0,0,0,0,74,63,7,6,148,80,1185,155,8,1420,698,1448,136,49,2335,1368,870,121,53,2414,1501,833,170,51,2561,1329,790,143,40,2300,1255,785,81,33,2149,1345,800,85,26,2252,1311,737,80,32,2160,1081,622,71,19,1795,611,547,78,20,1255,268,363,43,8,685,86,154,18,10,266,27,62,6,5,102,10974,9203,1185,353,21703
20604,6,6,7,9,20,1739,579,136,209,2675,621,3509,1082,179,5388,17050,15548,3097,779,36471,49631,13660,3049,1122,67463,59223,13367,5192,1147,78927,60661,13894,4632,930,80125,50663,11105,2163,592,64522,40876,8061,1306,443,50685,33182,6622,1266,371,41450,23670,5630,1309,297,30909,13514,5054,1142,183,19898,4720,2983,643,113,8457,1307,1480,219,69,3082,311,653,133,114,1210,355435,101560,25244,6346,488582
20605,3,0,0,0,7,356,155,19,49,580,247,1273,252,40,1805,3577,3651,463,169,7857,9356,3300,477,232,13366,10466,2832,674,226,14197,9828,2685,591,198,13303,8146,2037,277,131,10584,7208,1879,215,75,9370,6306,1694,228,89,8318,4482,1530,214,61,6283,2712,1370,191,43,4310,1074,895,109,33,2111,354,523,49,15,941,130,276,29,20,453,63880,23949,3758,1322,92908
20606,0,4,0,0,0,125,91,6,27,247,81,971,140,15,1202,1291,2448,361,81,4180,3390,1922,290,95,5702,3424,1491,300,83,5302,2688,1311,224,67,4287,2052,966,99,34,3152,1887,908,90,34,2917,1737,945,95,31,2803,1433,847,88,28,2396,851,701,75,19,1649,394,535,69,18,1019,206,361,28,14,607,93,219,33,6,356,19533,13632,1900,522,35586
20607,0,6,0,0,5,278,165,23,62,537,185,1589,286,37,2095,3596,4633,631,161,9024,10109,4096,661,233,15093,11375,3657,915,214,16164,9327,3305,727,168,13528,7265,2511,313,120,10207,6115,2100,231,96,8547,5041,2004,215,81,7338,3610,1699,204,57,5570,2288,1438,200,44,3975,969,949,121,25,2058,299,474,60,13,849,98,275,27,17,419,60272,28735,4589,1263,94862
20701,0,0,0,3,4,240,180,17,36,471,159,2750,411,39,3355,2275,4555,465,135,7426,5679,2695,308,166,8848,6316,2443,503,140,9401,5909,2496,436,104,8941,5348,2362,203,89,8000,5358,2504,186,73,8114,5086,2526,209,101,7924,3939,2336,204,57,6541,2577,2172,188,37,4972,1038,1458,158,28,2685,376,843,60,22,1301,144,501,39,30,707,44212,29637,3372,1002,78222
20702,0,3,0,0,3,74,72,7,6,167,103,1633,275,12,2019,729,2041,299,36,3111,1438,1046,149,49,2682,1604,905,192,57,2756,1446,1047,154,53,2706,1310,963,95,33,2399,1394,1023,93,38,2540,1410,1060,110,36,2613,1210,1032,127,32,2399,785,827,117,20,1746,329,504,72,18,921,81,277,24,4,385,45,169,26,12,249,11879,12532,1727,384,26526
20703,0,3,0,0,5,126,112,21,21,275,140,1628,226,18,2019,1536,2602,239,96,4471,3494,1856,243,116,5706,3817,1817,392,99,6119,3606,1981,303,79,5971,3174,1753,159,63,5142,3317,1687,124,48,5177,3268,1586,153,45,5057,2641,1490,161,46,4335,1778,1309,188,16,3291,593,744,100,8,1444,163,358,37,11,562,54,206,18,15,299,27579,19018,2345,662,49600
20801,0,0,0,0,3,98,79,12,16,198,130,1488,238,23,1879,1049,2014,241,60,3358,1852,1058,147,62,3122,1898,947,188,67,3107,1844,1068,156,48,3118,1785,1119,98,42,3043,2059,1295,104,45,3504,2146,1322,106,40,3611,1819,1286,122,39,3271,1113,1185,121,26,2446,513,764,57,15,1351,196,476,32,0,711,78,264,28,11,381,16472,14290,1646,483,32884
20802,3,5,0,0,8,136,119,13,23,290,146,1787,212,16,2161,1196,2616,259,63,4136,2639,1680,176,117,4610,2794,1496,254,90,4636,2689,1696,209,84,4682,2456,1524,129,60,4165,2675,1592,135,51,4453,2518,1608,137,50,4314,2042,1450,135,30,3660,1408,1303,119,32,2867,621,938,82,18,1655,233,521,50,14,813,80,253,24,6,364,21477,18477,1921,638,42510
20803,4,8,0,0,8,267,152,30,35,481,427,3178,443,43,4091,2637,3717,476,110,6939,4815,2101,333,191,7440,5073,1847,390,147,7454,5031,2045,282,118,7474,4839,2012,199,114,7161,5419,2143,173,110,7844,5361,2177,247,80,7861,4417,1970,243,66,6694,2849,1717,231,49,4851,1129,1025,138,23,2311,341,539,47,11,944,105,292,32,12,437,42444,24764,3228,1076,71510
20804,0,3,0,0,3,82,72,12,15,173,52,1239,281,16,1585,812,2522,531,63,3920,1793,1192,196,54,3234,1729,888,226,50,2892,1518,880,149,50,2605,1245,739,86,28,2105,1346,742,69,20,2179,1307,799,70,37,2207,935,698,77,19,1718,639,672,80,15,1408,296,408,49,9,760,104,262,19,8,390,47,137,12,9,192,11808,11170,1849,373,25202
20901,5,0,0,0,5,143,117,18,18,301,256,1888,234,23,2394,1558,2564,282,98,4509,3108,1661,270,87,5124,3236,1788,398,88,5513,2772,1942,296,77,5091,2701,1801,158,59,4721,2820,1829,138,51,4841,2763,1823,164,50,4800,2270,1691,174,51,4180,1628,1518,217,23,3395,690,885,120,23,1713,195,374,39,7,615,64,182,23,19,284,24054,19954,2516,648,47174
20902,4,0,0,0,3,113,86,20,21,239,147,1215,188,27,1579,1106,2038,272,100,3512,2500,1436,200,111,4253,2708,1440,272,106,4526,2598,1370,202,81,4242,2415,1293,124,46,3878,2464,1206,99,63,3832,2405,1125,138,54,3720,1991,1018,129,43,3176,1294,911,131,26,2367,480,464,68,7,1029,121,202,28,8,355,44,78,20,11,150,20271,13791,1872,680,36609
20903,0,0,3,0,5,51,50,6,5,111,121,1061,168,18,1362,592,878,115,31,1614,728,422,79,24,1249,768,454,104,30,1359,738,595,77,17,1424,806,601,64,22,1492,963,651,46,25,1686,996,650,56,11,1714,820,654,97,14,1583,534,614,75,14,1243,211,399,47,8,665,97,178,13,11,300,35,138,7,0,178,7405,7295,953,216,15870
20904,0,4,0,0,3,270,173,23,48,521,502,3519,350,62,4435,3016,3782,390,185,7374,5479,2560,365,254,8658,5648,2793,550,225,9216,5453,3052,373,194,9077,4883,2559,242,133,7820,4753,2358,217,97,7422,4411,2127,238,108,6886,3674,1858,210,101,5841,2324,1550,214,50,4139,910,824,104,26,1861,204,298,37,13,549,83,157,22,19,275,41344,27436,3311,1456,73549
21001,0,0,0,0,5,159,78,12,25,276,313,1285,214,23,1831,1758,1608,204,96,3668,2747,1054,159,118,4079,3093,1029,208,117,4443,3066,1008,188,68,4324,2790,924,133,88,3930,2903,1015,115,52,4080,2843,1045,129,57,4076,2256,872,131,41,3296,1490,797,127,35,2450,514,464,70,15,1059,126,186,26,12,347,48,91,18,8,167,23944,11375,1708,731,37754
21002,0,0,0,0,0,23,23,0,7,55,122,561,76,18,777,381,393,51,20,843,440,217,46,17,715,396,224,35,17,666,401,302,43,15,763,487,321,31,10,858,472,355,21,8,866,551,331,38,10,929,398,316,58,15,789,262,292,36,10,604,115,190,20,3,321,50,101,4,5,171,41,60,0,5,107,4120,3668,466,158,8406
21003,0,0,0,0,0,57,50,6,15,123,93,486,47,7,635,532,851,62,38,1483,1123,683,75,55,1935,1229,688,128,33,2079,1117,693,100,46,1951,1016,649,52,33,1745,1033,604,58,27,1720,1042,602,49,32,1721,880,518,72,13,1486,571,410,68,13,1063,192,203,34,10,435,53,105,8,0,169,28,43,4,0,70,8896,6527,762,302,16490
21004,0,0,0,0,0,25,32,5,3,72,124,697,90,5,918,455,585,68,17,1132,670,335,72,22,1105,666,367,86,15,1130,554,419,49,21,1046,538,345,35,13,934,553,360,29,12,952,532,379,45,18,968,452,339,51,14,856,273,318,34,11,636,118,175,22,0,322,32,77,7,0,121,21,30,0,3,57,4992,4424,594,159,10171
21005,0,0,0,0,0,338,163,37,59,600,585,2612,308,95,3605,3564,3710,427,243,7944,6831,2899,437,340,10509,7602,2867,634,333,11437,7956,3049,486,291,11786,6856,2611,371,204,10045,6743,2421,329,187,9679,6709,2270,387,123,9493,5659,2022,369,110,8155,3445,1481,288,84,5303,1228,693,134,37,2089,251,286,54,17,611,77,124,13,8,225,57514,27049,4247,2063,90874
21101,0,3,3,4,4,255,145,19,26,450,485,3006,375,41,3915,2970,3159,334,116,6577,5015,1891,276,148,7334,5060,1893,400,144,7490,5290,2119,338,105,7853,5116,2043,195,108,7460,5380,2135,212,81,7812,5324,2179,237,91,7834,4762,2038,226,80,7103,2981,1903,247,53,5183,1092,1114,120,27,2355,263,501,42,7,804,95,218,30,19,362,43835,24206,3031,1014,72089
21102,0,0,0,0,0,21,11,0,0,33,33,213,64,3,312,150,258,37,4,453,230,164,19,6,419,211,165,35,11,422,226,185,20,9,452,245,198,12,4,463,319,239,20,8,582,369,267,20,10,660,317,269,19,9,609,192,255,19,3,467,93,151,16,0,261,32,83,7,0,126,21,68,0,3,95,2433,2508,299,71,5311
21103,0,4,0,3,7,171,115,9,21,312,331,2489,344,30,3196,2041,2675,331,60,5106,3041,1391,237,109,4783,2960,1403,286,91,4738,2856,1589,219,74,4738,2810,1535,121,63,4527,3108,1470,123,45,4743,3001,1515,172,61,4755,2687,1473,172,36,4362,1765,1282,210,42,3298,630,785,93,9,1514,176,329,41,11,562,58,184,27,7,276,25463,18129,2366,650,46602
21104,0,0,0,0,4,87,51,10,11,160,100,1148,152,18,1420,817,1370,132,35,2357,1512,728,106,60,2400,1615,745,150,52,2565,1700,921,114,47,2783,1599,879,66,38,2581,1698,926,94,19,2740,1613,997,70,42,2730,1419,923,87,20,2446,823,739,93,9,1666,341,483,60,10,895,91,247,26,9,373,34,112,15,0,165,13357,10218,1170,374,25117
21105,0,0,0,0,3,158,108,18,17,299,517,2666,496,50,3729,1846,2198,330,93,4466,2448,1296,247,87,4070,2518,1435,294,80,4335,2317,1712,220,72,4319,2400,1709,168,68,4344,2724,1693,188,74,4678,2764,1714,222,64,4762,2320,1734,237,57,4350,1596,1538,194,41,3377,633,907,109,20,1670,223,470,56,16,770,71,222,25,15,340,22387,19291,2787,740,45211
21201,0,3,0,0,3,126,74,10,17,218,402,1963,245,44,2653,1578,1346,170,82,3174,2258,1005,163,103,3521,2221,1139,231,73,3660,2100,1232,143,61,3539,1925,1009,114,48,3094,1885,1083,93,54,3111,1794,998,105,45,2946,1427,886,100,47,2455,960,772,103,26,1864,362,455,51,13,884,103,221,26,7,365,72,130,18,11,230,17085,12225,1571,619,31507
21202,0,0,0,0,0,142,106,17,24,285,348,2592,334,41,3307,1945,2685,320,100,5047,3117,1519,272,132,5042,3101,1598,296,112,5106,3065,1906,226,108,5306,2738,1655,153,79,4626,2807,1615,124,63,4612,2808,1546,179,58,4596,2204,1334,149,43,3739,1488,1104,130,38,2759,540,569,71,16,1195,112,223,21,11,371,40,125,16,14,194,24318,18477,2293,802,45896
21203,0,0,0,0,0,116,92,15,22,246,341,2351,187,31,2910,1571,2082,200,97,3954,2497,1376,195,131,4199,2540,1609,249,89,4488,2701,1852,220,96,4870,2314,1517,115,76,4013,2015,1248,123,47,3438,1872,1083,104,42,3107,1357,912,128,36,2434,898,765,93,31,1786,321,415,56,19,809,72,157,16,3,243,23,66,13,12,112,18514,15426,1692,723,36363
21204,4,0,0,0,6,569,227,29,79,904,795,2590,248,84,3724,5044,4456,369,291,10161,9603,3619,436,382,14034,10229,3397,626,351,14610,10433,3497,497,276,14709,9968,3062,339,217,13584,10566,3044,312,196,14118,10313,2874,372,192,13750,9156,2625,386,159,12330,5994,2388,347,92,8821,2238,1372,187,47,3842,515,630,74,21,1239,150,283,29,27,493,85005,33842,4225,2342,125415
21205,0,7,0,0,9,401,211,29,45,690,340,2951,355,53,3700,3915,5569,584,222,10288,8521,3936,495,285,13231,9346,3453,805,277,13881,9684,3786,671,236,14376,9053,3421,321,159,12958,8973,3139,311,125,12553,8425,3094,311,131,11964,6798,2812,349,97,10055,4318,2405,328,87,7140,1595,1509,186,36,3319,402,735,78,32,1242,128,346,40,33,547,71499,37152,4834,1772,115259
21301,0,0,0,0,0,229,133,12,48,425,371,2315,292,66,3045,2293,2892,272,199,5664,4685,2315,342,240,7580,5209,2351,457,215,8223,5054,2315,324,183,7876,4580,2015,182,122,6896,4677,1950,185,118,6935,4283,1796,199,106,6382,3590,1587,231,75,5486,2397,1353,224,69,4044,835,680,124,20,1654,171,268,38,6,484,45,119,18,8,187,38189,21949,2887,1434,64456
21302,0,0,0,0,0,132,87,12,19,253,198,1226,180,24,1639,1219,1498,180,75,2974,2492,1138,121,101,3839,2859,1023,215,119,4213,2969,1153,185,77,4381,2684,1011,114,60,3864,2741,936,110,53,3847,2632,893,121,56,3705,2207,897,113,29,3247,1397,760,118,14,2289,501,421,67,9,993,111,185,13,7,312,35,86,6,9,135,22049,11219,1539,630,35433
21303,0,3,0,0,4,156,112,10,34,312,127,1527,300,40,1985,1323,2838,391,114,4669,2896,1958,283,147,5281,3430,1706,330,103,5565,3169,1576,247,101,5094,2825,1393,147,67,4434,2712,1348,117,62,4237,2540,1283,132,54,4005,2122,1081,142,40,3386,1397,928,140,23,2487,531,448,85,14,1081,125,163,38,5,331,33,71,7,7,110,23222,16314,2354,782,42663
21304,0,0,0,0,0,147,108,16,34,306,459,2585,282,67,3387,1944,2159,244,132,4480,3271,1571,247,150,5248,3489,1771,323,140,5726,3411,1842,240,139,5630,3048,1557,154,84,4845,2848,1425,130,71,4477,2438,1211,143,69,3865,1728,1022,145,41,2939,1053,840,101,35,2023,394,421,46,13,883,89,172,28,11,299,20,63,3,9,102,24204,16639,2085,974,43902
21305,0,3,0,0,3,346,193,22,67,630,573,3741,453,72,4845,3396,4356,409,248,8416,6445,3490,425,316,10673,7395,3335,596,331,11655,7934,3837,527,303,12596,6910,2963,366,176,10417,6134,2458,273,145,9013,5454,2098,267,120,7940,4476,1722,263,79,6538,2633,1437,201,56,4334,925,674,88,34,1726,186,272,19,8,488,48,105,17,23,194,52517,30484,3909,1911,88819
21401,0,3,0,0,0,187,150,15,29,381,473,2505,341,48,3368,2146,2404,311,104,4962,3490,1641,327,107,5566,3314,1892,407,121,5736,3303,2069,317,99,5789,3131,1934,179,96,5340,3244,1845,191,71,5352,3329,1820,205,70,5430,2618,1654,200,54,4534,1730,1540,234,36,3538,659,798,113,15,1582,173,349,41,10,573,54,181,22,13,273,27675,20635,2889,846,52045
21402,0,0,0,0,5,190,162,20,31,406,818,3305,592,107,4828,2685,2783,463,146,6080,3273,1622,307,101,5296,3004,1836,408,106,5355,2872,2041,333,102,5350,3013,2011,216,70,5310,3449,2323,257,91,6132,3485,2364,345,85,6282,2919,2182,324,99,5528,1889,2133,291,62,4374,769,1309,155,37,2269,260,741,83,22,1105,124,368,51,28,575,28564,25026,3829,1061,58473
21501,4,5,0,0,9,108,64,17,14,203,370,988,94,39,1493,1257,620,105,53,2034,1762,635,158,49,2605,1641,781,149,57,2625,1360,760,128,36,2281,1438,712,68,31,2251,1603,741,79,37,2465,1830,840,138,40,2850,1808,931,149,42,2932,1415,1000,182,39,2633,631,554,95,24,1305,248,311,34,27,627,172,242,29,44,486,15536,9111,1415,531,26594
21502,5,0,0,0,5,108,72,6,26,207,317,1026,113,47,1502,1185,730,108,65,2091,1657,705,136,88,2584,1537,751,171,70,2526,1426,770,107,71,2369,1463,683,64,49,2256,1670,652,77,58,2456,1675,682,92,64,2512,1469,672,94,43,2278,1093,708,110,48,1956,444,350,39,20,859,142,177,19,9,347,69,63,10,17,160,14148,7967,1139,649,23895
21503,0,0,0,0,0,71,47,6,9,139,255,561,56,22,897,830,377,59,25,1295,1067,402,99,48,1614,1005,485,93,49,1633,981,493,65,39,1577,977,445,37,34,1492,960,419,39,30,1447,1149,495,52,39,1733,1159,570,74,33,1831,933,556,81,32,1603,425,378,52,18,874,130,186,22,17,356,88,115,14,28,247,9948,5495,733,420,16600
21601,0,0,0,3,4,59,40,13,15,125,248,715,139,37,1143,775,414,65,33,1291,906,391,99,37,1430,875,448,90,33,1450,851,537,60,31,1482,897,442,38,26,1411,1128,518,64,47,1752,1136,522,88,41,1781,1097,577,83,32,1785,824,652,103,38,1611,349,355,55,18,775,109,166,21,17,316,69,103,12,25,210,9266,5837,916,425,16445
21602,0,0,0,0,5,39,32,4,6,81,188,520,54,37,804,518,274,30,15,835,704,254,64,42,1057,626,324,75,32,1057,655,310,44,23,1036,681,315,24,25,1040,743,326,37,15,1119,807,378,57,21,1263,719,418,55,18,1212,570,402,70,28,1065,254,226,47,16,539,84,129,11,10,241,53,70,10,17,144,6600,3955,570,286,11409
