POW_SA3_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
20402,257,0,0,258,0,270,4,26,0,35,0,0,0,0,233,0,0,238,7,273,12,45,0,60,10,0,3,12,135,3,0,135,3,210,18,50,0,66,26,6,0,29,3,4,0,3,4,101,49,133,3,183,119,43,0,167,4,19,0,17,15,384,32,72,0,103,29,61,0,88,3,13,0,15,6,213,52,265,3,315,61,267,4,332,10,72,4,83,95,825,167,592,6,765,240,376,4,626,811,107,4,920,126,2447
20403,349,0,0,349,0,367,8,37,0,43,0,0,0,0,365,0,0,362,0,414,46,86,0,132,35,8,0,37,174,0,0,171,0,341,56,102,0,156,58,7,0,65,19,0,0,25,4,247,205,281,0,488,263,96,0,360,23,15,0,45,19,907,116,148,0,265,89,119,0,209,13,23,0,38,18,530,130,526,6,659,121,514,3,639,34,108,4,148,87,1535,567,1194,5,1763,567,745,0,1310,1268,156,4,1427,132,4632
20501,246,0,0,249,0,255,4,23,0,28,0,0,0,0,242,0,0,242,6,275,14,44,0,61,43,5,0,43,123,4,0,125,0,232,15,61,0,78,82,6,0,91,3,5,0,16,0,185,58,149,0,208,276,63,0,338,11,16,0,26,9,585,24,76,0,108,71,61,0,127,6,14,0,20,11,264,46,232,0,278,77,246,0,330,21,71,3,94,89,788,174,595,0,773,546,377,4,925,812,117,5,927,111,2741
20502,173,0,0,179,0,189,6,14,0,20,0,0,0,0,190,0,0,190,7,219,3,38,0,43,7,3,0,11,83,3,0,84,0,143,14,35,0,47,13,0,0,16,5,0,0,0,0,70,50,114,0,161,53,40,0,92,4,10,0,18,0,272,20,54,0,72,27,51,0,83,3,14,0,15,5,174,29,248,0,279,67,217,0,290,15,68,0,83,115,770,126,512,5,642,167,321,3,491,591,105,3,694,133,1962
20503,298,0,0,298,6,312,6,19,0,31,0,0,0,0,259,3,0,258,7,297,5,35,0,46,35,6,0,42,168,6,0,178,6,267,16,47,4,64,67,7,0,79,3,6,0,10,4,156,39,138,0,183,217,37,4,257,9,12,0,23,17,482,29,72,0,101,43,53,0,97,0,12,0,12,7,222,55,284,0,340,84,275,3,362,8,74,0,85,103,889,159,606,6,776,447,380,5,835,951,113,0,1065,155,2830
20504,354,0,0,352,0,364,15,35,0,54,0,0,0,0,310,6,0,313,5,376,30,56,0,89,41,9,0,50,160,0,0,162,5,310,18,80,0,93,100,13,0,120,4,14,0,15,4,229,69,231,0,307,358,119,0,473,9,25,0,34,12,827,42,128,0,170,111,151,0,263,10,18,6,32,12,480,88,406,0,491,169,459,0,628,20,129,6,156,157,1434,265,941,4,1207,782,748,3,1539,1124,191,7,1314,199,4266
20505,167,0,0,167,4,191,0,20,0,20,0,0,0,0,170,6,0,171,0,188,11,32,0,44,17,5,0,22,101,5,0,104,0,169,11,47,0,58,21,7,0,30,6,0,0,3,0,92,31,98,0,130,119,50,0,169,13,6,0,18,12,336,13,57,0,74,43,72,0,114,11,14,0,25,4,221,33,222,0,253,66,259,0,328,16,49,6,68,79,734,102,490,0,595,270,387,0,658,611,83,3,707,114,2075
20601,179,0,0,179,0,178,0,0,0,5,0,0,0,0,191,0,0,195,0,202,19,16,0,41,92,3,0,92,96,0,0,98,0,232,23,25,0,48,234,17,0,249,7,0,0,12,0,304,167,181,0,342,1054,172,0,1233,43,27,0,68,5,1657,128,124,0,255,407,183,0,589,39,54,0,93,3,946,175,378,3,551,292,438,0,727,62,158,0,222,51,1552,515,720,7,1242,2075,812,3,2891,717,239,0,960,64,5168
20602,99,0,0,99,0,99,0,4,0,3,0,0,0,0,131,0,0,131,0,136,8,17,0,20,72,6,0,78,50,0,0,50,0,151,6,27,0,34,147,9,0,155,4,0,0,7,0,199,99,115,0,214,574,120,0,697,13,18,0,31,6,944,76,105,0,183,236,103,0,338,21,15,0,43,7,574,90,251,5,342,183,260,4,445,29,105,0,135,24,950,285,512,5,804,1211,497,4,1710,401,145,0,546,39,3102
20603,233,0,0,233,0,239,5,8,0,11,5,0,0,5,227,0,0,227,4,243,9,14,0,22,163,9,0,169,119,0,0,119,0,310,23,19,0,45,280,12,0,294,4,4,0,9,0,345,121,97,0,222,882,139,0,1022,35,23,0,62,5,1312,86,94,0,172,206,106,0,319,33,35,0,70,8,567,114,248,0,362,168,297,5,468,60,138,0,200,36,1070,362,472,3,842,1705,567,5,2274,848,201,3,1049,57,4223
20604,393,0,0,398,3,418,7,15,0,28,10,0,0,10,468,3,0,474,3,511,62,63,0,129,758,31,0,793,242,6,0,251,4,1178,141,103,0,243,1671,126,4,1804,40,21,0,64,11,2126,1190,923,0,2118,11030,2738,6,13779,422,487,5,910,80,16895,1117,1378,7,2500,4377,4040,14,8431,498,871,5,1369,88,12400,1450,4202,3,5658,3493,10709,49,14254,582,2441,12,3035,483,23442,3986,6688,15,10689,21343,17650,74,39064,2875,3829,18,6721,676,57192
20605,161,0,0,161,0,163,12,9,0,19,0,0,0,0,209,0,0,209,0,228,25,38,0,61,210,10,0,221,114,3,0,119,4,401,40,46,0,89,431,44,0,474,9,3,0,13,0,573,373,380,3,762,2245,526,0,2771,122,92,3,220,23,3778,326,408,3,738,820,586,0,1410,139,213,0,359,16,2522,363,1038,3,1403,595,1411,13,2015,158,546,7,711,134,4266,1139,1923,11,3074,4301,2579,13,6886,1029,856,9,1892,178,12044
20606,135,0,0,135,0,139,4,3,0,4,0,0,0,0,167,0,0,167,0,168,12,11,0,19,163,5,0,169,73,0,0,73,0,263,27,19,0,43,346,12,0,359,4,4,0,8,0,407,205,171,0,367,1611,272,0,1883,50,40,0,85,17,2358,200,189,0,390,451,295,5,744,49,93,0,144,7,1294,177,388,0,561,288,531,5,815,70,214,0,281,62,1728,619,771,0,1396,2852,1116,12,3975,617,345,0,966,82,6429
20607,265,0,0,265,4,270,3,8,0,10,0,0,0,0,290,0,0,290,0,296,17,30,0,56,212,10,0,222,147,4,0,153,0,428,57,44,0,101,470,42,0,513,19,3,0,23,5,640,350,335,0,680,2851,656,0,3510,93,87,0,180,19,4389,296,401,0,700,1067,862,3,1933,106,149,0,252,21,2902,415,956,8,1378,718,1895,10,2619,127,444,0,575,116,4689,1142,1773,8,2923,5324,3470,14,8800,1172,687,3,1866,158,13755
20701,470,0,0,470,5,473,5,0,0,4,6,0,0,8,494,0,0,492,0,511,25,19,0,39,448,20,0,475,261,5,0,270,0,777,52,42,0,94,911,45,0,956,16,7,0,22,5,1076,277,231,0,511,3273,559,3,3831,89,65,0,159,15,4512,232,240,0,476,742,478,4,1226,94,120,0,210,11,1929,284,831,3,1111,583,1374,6,1960,113,427,0,544,90,3702,865,1371,0,2244,5963,2477,10,8454,1801,618,4,2418,115,13240
20702,273,0,0,273,0,274,5,0,0,4,0,0,0,0,395,0,0,399,0,400,7,12,0,19,222,5,0,229,203,0,0,203,0,451,27,25,0,56,432,26,0,461,7,4,0,13,3,528,122,120,4,245,1406,224,0,1635,31,26,0,59,12,1954,80,82,0,168,261,111,0,376,39,40,0,87,9,634,124,306,0,434,173,327,4,497,57,167,3,229,39,1198,367,559,4,926,2491,692,5,3186,1174,235,5,1412,69,5596
20703,275,0,0,275,0,278,9,10,0,17,4,0,0,4,340,0,0,340,0,361,17,14,0,27,215,13,0,228,187,0,0,187,0,447,31,37,0,71,452,22,5,475,3,4,0,7,0,557,170,211,0,380,1702,296,3,1995,52,43,3,98,7,2487,143,163,0,308,539,325,5,865,62,76,0,140,12,1327,196,652,5,850,486,1016,0,1502,90,305,6,400,56,2802,561,1086,5,1657,3396,1669,5,5075,1193,429,6,1625,73,8430
20801,290,0,0,290,0,292,0,7,0,6,0,0,0,0,316,0,0,316,0,326,12,18,0,27,200,9,5,212,175,0,0,175,0,417,14,42,0,59,394,33,4,426,3,0,0,4,0,491,168,188,0,356,1385,185,5,1574,42,29,0,70,12,2011,101,123,0,227,271,163,0,433,41,29,0,71,3,743,144,363,3,507,194,446,0,636,45,173,6,218,71,1440,440,739,5,1190,2447,839,10,3289,1049,234,6,1288,98,5864
20802,332,0,0,332,0,340,10,3,0,13,0,0,0,0,377,0,0,377,0,387,17,28,0,43,245,9,0,255,182,0,0,185,0,486,24,35,0,60,430,24,0,454,5,0,0,8,0,523,231,208,0,436,1745,267,0,2007,61,54,0,108,10,2573,141,165,3,312,473,237,4,706,72,48,0,119,3,1147,207,513,3,726,351,610,9,966,88,251,0,338,50,2079,633,959,6,1594,3243,1141,7,4388,1323,354,5,1674,68,7741
20803,607,0,0,607,0,614,12,18,0,34,0,0,0,0,733,0,0,733,0,765,28,69,0,95,380,20,0,393,365,5,0,370,3,868,79,118,0,203,677,51,0,731,9,8,0,12,0,944,305,484,0,786,2179,404,4,2584,95,61,0,156,15,3550,192,302,4,498,463,312,0,772,75,80,0,160,18,1447,244,870,0,1111,329,705,3,1035,114,328,5,449,109,2707,868,1867,5,2742,4031,1483,11,5521,2320,478,5,2802,151,11219
20804,227,0,0,227,0,224,3,0,0,4,0,0,0,0,238,0,0,238,0,239,9,10,0,17,202,6,0,208,122,0,0,120,0,347,28,12,0,36,435,27,0,464,12,3,0,14,0,513,164,110,0,276,1934,288,0,2226,47,33,0,78,6,2588,92,96,0,192,336,186,0,525,39,43,0,82,7,798,108,302,0,408,189,376,3,567,30,114,0,145,21,1145,403,530,0,932,3100,887,3,3988,834,198,0,1029,37,5984
20901,370,0,0,370,0,374,15,4,0,16,0,0,0,0,402,3,0,400,0,423,21,23,0,48,217,14,0,232,260,3,0,262,0,543,37,61,0,93,380,29,0,419,11,9,0,18,0,530,172,238,0,407,1535,262,5,1798,40,37,0,82,10,2302,119,141,0,257,407,326,0,733,53,57,5,113,5,1112,170,517,0,687,366,935,4,1307,74,247,3,325,84,2404,525,983,5,1517,2909,1572,8,4488,1399,354,8,1755,102,7862
20902,239,0,0,239,3,249,3,3,0,14,4,0,0,4,270,0,0,270,0,292,20,22,0,40,136,5,0,143,115,3,0,118,6,299,25,44,0,67,260,17,0,278,4,3,0,12,0,353,163,148,5,314,1293,187,6,1486,63,28,0,83,6,1891,125,113,0,243,376,219,0,600,41,59,0,95,15,947,180,473,0,650,377,687,0,1067,78,198,0,280,75,2076,517,806,0,1329,2441,1120,3,3562,961,291,0,1251,108,6253
20903,206,0,0,211,0,218,0,8,0,12,3,0,0,3,268,0,0,268,0,282,13,19,0,27,88,0,0,91,142,0,0,142,0,261,26,41,0,70,186,12,0,200,4,3,0,6,0,274,75,130,0,204,515,78,0,589,7,21,0,32,4,823,30,49,0,83,89,50,0,141,9,17,0,22,0,242,65,158,0,221,88,208,0,293,17,83,0,98,21,629,204,413,3,624,968,352,0,1313,798,118,3,918,20,2877
20904,655,0,0,655,8,683,14,24,0,39,3,0,0,3,761,4,0,762,0,814,54,69,0,123,323,15,0,342,384,9,0,395,0,857,63,126,0,193,562,45,0,605,25,16,0,39,0,843,348,438,4,784,1956,323,4,2283,131,96,0,227,30,3331,204,252,0,455,540,265,5,805,114,82,0,198,22,1482,317,824,4,1146,488,825,0,1316,166,387,8,563,134,3158,1016,1739,14,2764,3873,1469,16,5357,2709,589,6,3303,189,11628
21001,238,0,0,238,0,243,5,8,0,15,0,0,0,0,292,0,0,295,0,310,15,36,0,53,162,8,0,176,136,11,0,145,0,379,22,77,0,98,272,17,0,288,8,0,0,12,0,403,157,300,3,465,954,154,0,1108,42,50,0,89,13,1672,115,174,0,284,226,107,0,334,38,33,0,73,8,700,128,410,4,546,147,340,7,488,55,153,0,207,58,1300,446,1010,5,1463,1763,630,7,2396,966,236,4,1207,74,5145
21002,129,0,0,129,0,129,0,6,0,8,0,0,0,0,158,0,0,158,3,174,12,13,0,24,37,3,0,41,69,0,0,74,0,143,15,22,0,34,83,0,0,83,0,0,0,0,0,124,31,80,0,109,208,36,0,249,5,6,0,13,3,371,11,30,0,45,30,14,0,41,6,6,0,10,4,99,14,101,0,118,26,93,0,124,9,33,0,41,24,303,85,256,0,346,384,153,0,542,459,46,0,503,33,1424
21003,84,0,0,84,0,84,3,3,0,9,0,0,0,0,110,0,0,110,0,117,6,12,0,23,62,3,0,63,52,8,0,56,0,141,18,20,0,42,84,4,0,85,3,0,0,4,0,130,101,86,0,187,415,90,0,505,37,18,0,51,8,757,69,70,0,134,150,77,0,226,30,32,0,66,5,429,60,204,0,264,127,220,0,348,52,99,0,151,40,802,255,397,0,656,838,390,0,1228,398,162,0,565,50,2505
21004,172,0,0,172,0,178,0,5,0,4,0,0,0,0,155,0,0,155,0,166,4,15,0,19,60,5,0,61,68,0,0,72,0,157,18,34,0,52,82,4,0,85,0,0,0,3,0,145,43,94,0,141,299,49,0,341,9,14,0,23,0,515,27,57,0,82,55,40,0,95,7,14,0,20,0,200,37,123,0,154,56,94,0,150,14,29,0,52,15,368,133,332,3,462,547,199,0,742,532,62,4,594,13,1814
21005,520,0,0,519,5,537,17,22,0,40,0,0,0,0,509,3,0,507,3,549,49,66,0,107,288,20,0,304,258,7,0,264,0,682,74,97,4,171,482,41,0,525,21,16,0,36,4,741,430,428,5,862,1759,306,4,2066,154,100,6,258,26,3214,257,322,0,583,480,283,3,766,162,131,0,290,22,1664,373,989,9,1369,429,800,10,1244,249,465,11,725,170,3506,1207,1923,17,3140,3435,1456,18,4911,2169,719,15,2902,236,11200
21101,612,0,0,612,5,633,17,24,0,38,0,0,0,4,652,5,0,653,0,699,50,73,0,124,251,12,0,265,352,0,0,362,0,749,69,117,0,188,526,34,0,561,7,8,0,16,4,773,287,482,0,763,1675,330,4,2013,60,62,0,127,10,2923,144,262,0,408,355,281,4,644,61,84,3,144,4,1205,215,765,0,975,318,721,0,1043,78,310,8,394,94,2507,783,1723,3,2512,3133,1385,10,4528,2179,471,11,2661,115,9826
21102,41,0,0,41,0,41,3,3,0,6,0,0,0,0,69,0,0,69,0,73,0,5,0,5,22,0,0,22,39,0,0,42,0,70,4,13,0,15,37,0,0,36,0,0,0,0,0,53,12,31,0,48,155,26,0,184,5,0,0,7,0,236,10,20,0,29,36,20,0,53,3,3,0,11,0,90,20,55,0,70,23,66,0,91,5,36,0,42,9,212,47,123,0,173,273,111,0,384,198,43,0,247,5,805
21103,491,0,0,491,0,500,14,9,0,22,0,0,0,0,595,0,0,595,0,624,36,47,0,80,206,20,0,227,329,5,0,331,0,641,45,107,0,146,393,33,0,427,16,6,0,23,4,597,227,415,3,635,1409,270,4,1683,62,56,0,114,15,2452,107,205,0,312,253,204,0,458,31,41,0,78,10,856,155,555,0,716,204,559,0,764,44,227,0,276,86,1847,575,1346,6,1931,2465,1088,7,3557,1871,340,0,2214,111,7828
21104,222,0,0,222,0,221,4,9,0,10,0,0,0,0,247,0,0,247,0,263,10,17,0,27,129,8,0,141,140,0,0,142,0,311,21,22,0,41,246,19,0,265,0,0,0,3,0,314,70,120,0,195,863,182,0,1047,24,27,0,42,10,1292,65,61,0,131,178,85,0,262,21,17,0,39,4,436,92,327,4,424,170,314,4,488,30,128,6,170,34,1115,266,557,4,828,1590,607,8,2201,826,179,6,1005,58,4089
21105,595,4,0,594,0,625,23,42,0,64,0,0,0,0,709,4,0,711,0,778,44,78,3,123,151,7,0,162,360,6,0,364,5,654,58,127,0,183,301,31,0,327,9,12,0,22,4,541,152,375,0,527,974,237,0,1210,25,52,0,78,5,1816,82,195,0,273,177,135,0,315,20,37,0,55,8,659,114,548,0,664,174,582,5,759,38,216,0,252,87,1761,476,1384,5,1865,1780,992,5,2774,2103,324,0,2437,112,7193
21201,492,0,0,491,5,521,15,30,0,45,0,0,0,0,462,3,0,466,3,513,28,60,0,89,116,10,0,126,228,0,0,228,3,442,38,102,0,138,200,15,0,213,8,3,0,14,0,366,129,284,5,411,579,126,0,713,17,34,4,54,15,1199,67,131,0,196,144,102,0,248,31,55,0,85,8,530,105,410,0,519,152,343,0,494,33,153,3,189,61,1267,384,1035,10,1425,1189,589,0,1791,1535,259,9,1798,100,5110
21202,523,0,0,524,3,542,10,22,0,35,8,0,0,9,554,0,0,556,0,599,39,57,0,94,277,8,0,287,270,5,0,270,5,655,57,93,0,149,433,22,0,454,16,3,0,21,5,620,198,331,0,529,1427,281,0,1710,66,49,0,121,8,2372,113,171,0,283,279,192,0,466,46,43,0,89,13,851,154,553,3,710,224,606,0,832,81,231,3,311,71,1924,583,1232,3,1817,2639,1111,5,3759,1881,329,7,2215,101,7892
