POW_SA3_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
20402,699,326,98,10828,40,13,32,94,0,175,653,8,33,40,13,746,497,18,72,54,19,657,454,44,104,62,14,680,657,47,129,66,16,919,1310,91,170,72,37,1674,1753,129,182,49,25,2135,2512,156,227,52,34,2974,2713,201,229,59,33,3234,1864,134,156,25,17,2202,1513,134,154,22,8,1834,1049,102,76,14,8,1248,1443,162,100,21,8,1743,182,56,33,6,0,280,211,110,80,11,0,406,146,16,27,21,15,229,16994,1421,1815,657,260,21154
20403,1090,373,136,16169,79,10,28,105,10,236,980,7,43,36,7,1080,742,15,103,65,15,937,740,53,143,75,15,1022,1050,62,185,79,19,1398,2019,123,251,79,47,2513,2852,160,299,90,42,3427,4074,229,288,50,32,4674,4606,309,351,57,34,5357,3299,247,255,37,17,3851,2642,216,194,39,23,3106,1816,161,136,12,12,2135,2365,277,206,25,19,2885,263,97,59,3,3,431,342,195,96,15,11,655,224,25,35,26,25,339,28084,2170,2673,782,325,34033
20501,842,299,95,10568,53,9,23,89,3,177,663,3,54,27,3,752,663,27,85,44,11,830,557,33,100,51,14,757,737,44,120,52,23,976,1332,102,177,67,35,1713,1807,115,193,48,24,2186,2302,166,254,54,21,2792,2224,220,225,40,18,2726,1570,156,165,21,8,1923,1161,183,150,26,11,1523,782,102,117,10,7,1018,1051,181,131,15,9,1391,136,65,38,6,6,248,169,170,88,20,5,449,194,34,40,22,20,308,15395,1598,1971,588,220,19772
20502,669,286,142,9208,43,10,21,76,4,156,511,6,35,40,18,604,405,21,53,47,23,547,531,35,96,77,17,760,676,48,146,55,21,938,1394,85,188,48,36,1746,1762,104,192,52,49,2153,2096,144,203,42,31,2515,2162,166,223,46,32,2628,1377,122,147,17,28,1689,1097,129,148,14,10,1395,687,79,60,17,13,858,853,111,83,9,11,1065,125,44,35,12,3,211,132,82,49,9,9,280,141,16,28,26,29,237,13990,1187,1704,604,323,17799
20503,1343,446,193,12448,59,14,44,141,5,266,822,12,61,67,18,978,698,35,134,60,23,946,684,51,182,90,20,1033,990,78,239,82,31,1418,1709,130,330,63,42,2274,2035,134,345,76,55,2645,2427,239,388,67,48,3164,2464,274,419,69,49,3277,1578,229,317,40,26,2186,1332,197,257,27,32,1849,877,165,160,16,21,1248,1334,229,183,39,24,1804,205,64,59,11,12,341,235,151,137,12,17,551,222,38,56,21,37,366,17671,2035,3322,865,455,24354
20504,681,192,126,16971,115,6,15,62,3,204,955,14,41,29,12,1049,863,20,72,28,8,987,879,35,106,28,23,1069,1217,30,117,29,23,1415,2116,66,156,45,20,2406,2811,94,169,18,23,3115,3662,132,179,27,27,4028,3985,195,174,29,29,4413,3019,134,146,15,16,3324,2781,161,118,8,23,3098,2087,96,50,6,16,2268,3297,190,107,3,11,3605,716,57,31,4,7,812,1008,132,63,7,6,1216,324,22,37,13,35,436,29826,1385,1590,362,291,33455
20505,714,235,119,8674,39,13,30,97,13,180,544,3,43,31,7,626,406,19,81,46,14,570,409,29,112,48,15,613,667,41,135,29,23,895,1127,72,167,47,30,1441,1425,84,201,43,20,1767,1844,78,177,33,33,2167,1935,129,186,18,33,2304,1454,97,166,20,15,1747,1379,78,119,18,20,1613,872,75,87,11,10,1059,1348,114,112,9,10,1588,259,33,32,7,5,331,403,97,73,8,0,585,140,14,29,28,13,225,14244,969,1760,474,267,17714
20601,1415,184,57,14599,82,14,23,54,3,177,682,3,67,25,4,784,836,30,114,20,9,1007,933,44,175,28,9,1188,1188,63,183,34,16,1480,1881,123,284,43,12,2339,2267,166,313,38,15,2807,2779,201,367,28,21,3400,2967,280,402,30,16,3688,2225,244,277,19,8,2777,1830,286,225,9,9,2369,1275,198,167,12,3,1657,1734,353,260,11,10,2360,306,134,102,0,0,538,397,298,131,9,3,848,205,32,23,9,21,292,21586,2468,3119,372,156,27701
20602,1051,112,45,8943,34,7,20,32,3,98,413,11,48,13,0,482,466,13,81,11,4,569,554,40,102,17,0,711,630,30,124,22,7,810,1070,81,189,21,17,1370,1298,105,210,20,8,1640,1735,142,230,20,10,2134,1902,175,254,23,12,2363,1387,153,189,13,10,1746,1116,185,172,4,0,1484,782,137,119,5,5,1050,1187,278,174,10,3,1651,233,106,69,0,0,408,325,233,104,9,0,670,118,12,21,3,14,168,13247,1697,2085,224,93,17352
20603,892,171,50,12269,68,15,7,60,4,161,810,12,44,8,0,869,837,22,73,16,5,962,769,33,88,22,11,920,845,52,92,24,5,1020,1310,89,146,34,11,1586,1583,109,165,22,9,1891,1969,171,175,23,15,2355,2144,227,222,30,10,2633,1724,180,151,16,9,2078,1555,216,160,19,5,1956,1102,182,122,7,9,1411,1738,336,194,7,4,2279,271,157,59,6,3,492,359,339,142,9,3,861,168,20,15,3,26,228,17260,2156,1853,315,123,21703
20604,3628,837,643,237209,1146,105,97,301,47,1699,3095,65,172,77,29,3442,5077,95,252,87,50,5566,6250,213,303,132,64,6957,7941,249,340,127,73,8729,13475,393,541,130,81,14624,17581,559,608,122,104,18976,27535,747,714,127,126,29251,46014,1001,780,154,127,48083,48035,831,624,76,91,49659,51704,1011,496,89,104,53403,45172,861,395,53,64,46545,103684,1804,879,70,99,106532,29765,905,386,29,38,31128,53246,4018,2977,80,103,60420,2976,171,125,47,254,3577,462698,13039,9692,1698,1457,488582
20605,1955,357,151,39600,235,43,44,100,10,432,902,35,75,29,6,1046,1276,60,150,26,13,1526,1538,85,185,64,18,1890,2016,106,249,42,19,2426,3349,192,358,61,36,4000,4274,314,397,56,25,5065,7145,424,488,60,41,8158,10529,578,548,63,44,11765,9491,537,454,35,27,10543,8786,592,373,26,24,9797,6621,552,296,32,23,7514,13980,1140,440,33,24,15614,3514,503,168,18,5,4205,6001,1716,363,51,24,8153,563,72,50,11,75,770,80218,6939,4624,714,407,92908
20606,1181,249,80,18978,99,34,26,72,0,231,649,21,40,15,0,731,863,22,64,23,4,976,1102,39,80,36,7,1258,1289,60,106,21,7,1486,2025,119,151,41,18,2360,2372,174,204,31,7,2790,3092,232,256,48,24,3649,3886,287,291,32,20,4519,3148,268,255,31,7,3709,2745,337,224,34,10,3345,1824,254,172,25,9,2279,3234,575,278,36,10,4141,722,278,102,16,10,1124,1280,998,327,53,16,2666,238,46,12,20,17,338,28551,3753,2591,523,166,35586
20607,2108,297,168,48658,213,27,40,109,3,396,1187,27,79,34,6,1334,1552,51,131,36,18,1776,1822,77,140,40,27,2104,2310,94,214,33,21,2676,4036,166,329,41,22,4592,5358,251,357,45,29,6041,7662,327,455,56,30,8534,10912,491,590,52,41,12084,10119,432,402,34,25,11007,9156,607,406,29,28,10222,6725,522,276,15,13,7552,13431,1056,505,42,20,15049,3073,454,142,14,6,3683,5014,1447,511,25,13,7024,613,63,41,14,68,791,83170,6087,4623,610,368,94862
20701,2350,635,133,42318,194,57,33,162,4,454,2141,55,114,65,5,2386,2300,80,236,61,3,2688,2214,152,220,94,20,2701,2421,192,231,61,24,2927,3661,296,384,90,19,4441,4335,420,406,96,28,5285,5622,488,484,108,18,6718,7228,588,550,94,30,8492,6509,556,455,58,15,7600,6243,682,361,53,20,7359,4716,552,288,53,17,5625,9883,1118,513,66,19,11598,2278,546,188,29,6,3041,3911,1674,524,69,13,6194,526,80,52,15,46,716,64178,7535,5060,1169,281,78222
20702,912,305,70,14704,94,26,20,71,5,220,1269,16,64,36,4,1382,1314,44,90,45,6,1499,1181,101,131,51,8,1476,1247,104,133,45,8,1534,1809,152,197,67,7,2227,1960,231,199,45,15,2449,2274,234,239,39,7,2794,2565,291,261,46,17,3177,1876,226,171,17,9,2295,1586,219,147,24,8,1983,1008,195,118,14,4,1335,1883,312,151,22,8,2381,376,115,47,7,0,548,537,320,116,10,6,981,180,19,16,10,24,253,21152,2606,2097,544,129,26526
20703,1227,317,107,27714,137,26,27,82,9,282,1330,28,86,35,5,1493,1408,52,141,40,6,1649,1410,107,157,64,9,1745,1557,125,161,48,22,1905,2472,189,245,61,30,2991,3220,252,208,30,16,3730,4491,297,294,59,23,5169,5544,381,300,49,26,6303,4463,263,247,26,20,5011,4323,322,211,28,13,4886,3367,194,130,12,11,3713,6036,463,241,24,7,6773,1065,206,73,8,4,1361,1510,447,174,7,5,2156,339,36,18,11,33,439,42678,3403,2713,584,225,49600
20801,1627,368,73,17871,95,33,21,91,3,238,1120,21,70,22,5,1243,1091,42,119,40,10,1302,976,62,120,36,4,1198,1143,104,152,48,17,1461,1761,146,236,52,14,2210,2110,207,287,45,5,2652,2798,292,321,38,20,3469,3190,386,367,39,13,3993,2441,380,307,31,12,3169,2004,446,259,29,14,2753,1415,364,193,32,3,2012,2406,741,322,35,10,3514,519,298,98,25,5,942,1009,954,322,58,11,2360,234,57,31,16,23,361,24314,4522,3239,632,168,32884
20802,2209,408,108,23791,131,39,39,131,0,346,1384,27,121,38,10,1578,1359,54,180,53,9,1658,1215,123,201,68,9,1624,1501,129,262,46,13,1949,2283,211,366,59,11,2926,2738,287,397,43,21,3494,3784,326,484,45,12,4656,4246,420,500,63,21,5252,3394,348,405,39,8,4203,2910,476,344,34,5,3775,2216,381,258,32,9,2897,3375,741,404,40,12,4570,660,266,137,5,0,1069,1033,692,289,25,19,2055,288,66,54,18,37,464,32506,4588,4444,760,209,42510
20803,1693,411,150,32176,234,42,33,143,9,466,2199,25,83,38,3,2349,2072,64,155,59,10,2360,1936,112,202,67,28,2346,2329,139,222,69,25,2786,3853,243,375,76,39,4582,5326,377,385,67,30,6195,8247,507,456,61,54,9327,9134,650,497,72,44,10395,6949,579,393,43,23,7986,5339,711,328,40,15,6438,3521,510,219,25,11,4295,5775,984,311,34,19,7119,1067,371,76,21,9,1542,1639,742,170,18,7,2571,554,68,58,12,71,760,60163,6127,3969,850,402,71510
20804,724,169,51,15432,96,16,6,49,0,167,974,9,28,14,0,1019,1075,14,57,18,3,1169,1062,28,44,18,7,1159,1239,38,77,14,7,1373,1737,66,97,29,3,1937,1962,81,115,18,5,2183,2435,122,101,18,7,2693,2810,155,148,26,8,3145,2012,145,134,11,10,2303,1621,172,110,15,7,1921,1196,121,89,9,0,1417,1900,274,144,16,6,2343,380,142,48,7,0,586,760,480,239,24,5,1506,218,20,8,9,19,268,21476,1901,1437,293,87,25202
20901,1502,247,94,27085,123,15,24,94,9,264,1389,20,110,37,11,1564,1399,41,133,29,9,1618,1337,75,208,40,6,1666,1656,82,196,32,15,1973,2616,182,322,38,9,3167,3421,249,327,50,21,4063,4531,321,354,33,28,5266,5493,391,370,33,17,6301,4426,318,287,24,13,5068,4036,356,238,19,10,4664,2905,301,159,15,9,3383,4080,535,247,20,6,4890,687,228,78,7,6,1009,1063,497,200,15,7,1781,376,31,38,0,41,484,39533,3639,3297,488,215,47174
20902,961,184,74,18942,103,22,24,72,9,222,937,13,74,22,0,1041,1066,37,113,22,14,1249,1120,73,128,25,18,1366,1322,76,175,36,14,1617,2191,140,235,39,19,2620,2848,150,261,36,20,3319,3847,245,302,28,26,4447,4319,287,296,35,28,4958,3463,213,216,15,7,3920,3071,238,147,13,13,3488,2241,149,127,7,0,2537,3350,292,147,7,10,3804,552,94,46,4,0,698,627,220,68,0,0,917,298,39,22,6,35,405,31359,2285,2387,375,217,36609
20903,1005,194,47,8535,49,20,11,60,0,134,785,11,64,26,3,893,649,30,102,32,4,811,503,46,98,30,11,684,617,59,132,25,13,842,989,109,153,34,15,1300,1089,159,183,16,7,1458,1315,195,222,29,11,1774,1358,240,252,20,3,1884,1054,210,177,14,9,1464,853,286,159,16,5,1329,584,171,93,15,8,864,909,318,130,12,8,1379,150,103,50,9,0,319,204,224,107,6,6,539,122,27,22,11,16,197,11233,2211,1962,350,113,15870
20904,1719,426,182,35690,271,46,51,132,19,522,2219,23,122,58,18,2436,2434,63,217,66,11,2794,2152,122,289,75,21,2662,2740,166,320,73,36,3330,4424,317,512,90,36,5378,5967,442,517,90,55,7069,8676,595,583,64,76,9997,9311,791,640,64,45,10857,6736,652,380,45,32,7848,5415,635,342,28,24,6438,3525,485,192,25,16,4239,5181,710,270,20,19,6206,822,243,63,10,8,1146,1071,516,145,10,4,1749,645,86,47,19,82,874,61582,5896,4703,875,497,73549
21001,632,192,78,15018,133,18,14,70,0,237,871,11,31,29,11,948,970,17,64,37,6,1098,894,44,97,23,5,1060,1163,65,92,16,9,1351,1934,119,155,40,26,2262,2765,195,167,27,18,3172,4183,273,201,29,22,4711,4982,340,242,26,25,5608,3852,290,140,18,15,4311,3159,355,130,24,14,3684,2109,267,92,7,0,2478,3521,478,121,22,11,4155,679,161,50,7,3,904,887,356,75,9,9,1338,328,49,29,0,34,438,32430,3043,1693,379,210,37754
21002,504,145,38,4585,19,9,15,38,0,71,444,3,22,24,0,498,337,13,51,26,3,434,279,25,47,23,5,377,330,23,58,23,4,433,587,63,80,24,11,751,675,74,95,16,10,874,718,74,133,15,10,947,708,120,124,23,7,987,516,110,98,18,8,737,435,117,65,4,0,623,336,82,50,9,3,476,458,138,54,17,3,670,87,69,29,5,3,184,85,105,51,8,7,250,58,6,17,3,3,92,6062,1018,979,256,89,8406
21003,600,129,42,7968,59,17,18,39,0,132,327,3,47,21,9,406,416,30,67,16,9,546,481,24,105,18,7,634,628,49,124,17,4,824,1072,89,203,37,11,1415,1369,136,223,30,6,1763,1791,161,230,18,7,2212,1862,218,210,28,19,2336,1334,143,153,12,10,1653,1067,189,102,9,0,1372,768,120,61,3,5,953,1108,203,91,7,5,1412,172,85,26,3,0,283,201,106,41,7,0,349,135,25,21,5,15,197,12794,1598,1713,269,110,16490
21004,435,93,29,5691,47,0,6,42,7,97,455,5,27,3,0,496,420,13,37,10,0,489,379,18,69,25,5,492,444,34,56,12,0,551,726,50,87,19,6,885,884,65,91,14,10,1061,1000,111,115,12,3,1232,1009,99,109,6,9,1233,797,86,90,6,0,977,680,111,75,5,3,879,419,75,54,3,0,544,598,116,59,4,3,779,74,38,19,5,0,129,90,80,30,4,0,197,92,6,10,3,11,125,8102,901,942,163,61,10171
21005,1187,393,189,34496,360,37,53,127,13,585,1551,25,91,46,18,1726,1999,58,176,66,24,2320,2055,122,216,69,25,2488,2656,184,308,76,28,3254,4470,299,434,81,44,5336,7023,461,499,70,64,8113,11398,653,606,70,91,12810,12830,810,617,56,86,14394,9342,616,356,33,38,10389,7763,729,238,32,25,8785,5116,485,203,4,20,5827,8277,706,226,28,18,9255,1479,235,53,12,6,1781,2108,488,98,11,8,2706,826,105,46,18,100,1096,79243,6011,4207,805,612,90874
21101,1664,417,110,33149,226,41,36,108,6,420,2002,24,131,49,5,2224,2128,60,187,70,5,2450,1905,126,265,100,11,2405,2135,149,272,70,15,2648,3793,269,391,78,25,4554,5330,345,406,74,21,6173,8197,493,509,69,43,9304,9483,631,506,60,40,10723,7057,531,384,33,20,8020,5765,638,329,26,22,6773,3778,444,230,13,12,4468,6114,770,291,18,12,7198,1227,281,84,8,0,1601,1655,564,152,8,3,2385,557,80,46,14,42,740,61347,5440,4222,801,283,72089
21102,322,114,9,2969,13,0,5,30,0,50,210,7,32,10,0,262,174,6,27,17,4,225,145,9,51,13,0,221,169,21,46,11,4,247,295,38,37,12,0,385,390,62,68,10,0,530,400,50,86,12,0,547,429,75,82,18,3,606,332,77,50,14,0,470,292,93,62,12,4,454,212,55,33,14,0,315,348,135,46,8,0,549,46,53,10,7,0,118,86,129,33,12,0,266,49,8,8,0,0,67,3588,838,674,190,20,5311
21103,1301,280,89,23473,128,31,20,103,7,288,1672,17,96,35,10,1822,1648,36,132,38,6,1866,1421,67,154,48,14,1699,1786,121,191,41,11,2153,2807,204,239,43,22,3314,3680,246,311,43,24,4302,5016,325,317,36,16,5707,5943,418,373,38,20,6791,4297,380,295,22,18,5008,3464,470,223,16,12,4186,2296,304,144,12,9,2761,3346,572,227,13,18,4173,503,198,78,0,0,788,712,391,121,12,4,1239,369,42,41,10,40,503,39074,3826,2952,520,232,46602
21104,673,174,31,12636,76,12,11,65,0,169,865,14,47,24,0,955,856,29,98,24,9,1010,815,59,88,32,9,995,918,80,105,28,5,1138,1545,87,151,35,8,1823,1930,160,153,33,7,2284,2533,186,153,34,8,2911,2981,233,174,20,10,3412,2199,197,123,6,4,2533,1851,190,108,9,7,2162,1317,160,69,5,3,1555,2156,291,117,15,3,2587,399,118,35,3,0,552,483,242,69,9,7,805,170,21,17,3,10,220,21088,2072,1520,346,88,25117
21105,2126,542,130,23434,153,23,54,152,5,386,1844,27,122,71,9,2075,1737,64,211,88,11,2110,1521,116,233,84,14,1964,1949,130,311,66,19,2480,3060,242,465,86,27,3878,3650,305,512,69,37,4565,4728,426,540,98,25,5815,4718,567,587,65,39,5977,3402,452,417,40,28,4338,2649,582,351,45,13,3639,1741,363,228,28,10,2365,2405,547,325,27,9,3312,457,177,83,13,3,731,472,313,149,11,6,950,438,46,61,26,48,612,34925,4381,4643,963,294,45211
21201,1237,351,111,15768,107,24,29,124,6,288,1355,8,84,37,6,1495,1049,38,141,46,19,1291,881,85,167,53,14,1202,1273,107,201,63,12,1651,2034,160,270,53,26,2546,2670,218,284,55,35,3260,3419,310,344,61,34,4163,3582,388,367,59,43,4440,2483,317,274,25,18,3126,1879,368,245,20,18,2527,1292,249,128,16,5,1692,1728,397,179,19,10,2339,267,127,53,8,3,450,299,262,66,15,6,650,277,39,17,19,35,391,24590,3111,2853,666,286,31507
21202,1221,313,88,24119,174,28,29,100,3,335,1653,17,91,47,5,1805,1772,40,135,39,9,1997,1541,66,190,37,12,1842,1826,92,184,58,17,2177,2956,180,265,51,13,3472,3789,271,316,52,30,4447,5102,366,372,53,27,5924,5405,450,372,36,16,6277,4092,373,264,27,9,4772,3307,402,212,20,17,3955,2218,280,128,9,6,2651,3140,483,219,35,9,3886,472,174,65,7,0,717,599,353,126,11,0,1093,416,46,37,4,39,541,38477,3620,2999,577,221,45896
