POW_SA3_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
21002,0,0,9,169,199,202,203,201,141,25,6,1130,0,0,0,0,3,0,4,0,5,8,0,0,0,10,3,0,0,29,3,3,0,12,5,5,0,0,30,0,6,3,10,12,6,8,0,47,3,3,9,9,15,6,7,5,58,0,15,9,26,32,29,20,0,135,0,0,16,23,34,22,14,0,118,0,8,26,34,40,26,13,0,148,0,14,22,28,41,34,10,0,142,0,0,19,27,34,33,5,0,111,0,0,6,17,19,18,0,0,70,0,0,6,8,18,9,5,0,45,0,0,3,5,17,15,4,0,53,0,0,0,0,3,4,0,0,14,0,0,0,8,9,3,0,0,19,0,0,0,0,3,3,0,0,9,19,57,123,214,296,222,98,6,1034,6,0,0,0,0,5,0,0,11,149,8,0,4,0,0,0,0,155,58,19,0,4,0,10,0,0,99,17,22,9,10,4,9,6,0
21003,6,0,11,102,267,730,686,538,328,76,4,2739,0,0,3,3,7,6,5,0,18,0,4,0,4,0,3,0,0,22,11,12,6,16,6,9,0,0,57,4,9,11,21,13,11,0,0,72,0,13,25,16,21,16,7,0,98,4,23,22,40,29,46,12,0,178,0,22,41,31,45,39,16,6,205,0,32,56,58,61,41,13,0,258,0,14,46,50,88,73,10,0,288,0,0,39,41,49,41,8,4,184,0,0,24,38,39,41,3,0,141,0,0,13,11,18,10,4,0,54,0,6,7,22,22,24,5,0,75,0,0,0,6,3,0,0,0,12,0,0,0,0,0,6,0,0,9,0,4,5,4,9,0,6,0,20,23,135,299,362,401,373,90,13,1692,11,0,0,0,4,4,0,0,18,112,19,6,0,0,0,0,0,140,57,40,11,7,5,4,0,0,124,26,47,7,9,12,12,0,0
21004,0,0,8,126,234,371,249,284,193,41,3,1514,3,0,3,3,6,4,0,0,18,10,0,0,3,0,6,0,0,18,4,9,4,7,8,9,6,0,39,3,7,8,15,5,14,7,0,61,0,0,9,14,10,8,7,0,57,0,10,14,24,34,21,3,0,115,3,10,20,20,32,28,10,4,127,0,14,38,39,50,36,13,0,197,0,10,39,37,57,35,13,0,196,0,0,28,37,39,32,4,0,137,0,0,16,21,37,32,8,0,115,0,0,6,13,17,7,3,0,44,0,0,10,13,17,15,4,0,63,0,0,0,3,6,4,0,0,16,0,0,0,0,0,5,0,0,7,0,0,3,0,4,6,0,0,16,25,79,194,264,318,261,77,9,1227,11,0,3,0,0,0,0,0,10,209,16,3,5,6,3,0,0,230,107,35,8,5,7,8,0,0,175,31,35,13,10,12,14,5,0
21005,7,0,65,335,1054,2383,2212,1873,1090,174,11,9129,0,6,15,8,15,12,8,0,68,27,11,8,7,12,6,0,0,73,44,53,34,43,12,27,4,0,219,25,48,57,69,27,39,10,0,275,9,61,70,78,71,69,18,4,382,19,95,161,163,140,92,38,9,701,14,122,213,235,211,180,31,4,1008,16,196,466,415,369,264,55,3,1790,9,140,655,588,570,431,81,4,2482,3,68,396,449,425,351,50,0,1742,0,18,235,336,360,283,44,5,1273,0,8,112,196,208,136,19,0,674,0,5,95,216,234,169,23,5,737,0,0,11,33,36,25,3,0,113,0,0,18,29,31,33,3,0,116,0,3,17,11,26,18,3,0,86,158,842,2555,2879,2754,2141,389,27,11743,39,10,8,9,6,6,0,0,71,606,55,16,15,4,4,3,0,701,431,180,42,30,24,20,6,0,740,142,152,89,51,45,49,5,0
21101,3,0,52,633,994,1416,1230,1285,964,215,14,6747,4,4,9,10,5,8,8,0,37,29,21,12,15,10,13,10,0,117,26,33,26,33,37,37,12,3,200,11,34,37,75,34,63,22,11,286,19,40,51,65,79,68,29,3,363,21,58,85,153,163,175,61,13,723,3,84,149,171,217,211,70,8,916,15,163,322,290,351,314,78,8,1551,5,145,461,413,481,450,87,9,2047,0,38,290,304,380,313,52,0,1378,0,14,145,211,306,220,48,3,947,0,6,83,114,132,86,13,0,437,0,5,69,124,158,98,27,0,482,0,0,9,17,30,27,7,0,92,0,0,0,26,40,34,7,4,110,0,4,9,7,24,19,5,0,66,136,653,1757,2041,2452,2130,517,59,9744,26,5,3,5,3,4,0,0,54,742,70,15,13,10,5,3,0,851,455,201,41,31,29,30,11,0,794,155,171,42,36,46,56,19,3
21102,0,0,5,123,148,147,131,163,150,40,3,902,0,0,0,4,0,3,0,0,7,7,3,0,0,0,0,3,0,18,0,9,3,5,8,5,3,0,26,0,0,0,10,3,12,5,0,35,0,0,6,12,9,9,3,0,41,0,4,0,7,12,12,7,3,42,0,0,7,12,20,17,11,0,68,0,10,13,19,23,16,7,0,76,0,3,10,10,26,23,9,4,88,0,0,6,9,26,14,3,3,61,0,0,3,4,21,16,3,0,44,0,0,0,9,13,7,6,5,29,0,0,0,10,15,13,8,0,42,0,0,0,3,4,5,0,0,10,0,0,0,0,9,3,7,0,22,0,0,0,0,4,6,0,0,9,14,33,48,101,180,150,73,13,617,0,0,0,0,0,0,0,0,0,24,3,0,0,3,0,0,0,31,15,8,0,0,7,5,0,3,28,5,0,0,0,0,0,0,0
21103,0,0,67,558,942,1205,1068,1003,801,176,12,5762,0,0,3,9,10,3,3,0,24,38,11,8,3,8,10,5,0,79,17,25,18,23,22,22,14,0,142,15,30,18,36,32,34,16,0,189,3,26,38,53,58,65,21,10,277,9,53,77,89,108,98,31,3,468,4,64,90,107,144,116,42,7,580,5,93,178,142,187,176,65,4,853,5,60,220,197,281,257,67,4,1085,0,20,131,147,207,165,33,0,708,0,9,50,100,138,97,21,3,411,0,0,38,53,97,60,16,0,262,0,0,35,77,92,64,11,0,278,0,0,4,18,13,11,0,0,44,0,0,4,6,16,15,4,0,57,0,7,5,3,8,16,4,0,42,101,403,912,1051,1430,1211,357,45,5497,20,0,4,8,6,0,0,0,37,679,55,5,8,0,5,4,0,760,368,205,35,24,17,22,12,0,682,120,200,43,37,42,39,13,0
21104,0,0,22,242,419,684,620,800,604,143,10,3521,0,0,4,3,5,10,0,0,22,16,0,0,11,7,0,0,0,36,17,9,8,15,14,19,8,0,88,13,20,11,23,19,19,12,0,116,4,24,18,31,33,28,15,4,160,9,36,40,54,68,46,22,0,276,0,32,61,61,81,78,24,0,338,3,63,122,90,131,88,27,5,524,3,32,145,122,135,153,28,0,630,0,7,71,86,117,76,20,0,370,0,8,46,69,73,65,9,3,256,0,0,27,25,46,29,6,5,133,0,3,25,46,50,32,13,0,168,0,0,8,7,13,3,0,0,30,0,0,0,7,18,3,6,0,36,0,4,6,3,8,11,6,0,31,59,243,582,657,813,657,190,17,3217,9,6,4,3,3,0,0,0,29,300,26,0,10,0,3,0,0,350,172,97,12,16,18,16,10,8,339,43,75,23,15,22,16,12,0
21105,3,0,65,730,1001,1197,1034,1175,940,181,16,6280,0,3,11,9,9,10,7,0,42,28,9,4,9,15,15,3,0,86,18,9,27,32,22,36,14,3,153,9,21,36,52,45,43,24,0,229,6,17,36,58,52,72,34,9,269,14,30,67,115,100,97,40,11,478,5,38,79,120,126,113,50,6,544,3,42,120,135,200,164,44,3,716,0,41,144,148,243,218,56,3,845,0,21,79,90,197,136,31,0,549,0,4,52,87,113,85,16,4,366,0,3,21,33,64,46,16,0,185,0,0,15,66,62,54,11,0,213,0,0,0,14,11,15,0,0,42,0,0,6,11,22,14,5,3,65,0,4,6,8,13,19,4,0,61,83,247,705,992,1290,1137,352,39,4848,15,0,0,8,3,3,0,0,31,604,36,4,5,4,6,0,3,665,343,102,24,34,21,32,8,0,566,104,112,32,32,36,45,10,0
21201,0,0,26,348,601,883,868,766,456,80,5,4010,0,0,7,8,12,3,3,0,28,33,5,8,11,4,3,5,0,75,16,15,8,18,22,15,8,0,104,7,16,35,32,35,17,11,0,156,4,14,45,43,47,46,16,3,206,6,29,56,58,66,78,31,0,329,5,28,68,92,86,83,22,5,379,0,55,102,112,109,73,27,0,483,0,36,133,120,165,135,23,6,614,0,13,61,93,125,85,6,0,391,0,4,27,70,69,64,10,0,245,0,0,15,34,40,35,10,0,130,0,0,18,48,41,34,3,0,152,0,0,0,7,13,6,0,0,32,0,0,0,9,12,8,4,0,33,0,5,0,4,15,8,0,0,28,64,223,587,757,852,693,176,25,3380,17,4,0,0,4,0,0,0,30,536,17,3,0,5,5,0,0,570,248,63,16,15,14,13,5,0,372,76,59,34,19,26,15,5,0
21202,5,0,49,468,734,1206,1233,1131,723,128,8,5628,6,3,3,11,7,10,0,0,41,48,12,10,12,5,16,3,0,109,17,23,23,19,20,20,9,0,133,17,33,34,54,28,24,12,0,204,15,42,29,57,56,51,11,3,270,13,62,67,75,110,85,32,5,441,10,80,107,129,155,105,39,4,625,11,83,192,174,203,157,37,6,861,3,64,238,203,253,195,30,0,983,0,25,139,161,214,158,42,0,734,0,11,64,100,141,122,20,0,456,0,3,33,57,62,46,9,0,215,0,3,47,59,83,57,8,0,257,0,0,9,9,15,8,0,0,40,0,0,0,13,22,11,3,0,48,0,0,4,9,12,14,0,0,40,143,438,995,1133,1394,1079,262,28,5462,27,6,3,3,3,3,0,0,52,689,65,22,5,4,4,6,0,796,432,217,26,24,24,23,6,5,757,144,219,50,40,53,40,13,0
21203,0,0,55,394,773,1348,1505,1073,530,94,9,5715,4,0,8,11,16,6,3,0,48,26,3,13,12,5,9,0,0,72,11,25,14,27,18,11,5,0,109,16,15,38,31,18,22,15,0,161,10,25,36,49,33,19,10,0,186,11,32,63,99,64,55,19,0,341,10,33,88,116,91,73,14,4,424,3,65,155,138,139,99,11,5,620,0,42,136,153,165,113,23,5,628,0,16,79,118,115,61,21,0,409,0,9,38,84,69,53,9,0,259,0,0,15,35,36,22,7,0,115,0,0,19,38,44,29,10,0,143,0,0,0,6,4,3,0,0,12,0,0,3,6,4,7,0,0,19,0,0,5,0,5,11,0,0,28,91,275,710,936,824,583,151,7,3578,24,11,5,10,4,0,0,0,44,553,53,6,7,0,4,0,0,627,356,111,31,18,17,14,0,0,554,124,142,36,28,27,26,4,0
21204,7,0,91,375,844,2026,1916,1794,1254,295,11,8519,10,8,23,19,15,17,0,0,83,34,22,11,15,15,14,6,0,121,44,70,35,51,40,47,17,0,308,18,63,73,79,54,59,24,3,371,19,75,68,98,93,92,46,10,505,20,115,184,218,198,148,78,3,973,28,202,363,329,315,265,83,14,1597,22,291,743,598,595,442,121,6,2817,8,278,981,889,900,763,149,4,3967,0,72,632,686,702,632,117,8,2847,0,16,270,430,508,435,88,9,1751,0,7,102,214,254,206,45,3,836,0,9,107,216,249,183,30,0,794,0,0,14,25,40,32,12,0,129,0,0,13,35,48,30,13,0,139,0,7,17,22,30,35,9,3,116,206,1258,3623,3924,4055,3389,820,69,17348,35,8,10,13,12,9,0,0,87,511,67,7,5,14,10,7,0,628,314,183,38,40,30,29,16,4,647,119,182,77,52,46,39,15,3
21205,6,0,69,764,1678,2492,1953,1997,1444,354,28,10709,7,9,14,14,20,11,3,5,85,56,39,19,17,12,19,10,0,176,61,96,41,48,37,42,18,3,335,34,104,66,70,64,57,40,7,439,30,130,85,112,114,100,43,8,632,30,167,158,191,206,183,95,10,1053,21,196,274,281,292,271,87,4,1432,23,279,573,468,468,430,105,11,2349,7,256,801,678,729,607,151,10,3245,0,84,519,592,578,457,98,4,2328,0,31,302,419,461,354,72,9,1649,0,11,149,220,254,219,41,6,896,0,3,136,284,319,187,42,4,972,0,0,14,56,59,36,7,0,169,0,0,14,44,68,48,12,0,183,0,6,9,16,23,17,18,3,95,273,1432,3178,3504,3697,3029,841,75,16024,29,8,10,14,6,0,0,0,77,635,92,19,19,15,13,0,0,789,368,255,31,31,46,37,10,0,773,124,262,81,65,52,50,11,4
21301,6,0,69,295,644,1534,1565,1330,939,176,8,6489,9,3,12,21,8,8,0,0,55,40,14,7,13,3,10,3,0,86,18,28,16,27,24,13,13,0,146,6,42,37,39,32,38,19,0,215,19,28,63,60,48,42,24,4,274,7,74,111,114,114,95,27,4,552,16,98,155,161,159,110,44,3,743,7,118,349,274,302,228,38,3,1328,5,108,395,371,403,317,51,0,1650,0,39,262,343,311,226,60,0,1242,0,13,151,203,250,161,30,5,810,0,0,54,112,135,100,13,0,414,0,5,62,111,117,85,14,0,399,0,0,5,23,7,13,8,0,50,0,0,5,25,16,13,0,0,68,0,12,11,8,13,13,8,0,64,127,582,1698,1909,1946,1473,343,25,8102,42,3,12,3,3,0,0,0,66,664,80,11,6,6,4,0,0,773,359,152,51,31,21,25,6,0,648,122,165,62,54,49,37,12,0
21302,0,0,19,266,526,805,734,630,407,90,5,3460,0,0,7,0,6,10,5,0,27,13,7,3,6,10,0,5,0,41,16,22,9,13,7,15,4,0,87,7,25,23,14,24,29,10,0,135,8,22,17,37,21,31,14,0,144,3,19,32,57,60,44,20,3,242,4,31,55,65,74,64,25,6,322,3,58,143,103,111,122,21,0,559,5,31,179,165,183,140,25,3,740,0,20,127,152,152,111,19,0,583,0,8,81,108,125,76,17,0,418,0,0,27,57,62,48,4,5,207,0,3,48,76,88,60,8,0,283,0,0,3,12,16,19,0,0,53,0,0,3,21,19,15,0,0,59,0,4,3,3,3,9,0,0,26,65,255,754,891,960,797,180,18,3927,13,5,0,4,0,0,0,0,24,281,32,4,0,4,0,0,0,328,169,72,20,21,9,9,6,0,319,59,68,42,11,17,28,4,0
21303,0,0,42,350,801,1316,982,878,651,128,8,5109,0,4,4,9,3,3,0,0,15,17,8,13,8,7,6,0,0,52,15,37,17,16,6,10,3,0,101,11,29,14,28,20,13,7,0,126,5,34,33,41,26,26,13,3,174,10,42,67,58,59,54,15,3,299,7,59,121,96,90,64,25,5,461,5,59,211,136,154,122,33,0,713,3,51,231,210,213,148,22,0,875,0,18,157,182,159,105,19,5,648,0,10,86,142,137,79,16,0,470,0,0,34,59,78,49,12,0,229,0,0,37,81,93,54,11,0,276,0,0,0,15,15,9,3,0,48,0,0,9,14,16,10,5,0,47,0,0,0,6,16,7,0,0,37,75,342,1038,1072,1098,761,182,11,4579,30,13,0,0,0,5,0,0,53,409,76,9,6,4,3,3,0,511,236,196,38,20,21,19,0,0,536,111,228,64,32,39,43,7,0
21304,0,0,61,409,668,1748,1683,1404,789,140,3,6839,3,0,10,16,9,12,0,0,46,44,7,11,13,6,12,4,0,102,14,26,22,19,22,12,5,0,121,11,11,26,61,31,22,9,0,176,18,24,48,71,38,33,8,0,240,11,35,77,103,69,49,16,3,367,6,61,117,116,135,84,19,0,535,4,87,206,167,189,123,24,7,801,4,71,219,224,218,137,32,0,903,0,13,132,179,151,82,12,0,579,0,10,78,102,110,63,9,0,382,0,3,45,62,41,40,6,0,208,0,0,31,53,70,30,14,0,199,0,0,6,12,18,5,0,0,39,0,0,0,11,19,7,0,0,42,3,0,6,7,11,4,0,0,39,121,356,1033,1235,1128,718,172,10,4766,32,5,8,7,3,5,0,0,64,719,43,18,15,5,7,3,0,805,427,137,35,24,14,21,0,0,660,117,132,52,40,43,32,5,0
21305,3,0,79,553,1073,2432,2843,1800,962,151,10,9824,4,10,17,19,16,4,5,0,71,47,14,23,15,7,11,7,0,120,35,47,34,33,23,14,8,0,191,25,44,53,68,45,47,21,0,299,12,59,76,94,60,53,10,5,375,24,81,121,166,141,121,31,0,694,17,102,203,222,198,146,42,5,930,12,161,376,383,334,205,39,3,1523,3,109,474,554,428,270,41,3,1892,0,43,321,383,365,245,33,0,1389,0,13,200,278,285,166,29,0,979,0,5,90,161,147,92,12,0,505,0,3,78,172,160,82,20,0,512,0,0,8,32,23,19,4,0,79,0,0,4,27,31,11,8,0,85,0,3,18,18,21,24,0,0,93,195,703,2098,2623,2288,1506,312,19,9732,54,13,11,9,9,3,0,0,104,942,91,15,17,6,9,0,0,1087,610,225,72,67,27,33,5,0,1034,223,254,95,84,55,58,5,0
21401,4,0,64,474,944,1532,1400,1432,1003,192,18,6994,0,3,11,14,8,7,3,0,49,24,8,7,18,7,9,6,0,78,26,30,19,39,19,33,12,0,175,12,29,27,43,37,37,17,3,213,18,32,47,73,39,42,31,5,286,17,62,93,113,105,101,45,5,539,10,52,139,158,173,171,47,3,755,8,88,226,208,263,230,49,3,1085,7,80,253,260,366,273,47,3,1294,0,22,144,153,220,191,37,0,767,0,12,65,112,135,127,24,0,478,0,8,34,70,94,73,10,0,289,0,0,36,62,95,56,17,0,270,0,0,0,6,28,16,0,0,49,0,0,0,18,25,11,4,4,66,3,7,9,8,16,22,0,0,59,117,439,1102,1349,1641,1409,368,39,6464,32,4,0,0,9,3,0,0,51,641,37,6,0,3,12,0,0,700,398,134,28,22,29,27,10,0,651,126,136,59,44,40,37,10,0
21402,0,0,52,1197,1596,1756,1427,1633,1241,282,17,9150,0,0,7,8,15,10,5,0,43,30,10,8,11,6,24,8,4,99,16,14,21,27,20,28,32,0,165,9,18,38,45,55,53,25,7,258,5,30,51,62,65,83,41,11,361,14,43,78,97,129,122,66,15,565,7,52,92,140,161,195,76,6,727,4,72,140,159,253,219,86,8,932,4,43,166,170,276,251,75,4,983,0,14,87,130,209,161,38,4,639,0,0,41,100,119,135,17,4,412,0,0,22,58,70,65,27,0,244,0,0,35,66,87,85,20,3,292,0,0,8,7,16,15,0,6,56,0,0,3,19,28,21,15,0,92,0,4,3,10,20,17,5,0,58,98,304,793,1113,1522,1482,531,75,5926,30,0,11,0,6,7,4,0,61,837,38,4,6,10,6,4,0,912,431,142,20,29,38,31,18,0,710,114,140,61,39,44,53,29,3
21501,0,0,25,199,357,740,594,811,759,173,12,3640,3,0,4,7,4,4,0,3,18,9,0,3,10,7,8,5,0,37,8,4,8,9,8,16,9,0,58,0,5,14,15,13,15,8,0,78,4,8,29,20,20,29,11,0,126,4,18,39,45,44,61,19,3,238,0,30,52,64,72,60,25,0,311,6,37,88,74,107,85,31,3,431,5,38,102,109,134,111,15,0,524,0,7,47,58,81,75,10,0,282,0,0,17,29,46,67,18,0,183,0,4,13,10,20,31,0,0,80,0,0,9,18,34,31,11,0,100,0,0,0,0,4,11,3,0,19,0,0,0,3,15,12,0,0,33,0,0,0,5,0,15,0,0,21,44,164,425,463,609,625,169,23,2526,11,0,0,5,4,0,0,0,17,220,7,0,0,4,6,0,0,236,97,16,7,9,12,11,3,0,158,44,17,11,18,17,18,13,0
21502,0,0,34,148,344,745,571,602,506,98,4,3026,0,0,3,0,0,6,6,0,19,6,3,3,0,3,0,0,0,23,5,0,5,6,3,9,5,0,40,10,10,10,15,12,13,6,0,76,0,10,16,18,22,24,7,0,100,18,20,31,42,43,41,12,0,213,6,44,57,79,66,76,16,6,353,4,54,88,81,107,83,25,0,440,0,38,110,119,142,142,37,0,597,0,9,47,62,101,73,13,0,309,0,8,33,51,62,59,21,3,230,0,0,10,28,36,22,0,0,97,0,0,8,20,34,22,3,0,98,0,0,0,3,4,4,0,0,14,0,0,3,7,4,9,7,0,21,0,0,3,3,3,7,0,0,19,50,194,443,540,647,579,163,14,2631,15,0,0,0,0,6,0,0,23,319,9,3,5,0,0,0,0,340,156,31,5,9,6,9,4,0,233,50,33,29,9,17,19,5,0
21503,0,0,10,120,170,335,273,348,342,60,4,1646,0,0,0,5,4,8,0,0,15,3,0,3,0,3,3,0,0,16,7,0,3,7,11,13,5,0,42,6,0,9,11,8,20,12,3,66,3,0,17,17,12,17,13,0,83,6,7,26,45,24,46,14,0,168,7,26,40,44,45,49,19,3,226,6,24,62,53,68,68,15,3,297,0,17,60,58,77,71,23,0,306,0,9,19,36,52,47,8,3,166,0,0,11,20,32,38,7,0,103,0,0,3,7,14,10,0,0,42,0,0,8,10,11,15,4,0,40,0,0,0,4,3,4,0,0,14,0,0,0,0,5,6,0,0,9,0,0,0,5,10,5,0,0,21,35,103,268,316,376,389,121,17,1626,3,3,4,0,0,3,0,0,12,125,0,0,0,0,3,0,3,133,72,13,3,10,4,3,6,0,108,24,15,16,4,12,8,8,0
21601,0,0,15,158,206,364,317,437,406,91,0,1987,0,0,3,3,3,3,0,0,13,11,0,3,0,7,10,0,0,25,3,3,11,7,9,3,3,0,41,5,0,4,3,6,15,5,0,53,3,0,7,18,18,18,4,0,76,3,10,24,28,33,32,13,0,145,4,19,31,44,43,54,16,6,215,0,28,50,43,65,73,26,0,284,4,10,38,50,85,85,15,0,287,0,7,18,25,64,45,8,0,165,0,6,12,21,35,39,7,5,116,0,0,5,17,14,7,3,0,48,0,0,3,5,20,26,0,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,11,0,0,0,5,7,0,0,0,14,33,87,217,283,398,419,109,14,1557,8,0,0,0,0,3,0,0,15,245,5,0,0,5,4,0,0,265,101,14,11,5,8,8,3,0,146,27,21,7,10,19,16,3,0
21602,0,0,9,109,141,256,200,242,217,52,3,1219,0,0,0,3,0,0,0,0,11,3,0,0,0,3,5,0,0,17,5,3,4,6,9,3,5,0,43,0,4,3,6,4,4,0,6,30,8,0,15,20,13,16,6,0,77,0,0,14,27,20,18,9,0,99,0,9,15,39,50,27,13,0,157,0,16,30,28,55,49,7,0,191,0,9,33,40,44,44,10,0,178,0,0,15,24,37,26,9,0,116,0,3,5,14,19,26,6,0,72,0,0,0,13,7,6,6,0,24,0,0,0,9,16,12,4,0,37,0,0,0,3,0,6,0,0,8,0,0,0,0,5,4,0,0,12,0,0,3,0,8,5,0,0,15,22,49,140,230,298,258,80,9,1082,4,0,0,0,0,0,0,0,6,138,3,0,0,0,0,0,0,149,69,6,4,6,0,4,0,0,91,16,10,6,5,14,5,5,0
