POW_SA3_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
20402,161,29,38,38,72,69,147,3,11,563,5,0,0,0,0,3,5,0,0,21,31,3,5,7,8,8,3,0,0,61,28,7,0,5,15,9,14,0,3,79,704,90,130,162,297,292,453,9,34,2178
20403,213,46,40,58,151,143,145,0,14,810,17,0,4,4,11,5,4,0,0,50,41,3,13,4,16,25,14,0,3,114,45,8,6,11,23,30,32,0,13,174,1259,153,237,329,664,595,754,20,92,4095
20501,153,21,56,65,144,93,91,0,8,635,13,0,6,3,3,0,6,0,3,31,38,5,9,11,21,24,12,0,3,116,27,8,3,7,19,18,20,0,3,106,881,104,183,249,482,393,531,4,58,2890
20502,149,15,40,49,68,96,80,3,11,506,14,4,0,0,3,0,4,0,0,22,28,0,3,6,3,10,7,0,0,61,30,3,5,5,7,12,19,0,10,88,745,90,135,160,274,313,358,8,60,2141
20503,245,33,31,61,118,130,89,6,20,727,34,6,4,8,13,4,5,0,5,78,41,9,6,14,22,12,11,0,3,120,50,3,9,13,17,20,5,0,5,127,1297,136,211,299,488,469,410,11,94,3411
20504,317,41,68,139,234,210,255,7,4,1270,14,0,0,0,5,5,0,0,0,34,39,7,10,11,31,18,22,0,0,140,52,4,12,20,14,23,33,0,9,164,1361,151,237,373,683,562,616,19,72,4079
20505,123,23,21,38,79,63,74,0,5,421,10,0,0,0,0,0,0,0,0,12,17,0,4,3,6,10,5,0,5,55,24,0,4,7,9,13,16,0,8,74,645,88,127,180,316,301,332,11,49,2034
20601,435,131,121,166,384,358,396,14,13,2019,43,10,21,11,26,25,31,0,3,167,139,27,27,30,78,59,66,0,5,431,132,22,29,55,86,94,122,9,22,573,2452,532,661,844,1526,1557,2143,54,116,9899
20602,221,44,67,83,195,189,184,0,11,994,43,14,13,12,6,19,7,0,0,116,84,8,19,22,50,57,51,0,0,289,80,16,24,36,55,50,81,0,22,364,1413,306,378,542,856,946,1100,11,71,5618
20603,268,70,111,127,280,267,264,3,19,1408,28,6,9,13,4,20,20,0,3,106,85,22,28,36,39,53,50,4,3,315,65,12,13,40,54,66,58,0,17,329,1787,364,457,650,1159,1075,1410,20,97,7016
20604,3684,1041,1400,2049,3133,3024,3021,104,116,17566,925,302,475,660,980,783,712,16,47,4904,718,200,260,413,699,718,813,15,28,3865,923,288,433,686,1194,1329,2072,41,361,7317,36281,11115,16035,24953,37035,39660,46561,935,1719,214295
20605,565,179,213,293,541,586,724,10,24,3137,97,21,34,44,67,69,88,5,4,433,276,74,73,103,244,247,262,5,11,1303,332,89,145,223,357,396,492,21,76,2127,6691,1902,2537,3897,6482,6891,9441,163,332,38337
20606,399,93,114,181,361,386,428,10,16,1991,38,11,10,21,17,40,32,0,0,165,131,42,40,62,115,132,171,9,11,703,98,36,50,70,105,127,186,5,27,714,2557,658,939,1353,2218,2487,3683,73,147,14109
20607,1603,414,531,797,1228,1192,1131,30,56,6985,106,32,23,57,77,86,102,6,5,499,234,32,67,96,153,227,233,11,14,1067,288,91,110,196,305,365,519,8,87,1965,6498,1778,2458,3755,5924,6651,7937,175,367,35539
20701,1276,319,410,565,966,945,1020,4,43,5545,46,11,9,23,35,18,16,0,0,160,205,55,58,79,127,145,146,0,14,835,221,58,87,135,231,238,330,7,62,1361,6559,1550,2261,3398,4991,5015,5757,89,309,29922
20702,492,161,163,252,411,363,399,4,21,2261,21,11,9,14,15,19,18,0,0,99,101,26,30,43,90,66,82,0,3,438,69,20,27,57,77,92,109,4,33,487,2409,641,805,1241,2022,1802,1923,34,131,11007
20703,1042,334,451,739,1048,932,791,13,39,5384,46,3,16,24,31,27,28,0,0,177,236,74,82,139,209,191,193,3,16,1143,130,36,56,105,152,188,280,4,62,1014,4161,1195,1799,2868,4010,3809,4020,51,211,22138
20801,547,163,170,273,524,467,520,3,28,2699,43,12,10,14,27,25,11,0,6,154,106,24,29,42,57,62,65,0,3,399,156,34,44,59,84,81,118,0,25,606,2811,712,921,1328,1861,1731,2088,26,138,11605
20802,912,315,318,428,743,683,862,7,33,4297,51,6,14,17,20,22,33,0,0,167,216,58,69,82,145,127,138,0,7,843,158,33,43,84,139,127,203,6,39,825,4107,1153,1433,1869,2907,2768,3584,53,203,18081
20803,742,231,251,372,711,626,628,4,26,3584,38,13,13,31,32,25,25,0,3,190,293,68,89,111,190,133,208,0,13,1110,536,171,174,251,419,364,397,10,100,2405,6801,1775,2090,3110,4920,4099,4476,48,339,27662
20804,560,143,203,341,546,533,635,9,23,3000,18,7,6,15,12,15,17,0,0,85,67,22,21,25,51,55,60,0,3,303,72,16,32,42,62,82,100,0,26,437,1834,472,699,1086,1762,1752,2208,32,102,9958
20901,1458,370,461,663,1191,994,845,17,47,6044,20,3,4,17,12,12,3,0,0,80,116,28,35,44,59,87,80,0,4,449,131,27,43,52,99,110,115,4,36,615,3725,911,1095,1519,2609,2173,2219,37,160,14437
20902,512,141,165,278,560,430,416,4,23,2538,15,10,8,8,19,16,22,0,6,99,126,40,46,49,89,91,116,0,14,567,165,46,51,61,111,114,171,0,40,760,3325,841,1035,1440,2366,2257,2568,21,188,14035
20903,128,31,46,62,156,124,97,0,5,659,20,3,3,11,16,8,0,0,0,54,42,9,11,10,15,14,6,0,0,114,36,3,17,21,22,19,17,0,8,152,1028,168,233,353,570,451,416,4,57,3280
20904,860,304,380,595,1478,1105,873,13,61,5661,42,8,8,30,47,34,19,0,0,193,206,49,61,65,175,142,152,4,13,856,400,104,108,185,347,325,396,8,102,1970,5703,1567,1865,2728,6183,4752,5046,57,363,28262
21001,243,82,76,109,224,161,181,0,12,1086,15,5,3,3,9,3,8,0,0,41,120,28,28,49,78,75,72,0,9,450,222,47,64,79,168,152,157,4,49,930,3387,767,856,1181,2223,1816,1910,19,170,12331
21002,60,6,22,21,32,35,27,0,0,198,8,5,5,6,9,3,0,0,0,30,25,0,0,3,5,8,4,0,0,57,15,5,5,9,7,5,4,0,3,51,479,50,103,130,199,163,168,3,32,1325
21003,236,60,99,126,353,284,229,0,10,1393,15,0,8,10,0,8,3,0,0,45,131,26,24,27,64,65,49,0,3,395,85,21,24,33,73,57,95,5,21,415,1597,359,522,620,1237,1017,1233,15,84,6686
21004,94,13,30,40,78,78,31,0,6,375,15,3,0,0,3,4,3,0,0,31,25,3,10,11,15,20,14,0,0,93,20,3,3,14,16,19,19,0,4,106,601,104,145,213,414,362,291,3,25,2161
21005,491,188,233,365,723,578,439,0,21,3035,30,6,11,11,28,16,15,0,5,124,256,79,87,108,263,242,272,0,17,1323,537,170,209,251,554,525,732,18,136,3118,8334,2491,2809,3926,8097,6399,7286,92,512,39944
21101,934,217,268,455,841,619,490,10,28,3856,70,15,25,42,32,19,29,0,0,227,244,48,67,77,180,142,100,0,12,874,488,102,138,213,355,366,386,3,61,2110,6700,1494,1954,2980,4880,3926,3718,66,259,25977
21102,112,30,40,47,104,98,79,0,5,510,5,0,0,0,0,0,3,0,0,14,24,3,8,7,9,3,5,0,0,55,13,0,3,11,13,8,16,0,0,68,503,99,157,151,245,223,220,0,13,1613
21103,619,168,174,294,566,491,385,6,15,2713,18,4,3,6,13,8,11,0,0,78,173,36,31,56,119,95,96,0,3,609,186,35,57,90,167,164,164,0,33,890,3432,788,909,1454,2519,2109,2072,27,131,13441
21104,508,95,147,292,388,290,234,5,14,1966,11,4,8,8,11,18,0,0,0,60,110,33,45,58,90,70,74,0,0,479,114,33,39,62,107,106,120,0,20,611,2242,517,809,1228,1857,1511,1452,14,87,9719
21105,448,68,121,153,247,209,178,3,16,1452,66,10,11,10,18,11,15,0,3,149,119,33,15,19,47,43,45,0,8,330,141,14,27,55,79,84,94,0,18,514,3177,476,679,981,1495,1280,1262,12,148,9509
21201,222,52,76,139,318,225,171,3,10,1212,30,3,7,14,26,24,11,0,5,110,52,9,14,20,76,49,54,0,7,275,112,25,20,58,103,83,94,0,30,534,1797,339,516,840,1867,1459,1409,15,127,8368
21202,714,275,285,549,1005,723,428,0,31,4020,34,8,8,15,23,9,9,0,0,104,203,50,57,87,158,91,99,0,8,745,213,80,95,129,221,169,206,5,38,1155,3986,1138,1423,2277,3988,2865,2332,25,180,18220
21203,343,145,207,310,765,579,356,0,20,2724,46,7,15,27,66,33,20,0,3,209,108,26,42,49,155,104,78,0,8,561,106,17,51,74,196,158,155,5,45,811,2311,643,1100,1879,4176,3001,2430,18,164,15723
21204,1321,494,578,842,1499,1050,888,8,60,6738,45,7,31,31,42,29,27,0,3,225,527,190,181,221,463,397,388,4,20,2387,1056,331,367,582,984,956,1124,18,238,5654,14065,4345,4928,6572,11558,9328,10009,137,751,61693
21205,2013,660,745,1127,1999,1563,1540,16,73,9729,52,15,27,38,59,49,42,0,6,283,321,105,109,167,334,251,258,5,13,1571,565,131,218,356,546,535,679,7,145,3187,11041,3125,4076,6054,9823,8388,9661,130,568,52872
21301,1104,390,410,615,1216,966,768,17,38,5506,25,3,17,16,34,18,13,0,3,126,306,86,90,87,207,177,212,0,15,1183,403,121,134,189,444,441,447,7,130,2310,7098,2064,2098,2887,5833,4854,4899,65,417,30208
21302,316,81,114,172,316,286,236,4,6,1528,42,9,6,11,16,10,9,0,4,114,163,39,38,49,98,94,104,4,4,587,185,56,60,78,206,180,221,0,53,1035,3205,702,966,1343,2581,2164,2449,28,166,13604
21303,881,284,335,434,774,590,495,8,30,3833,44,16,18,29,35,18,16,0,0,179,214,78,59,87,150,180,159,0,9,938,218,75,77,120,187,198,255,5,69,1205,4351,1203,1407,1882,3270,2952,3439,37,231,18775
21304,298,97,132,243,550,469,314,6,21,2139,18,10,4,19,31,24,9,0,6,117,134,37,36,42,103,115,146,0,18,631,141,26,62,93,209,190,201,0,44,969,2878,750,1042,1705,3765,2883,2909,24,189,16152
21305,579,240,326,697,1561,1268,852,15,28,5570,35,11,12,43,83,58,45,3,8,298,214,68,54,108,328,228,253,7,5,1275,324,115,133,280,635,563,678,8,133,2868,6148,1945,2544,4916,10972,8355,8598,115,467,44061
21401,954,242,292,559,1046,728,577,9,40,4439,35,3,8,21,27,14,17,0,0,125,157,29,44,52,79,61,77,0,4,497,227,47,65,74,152,149,156,3,58,936,3991,764,1108,1714,2986,2228,2090,31,196,15115
21402,757,112,147,280,522,461,443,3,36,2766,84,13,18,22,36,33,21,0,4,235,159,22,21,46,71,53,56,0,9,440,179,25,37,59,91,78,105,0,32,611,3964,587,851,1318,2200,1827,1614,19,266,12639
21501,133,15,28,59,135,138,166,0,10,681,9,0,5,0,3,6,6,0,0,31,13,5,4,3,9,6,12,0,0,46,23,0,5,10,32,12,23,0,8,117,557,79,119,203,510,427,702,51,54,2705
21502,128,27,36,59,120,141,208,8,5,723,7,0,0,4,0,0,0,0,0,10,23,0,10,9,12,11,21,0,0,85,24,5,5,15,36,55,127,0,28,297,636,87,188,246,482,618,1157,25,93,3533
21503,45,10,22,25,62,76,103,7,3,353,0,0,0,0,0,0,3,0,0,3,6,3,0,3,3,3,11,0,0,33,11,3,6,20,23,39,113,5,20,235,307,50,112,142,314,404,1047,25,103,2509
21601,83,8,26,32,57,81,66,0,10,360,0,0,0,0,0,4,0,0,0,8,14,0,3,0,9,6,5,0,0,39,12,0,3,3,9,11,19,0,5,60,353,61,91,107,218,260,320,10,39,1459
21602,54,8,7,14,42,59,38,0,3,231,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,0,8,0,0,24,14,0,5,4,4,16,18,0,0,56,309,27,61,120,217,254,394,3,35,1417
21603,165,41,87,137,337,292,296,14,16,1376,3,0,0,3,0,6,3,0,0,21,32,10,19,27,55,45,66,0,5,263,56,4,13,22,60,64,107,0,31,353,843,185,314,490,1144,1115,1402,27,116,5637
21701,99,14,20,34,70,87,91,0,8,417,9,0,0,0,0,0,0,0,0,10,14,0,0,0,6,0,3,0,0,37,10,3,6,10,4,11,6,0,5,63,440,56,112,125,226,199,228,0,48,1433
21703,81,8,17,21,52,42,45,0,6,276,12,0,5,4,0,3,0,0,0,16,7,3,6,9,0,4,5,0,0,28,24,0,3,11,8,13,17,0,0,71,452,57,121,205,262,302,550,23,38,2009
21704,139,22,36,59,89,107,125,4,0,584,9,5,4,0,0,3,6,0,0,27,15,0,6,11,12,9,7,0,0,58,19,0,7,13,15,11,40,0,7,111,539,98,179,247,395,402,702,16,54,2622
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,14,0,7,0,6,4,0,0,0,39
29999,1149,325,315,456,591,559,628,5,42,4064,83,35,32,33,49,45,58,0,5,344,360,82,81,94,151,156,127,0,19,1072,493,91,134,206,371,362,420,25,128,2235,9578,2134,2802,3551,6129,5487,6947,148,657,37444
