POW_SA3_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
21001,254,0,0,0,0,254,1216,9,15,0,0,1241,1758,66,57,8,5,1901,1931,167,69,6,3,2174,1974,255,70,0,6,2303,1654,256,65,10,0,1982,1693,257,87,17,8,2060,1541,281,68,17,10,1914,1226,268,68,5,6,1574,869,168,54,0,11,1109,293,89,18,0,0,408,46,34,12,6,5,89,18,18,9,0,0,43,14469,1862,591,74,52,17051,538,0,7,6,0,548,752,0,27,6,0,790,469,14,38,4,3,525,331,19,22,3,0,379,257,27,32,6,0,322,188,34,27,9,3,262,219,35,48,5,0,307,223,44,41,4,5,318,202,48,37,9,0,300,221,51,51,5,3,335,133,46,25,14,0,226,58,28,17,4,3,111,25,20,9,3,0,59,3615,380,380,78,29,4477,604,45,61,23,5,737,336,44,40,8,43,464,19025,2330,1065,185,131,22732,53,0,0,0,0,53,511,5,0,0,3,514,831,10
21002,87,0,0,0,0,90,240,5,8,0,0,263,199,17,24,0,0,239,181,35,22,3,0,246,190,52,26,0,4,275,172,64,27,4,5,275,164,75,36,3,3,279,156,105,33,6,0,301,122,72,32,5,7,230,74,53,35,9,0,171,38,14,8,5,4,72,14,5,10,3,0,43,4,11,7,8,0,34,1642,515,282,51,32,2519,213,0,0,0,3,217,137,0,4,3,0,138,53,4,15,0,0,78,46,7,11,0,0,63,31,11,11,0,0,53,20,11,11,0,0,43,29,8,15,4,0,53,24,22,24,4,0,76,30,17,18,5,6,76,43,21,24,8,0,98,33,16,19,9,0,70,24,16,11,10,3,59,5,16,10,3,0,36,687,136,168,52,10,1056,112,23,27,0,0,162,60,11,9,3,7,85,2499,679,483,110,56,3827,28,0,0,0,0,30,117,0,6,0,0,119,186,5
21003,72,0,0,0,0,72,296,13,15,0,3,327,537,50,41,0,3,632,569,108,71,0,6,755,525,135,72,0,4,740,459,131,53,8,0,655,403,139,69,4,5,622,427,123,69,14,5,631,354,115,66,5,5,546,278,71,29,5,4,388,86,33,21,3,0,142,20,7,8,0,0,41,7,7,3,4,0,21,4033,923,531,42,29,5560,218,0,0,0,0,223,365,18,32,3,0,416,247,25,72,0,0,344,152,21,63,5,0,242,122,28,62,8,0,223,100,30,62,8,4,199,72,24,49,13,0,161,79,36,54,13,6,190,73,28,40,13,3,155,96,27,27,3,0,156,52,11,19,8,0,90,23,15,14,3,0,49,19,7,5,4,0,27,1618,267,501,77,14,2483,203,22,54,10,4,301,124,18,26,0,15,185,5973,1234,1109,140,67,8524,22,0,0,0,0,22,195,0,4,0,0,206,460,11
21004,95,0,0,0,0,95,249,8,6,0,0,265,299,25,27,0,4,355,308,54,40,0,0,405,227,65,35,3,0,329,201,50,33,5,0,290,208,76,29,4,4,322,182,75,24,3,0,283,145,57,32,3,3,248,85,43,25,5,0,158,42,18,10,6,5,75,9,12,0,4,0,21,7,3,0,0,0,16,2052,479,270,40,13,2854,277,0,0,3,0,286,225,7,8,0,0,236,103,7,13,0,0,126,67,4,16,0,0,89,48,3,21,0,0,77,39,13,13,0,0,68,30,9,20,3,0,66,37,14,21,5,0,71,41,13,29,3,0,85,57,20,30,0,0,112,30,15,18,0,0,65,18,13,15,3,0,41,7,6,3,0,0,18,985,122,200,26,6,1341,154,7,27,4,0,201,57,11,11,0,4,85,3244,627,507,77,27,4479,27,0,0,0,0,27,188,0,6,0,0,192,305,6
21005,484,0,4,0,0,486,2266,39,59,3,9,2372,4140,161,174,4,12,4494,4800,426,204,21,26,5471,4987,567,203,27,34,5822,4125,504,205,24,16,4871,3929,514,164,15,23,4644,4004,496,179,17,11,4703,3540,443,146,15,18,4166,2207,262,93,6,15,2586,763,133,41,10,5,956,137,54,17,7,0,215,32,23,9,4,0,65,35404,3621,1495,152,182,40859,1178,5,11,12,3,1216,1800,34,78,14,13,1933,1353,75,131,5,12,1577,972,83,185,20,7,1274,798,154,195,31,16,1188,673,113,139,16,12,959,651,113,125,22,8,925,637,94,116,18,13,874,635,77,117,19,8,861,504,90,89,13,4,691,289,47,48,13,6,403,116,38,34,13,0,198,46,22,10,13,0,88,9666,934,1285,203,108,12192,1671,104,139,28,32,1974,990,136,99,28,103,1351,47730,4799,3017,407,419,56383,102,0,0,0,0,103,1167,8,11,0,0,1193,2295,20
21101,376,3,0,0,0,375,1821,16,35,3,4,1885,2853,87,110,3,6,3067,2951,252,157,17,3,3383,3103,390,154,12,10,3671,2792,429,157,19,9,3410,2868,389,169,22,8,3464,2716,469,178,23,12,3408,2429,439,185,19,10,3088,1525,343,139,17,7,2038,556,171,58,12,3,790,98,64,27,6,0,198,21,42,15,9,0,83,24114,3102,1380,157,87,28844,1320,9,12,7,0,1345,1354,6,42,7,0,1413,677,25,70,8,4,782,484,43,70,14,3,608,359,59,75,17,5,510,285,65,91,16,0,448,287,96,100,15,3,498,309,109,92,21,5,538,373,79,129,17,3,599,355,121,130,13,3,627,285,81,102,21,3,498,144,63,55,13,0,284,61,31,34,17,5,147,6290,788,998,178,37,8293,952,71,128,36,3,1188,456,49,48,11,43,603,31816,4009,2557,384,174,38941,111,0,0,0,0,107,1071,5,13,0,0,1086,1890,19
21102,34,0,0,0,0,31,83,5,4,0,0,94,95,8,9,0,0,116,87,16,7,0,0,109,83,35,17,0,0,132,78,34,13,3,0,131,96,65,13,0,0,176,89,83,26,6,0,207,90,74,30,5,0,189,42,48,24,3,0,116,13,28,10,0,0,52,10,5,6,0,0,22,3,9,0,3,0,11,794,411,162,22,5,1392,77,0,3,0,0,80,94,0,10,0,0,107,58,4,14,0,0,79,32,5,15,0,0,55,25,6,17,0,0,49,18,14,6,0,0,37,17,5,9,5,0,36,14,14,14,3,0,55,32,19,16,7,0,77,27,23,29,8,0,83,22,26,23,4,0,70,10,19,11,4,0,41,6,12,11,5,0,33,438,149,179,39,4,813,71,12,16,8,0,109,20,12,4,0,0,35,1328,579,357,73,14,2343,0,0,0,0,0,0,52,0,3,0,0,59,104,0
21103,249,0,0,0,0,249,1183,12,26,0,0,1221,1645,75,64,0,11,1800,1679,161,94,7,5,1952,1594,254,110,8,6,1972,1457,309,108,15,7,1898,1516,294,111,7,0,1936,1378,308,141,8,4,1835,1219,313,133,13,4,1683,836,225,84,9,5,1155,282,124,38,6,3,450,63,53,9,7,0,131,13,19,6,0,0,43,13105,2153,925,93,53,16324,978,0,7,6,0,995,999,4,31,4,0,1038,480,19,48,5,4,555,307,31,36,6,3,383,248,47,62,7,0,363,197,59,53,5,0,318,189,51,66,12,0,320,190,46,63,15,3,315,201,72,73,10,0,357,229,66,70,7,3,380,193,48,61,13,3,319,77,39,45,10,0,173,34,33,23,14,0,112,4326,516,643,120,26,5638,642,54,60,18,7,788,264,29,27,10,51,385,18340,2760,1651,237,141,23134,79,0,0,0,0,82,800,6,12,3,0,823,1181,15
21104,69,0,0,0,0,69,480,12,8,0,0,505,793,32,28,6,0,861,855,90,32,9,0,991,916,167,47,14,0,1141,814,143,42,11,7,1015,802,161,43,7,3,1023,740,147,67,13,3,964,660,155,53,10,4,879,411,83,36,3,0,536,149,63,22,5,0,240,26,31,9,0,0,69,8,6,6,3,0,27,6735,1081,395,72,28,8308,546,0,3,4,0,555,630,3,27,3,0,658,275,15,31,4,0,324,179,22,30,7,0,232,143,37,30,8,0,220,135,31,35,7,0,207,117,37,39,8,0,203,143,31,41,11,0,224,155,36,54,9,0,255,139,32,38,5,5,229,130,33,34,3,0,203,87,21,24,7,0,144,38,21,15,5,0,74,2718,316,401,84,13,3522,357,26,42,6,5,437,156,23,17,9,13,212,9962,1445,853,169,58,12483,28,0,0,0,0,28,308,3,0,0,0,316,628,8
21105,383,0,3,0,0,387,1102,17,50,4,0,1180,1254,91,102,3,8,1467,1300,207,140,12,4,1661,1155,256,150,15,6,1572,1084,297,141,13,6,1539,1121,337,147,6,7,1622,1080,354,170,23,12,1631,941,305,174,26,10,1450,705,224,115,16,9,1076,204,123,77,20,3,431,64,56,33,14,5,174,10,14,21,15,0,61,10412,2273,1328,159,72,14245,1098,0,8,12,0,1125,807,13,26,7,0,851,394,18,55,3,4,470,270,26,67,20,0,378,227,43,71,5,0,353,190,58,94,3,5,343,193,72,105,8,3,383,162,77,111,14,3,371,211,82,129,31,5,454,289,80,144,23,13,534,187,70,111,35,4,411,115,56,71,37,3,279,51,24,42,24,6,153,4196,610,1036,221,45,6111,777,91,123,25,14,1033,273,29,35,13,37,389,15662,3006,2522,419,168,21776,125,0,3,0,0,128,648,0,21,0,4,674,919,19
21201,294,0,0,0,0,297,917,14,34,5,0,972,1184,84,90,4,10,1378,1144,196,133,8,12,1494,988,256,134,11,10,1391,811,245,112,14,20,1203,727,259,94,21,8,1105,727,233,101,18,4,1089,615,189,69,19,12,905,431,130,87,21,6,674,143,57,56,14,5,275,21,23,24,9,3,80,11,13,21,9,4,51,8018,1703,957,143,85,10923,801,3,8,9,3,827,512,0,10,14,0,541,277,17,42,4,9,345,207,30,52,3,3,299,176,30,58,7,5,274,115,39,51,10,0,214,135,33,59,8,8,247,114,50,41,8,9,225,117,44,40,10,3,208,124,54,61,14,3,253,95,37,55,20,3,212,61,27,20,19,0,135,25,16,21,23,0,86,2757,391,532,148,48,3871,423,47,99,16,9,592,262,27,29,12,27,358,11461,2173,1617,317,168,15741,106,0,0,0,0,105,594,0,3,0,4,605,840,15
21202,261,0,0,0,0,267,1112,11,25,5,3,1149,1628,82,87,0,5,1804,1643,191,112,7,0,1963,1570,264,107,16,7,1959,1264,261,115,18,7,1666,1186,282,94,8,6,1583,1147,284,114,17,8,1572,916,257,119,17,9,1313,678,198,95,10,7,984,255,76,36,4,7,367,43,40,10,0,0,90,10,15,7,6,0,35,11718,1951,931,100,60,14758,1058,0,9,4,0,1074,1037,11,36,5,0,1095,511,20,73,4,0,604,292,38,55,9,3,393,275,73,68,14,3,438,221,77,82,11,0,393,180,73,76,13,6,344,192,65,90,15,6,368,171,66,66,10,5,317,179,70,82,11,3,347,133,36,50,7,3,223,68,23,27,6,0,118,37,12,24,9,0,86,4355,560,728,132,23,5799,569,61,91,20,7,752,329,52,37,14,35,468,16971,2632,1786,268,128,21776,81,0,0,0,0,81,781,0,11,3,0,792,1271,17
21203,241,3,3,0,0,246,808,15,38,0,6,866,1079,144,138,0,7,1364,1033,298,145,12,6,1499,979,391,223,19,8,1627,811,313,183,18,3,1326,691,241,145,9,9,1097,634,207,118,16,3,982,500,152,76,15,6,741,385,110,57,10,3,565,144,54,18,6,0,227,24,14,3,6,0,55,7,3,4,0,0,15,7332,1948,1156,112,59,10607,941,8,6,6,0,960,786,17,44,5,5,858,434,45,91,7,10,578,290,76,92,16,3,484,220,131,142,19,9,516,182,108,106,11,0,401,143,73,86,8,0,314,144,67,80,11,3,295,129,55,79,15,5,289,127,48,80,7,0,271,106,40,42,9,0,195,45,15,18,6,0,88,16,9,15,9,0,51,3556,699,884,119,40,5296,421,58,101,22,10,611,301,45,43,12,35,429,11602,2745,2181,268,142,16939,91,3,0,0,0,93,682,7,9,0,0,700,1073,22
21204,630,0,5,0,0,640,3308,47,50,15,15,3439,5888,213,189,9,30,6331,6363,454,210,29,34,7096,6596,606,237,22,28,7489,6153,628,198,44,38,7044,6447,647,240,27,23,7388,6061,696,210,22,26,7013,5628,630,226,28,21,6531,3743,449,186,23,23,4429,1350,255,85,8,12,1711,247,104,42,11,3,406,53,42,23,7,3,126,52467,4780,1901,248,248,59646,1208,3,12,18,5,1249,2283,30,80,25,3,2424,1721,58,136,15,12,1944,1103,88,150,25,13,1377,915,148,125,27,19,1231,730,116,118,27,10,1003,696,139,108,10,17,980,708,116,121,21,10,978,696,112,138,24,4,976,771,111,120,21,13,1038,497,93,87,20,3,700,226,56,49,27,0,367,107,55,32,15,0,200,11669,1136,1283,280,111,14472,1642,113,138,41,34,1970,1154,97,86,25,121,1486,66935,6125,3410,597,505,77572,153,0,3,3,0,157,1586,3,15,0,3,1605,3197,34
21205,256,0,0,0,0,256,2106,20,39,0,3,2170,4361,110,100,8,8,4588,5053,303,132,26,11,5521,5423,484,173,28,13,6120,4957,529,154,31,20,5690,4764,522,180,27,17,5513,4384,546,172,18,17,5147,3591,456,170,24,19,4258,2285,316,147,25,15,2786,824,174,65,10,0,1066,165,96,19,6,0,292,34,41,19,4,0,102,38190,3596,1370,213,135,43507,1313,5,13,4,0,1340,2404,23,123,16,10,2575,1569,65,149,13,6,1798,915,89,115,25,10,1158,707,119,102,21,10,961,508,127,120,29,6,786,513,94,117,24,5,752,484,134,127,30,8,784,539,116,118,20,5,802,579,92,121,21,4,821,442,93,112,28,3,670,207,76,71,22,5,376,109,51,41,32,0,231,10298,1089,1328,278,67,13048,1549,95,131,47,13,1826,738,90,70,31,68,1003,50775,4865,2898,569,277,59380,79,0,0,0,0,79,1718,4,12,0,0,1744,3854,34
21301,293,0,0,0,0,295,1332,25,40,3,6,1405,2562,114,122,5,0,2805,3025,250,130,13,15,3430,2858,311,159,10,16,3354,2577,338,134,13,10,3074,2543,327,123,15,16,3029,2310,320,121,14,7,2772,1972,239,130,16,8,2363,1376,189,84,4,11,1668,478,89,38,10,7,613,75,42,19,6,3,140,15,21,3,4,0,42,21421,2261,1095,114,109,24998,979,4,3,14,4,1009,1323,34,74,5,3,1437,946,58,111,11,5,1136,668,84,114,20,5,888,519,77,98,20,6,724,430,78,88,19,5,621,365,92,80,20,4,555,390,54,88,9,10,556,341,59,99,22,5,524,333,60,81,15,4,490,210,50,43,11,10,314,107,25,23,5,0,152,44,16,14,7,0,78,6657,685,920,169,54,8488,1008,61,122,25,18,1235,668,69,70,19,70,895,29752,3074,2207,333,249,35614,71,0,4,0,0,71,875,9,8,0,0,887,1820,20
21302,165,0,5,0,0,171,782,12,13,0,3,811,1559,49,53,0,0,1674,1822,138,62,9,4,2033,1935,192,75,7,7,2223,1606,205,64,10,6,1891,1627,197,87,13,3,1925,1497,228,82,11,10,1826,1298,192,74,6,6,1583,846,144,65,4,4,1062,281,69,32,0,0,384,47,33,11,7,0,90,6,17,6,0,0,32,13476,1470,636,63,55,15697,554,3,0,5,0,567,699,4,30,8,5,741,498,18,50,3,3,573,332,27,35,0,3,402,249,43,51,9,5,359,205,48,45,3,7,307,178,56,50,4,3,289,170,38,45,5,6,267,178,37,56,9,0,278,167,37,67,13,6,290,124,35,39,11,0,209,55,20,16,4,0,99,29,15,6,8,0,54,3448,377,482,92,35,4435,589,56,47,14,3,712,299,31,24,12,32,390,17812,1931,1193,174,118,21233,34,0,0,0,0,33,394,0,9,0,0,405,791,11
21303,81,0,0,0,0,81,713,7,10,5,5,737,1424,57,65,4,6,1548,1713,159,79,12,4,1965,1586,202,122,10,14,1932,1374,228,83,15,5,1699,1202,219,88,9,3,1524,1161,203,83,12,8,1469,1034,160,85,7,0,1291,684,118,60,5,13,884,269,64,34,5,6,375,63,29,11,5,0,106,6,9,7,0,0,19,11305,1458,727,85,55,13633,588,0,7,3,3,598,1137,12,44,7,0,1194,722,32,91,8,8,858,502,32,79,15,0,636,359,67,65,11,0,496,293,48,69,6,4,415,234,50,66,8,0,356,253,41,50,13,4,360,203,38,63,6,9,317,239,32,59,10,0,336,127,23,36,3,0,189,44,20,16,3,0,79,23,9,7,8,0,43,4713,403,648,88,36,5880,697,38,66,15,10,828,332,28,26,12,39,440,17052,1930,1471,196,139,20783,43,0,0,0,0,42,580,0,6,0,0,590,1286,20
21304,368,0,0,0,0,368,1147,25,32,3,3,1205,1627,128,114,3,12,1892,1733,292,149,3,10,2192,1576,398,175,19,17,2181,1302,357,142,15,8,1832,1212,299,121,32,13,1684,1024,249,102,15,5,1398,783,181,80,13,13,1068,487,102,46,14,5,654,182,55,26,5,5,275,36,17,7,3,0,66,6,5,0,3,6,15,11483,2111,994,138,99,14831,1071,3,4,5,0,1080,1002,22,29,4,8,1063,610,33,70,6,10,725,380,78,90,6,9,567,284,114,97,18,4,524,195,74,106,22,5,404,197,80,82,9,4,377,161,62,71,17,0,307,170,60,63,20,3,312,187,44,62,12,3,311,105,34,33,9,5,188,51,19,33,4,0,105,22,7,4,5,0,43,4438,639,748,134,34,5995,559,57,72,23,13,726,410,60,52,14,44,589,16896,2872,1870,313,192,22139,90,0,0,0,0,90,727,7,3,0,0,743,1331,16
21305,440,3,0,0,0,447,2044,24,41,0,8,2125,3557,131,142,16,12,3855,4134,417,205,19,24,4797,4172,723,259,41,35,5223,3545,632,227,38,23,4457,3191,475,182,22,14,3880,2973,382,131,18,16,3521,2552,344,137,23,14,3060,1567,218,85,13,11,1890,549,98,43,6,0,694,81,42,11,4,0,146,12,21,5,3,0,34,28816,3498,1456,209,148,34130,1586,3,15,10,0,1622,2018,31,107,11,7,2176,1500,79,200,12,14,1800,908,121,167,17,12,1213,750,219,201,32,9,1216,516,145,176,54,10,900,440,121,136,34,9,732,391,101,112,21,3,627,358,77,85,22,4,543,380,72,82,28,5,563,213,48,55,13,7,329,94,32,28,11,0,164,24,13,19,7,4,76,9179,1064,1375,254,91,11960,1215,111,162,37,22,1545,900,103,83,39,93,1205,40102,4771,3071,543,357,48841,126,0,0,0,0,127,1252,4,12,6,5,1276,2515,32
21401,347,0,0,0,0,355,1229,10,30,0,0,1273,1769,91,87,0,7,1959,1683,209,134,9,3,2031,1628,293,155,12,9,2096,1381,349,140,18,12,1891,1374,339,134,8,3,1864,1276,398,146,24,10,1852,1063,310,111,15,14,1522,718,200,98,6,7,1027,244,109,53,10,6,426,66,53,12,4,5,137,10,25,12,4,0,50,12778,2388,1117,116,83,16472,1107,0,3,10,5,1128,889,5,26,3,3,931,528,10,43,0,0,586,314,31,56,5,0,407,253,40,66,11,0,373,244,50,77,12,3,386,220,51,80,12,0,365,209,73,84,18,3,377,191,69,102,9,4,380,257,64,78,12,10,426,160,47,74,14,0,292,75,50,40,7,4,178,58,32,15,18,4,127,4512,522,746,134,42,5955,739,62,93,14,16,925,315,43,32,11,46,444,18336,3009,1991,279,185,23800,122,0,0,0,0,122,863,6,7,0,0,876,1496,13
21402,596,0,4,0,3,608,1654,15,48,4,0,1723,1658,106,133,3,15,1921,1534,231,182,10,15,1968,1366,357,181,11,10,1921,1231,410,173,14,17,1845,1288,477,222,21,13,2018,1239,477,220,24,22,1976,1062,409,188,25,24,1708,706,302,157,28,10,1194,226,167,89,10,10,505,63,88,38,8,3,194,13,33,28,11,3,93,12638,3065,1662,161,146,17676,1403,0,9,11,4,1433,1003,7,41,5,5,1065,500,14,49,3,3,579,359,30,67,8,0,464,278,48,62,10,4,406,250,55,81,18,5,410,259,96,126,10,10,506,268,86,144,17,8,529,282,100,166,12,7,572,349,154,148,21,19,693,242,142,147,34,18,579,133,105,104,44,11,392,77,58,66,45,8,256,5415,905,1214,243,109,7890,1058,115,154,39,23,1393,374,41,43,23,84,568,19476,4132,3074,465,368,27516,213,0,0,0,0,214,939,9,13,0,0,963,1244,31
21501,266,0,0,3,3,270,716,10,19,5,6,760,941,36,63,16,14,1074,897,92,108,26,10,1136,695,109,107,34,12,949,654,123,108,37,12,940,651,140,122,38,16,964,759,169,147,48,22,1142,722,169,195,67,19,1174,536,154,200,60,18,976,179,83,132,57,7,456,27,31,78,48,7,187,13,26,54,45,4,136,7060,1139,1334,476,156,10165,411,0,5,18,4,435,214,0,3,3,0,222,176,0,12,0,4,195,139,9,21,4,0,171,144,4,13,7,0,169,115,4,20,5,3,145,112,16,21,8,7,157,134,9,24,7,3,181,153,16,42,5,3,216,226,24,50,16,8,318,128,24,41,34,3,232,80,17,43,24,0,166,33,14,48,48,3,155,2065,144,347,179,33,2770,435,30,48,28,7,552,193,8,22,32,41,297,9749,1323,1753,712,245,13782,96,0,0,0,0,96,489,3,5,0,3,500,650,8
21502,228,0,0,0,0,230,662,10,6,5,6,692,858,36,18,3,9,925,860,66,53,12,9,1003,713,108,62,9,12,900,654,101,80,25,12,860,706,140,74,13,14,942,724,128,98,29,15,989,654,108,82,38,7,892,479,94,78,38,11,693,152,60,62,24,7,313,28,26,28,16,8,100,10,15,18,10,7,60,6717,896,657,215,108,8594,394,3,0,9,0,415,251,0,7,0,0,264,209,3,15,3,0,234,176,8,16,5,0,204,131,7,19,3,4,165,115,13,20,6,4,155,108,10,24,7,9,149,108,9,28,7,5,155,99,15,22,11,3,156,155,31,47,12,3,244,89,19,25,10,3,144,41,17,26,11,0,85,12,5,9,11,0,41,1898,143,256,88,36,2419,338,15,30,19,5,416,250,21,14,30,36,349,9202,1074,958,352,188,11777,83,0,0,0,0,87,489,4,5,0,4,495,701,11
21503,195,6,0,0,3,199,518,0,8,3,4,540,598,34,42,10,3,691,551,58,54,15,8,686,515,96,48,13,13,687,422,130,67,17,6,640,407,93,69,27,11,611,445,118,82,45,8,702,463,152,98,42,11,771,363,114,104,60,9,653,138,57,73,34,18,317,15,26,33,18,4,97,5,15,22,23,7,68,4644,900,695,317,104,6662,225,0,0,25,3,247,123,0,0,10,0,130,100,0,4,4,4,119,97,4,7,3,8,114,91,9,11,0,0,111,66,7,11,3,0,83,67,3,11,0,0,88,79,8,8,5,0,109,75,11,17,11,5,117,114,15,31,16,0,175,103,18,33,19,5,171,59,9,20,23,5,118,17,9,16,35,7,78,1210,91,170,146,39,1656,194,9,24,20,13,264,144,12,13,21,43,236,6194,1016,902,506,195,8818,54,0,0,0,0,58,284,6,4,0,0,295,364,4
