POW_SA3_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
20402,0,28,16,0,0,0,0,21,5,0,0,0,0,8,21,0,0,0,0,22,219,13,18,6,0,260,28,3,5,0,0,34,8,0,8,0,0,16,120,6,8,6,0,142,77,10,10,10,9,115,9222,484,699,326,98,10828,15021,1243,1643,581,221,18719,0,0,0,0,0,0,4,0,0,0,0,4,22,0,4,0,0,27,34,17,4,0,0,55,5,0,0,0,0,8,10,0,0,0,0,10,21,0,0,0,0,21,48,8,11,0,0,58,8,0,0,0,0,8,12,5,0,0,0,17,193,13,5,5,3,213,11,0,0,0,0,11,17,0,0,0,0,18,4,0,0,0,0,4,40,7,3,0,0,50,37,0,16,9,4,69,17,0,0,0,0,17,9,0,0,0,0,4,0,0,0,0,0,0,43,5,0,0,0,51,76,0,0,0,0,76,23,4,8,4,0,40,172,17,20,3,6,212
20403,0,54,16,0,0,0,0,25,23,0,0,0,0,24,26,0,3,0,4,36,329,25,43,12,0,411,46,4,4,0,0,66,34,0,4,0,0,37,261,29,25,3,7,317,135,13,16,8,5,175,13821,752,1090,373,136,16169,24462,1877,2334,675,249,29598,3,0,0,0,0,6,18,9,0,0,0,26,54,4,8,0,0,67,84,11,17,10,0,122,18,0,0,0,0,19,5,0,0,0,0,12,29,0,0,0,0,32,86,0,15,5,0,110,7,3,3,3,0,16,26,4,0,0,0,31,403,23,9,7,4,440,32,0,3,0,0,30,15,0,0,0,0,15,4,0,0,0,0,4,41,0,3,0,0,47,42,5,7,6,0,61,11,0,3,0,0,22,15,0,0,0,0,17,4,4,0,0,0,9,32,4,3,3,0,45,101,4,4,0,0,111,49,7,10,0,0,72,362,27,38,5,6,439
20501,0,38,45,0,8,0,0,49,59,5,0,0,0,59,34,4,6,0,0,49,264,19,37,8,0,328,18,4,5,0,0,30,30,4,6,0,0,40,164,20,16,7,0,207,62,4,5,8,4,93,8815,519,842,299,95,10568,13034,1323,1660,487,178,16682,18,4,4,0,0,27,4,3,0,0,0,5,22,0,5,0,0,31,74,25,10,4,0,114,7,0,4,0,0,16,6,4,0,0,0,17,23,0,0,0,0,28,35,8,12,6,3,61,0,0,0,0,0,0,18,0,8,0,0,21,273,29,17,10,3,333,37,0,0,0,0,40,7,0,0,0,0,14,10,0,0,0,0,10,25,0,5,0,0,34,21,7,10,3,0,40,19,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,36,4,3,0,0,42,10,4,0,0,0,12,29,17,14,7,0,75,194,34,27,8,0,262
20502,0,40,8,0,0,0,0,8,13,0,0,0,0,13,33,0,3,3,0,35,250,16,21,11,3,306,19,0,3,0,0,23,31,0,4,3,0,44,108,11,11,5,10,137,115,7,14,7,12,150,7731,380,669,286,142,9208,12077,1035,1468,511,263,15352,0,0,0,0,0,0,6,4,0,0,0,5,30,6,3,0,0,40,48,10,4,7,0,70,0,0,0,0,0,0,4,4,0,0,0,6,15,0,0,0,0,17,37,4,14,5,0,59,0,0,4,0,0,8,11,0,0,4,0,13,116,11,11,0,3,142,15,0,0,0,0,17,9,0,0,0,0,11,3,0,0,0,0,9,10,0,0,0,0,18,14,3,0,0,3,22,6,0,0,0,0,6,10,0,0,0,0,15,0,0,0,0,0,0,51,4,9,3,0,64,21,0,0,0,0,21,24,0,7,4,0,41,166,9,22,8,5,211
20503,0,48,22,0,5,0,0,34,16,0,0,0,0,13,29,3,8,3,0,45,355,38,68,22,8,493,36,4,11,3,0,52,26,3,3,0,0,29,144,13,28,8,0,195,151,18,23,8,15,222,9764,699,1343,446,193,12448,14972,1654,2808,717,365,20514,11,0,6,0,0,14,7,0,4,0,0,6,33,6,7,0,0,46,67,16,11,10,0,106,8,0,0,0,0,9,5,0,0,0,0,12,11,3,0,0,0,13,60,7,19,9,0,86,0,0,3,0,0,8,8,0,6,0,0,19,250,27,6,4,6,290,19,0,0,0,0,18,9,0,4,0,0,11,6,0,0,0,0,6,44,5,12,11,0,63,34,5,17,5,5,64,18,8,0,0,0,25,20,4,0,5,0,30,5,4,0,0,0,5,60,6,7,0,0,73,27,4,0,0,0,30,41,18,26,8,8,97,274,41,80,14,9,419
20504,0,46,56,7,0,0,0,64,5,0,0,0,0,5,37,0,4,0,0,48,373,9,15,3,4,411,22,0,0,0,0,20,21,0,10,0,0,33,249,14,23,0,0,286,157,5,7,0,8,178,15560,407,681,192,126,16971,26024,1111,1345,292,233,29009,8,4,0,0,0,10,21,5,0,0,0,29,47,0,0,0,0,52,101,21,16,15,0,155,18,6,0,0,0,20,14,0,0,0,0,22,22,4,0,0,0,28,55,4,3,0,3,73,5,5,0,8,0,17,19,9,0,0,0,22,432,37,14,0,0,482,22,0,4,0,0,25,16,0,0,0,0,19,6,0,0,0,0,8,52,0,3,0,0,56,65,12,7,9,0,88,12,0,0,0,0,15,9,0,0,0,0,12,4,0,0,0,0,4,83,5,7,0,0,93,28,0,0,0,0,28,93,4,6,3,0,107,369,21,18,10,3,421
20505,0,36,13,0,0,0,0,16,14,0,0,0,0,11,20,0,3,0,0,29,202,5,19,12,0,235,15,0,0,0,0,12,20,3,3,3,0,30,75,5,12,0,4,91,95,3,13,5,11,124,7293,322,714,235,119,8674,12433,827,1553,413,216,15443,0,0,0,0,0,0,7,0,0,0,0,3,16,0,0,0,0,18,30,6,5,0,0,44,12,0,0,0,0,12,11,0,0,0,0,12,20,0,0,0,0,19,26,5,11,0,0,42,3,0,0,0,0,0,8,0,0,0,0,10,152,11,4,0,3,178,13,0,0,0,0,14,5,0,0,0,0,3,3,3,0,0,0,10,22,0,3,0,0,26,17,10,5,0,0,22,4,0,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,4,47,4,0,0,0,51,17,0,0,0,0,17,29,5,10,3,4,50,208,23,34,13,4,283
20601,0,55,119,4,0,0,0,121,37,4,0,0,0,49,89,9,6,0,3,107,306,19,58,0,0,387,101,9,22,0,0,128,240,22,27,5,0,300,794,44,72,21,7,936,41,0,4,0,0,43,12185,766,1415,184,57,14599,13834,1565,2059,185,77,17720,31,3,9,0,0,44,55,6,13,4,0,74,63,3,8,0,0,76,404,105,52,26,8,594,35,3,5,0,0,48,69,24,11,0,8,105,44,0,0,0,0,50,68,4,20,3,0,95,151,29,40,6,0,230,76,14,14,0,0,106,889,53,51,11,7,1003,106,4,9,0,0,125,70,9,13,8,4,98,101,19,24,0,0,150,70,10,11,0,0,88,371,61,72,12,7,520,68,3,13,0,0,85,67,5,7,0,0,80,169,45,39,9,6,263,212,32,43,3,0,289,486,14,15,7,0,520,28,7,3,5,0,37,446,52,83,8,0,588
20602,0,33,65,0,0,0,0,70,29,0,0,0,5,37,53,6,8,0,0,63,158,21,46,0,0,228,46,3,14,3,0,70,168,15,9,4,0,200,427,25,43,4,5,500,15,0,6,0,5,26,7193,542,1051,112,45,8943,8835,1180,1490,133,55,11687,8,0,0,0,0,11,24,0,3,0,0,32,60,6,12,0,0,80,370,68,27,18,4,485,18,0,0,0,0,16,14,9,5,0,0,29,29,4,0,0,0,26,37,6,10,0,0,54,163,30,29,5,4,232,49,4,13,0,0,68,523,45,27,3,5,602,62,5,10,0,0,75,44,12,10,0,0,65,16,3,3,0,0,24,51,8,7,0,0,75,141,21,35,10,0,211,58,6,15,5,0,79,32,6,13,0,0,49,57,16,11,0,4,88,127,10,12,3,0,148,207,10,0,0,0,213,19,0,0,0,0,27,286,32,54,9,0,382
20603,0,38,84,3,5,0,0,98,27,3,0,0,0,26,97,3,10,3,0,116,190,14,30,3,0,238,35,3,4,0,0,38,272,22,27,9,5,326,668,44,58,5,8,781,35,5,0,0,0,42,10485,670,892,171,50,12269,11613,1506,1260,191,51,14618,20,8,0,0,0,26,48,0,0,0,0,46,31,3,9,0,0,47,331,46,39,22,3,445,30,9,6,0,0,46,40,9,6,0,0,54,48,0,0,6,5,55,42,3,11,0,3,55,79,20,14,7,0,112,75,9,7,5,0,101,845,63,43,12,10,978,67,3,4,0,0,73,56,14,19,0,0,91,56,21,8,4,3,85,56,6,6,0,0,67,170,52,37,13,4,282,49,0,3,0,0,57,64,8,3,0,0,80,44,12,13,7,4,78,156,18,17,8,0,192,326,12,4,0,0,344,11,6,4,0,0,21,292,31,37,5,6,361
20604,5,1902,3298,18,21,4,14,3357,858,17,14,4,4,901,1308,42,31,8,3,1392,8207,97,164,24,13,8506,1771,31,22,6,6,1832,3710,90,72,40,31,3935,14576,192,267,50,69,15151,421,11,11,6,29,485,228794,3306,3628,837,643,237209,258810,7355,5732,694,644,273233,558,24,30,8,12,629,1642,8,23,4,8,1691,1744,38,32,0,0,1820,17222,1155,560,318,86,19341,618,19,12,0,5,662,796,40,20,6,4,869,1344,19,14,3,3,1378,1823,60,44,4,8,1936,1146,67,41,18,8,1281,3753,123,84,23,9,3988,41358,754,336,94,140,42676,3881,91,52,16,7,4046,2160,70,46,15,7,2311,577,21,19,5,5,620,2695,35,33,3,5,2777,2192,132,74,23,15,2435,1283,42,43,11,11,1385,2335,151,106,31,8,2633,587,60,27,7,16,695,9877,315,195,38,24,10448,2863,53,15,8,14,2947,773,36,15,8,4,834,11999,226,243,20,19,12507
20605,0,386,403,4,11,0,0,417,114,8,14,0,0,141,291,20,17,4,0,333,1361,111,107,16,3,1591,266,26,40,4,0,342,547,24,30,9,7,617,2755,104,203,26,30,3118,104,4,7,6,8,128,35229,1911,1955,357,151,39600,46601,4459,2652,391,193,54300,142,23,13,3,5,190,202,5,10,0,0,223,279,25,19,0,0,330,2350,267,117,70,18,2825,132,19,7,0,0,158,134,20,11,0,0,172,197,16,5,0,0,227,347,36,24,4,6,405,261,37,25,9,3,333,469,29,22,6,0,528,5532,347,229,26,25,6167,620,23,14,0,0,664,333,19,19,0,0,375,117,6,11,0,0,130,593,43,24,0,4,662,376,50,43,4,0,487,244,7,18,4,3,281,363,27,16,0,5,413,133,13,16,8,0,171,1228,66,65,13,7,1371,704,5,4,5,3,721,140,21,9,0,0,173,2176,136,124,13,4,2451
