POW_SA3_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
21205,0,502,1647,62,69,19,11,1815,178,10,15,8,0,214,256,10,12,4,0,284,1610,33,44,13,5,1708,244,3,12,4,0,257,933,56,55,11,9,1065,3230,98,130,25,19,3497,131,8,6,3,9,152,51447,1909,1761,542,211,55878,56729,2853,1963,317,185,62038,345,43,37,5,11,448,283,22,13,0,0,323,225,7,11,0,0,246,5843,1263,562,392,35,8097,152,12,13,0,0,183,228,35,14,3,0,281,336,12,11,4,0,368,435,20,25,5,0,477,567,79,68,26,3,744,879,78,69,10,3,1033,7103,527,383,63,56,8138,658,62,55,12,5,787,592,50,30,8,3,681,116,14,4,0,0,137,353,27,8,4,0,392,414,72,37,14,8,550,319,19,12,10,4,358,628,85,103,22,7,847,144,13,12,4,0,178,2407,198,180,13,19,2810,379,12,5,0,0,397,162,14,5,5,0,183,1970,68,55,13,9,2115
21301,0,112,229,9,18,0,0,262,41,0,0,0,0,41,116,9,9,0,0,130,533,11,20,0,5,564,59,0,0,0,0,59,1974,212,247,78,24,2530,2585,109,137,34,18,2886,91,0,8,0,6,107,26445,889,1071,298,141,28839,30831,1584,1203,233,127,33971,130,37,20,5,3,191,185,12,11,5,0,214,64,8,3,0,0,73,867,127,66,28,7,1105,202,24,21,3,5,261,183,47,17,5,0,269,241,6,5,3,4,264,124,8,15,0,0,144,184,34,22,5,0,250,164,13,11,0,5,194,4425,430,315,40,35,5246,204,15,10,0,0,230,150,24,17,4,0,201,204,28,24,6,0,266,166,10,6,0,0,185,335,46,43,12,3,446,57,0,0,0,0,62,105,13,3,0,0,130,152,32,43,6,5,235,379,22,25,0,0,427,403,10,8,0,4,425,47,4,3,0,0,48,1456,32,44,7,9,1545
21302,0,79,77,0,0,0,0,75,20,0,0,0,0,24,86,4,8,4,0,103,377,38,57,11,0,483,39,5,8,0,0,54,375,22,38,13,0,453,913,54,73,20,9,1070,42,0,0,0,5,54,12249,704,959,222,65,14195,18384,1660,1341,210,80,21669,46,12,4,0,0,68,99,5,0,4,0,109,40,4,5,3,0,53,493,71,35,27,3,628,92,19,7,5,0,127,49,8,3,0,0,57,125,4,0,0,0,137,80,13,14,0,0,102,101,10,17,4,0,138,70,4,3,0,0,87,2200,136,76,21,13,2450,141,6,8,0,0,158,125,12,9,0,0,141,50,14,0,0,0,67,143,23,17,3,0,187,177,26,19,5,0,229,51,0,3,3,0,58,66,3,0,0,0,75,110,50,50,5,8,219,209,22,13,3,0,248,256,0,5,0,0,263,42,10,8,0,0,59,920,64,54,6,9,1053
21303,0,89,168,3,0,0,0,174,59,6,0,0,0,67,116,5,10,0,4,132,458,25,26,0,4,507,83,4,5,0,0,89,1471,117,145,47,19,1799,1661,42,98,19,9,1820,67,5,0,0,9,77,19835,726,1048,181,88,21881,20932,1338,1240,147,72,23732,72,18,8,0,0,100,125,9,13,0,0,150,76,0,3,0,0,87,697,102,65,28,4,890,122,10,5,0,5,148,95,8,4,3,0,114,141,4,5,0,0,150,89,11,13,4,0,119,149,12,8,4,0,176,151,16,18,0,0,188,2376,165,165,17,18,2738,153,8,6,4,4,173,138,6,14,0,0,167,92,6,11,4,4,109,139,18,8,0,0,164,254,23,16,3,4,298,115,7,10,0,0,141,111,6,12,0,0,136,68,16,11,3,0,105,402,42,41,3,4,494,363,11,5,8,7,386,30,10,14,0,0,47,865,56,50,4,4,980
21304,0,95,154,15,32,0,0,211,13,0,0,0,0,14,84,7,8,0,0,103,486,16,23,11,5,540,45,0,3,4,0,49,334,39,40,17,10,436,1318,84,96,37,24,1561,73,14,8,0,9,99,19172,959,1142,363,126,21764,23386,2013,1651,355,152,27556,63,25,16,3,4,98,125,22,20,3,4,166,46,0,0,0,0,50,279,82,27,21,0,414,78,15,15,0,0,114,118,17,25,10,0,170,179,13,7,0,0,207,73,9,9,0,0,89,43,9,10,5,0,68,46,8,9,5,0,67,3491,688,387,95,36,4689,89,4,4,3,0,99,62,11,15,0,0,86,101,19,22,0,0,144,94,7,0,0,0,106,161,27,17,8,3,202,26,0,6,0,0,33,31,11,4,0,0,49,61,21,28,7,4,120,182,17,16,3,4,226,145,3,7,0,0,156,42,0,7,0,0,55,913,57,45,10,5,1030
21305,0,256,351,31,50,9,0,439,68,6,8,0,0,81,273,0,22,0,0,304,941,38,68,13,0,1058,110,3,3,0,0,126,810,44,53,11,4,922,2727,116,198,62,20,3118,105,3,6,0,10,127,35622,1563,2071,551,168,39976,39813,2286,1769,364,200,44437,153,36,16,3,6,208,441,78,98,15,3,634,96,7,0,7,0,111,1388,337,202,111,16,2050,173,17,8,0,0,204,132,12,16,0,4,165,310,22,23,7,3,359,156,16,9,4,0,184,142,40,19,3,4,202,211,18,25,3,0,258,10248,1863,1208,226,114,13657,385,37,46,9,0,485,206,40,28,0,0,270,151,15,7,4,0,179,266,24,17,0,3,313,332,50,37,10,4,430,123,4,8,0,0,143,190,20,45,4,0,256,203,47,61,25,14,346,622,79,68,3,5,790,375,18,12,7,0,405,62,6,7,0,0,76,2979,96,99,20,13,3201
21401,0,270,325,8,13,5,0,345,29,0,0,0,0,33,110,9,14,3,0,136,1390,74,113,22,6,1609,96,7,8,0,6,111,205,8,25,9,0,251,1090,53,89,21,10,1267,84,0,7,0,4,103,25130,1100,1579,326,119,28247,30824,2847,2532,352,174,36728,185,25,16,0,0,229,24,7,0,0,0,35,94,11,9,0,0,113,504,122,66,52,5,740,44,11,8,5,0,64,91,19,7,3,0,123,163,8,4,4,0,177,142,26,24,8,0,198,69,15,16,3,0,101,90,10,4,8,0,113,2043,118,79,25,18,2286,114,6,5,0,0,125,93,9,11,3,0,117,47,4,0,0,0,55,153,28,10,0,0,191,80,24,11,10,0,117,40,6,3,0,0,49,60,0,0,0,0,68,38,18,17,6,0,83,268,20,24,3,7,316,99,0,0,0,3,104,76,20,6,5,0,118,966,84,89,17,4,1162
21402,0,167,103,3,9,0,0,119,32,0,0,0,0,33,140,14,18,0,3,180,1642,173,227,44,19,2101,86,18,18,3,0,128,88,15,9,4,0,118,796,70,73,28,18,984,193,14,28,12,4,253,25423,2104,2531,634,259,30957,34988,4778,4321,795,459,45345,137,21,26,0,0,191,16,6,0,0,0,22,106,21,17,7,0,154,264,78,45,30,3,424,34,6,7,3,5,53,37,10,3,0,0,54,76,0,6,0,0,82,144,31,29,3,4,215,53,17,8,3,5,76,42,13,10,5,0,56,962,87,36,15,12,1115,111,0,4,3,0,124,38,9,7,0,0,52,13,4,0,0,0,18,177,39,28,9,6,256,134,44,17,5,10,213,36,4,6,4,0,53,40,5,8,0,0,52,9,10,9,0,3,33,190,15,19,7,0,235,88,5,0,0,0,88,87,30,12,9,5,134,807,130,116,28,7,1090
21501,0,43,17,0,0,0,0,18,65,3,0,0,9,73,39,4,5,0,0,43,162,6,23,7,3,208,18,3,3,0,0,27,16,0,5,0,0,23,171,8,13,4,0,194,142,10,12,10,8,186,10681,566,890,530,139,12813,17861,1724,2448,1149,327,23512,9,0,0,0,0,10,24,0,0,0,0,25,22,0,0,0,0,28,61,17,5,6,0,91,7,0,0,0,0,4,3,0,0,0,0,3,19,0,0,4,0,16,32,4,8,3,0,49,7,0,5,0,0,7,13,0,0,0,0,13,345,27,7,3,5,380,15,0,0,0,0,19,10,0,0,0,0,8,3,0,0,0,0,6,28,0,0,0,0,30,12,4,0,0,0,19,8,0,0,0,0,8,5,5,0,0,0,10,6,0,3,0,0,10,28,0,4,0,0,27,64,0,0,3,0,63,28,4,3,5,3,38,202,9,14,4,7,237
21502,0,43,20,0,0,0,0,20,49,0,0,0,0,49,47,0,0,4,4,57,166,3,11,3,5,185,18,0,0,0,0,17,58,6,3,5,0,69,213,8,9,4,0,241,102,9,6,7,16,145,10657,468,591,279,132,12125,16608,1358,1333,518,238,20055,80,5,4,0,0,88,11,0,0,0,0,13,21,0,0,0,0,23,122,8,9,6,4,145,8,0,6,0,0,16,12,0,0,0,0,14,29,0,0,0,0,36,30,0,3,3,0,36,3,8,4,3,0,24,38,6,0,0,0,44,369,16,23,13,7,422,26,0,0,0,0,29,11,6,0,0,0,14,11,0,0,0,0,8,15,0,0,0,0,15,46,8,23,16,4,98,16,0,5,0,0,19,30,3,0,0,0,37,3,0,0,0,0,3,456,7,12,13,10,493,49,4,0,0,0,52,19,0,0,0,0,25,216,10,18,3,4,248
21503,0,21,8,0,0,0,0,13,26,0,0,0,0,23,50,3,0,0,5,52,84,0,11,6,0,99,9,5,0,0,0,13,57,4,5,3,5,72,129,4,5,3,0,135,77,4,11,12,5,107,6368,440,524,348,113,7781,10184,1351,1300,775,231,13844,31,0,3,0,0,38,7,0,0,0,0,4,8,0,0,0,0,12,91,10,5,0,6,109,0,0,0,0,0,0,3,0,3,0,0,3,45,0,0,0,3,50,16,3,3,4,0,26,0,0,0,4,0,0,5,0,0,0,0,8,232,9,6,4,6,251,55,0,0,0,0,58,5,0,5,0,0,12,0,0,0,0,0,0,12,4,0,0,0,19,17,8,12,10,4,44,4,0,0,0,0,3,11,0,0,0,0,15,0,0,0,0,0,0,465,3,15,0,11,491,37,0,0,0,0,35,16,5,4,0,0,24,95,8,14,0,4,118
21601,0,19,17,0,0,0,0,21,14,0,0,0,0,14,9,0,0,0,0,13,123,0,3,10,0,139,10,0,0,0,0,10,14,0,5,0,0,23,53,6,4,0,0,66,90,12,9,3,13,129,6941,409,580,259,107,8297,11529,1133,1382,471,213,14729,3,0,0,0,0,9,10,0,0,0,0,10,16,0,0,0,0,19,23,7,4,6,0,34,0,0,0,0,0,0,9,3,0,0,0,11,12,0,0,0,0,12,15,0,0,0,0,19,4,3,0,0,0,7,5,0,6,0,0,11,130,11,3,0,3,142,9,4,0,0,0,9,7,0,0,0,0,6,3,0,0,0,0,3,21,3,3,0,0,27,17,0,4,4,0,26,4,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,46,0,4,0,0,48,29,0,0,0,0,30,15,0,7,0,0,25,173,17,19,7,7,223
21602,0,10,11,0,0,0,0,11,36,0,0,0,0,36,25,0,0,3,0,27,83,9,12,10,4,116,3,0,0,0,0,10,3,0,0,0,0,5,49,4,3,0,0,60,55,5,11,4,3,79,4573,316,371,196,61,5522,7504,866,918,390,135,9821,30,3,0,0,0,34,3,0,0,0,0,3,14,0,0,0,0,17,23,4,5,0,4,34,8,0,0,0,0,8,6,0,0,0,0,3,8,0,0,0,0,10,13,0,3,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,145,5,0,3,0,155,13,0,4,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,6,9,11,7,17,4,38,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,132,7,4,0,3,145,11,0,0,0,0,11,21,13,3,4,0,38,165,22,13,8,5,205
21603,0,37,61,4,4,0,0,65,70,6,0,0,3,79,54,7,9,0,0,74,204,17,11,5,3,248,28,0,0,0,0,33,25,0,6,0,0,30,372,21,8,8,9,409,123,12,11,5,6,152,13860,622,659,260,126,15525,21321,1754,1412,465,239,25186,185,14,9,0,8,215,21,0,3,0,0,26,24,0,0,0,0,30,115,32,10,3,0,153,11,0,3,0,0,10,17,0,0,0,0,19,41,0,4,0,0,41,47,10,0,0,0,54,22,0,4,10,0,42,29,4,7,0,0,38,1090,91,28,22,16,1252,47,0,0,0,0,44,34,0,4,3,0,37,53,10,15,0,0,79,24,3,0,0,0,35,82,20,13,24,5,143,8,0,0,0,0,11,18,0,0,0,0,18,0,0,0,0,0,4,329,18,15,9,3,368,73,0,3,0,0,77,24,9,5,4,0,46,366,26,24,3,6,424
21701,0,36,3,4,0,0,0,6,4,0,0,0,0,4,13,0,10,4,0,23,141,10,5,10,0,174,12,0,7,0,0,20,8,0,3,0,0,17,62,5,7,0,0,82,84,4,12,10,8,109,6315,296,720,317,113,7758,10878,825,1664,638,244,14252,0,0,0,0,0,0,11,0,0,0,0,12,17,0,0,3,0,21,20,3,0,0,0,27,3,0,0,0,0,3,5,0,0,0,0,7,5,0,0,0,0,8,13,0,0,3,0,24,5,0,0,0,0,5,0,0,0,0,0,6,102,5,0,6,0,110,8,0,0,0,0,9,3,0,0,0,0,5,5,0,0,0,0,5,8,0,0,4,0,18,9,0,0,0,0,9,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,16,4,3,0,0,24,50,0,0,0,0,47,25,3,7,0,0,35,203,23,24,16,0,261
21703,0,12,12,0,0,0,0,14,67,0,0,0,0,70,8,0,0,0,0,17,113,15,15,4,7,150,12,0,0,0,0,17,4,0,4,0,0,8,94,11,10,7,0,121,97,7,17,10,13,139,6721,407,778,323,123,8354,11658,1146,1840,608,273,15518,17,0,0,0,0,17,10,0,0,0,0,10,9,0,0,4,0,18,109,13,10,8,0,133,4,0,0,0,0,3,7,0,0,0,0,7,16,0,0,0,0,14,23,4,11,3,0,41,3,0,3,0,0,6,9,0,4,0,0,15,116,10,5,0,0,129,25,0,0,0,0,27,9,0,0,0,0,9,3,0,0,0,0,3,34,5,0,0,0,44,7,3,0,0,0,18,8,0,0,0,0,14,20,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,33,36,0,0,0,0,38,20,10,9,9,3,49,266,32,31,18,6,353
21704,0,50,41,0,0,0,0,43,22,0,0,0,0,24,33,0,4,0,4,41,188,12,23,14,0,230,24,0,5,0,0,33,31,0,0,0,0,31,133,3,3,5,6,148,73,5,12,7,9,98,10488,455,901,277,139,12260,17104,1317,2067,509,271,21264,5,6,0,0,0,3,3,0,0,0,0,3,34,0,0,0,0,37,141,12,10,11,6,177,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,9,26,4,16,0,0,42,0,0,0,0,0,0,8,0,4,0,0,3,143,11,6,0,3,163,38,4,0,0,0,40,7,0,0,0,0,8,3,0,0,0,0,3,60,4,8,0,0,70,14,0,0,0,0,19,12,0,3,0,0,15,27,0,0,0,0,33,0,0,0,0,0,0,40,3,0,0,0,50,35,0,0,0,0,33,25,6,11,0,0,40,300,42,30,7,3,382
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,153,0,0,0,0,158,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
29999,0,254,204,22,67,11,3,295,45,9,31,5,0,82,124,11,57,5,0,196,919,68,433,29,23,1473,136,16,67,7,0,230,310,14,85,12,10,425,1654,111,555,57,22,2393,224,23,69,13,41,376,26314,1948,9329,1060,549,39201,57851,11732,25965,1658,1551,98752,382,107,172,8,12,679,66,16,31,0,6,116,144,27,81,3,4,264,1401,458,1019,147,40,3061,117,52,119,6,4,299,97,30,45,4,3,179,114,29,32,5,0,181,213,46,149,13,8,433,256,93,211,7,11,576,263,56,166,9,4,492,2933,727,1272,68,64,5058,179,22,94,9,0,303,213,66,160,9,7,459,184,67,125,5,7,387,350,69,108,11,4,545,400,166,280,30,35,904,101,5,46,3,0,154,149,54,136,11,6,354,154,102,200,12,9,474,790,97,320,22,11,1239,165,8,32,7,0,213,108,31,136,9,6,302,1853,232,675,44,39,2847
