POW_SA3_CODE_2021,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Afghanistan_E,M_Afghanistan_OM_IE,M_Afghanistan_OM_UIE,M_Afghanistan_CFW,M_Afghanistan_ES_NS,M_Afghanistan_Tot,M_Bangladesh_E,M_Bangladesh_OM_IE,M_Bangladesh_OM_UIE,M_Bangladesh_CFW,M_Bangladesh_ES_NS,M_Bangladesh_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Nepal_E,M_Nepal_OM_IE,M_Nepal_OM_UIE,M_Nepal_CFW,M_Nepal_ES_NS,M_Nepal_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Taiwan_E,M_Taiwan_OM_IE,M_Taiwan_OM_UIE,M_Taiwan_CFW,M_Taiwan_ES_NS,M_Taiwan_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE
20606,7066,1608,869,133,41,9720,48,20,8,0,0,80,34,5,0,0,0,38,37,4,8,0,0,46,355,106,47,38,6,552,12,7,7,4,0,19,30,0,3,3,0,38,19,6,0,0,0,24,43,22,11,0,0,74,51,19,12,0,4,84,88,10,3,0,0,110,816,71,34,7,5,929,92,8,3,0,0,100,38,22,13,6,3,81,19,0,0,0,0,23,84,15,9,0,0,103,138,37,16,6,4,194,44,0,3,0,0,51,61,10,11,0,0,87,26,3,7,4,4,38,207,33,23,3,0,259,228,0,0,0,0,234,22,6,0,0,0,32,319,50,34,3,0,404,70,9,6,0,0,85,126,0,7,0,0,135,25,8,8,0,0,45,62,9,11,0,0,80,123,47,20,0,0,193,238,11,8,3,0,263,38,3,0,0,0,45,69,3,4,3,0,77,598,125,88,16,11,827,83,14
20607,23568,3008,1608,159,103,28440,101,9,15,0,0,122,99,6,3,0,0,111,117,13,3,0,0,138,893,136,69,27,15,1134,43,4,5,0,0,53,76,10,8,0,0,100,72,4,6,0,0,84,172,22,16,0,0,207,137,40,21,8,0,206,204,19,16,0,4,240,2310,117,64,14,12,2523,263,13,6,0,3,287,194,19,13,4,7,238,66,3,12,0,0,84,262,28,10,0,0,297,248,40,21,15,3,329,96,3,6,0,0,104,151,13,8,4,0,180,58,11,7,0,0,81,572,53,30,5,0,662,471,3,0,0,6,484,67,7,9,0,0,81,1150,109,83,4,4,1348,279,11,6,0,3,304,570,9,8,0,0,596,67,5,3,0,0,77,175,13,16,0,0,204,356,40,19,0,0,416,559,20,10,0,0,589,89,11,5,0,0,103,141,13,5,3,0,158,1893,218,147,13,3,2274,315,40
20701,16723,3080,1673,218,79,21768,94,17,16,0,0,128,92,6,0,0,0,96,75,12,3,0,0,93,1128,452,174,126,12,1899,21,8,7,0,0,35,40,17,7,0,0,67,41,5,11,0,0,61,88,21,5,3,0,123,102,41,27,4,0,171,211,57,33,10,0,308,1899,136,87,19,10,2153,160,16,9,4,0,181,187,54,16,12,0,271,25,8,3,0,0,39,107,21,6,0,0,134,155,55,22,7,6,246,51,9,9,5,0,70,148,28,11,3,0,184,41,16,10,5,3,75,467,119,66,10,0,662,258,3,10,3,0,269,45,13,8,3,0,67,590,95,52,6,0,741,171,12,22,5,0,217,316,9,15,0,0,342,43,21,11,3,0,80,128,19,10,3,0,163,255,37,25,0,0,317,560,75,21,9,6,670,86,28,13,6,3,138,75,15,5,3,0,94,1186,204,111,19,7,1521,174,26
20702,5240,800,535,74,31,6679,34,4,9,4,0,52,10,0,0,0,0,14,18,5,0,0,0,24,471,286,162,76,6,1000,10,7,3,0,0,18,44,24,11,3,5,77,15,3,0,0,0,14,20,7,6,0,0,37,71,25,24,3,0,124,163,58,34,6,3,262,378,53,32,7,0,470,27,12,6,0,0,39,123,99,55,14,0,294,18,0,0,0,3,28,17,0,3,0,0,25,62,34,14,11,0,123,14,0,4,0,0,18,63,15,18,4,0,102,28,13,8,5,0,58,279,73,53,9,0,419,78,4,0,0,0,77,9,3,3,0,0,19,116,23,13,0,0,148,84,15,22,0,0,117,93,7,0,0,0,103,5,0,6,0,0,15,49,10,10,4,0,70,63,17,14,0,0,102,178,12,9,3,0,206,39,7,14,0,0,58,21,0,0,0,0,22,220,38,26,6,0,293,31,5
20703,9933,1057,743,89,48,11871,78,21,24,0,4,122,64,6,3,0,0,76,53,8,0,0,0,61,1447,515,238,117,23,2340,12,5,0,0,0,18,30,0,0,0,0,36,28,0,0,3,0,38,39,10,3,3,0,56,65,10,8,0,0,90,269,56,27,3,0,356,1084,109,70,10,7,1278,105,13,5,0,0,118,103,26,16,0,0,150,20,4,0,0,0,24,64,3,0,0,0,68,82,22,8,4,0,116,18,0,4,0,0,29,116,27,21,7,0,166,23,8,7,0,0,46,517,89,54,8,3,667,117,0,0,0,0,122,33,4,0,0,0,38,290,27,19,3,4,347,115,8,16,0,0,140,216,12,0,0,0,232,31,4,3,0,0,37,115,16,7,0,0,144,164,17,11,0,0,190,463,33,22,0,0,519,76,19,14,0,0,109,30,3,0,0,0,36,654,54,60,3,0,783,72,4
20801,6295,1981,1058,166,57,9557,95,16,14,4,5,131,16,0,0,0,0,16,41,7,4,0,0,49,238,71,47,35,4,397,11,7,9,0,0,31,18,7,4,0,0,32,28,3,0,0,0,32,24,18,11,5,0,54,46,14,21,4,3,89,53,7,8,0,0,67,575,50,26,4,5,662,37,3,0,0,0,46,29,19,3,0,0,57,7,0,3,0,0,15,54,20,7,5,0,76,75,35,11,5,0,122,21,7,0,0,0,27,40,10,8,0,0,55,19,8,7,0,0,33,96,25,7,0,0,129,130,0,0,0,0,135,17,4,7,0,0,29,206,74,33,5,5,322,67,0,0,0,0,68,132,5,4,0,0,140,18,20,3,0,0,49,25,7,7,0,0,37,89,70,29,0,0,194,180,17,0,0,0,199,9,0,3,0,0,16,42,6,0,0,0,41,578,224,128,13,4,955,72,21
20802,7500,1719,1292,168,49,10728,90,15,23,0,8,128,27,5,4,0,0,39,38,7,6,3,0,58,403,188,80,55,4,726,15,3,7,0,0,25,27,9,4,3,0,41,26,4,0,0,0,33,38,22,14,0,0,78,77,19,29,4,0,125,62,12,11,0,0,84,993,149,89,11,4,1258,62,12,8,0,0,85,51,16,9,0,5,72,14,0,0,0,0,22,69,15,10,0,0,98,64,13,20,0,0,96,26,5,10,0,0,40,77,19,19,0,0,118,20,9,7,6,0,37,149,32,19,5,4,203,180,10,0,0,0,187,27,7,4,0,0,32,246,45,32,3,0,326,67,5,3,0,0,79,167,7,6,0,0,179,39,30,24,3,0,94,47,9,6,0,0,69,227,151,82,7,4,468,246,22,14,4,5,289,31,14,0,0,0,47,38,3,4,0,0,49,510,113,95,14,0,732,130,23
20803,19077,2890,1381,239,130,23714,214,21,25,4,3,268,57,0,0,0,0,64,52,12,4,0,0,73,849,255,86,40,9,1247,55,3,4,0,0,65,53,17,6,4,0,82,123,7,3,0,0,135,105,23,13,4,0,154,164,39,23,3,6,239,122,14,10,0,0,147,2187,170,69,12,17,2443,116,7,0,0,0,122,99,25,9,0,0,132,25,0,3,0,4,26,164,36,21,0,0,224,150,38,23,6,3,215,34,0,4,0,0,39,101,15,9,0,0,125,47,14,13,0,5,85,321,34,13,4,4,371,130,4,0,0,0,140,49,17,7,0,0,72,773,83,49,4,0,903,190,11,15,0,0,216,539,4,8,0,0,548,73,28,21,0,4,127,86,0,4,0,0,92,289,86,24,10,0,409,790,51,33,8,5,879,46,3,3,0,0,49,98,3,10,0,0,114,1403,196,127,26,10,1764,119,22
20804,4465,848,476,66,18,5877,40,10,4,0,0,54,20,0,0,0,0,15,16,7,0,0,0,23,313,70,22,13,0,421,13,4,3,0,0,17,13,0,0,3,0,14,18,0,4,0,0,19,18,3,5,0,0,25,39,9,3,4,0,54,62,8,0,3,0,79,534,32,18,9,4,593,55,0,5,0,0,63,31,4,7,0,0,41,8,8,0,0,0,10,34,5,0,0,0,35,47,8,6,0,0,65,19,0,0,0,0,23,42,10,4,0,0,52,10,5,4,0,0,16,177,18,10,0,0,205,106,4,0,0,0,118,0,0,0,0,0,9,153,19,16,0,0,188,45,3,0,0,0,45,153,0,0,0,0,152,21,6,0,0,0,24,42,7,0,0,0,52,77,19,16,3,0,117,191,20,6,4,0,224,20,4,0,0,0,27,30,0,0,0,0,34,256,43,31,0,0,330,45,5
20901,10538,1792,1191,126,58,13707,22,10,6,0,0,40,23,4,0,0,0,29,29,4,0,0,0,42,360,121,65,39,6,589,34,3,5,0,0,48,35,14,11,0,0,58,22,0,0,0,0,28,40,6,3,0,0,51,74,23,21,4,6,120,77,13,10,0,0,99,811,83,60,9,11,971,47,4,5,0,0,63,78,17,15,4,0,120,41,14,5,0,0,69,55,15,4,0,0,73,125,48,24,9,6,219,14,4,6,0,0,19,63,3,9,0,0,70,35,15,18,0,0,59,150,36,20,0,0,205,162,6,3,0,0,169,14,0,0,0,0,15,237,29,25,0,8,301,69,10,5,0,0,90,238,0,9,0,5,251,16,7,0,0,0,26,58,9,4,0,0,70,77,15,13,0,0,101,219,24,11,4,0,257,22,0,3,0,0,28,36,12,4,0,0,41,469,72,69,5,0,629,63,11
20902,8467,970,768,81,64,10349,31,7,3,0,0,48,55,3,4,5,0,69,33,6,7,0,0,45,403,110,72,29,9,615,26,0,4,0,0,28,45,8,5,4,4,58,45,4,5,0,0,53,49,7,6,0,0,62,108,18,32,5,0,164,51,0,11,0,0,64,967,96,103,15,14,1203,57,3,3,0,0,66,78,20,15,5,0,114,81,20,16,0,0,123,54,8,3,4,0,66,184,58,33,5,9,289,18,5,0,0,0,18,33,0,6,0,0,40,90,39,38,0,6,167,121,9,13,0,0,141,225,0,11,0,0,238,22,0,0,0,0,20,281,25,31,4,0,340,144,19,22,0,3,181,229,5,10,0,3,242,34,0,0,0,0,34,45,3,0,0,0,48,62,8,3,0,0,70,225,11,16,0,3,253,32,5,3,0,0,36,29,0,0,3,0,31,434,33,45,8,0,518,77,4
20903,3622,1163,748,118,51,5698,8,0,0,0,0,9,8,0,0,0,0,8,12,0,0,0,0,10,63,29,8,3,0,106,3,3,5,0,0,12,9,4,3,0,0,10,4,0,0,0,0,6,17,8,4,0,0,31,8,10,4,3,0,21,20,5,4,0,0,26,146,22,10,0,0,182,11,0,0,0,0,13,20,12,10,0,0,40,8,0,0,0,0,9,16,3,0,0,0,17,16,19,11,5,0,52,5,0,4,0,0,3,9,3,0,0,0,8,7,8,3,0,0,24,13,12,8,0,0,32,45,0,0,0,0,51,5,5,4,0,0,19,63,16,15,4,0,102,14,4,0,0,0,22,33,0,0,0,0,31,3,0,8,0,0,8,10,3,6,0,0,11,24,9,5,0,0,35,30,7,10,0,0,51,6,4,0,0,0,9,7,0,0,0,0,8,189,79,54,6,3,339,22,3
20904,17678,2536,1479,172,138,22001,63,15,20,0,6,101,71,8,14,0,0,102,42,0,4,0,0,46,452,132,77,38,7,705,50,9,12,0,0,71,84,27,20,3,5,130,118,7,9,0,0,137,54,8,10,0,0,67,180,53,36,11,8,293,82,7,6,0,0,101,2866,568,444,61,38,3983,76,8,3,0,0,91,180,48,39,8,7,290,280,67,78,8,3,435,110,20,5,0,0,136,352,113,50,25,7,548,17,0,3,0,0,22,32,9,6,0,0,45,148,58,65,13,5,293,241,31,15,6,0,286,394,27,9,0,4,434,21,5,0,0,0,30,568,43,29,5,0,650,263,51,55,3,3,377,465,10,18,0,0,501,37,3,3,0,4,47,52,0,3,0,0,58,123,15,11,3,0,152,558,85,60,5,3,716,30,4,3,0,0,40,61,0,7,0,0,67,708,81,51,3,9,856,65,3
21001,12520,1600,664,99,64,14947,28,5,8,0,0,41,41,6,0,0,0,45,13,0,5,0,0,27,204,35,24,4,0,274,52,18,4,6,0,77,53,11,9,0,0,73,86,8,0,0,0,96,45,15,3,3,0,67,85,17,15,0,0,121,52,9,3,0,0,69,1209,126,53,12,14,1414,53,5,0,0,0,58,81,17,9,0,0,102,134,16,6,0,0,161,47,12,4,4,0,68,225,79,32,7,6,353,14,0,3,0,0,20,34,3,0,0,0,40,79,20,19,0,0,117,97,15,3,0,0,111,127,0,3,0,0,132,14,5,0,0,0,21,411,18,13,0,8,447,191,8,11,0,0,208,350,6,6,0,0,370,39,4,0,0,0,54,38,3,3,0,0,41,102,11,3,0,0,112,262,27,3,0,0,300,13,5,0,0,0,12,41,4,0,0,0,41,479,52,22,3,3,564,55,9
21002,2107,553,382,95,35,3179,0,0,0,0,0,0,3,0,0,0,0,4,8,5,8,0,0,15,12,7,4,0,0,23,4,3,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,0,10,6,4,0,8,3,6,0,0,0,7,3,0,0,0,0,3,73,9,7,0,0,91,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,13,0,5,0,0,15,4,7,4,5,0,25,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,5,7,5,4,0,0,16,6,0,0,0,0,6,0,4,0,0,0,10,27,8,6,0,0,45,4,0,3,0,0,9,11,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,3,14,4,4,0,0,21,8,3,4,0,0,15,0,0,0,0,0,0,4,0,0,0,0,3,85,32,30,0,0,153,14,5
21003,3593,680,503,66,40,4884,18,6,4,0,0,26,33,3,5,0,0,47,7,0,0,0,0,7,94,26,19,8,0,144,20,0,7,0,0,30,12,7,3,0,0,25,27,0,7,0,0,34,14,3,5,0,0,22,44,13,23,3,0,82,8,0,4,0,0,13,412,71,87,5,4,568,17,5,5,0,0,21,31,5,10,0,0,49,72,27,22,4,0,131,33,3,0,0,0,38,95,37,27,10,0,161,6,0,0,0,0,10,7,0,4,0,0,5,68,54,58,8,3,191,17,4,4,0,0,23,137,20,8,4,0,172,10,0,0,0,0,11,129,17,11,0,0,155,114,68,132,8,4,325,74,4,0,0,0,82,11,0,4,0,0,12,11,0,0,0,0,16,22,7,0,0,0,28,96,14,11,3,0,122,4,4,0,0,0,8,17,0,0,0,0,18,148,38,34,0,0,227,15,5
21004,2552,453,364,53,15,3423,4,0,0,0,0,3,5,7,6,0,0,16,9,0,0,0,0,9,10,10,4,0,0,29,11,5,7,0,0,22,14,11,0,0,0,26,7,0,7,0,0,13,8,4,4,0,0,7,0,0,0,0,0,4,6,0,3,0,0,7,127,32,28,4,0,202,0,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,13,9,3,4,0,0,20,10,8,4,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,9,9,5,3,0,28,13,0,0,0,0,17,20,0,0,0,0,18,0,0,4,0,0,8,74,11,10,0,0,92,7,8,0,0,0,11,29,6,4,0,0,37,3,4,0,0,0,5,3,0,0,0,0,3,10,0,4,0,0,12,30,3,0,0,0,35,0,0,0,0,0,3,9,0,0,0,0,9,99,22,19,0,0,141,8,0
21005,26629,2249,1071,127,171,30248,92,24,11,7,0,125,98,12,9,0,5,134,49,6,0,0,0,56,593,95,36,22,6,747,132,17,8,0,0,159,148,37,20,4,4,212,265,20,11,0,0,301,125,7,8,8,0,145,250,38,17,15,3,324,131,4,5,0,0,135,4158,696,426,64,52,5396,96,8,3,0,0,110,237,36,26,4,5,308,1140,236,250,29,22,1681,179,14,6,0,0,195,514,98,41,17,5,676,28,0,0,0,0,28,80,3,0,0,0,91,368,151,147,18,16,697,277,27,12,5,0,315,584,17,25,5,4,634,28,6,3,0,0,32,1073,32,19,3,6,1137,602,92,194,15,10,917,873,20,11,4,3,906,70,4,3,0,0,84,123,6,8,4,0,141,187,13,5,8,0,210,1045,79,52,3,9,1185,44,3,3,0,0,50,103,7,9,0,0,115,1139,59,39,4,8,1246,119,6
21101,20273,2476,1551,173,103,24575,154,23,20,0,3,205,53,4,4,0,0,61,55,7,7,0,0,69,884,286,164,71,12,1413,38,11,3,0,0,54,62,19,6,0,0,96,84,19,0,3,0,107,115,22,16,3,0,148,114,18,15,3,0,146,183,40,34,3,3,264,1870,196,87,19,7,2172,138,19,14,3,0,168,155,29,25,4,4,220,18,4,0,0,0,26,97,9,3,0,4,117,125,35,23,5,0,190,24,4,4,0,0,36,115,14,27,7,0,162,37,13,10,0,0,63,466,90,63,11,4,635,107,0,0,0,0,116,50,22,5,4,0,79,642,54,49,0,6,747,209,8,9,3,0,238,377,8,11,0,0,393,69,15,6,0,0,88,134,22,14,4,0,176,264,49,19,3,0,332,821,98,55,6,0,976,67,10,6,0,0,81,82,4,5,0,0,94,1286,180,122,21,5,1613,103,11
21102,948,408,239,47,8,1655,8,0,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,8,41,30,11,7,0,86,0,0,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,6,3,3,3,0,0,8,4,3,8,0,0,15,19,4,3,0,0,32,42,7,0,0,0,52,3,0,0,0,0,4,7,11,5,0,0,20,0,0,0,0,0,5,5,3,0,0,0,7,8,8,9,0,3,24,0,0,0,0,0,3,3,0,0,0,0,3,3,4,5,0,0,8,12,3,3,0,0,23,16,0,0,0,0,16,8,5,0,0,0,8,13,8,7,0,0,30,3,3,0,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0,4,0,3,0,0,10,20,5,3,0,0,29,21,4,3,0,0,29,3,5,0,0,0,6,12,0,0,0,0,10,54,35,23,0,0,107,5,3
21103,12774,1963,1127,137,90,16087,75,6,10,0,4,97,20,4,0,0,0,25,33,0,3,0,0,42,450,143,84,34,0,712,21,5,0,0,0,29,35,3,5,3,0,50,30,6,4,0,0,43,51,17,11,0,0,84,25,8,6,0,0,36,104,20,21,3,0,142,829,86,64,10,9,994,47,11,7,0,0,64,93,21,16,4,0,124,26,0,3,0,0,26,47,8,8,0,0,60,75,20,5,0,0,104,10,0,0,0,0,8,43,7,9,0,0,60,16,8,4,0,0,28,187,33,25,0,0,249,61,3,0,0,0,69,40,12,0,4,0,60,317,32,23,4,0,377,109,9,0,0,0,127,178,7,0,0,0,186,34,3,4,0,0,40,55,7,6,0,0,62,127,17,8,0,0,151,306,26,22,0,0,353,33,5,6,0,0,37,58,8,5,0,0,64,755,140,86,8,0,984,61,9
21104,6292,766,452,55,34,7595,27,9,8,0,0,42,21,0,0,0,0,21,20,3,0,0,0,25,581,237,115,61,5,994,17,3,0,0,0,25,17,5,0,0,0,24,18,3,0,0,0,24,31,5,0,0,0,34,27,15,10,0,0,51,105,23,15,5,0,154,495,57,38,3,0,598,36,9,0,0,0,44,65,29,12,3,0,112,12,0,5,0,0,12,32,3,3,0,0,41,44,17,9,0,6,73,10,0,0,0,0,16,59,11,9,0,0,90,10,6,9,0,0,18,247,40,33,5,0,330,40,0,0,0,0,44,16,5,0,0,0,21,170,22,7,0,0,205,58,8,5,0,0,75,101,0,4,0,0,107,21,4,0,0,0,25,47,3,4,4,0,55,67,16,6,0,0,80,232,24,11,3,0,270,45,15,5,4,0,70,27,0,5,0,0,26,350,39,25,0,0,418,40,3
21105,12146,2329,1972,284,125,16857,30,13,11,0,0,49,10,0,0,0,0,12,29,3,9,0,0,39,219,79,38,11,0,346,7,0,4,0,0,10,9,10,0,0,0,24,16,4,3,0,0,27,51,16,14,4,0,83,10,3,0,0,0,19,45,3,8,0,0,60,332,47,35,6,3,425,23,0,6,0,0,29,46,12,8,3,0,71,9,0,0,0,0,8,42,14,3,0,0,62,51,25,10,10,4,94,11,0,0,0,0,14,19,3,0,0,0,27,6,3,7,5,0,23,98,10,6,0,0,119,34,0,0,0,0,39,63,40,24,8,4,140,225,35,43,7,3,314,41,7,5,0,0,51,120,0,4,0,0,129,23,5,3,3,0,34,29,3,0,0,0,35,80,20,10,0,0,114,159,22,10,6,0,194,12,5,3,0,0,19,42,0,4,0,0,45,708,159,162,31,10,1075,46,7
21201,8270,1536,1116,200,113,11233,73,27,23,4,3,135,18,6,4,0,0,27,18,4,4,0,0,23,143,26,11,15,4,204,9,0,3,4,0,22,29,5,5,5,3,45,28,11,4,0,0,44,17,4,9,0,0,26,9,3,0,0,0,17,15,0,3,0,0,21,656,151,126,14,11,951,24,5,6,0,6,32,16,4,8,0,0,29,8,3,3,0,0,14,26,5,3,0,0,32,38,9,7,3,0,62,10,0,0,0,0,11,15,0,3,0,0,21,10,3,4,0,0,16,75,15,4,0,0,104,17,3,0,0,0,19,16,13,10,8,0,47,258,41,38,9,0,343,53,15,15,0,0,84,97,3,3,0,0,107,18,0,4,0,0,23,27,0,6,0,0,33,66,15,10,0,0,98,275,51,31,10,3,374,66,0,4,0,4,71,18,3,3,0,0,20,427,97,58,12,0,590,40,0
21202,10392,1304,854,101,58,12706,354,132,128,16,8,648,31,4,9,0,0,44,30,0,5,0,0,35,334,95,52,25,0,511,38,23,11,0,0,74,53,17,6,3,0,83,92,12,8,0,0,108,41,6,6,4,0,57,27,7,10,0,0,50,55,9,6,3,0,74,1192,228,100,28,17,1557,50,11,4,0,0,58,64,12,14,0,3,95,22,10,10,0,3,45,58,14,4,0,0,79,56,26,12,5,0,97,9,0,0,0,0,7,55,14,12,0,0,86,28,11,9,3,0,57,153,17,28,6,4,207,20,0,0,0,0,22,25,8,9,3,0,45,380,37,36,0,4,459,153,33,39,3,0,235,296,11,3,0,0,316,30,25,8,0,0,69,49,4,11,0,0,60,146,32,19,4,0,193,683,163,90,20,3,958,17,4,0,0,0,27,37,0,0,0,0,41,631,105,81,8,6,833,49,6
21203,6767,1128,923,111,50,8983,375,154,165,15,19,734,23,15,9,0,0,42,10,0,0,0,0,14,148,64,44,8,3,267,12,3,13,0,0,37,38,11,13,4,0,56,48,29,10,5,0,92,19,0,6,0,0,24,20,8,10,0,0,36,20,7,5,0,0,27,1290,646,458,38,20,2462,29,8,4,3,0,43,48,3,16,0,0,63,26,9,0,0,0,33,21,8,7,0,5,36,26,16,8,0,0,51,3,0,3,0,0,7,18,3,3,0,0,26,14,13,6,0,0,38,127,19,19,3,0,173,53,3,0,0,0,58,15,7,0,3,0,28,288,42,33,6,3,375,101,38,38,3,5,174,161,12,25,3,0,200,12,7,5,0,0,26,26,6,7,0,0,35,67,20,13,4,0,106,411,178,89,21,3,705,16,4,0,0,0,24,51,4,5,0,0,57,333,73,69,7,5,488,39,5
21204,35100,2686,1194,193,192,39371,1175,282,215,34,42,1753,120,10,12,4,3,153,83,9,0,4,0,102,2020,438,161,71,28,2718,181,40,9,4,0,233,133,28,13,3,4,180,350,33,17,5,3,401,184,28,11,3,0,228,237,48,43,9,0,334,296,34,20,4,0,352,5720,604,398,41,40,6819,242,20,10,0,3,274,300,40,34,0,7,373,93,10,6,0,0,116,189,22,9,0,0,214,286,57,19,7,5,383,41,8,7,0,0,51,201,31,26,0,3,263,112,28,20,5,0,161,1037,68,59,10,0,1171,173,10,4,0,0,184,94,19,3,0,0,116,1984,92,45,6,11,2137,644,63,67,8,10,795,1226,23,20,4,4,1270,175,22,21,0,0,227,164,9,8,0,0,183,487,45,11,0,4,551,2494,267,151,39,24,2981,141,16,11,4,0,165,223,6,5,0,0,239,2284,171,64,16,14,2547,172,8
21205,28208,2180,1248,166,103,31900,239,44,33,4,11,328,162,15,10,0,0,190,102,6,4,0,0,120,2466,738,306,177,18,3699,73,8,6,0,0,89,113,25,13,0,0,156,152,11,5,0,0,178,239,15,12,0,0,265,269,64,42,18,0,394,427,57,27,6,0,521,3782,411,302,41,36,4571,304,43,31,3,0,380,330,41,25,6,3,403,64,10,4,0,0,80,202,18,8,0,0,224,237,56,31,9,8,340,103,8,8,5,4,123,286,58,58,11,0,420,74,13,10,4,0,98,1135,123,95,3,9,1357,204,12,0,0,0,224,85,11,9,0,0,100,1006,50,36,3,8,1104,391,30,55,3,3,488,712,12,13,0,4,734,124,16,18,5,0,170,253,22,14,7,0,295,473,43,26,0,0,546,1687,214,117,20,8,2050,143,16,16,7,0,174,130,3,5,4,0,145,2066,131,72,13,3,2285,259,11
