POW_SA3_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
21304,89,42,405,190,109,34,133,73,26,1102,90,43,356,154,76,28,92,48,11,900,66,23,224,107,32,16,44,44,8,570,117,28,256,86,34,19,49,41,10,645,28,4,47,13,3,3,12,17,0,124,33,4,36,0,4,9,13,7,0,101,5,0,34,17,3,4,12,3,19,106,710,303,2946,1669,862,586,824,754,158,8817,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,7,0,9,0,28,0,0,0,8,3,13,0,9,0,27,0,0,0,6,3,11,0,4,0,24,0,0,6,4,5,15,3,7,0,34,5,0,4,14,9,15,0,8,0,57,4,0,5,16,18,13,8,10,0,68,6,0,12,12,6,11,7,6,0,64,15,5,8,10,23,12,7,11,0,83,4,5,0,4,15,3,7,3,0,40,0,0,0,9,0,6,4,0,0,19,3,0,0,5,4,0,0,0,0,17
21305,148,72,699,152,234,61,418,141,33,1959,189,63,540,140,155,48,252,108,37,1531,137,64,378,62,90,32,181,48,20,1009,268,58,596,49,77,52,158,89,26,1373,52,4,97,13,9,10,26,15,0,220,77,7,66,10,7,10,19,17,5,213,14,3,57,16,17,5,16,10,39,181,1297,501,4525,1821,1474,914,2502,1394,310,14735,0,0,0,0,0,0,3,0,0,7,4,0,0,3,4,10,0,3,0,22,0,3,0,5,0,8,11,12,0,42,0,0,5,5,0,16,0,6,0,38,0,6,7,7,7,15,7,0,0,49,3,5,14,15,10,15,22,13,3,86,8,5,12,16,19,10,16,16,0,106,10,4,12,14,35,6,53,24,3,160,11,5,8,16,27,6,48,24,0,144,6,4,8,6,18,10,27,9,0,83,6,0,3,0,17,3,13,3,0,50,11,3,0,0,0,3,4,3,0,28
21401,165,63,623,130,153,50,95,91,23,1403,153,45,513,76,93,40,61,76,17,1073,127,59,324,37,50,32,41,45,13,726,198,40,358,43,59,37,50,49,12,837,56,6,35,0,13,4,7,10,0,135,61,8,46,0,4,12,5,4,0,147,8,0,65,14,11,11,9,10,24,151,1158,435,3905,1755,1299,776,635,972,165,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,15,0,0,0,5,5,16,0,10,0,33,0,0,0,7,0,12,4,6,0,32,5,0,9,10,8,19,0,16,0,64,4,0,10,19,8,13,0,18,0,76,6,6,8,17,14,17,7,12,0,92,9,3,19,27,25,13,10,15,0,115,7,3,19,15,31,11,4,3,0,93,3,0,3,4,10,4,4,0,3,35,0,0,0,0,12,4,0,3,0,28,0,0,6,0,9,0,0,0,5,19
21402,210,48,782,156,138,65,67,94,19,1590,223,69,656,88,96,45,56,82,20,1333,148,28,391,57,52,26,61,56,8,814,223,41,512,54,39,50,57,75,17,1068,41,4,89,6,8,7,11,7,6,174,60,20,69,11,13,38,4,6,6,223,18,5,65,15,12,5,7,17,20,174,1568,457,5198,2219,1127,867,586,1175,202,13402,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,17,0,4,0,6,7,14,0,10,5,46,3,0,6,9,3,10,0,7,0,40,0,3,3,8,10,13,0,10,0,45,3,0,11,20,12,23,5,14,0,89,12,5,15,27,15,19,0,15,0,108,9,9,16,27,28,14,5,23,0,131,18,3,17,19,13,5,8,11,0,91,13,0,13,11,7,3,8,9,0,67,5,4,7,4,12,5,0,4,0,36,9,0,0,0,0,5,3,5,0,25
21501,164,60,233,111,72,26,87,68,18,832,154,38,151,113,30,14,71,31,13,612,105,13,86,61,11,5,39,15,11,350,130,27,127,36,13,12,46,11,3,413,26,0,18,0,0,3,10,5,0,60,64,3,19,0,11,7,4,0,0,112,21,0,19,10,9,0,7,3,10,74,1347,278,1726,1132,576,343,537,749,118,6817,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,4,0,4,0,8,7,0,7,0,20,5,0,0,0,3,4,0,3,0,18,0,0,0,3,3,10,0,3,0,23,4,0,0,11,10,10,0,5,0,46,12,0,14,8,5,14,6,15,0,68,4,3,7,12,17,3,4,16,0,68,9,0,4,10,10,6,4,11,3,60,11,6,3,4,10,7,0,4,0,39,9,5,0,7,3,3,4,3,0,29,3,0,0,0,0,0,0,9,0,10
21502,105,53,236,75,82,31,68,62,8,720,92,46,192,49,71,15,50,33,4,558,71,16,107,17,22,4,28,16,0,283,91,17,108,22,14,17,27,6,4,304,11,0,12,4,3,3,0,0,6,42,23,4,17,0,5,0,6,7,0,58,11,3,36,11,0,5,5,9,13,88,823,295,1737,923,674,439,438,563,91,5988,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,6,0,6,4,0,0,0,0,4,0,0,0,8,0,0,0,4,0,4,3,0,0,19,0,0,4,4,4,0,0,16,0,31,0,0,9,6,9,18,3,13,0,46,5,0,3,12,9,14,3,7,0,60,3,0,5,9,11,7,8,20,0,67,10,9,4,15,23,4,5,12,0,74,7,7,0,0,3,0,3,4,0,30,5,0,0,8,9,0,0,0,0,23,4,0,0,0,0,0,0,0,0,5
21503,112,42,172,45,39,16,54,41,10,537,90,29,113,13,23,11,32,19,6,332,62,15,60,8,12,10,13,16,0,191,76,12,58,11,12,5,10,6,0,186,14,4,12,0,4,4,0,0,0,46,29,4,8,0,5,7,0,3,0,55,13,5,13,5,3,6,0,9,11,54,906,206,1145,471,408,235,310,442,68,4198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,9,0,5,0,11,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,5,0,0,0,7,0,0,4,12,3,3,0,10,0,28,0,0,7,12,13,5,4,15,0,45,6,4,4,8,6,0,4,7,0,39,3,8,3,3,11,3,5,0,0,39,5,0,0,4,6,0,0,4,0,20,4,3,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5
21601,92,15,168,47,54,19,56,52,4,507,94,13,129,24,30,17,55,37,12,398,57,14,76,13,12,13,28,24,4,232,72,14,103,5,11,8,13,21,0,242,13,0,25,0,0,0,0,6,0,43,26,0,18,3,0,4,0,0,0,57,10,0,21,4,0,5,6,10,9,60,755,129,1347,592,363,257,343,535,58,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,4,0,5,0,8,0,0,0,0,6,3,0,4,0,17,5,0,0,7,7,6,0,7,5,27,3,0,5,3,8,7,0,4,0,33,3,0,8,0,6,9,0,10,0,40,4,0,4,0,7,0,3,10,0,28,5,4,0,0,6,0,0,5,0,24,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,6
21602,67,7,121,20,19,8,46,60,6,350,50,0,87,6,23,3,29,38,6,244,48,4,54,4,3,6,17,24,3,150,42,9,72,3,12,4,13,13,3,170,8,0,16,0,0,0,0,0,0,28,15,0,15,0,3,3,3,0,0,34,14,0,14,3,0,4,6,6,6,47,542,78,916,356,248,168,260,401,49,3004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,5,0,0,0,17,0,0,0,0,3,0,0,3,0,10,8,3,0,5,6,0,0,3,0,32,5,0,0,6,0,6,0,3,0,24,9,0,0,0,0,3,0,3,0,26,0,0,0,0,0,3,5,0,0,18,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9
21603,118,68,358,108,111,33,80,83,16,972,118,40,263,60,76,22,51,45,7,683,74,34,159,34,32,11,36,38,8,431,122,34,176,36,23,10,31,39,3,468,23,0,27,7,5,0,0,4,0,66,33,0,18,3,9,4,7,3,0,75,8,0,34,8,11,6,4,8,10,90,874,361,2381,1113,835,449,535,760,127,7438,4,0,0,0,0,0,0,3,0,3,0,0,0,5,0,9,0,9,0,22,0,0,3,4,3,5,0,6,0,18,0,0,4,3,0,7,0,4,0,18,3,0,3,6,12,6,0,7,0,42,4,0,3,6,5,12,0,8,0,40,0,3,0,5,9,9,0,20,0,55,8,0,9,0,15,12,12,11,5,70,5,3,5,10,11,3,17,11,0,65,3,0,0,6,10,4,0,3,0,29,3,0,0,0,4,0,0,0,0,11,0,0,0,0,5,3,0,3,0,14
21701,92,22,190,53,47,17,56,41,9,536,85,13,124,27,28,13,50,26,7,375,37,10,96,15,8,4,39,17,9,226,65,16,145,15,3,5,55,18,6,324,9,5,19,0,0,6,0,0,0,41,39,3,9,0,0,5,4,0,3,65,10,0,16,6,0,0,8,3,0,50,729,157,1293,601,362,241,386,464,79,4305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,3,0,8,0,18,6,0,0,5,0,5,0,8,0,23,3,0,0,3,3,3,0,4,0,21,0,0,0,10,7,4,0,6,0,31,4,0,3,3,12,10,0,8,0,39,5,0,4,8,9,4,0,14,0,44,9,0,0,7,4,3,3,6,0,41,9,0,0,0,3,0,0,0,0,14,6,0,0,0,5,0,0,0,0,14,9,4,0,0,0,0,0,0,0,14
21703,107,13,161,56,43,18,84,69,9,555,80,13,110,26,25,7,63,40,0,366,62,5,97,14,12,6,35,26,0,260,85,4,137,24,10,7,25,18,0,314,24,0,29,0,0,4,0,4,0,63,43,0,58,5,0,6,0,0,0,110,20,0,18,6,7,0,7,8,11,80,921,146,1316,654,305,210,439,662,80,4736,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,12,6,0,0,0,0,7,3,0,0,15,0,0,0,0,0,6,0,3,0,17,3,0,0,0,0,5,0,4,0,9,0,0,0,4,12,7,0,8,0,39,3,0,5,5,4,4,0,3,0,27,5,0,5,3,4,0,5,12,0,38,7,6,4,8,4,0,5,13,0,40,4,0,0,5,5,0,3,3,0,25,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3
21704,137,34,254,71,61,27,72,87,10,755,112,32,192,43,39,15,41,37,4,512,74,14,122,19,16,23,37,26,6,327,87,16,150,26,15,12,32,17,13,366,26,0,26,8,3,0,5,0,0,66,43,5,31,6,4,6,4,3,0,98,12,0,13,9,0,3,3,15,16,69,906,206,1796,918,572,370,386,666,94,5924,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,4,0,7,0,14,0,0,0,4,4,5,0,4,0,23,3,0,0,5,4,0,0,7,0,24,3,0,7,7,3,7,0,3,0,34,9,0,6,8,9,9,7,13,0,54,10,0,4,13,11,9,7,16,0,68,4,5,4,3,14,4,3,12,0,49,5,3,0,4,9,0,3,7,0,27,8,4,0,0,4,0,0,7,0,18,0,0,0,0,3,0,0,0,0,13
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,12,4,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,4,3,3,18,0,0,0,10,4,0,34,0,0,0,0,0,0,0,0,0,0,3,5,29,3,0,0,13,16,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,389,132,4184,277,138,75,296,672,87,6250,447,86,3890,160,91,72,247,532,82,5604,298,89,2611,86,65,34,172,382,52,3788,472,116,3239,84,58,35,232,485,45,4765,103,26,506,22,3,8,44,89,18,811,114,39,343,26,12,15,43,60,16,671,69,7,406,34,14,11,33,74,83,722,3073,1018,26653,4023,1111,694,2303,5790,796,45462,0,0,5,7,0,0,0,0,0,11,0,7,7,12,3,5,7,14,0,43,0,0,8,9,0,6,4,22,3,55,3,6,4,15,11,3,0,20,0,64,0,7,29,22,6,12,6,32,0,110,4,4,47,45,11,11,14,41,0,179,9,12,46,37,21,11,12,39,0,183,11,9,41,35,11,12,9,38,3,167,7,9,40,31,21,9,12,38,0,158,8,7,30,17,5,0,9,24,0,111,0,9,21,5,9,5,8,15,0,75,7,4,13,0,8,6,3,14,0,46
