SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL22182,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,29,..,54,40
SAL22183,872,2732,18,28,9,21,26,54,45,84,0,0,0,0,0,0,0,0,45,84,26,64,12,23,0,0,6,17,38,104,14,36,995,3005,104,..,1098,3005
SAL22184,1210,2702,71,101,0,0,71,101,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,30,0,0,0,0,28,38,4,3,1303,2842,131,..,1430,2842
SAL22185,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,9,..,34,68
SAL22186,788,2242,10,36,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,47,56,54,59,0,0,0,0,101,115,8,11,912,2412,54,..,970,2412
SAL22187,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,..,8,14
SAL22188,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,9,..,23,36
SAL22189,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SAL22190,79,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,196,4,..,87,196
SAL22191,75,192,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,188,22,..,100,188
SAL22192,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,11,..,24,29
SAL22193,1951,5389,43,71,0,0,43,71,10,20,0,0,0,0,0,0,5,8,15,30,0,0,0,0,0,0,0,0,0,0,5,9,2011,5504,115,..,2128,5504
SAL22194,2596,6996,284,504,243,590,523,1091,17,39,32,46,22,33,0,0,0,0,69,121,0,0,0,0,0,0,9,26,9,26,0,0,3204,8231,257,..,3461,8231
SAL22195,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,15,..,25,24
SAL22196,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,..,5,0
SAL22197,42,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,112,11,..,53,112
SAL22198,5280,12039,409,622,96,195,502,814,148,228,8,15,0,0,0,0,0,0,159,245,4,7,3,3,0,0,3,4,12,15,6,11,5953,13124,2313,..,8265,13124
SAL22199,647,1513,13,22,0,0,13,22,0,0,0,0,0,0,0,0,0,5,0,5,9,14,4,0,0,0,5,4,13,14,6,0,675,1556,49,..,727,1556
SAL22200,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,..,3,6
SAL22201,54,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,134,5,..,64,134
SAL22202,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,0,..,14,44
SAL22203,396,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,1187,29,..,426,1187
SAL22204,13,15,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,3,..,13,25
SAL22205,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,..,3,10
SAL22206,59,172,0,5,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,179,6,..,71,179
SAL22207,10469,31114,535,789,283,619,822,1407,12,28,51,78,28,42,0,0,4,8,97,156,0,0,0,0,0,0,4,14,4,14,4,0,11398,32692,471,..,11863,32692
SAL22208,5646,21254,346,1059,226,707,574,1764,31,72,0,0,45,75,0,0,5,12,78,156,0,0,0,0,0,0,0,0,0,0,3,10,6308,23185,257,..,6563,23185
SAL22209,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,15,..,34,41
SAL22210,66,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,179,12,..,78,179
SAL22211,68,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,146,18,..,86,146
SAL22212,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,3,..,18,40
SAL22213,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,48,4,..,29,48
SAL22214,213,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,213,481,56,..,263,481
SAL22215,568,1152,13,16,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,4,8,22,33,0,0,602,1208,95,..,694,1208
SAL22216,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,5,..,27,63
SAL22217,966,2243,67,79,0,0,63,83,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,8,26,13,37,0,4,1044,2362,134,..,1181,2362
SAL22218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22219,119,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,290,28,..,144,290
SAL22220,3529,7962,112,180,25,48,141,225,6,13,0,0,0,0,0,0,0,4,7,12,3,0,49,64,0,0,0,0,47,70,0,5,3724,8274,4452,..,8176,8274
SAL22221,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,..,13,34
SAL22222,1964,4572,203,347,299,657,501,1003,24,47,31,63,0,0,0,0,0,0,61,114,0,3,0,0,0,0,0,0,0,3,0,0,2529,5691,1252,..,3779,5691
SAL22223,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,66,9,..,38,66
SAL22224,293,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295,717,23,..,322,717
SAL22225,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,6,..,39,69
SAL22226,4892,11795,354,522,95,122,445,638,371,497,25,49,0,0,0,0,0,0,396,547,18,16,18,27,0,0,5,8,35,54,17,28,5786,13062,644,..,6436,13062
SAL22227,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,4,..,21,35
SAL22228,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,5,..,28,51
SAL22229,564,1284,0,7,40,77,41,82,71,111,0,0,3,12,0,0,0,0,75,125,0,0,0,0,0,0,0,0,0,0,5,8,681,1497,301,..,981,1497
SAL22230,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,116,7,..,70,116
SAL22231,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,7,9
SAL22232,1567,4689,71,188,85,206,155,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,5081,71,..,1794,5081
SAL22233,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,17,..,53,86
SAL22234,2133,6152,580,1099,378,942,956,2040,201,334,311,475,456,699,167,279,0,0,1145,1785,0,0,0,0,0,0,24,46,19,44,6,15,4266,10040,479,..,4742,10040
SAL22235,72,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187,5,..,74,187
SAL22236,134,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,280,543,..,680,280
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22238,199,501,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,512,35,..,244,512
SAL22239,354,925,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,359,933,42,..,399,933
SAL22240,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,139,..,172,75
SAL22241,275,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,274,760,45,..,318,760
SAL22242,1998,5698,17,38,44,115,65,153,4,6,0,0,0,0,0,0,11,28,9,33,0,0,0,0,0,0,0,0,0,0,5,0,2074,5885,83,..,2158,5885
SAL22243,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,0,..,37,87
SAL22244,83,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,235,9,..,95,235
SAL22245,75,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196,5,..,80,196
SAL22246,251,542,9,5,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,0,0,268,561,67,..,331,561
SAL22247,1597,4649,37,62,5,27,43,93,21,46,0,0,0,0,0,0,0,0,14,52,0,0,0,0,0,0,0,0,0,0,0,7,1657,4798,86,..,1747,4798
SAL22248,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,26,..,33,15
SAL22249,5295,13069,1190,1806,479,972,1666,2781,80,105,97,144,0,0,0,0,3,7,182,254,0,0,38,43,0,0,3,6,43,59,8,16,7191,16169,598,..,7785,16169
SAL22250,640,1628,19,42,115,284,135,328,6,13,0,5,0,0,0,0,0,0,8,16,0,0,0,0,0,0,5,7,5,7,0,0,785,1973,55,..,838,1973
SAL22251,162,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,346,199,..,358,346
SAL22252,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,143,26,..,83,143
SAL22253,47,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,129,8,..,59,129
SAL22254,88,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,223,5,..,92,223
SAL22255,3204,7395,1171,1946,18,34,1187,1985,0,0,0,0,0,0,0,0,4,7,7,6,0,0,0,0,0,0,0,0,0,0,4,3,4402,9400,350,..,4750,9400
SAL22256,1404,3588,104,228,216,480,323,710,189,336,120,201,35,40,0,0,0,5,342,583,0,0,0,0,0,0,15,27,15,27,0,0,2085,4906,258,..,2344,4906
SAL22257,212,588,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,593,32,..,246,593
SAL22258,542,1555,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,1563,27,..,574,1563
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22260,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,12,..,18,20
SAL22261,76,189,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,197,14,..,93,197
SAL22262,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,105,22,..,60,105
SAL22263,839,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,842,2448,39,..,885,2448
SAL22264,274,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,775,10,..,283,775
SAL22265,2405,5544,237,311,4,5,239,314,0,0,0,0,0,0,0,0,3,0,3,0,9,12,0,0,0,0,10,14,14,25,6,13,2668,5905,237,..,2907,5905
SAL22266,62,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,176,8,..,78,176
SAL22267,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SAL22268,49,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,129,5,..,50,129
SAL22269,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,3,..,18,34
SAL22270,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,10,..,17,21
SAL22271,148,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,409,7,..,158,409
SAL22272,88,245,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,93,259,15,..,109,259
SAL22273,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SAL22274,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,71,21,..,50,71
SAL22275,10149,25938,1513,2585,92,190,1607,2781,41,54,0,0,0,0,0,0,3,4,49,66,17,22,3,3,0,3,107,151,125,184,22,45,11952,29007,1023,..,12977,29007
SAL22276,376,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1116,37,..,409,1116
SAL22277,552,1951,16,27,0,0,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1977,18,..,586,1977
SAL22278,106,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,280,17,..,125,280
SAL22279,265,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,572,268,..,530,572
SAL22280,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,..,8,19
SAL22281,407,1249,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,416,1261,32,..,448,1261
SAL22282,127,254,0,0,10,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,260,377,..,511,260
SAL22283,202,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,201,532,28,..,233,532
SAL22284,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,5,..,23,35
SAL22285,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67,5,..,32,67
SAL22286,100,204,0,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,214,226,..,330,214
SAL22287,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,23,..,30,19
SAL22288,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,64,4,..,28,64
SAL22289,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,8,..,14,18
SAL22290,255,509,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,256,515,40,..,301,515
SAL22291,2407,7234,219,457,65,161,287,614,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,0,8,0,0,2704,7861,69,..,2775,7861
SAL22292,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,9,..,15,28
SAL22293,110,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,229,12,..,121,229
SAL22294,128,275,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,132,278,411,..,546,278
SAL22295,116,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,334,6,..,124,334
SAL22296,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,..,12,32
SAL22297,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,51,6,..,33,51
SAL22298,554,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,559,1709,21,..,582,1709
SAL22299,402,1109,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,1116,28,..,437,1116
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22301,310,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,0,6,9,0,0,315,738,69,..,382,738
SAL22302,1046,2364,93,143,26,45,121,188,68,104,0,0,0,0,0,0,0,0,68,104,0,0,0,0,0,0,3,0,3,0,6,8,1244,2673,146,..,1390,2673
SAL22303,656,1573,0,0,16,31,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,0,0,0,0,20,38,0,0,686,1639,456,..,1147,1639
SAL22304,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,..,3,4
SAL22305,3555,9893,670,1100,73,155,741,1254,0,6,0,0,0,0,0,0,9,23,8,27,0,0,7,10,0,0,0,3,9,17,5,3,4322,11190,208,..,4527,11190
SAL22306,814,1670,7,7,5,9,9,19,12,24,5,6,0,0,0,0,0,0,16,30,0,0,0,5,0,0,0,0,0,5,4,5,839,1724,2045,..,2883,1724
SAL22307,181,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,390,29,..,216,390
SAL22308,291,703,94,151,38,78,129,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,427,940,37,..,460,940
SAL22309,365,973,253,445,225,575,480,1024,29,39,0,0,0,0,0,0,0,0,29,39,0,0,0,0,0,0,6,8,6,8,0,0,879,2042,81,..,964,2042
SAL22310,259,688,899,1940,1069,2455,1967,4393,204,298,107,172,838,1382,2100,3490,4,11,3250,5343,0,0,0,0,0,0,50,94,50,94,19,29,5547,10540,1328,..,6883,10540
SAL22311,6781,21294,615,1240,605,1475,1217,2719,0,0,38,46,0,0,0,0,0,0,34,45,0,0,0,0,0,0,0,0,0,0,0,0,8033,24064,272,..,8307,24064
SAL22312,48,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,118,4,..,47,118
SAL22313,0,0,0,0,0,0,0,0,0,0,17,35,0,0,8,15,0,0,19,48,0,0,0,0,0,0,0,0,0,0,4,19,23,68,0,..,26,68
SAL22314,964,2372,717,1505,963,2132,1678,3636,767,1355,3317,5129,2142,3366,4178,6486,4,3,10404,16338,0,0,0,0,0,0,21,30,21,30,17,29,13082,22411,3544,..,16627,22411
SAL22315,3,3,13,31,144,296,158,323,0,0,259,502,905,1544,10520,18583,0,0,11686,20635,0,0,0,0,0,0,9,13,9,13,43,80,11894,21058,4735,..,16632,21058
SAL22316,42,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,118,3,..,50,118
SAL22317,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,8,..,19,39
SAL22318,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,14,..,32,49
SAL22319,690,1868,123,220,203,546,324,763,6,15,19,33,0,0,0,0,0,0,31,45,0,0,0,0,0,0,8,10,6,14,6,8,1058,2700,113,..,1171,2700
SAL22320,1129,2750,129,155,10,17,143,176,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1275,2933,101,..,1377,2933
SAL22321,73,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,187,18,..,88,187
SAL22322,39,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,109,6,..,51,109
SAL22323,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,..,11,33
SAL22324,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,3,9
SAL22325,62,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,182,16,..,82,182
SAL22326,134,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,331,12,..,145,331
SAL22327,55,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,168,3,..,60,168
SAL22328,4972,15948,957,2410,486,1429,1441,3837,504,908,42,103,89,168,0,0,9,15,644,1193,20,24,72,80,0,0,4,17,101,117,10,15,7165,21117,608,..,7773,21117
SAL22329,3312,10901,317,770,73,243,395,1013,94,270,16,33,0,0,0,0,9,29,123,327,24,29,0,4,0,0,3,3,30,40,0,0,3858,12282,152,..,4005,12282
SAL22330,9225,27114,1076,2498,895,2490,1970,4985,1097,2474,8,14,13,20,0,0,14,39,1131,2543,0,0,0,0,0,0,26,71,27,76,22,61,12379,34778,1039,..,13425,34778
SAL22331,1710,4210,260,399,21,41,286,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,1997,4659,96,..,2096,4659
SAL22332,398,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1106,43,..,445,1106
SAL22333,340,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,877,276,..,618,877
SAL22334,980,2023,49,63,0,0,49,63,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,16,6,17,0,0,1042,2105,160,..,1203,2105
SAL22335,33,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,5,..,42,91
SAL22336,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,5,..,17,32
