SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL20011,2142,7670,3,13,19,46,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2164,7735,74,..,2236,7735
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL20013,382,808,0,0,5,10,5,11,8,7,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,4,6,4,6,0,0,400,834,581,..,977,834
SAL20014,46,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,146,5,..,57,146
SAL20015,2150,5402,664,1208,558,1245,1218,2459,49,89,0,0,0,0,0,0,3,7,57,101,0,0,0,0,0,0,11,18,11,18,5,4,3438,7982,347,..,3790,7982
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL20017,1736,5138,39,85,0,8,40,96,30,86,0,0,0,0,0,0,0,9,32,92,0,0,0,0,0,0,0,0,0,0,0,5,1807,5331,95,..,1900,5331
SAL20018,473,1183,1052,2397,508,1295,1558,3691,96,159,138,210,152,229,69,73,17,31,468,704,0,0,0,0,0,6,8,10,5,15,3,10,2514,5604,457,..,2975,5604
SAL20019,118,260,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,13,0,0,123,278,20,..,145,278
SAL20020,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,4,..,33,68
SAL20021,973,2410,153,343,185,480,335,822,450,785,6,12,0,0,0,0,0,8,459,805,0,0,0,0,0,0,0,0,0,0,3,4,1774,4034,295,..,2060,4034
SAL20022,1092,2410,81,104,0,0,81,104,0,0,0,0,0,0,0,0,0,8,0,8,7,11,41,52,0,0,7,9,58,74,4,4,1226,2595,139,..,1370,2595
SAL20023,3728,10591,55,97,110,221,162,315,226,321,0,0,0,0,0,0,0,0,228,317,0,0,0,0,0,0,0,0,0,0,3,7,4122,11229,221,..,4344,11229
SAL20024,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,4,..,14,18
SAL20025,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,73,7,..,39,73
SAL20026,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56,5,..,32,56
SAL20027,94,264,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,266,10,..,106,266
SAL20028,442,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,75,0,0,22,51,69,131,0,0,519,1310,48,..,572,1310
SAL20029,76,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,175,5,..,79,175
SAL20030,51,140,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,9,0,0,0,0,5,14,0,0,62,157,23,..,81,157
SAL20031,71,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,165,4,..,75,165
SAL20032,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,12,28
SAL20033,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,5,..,29,59
SAL20034,1169,3290,112,209,454,1072,564,1281,340,495,46,85,117,195,0,0,0,0,507,768,0,0,0,0,0,0,3,11,3,11,0,0,2252,5354,173,..,2418,5354
SAL20035,2933,7400,756,1320,684,1566,1444,2880,206,314,67,72,143,220,0,0,3,0,415,605,0,0,0,0,0,0,8,19,8,19,3,5,4803,10910,451,..,5252,10910
SAL20036,6050,15277,547,1121,142,364,690,1485,300,555,0,0,64,92,0,0,5,9,366,657,0,0,0,0,0,0,0,0,0,0,8,12,7120,17428,375,..,7497,17428
SAL20037,3233,8598,489,1057,796,2085,1280,3138,117,171,34,78,4,10,0,0,0,0,159,265,0,0,0,0,0,0,10,18,9,20,4,18,4697,12031,380,..,5079,12031
SAL20038,48,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,117,11,..,62,117
SAL20039,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,48,19,..,40,48
SAL20040,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SAL20041,103,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,212,32,..,130,212
SAL20042,247,677,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,680,24,..,272,680
SAL20043,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,88,32,..,70,88
SAL20044,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,5,..,14,23
SAL20045,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,3,..,12,16
SAL20046,1156,2606,38,64,36,88,81,154,6,14,0,0,0,0,0,0,0,0,6,14,7,11,0,5,0,0,0,0,8,23,6,7,1245,2799,1557,..,2804,2799
SAL20047,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,..,14,39
SAL20048,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,4,..,30,51
SAL20049,596,1251,50,86,26,55,72,137,25,43,0,4,0,0,0,0,0,0,31,47,9,11,3,12,0,0,4,5,11,27,8,7,720,1466,927,..,1652,1466
SAL20050,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,..,7,12
SAL20051,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,3,..,19,26
SAL20052,128,275,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,285,30,..,168,285
SAL20053,2885,6563,291,394,8,18,293,410,4,31,6,7,0,0,0,0,0,0,13,38,7,12,11,16,0,0,3,17,23,45,7,21,3225,7078,338,..,3559,7078
SAL20054,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,14,..,46,79
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL20056,79,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,205,6,..,85,205
SAL20057,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,90,7,..,35,90
SAL20058,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,11,..,24,23
SAL20059,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,3,6
SAL20060,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,5,..,13,16
SAL20061,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,3,..,23,28
SAL20062,876,2255,111,235,120,265,229,500,3,7,0,0,0,0,0,0,0,0,7,11,0,0,29,39,0,0,0,0,29,39,0,0,1143,2802,98,..,1238,2802
SAL20063,151,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,4,156,402,18,..,170,402
SAL20064,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,..,14,11
SAL20065,112,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,223,25,..,136,223
SAL20066,1108,2986,407,889,320,686,732,1574,628,1065,1220,1920,648,1129,13,21,0,0,2505,4135,0,0,0,0,0,0,8,15,8,15,3,10,4354,8717,893,..,5244,8717
SAL20067,37,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,82,9,..,43,82
SAL20068,3537,10153,154,470,30,75,187,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3721,10705,169,..,3890,10705
SAL20069,23,54,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,53,0,..,24,53
SAL20070,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,4,..,12,16
SAL20071,156,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,442,23,..,183,442
SAL20072,148,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,382,90,..,239,382
SAL20073,30,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,86,3,..,36,86
SAL20074,868,2435,10,25,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,2466,34,..,912,2466
SAL20075,2743,7655,647,1536,723,1743,1369,3281,515,905,1129,1988,182,304,0,0,3,9,1829,3205,0,0,0,0,0,0,22,43,22,43,7,7,5959,14195,702,..,6665,14195
SAL20076,77,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,216,17,..,97,216
SAL20077,2065,6096,300,573,246,707,549,1281,40,75,18,30,0,0,0,0,0,0,60,112,0,0,0,0,0,0,31,62,31,62,4,4,2714,7550,236,..,2943,7550
SAL20078,1563,4285,165,307,164,449,326,756,546,1228,26,45,215,312,0,0,6,4,789,1589,0,0,0,0,0,0,3,8,3,8,3,12,2689,6655,267,..,2954,6655
SAL20079,1794,5267,110,241,165,421,273,659,492,972,23,51,0,0,0,0,6,3,520,1032,0,0,0,0,0,0,6,12,6,12,3,6,2597,6979,154,..,2751,6979
SAL20080,1812,5664,21,57,31,87,54,143,285,458,0,0,0,0,0,0,0,0,287,465,0,0,0,0,0,0,0,0,0,0,0,0,2150,6266,67,..,2221,6266
SAL20081,47,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,126,10,..,54,126
SAL20082,1080,3214,13,17,16,34,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,1108,3270,30,..,1145,3270
SAL20083,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,..,5,3
SAL20084,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,3,4
SAL20085,73,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,216,22,..,95,216
SAL20086,453,1063,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1066,64,..,519,1066
SAL20087,528,1164,11,22,3,7,19,28,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,3,8,3,12,559,1208,66,..,625,1208
SAL20088,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SAL20089,3449,9083,288,597,708,1857,996,2453,15,35,0,0,0,0,0,0,0,0,21,38,0,0,0,0,0,0,16,31,16,31,0,0,4491,11606,269,..,4765,11606
SAL20090,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,0,..,17,46
SAL20091,291,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,802,17,..,307,802
SAL20092,142,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,145,432,8,..,154,432
SAL20093,316,897,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,901,33,..,349,901
SAL20094,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,..,14,35
SAL20095,2657,6640,347,481,49,90,394,568,41,50,0,0,21,26,0,0,0,0,64,69,9,17,21,32,0,3,0,8,31,59,3,7,3155,7345,300,..,3447,7345
SAL20096,146,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,327,17,..,159,327
SAL20097,565,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,0,0,0,3,40,55,0,4,609,1526,39,..,646,1526
SAL20098,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,..,5,7
SAL20099,120,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,331,9,..,123,331
SAL20100,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,3,..,19,33
SAL20101,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,0,..,21,54
SAL20102,50,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,109,34,..,82,109
SAL20103,2781,6443,452,653,19,46,476,700,28,34,0,0,0,0,0,0,0,0,28,34,3,4,4,8,0,0,10,23,17,34,3,9,3300,7218,380,..,3682,7218
SAL20104,54,107,21,37,0,0,21,37,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,9,78,159,14,..,93,159
SAL20105,417,1117,298,695,217,516,514,1205,725,1255,684,1171,61,119,0,0,0,0,1474,2549,0,0,0,0,0,0,11,18,11,18,0,5,2423,4887,462,..,2886,4887
SAL20106,40,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,113,3,..,42,113
SAL20107,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,4,..,26,50
SAL20108,1234,3071,60,95,3,0,66,96,0,0,0,0,0,0,0,0,3,6,3,6,7,13,3,11,0,0,3,14,15,25,0,0,1320,3201,136,..,1454,3201
SAL20109,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65,7,..,21,65
SAL20110,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,..,6,19
SAL20111,1736,3890,223,406,76,126,302,529,242,322,37,49,0,0,0,0,0,0,273,376,0,0,0,0,0,0,21,45,21,45,12,24,2345,4868,339,..,2683,4868
SAL20112,2285,4808,214,357,25,52,241,412,24,32,0,0,0,0,0,0,0,3,23,31,0,0,0,0,0,3,0,7,7,13,6,10,2559,5273,237,..,2793,5273
SAL20113,1429,3387,293,402,8,9,299,412,8,13,0,0,0,0,0,0,6,3,12,15,0,0,0,0,0,0,0,3,0,3,0,5,1747,3817,150,..,1895,3817
SAL20114,40,101,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,101,15,..,56,101
SAL20115,77,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,220,14,..,93,220
SAL20116,52,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,159,9,..,58,159
SAL20117,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,0,..,29,78
SAL20118,46,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,115,16,..,59,115
SAL20119,116,236,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,10,5,11,0,0,123,262,49,..,174,262
SAL20120,801,2100,21,35,9,20,33,53,0,0,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,4,841,2164,108,..,951,2164
SAL20121,193,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,435,205,..,399,435
SAL20122,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,..,13,13
SAL20123,2977,8707,962,1920,360,961,1320,2875,354,616,119,215,295,499,0,0,0,0,768,1332,0,0,0,0,0,0,4,16,4,16,11,17,5085,12946,663,..,5756,12946
SAL20124,5882,17843,466,986,492,1373,957,2353,83,167,96,184,51,96,0,0,0,0,228,442,0,0,0,0,0,0,22,43,22,43,4,5,7090,20689,696,..,7784,20689
SAL20125,169,452,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,460,56,..,223,460
SAL20126,89,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,232,5,..,91,232
SAL20127,41,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,43,104,12,..,58,104
SAL20128,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,0,..,14,39
SAL20129,181,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,549,15,..,191,549
SAL20130,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,57,12,..,30,57
SAL20131,424,692,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,9,15,0,0,431,709,21,..,451,709
SAL20132,18,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,5,..,23,65
SAL20133,1964,5934,83,160,0,0,83,160,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,7,0,0,2048,6100,78,..,2126,6100
SAL20134,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,5,..,13,22
SAL20135,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,..,7,21
SAL20136,998,2750,5,14,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,10,1005,2776,32,..,1040,2776
SAL20137,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,80,13,..,44,80
SAL20138,76,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,0,0,78,166,9,..,89,166
SAL20139,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,..,8,11
SAL20140,53,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,53,130,12,..,67,130
SAL20141,182,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,457,28,..,207,457
SAL20142,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,8,..,25,40
SAL20143,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,8,..,21,36
SAL20144,102,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,5,0,0,110,219,70,..,173,219
SAL20145,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,..,7,12
