SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL20686,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15
SAL20687,85,85,169,12,6,20,3,3,3,40,37,82,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,92,0,0,0,0,0,0,60,54,113,10,0,11,154,138,294
SAL20688,73,80,145,6,11,20,0,7,5,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,0,0,0,0,0,0,22,23,41,28,31,63,128,130,254
SAL20689,33,25,57,4,0,3,0,0,0,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,3,15,6,21,6,3,8,55,33,86
SAL20690,10,9,17,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,7,3,8,4,0,0,20,13,30
SAL20691,10,6,15,0,4,3,0,0,3,3,7,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,11,12,0,0,0,0,0,0,10,11,15,0,0,0,16,15,34
SAL20692,23,15,34,6,6,14,0,0,0,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17,0,0,0,0,0,0,16,15,27,10,0,9,46,30,73
SAL20693,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10
SAL20694,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,4,4,10
SAL20695,8,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,5,0,0,0,12,13,18
SAL20696,41,38,75,3,6,0,0,0,0,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,13,14,28,5,5,10,59,56,113
SAL20697,467,516,981,273,317,590,20,30,48,910,959,1872,24,35,56,8,9,12,5,4,9,11,7,12,0,0,0,6,6,11,0,0,0,979,1050,2028,32,44,75,10,15,28,1296,1424,2722,63,55,115,1828,1987,3812
SAL20698,8,7,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,9,8,20
SAL20699,26,22,47,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,4,4,7,35,30,65
SAL20700,134,133,269,5,4,6,0,5,5,34,34,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,39,81,4,4,9,0,0,3,47,50,94,11,11,21,194,193,386
SAL20701,140,130,274,0,4,0,0,0,0,38,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,73,0,5,0,0,0,0,43,40,81,16,8,24,200,175,378
SAL20702,1859,1921,3785,188,185,374,10,14,20,527,452,975,19,15,34,12,9,22,0,0,3,8,3,14,0,0,0,0,0,0,0,0,0,571,500,1072,261,216,471,5,9,22,1033,912,1936,273,271,543,3163,3100,6267
SAL20703,49,39,89,0,0,0,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,6,27,0,0,0,0,0,0,13,6,25,15,12,28,84,58,140
SAL20704,18,17,33,4,0,8,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,7,13,6,4,8,25,28,55
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,177,190,363,68,74,142,0,0,3,90,97,184,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,99,106,199,9,9,13,9,0,11,185,187,372,32,35,66,392,405,792
SAL20707,6466,6225,12686,1225,979,2207,137,99,238,3061,2500,5562,60,42,104,82,54,136,69,42,113,8,18,22,14,10,21,0,0,6,0,0,0,3436,2769,6200,1948,2099,4048,114,83,200,6724,5929,12651,1519,1135,2652,14710,13288,28001
SAL20708,6639,6722,13355,516,507,1019,61,36,96,1975,1786,3756,27,17,50,27,24,45,30,24,53,12,9,22,6,0,11,3,9,15,0,0,0,2134,1900,4035,679,702,1381,66,31,101,3389,3145,6539,672,657,1328,10702,10523,21223
SAL20709,38,12,53,0,0,0,4,3,6,24,13,35,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,17,46,8,4,5,0,0,0,34,16,59,11,8,14,84,38,121
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8
SAL20711,25,22,48,4,4,4,0,0,0,14,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,28,0,0,0,4,0,4,18,16,37,11,11,25,59,49,105
SAL20712,2506,2591,5099,501,535,1037,23,26,50,909,956,1863,7,9,14,5,8,15,11,12,21,6,0,5,3,3,8,3,0,4,0,0,0,963,1020,1980,49,67,116,19,19,42,1533,1640,3171,155,170,334,4202,4399,8604
SAL20713,16,24,35,0,0,0,0,0,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,0,0,0,10,3,6,0,0,0,18,27,41
SAL20714,22,17,45,0,0,0,3,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,3,0,0,0,16,4,20,12,13,22,47,39,84
SAL20715,237,240,477,50,32,88,0,0,0,38,48,91,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,94,4,0,0,0,0,3,100,88,183,34,20,53,365,350,718
SAL20716,136,145,284,8,0,7,5,3,4,18,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,47,3,0,4,0,0,8,36,26,57,15,21,33,190,189,381
SAL20717,4,4,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,5,7,12
SAL20718,107,97,200,7,9,13,0,0,0,12,12,31,4,0,0,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,50,0,0,0,0,0,0,32,31,70,13,9,19,156,138,291
SAL20719,34,27,63,3,0,8,8,7,12,6,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,17,11,26,17,18,37,63,55,121
SAL20720,13,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,23,44
SAL20721,607,776,1381,155,179,329,20,14,30,251,282,529,12,17,26,6,6,14,7,3,10,6,3,8,0,3,7,7,8,12,0,0,0,290,330,627,45,38,89,11,12,17,499,565,1066,117,127,241,1228,1465,2688
SAL20722,34,35,71,9,9,20,0,0,0,12,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25,0,0,0,0,0,0,20,23,40,0,0,4,63,63,121
SAL20723,101,104,198,5,6,6,0,0,0,45,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,90,0,0,0,0,0,0,52,53,101,25,25,56,174,180,356
SAL20724,31,38,64,20,25,49,0,3,0,181,208,383,9,0,8,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,212,403,35,31,64,0,0,0,252,273,517,10,8,17,288,314,603
SAL20725,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,12
SAL20726,51,51,103,11,5,21,0,0,3,14,18,29,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,42,0,0,8,0,0,0,34,32,72,5,6,18,95,94,186
SAL20727,70,70,138,8,13,19,0,0,0,5,13,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,0,0,0,19,21,36,9,6,21,97,100,200
SAL20728,548,670,1216,29,38,68,11,6,18,229,261,487,0,5,8,3,0,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,249,277,525,73,84,159,0,0,0,355,397,756,30,32,61,936,1098,2035
SAL20729,5015,5177,10197,348,311,659,48,34,79,1647,1487,3133,22,20,40,25,25,47,13,19,30,9,11,19,0,0,8,5,6,16,0,0,0,1769,1604,3372,695,707,1399,37,36,76,2853,2657,5509,651,578,1229,8520,8415,16938
SAL20730,1318,1456,2776,119,136,252,26,18,44,658,777,1431,17,24,39,12,4,16,11,9,20,9,10,15,0,5,3,0,0,0,0,0,0,730,845,1575,40,39,77,15,38,56,908,1061,1965,175,190,359,2396,2698,5096
SAL20731,2592,2780,5373,65,60,123,9,12,27,704,656,1356,6,9,11,0,6,6,4,3,12,0,0,0,9,3,9,3,5,6,0,0,0,734,683,1420,143,161,303,18,20,39,958,928,1888,189,183,372,3740,3895,7642
SAL20732,4,0,4,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,0,0,0,8,4,13
SAL20733,9,12,24,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,4,0,0,0,15,19,32
SAL20734,8,10,27,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,7,4,12,5,0,5,24,17,41
SAL20735,10,6,17,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,10,11,20
SAL20736,118,108,235,10,8,24,3,0,0,29,37,64,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,75,11,17,30,3,3,6,63,69,133,28,27,55,209,212,418
SAL20737,539,543,1083,133,143,279,0,7,5,141,157,297,4,5,9,8,6,13,7,3,9,0,0,0,0,4,7,0,0,0,0,0,0,158,183,340,10,12,20,14,13,24,321,347,668,54,50,101,911,939,1855
SAL20738,53,47,97,5,0,4,3,3,7,9,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,0,4,5,0,0,0,13,17,30,10,5,15,75,69,149
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,6,0,6,8,3,16
SAL20741,185,169,356,3,6,13,0,4,4,85,75,159,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,81,165,3,0,4,0,0,0,94,90,184,42,38,82,326,297,623
SAL20742,17,19,38,0,0,5,0,0,0,5,4,12,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,0,0,0,0,0,0,6,10,14,0,0,6,28,25,57
SAL20743,2676,2699,5376,115,122,237,23,24,44,704,664,1361,16,14,33,19,15,28,8,5,9,3,6,3,3,5,12,4,3,3,0,0,0,769,723,1495,215,230,447,28,25,55,1128,1108,2234,172,156,326,3980,3959,7939
SAL20744,27,17,40,0,0,0,3,0,0,22,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,50,0,0,0,0,0,0,28,27,47,6,0,7,56,45,100
SAL20745,122,116,235,15,16,28,0,3,8,19,23,44,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,60,3,4,6,0,3,9,45,50,97,17,18,35,187,180,369
SAL20746,59,55,120,3,3,6,0,0,0,16,19,35,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,47,0,0,0,0,0,0,23,26,49,22,10,31,102,90,197
SAL20747,9,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14
SAL20748,501,457,956,39,33,72,3,4,7,149,146,293,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,154,313,3,4,7,5,0,6,205,195,398,66,63,128,768,717,1483
SAL20749,112,107,225,19,13,31,0,0,0,27,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,62,0,0,0,0,0,0,46,46,95,13,14,32,178,169,347
SAL20750,48,43,96,0,3,9,0,0,0,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,0,0,0,3,5,16,20,35,5,7,18,76,75,143
SAL20751,66,60,131,3,6,8,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,18,29,0,3,3,0,0,0,12,19,38,183,6,192,273,90,356
SAL20752,4001,4079,8087,251,262,519,16,19,43,1252,1318,2573,19,25,44,8,5,10,11,0,12,5,3,5,7,9,9,4,0,3,0,0,0,1315,1379,2694,57,64,126,15,23,37,1643,1728,3372,147,152,300,5797,5965,11762
SAL20753,43,35,76,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,0,0,0,0,0,0,13,13,28,7,10,13,62,57,116
SAL20754,967,943,1904,76,92,159,33,37,73,1184,1202,2378,16,12,28,3,5,17,3,11,11,5,0,3,4,3,5,0,0,0,0,0,0,1243,1273,2516,104,111,215,16,13,31,1438,1482,2921,182,142,322,2583,2567,5151
SAL20755,21,22,44,0,0,0,0,3,3,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,20,0,0,0,0,0,0,9,15,23,5,0,11,37,39,72
SAL20756,523,510,1029,81,90,170,9,14,22,85,90,180,6,3,7,3,8,13,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,112,120,232,0,10,9,0,4,4,194,217,415,54,57,113,765,784,1552
SAL20757,66,69,139,4,0,10,0,0,0,9,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,0,0,0,17,17,37,9,6,18,93,98,187
SAL20758,3587,3711,7298,147,181,329,11,21,27,907,886,1792,17,19,34,8,13,21,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,947,945,1890,83,91,169,11,10,22,1187,1231,2415,152,155,310,4925,5100,10023
SAL20759,32,30,61,0,3,3,0,0,0,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,0,3,3,0,0,0,7,11,19,5,8,12,49,45,90
SAL20760,19,15,38,3,0,8,0,6,4,18,18,34,3,6,10,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,26,24,52,5,6,7,0,0,0,38,36,71,14,6,16,68,55,128
SAL20761,46,42,94,0,0,3,0,0,0,16,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,26,0,0,0,0,0,0,20,13,35,6,7,16,76,65,146
SAL20762,107,111,224,12,7,14,0,0,0,22,21,44,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,53,4,0,5,0,0,0,42,35,76,17,16,35,175,163,331
SAL20763,11,13,24,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,0,0,0,13,12,33
SAL20764,46,36,84,0,0,6,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,6,0,0,0,3,8,18,3,6,9,58,53,107
SAL20765,22,16,38,4,3,6,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,7,9,12,0,0,5,24,30,56
SAL20766,1342,1315,2654,464,390,852,229,183,411,2180,1907,4085,155,140,297,53,59,116,74,76,146,23,19,44,12,16,27,45,36,79,0,0,0,2765,2444,5206,2332,2263,4591,74,61,140,5640,5152,10790,697,668,1364,7672,7130,14802
SAL20767,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,8,6,13
SAL20768,19,18,36,0,0,4,0,0,0,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,10,11,13,10,3,8,32,28,56
SAL20769,203,184,387,20,26,45,0,0,0,38,42,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,78,0,3,6,0,0,0,57,71,129,20,20,39,281,270,557
SAL20770,427,421,853,77,90,171,0,0,10,96,99,192,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,109,211,16,16,33,10,0,11,206,220,428,55,61,120,692,703,1394
SAL20771,5541,6155,11701,553,620,1176,118,108,227,3243,3365,6610,87,96,181,50,64,113,55,52,108,15,22,38,8,8,15,12,8,21,0,0,0,3586,3733,7318,1289,1437,2726,56,60,120,5485,5852,11338,409,427,839,11438,12437,23877
SAL20772,8333,9023,17360,498,549,1046,82,108,194,3107,3406,6517,65,69,128,51,64,112,46,46,91,13,22,38,4,3,7,18,12,28,0,0,0,3386,3727,7114,1446,1510,2953,45,32,82,5379,5813,11194,444,451,891,14154,15296,29447
SAL20773,49,71,120,3,16,22,19,17,38,606,568,1172,13,12,21,5,10,19,4,3,10,0,0,0,0,0,0,0,6,4,0,0,0,646,621,1271,101,102,195,13,9,20,761,740,1507,110,119,231,925,936,1857
SAL20774,3756,4134,7890,158,163,317,16,27,43,1299,1398,2702,16,23,43,14,12,23,13,7,15,0,6,10,0,0,0,4,7,11,0,0,0,1365,1481,2842,269,281,546,15,13,22,1803,1933,3737,216,270,496,5776,6345,12123
SAL20775,8,4,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6,6,14
SAL20776,93,85,180,10,14,20,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,28,0,3,3,0,0,0,22,28,53,4,0,7,120,112,235
SAL20777,100,117,216,4,8,10,4,0,4,29,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,65,0,0,4,0,0,0,45,42,84,11,11,26,152,168,320
SAL20778,5,0,6,0,0,4,0,0,0,8,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,27,3,7,10,0,0,0,17,17,38,0,0,5,26,26,51
SAL20779,6253,6640,12898,747,801,1549,77,80,155,3942,4237,8185,82,88,176,34,35,67,27,38,62,9,13,23,12,11,26,3,9,13,0,0,0,4193,4509,8703,384,426,806,82,69,153,5404,5804,11207,352,353,703,12006,12795,24805
SAL20780,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,5,9,11,25
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,24,24,45,0,0,0,0,0,0,0,4,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,9,10,11,7,12,32,35,69
SAL20783,2210,2090,4300,268,187,457,45,24,66,1171,886,2059,17,18,37,30,15,43,22,9,36,4,9,13,3,3,9,0,4,4,0,0,0,1300,967,2268,454,499,954,36,19,57,2056,1674,3738,475,366,846,4743,4134,8877
SAL20784,22,22,41,8,9,15,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,7,18,3,4,9,37,36,73
SAL20785,10,9,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,13,20
SAL20786,35,30,65,3,6,6,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,8,13,18,3,5,8,48,46,93
SAL20787,17,9,28,3,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,7,12,0,0,0,23,18,40
SAL20788,1666,1659,3327,241,239,482,16,15,34,807,874,1684,20,24,49,5,0,9,6,9,15,7,6,8,4,3,4,0,3,0,0,0,0,862,946,1806,51,66,116,17,8,24,1173,1251,2428,272,283,560,3117,3199,6314
SAL20789,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,6,19
SAL20790,3125,3396,6522,778,875,1653,35,43,77,2264,2496,4756,37,54,95,7,5,18,17,9,31,10,9,20,7,4,15,0,3,3,0,0,0,2380,2630,5014,68,83,154,68,56,123,3293,3643,6939,366,393,760,6785,7436,14219
SAL20791,59,54,113,4,10,13,0,0,0,20,12,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,37,0,0,0,0,0,0,25,26,50,0,3,4,85,82,166
SAL20792,109,96,208,15,10,25,0,0,0,36,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,74,0,0,4,0,0,0,60,51,105,7,6,11,177,151,332
SAL20793,133,112,245,10,13,20,0,0,0,31,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,58,0,0,0,0,0,0,39,37,79,18,18,35,190,166,349
SAL20794,13,15,19,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,7,3,5,3,10,19,20,37
SAL20795,53,36,94,7,7,14,0,0,0,8,10,13,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,0,0,0,3,0,4,17,20,37,15,10,25,86,72,158
SAL20796,175,192,369,4,6,13,0,3,4,61,61,119,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,62,66,127,11,13,21,0,0,0,79,80,161,9,7,13,264,286,543
SAL20797,12,20,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,19,18,40
SAL20798,91,96,184,0,0,3,5,0,5,33,38,74,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,83,0,0,0,0,0,0,45,39,85,7,4,13,143,144,284
SAL20799,60,77,138,0,6,6,0,0,0,19,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,40,0,0,0,0,0,0,20,24,40,4,10,9,85,105,198
