SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL22488,183,13,12,0,0,0,0,202
SAL22489,3,0,0,0,0,0,0,3
SAL22490,4,0,0,0,0,0,0,4
SAL22491,0,0,0,0,0,0,0,0
SAL22492,0,0,0,0,0,0,0,0
SAL22493,7,0,0,0,0,0,0,9
SAL22494,10,0,0,0,0,0,0,12
SAL22495,0,0,0,0,0,0,0,0
SAL22496,540,33,22,3,0,0,6,607
SAL22497,0,0,0,0,0,0,0,0
SAL22498,13,3,0,0,0,0,0,22
SAL22499,0,0,0,0,0,0,0,0
SAL22500,4,0,0,0,0,0,0,0
SAL22501,136,7,4,0,0,0,0,148
SAL22502,13,0,0,0,0,0,0,12
SAL22503,0,0,0,0,0,0,0,0
SAL22504,2143,109,44,35,3,0,12,2349
SAL22505,0,0,0,0,0,0,0,0
SAL22506,102,3,3,0,0,0,0,110
SAL22507,13,0,0,0,0,0,0,10
SAL22508,1946,77,28,8,0,0,0,2058
SAL22509,423,23,17,3,0,0,4,460
SAL22510,23,4,0,0,0,0,0,24
SAL22511,46,4,0,0,0,0,0,55
SAL22512,0,0,0,0,0,0,0,4
SAL22513,6,0,0,0,0,0,0,11
SAL22514,20,0,0,0,0,0,0,22
SAL22515,0,0,0,0,0,0,0,0
SAL22516,104,8,4,0,0,0,0,118
SAL22517,12,0,0,0,0,0,0,12
SAL22518,6,0,0,0,0,0,0,10
SAL22519,9,0,0,0,0,0,0,9
SAL22520,3,0,0,0,0,0,0,4
SAL22521,33,0,0,0,0,0,0,38
SAL22522,6,0,0,0,0,0,0,6
SAL22523,8,0,0,0,0,0,0,6
SAL22524,0,0,0,0,0,0,0,0
SAL22525,25,5,0,0,0,0,0,30
SAL22526,40,9,0,0,0,0,0,50
SAL22527,0,0,0,0,0,0,0,0
SAL22528,174,7,13,0,0,0,0,200
SAL22529,0,0,0,0,0,0,0,0
SAL22530,4,0,0,0,0,0,0,4
SAL22531,28,3,0,0,0,0,0,31
SAL22532,0,0,0,0,0,0,0,0
SAL22533,29,3,0,0,0,0,0,33
SAL22534,101,9,10,0,0,0,0,123
SAL22535,12,0,0,0,0,0,0,12
SAL22536,30,0,0,0,0,0,0,32
SAL22537,107,5,0,0,0,0,0,111
SAL22538,19,4,0,0,0,0,0,22
SAL22539,0,0,0,0,0,0,0,0
SAL22540,5,0,0,0,0,0,0,5
SAL22541,14,0,0,0,0,0,0,13
SAL22542,0,0,0,0,0,0,0,0
SAL22543,107,13,15,0,0,0,4,140
SAL22544,41,3,0,0,0,0,0,52
SAL22545,0,0,0,0,0,0,0,0
SAL22546,199,16,8,4,0,0,0,229
SAL22547,1061,54,19,3,0,0,0,1140
SAL22548,38,0,0,3,0,0,3,42
SAL22549,0,0,0,0,0,0,0,0
SAL22550,252,23,17,3,0,0,0,299
SAL22551,2265,150,70,5,0,0,0,2491
SAL22552,0,0,0,0,0,0,0,0
SAL22553,28,0,0,0,0,0,0,32
SAL22554,5,0,0,0,0,0,0,3
SAL22555,0,0,0,0,0,0,0,0
SAL22556,0,0,0,0,0,0,0,0
SAL22557,0,0,0,0,0,0,0,0
SAL22558,9,0,0,0,0,0,0,9
SAL22559,0,0,0,0,0,0,0,0
SAL22560,0,0,0,0,0,0,0,0
SAL22561,0,0,0,0,0,0,0,0
SAL22562,12,0,0,0,0,0,0,12
SAL22563,7,0,0,0,0,0,0,7
SAL22564,7,0,0,0,0,0,0,7
SAL22565,378,47,22,5,0,0,0,459
SAL22566,42,6,0,0,0,0,4,54
SAL22567,27,3,0,0,0,0,0,34
SAL22568,7,0,0,0,0,0,0,7
SAL22569,2307,276,150,17,0,5,17,2766
SAL22570,219,23,3,0,0,0,4,243
SAL22571,66,6,3,0,0,0,0,79
SAL22572,132,7,0,0,0,0,0,134
SAL22573,11,0,0,0,0,0,0,11
SAL22574,7,0,0,0,0,0,0,9
SAL22575,0,0,0,0,0,0,0,0
SAL22576,5,0,0,0,0,0,0,5
SAL22577,95,9,3,5,0,0,0,107
SAL22578,18,4,0,0,0,0,0,17
SAL22579,19,0,0,0,0,0,0,22
SAL22580,19,0,0,0,0,0,0,18
SAL22581,9,0,0,0,0,0,0,8
SAL22582,5444,162,91,87,3,4,14,5805
SAL22583,0,0,0,0,0,0,0,0
SAL22584,41,0,6,0,0,0,0,46
SAL22585,0,0,0,0,0,0,0,0
SAL22586,652,39,17,3,0,0,5,717
SAL22587,33,0,4,0,0,0,0,45
SAL22588,0,0,0,0,0,0,0,0
SAL22589,5,0,0,0,0,0,0,5
SAL22590,0,0,0,0,0,0,0,0
SAL22591,0,0,0,0,0,0,0,0
SAL22592,3,0,0,0,0,0,0,3
SAL22593,7,0,0,0,0,0,0,13
SAL22594,366,45,25,0,0,0,0,435
SAL22595,0,0,0,0,0,0,0,0
SAL22596,94,11,9,0,0,0,0,118
SAL22597,73,3,6,0,0,0,0,77
SAL22598,55,3,5,0,0,0,0,61
SAL22599,53,0,7,0,0,0,0,61
SAL22600,22,3,0,0,0,0,0,27
SAL22601,28,0,0,0,0,0,0,30
SAL22602,24,0,0,0,0,0,0,27
SAL22603,0,0,0,0,0,0,0,0
SAL22604,0,0,0,0,0,0,0,0
SAL22605,0,0,0,0,0,0,0,0
SAL22606,0,0,0,0,0,0,0,0
SAL22607,5,0,0,0,0,0,0,3
SAL22608,10,3,0,0,0,0,0,11
SAL22609,0,0,0,0,0,0,0,0
SAL22610,0,0,0,0,0,0,0,0
SAL22611,39,9,0,0,0,0,0,52
SAL22612,13,0,0,0,0,0,0,15
SAL22613,6,0,0,0,0,0,0,7
SAL22614,392,26,13,3,0,0,5,444
SAL22615,14,0,0,0,0,0,0,15
SAL22616,7,0,0,0,0,0,0,13
SAL22617,37,4,3,0,0,0,0,45
SAL22618,5,0,0,0,0,0,0,5
SAL22619,0,0,0,0,0,0,0,0
SAL22620,897,63,29,3,0,0,0,986
SAL22621,20,4,0,0,0,0,0,27
SAL22622,3,0,0,0,0,0,0,9
SAL22623,4,0,0,0,0,0,0,3
SAL22624,27,3,0,0,0,0,0,29
SAL22625,75,0,0,0,0,0,0,76
SAL22626,46,4,5,0,0,0,4,54
SAL22627,1563,72,20,10,4,0,0,1675
SAL22628,1571,67,28,10,0,0,4,1674
SAL22629,0,0,0,0,0,0,0,6
SAL22630,0,0,0,0,0,0,0,5
SAL22631,0,0,0,0,0,0,0,0
SAL22632,7,0,0,0,0,0,0,6
SAL22633,1046,37,13,0,0,0,0,1103
SAL22634,15,0,0,0,0,0,0,18
SAL22635,46,8,3,0,0,0,0,61
SAL22636,10,0,0,0,0,0,0,10
SAL22637,0,0,0,0,0,0,0,5
SAL22638,3,0,0,0,0,0,0,3
SAL22639,47,3,0,0,0,0,0,54
SAL22640,5,0,0,0,0,0,0,4
SAL22641,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0
SAL22643,5,0,0,0,0,0,0,8
SAL22644,96,13,6,0,0,0,0,112
SAL22645,4,0,0,0,0,0,0,4
SAL22646,5,0,0,0,0,0,0,3
SAL22647,3,0,0,0,0,0,0,6
SAL22648,7,0,0,0,0,0,0,7
SAL22649,7,0,0,0,0,0,0,7
SAL22650,89,6,3,0,0,0,0,98
SAL22651,5,0,0,0,0,0,0,5
SAL22652,0,0,0,0,0,0,0,0
SAL22653,3,0,0,0,0,0,0,9
SAL22654,0,0,0,0,0,0,0,0
SAL22655,0,0,0,0,0,0,0,0
SAL22656,22,0,0,0,0,0,0,25
SAL22657,9,0,0,0,0,0,0,15
SAL22658,0,0,0,0,0,0,0,0
SAL22659,0,0,0,0,0,0,0,0
SAL22660,0,0,0,0,0,0,0,0
SAL22661,1840,160,107,20,8,0,8,2142
SAL22662,3,0,0,0,0,0,0,3
SAL22663,188,16,3,0,0,0,0,202
SAL22664,3,0,0,0,0,0,0,3
SAL22665,26,0,0,0,0,0,0,29
SAL22666,12,0,0,0,0,0,0,11
SAL22667,7,0,0,0,0,0,0,10
SAL22668,6,0,0,0,0,0,0,9
SAL22669,301,32,10,0,0,0,0,346
SAL22670,9,0,0,0,0,0,0,10
SAL22671,58,4,4,0,0,0,0,58
SAL22672,44,13,3,0,0,0,0,56
SAL22673,384,37,23,3,0,0,0,447
SAL22674,4,0,0,0,0,0,0,5
SAL22675,13,0,0,0,0,0,0,13
SAL22676,182,8,9,0,0,0,0,199
SAL22677,0,0,0,0,0,0,0,0
SAL22678,20,0,4,0,0,0,0,20
SAL22679,0,0,0,0,0,0,0,0
SAL22680,1498,139,95,11,7,3,20,1771
SAL22681,56,7,4,3,0,0,4,70
SAL22682,3,0,0,0,0,0,0,3
SAL22683,23,0,0,0,0,0,0,29
SAL22684,11,0,0,0,0,0,0,17
SAL22685,1878,115,35,7,5,0,7,2050
SAL22686,2798,153,50,25,0,0,4,3031
SAL22687,21,0,0,0,0,0,0,23
SAL22688,6,0,0,0,0,0,0,6
SAL22689,128,14,8,0,0,0,0,156
SAL22690,6,0,0,0,0,0,0,6
SAL22691,5,0,0,0,0,0,0,5
SAL22692,4,0,0,0,0,0,0,4
SAL22693,11,0,0,0,0,0,0,14
SAL22694,0,0,0,0,0,0,0,0
SAL22695,47,15,4,0,0,0,0,70
SAL22696,5,0,0,0,0,0,0,5
SAL22697,147,13,13,0,0,0,0,172
SAL22698,1853,186,110,26,4,0,10,2185
SAL22699,38,0,4,0,0,0,0,40
SAL22700,4,0,0,0,0,0,0,4
SAL22701,6,0,0,0,0,0,0,9
SAL22702,810,49,16,9,0,0,0,883
SAL22703,109,3,3,0,0,0,0,109
SAL22704,760,39,18,0,0,0,0,815
SAL22705,3,0,0,0,0,0,0,12
SAL22706,10,0,0,0,0,0,0,9
SAL22707,82,4,0,0,0,0,0,90
SAL22708,0,0,0,0,0,0,0,0
SAL22709,13,3,0,0,0,0,0,25
SAL22710,2730,249,108,16,8,0,20,3128
SAL22711,5,0,0,0,0,0,0,5
SAL22712,13,0,0,0,0,0,0,13
SAL22713,5,0,0,0,0,0,0,5
SAL22714,8,0,0,0,0,0,0,8
SAL22715,6,0,0,0,0,0,0,0
SAL22716,6,0,0,0,0,0,0,6
SAL22717,22,0,3,0,0,0,0,27
SAL22718,0,0,0,0,0,0,0,0
SAL22719,8,0,5,0,0,0,0,8
SAL22720,410,23,5,4,0,0,0,441
SAL22721,606,40,23,0,0,0,0,667
SAL22722,503,18,13,3,0,0,0,538
SAL22723,10,0,0,0,0,0,0,10
SAL22724,31,0,3,0,0,0,0,36
SAL22725,0,0,0,0,0,0,0,0
SAL22726,17,0,0,0,0,0,0,17
SAL22727,252,20,6,8,0,0,0,289
SAL22728,0,0,0,0,0,0,0,0
SAL22729,27,0,3,0,0,0,0,29
SAL22730,541,29,20,5,0,0,3,597
SAL22731,0,0,0,0,0,0,0,4
SAL22732,4,0,0,0,0,0,0,4
SAL22733,49,7,6,0,0,0,0,64
SAL22734,0,0,0,0,0,0,0,0
SAL22735,0,0,0,0,0,0,0,0
SAL22736,5,0,0,0,0,0,0,5
SAL22737,6,0,0,0,0,0,0,6
SAL22738,14,0,0,0,0,0,0,17
SAL22739,0,0,0,0,0,0,0,5
SAL22740,514,43,35,16,0,0,0,608
SAL22741,13,5,0,0,0,0,0,18
SAL22742,13,0,0,0,0,0,0,18
SAL22743,25,4,0,0,0,0,0,30
SAL22744,9,0,0,0,0,0,0,11
SAL22745,546,69,61,8,5,0,3,691
SAL22746,10,4,0,0,0,0,0,15
SAL22747,0,0,0,0,0,0,0,0
SAL22748,6,0,0,0,0,0,0,6
SAL22749,4,0,0,0,0,0,0,7
SAL22750,5406,445,222,54,7,0,25,6158
SAL22751,219,18,14,0,0,0,3,249
SAL22752,9,0,0,0,0,0,0,10
SAL22753,104,9,9,3,0,0,0,122
SAL22754,26,4,0,0,0,0,0,35
SAL22755,11,4,0,0,0,0,0,15
SAL22756,1208,54,23,4,0,0,5,1297
SAL22757,395,25,9,0,0,0,0,433
SAL22758,1259,146,89,18,0,3,8,1522
SAL22759,17,0,0,0,0,0,0,17
SAL22760,4,0,0,0,0,0,0,4
SAL22761,643,41,28,9,0,0,0,725
SAL22762,5,0,0,0,0,0,0,6
SAL22763,7,0,0,0,0,0,0,9
SAL22764,61,4,4,0,0,0,0,64
SAL22765,18,0,0,0,0,0,0,15
SAL22766,2686,91,36,25,0,0,3,2838
SAL22767,0,0,0,0,0,0,0,0
SAL22768,0,0,0,0,0,0,0,3
SAL22769,302,33,19,5,0,0,4,363
SAL22770,34,5,0,0,0,0,0,42
SAL22771,0,0,0,0,0,0,0,8
SAL22772,11,0,0,0,0,0,0,11
SAL22773,0,0,0,0,0,0,0,0
SAL22774,201,37,11,6,0,0,0,255
SAL22775,652,57,27,7,0,0,3,742
SAL22776,4,0,0,0,0,0,0,4
SAL22777,37,0,0,0,0,0,0,41
SAL22778,12,0,0,0,0,0,0,12
SAL22779,11,0,0,0,0,0,0,11
SAL22780,0,0,0,0,0,0,0,0
SAL22781,15,0,0,0,0,0,0,15
SAL22782,15,0,0,0,0,0,0,15
SAL22783,3,0,0,0,0,0,0,3
SAL22784,23,0,0,0,0,0,0,21
SAL22785,6,0,0,0,0,0,0,6
SAL22786,3,0,0,0,0,0,0,3
SAL22787,5,0,0,0,0,0,0,7
SAL22788,35,0,0,0,0,0,0,35
SAL22789,7,0,0,0,0,0,0,7
SAL22790,0,0,0,0,0,0,0,0
SAL22791,1386,53,22,21,5,0,3,1484
SAL22792,1846,107,31,4,0,0,8,2000
SAL22793,174,11,4,0,0,0,0,195
SAL22794,68,5,0,0,0,0,0,81
SAL22795,21,0,5,0,0,0,0,29
SAL22796,0,0,0,0,0,0,0,0
SAL22797,11,0,0,0,0,0,0,11
SAL22798,18,0,3,0,0,0,0,18
SAL22799,6,0,0,0,0,0,0,6
SAL22800,0,0,0,0,0,0,0,0
SAL22801,36,3,3,0,0,0,0,47
SAL22802,230,30,7,0,0,0,0,269
SAL22803,22,0,0,0,0,0,0,22
SAL22804,6,0,0,0,0,0,0,6
SAL22805,339,29,10,0,0,0,0,373
SAL22806,0,0,0,0,0,0,0,0
SAL22807,0,0,0,0,0,0,0,0
SAL22808,0,0,0,0,0,0,0,3
SAL22809,0,0,0,0,0,0,0,0
SAL22810,0,0,0,0,0,0,0,0
SAL22811,3,0,0,0,0,0,0,3
SAL22812,9,0,3,0,0,0,0,14
SAL22813,44,3,8,0,0,0,0,60
SAL22814,387,42,33,9,0,0,0,471
SAL22815,12,0,0,0,0,0,0,12
SAL22816,0,0,0,0,0,0,0,0
SAL22817,0,0,0,0,0,0,0,0
SAL22818,15,0,0,0,0,0,0,21
SAL22819,1667,179,109,24,0,0,14,2000
SAL22820,3816,150,76,53,0,0,5,4107
SAL22821,0,0,0,0,0,0,0,0
SAL22822,0,0,0,0,0,0,0,0
SAL22823,14,0,0,0,0,0,0,14
SAL22824,3,0,0,0,0,0,0,3
SAL22825,547,31,11,6,0,0,0,602
SAL22826,0,0,0,0,0,0,0,0
SAL22827,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0
SAL22829,310,27,19,0,0,0,0,360
SAL22830,11,0,0,0,0,0,0,13
SAL22831,6,0,0,0,0,0,0,6
SAL22832,7,0,0,0,0,0,0,7
SAL22833,771,58,28,8,0,0,0,864
SAL22834,45,3,0,0,0,0,0,43
SAL22835,4,0,0,0,0,0,0,3
SAL22836,63,3,3,0,0,0,0,69
SAL22837,3,0,0,0,0,0,0,5
SAL22838,0,0,0,0,0,0,0,4
SAL22839,12,0,0,0,0,0,0,19
SAL22840,0,0,0,0,0,0,0,0
SAL22841,23,0,5,0,0,0,0,27
SAL22842,7,0,0,0,0,0,0,8
SAL22843,16,0,0,0,0,0,0,16
SAL22844,6,0,0,0,0,0,0,6
SAL22845,11,0,0,0,0,0,0,10
SAL22846,60,9,6,0,0,0,0,70
SAL22847,8,0,0,0,0,0,0,8
SAL22848,28,0,0,0,0,0,0,25
SAL22849,0,0,0,0,0,0,0,0
SAL22850,0,0,0,0,0,0,0,0
SAL22851,33,0,4,0,0,0,0,32
SAL22852,11,0,0,0,0,0,0,11
SAL22853,41,0,0,0,0,0,0,48
SAL22854,8,0,0,0,0,0,0,8
SAL22855,0,0,0,0,0,0,0,4
SAL22856,9,0,0,0,0,0,0,13
SAL22857,315,30,22,4,0,0,6,382
SAL22858,26,0,0,0,0,0,0,23
SAL22859,8,0,0,0,0,0,0,7
SAL22860,44,0,0,0,0,0,0,43
SAL22861,15,0,5,0,0,0,0,18
SAL22862,3,0,0,0,0,0,0,3
SAL22863,0,0,0,0,0,0,0,0
SAL22864,3,0,0,0,0,0,0,6
SAL22865,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0
SAL22869,7,0,0,0,0,0,0,11
SAL22870,0,0,0,0,0,0,0,0
SAL22871,0,0,0,0,0,0,0,0
SAL22872,0,0,0,0,0,0,0,0
SAL22873,22,6,4,0,0,0,0,31
SAL22874,13,4,0,0,0,0,0,15
SAL22875,128,7,8,0,0,0,0,143
SAL22876,202,20,11,0,0,0,0,232
SAL22877,43,0,3,0,0,0,0,49
SAL22878,0,0,0,0,0,0,0,0
SAL22879,3,0,0,0,0,0,0,3
SAL22880,0,0,0,0,0,0,0,0
SAL22881,3,0,0,0,0,0,0,4
SAL22882,4,0,0,0,0,0,0,4
SAL22883,2518,163,102,51,9,3,12,2856
SAL22884,27,3,6,0,0,0,0,32
SAL22885,13,0,0,0,0,0,0,13
SAL22886,3,0,0,0,0,0,0,3
SAL22887,9,0,0,0,0,0,0,10
SAL22888,0,0,0,0,0,0,0,0
SAL22889,204,17,8,0,0,0,0,223
SAL22890,26,0,0,0,0,0,0,27
SAL22891,0,0,0,0,0,0,0,0
SAL22892,590,22,16,5,0,0,0,630
SAL22893,11,0,0,0,0,0,0,18
SAL22894,128,19,12,0,0,0,3,158
SAL22895,0,0,0,0,0,0,0,0
SAL22896,22,0,0,0,0,0,0,21
SAL22897,12,8,0,0,0,0,0,14
SAL22898,25,0,3,0,0,0,0,32
SAL22899,3,0,0,0,0,0,0,9
SAL22900,23,0,4,0,0,0,0,21
SAL22901,5,0,0,0,0,0,0,5
SAL22902,12,0,0,0,0,0,0,22
SAL22903,3,0,0,0,0,0,0,3
SAL22904,15,4,0,0,0,0,0,15
SAL22905,0,0,0,0,0,0,0,0
SAL22906,28,3,0,0,0,0,0,35
SAL22907,29,0,0,0,0,0,0,29
SAL22908,15,0,0,0,0,0,0,25
SAL22909,8,0,0,0,0,0,0,8
SAL22910,365,31,14,0,0,0,0,406
SAL22911,270,20,16,6,0,0,0,319
SAL22912,3,0,0,0,0,0,0,3
SAL22913,167,8,18,0,0,0,0,193
SAL22914,14,0,0,0,0,0,0,15
SAL22915,129,19,9,0,0,0,0,158
SAL22916,239,10,3,0,0,0,0,257
SAL22917,1898,95,17,5,0,0,4,2016
SAL22918,8,0,0,0,0,0,0,13
SAL22919,613,68,41,12,0,0,0,742
SAL22920,0,0,0,0,0,0,0,0
SAL22921,53,3,0,0,0,0,0,61
SAL22922,7,0,0,0,0,0,0,10
SAL22923,0,0,0,0,0,0,0,0
SAL22924,112,16,10,0,0,0,0,134
SAL22925,72,9,3,0,0,0,0,81
SAL22926,36,0,0,0,0,0,0,35
SAL22927,41,0,0,0,0,0,0,39
SAL22928,16,0,0,0,0,0,0,14
SAL22929,17,0,0,0,0,0,0,17
SAL22930,17,0,0,0,0,0,0,18
SAL22931,0,0,0,0,0,0,0,0
SAL22932,0,0,0,0,0,0,0,0
SAL22933,13,0,0,0,0,0,0,13
SAL22934,100,14,4,0,0,0,0,120
SAL22935,74,9,0,0,0,0,3,83
SAL22936,0,0,0,0,0,0,0,0
SAL22937,4,0,0,0,0,0,0,4
SAL22938,0,0,0,0,0,0,0,0
SAL22939,15,0,3,0,0,0,0,18
SAL22940,5,0,0,0,0,0,0,5
SAL22941,7,3,0,0,0,0,0,12
SAL22942,0,0,0,0,0,0,0,0
SAL22943,19,3,0,0,0,0,0,21
SAL22944,0,0,0,0,0,0,0,0
SAL29494,0,0,0,0,0,0,0,0
SAL29797,0,0,0,0,0,0,0,0
