SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL20097,152,18,17,0,0,0,0,187
SAL20098,0,0,0,0,0,0,0,0
SAL20099,36,5,0,0,0,0,0,39
SAL20100,3,0,0,0,0,0,0,3
SAL20101,3,0,0,0,0,0,0,3
SAL20102,11,0,0,0,0,0,0,11
SAL20103,536,64,35,4,0,4,9,645
SAL20104,15,0,0,0,0,0,0,15
SAL20105,382,28,8,0,0,0,0,420
SAL20106,16,0,0,0,0,0,0,14
SAL20107,8,0,0,0,0,0,0,8
SAL20108,332,27,18,4,0,0,0,384
SAL20109,12,0,0,0,0,0,0,13
SAL20110,0,0,0,0,0,0,0,0
SAL20111,415,42,3,0,0,0,0,462
SAL20112,370,32,20,4,0,0,3,427
SAL20113,372,25,16,0,0,0,3,414
SAL20114,7,0,0,0,0,0,0,14
SAL20115,30,0,0,0,0,0,0,28
SAL20116,20,0,0,0,0,0,0,17
SAL20117,12,0,0,0,0,0,0,12
SAL20118,10,0,0,0,0,0,0,16
SAL20119,27,5,0,0,0,0,0,27
SAL20120,262,12,3,6,0,0,0,293
SAL20121,39,3,0,0,0,0,0,42
SAL20122,0,0,0,0,0,0,0,0
SAL20123,1751,75,20,6,0,0,0,1860
SAL20124,3215,119,44,19,0,0,6,3396
SAL20125,45,8,0,0,0,0,0,54
SAL20126,27,0,0,0,0,0,0,35
SAL20127,11,0,0,0,0,0,0,16
SAL20128,8,0,0,0,0,0,0,8
SAL20129,77,4,6,0,0,0,0,87
SAL20130,5,0,0,0,0,0,4,5
SAL20131,28,7,0,0,0,0,0,36
SAL20132,3,0,0,0,0,0,0,10
SAL20133,871,57,35,7,0,0,8,977
SAL20134,3,0,0,0,0,0,0,3
SAL20135,3,0,0,0,0,0,0,3
SAL20136,349,30,24,6,0,0,0,413
SAL20137,7,0,0,0,0,0,0,8
SAL20138,15,0,0,0,0,0,0,15
SAL20139,0,0,0,0,0,0,0,0
SAL20140,18,0,0,0,0,0,0,18
SAL20141,53,0,0,0,0,0,0,58
SAL20142,0,0,0,0,0,0,0,0
SAL20143,3,0,0,0,0,0,0,3
SAL20144,22,0,0,0,0,0,0,21
SAL20145,0,0,0,0,0,0,0,0
SAL20146,110,7,8,0,0,0,0,130
SAL20147,18,0,0,0,0,0,0,22
SAL20148,17,3,0,0,0,0,0,17
SAL20149,54,4,0,0,0,0,0,54
SAL20150,30,0,0,0,0,0,0,34
SAL20151,31,0,0,0,0,0,0,33
SAL20152,0,0,0,0,0,0,0,0
SAL20153,0,0,0,0,0,0,0,0
SAL20154,6,0,0,0,0,0,0,6
SAL20155,0,0,0,0,0,0,0,0
SAL20156,4,0,0,0,0,0,0,4
SAL20157,4,0,0,0,0,0,0,4
SAL20158,0,0,0,0,0,0,0,0
SAL20159,10,0,0,0,0,0,0,10
SAL20160,31,4,4,0,0,0,0,36
SAL20161,12,0,0,0,0,0,0,10
SAL20162,484,23,5,3,0,0,0,513
SAL20163,4,0,0,0,0,0,0,4
SAL20164,32,5,0,0,0,0,0,39
SAL20165,172,11,0,0,0,0,0,185
SAL20166,10,0,0,0,0,0,0,10
SAL20167,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0
SAL20169,202,23,14,3,0,0,0,244
SAL20170,0,0,0,0,0,0,0,0
SAL20171,58,8,3,0,0,0,0,63
SAL20172,11,0,0,0,0,0,0,11
SAL20173,1262,84,37,10,0,0,4,1397
SAL20174,1005,73,35,7,0,0,0,1130
SAL20175,1022,72,28,8,0,0,5,1139
SAL20176,436,32,10,0,0,0,0,478
SAL20177,11,0,0,0,0,0,0,15
SAL20178,5,0,0,0,0,0,0,5
SAL20179,6,0,0,0,0,0,0,5
SAL20180,3,0,0,0,0,0,0,3
SAL20181,118,16,4,0,0,0,3,143
SAL20182,1922,83,43,5,0,0,4,2060
SAL20183,6,0,0,0,0,0,0,6
SAL20184,34,3,3,0,0,0,0,40
SAL20185,7,0,0,0,0,0,0,8
SAL20186,349,28,10,0,0,0,0,388
SAL20187,0,0,0,0,0,0,0,0
SAL20188,466,37,15,0,0,0,3,522
SAL20189,184,12,7,0,0,0,0,201
SAL20190,221,14,10,0,0,0,0,255
SAL20191,496,42,18,4,0,0,6,567
SAL20192,454,45,17,5,0,4,0,526
SAL20193,14,0,0,0,0,0,0,20
SAL20194,0,0,0,0,0,0,0,0
SAL20195,137,3,3,0,0,0,0,152
SAL20196,36,9,6,0,0,0,0,48
SAL20197,4,0,0,0,0,0,0,5
SAL20198,227,7,3,0,0,0,0,235
SAL20199,0,0,0,0,0,0,0,0
SAL20200,15,0,0,0,0,0,0,18
SAL20201,1388,109,49,0,0,0,0,1552
SAL20202,3,0,0,0,0,0,0,3
SAL20203,25,3,0,0,0,0,0,32
SAL20204,675,80,48,12,0,0,7,817
SAL20205,5,0,0,0,0,0,0,5
SAL20206,4,0,0,0,0,0,0,4
SAL20207,28,4,0,0,0,0,0,34
SAL20208,394,29,16,0,0,0,0,441
SAL20209,3,0,0,0,0,0,0,3
SAL20210,8,0,0,0,0,0,0,9
SAL20211,9,0,0,0,0,0,0,9
SAL20212,12,3,0,0,0,0,0,17
SAL20213,6,0,0,0,0,0,0,6
SAL20214,2349,105,44,6,0,0,6,2502
SAL20215,4271,199,79,16,0,0,7,4575
SAL20216,0,0,0,0,0,0,0,0
SAL20217,22,5,0,0,0,0,0,30
SAL20218,4,0,0,0,0,0,0,4
SAL20219,11,0,0,0,0,0,0,16
SAL20220,0,0,0,0,0,0,0,5
SAL20221,21,0,0,0,0,0,0,24
SAL20222,4,0,0,0,0,0,0,0
SAL20223,17,0,0,0,0,0,0,19
SAL20224,6897,457,231,50,4,0,16,7652
SAL20225,13,0,0,0,0,0,0,12
SAL20226,12,0,0,0,0,0,0,11
SAL20227,7,0,0,0,0,0,0,10
SAL20228,0,0,0,0,0,0,0,0
SAL20229,57,3,0,0,0,0,0,62
SAL20230,6,5,0,0,0,0,0,11
SAL20231,28,0,0,0,0,0,0,28
SAL20232,36,3,3,0,0,0,0,45
SAL20233,658,48,40,9,0,4,5,762
SAL20234,0,0,0,0,0,0,0,0
SAL20235,31,3,5,0,0,0,0,42
SAL20236,4,0,0,0,0,0,0,0
SAL20237,3,0,0,0,0,0,0,9
SAL20238,6,0,0,0,0,0,0,6
SAL20239,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,0,0,0,0
SAL20241,6,0,0,0,0,0,0,6
SAL20242,18,3,0,0,0,0,0,20
SAL20243,0,0,0,0,0,0,0,0
SAL20244,58,5,5,0,0,0,0,65
SAL20245,0,0,0,0,0,0,0,0
SAL20246,77,6,6,0,0,0,0,90
SAL20247,98,4,3,0,0,0,0,109
SAL20248,447,51,9,4,0,4,0,510
SAL20249,186,12,8,0,0,0,0,203
SAL20250,12,3,0,0,0,0,0,16
SAL20251,784,45,9,4,0,0,0,845
SAL20252,1783,70,30,8,0,0,0,1886
SAL20253,1104,33,17,5,0,0,0,1155
SAL20254,1437,58,23,3,0,0,4,1523
SAL20255,4,0,0,0,0,0,0,5
SAL20256,25,4,0,0,0,0,0,28
SAL20257,196,15,3,0,0,0,0,218
SAL20258,8,0,0,0,0,0,0,8
SAL20259,20,0,0,0,0,0,0,24
SAL20260,159,16,9,0,0,0,0,182
SAL20261,8,0,0,0,0,0,0,8
SAL20262,3,0,0,0,0,0,0,3
SAL20263,6,0,0,0,0,0,0,8
SAL20264,5,0,0,0,0,0,0,10
SAL20265,0,0,0,0,0,0,0,0
SAL20266,7,0,0,0,0,0,0,7
SAL20267,9,0,0,0,0,0,0,9
SAL20268,3,0,0,0,0,0,0,3
SAL20269,0,0,0,0,0,0,0,0
SAL20270,31,5,0,3,0,0,0,44
SAL20271,0,0,0,0,0,0,0,0
SAL20272,22,0,0,0,0,0,0,26
SAL20273,0,0,0,0,0,0,0,0
SAL20274,62,12,9,0,0,0,0,78
SAL20275,6,0,0,0,0,0,0,6
SAL20276,10,3,0,0,0,0,0,10
SAL20277,0,0,0,0,0,0,0,3
SAL20278,660,59,20,0,0,0,0,751
SAL20279,43,0,0,0,0,0,0,47
SAL20280,34,0,0,0,0,0,0,37
SAL20281,6,0,0,0,0,0,0,6
SAL20282,34,7,0,0,0,0,0,35
SAL20283,49,3,0,0,0,0,0,54
SAL20284,97,4,10,0,0,0,0,114
SAL20285,17,3,0,0,0,0,0,22
SAL20286,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,0,0
SAL20288,73,11,5,3,0,0,0,94
SAL20289,9,0,0,0,0,0,0,15
SAL20290,0,0,0,0,0,0,0,0
SAL20291,3,0,0,0,0,0,0,3
SAL20292,3,0,0,0,0,0,0,3
SAL20293,0,0,0,0,0,0,0,0
SAL20294,20,0,4,0,0,0,0,22
SAL20295,18,5,0,0,0,0,0,20
SAL20296,0,0,0,0,0,0,0,0
SAL20297,4,0,0,0,0,0,0,7
SAL20298,17,0,0,0,0,0,0,19
SAL20299,6,0,0,0,0,0,0,6
SAL20300,65,3,5,0,0,0,0,73
SAL20301,8,3,0,0,0,0,0,16
SAL20302,6,0,0,0,0,0,0,13
SAL20303,4,0,0,0,0,0,0,4
SAL20304,2392,208,82,29,3,0,10,2720
SAL20305,4,0,0,0,0,0,0,4
SAL20306,6,0,0,0,0,0,0,11
SAL20307,984,93,63,5,0,0,0,1147
SAL20308,10,0,0,0,0,0,0,15
SAL20309,14,7,5,0,0,0,0,20
SAL20310,7,0,0,0,0,0,0,7
SAL20311,0,0,0,0,0,0,0,4
SAL20312,12,0,0,0,0,0,0,12
SAL20313,3,0,0,0,0,0,0,7
SAL20314,994,53,16,11,0,0,0,1074
SAL20315,1499,77,22,3,0,0,9,1604
SAL20316,1079,50,8,3,0,0,3,1146
SAL20317,4,0,0,0,0,0,0,4
SAL20318,0,0,0,0,0,0,0,0
SAL20319,9,0,0,0,0,0,0,9
SAL20320,0,0,0,0,0,0,0,0
SAL20321,10,0,0,0,0,0,0,9
SAL20322,36,6,0,0,0,0,0,34
SAL20323,0,0,0,0,0,0,0,0
SAL20324,824,81,18,26,3,0,3,960
SAL20325,4,0,0,0,0,0,0,4
SAL20326,55,12,4,0,0,0,0,72
SAL20327,9,0,0,0,0,0,0,17
SAL20328,0,0,0,0,0,0,0,0
SAL20329,4,0,0,0,0,0,0,4
SAL20330,96,15,6,0,0,0,0,113
SAL20331,388,25,9,8,0,0,0,423
SAL20332,16,0,0,0,0,0,0,16
SAL20333,14,0,0,0,0,0,0,20
SAL20334,9,0,0,0,0,0,0,9
SAL20335,22,5,0,0,0,0,0,30
SAL20336,201,15,10,0,0,0,0,228
SAL20337,2699,157,49,16,0,0,0,2912
SAL20338,2227,115,46,3,0,0,6,2392
SAL20339,14,0,5,0,0,0,0,19
SAL20340,0,0,0,0,0,0,0,0
SAL20341,9,0,0,0,0,0,0,9
SAL20342,9,0,0,0,0,0,0,10
SAL20343,0,0,0,0,0,0,0,0
SAL20344,7,0,0,0,0,0,0,7
SAL20345,423,51,27,3,0,0,6,514
SAL20346,1193,49,32,18,5,0,7,1308
SAL20347,12,0,0,0,0,0,0,12
SAL20348,0,0,0,0,0,0,0,0
SAL20349,6,0,0,0,0,0,0,6
SAL20350,3,0,0,0,0,0,0,3
SAL20351,1288,93,65,25,0,0,9,1476
SAL20352,168,14,6,4,0,0,0,189
SAL20353,0,0,0,0,0,0,0,4
SAL20354,20,0,0,0,0,0,0,21
SAL20355,6,0,0,0,0,0,0,6
SAL20356,504,38,17,11,0,0,3,571
SAL20357,5,0,0,0,0,0,0,15
SAL20358,11,0,0,0,0,0,0,9
SAL20359,11,0,0,0,0,0,0,15
SAL20360,0,0,0,0,0,0,0,0
SAL20361,1740,83,25,6,0,0,4,1861
SAL20362,845,34,10,5,0,0,0,894
SAL20363,1290,45,22,9,0,0,0,1367
SAL20364,73,9,0,0,0,0,0,90
SAL20365,8,0,0,0,0,0,0,5
SAL20366,13,0,0,0,0,0,0,15
SAL20367,11,0,0,0,0,0,0,11
SAL20368,18,0,0,0,0,0,0,18
SAL20369,34,4,0,0,0,0,0,36
SAL20370,5,0,0,0,0,0,0,5
SAL20371,6,0,0,0,0,0,0,6
SAL20372,0,0,0,0,0,0,0,0
SAL20373,20,4,0,0,0,0,0,25
SAL20374,0,0,0,0,0,0,0,0
SAL20375,25,4,0,0,0,0,0,29
SAL20376,26,5,0,0,0,0,0,33
SAL20377,12,0,0,0,0,0,0,12
SAL20378,0,0,0,0,0,0,0,0
SAL20379,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0
SAL20381,82,13,0,0,0,0,0,95
SAL20382,0,0,0,0,0,0,0,3
SAL20383,9,0,0,0,0,0,0,9
SAL20384,5,0,0,0,0,0,0,11
SAL20385,3,0,0,0,0,0,0,3
SAL20386,1418,55,21,0,0,0,6,1501
SAL20387,93,6,0,0,0,0,0,98
SAL20388,4,0,0,0,0,0,0,4
SAL20389,3,0,0,0,0,0,0,7
SAL20390,75,4,5,0,0,0,0,80
SAL20391,15,0,0,0,0,0,0,20
SAL20392,8,0,0,0,0,0,0,8
SAL20393,37,3,0,0,0,0,0,45
SAL20394,25,0,0,0,0,0,0,29
SAL20395,53,0,5,0,0,0,0,55
SAL20396,5,0,0,0,0,0,0,5
SAL20397,0,0,0,0,0,0,0,0
SAL20398,6,0,0,0,0,0,0,5
SAL20399,3125,160,50,20,0,0,0,3366
SAL20400,0,0,0,0,0,0,0,0
SAL20401,11,0,0,0,0,0,0,11
SAL20402,3,0,0,0,0,0,0,0
SAL20403,10,0,0,0,0,0,0,16
SAL20404,40,0,0,0,0,0,0,35
SAL20405,3,0,0,0,0,0,0,3
SAL20406,4,0,0,0,0,0,0,3
SAL20407,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0
SAL20409,443,21,9,0,0,0,0,475
SAL20410,24,4,6,0,0,0,0,32
SAL20411,365,25,17,0,0,0,0,406
SAL20412,10,0,0,0,0,0,0,11
SAL20413,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,0,0,0,0
SAL20415,0,0,0,0,0,0,0,0
SAL20416,6,0,0,0,0,0,0,6
SAL20417,3,0,0,0,0,0,0,3
SAL20418,59,0,0,0,0,0,0,70
SAL20419,829,56,28,9,0,0,0,924
SAL20420,1061,56,29,9,0,0,0,1155
SAL20421,3,0,0,0,0,0,0,3
SAL20422,24,3,4,0,0,0,0,31
SAL20423,5,0,0,0,0,0,0,5
SAL20424,0,0,0,0,0,0,0,0
SAL20425,21,0,0,0,0,0,0,18
SAL20426,1439,58,18,6,0,0,0,1531
SAL20427,1270,63,16,8,0,0,0,1355
SAL20428,73,7,7,0,0,0,0,89
SAL20429,8,0,0,0,0,0,0,8
SAL20430,0,0,0,0,0,0,0,0
SAL20431,45,0,7,0,0,0,0,52
SAL20432,13,0,0,0,0,0,0,13
SAL20433,13,0,5,0,0,0,0,21
SAL20434,20,4,0,0,0,0,0,19
SAL20435,13,0,0,0,0,0,0,12
SAL20436,16,6,4,0,0,0,0,22
SAL20437,53,3,7,0,0,0,0,61
SAL20438,0,0,0,0,0,0,0,0
SAL20439,0,0,0,0,0,0,0,4
SAL20440,0,0,0,0,0,0,0,0
SAL20441,1392,70,40,21,0,0,7,1529
SAL20442,0,0,0,0,0,0,0,0
SAL20443,22,4,0,0,0,0,0,25
SAL20444,274,39,25,11,3,0,9,349
SAL20445,18,0,0,0,0,0,0,18
SAL20446,3,0,0,0,0,0,0,3
SAL20447,41,3,0,0,0,0,0,49
SAL20448,3,0,0,0,0,0,0,3
SAL20449,0,0,0,0,0,0,0,0
SAL20450,4,0,0,0,0,0,0,3
SAL20451,17,0,0,0,0,0,0,23
SAL20452,0,0,0,0,0,0,0,0
SAL20453,2729,116,33,12,3,0,4,2900
SAL20454,39,3,3,0,0,0,0,48
SAL20455,556,23,16,5,0,0,3,605
SAL20456,3,0,0,0,0,0,0,3
SAL20457,191,21,11,6,0,0,0,221
SAL20458,7,0,0,0,0,0,0,7
SAL20459,3,0,0,0,0,0,0,8
SAL20460,253,22,18,0,0,0,0,293
SAL20461,344,40,16,6,0,0,0,408
SAL20462,0,0,0,0,0,0,0,0
SAL20463,9,0,0,0,0,0,0,11
SAL20464,7,0,0,0,0,0,0,14
SAL20465,0,0,0,0,0,0,0,0
SAL20466,62,11,3,0,0,0,0,75
SAL20467,7,0,0,0,0,0,0,7
SAL20468,1021,43,10,3,0,0,0,1075
SAL20469,15,0,0,0,0,0,0,15
SAL20470,9,0,0,0,0,0,0,10
SAL20471,0,0,0,0,0,0,0,0
SAL20472,4,0,0,0,0,0,0,5
SAL20473,100,3,7,0,0,0,0,112
SAL20474,48,7,0,0,0,0,0,57
SAL20475,218,22,7,0,0,0,0,246
SAL20476,265,29,18,0,0,0,5,317
SAL20477,3,0,0,0,0,0,0,3
SAL20478,0,0,0,0,0,0,0,0
SAL20479,0,0,0,0,0,0,0,0
SAL20480,15,0,4,0,0,0,3,20
SAL20481,4,0,0,0,0,0,0,4
SAL20482,5,0,0,0,0,0,0,4
SAL20483,7,0,0,0,0,0,0,11
SAL20484,7,3,0,0,0,0,0,9
SAL20485,169,14,3,0,0,0,0,186
SAL20486,121,14,14,5,0,0,0,154
SAL20487,40,3,4,0,0,0,0,50
SAL20488,99,7,3,4,0,0,0,115
SAL20489,3,0,0,0,0,0,0,6
SAL20490,0,0,0,0,0,0,0,0
SAL20491,0,0,0,0,0,0,0,0
SAL20492,121,12,10,0,0,0,5,139
SAL20493,10,0,3,0,0,0,0,16
SAL20494,57,0,4,0,0,0,0,59
SAL20495,438,25,16,4,0,0,0,480
SAL20496,429,26,4,0,0,0,0,464
SAL20497,10,0,0,0,0,0,0,12
SAL20498,1838,56,22,3,0,0,0,1923
SAL20499,18,0,0,0,0,0,0,14
SAL20500,3540,199,103,46,6,0,14,3906
SAL20501,12,0,0,0,0,0,0,12
SAL20502,7,0,0,0,0,0,0,11
SAL20503,7,0,0,0,0,0,0,11
SAL20504,7,0,0,0,0,0,0,7
SAL20505,5,0,0,0,0,0,0,6
SAL20506,3,0,0,0,0,0,0,3
SAL20507,400,49,12,0,0,0,0,462
SAL20508,2215,235,125,20,10,0,6,2617
SAL20509,5,0,0,0,0,0,0,8
SAL20510,18,0,0,0,0,0,0,27
SAL20511,3,0,0,0,0,0,0,3
SAL20512,34,0,0,0,0,0,0,34
SAL20513,101,5,0,0,0,0,0,109
SAL20514,7,0,0,0,0,0,0,8
SAL20515,15,0,0,0,0,0,0,15
SAL20516,481,39,18,3,0,0,4,548
SAL20517,38,0,3,0,0,0,0,44
SAL20518,10,0,0,0,0,0,0,10
SAL20519,0,0,0,0,0,0,0,0
SAL20520,4,0,0,0,0,0,0,4
SAL20521,602,36,3,0,0,0,0,639
SAL20522,118,7,0,0,0,0,0,131
SAL20523,1704,78,19,0,0,0,0,1805
SAL20524,1616,70,21,3,0,0,0,1711
SAL20525,0,0,0,0,0,0,0,0
SAL20526,27,0,4,0,0,0,0,33
SAL20527,43,0,0,0,0,0,0,43
SAL20528,1033,56,16,9,0,0,0,1110
SAL20529,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0
SAL20531,4,0,0,0,0,0,0,4
SAL20532,3,0,0,0,0,0,0,3
SAL20533,258,15,13,0,0,0,0,291
SAL20534,11,0,0,0,0,0,0,16
SAL20535,66,5,6,0,0,0,0,78
SAL20536,5,0,0,0,0,0,0,5
SAL20537,819,71,16,0,0,0,4,911
SAL20538,722,46,14,5,0,0,0,785
SAL20539,2906,145,53,8,0,0,8,3115
SAL20540,5,0,0,0,0,0,0,6
SAL20541,4,0,0,0,0,0,0,7
SAL20542,0,0,0,0,0,0,0,0
SAL20543,13,0,0,0,0,0,0,18
SAL20544,0,0,0,0,0,0,0,0
SAL20545,21,6,0,0,0,0,0,22
SAL20546,5,0,0,0,0,0,0,5
SAL20547,59,8,4,4,0,0,0,65
SAL20548,4,0,0,0,0,0,0,0
SAL20549,5,0,0,0,0,0,0,5
SAL20550,0,0,0,0,0,0,0,0
SAL20551,133,16,14,0,0,0,0,163
SAL20552,10,3,0,0,0,0,0,9
SAL20553,0,0,0,0,0,0,0,0
SAL20554,4,0,0,0,0,0,0,4
SAL20555,12,0,0,0,0,0,0,17
SAL20556,1479,109,64,11,0,0,4,1672
SAL20557,0,0,0,0,0,0,0,0
SAL20558,3,0,0,0,0,0,0,6
SAL20559,46,5,0,0,0,0,0,50
SAL20560,105,21,7,0,0,0,0,128
SAL20561,340,45,33,5,0,0,8,434
SAL20562,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0
SAL20564,17,0,0,0,0,0,0,19
SAL20565,0,0,0,0,0,0,0,0
SAL20566,921,29,19,14,0,0,3,988
SAL20567,30,6,0,0,0,0,0,35
SAL20568,13,0,0,0,0,0,0,12
SAL20569,1123,46,11,12,0,0,6,1197
SAL20570,1403,68,32,27,0,4,10,1539
SAL20571,5,0,0,0,0,0,0,5
SAL20572,43,0,0,0,0,0,0,50
SAL20573,23,0,4,0,0,0,0,28
SAL20574,655,30,12,0,0,0,0,694
SAL20575,657,84,36,6,0,0,8,792
SAL20576,34,3,0,3,0,0,0,39
SAL20577,3,0,0,0,0,0,0,3
SAL20578,22,0,0,0,0,0,0,28
SAL20579,0,0,0,0,0,0,0,0
SAL20580,119,15,13,0,0,0,0,149
SAL20581,1601,139,58,15,0,0,8,1821
SAL20582,5010,290,176,72,0,3,18,5559
SAL20583,18,0,0,0,0,0,0,18
SAL20584,3,0,0,0,0,0,0,3
SAL20585,6,0,0,0,0,0,0,6
SAL20586,26,4,3,0,0,0,0,30
SAL20587,16,0,0,0,0,0,0,15
SAL20588,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0
SAL20590,526,23,19,6,0,0,0,574
SAL20591,141,14,10,0,0,0,0,154
SAL20592,404,49,27,5,0,0,3,491
SAL20593,22,3,0,0,0,0,0,30
SAL20594,4,0,0,0,0,0,0,4
SAL20595,3,0,0,0,0,0,0,3
SAL20596,2900,113,45,15,0,0,7,3077
SAL20597,941,49,19,0,0,0,3,1010
SAL20598,0,0,0,0,0,0,0,0
SAL20599,0,0,0,0,0,0,0,0
SAL20600,519,59,31,0,0,0,0,612
SAL20601,0,0,0,0,0,0,0,0
SAL20602,5,0,0,0,0,0,0,5
SAL20603,7,0,0,0,0,0,0,7
SAL20604,185,19,6,0,0,0,0,213
SAL20605,56,0,0,0,0,0,0,59
SAL20606,0,0,0,0,0,0,0,0
SAL20607,647,66,21,5,0,0,6,746
SAL20608,4,0,0,0,0,0,0,9
SAL20609,8,0,0,0,0,0,0,8
SAL20610,9,0,0,0,0,0,0,9
SAL20611,23,0,0,0,0,0,0,21
SAL20612,0,0,4,0,0,0,0,5
SAL20613,244,19,20,0,0,0,0,288
SAL20614,59,7,9,0,0,0,0,72
SAL20615,18,3,0,0,0,0,0,29
SAL20616,360,27,14,4,0,0,0,406
