SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL20720,0,0,0,0,0,0,0,0,0,4,4,0,3,5,4,7,14,3,0,40
SAL20721,31,18,23,31,24,47,60,20,8,258,318,157,254,268,368,552,492,251,124,2781
SAL20722,0,0,0,5,0,3,0,0,0,12,31,13,9,17,18,17,16,6,0,132
SAL20723,6,9,10,6,9,13,4,3,0,63,70,34,34,37,55,74,45,19,6,368
SAL20724,9,4,9,7,4,0,0,0,0,31,174,96,144,131,54,35,22,6,0,654
SAL20725,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,4,4,0,12
SAL20726,0,0,6,3,0,3,5,4,0,21,34,18,28,22,19,36,26,10,0,198
SAL20727,0,0,0,9,0,0,7,0,0,16,33,18,10,31,34,29,38,14,7,210
SAL20728,14,13,9,14,10,12,6,4,6,88,304,304,183,233,251,267,238,195,116,2101
SAL20729,400,204,329,261,210,152,129,74,7,1758,3691,2064,3084,2825,2100,1767,1647,805,160,18145
SAL20730,132,74,78,52,46,51,41,31,14,513,976,696,780,586,613,584,608,349,213,5408
SAL20731,115,76,106,87,69,88,61,29,7,638,1293,1060,1207,967,1093,1193,830,329,96,8077
SAL20732,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,5,0,0,0,13
SAL20733,0,0,0,0,0,0,0,0,0,0,5,6,4,0,4,8,11,0,0,37
SAL20734,0,0,0,0,0,0,0,0,0,4,3,12,4,8,4,6,3,0,0,41
SAL20735,0,0,0,0,0,0,0,0,0,4,4,3,0,0,5,3,5,3,0,19
SAL20736,16,9,16,16,5,5,5,4,0,69,102,61,55,68,55,46,32,19,3,453
SAL20737,51,26,14,23,22,3,14,7,3,174,442,277,290,281,271,173,172,69,24,1994
SAL20738,0,0,0,0,0,0,6,6,0,15,15,7,8,20,23,21,44,10,0,148
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,4,0,0,18
SAL20741,19,9,8,7,19,20,10,5,0,100,124,66,62,71,92,123,91,31,3,664
SAL20742,0,0,0,0,0,0,3,4,0,10,8,10,0,5,7,5,14,7,0,57
SAL20743,181,64,88,103,61,40,19,7,5,564,2427,1052,1167,1802,1116,639,308,115,16,8651
SAL20744,0,0,0,4,6,0,0,0,0,11,6,6,7,11,18,22,24,8,4,99
SAL20745,8,0,4,8,4,9,4,0,0,40,61,25,30,32,38,85,61,43,14,386
SAL20746,10,0,0,3,3,7,4,4,0,40,27,11,20,13,32,37,42,18,5,208
SAL20747,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,0,0,14
SAL20748,34,33,16,31,25,22,17,11,0,193,268,175,170,172,240,220,186,100,24,1551
SAL20749,5,3,3,7,0,11,10,3,0,37,49,25,31,40,48,67,69,28,5,352
SAL20750,0,0,0,9,0,3,0,0,0,20,23,6,14,22,22,17,33,12,5,151
SAL20751,0,10,74,53,34,12,0,0,0,187,34,24,88,74,65,43,24,3,4,369
SAL20752,108,89,55,89,116,92,65,29,13,657,2426,1781,1401,1618,1910,1729,1069,445,125,12503
SAL20753,0,3,0,0,0,0,4,3,0,12,27,15,0,11,20,11,16,14,0,122
SAL20754,85,50,95,67,49,50,29,12,5,444,1189,541,1326,931,571,561,381,142,20,5669
SAL20755,0,0,0,4,0,4,0,0,0,12,6,7,13,7,12,15,9,3,0,78
SAL20756,23,11,13,20,9,17,17,16,8,130,215,150,146,156,204,268,252,169,86,1635
SAL20757,4,4,0,5,0,0,4,0,4,17,32,22,28,11,26,23,24,22,7,195
SAL20758,106,61,50,77,64,81,72,41,21,579,1847,1205,843,1332,1547,1408,1227,773,321,10495
SAL20759,0,0,0,0,3,0,0,0,0,8,22,9,11,16,9,9,21,8,0,99
SAL20760,3,3,3,4,0,0,0,0,0,16,12,18,25,19,27,8,9,0,0,128
SAL20761,0,5,0,0,4,5,0,0,0,12,25,31,6,15,31,20,13,10,6,148
SAL20762,0,8,6,4,3,6,8,4,0,40,40,38,33,34,34,73,58,29,8,344
SAL20763,0,0,0,0,0,0,0,0,0,0,11,0,0,9,7,6,0,4,0,33
SAL20764,4,0,0,0,0,3,0,0,0,13,10,9,11,10,25,28,3,16,0,106
SAL20765,0,0,0,0,0,0,0,0,0,7,8,9,7,0,13,8,3,3,0,59
SAL20766,95,158,621,292,135,132,75,28,6,1550,1208,1813,6036,2891,1397,1204,695,207,42,15495
SAL20767,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,13
SAL20768,0,0,0,0,0,0,0,0,0,9,4,9,3,3,7,17,8,8,0,61
SAL20769,16,0,0,4,6,12,3,4,0,51,111,66,51,68,79,108,67,36,4,586
SAL20770,30,12,15,14,22,18,12,11,11,145,235,121,130,124,175,221,218,158,87,1472
SAL20771,186,134,184,176,195,138,128,108,63,1322,3491,2853,3886,3485,2941,2853,2443,2077,989,25020
SAL20772,203,170,147,198,182,163,151,135,57,1397,5585,3333,3366,4587,3857,3713,3120,2382,989,30926
SAL20773,61,22,80,51,21,14,12,3,0,262,529,205,661,420,139,95,46,8,6,2100
SAL20774,121,81,56,86,93,82,68,70,49,702,2084,1532,1059,1526,1816,1648,1357,1040,584,12644
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,13
SAL20776,6,5,0,0,0,0,0,4,0,15,46,25,20,19,41,56,19,23,0,250
SAL20777,11,6,6,3,0,3,0,3,0,22,59,28,20,35,51,61,39,22,3,333
SAL20778,0,5,0,0,0,0,0,0,0,5,0,32,7,3,7,0,0,0,0,51
SAL20779,487,204,206,266,225,136,62,31,0,1608,7295,3177,3760,5047,3524,2066,1551,621,90,27122
SAL20780,0,0,0,0,0,0,0,0,0,5,9,0,5,3,0,6,5,0,0,21
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,5,0,0,0,5,0,0,0,0,10,17,7,0,11,13,15,13,3,0,74
SAL20783,218,129,211,153,115,85,74,57,32,1071,1890,1181,1841,1475,1047,930,706,388,146,9603
SAL20784,3,0,0,4,0,0,0,0,0,5,18,10,5,8,7,8,7,0,0,77
SAL20785,4,0,0,0,0,0,0,0,0,4,4,0,0,0,6,6,9,4,0,28
SAL20786,0,0,0,4,0,0,0,0,0,10,18,9,7,23,19,9,11,6,0,101
SAL20787,0,0,0,0,0,0,0,0,0,0,5,0,4,6,3,4,14,0,0,46
SAL20788,122,64,51,74,104,77,90,51,23,656,960,607,607,690,914,920,1085,639,207,6626
SAL20789,0,0,0,0,0,0,0,0,0,3,3,5,0,0,9,0,3,5,0,19
SAL20790,297,137,154,150,136,137,114,73,23,1221,3119,1581,2109,1728,1679,1781,1814,1089,380,15287
SAL20791,0,0,0,0,6,0,0,0,0,6,33,21,23,11,36,28,16,6,3,177
SAL20792,5,0,0,5,5,5,8,9,5,32,51,35,20,31,54,76,47,19,8,343
SAL20793,4,3,0,3,5,9,9,3,3,36,47,35,26,31,53,65,69,29,9,361
SAL20794,0,0,0,0,0,0,4,3,0,8,13,0,4,9,0,7,3,4,0,41
SAL20795,3,6,0,4,5,0,5,0,0,24,28,14,11,17,25,32,26,11,5,160
SAL20796,0,0,3,4,4,0,0,8,0,24,77,57,49,60,79,86,100,48,13,571
SAL20797,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,3,6,4,0,42
SAL20798,9,0,0,3,6,9,4,5,0,36,55,30,15,29,61,45,46,12,4,294
SAL20799,6,4,0,3,0,4,6,0,0,18,31,26,5,23,35,33,39,6,4,203
SAL20800,3,0,0,0,3,0,6,0,0,17,14,19,7,14,18,24,20,3,3,119
SAL20801,0,0,0,0,0,0,0,0,0,6,4,6,5,3,3,12,11,0,0,41
SAL20802,68,25,25,34,23,28,57,47,26,331,748,492,357,459,568,698,853,543,254,4976
SAL20803,0,0,0,0,0,0,0,0,0,0,12,9,9,3,8,8,0,7,3,47
SAL20804,10,7,5,13,9,5,5,0,0,57,80,34,40,50,58,80,74,24,12,455
SAL20805,0,0,0,0,0,0,4,0,0,12,7,11,7,6,22,17,9,6,3,90
SAL20806,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,3,0,0,18
SAL20807,0,0,0,0,0,3,4,0,0,9,6,0,10,0,10,23,20,5,4,83
SAL20808,0,4,0,0,3,0,0,0,0,6,6,9,7,0,7,17,12,0,0,52
SAL20809,5,0,3,4,4,4,20,5,3,50,115,45,70,73,92,82,135,51,13,688
SAL20810,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,6,10,3,4,36
SAL20811,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,15
SAL20812,10,0,3,5,4,0,0,0,0,26,49,39,19,24,45,36,24,18,9,259
SAL20813,17,6,9,8,6,8,6,7,0,67,113,70,51,55,116,171,181,121,22,899
SAL20814,0,0,0,0,0,0,0,0,0,3,14,4,3,10,12,9,6,8,0,70
SAL20815,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,12
SAL20816,5,0,4,3,3,0,9,0,0,25,76,42,25,62,79,52,51,16,3,408
SAL20817,0,0,0,0,0,0,0,0,0,3,9,0,8,6,4,6,19,0,0,60
SAL20818,0,0,0,0,0,0,0,0,0,3,9,0,0,0,5,8,9,0,0,32
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,4,0,0,0,0,0,0,0,0,5,15,15,9,8,13,17,22,3,0,91
SAL20821,0,0,0,0,3,0,0,0,0,0,4,0,0,4,3,3,5,0,0,23
SAL20822,15,8,0,5,11,12,15,8,3,63,135,94,89,85,150,255,319,131,46,1306
SAL20823,91,49,71,49,56,52,54,23,12,454,932,612,729,574,672,751,731,401,139,5538
SAL20824,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
SAL20825,34,40,20,20,28,33,22,18,7,221,612,529,389,398,538,624,513,252,108,3960
SAL20826,0,3,0,0,5,0,3,0,0,9,12,0,6,5,7,20,17,5,0,82
SAL20827,58,31,28,25,26,16,20,8,3,214,226,177,149,114,176,183,206,97,22,1352
SAL20828,33,19,38,23,18,33,21,12,8,201,285,244,354,235,258,303,266,186,106,2246
SAL20829,39,31,31,30,34,50,23,17,0,257,618,468,598,496,575,578,441,179,63,4012
SAL20830,19,34,66,72,54,40,62,18,5,369,289,368,1144,786,552,663,651,324,119,4896
SAL20831,0,4,3,0,0,0,0,0,0,9,3,117,64,13,4,3,0,0,0,210
SAL20832,6,0,0,3,0,0,0,0,0,8,16,9,7,7,12,10,9,0,0,66
SAL20833,18,13,5,16,18,6,17,0,3,100,131,81,92,101,149,155,127,55,9,906
SAL20834,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,10,15,7,0,47
SAL20835,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,13
SAL20836,38,13,10,13,14,24,25,27,19,188,476,271,239,268,297,305,429,405,148,2855
SAL20837,0,3,0,7,0,0,4,0,0,15,18,13,10,15,14,19,21,7,0,110
SAL20838,241,148,153,124,178,166,170,123,106,1400,2536,1665,1689,1553,1871,2065,1920,1230,527,15056
SAL20839,4,0,3,0,10,7,4,3,0,38,88,67,42,48,97,108,79,34,9,577
SAL20840,10,4,5,4,9,4,6,0,0,53,81,52,36,40,88,73,50,17,5,442
SAL20841,4,6,8,0,0,0,0,0,0,23,47,29,41,25,22,38,18,5,3,222
SAL20842,4,0,0,4,0,0,0,0,0,13,25,11,8,17,14,16,9,4,3,113
SAL20843,15,15,8,7,18,21,7,9,4,106,215,149,79,134,222,196,133,49,8,1194
SAL20844,6,9,3,3,8,10,23,10,8,84,128,56,87,91,118,150,161,90,55,937
SAL20845,0,0,0,0,0,0,6,0,0,9,16,9,4,12,19,9,21,8,3,103
SAL20846,0,0,0,0,0,0,0,0,0,4,11,8,6,0,9,9,9,4,3,60
SAL20847,6,0,0,3,5,3,0,0,0,17,20,11,0,10,21,21,13,0,3,109
SAL20848,77,27,64,61,52,43,15,25,9,373,1190,614,823,990,930,785,479,338,124,6276
SAL20849,6,3,4,6,6,3,0,0,0,31,31,13,24,25,37,35,34,8,3,206
SAL20850,17,6,3,5,14,18,19,3,6,95,101,67,69,84,114,191,172,91,52,944
SAL20851,8,12,5,11,3,7,0,0,0,37,32,27,20,33,31,37,27,16,0,232
SAL20852,5,3,0,3,0,4,3,0,0,23,57,30,29,45,60,69,58,37,9,382
SAL20853,0,0,0,0,0,0,0,0,0,0,9,3,3,4,4,12,6,0,0,39
SAL20854,0,3,3,0,4,4,0,0,0,11,14,8,5,3,14,12,3,4,0,57
SAL20855,0,8,0,0,3,4,3,0,0,16,27,22,13,12,19,12,8,3,3,118
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,0,3,0,3,3,0,3,0,0,13,55,22,21,31,39,19,18,3,0,206
SAL20858,3,3,0,3,0,0,3,0,0,17,26,23,24,24,14,31,17,4,0,157
SAL20859,37,36,23,21,29,18,23,10,0,201,657,399,326,409,439,430,341,204,48,3260
SAL20860,5,0,0,5,4,0,0,5,0,24,42,25,21,27,32,37,27,15,0,229
SAL20861,6,5,4,0,9,9,10,3,0,46,16,19,13,8,27,37,42,22,8,185
SAL20862,16,12,11,17,20,15,9,20,3,120,133,66,85,66,107,139,118,104,30,847
SAL20863,19,3,8,7,8,3,12,4,3,72,97,46,59,71,91,106,112,46,8,633
SAL20864,107,71,98,86,65,64,48,34,22,600,1855,1199,1846,1538,1468,1220,991,519,256,10887
SAL20865,202,151,76,111,190,157,113,77,36,1124,3518,2352,1499,2363,2963,2660,2217,992,276,18847
SAL20866,92,39,22,49,45,59,31,14,6,363,1364,866,577,834,1058,1059,759,248,52,6830
SAL20867,159,85,263,266,193,136,75,43,23,1246,1979,1244,3301,2841,2401,1779,1042,425,147,15153
SAL20868,82,61,33,54,66,48,46,15,13,417,1093,709,522,750,909,816,692,302,102,5890
SAL20869,0,0,0,0,0,0,5,3,0,8,4,0,0,3,0,9,8,5,0,37
SAL20870,0,0,0,0,0,5,0,0,0,7,82,36,19,41,63,78,42,11,3,376
SAL20871,337,220,258,230,245,176,172,60,27,1723,4306,2909,3327,3389,2928,3446,2720,1079,361,24455
SAL20872,13,0,11,3,7,3,5,0,0,39,137,35,76,82,98,75,41,19,3,574
SAL20873,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,23
SAL20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL20875,3,0,0,0,0,0,8,0,0,14,22,6,14,6,24,31,29,20,7,155
SAL20876,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,5,4,5,0,29
SAL20877,17,3,12,17,9,14,14,3,0,91,130,91,76,92,102,131,92,22,3,746
SAL20878,574,314,419,391,294,264,191,289,282,3029,6970,4042,5240,5404,4067,3570,2465,1172,567,33489
SAL20879,82,39,51,41,38,31,25,11,9,329,1235,600,855,719,550,449,381,172,51,5014
SAL20880,7,0,3,0,0,0,5,0,0,25,19,12,9,10,12,7,11,5,0,90
SAL20881,5,0,0,3,3,5,0,0,0,12,21,19,8,18,34,44,29,12,4,184
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,6,0,7,3,0,4,4,0,0,24,33,18,23,20,34,50,45,20,4,238
SAL20884,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,4,0,0,0,17
SAL20885,170,196,204,177,195,169,103,54,34,1307,3183,2817,3300,2938,3028,2629,1870,962,533,21240
SAL20886,0,0,0,0,4,0,0,0,0,5,0,0,3,4,6,0,0,0,0,13
SAL20887,41,26,34,38,33,21,17,9,0,209,447,346,554,493,418,313,271,138,88,3071
SAL20888,5,8,12,9,14,15,11,3,5,85,276,226,175,199,268,169,124,86,47,1559
SAL20889,40,22,39,32,23,26,12,10,4,215,443,257,432,318,239,226,187,135,54,2285
SAL20890,0,0,0,0,0,0,0,0,0,0,6,5,6,0,15,11,3,0,0,43
SAL20891,5,8,19,12,10,5,3,7,0,70,110,81,99,84,76,75,67,37,11,633
SAL20892,57,35,26,38,34,60,60,32,18,366,475,309,308,348,341,518,629,375,201,3508
SAL20893,3,5,3,3,6,9,4,0,0,35,34,22,15,36,32,58,33,11,4,239
SAL20894,0,0,0,0,0,3,15,0,0,17,20,11,9,13,22,30,40,0,3,147
SAL20895,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,14
SAL20896,0,6,0,0,9,0,0,6,0,17,24,22,11,15,36,34,36,17,0,193
SAL20897,5,3,0,0,7,0,3,0,0,24,29,13,19,8,29,35,13,14,0,154
SAL20898,3,0,0,5,0,5,4,0,0,21,36,8,17,22,14,17,21,0,0,133
SAL20899,51,18,20,25,21,20,9,0,0,163,826,267,317,562,422,233,174,38,3,2838
SAL20900,0,0,0,0,0,0,9,3,0,7,12,3,4,4,6,8,15,4,0,52
SAL20901,55,48,81,73,52,54,37,14,0,408,1007,664,1228,1112,912,749,494,262,118,6535
SAL20902,3,0,0,0,0,3,3,3,0,14,49,32,23,28,57,93,74,35,5,390
SAL20903,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,8,0,0,14
SAL20904,0,0,0,0,0,0,5,0,0,8,15,17,7,9,8,17,17,3,0,93
SAL20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,6,30,16,9,15,0,5,0,0,75,31,90,82,45,39,24,11,6,0,326
SAL20907,0,4,3,0,0,3,4,0,0,12,23,27,12,17,39,43,39,13,0,194
SAL20908,0,0,0,0,0,0,0,0,0,4,11,4,4,9,18,16,11,5,0,82
SAL20909,294,164,205,198,123,90,78,84,70,1301,3027,1728,2371,2136,1501,1260,911,805,534,14274
SAL20910,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,7,4,0,0,27
SAL20911,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,3,0,5,0,13
SAL20912,5,5,0,3,9,7,7,6,0,33,24,11,5,16,16,28,14,16,0,125
SAL20913,9,4,4,3,0,0,9,0,0,26,32,18,19,24,27,35,31,9,0,194
SAL20914,0,0,0,0,0,0,0,0,0,0,13,0,4,5,7,10,6,4,0,48
SAL20915,5,0,0,0,0,0,0,0,0,7,10,0,6,3,10,4,5,0,0,32
SAL20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,314,213,242,218,242,198,131,103,53,1715,4808,3092,3650,4016,3733,3328,2696,1563,520,27398
SAL20918,30,16,13,16,16,24,6,4,4,120,267,178,112,188,260,241,174,76,15,1524
SAL20919,4,3,0,0,0,0,0,0,0,11,7,8,0,0,0,8,0,0,0,28
SAL20920,15,3,5,9,9,24,13,0,0,78,71,51,29,49,101,148,157,37,6,637
SAL20921,18,12,0,3,15,10,16,11,3,89,142,89,48,93,113,131,151,83,13,858
SAL20922,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,11
SAL20923,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,0,0,18
SAL20924,158,121,271,182,143,121,83,34,12,1119,1067,994,3072,1841,1197,1108,697,324,135,10431
SAL20925,106,90,213,128,104,81,77,43,33,873,1563,1288,3163,1964,1549,1247,1042,667,294,12781
SAL20926,0,0,0,0,0,8,0,0,0,11,13,12,10,16,7,27,12,8,0,104
SAL20927,0,3,0,3,3,0,3,0,4,16,13,5,12,3,21,13,20,6,6,97
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,96,83,168,115,81,68,37,18,10,682,1006,786,1726,1136,868,664,515,216,112,7025
SAL20930,9,11,7,9,15,33,33,25,8,156,105,80,34,72,107,240,283,182,32,1130
SAL20931,84,71,53,40,32,41,9,7,3,336,687,819,677,494,412,365,273,142,110,3989
SAL20932,13,13,7,16,16,26,26,6,0,127,109,82,70,108,124,139,108,50,4,790
SAL20933,10,0,7,5,4,3,7,0,0,30,31,14,28,25,30,26,19,9,0,188
SAL20934,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,12
SAL20935,159,180,444,265,168,145,115,87,47,1610,1813,1891,5187,3152,1773,1440,971,573,334,17131
SAL20936,3,0,0,4,0,0,0,0,0,10,23,24,13,10,33,24,15,13,0,158
SAL20937,93,55,48,89,75,52,64,56,16,554,1754,1194,1218,1522,1457,1267,1056,849,456,10780
SAL20938,5,5,4,3,3,6,4,6,0,34,52,56,29,33,51,55,43,22,3,346
SAL20939,11,0,3,10,6,13,7,0,0,49,29,17,29,26,33,57,39,16,4,257
SAL20940,43,21,21,19,23,29,43,28,20,250,244,148,125,155,211,349,406,274,132,2044
SAL20941,0,0,0,0,0,0,0,0,0,0,9,9,5,10,25,30,37,13,3,152
SAL20942,0,0,0,0,3,0,0,0,0,8,9,0,9,4,14,10,8,8,0,57
SAL20943,0,0,0,0,0,0,0,0,0,5,5,0,6,0,6,0,5,3,0,31
SAL20944,7,0,0,6,10,0,0,0,0,22,51,16,7,21,33,19,12,0,5,169
SAL20945,0,3,0,0,0,0,0,0,0,4,8,8,4,3,3,5,4,0,0,25
SAL20946,0,4,0,0,0,0,0,0,0,3,9,7,6,11,10,12,5,6,3,71
SAL20947,632,419,593,494,463,394,259,170,67,3493,6176,4199,5898,5174,4788,4398,3748,2144,800,37331
SAL20948,162,110,121,94,97,87,40,36,16,758,1016,629,963,711,671,700,473,349,194,5711
SAL20949,241,125,116,145,162,130,103,70,71,1163,3589,2060,1568,2371,2704,2378,1996,1378,758,18801
SAL20950,137,83,80,96,51,34,8,4,0,502,2565,1027,1772,1928,923,509,290,68,11,9097
SAL20951,4,0,0,0,0,4,7,0,0,11,16,11,11,10,21,21,26,15,0,136
SAL20952,0,0,0,6,3,0,3,6,0,13,16,13,5,24,22,21,28,13,4,141
SAL20953,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7
SAL20954,6,7,0,4,12,0,4,5,0,35,80,54,30,55,75,59,66,28,9,454
SAL20955,3,0,8,0,4,3,0,0,0,20,26,16,23,32,39,55,26,17,4,232
SAL20956,9,45,343,287,99,36,16,0,0,834,43,65,368,308,119,55,32,5,0,994
SAL20957,0,0,0,0,5,0,0,0,0,3,0,0,4,0,3,0,0,0,0,11
SAL20958,4,0,0,0,0,0,0,0,0,8,6,4,9,3,11,12,0,12,5,65
SAL20959,0,0,0,0,0,0,0,0,0,0,15,3,0,5,6,8,6,0,0,47
SAL20960,22,13,8,14,4,9,4,3,0,76,288,136,191,241,127,128,67,31,4,1206
SAL20961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL20962,4,0,0,4,0,4,0,0,0,7,17,0,3,13,3,17,11,0,6,61
SAL20963,6,0,0,0,0,0,0,4,0,16,26,14,15,11,14,19,7,9,0,110
SAL20964,0,3,0,0,0,0,0,0,0,11,15,25,17,13,18,30,16,8,6,156
SAL20965,11,7,4,18,7,8,4,5,0,66,174,96,160,180,146,109,95,45,10,1019
SAL20966,42,24,23,16,18,32,27,18,0,200,443,247,265,251,258,275,205,138,31,2114
SAL20967,4,7,3,3,5,7,4,0,0,36,37,32,16,23,34,40,40,15,0,236
SAL20968,9,0,0,0,3,0,0,0,0,17,36,5,4,25,22,15,12,7,0,131
SAL20969,0,6,3,0,5,9,0,0,0,23,56,34,42,25,31,29,25,7,3,248
SAL20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL20971,6,0,0,0,0,0,0,0,0,6,14,0,0,4,10,0,0,0,0,35
SAL20972,0,0,0,0,0,0,0,0,0,0,4,3,13,5,3,13,0,0,0,42
SAL20973,32,69,87,52,52,66,55,30,15,463,593,809,1104,618,668,806,726,337,153,5811
SAL20974,71,68,89,78,67,46,41,20,13,492,1262,795,1329,1177,965,790,632,285,98,7345
SAL20975,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,7,4,0,23
SAL20976,6,0,3,4,9,5,9,3,0,37,29,20,15,18,41,36,56,13,0,230
SAL20977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,0,19
SAL20978,0,0,0,0,0,0,3,0,0,5,6,0,0,7,9,7,6,4,0,43
SAL20979,74,42,28,50,47,46,28,15,4,342,518,307,265,294,385,384,251,125,29,2559
SAL20980,0,0,0,0,0,0,0,4,0,5,10,0,4,9,7,19,13,7,0,66
SAL20981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20982,0,0,0,0,0,0,0,0,0,0,14,8,0,7,6,18,16,0,0,75
SAL20983,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11
SAL20984,0,0,0,0,0,0,0,0,0,0,11,5,10,9,4,18,8,0,0,65
SAL20985,0,0,0,0,0,3,0,0,0,6,27,11,9,18,16,18,14,6,0,112
SAL20986,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,17
SAL20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20988,5,0,0,0,0,0,0,0,0,4,6,6,4,0,0,9,3,0,0,31
SAL20989,0,3,0,0,4,0,6,0,0,20,65,49,21,59,56,73,45,11,0,391
SAL20990,3,5,0,0,8,7,0,0,0,23,14,19,6,9,22,21,19,10,3,132
SAL20991,0,0,0,0,5,5,5,0,0,8,7,10,0,3,16,18,12,3,0,64
SAL20992,0,0,0,0,0,0,0,0,0,0,14,10,11,6,8,15,7,0,0,73
SAL20993,4,4,3,0,0,4,0,0,0,24,10,10,7,7,7,16,13,5,0,72
SAL20994,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,7,0,4,0,23
SAL20995,0,4,0,0,0,3,0,0,0,10,3,3,3,5,10,14,13,6,0,62
SAL20996,0,0,0,0,0,0,0,0,0,0,11,3,3,3,7,12,0,0,0,45
SAL20997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20998,6,0,0,4,0,0,0,0,0,15,6,0,6,3,4,4,8,0,4,31
SAL20999,18,7,3,7,3,12,0,4,0,63,107,68,68,59,59,87,68,43,11,563
SAL21000,7,3,3,6,9,0,0,6,0,24,29,9,12,24,18,13,26,7,0,143
SAL21001,131,83,46,111,87,67,58,37,7,627,2360,1128,845,1547,1470,1209,916,508,159,10142
SAL21002,12,12,6,7,14,7,4,5,5,64,142,111,56,93,137,162,95,43,14,854
SAL21003,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,3,3,0,0,32
SAL21004,99,58,83,68,69,67,66,52,17,573,1398,865,1039,1061,927,961,1086,686,192,8213
SAL21005,6,8,5,0,7,7,10,6,0,50,65,54,35,31,72,72,75,22,4,423
SAL21006,9,3,0,7,0,0,5,0,0,21,38,18,10,26,29,27,31,3,0,182
SAL21007,0,0,3,0,0,0,0,0,0,10,10,11,11,0,7,13,4,0,0,59
SAL21008,0,0,0,0,0,0,3,0,0,14,12,7,9,8,19,32,19,12,0,118
SAL21009,30,49,86,47,36,24,20,10,3,306,631,495,1300,885,506,421,406,197,63,4905
SAL21010,192,182,179,150,202,151,115,80,34,1290,4518,3621,3208,3406,3891,3207,2323,1407,548,26131
SAL21011,0,0,0,0,0,3,0,0,0,11,15,14,6,6,12,24,20,3,4,110
