SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL20485,6,12,8,9,6,0,0,31,0,0,5,0,4,0,0,13,0,9,5,0,4,0,0,17,44,71,50,30,57,22,10,277,0,0,0,0,0,0,0,0,54,90,65,34,64,25,10,343,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,58,91,65,34,71,27,10,353
SAL20486,0,4,4,4,0,0,0,13,0,8,0,0,0,0,0,14,6,0,3,0,0,0,0,12,71,64,46,43,26,9,0,263,3,4,0,0,0,0,0,0,81,80,61,40,31,9,0,305,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,3,11,0,3,41,0,0,0,0,0,0,0,0,14,11,4,3,11,0,3,44,96,95,58,47,38,6,5,355
SAL20487,5,0,0,0,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,4,13,7,0,6,12,3,0,39,0,0,0,0,0,0,0,0,16,6,6,11,15,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,10,3,14,15,4,0,60
SAL20488,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,5,3,0,5,0,0,0,0,7,31,49,29,19,24,11,0,158,0,0,0,0,0,0,0,4,37,55,32,13,27,8,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,0,0,0,0,28,0,0,0,0,0,0,0,0,3,13,9,0,0,0,0,28,41,64,40,20,27,8,0,201
SAL20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7
SAL20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SAL20491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20492,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,3,42,65,47,20,20,4,5,201,0,0,0,0,0,0,0,0,48,73,46,20,28,4,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,7,5,5,0,0,0,23,0,0,0,0,0,0,0,4,9,15,9,5,0,0,0,37,54,86,53,24,25,4,5,256
SAL20493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,20,0,0,0,0,0,0,0,0,9,4,6,4,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,4,6,3,4,0,0,30
SAL20494,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,8,3,0,0,0,0,0,0,3,13,12,9,3,4,3,4,51,0,0,0,0,0,0,0,0,18,28,13,8,6,3,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,20,34,12,8,9,7,4,89
SAL20495,133,121,64,35,45,23,9,432,29,12,7,3,11,5,0,68,26,20,9,6,3,5,3,73,57,35,23,17,14,16,0,155,0,3,0,0,0,0,0,5,235,188,102,59,71,47,15,723,33,38,36,26,28,53,21,233,3,9,6,3,0,0,0,19,9,3,0,0,3,7,3,22,5,4,6,5,3,8,3,33,9,22,6,0,5,0,0,37,57,71,58,32,46,60,23,346,288,264,159,94,118,108,41,1070
SAL20496,19,19,9,8,7,5,3,67,25,25,5,11,9,6,0,83,40,26,14,11,0,11,0,100,112,103,43,47,57,34,9,403,0,0,0,0,0,0,0,0,203,168,74,68,78,47,19,652,0,0,3,0,0,4,0,16,5,8,4,4,6,0,0,29,0,5,3,0,0,0,0,10,11,14,7,8,17,12,4,66,0,0,0,0,0,0,0,0,23,26,16,8,18,15,4,114,225,199,92,81,96,62,18,768
SAL20497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10
SAL20498,355,355,131,69,82,41,47,1082,75,73,40,26,34,27,9,293,110,109,41,24,34,25,13,348,251,219,158,120,165,108,54,1075,0,0,0,0,0,0,0,0,792,751,375,241,315,199,128,2804,11,32,22,14,16,18,20,136,10,14,6,9,8,7,8,53,0,13,7,0,9,4,5,37,15,33,22,21,18,17,8,135,0,3,0,6,0,0,0,11,43,95,53,45,46,44,41,369,835,850,427,287,365,244,164,3172
SAL20499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,7,0,0,34,0,0,0,0,0,0,0,0,12,5,0,3,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,11,4,5,7,0,0,38
SAL20500,627,813,521,331,455,332,186,3263,114,134,90,65,71,35,20,515,115,113,64,42,46,25,6,419,428,535,368,265,308,127,61,2096,10,3,0,4,0,0,0,22,1292,1593,1048,707,884,518,280,6314,63,123,86,59,88,66,43,526,16,33,24,23,41,12,5,151,11,23,11,23,17,12,0,98,44,77,68,67,100,37,12,409,3,0,3,4,6,0,0,18,141,256,192,181,251,122,60,1196,1428,1845,1238,888,1137,637,335,7512
SAL20501,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,9,8,7,0,0,0,26
SAL20502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,6,3,0,0,0,12
SAL20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,6,0,0,0,20
SAL20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,7,0,0,0,0,0,6
SAL20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
SAL20506,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL20507,41,28,9,7,17,8,3,108,23,16,3,6,6,3,3,59,40,29,4,4,5,6,0,91,167,111,48,26,41,20,8,431,4,0,0,0,0,0,0,4,277,189,67,43,69,34,13,695,3,7,0,0,5,0,0,14,4,3,6,0,0,4,0,17,3,5,0,0,0,4,3,19,10,26,35,15,18,5,7,121,0,0,0,0,0,0,0,4,19,45,43,19,25,12,9,175,298,227,114,57,101,43,23,870
SAL20508,266,287,148,92,134,67,43,1043,118,75,46,24,35,15,9,326,136,117,55,24,37,7,7,386,674,535,254,187,214,64,34,1961,4,3,4,0,3,0,0,19,1201,1015,517,334,421,151,92,3726,23,33,24,28,15,14,8,136,24,30,28,21,30,8,3,142,17,30,8,4,16,8,4,84,166,228,155,101,113,37,13,816,6,11,4,0,3,0,0,23,233,324,219,157,174,59,30,1199,1435,1339,736,490,595,212,122,4928
SAL20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15
SAL20510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,7,0,0,0,32,0,0,0,0,0,0,0,0,3,11,9,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,9,8,3,0,0,35
SAL20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,17,6,7,3,5,4,0,43,0,0,0,0,0,0,0,0,17,6,8,9,6,4,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,15,15,7,4,6,16,4,3,59
SAL20513,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,22,21,27,6,0,144,0,0,0,0,0,0,0,0,44,34,27,24,32,6,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,12,11,4,9,0,0,58,0,0,0,0,0,0,0,0,15,16,11,7,9,0,0,62,57,52,43,30,42,6,4,221
SAL20514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,17
SAL20515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,0,0,0,20,0,0,0,0,0,0,0,0,9,10,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,14,0,5,5,0,0,31
SAL20516,11,18,16,6,5,0,0,50,36,23,16,11,20,7,0,113,16,17,9,8,5,3,0,62,154,156,90,66,64,24,6,561,0,0,0,0,0,0,0,3,217,213,129,89,93,32,6,786,0,4,4,0,6,0,0,14,10,7,7,4,8,0,0,41,0,3,10,3,9,0,0,20,36,53,45,38,46,11,3,229,3,8,0,0,0,0,0,12,43,72,64,49,64,9,8,312,264,285,187,142,159,41,11,1091
SAL20517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,13,7,9,6,10,5,0,51,0,0,0,0,0,0,0,0,18,11,12,6,12,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,9,17,16,17,6,15,5,0,70
SAL20518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,13
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9
SAL20521,64,74,48,41,40,25,29,330,34,63,23,18,11,10,9,166,22,28,25,13,19,5,6,124,104,93,58,40,51,39,29,409,0,5,0,0,0,0,0,9,225,261,155,101,124,88,75,1030,11,17,7,0,4,6,0,49,5,5,7,8,6,5,0,32,0,0,9,0,4,4,0,18,10,10,15,11,22,6,9,68,0,0,0,0,0,0,0,0,26,28,32,12,30,19,14,172,252,293,184,123,159,107,90,1199
SAL20522,25,12,9,4,3,4,4,54,4,0,5,0,3,0,0,15,6,5,6,5,3,0,0,24,32,17,19,6,15,10,4,103,0,0,0,0,0,0,0,0,60,33,34,13,28,19,12,190,0,0,0,0,5,3,0,7,0,3,0,0,0,0,0,6,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,7,4,0,30,62,34,41,14,30,22,12,221
SAL20523,182,193,84,59,69,56,48,685,133,129,69,41,55,40,21,486,139,116,84,52,70,38,29,520,330,321,219,148,220,138,91,1465,0,0,3,0,0,0,0,10,780,761,453,304,412,272,183,3160,12,14,9,18,14,10,11,98,11,14,12,13,13,9,4,83,9,10,8,0,6,6,3,47,12,28,25,28,31,28,10,174,4,0,0,0,0,0,0,5,51,78,56,62,71,54,30,399,830,841,510,358,482,322,216,3564
SAL20524,160,188,93,62,99,69,68,736,108,119,70,44,63,34,13,447,85,113,66,33,55,29,15,399,264,270,172,103,146,79,57,1085,0,0,0,0,0,0,0,3,622,680,398,240,364,205,155,2667,7,20,8,11,13,15,9,75,4,12,14,5,6,10,0,57,6,7,7,9,6,4,3,42,8,21,31,31,30,17,17,157,0,0,0,0,0,0,0,4,26,67,63,56,58,38,26,334,646,749,463,295,421,245,181,3003
SAL20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL20526,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,8,7,7,4,6,0,48,0,0,0,0,0,0,0,0,23,12,13,7,4,6,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,22,11,13,5,9,6,0,64
SAL20527,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,7,19,10,11,9,3,3,74,0,0,0,0,0,0,0,0,13,29,12,11,9,7,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,29,14,13,7,7,3,91
SAL20528,259,224,100,56,66,68,39,806,48,24,17,21,11,11,0,129,47,33,20,15,11,11,4,150,129,109,81,34,50,21,13,442,4,5,0,0,0,0,0,9,484,397,225,124,144,110,52,1536,14,23,15,9,21,21,12,116,8,6,0,0,5,4,0,35,5,3,7,4,15,6,0,30,29,27,27,20,22,12,7,137,3,7,0,3,0,0,0,22,60,70,52,34,64,42,22,335,545,471,274,160,204,153,70,1877
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6
SAL20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9
SAL20533,63,30,15,7,0,0,3,122,17,4,6,0,7,0,0,27,14,3,5,0,0,0,0,24,136,58,25,20,27,5,0,274,0,0,0,0,0,0,0,4,228,102,50,26,29,9,4,446,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,0,4,20,29,12,11,9,5,0,78,0,0,0,0,0,0,0,0,20,28,16,7,12,6,0,97,246,126,60,42,47,11,3,542
SAL20534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,4,0,0,15,0,0,0,0,0,0,0,0,5,4,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,4,0,0,19
SAL20535,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,27,32,18,14,22,0,0,112,0,0,0,0,0,0,0,0,32,38,13,18,22,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,5,6,0,0,28,0,0,0,0,0,0,0,0,3,7,3,8,6,0,0,36,37,48,19,23,24,8,0,158
SAL20536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,17
SAL20537,78,73,32,15,17,8,5,235,57,44,25,9,11,4,3,160,83,46,22,13,7,6,9,187,241,222,101,74,80,42,14,778,3,0,0,0,0,0,0,4,456,391,180,115,115,64,31,1360,15,3,0,11,6,7,3,50,5,12,3,9,9,3,0,33,5,9,0,3,7,0,0,26,19,45,37,14,23,8,8,150,3,4,0,0,0,0,0,7,44,70,44,34,43,24,14,269,503,460,222,151,164,85,43,1631
SAL20538,52,74,29,28,26,20,13,242,37,43,20,12,20,6,4,150,28,23,15,4,12,4,3,85,201,176,96,65,68,23,17,641,0,0,0,0,0,0,0,0,314,319,151,107,132,58,38,1118,5,3,9,3,11,5,0,33,0,4,0,0,6,0,0,26,0,5,5,0,3,0,0,15,11,40,20,13,22,8,4,121,0,0,0,0,0,0,0,3,16,61,32,19,49,16,10,206,333,379,186,125,178,78,45,1320
SAL20539,348,391,193,105,134,71,40,1293,159,128,75,59,68,37,20,532,178,155,102,51,46,31,15,578,580,556,321,216,288,176,80,2221,8,9,0,0,0,0,0,14,1277,1238,699,429,538,311,153,4638,12,28,32,23,36,30,13,171,19,36,16,14,26,8,5,128,14,27,16,12,16,11,9,107,36,86,58,68,85,48,14,394,8,9,0,0,0,0,0,18,85,194,125,121,157,101,44,824,1358,1428,820,548,694,412,197,5456
SAL20540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,6,0,0,0,0,14
SAL20541,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,10
